Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Coolant Temperature (F),Mass Airflow (g/s),A/F Sensor #1 (AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value)
289793,0.08,2029,205,5.30,24.00,-10.16,-10.50,3.48,-11.27,1.42,0.00,0.66,0.00,0.00,0.00,16
289857,0.08,2006,205,5.46,24.00,-6.99,-10.50,3.48,-11.27,1.44,0.00,0.66,0.00,0.00,0.00,16
289926,0.08,1994,205,5.04,23.66,-6.99,-9.00,3.48,-11.27,1.40,0.00,0.66,0.00,0.00,0.00,16
289986,0.08,1974,205,5.04,24.00,-3.48,-4.00,3.48,-11.27,1.40,0.00,0.66,0.00,0.00,0.00,16
290050,0.08,1954,205,5.40,23.66,1.09,0.50,3.48,-11.27,1.44,0.00,0.66,0.00,0.00,0.00,16
290115,0.08,1938,205,5.40,23.66,3.20,4.50,3.48,-11.27,1.44,0.00,0.66,0.00,0.00,0.00,16
290179,0.08,1932,205,5.27,23.66,4.61,6.00,3.48,-11.29,1.42,0.00,0.66,0.00,0.00,0.00,16
290239,0.09,1931,205,5.42,23.77,8.48,6.00,3.34,-11.31,1.44,0.00,0.66,0.00,0.00,0.00,16
290304,0.08,1913,205,5.40,24.00,11.99,10.50,3.34,-11.29,1.42,0.00,0.66,0.00,0.00,0.00,16
290368,0.09,1906,205,5.46,23.77,12.34,12.00,3.34,-11.33,1.44,0.00,0.66,0.00,0.00,0.00,16
290432,0.08,1904,205,5.23,24.00,14.10,13.00,3.34,-11.33,1.42,0.00,0.66,0.00,0.00,0.00,16
290496,0.08,1891,205,5.10,24.00,14.10,14.00,3.34,-11.35,1.42,0.00,0.66,0.00,0.00,0.00,16
290561,0.09,1880,205,5.30,24.00,14.10,14.00,3.34,-11.35,1.42,0.00,0.66,0.00,0.00,0.00,16
290625,0.09,1870,205,5.43,23.66,14.10,14.00,3.34,-11.35,1.44,0.00,0.66,0.00,0.00,0.00,16
290689,0.09,1841,205,5.40,23.66,14.10,14.00,3.34,-11.37,1.44,0.00,0.66,0.00,0.00,0.00,16
290750,0.09,1824,205,5.30,23.77,14.10,14.00,3.34,-11.39,1.42,0.00,0.66,0.00,0.00,0.00,16
290814,0.09,1816,205,5.23,23.77,14.10,14.00,3.34,-11.39,1.42,0.00,0.66,0.00,0.00,0.00,16
290883,0.10,1698,205,5.23,23.77,14.10,14.00,3.34,-11.35,1.42,0.00,0.66,0.00,0.00,0.00,16
290943,0.11,1550,205,5.21,24.00,14.10,14.00,3.34,-11.29,1.42,0.00,0.66,0.00,0.00,0.00,16
291007,0.12,1418,205,5.68,23.77,14.10,14.00,3.48,-11.12,1.44,0.00,0.66,0.00,0.00,0.00,16
291071,0.13,1289,205,5.40,24.00,14.10,22.00,3.63,-11.00,1.44,0.00,0.66,0.00,0.00,0.00,16
291136,0.14,1190,205,5.30,24.00,14.10,22.00,3.77,-10.85,1.42,0.00,0.66,0.00,0.00,0.00,16
291200,0.13,1139,205,5.30,23.54,14.10,22.00,4.06,-10.62,1.40,0.00,0.66,0.00,0.00,0.00,16
291265,0.12,1130,205,5.01,23.66,14.10,22.00,4.06,-10.60,1.38,0.00,0.66,0.00,0.00,0.00,16
291325,0.13,1104,205,4.57,23.66,14.10,22.00,4.06,-10.58,1.36,0.00,0.66,0.00,0.00,0.00,16
291389,0.13,1070,205,4.46,24.00,14.10,22.00,4.06,-10.54,1.36,0.00,0.66,0.00,0.00,0.00,16
291453,0.13,1040,205,4.53,23.77,14.10,22.00,4.21,-10.50,1.36,0.00,0.66,0.00,0.00,0.00,16
291517,0.13,988,205,4.37,24.00,14.10,22.00,4.35,-10.40,1.34,0.00,0.66,0.00,0.00,0.00,16
291581,0.14,960,205,4.37,24.00,14.10,22.00,4.35,-10.31,1.34,0.00,0.66,0.00,0.00,0.00,16
291646,0.13,927,205,4.21,23.66,14.10,22.00,4.50,-10.15,1.32,0.00,0.66,0.00,0.00,0.00,16
291710,0.14,902,205,4.10,23.77,14.10,22.00,4.64,-10.06,1.32,0.00,0.66,0.00,0.00,0.00,16
291774,0.14,879,205,4.02,23.77,14.10,22.00,4.79,-9.94,1.30,0.00,0.66,0.00,0.00,0.00,16
291839,0.14,878,205,3.96,23.66,14.10,22.00,4.79,-9.82,1.30,0.00,0.66,0.00,0.00,0.00,16
291903,0.13,870,205,3.80,23.31,14.10,22.00,4.93,-9.69,1.30,0.00,0.66,0.00,0.00,0.00,16
291963,0.13,865,205,3.80,22.16,14.10,22.00,5.08,-9.63,1.30,0.00,0.66,0.00,0.00,0.00,16
292028,0.13,865,205,3.83,19.41,14.10,22.00,5.08,-9.59,1.28,0.00,0.66,0.00,0.00,0.00,16
292092,0.13,857,205,3.63,15.96,14.10,22.00,5.22,-9.53,1.28,0.00,0.66,0.00,0.00,0.00,16
292157,0.13,856,205,3.67,14.70,14.10,22.00,5.22,-9.49,1.28,0.00,0.66,0.00,0.00,0.00,16
292221,0.13,850,205,3.75,13.90,14.10,22.00,5.22,-9.48,1.28,0.00,0.66,0.00,0.00,0.00,16
292285,0.13,850,205,3.52,13.21,14.10,22.00,5.22,-9.44,1.26,0.00,0.66,0.00,0.00,0.00,16
292349,0.12,841,205,3.45,12.98,14.10,22.00,5.22,-9.44,1.28,0.00,0.66,0.00,0.00,0.00,16
292414,0.13,835,205,3.60,13.21,14.10,22.00,5.22,-9.44,1.28,0.00,0.66,0.00,0.00,0.00,16
292474,0.13,832,205,3.65,12.86,14.10,22.00,5.37,-9.38,1.28,0.00,0.66,0.00,0.00,0.00,16
292543,0.13,822,205,3.70,13.32,14.10,22.00,5.37,-9.38,1.28,0.00,0.66,0.00,0.00,0.00,16
292603,0.13,830,205,3.67,13.21,14.10,22.00,5.37,-9.38,1.26,0.00,0.66,0.00,0.00,0.00,16
292667,0.13,836,205,3.65,13.44,14.10,22.00,5.37,-9.38,1.26,0.00,0.66,0.00,0.00,0.00,16
292731,0.13,842,205,3.52,13.44,14.10,21.50,5.37,-9.38,1.28,0.00,0.66,0.00,0.00,0.00,16
292795,0.13,840,205,3.60,13.78,14.10,21.00,5.37,-9.38,1.28,0.00,0.66,0.00,0.00,0.00,16
292860,0.13,844,205,3.49,13.90,14.10,20.50,5.37,-9.38,1.26,0.00,0.66,0.00,0.00,0.00,16
292924,0.13,835,205,3.49,14.24,14.10,21.00,5.37,-9.38,1.26,0.00,0.66,0.00,0.00,0.00,16
292988,0.13,832,205,3.52,14.47,14.10,20.50,5.37,-9.38,1.26,0.00,0.66,0.00,0.00,0.00,16
293052,0.13,828,205,3.56,14.70,14.10,20.50,5.37,-9.36,1.28,0.00,0.66,0.00,0.00,0.00,16
293117,0.13,816,205,3.63,14.70,14.10,21.50,5.37,-9.36,1.28,0.00,0.66,0.00,0.00,0.00,16
293181,0.13,810,205,3.60,14.70,14.10,21.50,5.37,-9.34,1.28,0.00,0.66,0.00,0.00,0.00,16
293242,0.13,807,205,3.58,14.81,14.10,21.50,5.37,-9.32,1.26,0.00,0.66,0.00,0.00,0.00,16
293306,0.13,814,205,3.49,14.93,14.10,20.50,5.37,-9.32,1.26,0.00,0.66,0.00,0.00,0.00,16
293371,0.13,821,205,3.56,15.04,14.10,19.50,5.37,-9.32,1.28,0.00,0.66,0.00,0.00,0.00,16
293435,0.13,824,205,3.56,15.04,14.10,19.00,5.37,-9.32,1.28,0.00,0.66,0.00,0.00,0.00,16
293499,0.13,822,205,3.49,15.16,14.10,19.00,5.37,-9.32,1.28,0.00,0.66,0.00,0.00,0.00,16
293563,0.14,820,205,3.63,15.16,14.10,18.50,5.37,-9.32,1.28,0.00,0.66,0.00,0.00,0.00,16
293627,0.13,808,205,3.58,15.16,14.10,19.50,5.37,-9.32,1.26,0.00,0.66,0.00,0.00,0.00,16
293688,0.13,804,205,3.58,15.16,14.10,20.00,5.37,-9.32,1.28,0.00,0.66,0.00,0.00,0.00,16
293756,0.13,810,205,3.58,15.16,14.10,19.00,5.37,-9.30,1.28,0.00,0.66,0.00,0.00,0.00,16
293820,0.13,815,205,3.45,15.16,14.10,17.50,5.37,-9.30,1.26,0.00,0.66,0.00,0.00,0.00,16
293884,0.13,812,205,3.47,15.16,14.10,18.00,5.37,-9.32,1.26,0.00,0.66,0.00,0.00,0.00,16
293944,0.13,814,205,3.47,15.04,14.10,17.50,5.37,-9.30,1.26,0.00,0.66,0.00,0.00,0.00,16
294009,0.14,808,205,3.56,15.04,14.10,18.00,5.37,-9.30,1.28,0.00,0.66,0.00,0.00,0.00,16
294073,0.14,796,205,3.60,14.93,14.10,19.00,5.37,-9.28,1.28,0.00,0.66,0.00,0.00,0.00,16
294137,0.14,794,205,3.67,14.81,14.10,19.00,5.37,-9.26,1.26,0.00,0.66,0.00,0.00,0.00,16
294202,0.14,791,205,3.63,14.93,14.10,19.00,5.37,-9.26,1.28,0.00,0.66,0.00,0.00,0.00,16
294266,0.14,799,205,3.65,14.81,14.10,17.50,5.51,-9.24,1.28,0.00,0.66,0.00,0.00,0.00,16
294334,0.13,808,205,3.63,14.81,14.10,16.50,5.51,-9.24,1.28,0.00,0.66,0.00,0.00,0.00,16
294394,0.12,810,205,3.49,14.81,14.10,16.50,5.51,-9.22,1.24,0.00,0.66,0.00,0.00,0.00,16
294455,0.12,810,205,3.42,14.81,14.10,15.50,5.37,-9.26,1.26,0.00,0.66,0.00,0.00,0.00,16
294519,0.13,815,205,3.47,14.81,14.10,15.50,5.37,-9.26,1.26,0.00,0.66,0.00,0.00,0.00,16
294583,0.13,815,205,3.40,14.81,14.10,16.00,5.37,-9.26,1.26,0.00,0.66,0.00,0.00,0.00,16
294647,0.13,810,205,3.52,14.81,14.10,17.00,5.37,-9.26,1.26,0.00,0.66,0.00,0.00,0.00,16
294712,0.14,798,205,3.58,14.70,14.10,17.50,5.37,-9.26,1.28,0.00,0.66,0.00,0.00,0.00,16
294777,0.14,795,205,3.67,14.70,14.10,17.50,5.37,-9.26,1.30,0.00,0.66,0.00,0.00,0.00,16
294841,0.14,788,205,3.67,14.70,14.10,17.00,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
294905,0.13,793,205,3.58,14.70,14.10,17.00,5.51,-9.22,1.26,0.00,0.66,0.00,0.00,0.00,16
294966,0.13,801,205,3.56,14.59,14.10,16.00,5.51,-9.20,1.26,0.00,0.66,0.00,0.00,0.00,16
295030,0.13,810,205,3.52,14.59,14.10,14.50,5.51,-9.22,1.26,0.00,0.66,0.00,0.00,0.00,16
295094,0.13,816,205,3.38,14.70,14.10,14.00,5.51,-9.24,1.26,0.00,0.66,0.00,0.00,0.00,16
295158,0.13,811,205,3.49,14.70,14.10,14.50,5.51,-9.24,1.26,0.00,0.66,0.00,0.00,0.00,16
295223,0.13,814,205,3.49,14.70,14.10,14.00,5.51,-9.26,1.26,0.00,0.66,0.00,0.00,0.00,16
295287,0.13,798,205,3.52,14.70,14.10,15.50,5.51,-9.22,1.28,0.00,0.64,0.00,0.00,0.00,16
295352,0.13,790,205,3.60,14.81,14.10,16.50,5.37,-9.26,1.28,0.00,0.66,0.00,0.00,0.00,16
295416,0.14,786,205,3.58,14.81,14.10,16.50,5.51,-9.24,1.26,0.00,0.66,0.00,0.00,0.00,16
295476,0.14,789,205,3.52,14.93,14.10,16.50,5.51,-9.22,1.26,0.00,0.66,0.00,0.00,0.00,16
295541,0.14,798,205,3.60,14.93,14.10,15.50,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
295609,0.14,798,205,3.60,15.04,14.10,15.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
295669,0.14,805,205,3.63,14.93,14.10,14.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
295733,0.14,809,205,3.63,14.93,14.10,14.00,5.51,-9.18,1.26,0.00,0.66,0.00,0.00,0.00,16
295798,0.14,811,205,3.63,14.93,14.10,14.00,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
295862,0.13,803,205,3.52,14.81,14.10,14.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
295927,0.13,804,205,3.52,14.81,14.10,14.00,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
295991,0.13,805,205,3.58,14.81,14.10,14.00,5.51,-9.22,1.26,0.00,0.66,0.00,0.00,0.00,16
296055,0.13,804,205,3.45,14.70,14.10,13.50,5.51,-9.22,1.26,0.00,0.66,0.00,0.00,0.00,16
296116,0.13,810,205,3.56,14.70,14.10,13.50,5.51,-9.24,1.28,0.00,0.66,0.00,0.00,0.00,16
296183,0.13,805,205,3.60,14.81,14.10,14.00,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
296244,0.14,803,205,3.58,14.70,14.10,14.00,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
296308,0.14,796,205,3.60,14.81,14.10,15.50,5.51,-9.22,1.26,0.00,0.66,0.00,0.00,0.00,16
296373,0.13,793,205,3.60,14.70,14.10,15.50,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
296437,0.13,794,205,3.60,14.81,14.10,15.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
296501,0.13,798,205,3.56,14.81,14.10,14.50,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
296562,0.14,797,205,3.63,14.81,14.10,13.50,5.51,-9.22,1.26,0.00,0.66,0.00,0.00,0.00,16
296630,0.14,801,205,3.63,14.70,14.10,14.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
296691,0.14,797,205,3.56,14.70,14.10,14.50,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
296755,0.14,795,205,3.60,14.70,14.10,14.50,5.51,-9.20,1.26,0.00,0.66,0.00,0.00,0.00,16
296819,0.14,788,205,3.58,14.59,14.10,15.50,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
296883,0.14,796,205,3.67,14.59,14.10,14.00,5.51,-9.20,1.30,0.00,0.66,0.00,0.00,0.00,16
296947,0.14,800,205,3.67,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
297011,0.14,799,205,3.67,14.59,14.10,14.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
297076,0.14,799,205,3.70,14.59,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
297140,0.14,804,205,3.67,14.59,14.10,13.00,5.51,-9.20,1.30,0.00,0.66,0.00,0.00,0.00,16
297204,0.14,810,205,3.67,14.59,14.10,13.50,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
297264,0.13,804,205,3.63,14.59,14.10,13.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
297333,0.13,810,205,3.58,14.70,14.10,13.50,5.51,-9.20,1.26,0.00,0.66,0.00,0.00,0.00,16
297393,0.14,807,205,3.63,14.59,14.10,14.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
297457,0.14,802,205,3.65,14.70,14.10,14.00,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
297521,0.13,796,205,3.58,14.59,14.10,14.50,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
297586,0.13,796,205,3.65,14.59,14.10,14.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
297650,0.14,801,205,3.67,14.47,14.10,13.50,5.51,-9.18,1.30,0.00,0.66,0.00,0.00,0.00,16
297714,0.14,808,205,3.73,14.47,14.10,13.00,5.51,-9.20,1.30,0.00,0.66,0.00,0.00,0.00,16
297778,0.13,810,205,3.60,14.47,14.10,13.00,5.51,-9.20,1.26,0.00,0.66,0.00,0.00,0.00,16
297843,0.13,807,205,3.60,14.47,14.10,13.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
297907,0.14,808,205,3.65,14.36,14.10,14.00,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
297967,0.14,802,205,3.60,14.47,14.10,14.00,5.51,-9.18,1.30,0.00,0.66,0.00,0.00,0.00,16
298031,0.14,798,205,3.70,14.36,14.10,14.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
298099,0.14,797,205,3.67,14.59,14.10,14.00,5.51,-9.20,1.26,0.00,0.66,0.00,0.00,0.00,16
298160,0.14,797,205,3.63,14.47,14.10,13.50,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
298224,0.14,806,205,3.60,14.59,14.10,13.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
298289,0.14,801,205,3.65,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
298353,0.14,804,205,3.63,14.59,14.10,13.50,5.51,-9.20,1.26,0.00,0.66,0.00,0.00,0.00,16
298417,0.13,805,205,3.60,14.59,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
298478,0.13,802,205,3.60,14.47,14.10,14.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
298542,0.13,806,205,3.65,14.59,14.10,13.00,5.51,-9.18,1.30,0.00,0.66,0.00,0.00,0.00,16
298606,0.13,810,205,3.63,14.36,14.10,13.00,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
298670,0.13,798,205,3.58,14.47,14.10,14.00,5.51,-9.22,1.26,0.00,0.64,0.00,0.00,0.00,16
298734,0.14,798,205,3.56,14.36,14.10,14.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
298798,0.14,798,205,3.63,14.47,14.10,14.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
298863,0.14,798,205,3.63,14.47,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
298927,0.14,803,205,3.65,14.47,14.10,13.50,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
298991,0.13,794,205,3.63,14.59,14.10,14.50,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
299056,0.13,796,205,3.56,14.47,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
299116,0.14,794,205,3.60,14.59,14.10,14.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
299181,0.14,795,205,3.63,14.59,14.10,14.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
299245,0.14,802,205,3.63,14.59,14.10,13.50,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
299310,0.14,801,205,3.63,14.59,14.10,13.50,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
299374,0.13,808,205,3.60,14.59,14.10,13.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
299438,0.13,809,205,3.58,14.59,14.10,13.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
299502,0.13,802,205,3.58,14.47,14.10,14.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
299567,0.14,802,205,3.63,14.59,14.10,14.50,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
299631,0.14,794,205,3.60,14.47,14.10,15.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
299691,0.14,788,205,3.60,14.70,14.10,14.50,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
299755,0.14,788,205,3.60,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
299820,0.14,794,205,3.63,14.59,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
299884,0.14,802,205,3.65,14.70,14.10,14.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
299948,0.14,796,205,3.65,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
300013,0.13,790,205,3.60,14.81,14.10,14.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
300077,0.14,794,205,3.60,14.81,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
300141,0.14,798,205,3.65,14.81,14.10,14.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
300201,0.14,797,205,3.60,14.81,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
300266,0.14,802,205,3.63,14.81,14.10,13.50,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
300334,0.14,800,205,3.65,14.81,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
300394,0.14,804,205,3.67,14.81,14.10,13.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
300459,0.13,806,205,3.63,14.70,14.10,13.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
300523,0.13,802,205,3.58,14.81,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
300587,0.14,801,205,3.63,14.70,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
300651,0.13,803,205,3.58,14.70,14.10,13.50,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
300715,0.13,800,205,3.63,14.70,14.10,14.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
300776,0.14,809,205,3.63,14.81,14.10,13.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
300840,0.14,806,205,3.70,14.81,14.10,13.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
300904,0.13,804,205,3.58,14.81,14.10,13.50,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
300969,0.14,801,205,3.58,14.81,14.10,14.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
301033,0.14,797,205,3.60,14.81,14.10,14.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
301097,0.14,800,205,3.63,14.81,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
301166,0.13,802,205,3.63,14.81,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
301226,0.13,802,205,3.58,14.81,14.10,14.00,5.51,-9.18,1.26,0.00,0.66,0.00,0.00,0.00,16
301291,0.13,799,205,3.60,14.81,14.10,13.50,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
301355,0.14,808,205,3.63,14.81,14.10,13.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
301415,0.13,801,205,3.63,14.81,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
301480,0.14,804,205,3.60,14.70,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
301544,0.14,803,205,3.65,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
301609,0.14,797,205,3.70,14.70,14.10,14.00,5.51,-9.18,1.30,0.00,0.66,0.00,0.00,0.00,16
301673,0.14,797,205,3.73,14.70,14.10,14.00,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
301737,0.13,799,205,3.65,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
301801,0.13,800,205,3.58,14.70,14.10,13.00,5.51,-9.18,1.26,0.00,0.66,0.00,0.00,0.00,16
301862,0.13,807,205,3.60,14.70,14.10,13.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
301926,0.14,811,205,3.60,14.70,14.10,13.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
301991,0.14,806,203,3.67,14.70,14.10,13.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
302055,0.14,806,203,3.65,14.81,14.10,14.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
302119,0.14,806,203,3.65,14.70,14.10,14.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
302183,0.13,800,203,3.63,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
302247,0.13,802,203,3.60,14.70,14.10,13.50,5.51,-9.18,1.26,0.00,0.66,0.00,0.00,0.00,16
302308,0.13,806,203,3.60,14.59,14.10,13.50,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
302376,0.13,805,203,3.65,14.59,14.10,12.50,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
302437,0.14,814,203,3.65,14.59,14.10,12.50,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
302503,0.13,808,203,3.60,14.59,14.10,13.50,5.51,-9.20,1.26,0.00,0.66,0.00,0.00,0.00,16
302564,0.13,813,203,3.49,14.59,14.10,13.00,5.51,-9.18,1.26,0.00,0.66,0.00,0.00,0.00,16
302628,0.13,807,203,3.58,14.59,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
302692,0.13,800,203,3.56,14.70,14.10,14.00,5.51,-9.20,1.28,0.00,0.66,0.00,0.00,0.00,16
302757,0.14,797,203,3.60,14.70,14.10,14.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
302821,0.14,794,203,3.60,14.70,14.10,15.00,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
302885,0.14,792,203,3.60,14.70,14.10,15.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
302949,0.14,796,203,3.63,14.70,14.10,14.50,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
303014,0.14,802,203,3.67,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
303078,0.14,794,203,3.65,14.70,14.10,14.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
303142,0.14,800,203,3.65,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
303206,0.13,797,203,3.49,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
303267,0.14,800,203,3.63,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
303332,0.14,802,203,3.63,14.70,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
303396,0.14,796,203,3.67,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
303460,0.14,802,203,3.67,14.70,14.10,14.00,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
303524,0.14,802,203,3.67,14.70,14.10,13.50,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
303589,0.14,805,203,3.67,14.70,14.10,13.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
303650,0.14,804,203,3.63,14.81,14.10,13.50,5.51,-9.17,1.26,0.00,0.66,0.00,0.00,0.00,16
303714,0.14,802,203,3.63,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
303778,0.14,801,203,3.63,14.81,14.10,14.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
303843,0.13,804,203,3.63,14.81,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
