Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Throttle Sensor Voltage (V),Coolant Temperature (F),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Turbo Dynamics Proportional* (absolute %)
218478,14.47,0.12,2100,0.00,0.00,16,33.79,33.50,4.35,-10.35,8.19,0.76,192,1.62,0.00,0.00
218545,14.47,0.12,2076,0.00,0.00,16,33.79,33.50,4.35,-10.36,8.14,0.76,192,1.62,0.00,0.00
218607,14.70,0.11,2058,0.00,0.00,16,33.44,33.00,4.35,-10.36,7.90,0.76,192,1.60,0.00,0.00
218672,14.59,0.11,2062,0.00,0.00,16,33.44,33.00,4.35,-10.36,7.70,0.76,192,1.58,0.00,0.00
218736,14.59,0.11,2086,0.00,0.00,16,33.44,33.00,4.35,-10.36,7.90,0.76,192,1.60,0.00,0.00
218801,14.47,0.11,2087,0.00,0.00,16,33.44,33.00,4.35,-10.36,7.86,0.76,192,1.60,0.00,0.00
218865,14.47,0.11,2056,0.00,0.00,16,33.44,33.00,4.35,-10.36,7.78,0.76,192,1.58,0.00,0.00
218929,14.36,0.11,2028,0.00,0.00,16,33.09,33.00,4.35,-10.36,7.54,0.76,192,1.58,0.00,0.00
218993,14.47,0.11,2032,0.00,0.00,16,33.09,33.00,4.35,-10.38,7.54,0.76,192,1.58,0.00,0.00
219057,14.47,0.11,2034,0.00,0.00,16,33.09,33.00,4.35,-10.38,7.74,0.76,192,1.58,0.00,0.00
219120,14.59,0.11,2030,0.00,0.00,16,33.44,33.00,4.35,-10.40,7.66,0.76,192,1.58,0.00,0.00
219185,14.70,0.11,2034,0.00,0.00,16,33.09,33.00,4.35,-10.40,7.66,0.76,192,1.58,0.00,0.00
219249,14.81,0.11,2028,0.00,0.00,16,33.09,33.00,4.35,-10.38,7.06,0.76,192,1.56,0.00,0.00
219312,14.81,0.11,2022,0.00,0.00,16,32.73,33.00,4.35,-10.38,7.54,0.76,192,1.58,0.00,0.00
219374,14.81,0.11,2017,0.00,0.00,16,33.09,32.50,4.35,-10.36,7.46,0.76,192,1.58,0.00,0.00
219440,14.81,0.11,2012,0.00,0.00,16,32.73,32.50,4.35,-10.38,7.46,0.76,192,1.58,0.00,0.00
219502,14.81,0.11,2014,0.00,0.00,16,33.09,33.00,4.35,-10.38,7.66,0.76,192,1.58,0.00,0.00
219567,14.81,0.11,2024,0.00,0.00,16,33.09,33.00,4.35,-10.38,7.82,0.76,192,1.60,0.00,0.00
219630,14.93,0.12,2025,0.00,0.00,16,33.09,33.00,4.35,-10.38,7.70,0.76,192,1.58,0.00,0.00
219697,14.93,0.11,2007,0.00,0.00,16,33.09,33.00,4.35,-10.38,7.65,0.76,192,1.58,0.00,0.00
219758,14.93,0.11,1990,0.00,0.00,16,32.73,33.00,4.35,-10.36,7.57,0.76,192,1.58,0.00,0.00
219824,14.93,0.11,1994,0.00,0.00,16,32.73,32.50,4.35,-10.36,7.46,0.76,192,1.58,0.00,0.00
219886,14.81,0.11,2002,0.00,0.00,16,32.73,32.50,4.35,-10.36,7.37,0.76,192,1.56,0.00,0.00
219949,14.81,0.11,2006,0.00,0.00,16,33.09,32.50,4.35,-10.36,7.41,0.76,192,1.58,0.00,0.00
220016,14.59,0.11,2007,0.00,0.00,16,32.73,32.50,4.35,-10.36,7.46,0.76,192,1.58,0.00,0.00
220078,14.59,0.12,1993,0.00,0.00,16,33.09,32.50,4.35,-10.38,5.22,0.76,192,1.58,0.00,0.00
220141,14.47,0.12,2005,0.00,0.00,16,33.09,33.00,4.35,-10.38,7.74,0.76,192,1.60,0.00,0.00
220205,14.59,0.11,1986,0.00,0.00,16,32.73,33.00,4.35,-10.38,10.13,0.76,192,1.58,0.00,0.00
220272,14.59,0.11,1992,0.00,0.00,16,32.38,32.50,4.35,-10.36,7.46,0.76,192,1.58,0.00,0.00
220335,14.70,0.12,1981,0.00,0.00,16,32.73,32.00,4.35,-10.36,5.14,0.76,192,1.58,0.00,0.00
220399,14.70,0.12,1990,0.00,0.00,16,32.73,32.50,4.35,-10.36,7.78,0.76,192,1.58,0.00,0.00
220463,14.59,0.12,2047,0.00,0.00,16,33.09,33.00,4.35,-10.36,7.78,0.76,192,1.60,0.00,0.00
220526,14.47,0.11,1923,0.00,0.00,16,33.09,33.00,4.35,-10.36,7.78,0.76,192,1.58,0.00,0.00
220590,14.36,0.11,2033,0.00,0.00,16,32.73,32.50,4.35,-10.35,7.54,0.76,192,1.58,0.00,0.00
220655,14.36,0.11,1964,0.00,0.00,16,32.03,32.00,4.35,-10.36,7.46,0.76,192,1.56,0.00,0.00
220719,14.47,0.11,1962,0.00,0.00,16,32.03,32.00,4.35,-10.35,7.50,0.76,192,1.56,0.00,0.00
220782,14.47,0.12,1962,0.00,0.00,16,32.38,32.00,4.35,-10.35,7.50,0.76,192,1.58,0.00,0.00
220844,14.36,0.12,1975,0.00,0.00,16,32.38,32.50,4.35,-10.36,7.54,0.76,192,1.58,0.00,0.00
220912,14.36,0.12,1967,0.00,0.00,16,32.38,32.50,4.35,-10.36,7.62,0.76,192,1.58,0.00,0.00
220972,14.59,0.12,1952,0.00,0.00,16,32.38,32.00,4.35,-10.35,7.70,0.76,192,1.58,0.00,0.00
221036,14.70,0.12,1937,0.00,0.00,16,32.38,32.00,4.35,-10.35,7.57,0.76,192,1.58,0.00,0.00
221100,14.81,0.12,1940,0.00,0.00,16,32.38,32.00,4.35,-10.36,7.46,0.76,192,1.58,0.00,0.00
221165,14.93,0.12,1935,0.00,0.00,16,32.38,32.00,4.35,-10.35,7.46,0.76,192,1.58,0.00,0.00
221229,15.04,0.12,1941,0.00,0.00,16,32.38,32.00,4.35,-10.35,7.66,0.76,192,1.58,0.00,0.00
221292,14.93,0.12,1950,0.00,0.00,16,32.38,32.00,4.35,-10.35,7.57,0.76,192,1.58,0.00,0.00
221355,14.93,0.12,1950,0.00,0.00,16,32.03,32.00,4.35,-10.33,7.37,0.76,192,1.58,0.00,0.00
221420,14.81,0.12,1947,0.00,0.00,16,32.38,32.00,4.35,-10.33,7.50,0.76,192,1.58,0.00,0.00
221483,14.81,0.12,1920,0.00,0.00,16,32.38,32.00,4.35,-10.36,7.78,0.76,192,1.58,0.00,0.00
221547,14.81,0.12,1926,0.00,0.00,16,32.03,32.00,4.35,-10.33,7.70,0.76,192,1.58,0.00,0.00
221613,14.81,0.12,1928,0.00,0.00,16,32.03,32.00,4.35,-10.33,7.86,0.76,192,1.60,0.00,0.00
221675,14.70,0.12,1924,0.00,0.00,16,32.03,32.00,4.35,-10.33,7.62,0.76,192,1.58,0.00,0.00
221741,14.81,0.12,1921,0.00,0.00,16,32.03,32.00,4.35,-10.35,7.74,0.76,192,1.58,0.00,0.00
221803,14.70,0.12,1925,0.00,0.00,16,32.03,32.00,4.35,-10.33,7.46,0.76,194,1.58,0.00,0.00
221867,14.70,0.12,1916,0.00,0.00,16,31.68,31.50,4.35,-10.33,7.46,0.76,194,1.56,0.00,0.00
221931,14.70,0.12,1912,0.00,0.00,16,31.68,31.00,4.35,-10.33,7.54,0.76,194,1.58,0.00,0.00
221995,14.59,0.12,1914,0.00,0.00,16,31.68,31.50,4.35,-10.33,7.54,0.76,194,1.58,0.00,0.00
222059,14.59,0.12,1906,0.00,0.00,16,31.68,31.00,4.35,-10.35,7.57,0.76,194,1.58,0.00,0.00
222125,14.47,0.12,1888,0.00,0.00,16,31.68,31.00,4.21,-10.42,7.04,0.72,194,1.52,0.00,0.00
222188,14.47,0.10,1886,0.00,0.00,16,30.27,27.50,4.21,-10.89,4.73,0.66,194,1.52,0.00,0.00
222253,14.59,0.09,1847,0.00,0.00,16,24.30,23.00,3.77,-11.22,4.82,0.66,194,1.38,0.00,0.00
222316,14.59,0.09,1796,0.00,0.00,16,21.13,18.50,3.48,-11.31,5.17,0.66,194,1.40,0.00,0.00
222379,14.70,0.09,1725,0.00,0.00,16,16.91,15.50,3.34,-11.43,5.52,0.66,194,1.42,0.00,0.00
222444,14.81,0.10,1671,0.00,0.00,16,14.10,14.00,3.34,-11.47,5.55,0.66,194,1.44,0.00,0.00
222508,14.81,0.11,1558,0.00,0.00,16,14.10,14.00,3.19,-11.35,5.46,0.66,194,1.44,0.00,0.00
222571,14.93,0.12,1458,0.00,0.00,16,14.10,14.00,3.34,-11.22,5.68,0.66,194,1.44,0.00,0.00
222635,15.50,0.12,1370,0.00,0.00,16,14.10,22.00,3.48,-11.08,5.49,0.66,194,1.44,0.00,0.00
222698,16.42,0.13,1258,0.00,0.00,16,14.10,22.00,3.63,-10.98,5.43,0.66,194,1.44,0.00,0.00
222761,17.23,0.13,1230,0.00,0.00,16,14.10,22.00,3.77,-10.89,5.40,0.66,194,1.44,0.00,0.00
222825,17.46,0.13,1234,0.00,0.00,16,14.10,22.00,3.77,-10.83,5.33,0.66,194,1.44,0.00,0.00
222889,16.42,0.13,1218,0.00,0.00,16,14.10,22.00,3.92,-10.81,5.14,0.66,194,1.42,0.00,0.00
222957,17.80,0.13,1209,0.00,0.00,16,14.10,22.00,3.92,-10.79,5.14,0.66,194,1.42,0.00,0.00
223017,17.92,0.12,1198,0.00,0.00,16,14.10,22.00,3.92,-10.77,5.14,0.66,194,1.40,0.00,0.00
223082,20.21,0.12,1178,0.00,0.00,16,14.10,22.00,3.92,-10.71,4.95,0.66,194,1.40,0.00,0.00
223147,20.79,0.12,1168,0.00,0.00,16,14.10,22.00,3.92,-10.71,4.85,0.66,194,1.38,0.00,0.00
223208,21.25,0.12,1154,0.00,0.00,16,14.10,22.00,3.92,-10.69,4.75,0.66,194,1.38,0.00,0.00
223275,20.21,0.12,1202,0.00,0.00,16,14.10,22.00,4.06,-10.69,4.69,0.66,194,1.36,0.00,0.00
223338,19.18,0.12,1112,0.00,0.00,16,14.10,22.00,4.06,-10.69,4.63,0.66,194,1.38,0.00,0.00
223401,17.34,0.13,1112,0.00,0.00,16,14.10,22.00,4.06,-10.67,4.57,0.66,194,1.36,0.00,0.00
223465,15.27,0.12,1098,0.00,0.00,16,14.10,22.00,4.06,-10.67,4.60,0.66,194,1.36,0.00,0.00
223527,14.47,0.12,1090,0.00,0.00,16,14.10,22.00,4.06,-10.65,4.48,0.66,194,1.36,0.00,0.00
223592,13.09,0.12,1072,0.00,0.00,16,14.10,22.00,4.06,-10.64,4.46,0.66,194,1.34,0.00,0.00
223658,12.40,0.12,1089,0.00,0.00,16,14.10,22.00,4.06,-10.64,4.46,0.66,194,1.36,0.00,0.00
223723,11.94,0.12,1068,0.00,0.00,16,14.10,22.00,4.06,-10.67,4.40,0.66,194,1.34,0.00,0.00
223785,11.83,0.12,1063,0.00,0.00,16,14.10,22.00,4.06,-10.67,4.40,0.66,194,1.34,0.00,0.00
223849,11.71,0.12,1054,0.00,0.00,16,14.10,22.00,4.06,-10.67,4.37,0.66,194,1.34,0.00,0.00
223911,11.60,0.12,1052,0.00,0.00,16,14.10,22.00,4.06,-10.69,4.26,0.66,194,1.34,0.00,0.00
223976,11.60,0.12,1046,0.00,0.00,16,14.10,22.00,4.06,-10.69,4.10,0.66,194,1.32,0.00,0.00
224039,11.48,0.12,1038,0.00,0.00,16,14.10,22.00,3.92,-10.73,3.99,0.66,194,1.30,0.00,0.00
224103,11.60,0.12,1031,0.00,0.00,16,14.10,22.00,3.92,-10.71,3.96,0.66,194,1.32,0.00,0.00
224167,11.60,0.12,1018,0.00,0.00,16,14.10,22.00,3.92,-10.75,3.91,0.66,194,1.30,0.00,0.00
224233,11.60,0.12,981,0.00,0.00,16,14.10,22.00,3.92,-10.71,3.85,0.66,194,1.30,0.00,0.00
224294,11.71,0.12,966,0.00,0.00,16,14.10,22.00,4.06,-10.69,3.75,0.66,194,1.28,0.00,0.00
224361,11.71,0.12,952,0.00,0.00,16,14.10,22.00,4.06,-10.62,3.78,0.66,194,1.28,0.00,0.00
224424,11.83,0.12,935,0.00,0.00,16,14.10,22.00,4.06,-10.62,3.83,0.66,194,1.30,0.00,0.00
224489,11.83,0.12,919,0.00,0.00,16,14.10,22.00,4.21,-10.54,3.83,0.66,194,1.28,0.00,0.00
224552,11.94,0.12,903,0.00,0.00,16,14.10,22.00,4.21,-10.52,3.73,0.66,194,1.28,0.00,0.00
224616,11.94,0.12,891,0.00,0.00,16,14.10,22.00,4.21,-10.46,3.67,0.66,194,1.28,0.00,0.00
224678,12.17,0.13,881,0.00,0.00,16,14.10,22.00,4.21,-10.44,3.67,0.66,194,1.28,0.00,0.00
224744,12.06,0.13,872,0.00,0.00,16,14.10,22.00,4.35,-10.36,3.67,0.66,194,1.26,0.00,0.00
224807,12.06,0.13,858,0.00,0.00,16,14.10,22.00,4.35,-10.35,3.63,0.66,194,1.26,0.00,0.00
224871,12.29,0.13,861,0.00,0.00,16,14.10,22.00,4.35,-10.29,3.63,0.66,194,1.26,0.00,0.00
224935,12.29,0.12,853,0.00,0.00,16,14.10,22.00,4.35,-10.25,3.52,0.66,194,1.26,0.00,0.00
225000,12.29,0.12,838,0.00,0.00,16,14.10,22.00,4.50,-10.23,3.42,0.66,194,1.26,0.00,0.00
225063,12.40,0.12,832,0.00,0.00,16,14.10,22.00,4.50,-10.17,3.33,0.66,194,1.26,0.00,0.00
225124,12.52,0.12,818,0.00,0.00,16,14.10,22.00,4.50,-10.13,3.31,0.66,194,1.24,0.00,0.00
225189,12.52,0.12,810,0.00,0.00,16,14.10,22.00,4.50,-10.11,3.28,0.66,194,1.24,0.00,0.00
225253,12.40,0.12,794,0.00,0.00,16,14.10,22.00,4.64,-10.06,3.25,0.66,194,1.24,0.00,0.00
225318,12.63,0.12,781,0.00,0.00,16,14.10,22.00,4.64,-10.02,3.21,0.66,194,1.24,0.00,0.00
225382,12.63,0.12,767,0.00,0.00,16,14.10,22.00,4.64,-9.98,3.17,0.66,194,1.24,0.00,0.00
225445,12.86,0.12,768,0.00,0.00,16,14.10,22.00,4.79,-9.94,3.19,0.66,194,1.22,0.00,0.00
225508,12.98,0.13,758,0.00,0.00,16,14.10,22.00,4.79,-9.88,3.23,0.66,194,1.24,0.00,0.00
225572,12.98,0.13,729,0.00,0.00,16,14.10,22.00,4.79,-9.84,3.23,0.66,194,1.24,0.00,0.00
225636,13.21,0.14,720,0.00,0.00,16,14.10,22.00,4.93,-9.75,3.28,0.66,194,1.24,0.00,0.00
225698,13.21,0.14,715,0.00,0.00,16,14.10,22.00,4.93,-9.69,3.33,0.66,194,1.26,0.00,0.00
225765,13.67,0.14,724,0.00,0.00,16,14.10,22.00,5.08,-9.59,3.36,0.66,194,1.24,0.00,0.00
225827,13.78,0.14,732,0.00,0.00,16,14.10,22.00,5.08,-9.51,3.40,0.66,194,1.26,0.00,0.00
225893,13.78,0.14,727,0.00,0.00,16,14.10,22.00,5.22,-9.42,3.45,0.66,194,1.26,0.00,0.00
225956,14.01,0.14,727,0.00,0.00,16,14.10,22.00,5.22,-9.32,3.49,0.66,194,1.26,0.00,0.00
226023,14.01,0.14,738,0.00,0.00,16,14.10,22.00,5.37,-9.28,3.49,0.66,194,1.28,0.00,0.00
226085,14.36,0.14,750,0.00,0.00,16,14.10,20.50,5.37,-9.24,3.56,0.66,194,1.26,0.00,0.00
226146,14.47,0.14,763,0.00,0.00,16,14.10,19.00,5.51,-9.22,3.56,0.66,194,1.26,0.00,0.00
226211,14.47,0.14,770,0.00,0.00,16,14.10,18.00,5.51,-9.24,3.60,0.66,194,1.28,0.00,0.00
226274,14.81,0.14,759,0.00,0.00,16,14.10,19.00,5.51,-9.18,3.56,0.66,194,1.26,0.00,0.00
226341,14.81,0.14,756,0.00,0.00,16,14.10,19.00,5.51,-9.18,3.58,0.66,194,1.28,0.00,0.00
226401,15.04,0.15,754,0.00,0.00,16,14.10,19.00,5.51,-9.17,3.63,0.66,194,1.30,0.00,0.00
226468,15.16,0.15,747,0.00,0.00,16,14.10,19.50,5.51,-9.13,3.70,0.66,194,1.28,0.00,0.00
226532,15.39,0.15,752,0.00,0.00,16,14.10,19.00,5.66,-9.07,3.78,0.66,194,1.30,0.00,0.00
226595,15.73,0.15,757,0.00,0.00,16,14.10,17.50,5.66,-8.99,3.83,0.66,194,1.30,0.00,0.00
226659,15.85,0.15,766,0.00,0.00,16,14.10,16.50,5.66,-8.97,3.86,0.66,194,1.28,0.00,0.00
226722,15.85,0.15,773,0.00,0.00,16,14.10,15.50,5.66,-8.95,3.89,0.66,194,1.30,0.00,0.00
226787,15.96,0.14,798,0.00,0.00,16,14.10,13.00,5.80,-8.95,3.91,0.66,194,1.32,0.00,0.00
226849,16.19,0.14,809,0.00,0.00,16,14.10,11.50,5.66,-8.97,3.91,0.66,194,1.30,0.00,0.00
226913,16.19,0.14,803,0.00,0.00,16,14.10,13.00,5.66,-8.99,3.83,0.66,194,1.28,0.00,0.00
226979,16.31,0.14,803,0.00,0.00,16,14.10,13.00,5.66,-9.01,3.80,0.66,194,1.30,0.00,0.00
229017,16.31,0.14,803,0.00,0.00,16,14.10,13.00,5.66,-9.01,3.80,0.66,194,1.30,0.00,0.00
229596,15.50,0.13,841,0.00,0.00,16,14.10,13.50,5.22,-9.44,3.78,0.66,194,1.30,0.00,0.00
229656,15.39,0.13,858,0.00,0.00,16,14.10,11.50,5.22,-9.42,3.73,0.66,194,1.30,0.00,0.00
229720,15.50,0.13,857,0.00,0.00,16,14.10,12.00,5.22,-9.48,3.73,0.66,194,1.28,0.00,0.00
229782,15.50,0.13,860,0.00,0.00,16,14.10,11.50,5.22,-9.48,3.70,0.66,194,1.28,0.00,0.00
229850,15.50,0.13,852,0.00,0.00,16,14.10,13.00,5.22,-9.53,3.67,0.66,194,1.28,0.00,0.00
229914,15.50,0.13,852,0.00,0.00,16,14.10,12.50,5.22,-9.51,3.67,0.66,194,1.28,0.00,0.00
229975,15.39,0.13,855,0.00,0.00,16,14.10,12.50,5.22,-9.53,3.70,0.66,194,1.28,0.00,0.00
230040,15.50,0.13,851,0.00,0.00,16,14.10,13.00,5.22,-9.53,3.70,0.66,194,1.28,0.00,0.00
230104,15.39,0.13,855,0.00,0.00,16,14.10,13.00,5.22,-9.53,3.73,0.66,194,1.30,0.00,0.00
230169,15.39,0.13,861,0.00,0.00,16,14.10,13.00,5.22,-9.53,3.70,0.66,194,1.30,0.00,0.00
230233,15.50,0.13,868,0.00,0.00,16,14.10,12.00,5.22,-9.55,3.65,0.66,194,1.28,0.00,0.00
230295,15.39,0.12,873,0.00,0.00,16,14.10,11.50,5.08,-9.57,3.63,0.66,194,1.28,0.00,0.00
230361,15.39,0.12,865,0.00,0.00,16,14.10,11.00,5.08,-9.57,3.58,0.66,194,1.26,0.00,0.00
230425,15.27,0.13,850,0.00,0.00,16,14.10,12.00,5.08,-9.63,3.60,0.66,194,1.26,0.00,0.00
230488,15.39,0.13,846,0.00,0.00,16,14.10,14.00,5.08,-9.63,3.63,0.66,194,1.28,0.00,0.00
230552,15.16,0.13,840,0.00,0.00,16,14.10,14.00,5.08,-9.63,3.63,0.66,194,1.28,0.00,0.00
230613,15.27,0.13,842,0.00,0.00,16,14.10,15.00,5.08,-9.57,3.65,0.66,194,1.30,0.00,0.00
230678,15.16,0.13,850,0.00,0.00,16,14.10,14.50,5.08,-9.57,3.67,0.66,194,1.28,0.00,0.00
230742,15.16,0.13,855,0.00,0.00,16,14.10,14.00,5.08,-9.61,3.65,0.66,194,1.28,0.00,0.00
230806,15.04,0.13,846,0.00,0.00,16,14.10,13.00,5.08,-9.61,3.63,0.66,194,1.26,0.00,0.00
230872,15.16,0.13,854,0.00,0.00,16,14.10,14.00,5.08,-9.63,3.58,0.66,194,1.26,0.00,0.00
230934,15.04,0.13,854,0.00,0.00,16,14.10,13.50,5.08,-9.63,3.58,0.66,194,1.26,0.00,0.00
230999,14.81,0.13,854,0.00,0.00,16,14.10,13.50,5.08,-9.63,3.58,0.66,194,1.28,0.00,0.00
231062,14.93,0.13,852,0.00,0.00,16,14.10,13.50,5.08,-9.63,3.58,0.66,194,1.28,0.00,0.00
231126,14.81,0.13,855,0.00,0.00,16,14.10,13.00,5.08,-9.65,3.58,0.66,194,1.28,0.00,0.00
231189,14.81,0.13,852,0.00,0.00,16,14.10,13.50,5.08,-9.63,3.56,0.66,194,1.26,0.00,0.00
231255,14.81,0.12,852,0.00,0.00,16,14.10,13.50,5.08,-9.67,3.52,0.66,194,1.26,0.00,0.00
231317,14.81,0.13,848,0.00,0.00,16,14.10,14.00,5.08,-9.65,3.56,0.66,194,1.26,0.00,0.00
231381,14.81,0.13,840,0.00,0.00,16,14.10,15.00,5.08,-9.65,3.58,0.66,196,1.26,0.00,0.00
231446,14.81,0.13,832,0.00,0.00,16,14.10,15.50,5.08,-9.63,3.58,0.66,196,1.28,0.00,0.00
231510,14.81,0.13,832,0.00,0.00,16,14.10,15.50,5.08,-9.63,3.58,0.66,196,1.28,0.00,0.00
231575,14.93,0.13,833,0.00,0.00,16,14.10,15.50,5.08,-9.63,3.58,0.66,196,1.28,0.00,0.00
231639,14.81,0.12,845,0.00,0.00,16,14.10,14.00,5.08,-9.63,3.56,0.66,196,1.26,0.00,0.00
231701,14.93,0.12,846,0.00,0.00,16,14.10,14.00,5.08,-9.65,3.52,0.66,196,1.26,0.00,0.00
231764,14.93,0.13,851,0.00,0.00,16,14.10,13.00,5.08,-9.65,3.52,0.66,196,1.26,0.00,0.00
231832,14.81,0.12,853,0.00,0.00,16,14.10,13.00,5.08,-9.69,3.47,0.66,196,1.26,0.00,0.00
231894,14.93,0.12,845,0.00,0.00,16,14.10,14.00,5.08,-9.67,3.47,0.66,196,1.28,0.00,0.00
231955,14.81,0.12,849,0.00,0.00,16,14.10,13.50,4.93,-9.73,3.47,0.66,196,1.26,0.00,0.00
232019,14.81,0.12,845,0.00,0.00,16,14.10,14.00,4.93,-9.73,3.47,0.66,196,1.26,0.00,0.00
232083,14.81,0.12,846,0.00,0.00,16,14.10,14.00,4.93,-9.73,3.47,0.66,196,1.26,0.00,0.00
232148,14.81,0.12,842,0.00,0.00,16,14.10,14.50,4.93,-9.73,3.49,0.66,196,1.26,0.00,0.00
232210,14.81,0.12,836,0.00,0.00,16,14.10,14.50,4.93,-9.73,3.47,0.66,196,1.26,0.00,0.00
232277,14.81,0.12,836,0.00,0.00,16,14.10,14.50,4.93,-9.73,3.47,0.66,196,1.28,0.00,0.00
232340,14.81,0.12,840,0.00,0.00,16,14.10,14.00,4.93,-9.69,3.47,0.66,196,1.28,0.00,0.00
232404,14.70,0.12,830,0.00,0.00,16,14.10,15.50,5.08,-9.73,3.45,0.66,196,1.26,0.00,0.00
232468,14.70,0.12,831,0.00,0.00,16,14.10,15.00,4.93,-9.73,3.45,0.66,196,1.26,0.00,0.00
232531,14.70,0.12,834,0.00,0.00,16,14.10,14.00,4.93,-9.73,3.47,0.66,196,1.24,0.00,0.00
232594,14.70,0.12,846,0.00,0.00,16,14.10,13.00,4.93,-9.73,3.45,0.66,196,1.26,0.00,0.00
232660,14.70,0.12,844,0.00,0.00,16,14.10,13.50,4.93,-9.73,3.45,0.66,196,1.26,0.00,0.00
232723,14.70,0.12,842,0.00,0.00,16,14.10,13.50,4.93,-9.75,3.42,0.66,196,1.26,0.00,0.00
232787,14.70,0.12,838,0.00,0.00,16,14.10,14.00,4.93,-9.75,3.42,0.66,196,1.26,0.00,0.00
232848,14.70,0.12,826,0.00,0.00,16,14.10,14.00,4.93,-9.75,3.42,0.66,196,1.26,0.00,0.00
232911,14.81,0.13,820,0.00,0.00,16,14.10,15.50,4.93,-9.73,3.45,0.66,196,1.24,0.00,0.00
232979,14.70,0.13,823,0.00,0.00,16,14.10,16.00,4.93,-9.73,3.45,0.66,196,1.26,0.00,0.00
233043,14.81,0.13,830,0.00,0.00,16,14.10,15.50,4.93,-9.71,3.47,0.66,196,1.26,0.00,0.00
233104,14.70,0.12,774,0.00,0.00,16,14.10,14.50,4.93,-9.73,3.47,0.66,196,1.26,0.00,0.00
233170,14.81,0.12,840,0.00,0.00,16,14.10,14.00,4.93,-9.73,3.42,0.66,196,1.26,0.00,0.00
233235,14.59,0.12,834,0.00,0.00,16,14.10,13.50,4.93,-9.75,3.40,0.66,196,1.24,0.00,0.00
233298,14.70,0.12,835,0.00,0.00,16,14.10,14.00,4.93,-9.77,3.38,0.66,196,1.24,0.00,0.00
233361,14.59,0.12,832,0.00,0.00,16,14.10,14.00,4.93,-9.77,3.38,0.66,196,1.26,0.00,0.00
233424,14.59,0.12,832,0.00,0.00,16,14.10,14.00,4.93,-9.77,3.38,0.66,196,1.26,0.00,0.00
233488,14.47,0.12,824,0.00,0.00,16,14.10,15.50,4.93,-9.75,3.40,0.66,196,1.26,0.00,0.00
233553,14.36,0.12,826,0.00,0.00,16,14.10,15.00,4.93,-9.77,3.38,0.66,196,1.24,0.00,0.00
233617,14.36,0.12,832,0.00,0.00,16,14.10,14.00,4.93,-9.73,3.36,0.66,196,1.24,0.00,0.00
233677,14.24,0.12,827,0.00,0.00,16,14.10,14.50,4.93,-9.77,3.38,0.66,196,1.24,0.00,0.00
233742,14.36,0.12,828,0.00,0.00,16,14.10,14.00,4.93,-9.77,3.38,0.66,196,1.26,0.00,0.00
233806,14.24,0.12,834,0.00,0.00,16,14.10,14.00,4.93,-9.78,3.36,0.66,196,1.26,0.00,0.00
233874,14.47,0.12,822,0.00,0.00,16,14.10,15.00,4.93,-9.78,3.33,0.66,196,1.24,0.00,0.00
233934,14.24,0.12,820,0.00,0.00,16,14.10,15.50,4.93,-9.77,3.36,0.66,196,1.24,0.00,0.00
234000,14.36,0.12,820,0.00,0.00,16,14.10,15.50,4.93,-9.77,3.36,0.66,196,1.24,0.00,0.00
234063,14.47,0.12,821,0.00,0.00,16,14.10,15.00,4.93,-9.75,3.38,0.66,196,1.26,0.00,0.00
234128,14.47,0.12,819,0.00,0.00,16,14.10,15.00,4.93,-9.77,3.38,0.66,196,1.26,0.00,0.00
234194,14.59,0.13,817,0.00,0.00,16,14.10,15.50,4.93,-9.73,3.36,0.66,196,1.24,0.00,0.00
234254,14.59,0.12,818,0.00,0.00,16,14.10,15.00,4.93,-9.73,3.36,0.66,196,1.24,0.00,0.00
234319,14.59,0.12,812,0.00,0.00,16,14.10,15.50,4.93,-9.73,3.36,0.66,196,1.24,0.00,0.00
234382,14.59,0.12,812,0.00,0.00,16,14.10,15.50,4.93,-9.73,3.38,0.66,196,1.26,0.00,0.00
234447,14.70,0.12,814,0.00,0.00,16,14.10,15.00,4.93,-9.73,3.36,0.66,196,1.26,0.00,0.00
234511,14.59,0.12,818,0.00,0.00,16,14.10,14.50,4.93,-9.73,3.33,0.66,196,1.24,0.00,0.00
234574,14.70,0.12,816,0.00,0.00,16,14.10,13.50,4.93,-9.75,3.33,0.66,196,1.24,0.00,0.00
234640,14.59,0.12,820,0.00,0.00,16,14.10,14.00,4.93,-9.73,3.33,0.66,196,1.26,0.00,0.00
234703,14.59,0.12,812,0.00,0.00,16,14.10,15.00,4.93,-9.75,3.31,0.66,196,1.26,0.00,0.00
234767,14.59,0.12,810,0.00,0.00,16,14.10,15.50,4.93,-9.75,3.31,0.66,196,1.24,0.00,0.00
234829,14.47,0.12,810,0.00,0.00,16,14.10,15.00,4.93,-9.73,3.31,0.66,196,1.24,0.00,0.00
234893,14.47,0.13,796,0.00,0.00,16,14.10,16.50,4.93,-9.73,3.33,0.66,196,1.24,0.00,0.00
234959,14.47,0.13,794,0.00,0.00,16,14.10,16.50,4.93,-9.71,3.36,0.66,196,1.24,0.00,0.00
