Time (msec),A/F Sensor #1 (AFR),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),A/F Correction #1 (%),A/F Learning #1 (%),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target* (estimated AFR),Fuel Injector #1 Latency (Direct)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (Direct)* (ms),Fuel Injector #1 Pulse Width Pre_Low-PW Compensation (ms),Fuel Pump Duty (%),Gear (Calculated)* (position),Injector Duty Cycle (%),Tip-in Enrichment (Last Calculated)* (raw enrichment value),Tip-in Throttle* (%)
63024,15.04,0.35,1070,0.00,0.00,14.36,16,5.95,-8.78,0.00,-1.70,0.64,0.00,0.00,15.10,8.59,0.00,13.84,8,14.43,0.932,1.79,0.936,1.036,74.90,6,1.60,124,0.0
63136,15.16,0.34,1096,0.00,0.00,14.36,16,5.95,-8.78,0.00,-1.70,0.64,0.00,0.00,15.20,8.59,0.00,13.92,8,14.43,0.936,1.79,0.936,1.020,74.90,6,1.65,124,0.0
63248,14.93,0.33,1097,0.00,0.00,14.36,16,5.95,-8.78,0.00,-1.70,0.64,0.00,0.00,15.20,8.59,0.00,13.92,8,14.43,0.936,1.79,0.932,1.012,74.90,6,1.63,124,0.0
63360,14.93,0.33,1090,0.00,0.00,14.36,16,5.95,-8.78,0.00,-1.70,0.64,0.00,0.00,15.10,8.59,0.00,13.68,8,14.43,0.944,1.79,0.936,1.012,74.90,6,1.63,124,0.0
63473,14.93,0.34,1069,0.00,0.00,14.36,16,5.95,-8.78,0.00,-1.70,0.64,0.00,0.00,15.10,8.59,0.00,13.52,8,14.43,0.952,1.79,0.972,1.064,74.90,6,1.63,124,0.0
63584,14.93,0.35,1076,0.00,0.00,14.36,16,5.95,-8.72,0.00,-1.70,0.64,0.00,0.00,15.00,9.38,0.00,13.68,8,14.43,0.924,1.79,0.980,1.056,74.90,6,1.60,124,0.0
63696,14.81,0.35,1074,0.00,0.00,14.30,16,5.95,-8.68,0.00,-1.70,0.64,0.00,0.00,15.00,9.38,0.00,13.76,8,14.43,0.940,1.79,0.988,1.084,74.90,6,1.57,124,0.0
63808,14.81,0.35,1074,0.00,0.00,14.36,16,5.95,-8.66,0.00,-1.70,0.64,0.00,0.00,14.90,9.38,0.00,13.92,8,14.43,0.944,1.79,0.988,1.072,74.90,6,1.60,124,0.0
63920,14.81,0.35,1076,0.00,0.00,14.36,16,6.09,-8.64,0.00,-1.70,0.64,0.00,0.00,14.90,9.38,0.00,13.92,8,14.43,0.920,1.79,0.992,1.080,74.90,6,1.62,124,0.0
64032,14.70,0.35,1096,0.00,0.00,14.36,16,5.95,-8.68,0.00,-1.70,0.64,0.00,0.00,14.90,9.38,0.00,13.92,8,14.43,0.940,1.79,0.956,1.056,74.90,6,1.61,124,0.0
64145,14.70,0.35,1082,0.00,0.00,14.36,16,5.95,-8.68,0.00,-1.70,0.64,0.00,0.00,14.80,9.38,0.00,13.92,8,14.43,0.928,1.79,0.972,1.064,74.90,6,1.62,124,0.0
64255,14.81,0.34,1098,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.80,9.38,0.00,13.76,8,14.43,0.920,1.79,0.944,1.048,74.90,6,1.63,124,0.0
64368,14.81,0.34,1084,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.80,10.16,0.00,13.84,8,14.43,0.920,1.79,0.972,1.056,74.90,6,1.62,124,0.0
64480,14.81,0.35,1034,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,15.00,10.16,0.00,13.76,8,14.43,0.940,1.79,0.980,1.064,74.90,6,1.62,124,0.0
64592,14.81,0.34,1097,0.00,0.00,14.36,16,5.95,-8.68,0.00,-1.70,0.64,0.00,0.00,14.80,10.16,0.00,13.92,8,14.43,0.932,1.79,0.956,1.056,74.90,6,1.64,124,0.0
64704,14.81,0.35,1080,0.00,0.00,14.36,16,5.95,-8.68,0.00,-1.70,0.64,0.00,0.00,14.90,10.16,0.00,13.92,8,14.43,0.940,1.79,0.988,1.080,74.90,6,1.58,124,0.0
64816,14.81,0.34,1090,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.90,10.16,0.00,13.92,8,14.43,0.932,1.79,0.980,1.064,74.90,6,1.62,124,0.0
64927,14.81,0.34,1090,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.80,10.16,0.00,13.92,8,14.43,0.920,1.79,0.972,1.056,74.90,6,1.63,124,0.0
65039,14.81,0.35,1093,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.80,10.94,0.00,13.84,8,14.43,0.924,1.79,0.972,1.056,74.90,6,1.61,124,0.0
65150,14.70,0.34,1092,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.80,10.94,0.00,13.68,8,14.43,0.936,1.79,0.988,1.064,74.90,6,1.60,124,0.0
65263,14.70,0.34,1030,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.80,10.94,0.00,13.68,8,14.43,0.948,1.79,0.980,1.064,74.90,6,1.62,124,0.0
65375,14.70,0.35,1088,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.90,10.94,0.00,13.92,8,14.43,0.936,1.79,0.980,1.072,74.90,6,1.63,124,0.0
65487,14.59,0.34,1094,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.80,10.94,0.00,13.92,8,14.43,0.920,1.79,0.980,1.064,74.90,6,1.62,124,0.0
65599,14.59,0.35,1028,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.84,8,14.43,0.948,1.79,0.988,1.072,74.90,6,1.62,124,0.0
65710,14.59,0.34,1093,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.70,10.94,0.00,13.68,8,14.43,0.956,1.79,0.980,1.064,74.90,6,1.63,124,0.0
65822,14.47,0.35,1079,0.00,0.00,14.36,16,5.95,-8.68,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.60,8,14.43,0.952,1.79,0.992,1.080,74.90,6,1.60,124,0.0
65934,14.47,0.35,1078,0.00,0.00,14.36,16,5.95,-8.66,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.68,8,14.43,0.948,1.79,1.000,1.096,74.90,6,1.60,124,0.0
66047,14.47,0.35,1081,0.00,0.00,14.36,16,5.95,-8.66,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.76,8,14.43,0.936,1.79,0.988,1.088,74.90,6,1.61,124,0.0
66158,14.59,0.35,1088,0.00,0.00,14.36,16,6.09,-8.66,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.84,8,14.43,0.924,1.79,0.972,1.080,74.90,6,1.61,124,0.0
66271,14.47,0.34,1097,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.76,8,14.43,0.920,1.79,0.980,1.056,74.90,6,1.63,124,0.0
66383,14.36,0.37,1092,0.00,0.00,14.36,16,5.95,-8.68,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.84,8,14.43,0.932,1.79,0.980,1.064,74.90,6,1.63,124,0.0
66494,14.47,0.37,1106,0.00,0.00,14.36,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.92,8,14.43,0.936,1.79,0.956,1.056,74.90,6,1.63,124,0.0
66606,14.36,0.34,1111,0.00,0.00,14.36,16,5.95,-8.72,0.00,-1.70,0.64,0.00,0.00,14.50,10.94,0.00,13.92,8,14.43,0.936,1.79,0.944,1.036,74.90,6,1.64,124,0.0
66719,14.36,0.34,1086,0.00,0.00,14.36,16,5.95,-8.72,0.00,-1.70,0.64,0.00,0.00,14.50,10.94,0.00,13.92,8,14.43,0.936,1.79,0.972,1.048,74.90,6,1.64,124,0.0
66830,14.47,0.34,1100,0.00,0.00,14.36,16,5.95,-8.74,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.92,8,14.43,0.924,1.79,0.944,1.036,74.90,6,1.64,124,0.0
66942,14.47,0.34,1118,0.00,0.00,14.36,16,5.95,-8.76,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.76,8,14.43,0.924,1.79,0.956,1.048,74.90,6,1.66,124,0.0
67054,14.47,0.34,1102,0.00,0.00,14.36,16,5.95,-8.76,0.00,-1.70,0.64,0.00,0.00,14.50,10.94,0.00,13.84,8,14.43,0.920,1.79,0.972,1.056,74.90,6,1.65,124,0.0
67166,14.47,0.33,1098,0.00,0.00,14.36,16,5.95,-8.78,0.00,-1.70,0.64,0.00,0.00,14.50,10.94,0.00,13.84,8,14.43,0.936,1.79,0.944,1.028,74.90,1,1.68,124,0.0
67278,14.47,0.34,1107,0.00,0.00,14.36,16,5.95,-8.78,0.00,-1.70,0.64,0.00,0.00,14.50,10.94,0.00,13.92,8,14.43,0.940,1.79,0.956,1.048,74.90,1,1.64,124,0.0
67389,14.47,0.33,1094,0.00,0.00,14.36,16,5.95,-8.80,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.92,8,14.43,0.940,1.79,0.944,1.028,74.90,1,1.66,124,0.0
67501,14.47,0.34,1099,0.00,0.00,14.36,16,5.95,-8.78,0.00,-1.70,0.64,0.00,0.00,14.60,10.94,0.00,13.92,8,14.43,0.936,1.79,0.972,1.048,74.90,1,1.64,124,0.0
67613,14.36,0.34,1098,0.00,0.00,14.36,16,5.95,-8.74,0.00,-1.70,0.64,0.00,0.00,14.60,10.16,0.00,13.92,8,14.43,0.924,1.79,0.988,1.056,74.90,1,1.64,124,0.0
67724,14.24,0.34,1084,0.00,0.00,14.36,16,5.95,-8.74,0.00,-1.70,0.64,0.00,0.00,14.50,10.16,0.00,13.76,8,14.43,0.920,1.79,0.972,1.064,74.90,1,1.62,124,0.0
67836,14.36,0.34,1118,0.00,0.00,14.36,16,5.95,-8.78,0.00,-1.70,0.64,0.00,0.00,14.50,10.16,0.00,13.92,8,14.43,0.920,1.79,0.936,1.028,74.90,1,1.64,124,0.0
67949,14.36,0.33,1128,0.00,0.00,14.36,16,5.95,-8.82,0.00,-1.70,0.64,0.00,0.00,14.50,10.16,0.00,13.76,8,14.43,0.936,1.79,0.908,1.012,74.90,1,1.68,124,0.0
68061,14.24,0.32,1106,0.00,0.00,14.36,16,5.80,-8.88,0.00,-1.70,0.64,0.00,0.00,14.50,10.16,0.00,13.92,8,14.43,0.920,1.79,0.916,0.988,74.90,1,1.66,124,0.0
68173,14.36,0.32,1098,0.00,0.00,14.36,16,5.80,-8.88,0.00,-1.70,0.64,0.00,0.00,14.60,10.16,0.00,13.92,8,14.43,0.924,1.79,0.936,0.996,74.90,1,1.66,124,0.0
68284,14.36,0.33,1103,0.00,0.00,14.36,16,5.80,-8.86,0.00,-1.70,0.64,0.00,0.00,14.40,10.16,0.00,13.92,8,14.43,0.920,1.79,0.944,1.028,74.90,1,1.65,124,0.0
68396,14.24,0.33,1099,0.00,0.00,14.36,16,5.80,-8.88,0.00,-1.70,0.64,0.00,0.00,14.50,10.16,0.00,13.92,8,14.43,0.920,1.79,0.932,1.028,74.90,1,1.64,124,0.0
68508,14.36,0.33,1098,0.00,0.00,14.36,16,5.80,-8.82,0.00,-1.70,0.64,0.00,0.00,14.40,10.16,0.00,13.92,8,14.43,0.920,1.79,0.956,1.048,74.90,1,1.66,124,0.0
68621,14.47,0.35,1104,0.00,0.00,14.36,16,5.95,-8.72,0.00,-1.70,0.64,0.00,0.00,14.40,10.16,0.00,13.92,8,14.43,0.920,1.79,1.020,1.088,74.90,1,1.64,124,0.0
68732,14.24,0.38,1089,0.00,0.00,11.65,16,5.95,-8.53,0.00,-1.70,0.68,0.00,0.00,14.50,10.16,0.00,13.92,8,14.43,0.920,2.05,1.460,1.568,74.90,1,1.86,124,0.0
68844,14.36,0.40,1109,0.00,0.00,14.25,16,6.38,-8.28,0.00,-1.70,0.70,0.00,0.00,14.50,10.94,0.00,13.84,8,14.43,0.920,2.05,1.260,1.316,74.90,1,1.88,124,0.0
68956,14.47,0.42,1164,0.00,0.00,14.25,16,6.53,-7.97,0.00,-1.70,0.74,0.00,0.00,14.50,10.94,0.00,13.92,8,14.43,0.920,2.05,1.360,1.384,74.90,1,1.93,124,0.0
69068,14.24,0.46,1200,0.00,0.00,11.56,16,6.96,-7.52,0.00,-1.70,0.76,0.00,0.00,14.50,10.16,0.00,13.84,8,14.43,0.928,2.56,1.488,1.836,74.90,1,2.52,124,0.0
69180,14.24,0.47,1260,0.00,0.00,14.13,16,7.40,-7.25,0.00,-1.70,0.78,0.00,0.00,14.40,10.16,0.00,13.92,8,14.43,0.932,2.30,1.500,1.552,74.90,1,2.30,124,0.0
69292,14.36,0.47,1347,0.00,0.00,14.19,16,7.55,-7.19,0.00,-1.70,0.78,0.00,0.00,14.50,9.38,0.00,13.92,8,14.43,0.932,2.30,1.416,1.496,74.90,1,2.53,124,0.0
69404,14.36,0.45,1386,0.00,0.00,14.19,16,7.40,-7.23,0.00,-1.70,0.78,0.00,0.00,14.40,10.16,0.00,13.92,8,14.43,0.936,2.30,1.448,1.468,74.90,1,2.66,124,0.0
69516,14.81,0.47,1354,0.00,0.00,12.41,16,7.55,-7.17,0.00,-1.70,0.78,0.00,0.00,14.70,12.50,0.00,13.92,8,14.43,0.920,2.30,1.532,1.548,74.90,1,2.60,124,0.0
69628,15.39,0.47,1326,0.00,0.00,14.19,16,7.55,-7.12,0.00,-1.70,0.78,0.00,0.00,15.10,14.84,0.00,13.84,8,14.43,0.920,2.30,1.584,1.616,74.90,1,2.56,124,0.0
69740,15.39,0.49,1268,0.00,0.00,14.19,16,7.69,-7.00,0.00,-1.70,0.78,0.00,0.00,15.60,15.62,0.00,13.84,8,14.43,0.920,2.30,1.684,1.696,74.90,1,2.51,124,0.0
69851,15.62,0.50,1220,0.00,0.00,14.13,16,7.84,-6.75,0.00,-1.70,0.80,0.00,0.00,15.60,15.62,0.00,13.84,8,14.43,0.936,2.56,2.028,2.064,74.90,1,2.68,124,0.0
69964,15.16,0.53,1211,0.00,0.00,14.13,16,8.13,-6.48,0.00,-1.70,0.78,0.00,0.00,15.70,16.41,0.00,13.92,8,14.43,0.932,2.56,1.788,1.832,74.90,1,2.60,124,0.0
70075,15.04,0.55,1205,0.00,0.00,14.13,16,8.42,-6.21,0.00,-1.70,0.78,0.00,0.00,15.60,15.62,0.00,13.92,8,14.43,0.936,2.56,1.836,1.868,74.90,1,2.57,124,0.0
70187,14.36,0.53,1192,0.00,0.00,14.13,16,8.56,-6.03,0.00,-1.70,0.78,0.00,0.00,14.70,14.84,0.00,13.92,8,14.43,0.936,2.56,1.808,1.824,74.90,1,2.53,124,0.0
70299,14.24,0.54,1189,0.00,0.00,14.13,16,8.71,-5.86,0.00,-1.70,0.80,0.00,0.00,14.40,14.06,0.00,13.92,8,14.43,0.920,2.56,1.796,1.868,74.90,1,2.54,124,0.0
70411,14.24,0.55,1185,0.00,0.00,14.13,16,8.85,-5.76,0.00,-1.70,0.80,0.00,0.00,14.40,14.06,0.00,13.84,8,14.43,0.920,2.56,1.796,1.876,74.90,1,2.52,124,0.0
70523,14.24,0.55,1171,0.00,0.00,14.13,16,9.00,-5.69,0.00,-1.70,0.80,0.00,0.00,14.40,14.06,0.00,13.84,8,14.43,0.924,2.56,1.852,1.876,74.90,1,2.54,124,0.0
70635,14.59,0.55,1170,0.00,0.00,14.13,16,9.14,-5.57,0.00,-1.70,0.80,0.00,0.00,14.50,14.84,0.00,13.84,8,14.43,0.932,2.56,1.912,1.920,74.90,1,2.50,124,0.0
70747,14.47,0.58,1143,0.00,0.00,14.14,16,9.29,-5.43,0.00,-1.70,0.80,0.00,0.00,14.50,14.84,0.00,13.92,8,14.43,0.932,2.82,1.964,1.980,74.90,1,2.71,124,0.6
70859,14.70,0.58,1094,0.00,0.00,14.14,16,9.43,-5.28,0.00,-1.70,0.80,0.00,0.00,14.60,14.84,0.00,13.92,8,14.43,0.940,2.82,2.260,2.024,74.90,1,2.61,124,-0.6
70971,14.70,0.60,1078,0.00,0.00,14.14,16,9.58,-5.10,0.00,-1.70,0.80,0.00,0.00,14.70,14.84,0.00,13.92,8,14.43,0.936,2.82,2.032,2.060,74.90,1,2.54,124,-0.6
71083,14.36,0.60,1078,0.00,0.00,14.14,16,9.72,-4.99,0.00,-1.70,0.80,0.00,0.00,14.50,14.84,0.00,13.92,8,14.43,0.924,2.82,2.040,2.060,74.90,1,2.53,124,0.0
71194,14.47,0.57,1126,0.00,0.00,14.94,16,9.72,-5.01,0.00,-1.70,0.80,0.00,0.00,14.70,14.84,0.00,13.92,8,14.44,0.920,2.82,1.912,1.872,74.90,1,2.59,124,-0.6
71307,14.47,0.56,1167,0.00,0.00,14.20,16,9.72,-5.09,0.00,-1.70,0.80,0.00,0.00,14.50,14.06,0.00,13.92,8,14.44,0.920,2.82,1.856,1.920,74.90,1,2.69,124,0.6
71419,14.24,0.55,1192,0.00,0.00,14.25,16,9.43,-5.26,0.00,-1.70,0.80,0.00,0.00,14.50,14.84,0.00,13.92,8,14.44,0.920,2.56,1.844,1.868,74.90,1,2.54,124,-0.6
71531,14.70,0.54,1257,0.00,0.00,14.25,16,9.14,-5.61,0.00,-1.70,0.80,0.00,0.00,14.60,16.41,0.00,13.92,8,14.44,0.920,2.56,1.836,1.868,74.90,1,2.61,124,0.0
71643,14.59,0.54,1286,0.00,0.00,14.25,16,9.00,-5.84,0.00,-1.70,0.80,0.00,0.00,14.70,17.19,0.00,13.92,8,14.44,0.928,2.56,1.756,1.812,74.90,1,2.64,124,0.0
71755,14.59,0.52,1334,0.00,0.00,14.31,16,8.71,-6.17,0.00,-1.70,0.80,0.00,0.00,14.80,15.62,0.00,13.92,8,14.44,0.924,2.56,1.696,1.760,74.90,1,2.81,124,0.0
71867,14.13,0.51,1346,0.00,0.00,14.31,16,8.42,-6.36,0.00,-1.70,0.80,0.00,0.00,14.70,13.28,0.00,13.76,8,14.44,0.928,2.56,1.660,1.692,74.90,1,2.85,124,0.0
71979,14.13,0.50,1398,0.00,0.00,14.36,16,8.27,-6.54,0.00,-1.70,0.80,0.00,0.00,14.40,13.28,0.00,13.92,8,14.44,0.924,2.56,1.488,1.524,74.90,1,2.88,124,0.0
72091,13.55,0.48,1436,0.00,0.00,14.36,16,8.13,-6.71,0.00,-1.70,0.80,0.00,0.00,14.20,13.28,0.00,13.92,8,14.44,0.920,2.30,1.512,1.588,74.90,1,2.72,124,0.0
72203,13.78,0.47,1440,0.00,0.00,14.36,16,7.98,-6.85,0.00,-1.70,0.80,0.00,0.00,14.10,10.94,0.00,13.92,8,14.44,0.920,2.30,1.480,1.556,74.90,1,2.76,124,0.0
72315,13.90,0.45,1486,0.00,0.00,14.56,16,7.69,-6.98,0.00,-1.70,0.80,0.00,0.00,14.20,12.50,0.00,13.84,8,14.44,0.920,2.30,1.412,1.472,74.90,1,2.80,124,0.0
72427,13.78,0.45,1492,0.00,0.00,14.56,16,7.69,-7.08,0.00,-1.70,0.80,0.00,0.00,14.20,11.72,0.00,13.84,8,14.44,0.920,2.30,1.380,1.464,74.90,1,2.85,124,0.0
72539,13.90,0.45,1535,0.00,0.00,14.56,16,7.55,-7.14,0.00,-1.70,0.80,0.00,0.00,14.20,10.16,0.00,13.84,8,14.44,0.932,2.30,1.368,1.432,74.90,1,2.90,124,0.0
72651,13.78,0.44,1554,0.00,0.00,14.56,16,7.40,-7.25,0.00,-1.70,0.80,0.00,0.00,14.30,10.94,0.00,13.92,8,14.44,0.932,2.05,1.320,1.408,74.90,1,2.62,124,0.0
72763,13.90,0.43,1555,0.00,0.00,14.56,16,7.40,-7.31,0.00,-1.70,0.80,0.00,0.00,14.40,8.59,0.00,13.92,8,14.44,0.932,2.05,1.312,1.388,74.90,1,2.67,124,0.0
72874,13.55,0.44,1606,0.00,0.00,14.56,16,7.40,-7.39,0.00,-1.70,0.80,0.00,0.00,14.30,9.38,0.00,13.92,8,14.44,0.932,2.05,1.284,1.372,74.90,1,2.69,124,0.0
72986,13.67,0.43,1610,0.00,0.00,14.56,16,7.25,-7.48,0.00,-1.70,0.82,0.00,0.00,14.20,6.25,0.00,13.92,8,14.44,0.920,2.05,1.276,1.340,74.90,1,2.75,124,0.0
73098,13.90,0.43,1640,0.00,0.00,14.56,16,7.11,-7.58,0.00,-1.70,0.82,0.00,0.00,14.10,7.81,0.00,13.84,8,14.44,0.920,2.05,1.232,1.328,74.90,1,2.75,124,0.0
73210,13.90,0.42,1657,0.00,0.00,14.56,16,7.11,-7.72,0.00,-1.70,0.82,0.00,0.00,14.20,6.25,0.00,13.84,8,14.44,0.920,2.05,1.256,1.304,74.90,1,2.84,124,0.0
73322,14.01,0.43,1615,0.00,0.00,14.56,16,6.96,-7.73,0.00,-1.70,0.82,0.00,0.00,14.30,7.81,0.00,13.84,8,14.44,0.936,2.05,1.256,1.340,74.90,1,2.83,124,0.6
73434,14.01,0.42,1706,0.00,0.00,14.56,16,6.82,-7.87,0.00,-1.70,0.82,0.00,0.00,14.40,7.03,0.00,13.92,8,14.44,0.936,2.05,1.232,1.288,74.90,1,2.87,124,0.0
73546,14.13,0.42,1700,0.00,0.00,14.56,16,6.82,-7.89,0.00,-1.70,0.82,0.00,0.00,14.40,7.03,0.00,13.92,8,14.44,0.940,2.05,1.268,1.312,74.90,1,2.90,124,0.0
73658,14.36,0.42,1754,0.00,0.00,14.56,16,6.82,-7.95,0.00,-1.70,0.82,0.00,0.00,14.50,7.03,0.00,13.92,8,14.44,0.936,2.05,1.216,1.296,74.90,1,2.96,124,0.0
73770,14.47,0.41,1760,0.00,0.00,14.56,16,6.67,-7.97,0.00,-1.70,0.82,0.00,0.00,14.60,7.03,0.00,13.92,8,14.44,0.920,2.05,1.208,1.280,74.90,1,3.00,124,0.0
73882,14.36,0.42,1782,0.00,0.00,14.56,16,6.67,-7.97,0.00,-1.70,0.82,0.00,0.00,14.60,7.03,0.00,13.76,8,14.44,0.920,2.05,1.200,1.288,74.90,1,3.01,124,0.0
73993,14.36,0.42,1778,0.00,0.00,14.36,16,6.67,-8.02,0.00,-1.70,0.82,0.00,0.00,14.60,7.03,0.00,13.76,8,14.44,0.920,2.05,1.216,1.280,74.90,1,3.05,124,0.0
74105,14.47,0.41,1792,0.00,0.00,14.36,16,6.67,-8.02,0.00,-1.70,0.82,0.00,0.00,14.60,7.03,0.00,13.84,8,14.44,0.932,2.05,1.200,1.272,74.90,1,3.06,124,0.0
74217,14.47,0.41,1820,0.00,0.00,14.56,16,6.67,-8.04,0.00,-1.70,0.82,0.00,0.00,14.60,7.81,0.00,13.92,8,14.44,0.932,2.05,1.224,1.272,74.90,1,3.09,124,0.0
74330,14.59,0.41,1820,0.00,0.00,14.36,16,6.67,-8.02,0.00,-1.70,0.82,0.00,0.00,14.70,8.59,0.00,13.92,8,14.44,0.940,2.05,1.256,1.304,74.90,1,3.10,124,0.0
74442,14.81,0.41,1846,0.00,0.00,14.36,16,6.67,-8.02,0.00,-1.70,0.84,0.00,0.00,15.00,9.38,0.00,13.92,8,14.44,0.920,2.05,1.256,1.320,74.90,1,3.13,124,0.0
74554,14.70,0.41,1852,0.00,0.00,14.36,16,6.67,-8.02,0.00,-1.70,0.84,0.00,0.00,15.00,9.38,0.00,13.84,8,14.44,0.920,2.05,1.224,1.304,74.90,1,3.15,124,0.0
74665,14.59,0.41,1870,0.00,0.00,14.36,16,6.67,-8.02,0.00,-1.70,0.84,0.00,0.00,14.80,8.59,0.00,13.92,8,14.44,0.920,2.05,1.208,1.296,74.90,1,3.16,124,0.0
74777,14.47,0.41,1884,0.00,0.00,14.36,16,6.67,-8.01,0.00,-1.70,0.84,0.00,0.00,14.70,8.59,0.00,14.00,8,14.44,0.920,2.05,1.232,1.288,74.90,1,3.23,124,0.0
74889,14.59,0.41,1890,0.00,0.00,14.36,16,6.67,-7.95,0.00,-1.70,0.84,0.00,0.00,14.70,9.38,0.00,14.00,8,14.44,0.916,2.05,1.232,1.332,74.90,1,3.23,124,0.0
75000,14.70,0.38,1927,0.00,0.00,14.36,16,6.82,-7.93,0.00,-1.70,0.84,0.00,0.00,15.00,10.16,0.00,13.92,8,14.44,0.916,2.05,1.256,1.320,74.90,1,3.26,124,0.0
75112,14.81,0.41,1916,0.00,0.00,14.36,16,6.82,-7.87,0.00,-1.70,0.84,0.00,0.00,14.90,10.94,0.00,13.92,8,14.44,0.924,2.05,1.292,1.348,74.90,1,3.30,124,0.0
75225,14.70,0.42,1941,0.00,0.00,14.36,16,6.82,-7.79,0.00,-1.70,0.84,0.00,0.00,14.90,10.94,0.00,13.92,8,14.44,0.920,2.05,1.292,1.364,74.90,1,3.28,124,0.0
75337,14.59,0.42,1949,0.00,0.00,14.36,16,6.96,-7.77,0.00,-1.70,0.86,0.00,0.00,14.80,10.94,0.00,14.00,8,14.44,0.920,2.05,1.304,1.356,74.90,1,3.31,124,0.0
75449,14.59,0.42,1976,0.00,0.00,14.36,16,6.96,-7.75,0.00,-1.70,0.86,0.00,0.00,15.00,10.94,0.00,13.92,8,14.44,0.924,2.05,1.300,1.372,74.90,1,3.34,124,0.0
75561,14.36,0.42,1988,0.00,0.00,14.36,16,6.96,-7.72,0.00,-1.70,0.86,0.00,0.00,14.80,10.16,0.00,13.92,8,14.44,0.928,2.05,1.300,1.356,74.90,1,3.40,124,0.0
75674,14.47,0.43,1988,0.00,0.00,14.36,16,6.96,-7.68,0.00,-1.70,0.86,0.00,0.00,14.60,10.94,0.00,13.92,8,14.44,0.920,2.05,1.300,1.392,74.90,1,3.39,124,0.0
75785,14.36,0.42,2018,0.00,0.00,14.36,16,6.96,-7.68,0.00,-2.01,0.86,0.00,0.00,14.60,10.94,0.00,13.84,8,14.44,0.920,2.05,1.304,1.356,74.90,1,3.41,124,0.0
75897,14.47,0.42,2027,0.00,0.00,14.36,16,6.96,-7.73,0.00,-2.01,0.86,0.00,0.00,14.70,10.94,0.00,13.84,8,14.44,0.920,2.05,1.292,1.356,74.90,1,3.47,124,0.0
76009,14.47,0.42,2040,0.00,0.00,14.36,16,6.96,-7.75,0.00,-2.01,0.86,0.00,0.00,14.70,10.94,0.00,13.84,8,14.44,0.936,2.05,1.268,1.332,74.90,1,3.46,124,0.0
76122,14.01,0.41,2072,0.00,0.00,14.36,16,6.96,-7.81,0.00,-2.01,0.86,0.00,0.00,14.60,9.38,0.00,13.92,8,14.44,0.936,2.05,1.248,1.312,74.90,1,3.48,124,0.0
76235,14.13,0.41,2069,0.00,0.00,14.36,16,6.82,-7.85,0.00,-2.01,0.86,0.00,0.00,14.50,9.38,0.00,13.92,8,14.44,0.936,2.05,1.268,1.312,74.90,1,3.54,124,0.0
76345,14.24,0.41,2091,0.00,0.00,14.36,16,6.82,-7.89,0.00,-2.01,0.86,0.00,0.00,14.60,9.38,0.00,13.92,8,14.44,0.936,2.05,1.248,1.304,74.90,1,3.58,124,0.0
