Time (msec),A/F Sensor #1 (AFR),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),A/F Correction #1 (%),A/F Learning #1 (%),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target* (estimated AFR),Fuel Injector #1 Latency (Direct)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (Direct)* (ms),Fuel Injector #1 Pulse Width Pre_Low-PW Compensation (ms),Fuel Pump Duty (%),Gear (Calculated)* (position),Injector Duty Cycle (%),Tip-in Enrichment (Last Calculated)* (raw enrichment value),Tip-in Throttle* (%)
140958,15.62,0.32,1001,0.00,0.00,14.56,16,5.80,-8.91,0.00,-1.70,0.64,0.00,0.00,15.50,2.34,0.00,13.76,8,14.53,0.916,1.54,0.816,0.920,74.90,6,1.29,104,0.0
141069,15.62,0.32,965,0.00,0.00,14.56,16,5.80,-8.91,0.00,-1.70,0.64,0.00,0.00,15.60,3.12,0.00,13.76,8,14.53,0.920,1.54,0.804,0.896,74.90,6,1.30,104,0.0
141180,15.62,0.32,1006,0.00,0.00,14.56,16,5.66,-8.97,0.00,-1.70,0.64,0.00,0.00,15.70,3.12,0.00,13.84,8,14.53,0.936,1.54,0.816,0.912,74.90,6,1.29,104,0.0
141293,15.73,0.32,998,0.00,0.00,14.56,16,5.80,-8.89,0.00,-1.70,0.64,0.00,0.00,15.80,3.12,0.00,13.92,8,14.53,0.936,1.54,0.780,0.904,74.90,6,1.28,104,0.0
141405,15.73,0.33,988,0.00,0.00,12.71,16,5.80,-8.84,0.00,-1.70,0.64,0.00,0.00,15.60,3.91,0.00,13.92,8,14.53,0.928,1.79,0.852,0.952,74.90,6,1.50,104,0.0
141517,15.85,0.33,1010,0.00,0.00,14.56,16,5.95,-8.80,0.00,-1.70,0.64,0.00,0.00,15.70,3.91,0.00,13.92,8,14.53,0.920,1.54,0.824,0.944,74.90,6,1.29,104,0.0
141629,15.62,0.31,1011,0.00,0.00,14.56,16,5.80,-8.84,0.00,-1.70,0.64,0.00,0.00,15.90,4.69,0.00,13.92,8,14.53,0.920,1.54,0.804,0.904,74.90,6,1.31,104,0.0
141741,15.85,0.33,1002,0.00,0.00,14.56,16,5.80,-8.86,0.00,-1.70,0.64,0.00,0.00,15.70,5.47,0.00,13.92,8,14.53,0.920,1.54,0.860,0.944,74.90,6,1.29,104,0.0
141853,15.73,0.33,1015,0.00,0.00,14.56,16,5.95,-8.86,0.00,-1.70,0.64,0.00,0.00,15.80,5.47,0.00,13.92,8,14.53,0.924,1.79,0.848,0.944,74.90,6,1.52,104,0.0
141965,15.50,0.32,1029,0.00,0.00,14.56,16,5.80,-8.89,0.00,-1.70,0.64,0.00,0.00,15.80,5.47,0.00,13.92,8,14.53,0.920,1.54,0.824,0.928,74.90,6,1.30,104,0.0
142077,15.50,0.30,1038,0.00,0.00,15.36,16,5.80,-8.89,0.00,-1.70,0.64,0.00,0.00,15.60,6.25,0.00,13.92,8,14.53,0.916,1.54,0.780,0.840,74.90,6,1.31,104,0.0
142188,15.39,0.32,989,0.00,0.00,13.01,16,5.80,-8.89,0.00,-1.70,0.64,0.00,0.00,15.70,6.25,0.00,13.92,8,14.53,0.920,1.54,0.852,1.056,74.90,6,1.31,104,0.0
142299,15.50,0.33,1008,0.00,0.00,14.56,16,5.80,-8.84,0.00,-1.70,0.64,0.00,0.00,15.80,6.25,0.00,13.92,8,14.53,0.920,1.54,0.860,0.960,74.90,6,1.29,104,0.0
142412,15.50,0.33,1035,0.00,0.00,14.56,16,5.80,-8.88,0.00,-1.70,0.64,0.00,0.00,15.60,7.03,0.00,13.92,8,14.53,0.920,1.54,0.860,0.952,74.90,6,1.30,104,0.0
142524,15.50,0.32,1027,0.00,0.00,14.56,16,5.80,-8.89,0.00,-1.70,0.64,0.00,0.00,15.60,7.03,0.00,13.92,8,14.53,0.924,1.54,0.884,0.992,74.90,6,1.30,104,0.0
142636,15.39,0.33,1043,0.00,0.00,14.56,16,5.80,-8.89,0.00,-1.70,0.64,0.00,0.00,15.70,7.03,0.00,13.84,8,14.53,0.932,1.79,0.828,0.952,74.90,6,1.53,104,0.0
142748,15.39,0.32,1048,0.00,0.00,14.59,16,5.80,-8.95,0.00,-1.70,0.64,0.00,0.00,15.60,7.81,0.00,13.92,8,14.53,0.916,1.54,0.812,0.916,74.90,6,1.34,104,0.0
142860,15.27,0.31,1028,0.00,0.00,14.59,16,5.66,-8.97,0.00,-1.70,0.64,0.00,0.00,15.50,7.81,0.00,13.84,8,14.53,0.916,1.54,0.844,0.916,74.90,6,1.32,104,0.0
142971,15.27,0.33,1050,0.00,0.00,14.56,16,5.66,-8.95,0.00,-1.70,0.64,0.00,0.00,15.60,7.81,0.00,13.84,8,14.53,0.920,1.79,0.884,0.968,74.90,6,1.52,104,0.0
143084,15.16,0.32,1045,0.00,0.00,14.59,16,5.66,-8.99,0.00,-1.70,0.64,0.00,0.00,15.30,7.81,0.00,13.84,8,14.53,0.932,1.54,0.848,0.948,74.90,6,1.34,104,0.0
143196,15.16,0.32,1029,0.00,0.00,14.59,16,5.66,-8.99,0.00,-1.70,0.64,0.00,0.00,15.40,7.81,0.00,13.92,8,14.53,0.932,1.54,0.848,0.956,74.90,6,1.34,104,0.0
143308,15.04,0.32,1044,0.00,0.00,14.59,16,5.66,-9.01,0.00,-1.70,0.64,0.00,0.00,15.30,7.81,0.00,13.92,8,14.53,0.936,1.54,0.848,0.956,74.90,6,1.33,104,0.0
143419,15.04,0.31,1049,0.00,0.00,14.59,16,5.66,-9.03,0.00,-1.70,0.64,0.00,0.00,15.30,7.81,0.00,13.92,8,14.53,0.928,1.54,0.816,0.928,74.90,6,1.34,104,0.0
143532,14.93,0.31,1038,0.00,0.00,14.70,16,5.66,-9.05,0.00,-1.70,0.64,0.00,0.00,15.40,8.59,0.00,13.84,8,14.53,0.916,1.54,0.816,0.920,74.90,6,1.34,104,0.0
143643,15.04,0.31,1030,0.00,0.00,14.70,16,5.66,-9.01,0.00,-1.70,0.64,0.00,0.00,15.30,8.59,0.00,13.76,8,14.53,0.920,1.54,0.832,0.928,74.90,6,1.33,104,0.0
143757,14.93,0.31,1048,0.00,0.00,14.70,16,5.66,-9.05,0.00,-1.70,0.64,0.00,0.00,15.10,8.59,0.00,13.76,8,14.53,0.920,1.54,0.848,0.936,74.90,6,1.32,104,0.0
143868,14.81,0.32,1044,0.00,0.00,14.70,16,5.66,-9.05,0.00,-1.70,0.64,0.00,0.00,15.10,8.59,0.00,13.68,8,14.53,0.948,1.79,0.832,0.960,74.90,6,1.56,104,0.0
143980,15.04,0.31,1051,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.70,0.64,0.00,0.00,15.00,8.59,0.00,13.76,8,14.53,0.952,1.54,0.824,0.928,74.90,6,1.35,104,0.0
144092,15.04,0.31,1049,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.70,0.64,0.00,0.00,15.10,9.38,0.00,13.92,8,14.53,0.936,1.54,0.824,0.920,74.90,6,1.36,104,0.0
144204,14.93,0.31,1036,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.70,0.64,0.00,0.00,15.20,9.38,0.00,13.92,8,14.53,0.920,1.54,0.816,0.928,74.90,6,1.33,104,0.0
144316,14.81,0.31,1048,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.70,0.64,0.00,0.00,15.10,9.38,0.00,13.84,8,14.53,0.916,1.54,0.824,0.928,74.90,6,1.35,104,0.0
144427,14.81,0.31,1038,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.70,0.64,0.00,0.00,15.00,9.38,0.00,13.84,8,14.53,0.920,1.54,0.832,0.928,74.90,6,1.35,104,0.0
144540,14.81,0.31,1038,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.70,0.64,0.00,0.00,15.00,9.38,0.00,13.84,8,14.53,0.932,1.54,0.816,0.920,74.90,6,1.35,104,0.0
144651,14.81,0.31,1032,0.00,0.00,14.70,16,5.51,-9.09,0.00,-1.70,0.64,0.00,0.00,14.90,9.38,0.00,13.92,8,14.53,0.932,1.54,0.848,0.928,74.90,6,1.33,104,0.0
144763,14.81,0.31,1032,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.70,0.64,0.00,0.00,14.90,9.38,0.00,13.92,8,14.53,0.932,1.54,0.824,0.944,74.90,6,1.34,104,0.0
144875,14.81,0.31,1040,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.70,0.64,0.00,0.00,14.90,9.38,0.00,13.92,8,14.53,0.932,1.54,0.816,0.920,74.90,6,1.34,104,0.0
144986,14.70,0.31,1042,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.70,0.64,0.00,0.00,14.80,9.38,0.00,13.92,8,14.53,0.920,1.54,0.824,0.920,74.90,6,1.33,104,0.0
145098,14.59,0.31,1037,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.70,0.64,0.00,0.00,14.80,9.38,0.00,13.92,8,14.53,0.920,1.54,0.848,0.936,74.90,6,1.32,104,0.0
