Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%),Throttle Opening Angle (%)
47864,12.29,0.27,2115,0.00,0.00,16,-12.62,-13.00,8.85,19.04,-2.01,0.64,13.60,0.00,0.00
48067,12.40,0.28,2110,0.00,0.00,16,-12.62,-13.00,8.85,19.35,-2.01,0.64,13.52,0.00,0.00
48255,12.29,0.28,2119,0.00,0.00,16,-12.62,-13.00,8.85,19.42,-2.01,0.64,13.60,0.00,0.00
48467,12.17,0.27,2110,0.00,0.00,16,-12.62,-13.00,8.85,19.11,-2.01,0.64,13.52,0.00,0.00
48660,12.06,0.27,2098,0.00,0.00,16,-12.62,-13.00,8.85,18.96,-2.01,0.64,13.52,0.00,0.00
48863,12.17,0.28,2103,0.00,0.00,16,-12.62,-13.00,8.85,19.50,-2.01,0.64,13.60,0.00,0.00
49050,12.06,0.27,2103,0.00,0.00,16,-12.62,-13.00,8.85,19.11,-2.01,0.64,13.52,0.00,0.00
49253,12.17,0.27,2118,0.00,0.00,16,-12.62,-13.00,8.85,19.26,-2.01,0.64,13.52,0.00,0.00
49458,12.29,0.17,2201,0.00,0.00,16,14.10,14.00,6.24,5.46,-2.01,0.64,13.60,0.00,0.00
49657,14.81,0.09,1850,0.00,0.00,16,14.10,14.00,4.35,5.81,-1.39,0.64,13.60,0.00,0.00
49854,22.74,0.12,1723,0.00,0.00,16,14.10,14.00,3.34,7.86,-1.39,0.64,13.68,0.00,0.00
50053,22.51,0.15,1496,0.00,0.00,16,14.10,14.00,3.05,7.74,-1.39,0.64,13.68,0.00,0.00
50252,20.90,0.18,1257,0.00,0.00,16,14.10,22.00,3.63,7.57,-1.39,0.64,13.68,0.00,0.00
50449,16.08,0.16,1116,0.00,0.00,16,14.10,22.00,4.21,6.09,-1.08,0.64,13.60,0.00,0.00
50648,12.86,0.13,1107,0.00,0.00,16,14.10,22.00,4.64,4.88,-1.08,0.64,13.68,0.00,0.00
50836,11.71,0.11,1186,0.00,0.00,16,14.10,16.00,4.50,4.35,-1.08,0.64,13.60,0.00,0.00
51039,11.48,0.11,1143,0.00,0.00,16,14.10,16.50,4.35,4.29,-1.08,0.64,13.68,0.00,0.00
51242,11.25,0.12,1105,0.00,0.00,16,14.10,20.00,4.21,4.26,-1.08,0.64,13.60,0.00,0.00
51443,11.48,0.12,1071,0.00,0.00,16,14.10,22.00,4.21,4.15,-1.08,0.64,13.68,0.00,0.00
51641,12.63,0.13,1011,0.00,0.00,16,14.10,22.00,4.35,4.24,-1.08,0.64,13.60,0.00,0.00
51839,13.67,0.12,1018,0.00,0.00,16,14.10,22.00,4.50,4.13,-1.08,0.64,13.68,0.00,0.00
52040,14.59,0.12,1025,0.00,0.00,16,14.10,20.50,4.35,3.93,-1.08,0.64,13.60,0.00,0.00
52237,15.16,0.12,991,0.00,0.00,16,14.10,22.00,4.35,3.88,-1.08,0.64,13.68,0.00,0.00
52435,15.85,0.11,989,0.00,0.00,16,14.10,21.00,4.35,3.80,-1.08,0.64,13.60,0.00,0.00
52621,15.96,0.11,989,0.00,0.00,16,14.10,21.00,4.35,3.73,-1.08,0.64,13.60,0.00,0.00
52824,16.08,0.11,973,0.00,0.00,16,14.10,20.00,4.35,3.65,-1.08,0.64,13.60,0.00,0.00
53027,15.85,0.11,974,0.00,0.00,16,14.10,19.00,4.35,3.60,-1.08,0.64,13.68,0.00,0.00
53214,15.62,0.11,954,0.00,0.00,16,14.10,19.50,4.35,3.56,-1.08,0.64,13.60,0.00,0.00
53416,15.62,0.11,930,0.00,0.00,16,14.10,21.00,4.35,3.52,-1.08,0.64,13.68,0.00,0.00
53626,15.39,0.11,941,0.00,0.00,16,14.10,19.00,4.35,3.47,-1.08,0.64,13.68,0.00,0.00
53822,15.16,0.11,938,0.00,0.00,16,14.10,18.00,4.35,3.42,-1.08,0.64,13.60,0.00,0.00
54021,15.04,0.11,914,0.00,0.00,16,14.10,20.00,4.35,3.42,-1.08,0.64,13.68,0.00,0.00
54221,15.04,0.11,906,0.00,0.00,16,14.10,19.50,4.35,3.47,-1.08,0.64,13.60,0.00,0.00
54406,15.04,0.11,908,0.00,0.00,16,14.10,18.50,4.50,3.42,-1.08,0.64,13.68,0.00,0.00
54608,15.04,0.11,910,0.00,0.00,16,14.10,17.50,4.35,3.42,-1.08,0.64,13.60,0.00,0.00
54811,15.04,0.11,901,0.00,0.00,16,14.10,17.50,4.50,3.40,-1.08,0.64,13.60,0.00,0.00
55014,15.16,0.11,913,0.00,0.00,16,14.10,15.50,4.35,3.38,-1.08,0.64,13.60,0.00,0.00
55201,15.04,0.12,875,0.00,0.00,16,14.10,19.00,4.50,3.38,-1.08,0.64,13.68,0.00,0.00
55409,15.04,0.11,888,0.00,0.00,16,14.10,17.00,4.50,3.40,-1.08,0.64,13.52,0.00,0.00
55606,15.04,0.11,896,0.00,0.00,16,14.10,15.50,4.50,3.36,-1.08,0.64,13.60,0.00,0.00
55805,14.93,0.11,897,0.00,0.00,16,14.10,15.00,4.50,3.38,-1.08,0.64,13.68,0.00,0.00
56005,14.81,0.12,878,0.00,0.00,16,14.10,16.50,4.50,3.38,-1.08,0.64,13.60,0.00,0.00
56203,14.81,0.12,886,0.00,0.00,16,14.10,15.50,4.50,3.36,-1.08,0.64,13.60,0.00,0.00
56396,14.93,0.11,898,0.00,0.00,16,14.10,13.50,4.50,3.33,-1.08,0.64,13.60,0.00,0.00
56601,14.93,0.11,880,0.00,0.00,16,14.10,15.00,4.50,3.36,-1.08,0.64,13.60,0.00,0.00
56799,14.81,0.12,869,0.00,0.00,16,14.10,16.00,4.50,3.36,-1.08,0.64,13.68,0.00,0.00
56996,14.93,0.12,874,0.00,0.00,16,14.10,15.50,4.50,3.38,-1.08,0.64,13.68,0.00,0.00
57196,14.81,0.11,870,0.00,0.00,16,14.10,15.50,4.50,3.33,-1.08,0.64,13.60,0.00,0.00
57390,14.93,0.11,879,0.00,0.00,16,14.10,15.00,4.64,3.36,-1.08,0.64,13.60,0.00,0.00
57591,14.93,0.12,884,0.00,0.00,16,14.10,13.00,4.64,3.52,-1.08,0.66,13.68,0.00,0.00
57791,14.93,0.30,924,0.00,0.00,16,21.13,14.00,8.56,15.21,-0.77,1.24,13.52,0.00,16.47
57987,15.04,0.42,1796,0.00,0.00,16,32.03,18.00,13.93,24.13,9.75,1.72,13.60,0.00,33.73
58188,14.81,0.16,2630,0.00,0.00,16,5.31,34.00,5.66,7.45,-3.87,0.64,13.52,0.00,0.00
58385,14.13,0.23,2326,0.00,0.00,16,-14.02,-15.00,6.24,18.18,-2.63,0.64,13.52,0.00,0.00
58585,14.01,0.26,2217,0.00,0.00,16,-13.32,-13.50,7.98,18.96,-2.32,0.64,13.52,0.00,0.00
58781,11.83,0.26,2162,0.00,0.00,16,-12.97,-13.00,8.42,18.88,-2.01,0.64,13.52,0.00,0.00
58978,12.17,0.26,2125,0.00,0.00,16,-12.62,-13.00,8.56,18.57,-2.01,0.64,13.52,0.00,0.00
59177,12.29,0.26,2090,0.00,0.00,16,-12.62,-13.00,8.71,18.18,-1.70,0.64,13.52,0.00,0.00
59365,12.40,0.24,2050,0.00,0.00,16,-12.27,-12.50,8.42,16.51,-1.70,0.64,13.52,0.00,0.00
59570,12.52,0.23,2008,0.00,0.00,16,14.10,14.00,7.69,13.96,-1.70,0.64,13.60,0.00,0.00
59773,11.94,0.10,2078,0.00,0.00,16,14.10,14.00,4.06,4.54,-2.01,0.64,13.60,0.00,0.00
59960,11.48,0.12,1894,0.00,0.00,16,14.10,14.00,3.19,7.29,-1.39,0.64,13.60,0.00,0.00
60163,11.60,0.14,1645,0.00,0.00,16,14.10,14.00,3.19,7.66,-1.39,0.64,13.68,0.00,0.00
60366,11.48,0.16,1370,0.00,0.00,16,14.10,22.00,3.63,6.95,-1.39,0.64,13.60,0.00,0.00
60566,11.37,0.17,1216,0.00,0.00,16,14.10,22.00,3.92,6.70,-1.39,0.64,13.60,33.00,0.00
60753,11.37,0.16,1075,0.00,0.00,16,14.10,22.00,4.21,5.65,-1.08,0.64,13.52,32.00,0.00
60956,11.37,0.14,1059,0.00,0.00,16,14.10,22.00,4.50,4.75,-1.08,0.64,13.60,30.00,0.00
61160,11.25,0.11,1118,0.00,0.00,16,14.10,16.00,4.50,4.21,-1.08,0.64,13.52,28.00,0.00
61347,11.25,0.12,1051,0.00,0.00,16,14.10,22.00,4.35,4.15,-1.08,0.64,13.60,26.00,0.00
61556,11.37,0.13,1004,0.00,0.00,16,14.10,22.00,4.50,4.40,-1.08,0.64,13.52,25.00,0.00
61754,11.71,0.12,997,0.00,0.00,16,14.10,22.00,4.64,4.15,-1.08,0.64,13.60,23.00,0.00
61954,12.86,0.12,970,0.00,0.00,16,14.10,22.00,4.79,3.99,-1.08,0.64,13.52,21.00,0.00
62152,14.13,0.14,894,0.00,0.00,16,14.10,22.00,4.79,4.04,-1.08,0.64,13.60,19.00,0.00
62347,14.81,0.13,922,0.00,0.00,16,14.10,22.00,5.08,4.02,-1.08,0.64,13.60,18.00,0.00
62548,15.50,0.12,930,0.00,0.00,16,14.10,20.00,4.93,3.85,-1.08,0.64,13.60,16.00,0.00
62740,15.96,0.12,922,0.00,0.00,16,14.10,19.50,4.93,3.80,-1.08,0.64,13.60,14.00,0.00
62944,16.31,0.12,912,0.00,0.00,16,14.10,19.50,4.93,3.83,-1.08,0.64,13.60,12.00,0.00
63131,16.31,0.12,918,0.00,0.00,16,14.10,17.50,4.93,3.80,-1.08,0.64,13.60,11.00,0.00
63334,16.42,0.12,925,0.00,0.00,16,14.10,16.50,4.93,3.73,-1.08,0.64,13.60,9.00,0.00
63541,16.31,0.12,920,0.00,0.00,16,14.10,16.50,4.79,3.73,-1.08,0.64,13.60,7.00,0.00
63737,16.31,0.17,917,0.00,0.00,16,14.10,16.00,4.79,5.32,-1.08,0.90,13.60,5.00,5.49
63934,16.08,0.50,1045,0.00,0.00,16,19.38,12.00,14.22,19.29,2.63,2.06,13.52,4.00,43.92
64134,15.73,0.23,2278,0.00,0.00,16,-13.67,39.00,9.58,11.77,-1.39,0.64,13.60,2.00,0.00
64322,13.44,0.26,2144,0.00,0.00,16,-12.97,-13.00,8.42,18.72,-2.01,0.64,13.52,0.00,0.00
64527,12.29,0.27,2110,0.00,0.00,16,-12.62,-13.00,8.42,18.49,-2.01,0.64,13.52,0.00,0.00
64730,12.29,0.26,2086,0.00,0.00,16,-12.62,-13.00,8.56,18.26,-2.01,0.64,13.52,0.00,0.00
64917,12.29,0.25,2047,0.00,0.00,16,-12.27,-12.50,8.42,15.92,-1.70,0.64,13.60,0.00,0.00
65120,12.06,0.20,2027,0.00,0.00,16,14.10,-12.00,6.24,8.18,-1.39,0.64,13.52,0.00,0.00
65323,11.94,0.09,2031,0.00,0.00,16,14.10,14.00,3.77,5.36,-2.01,0.64,13.60,0.00,0.00
65521,11.60,0.10,1846,0.00,0.00,16,14.10,14.00,3.05,7.29,-1.39,0.64,13.52,0.00,0.00
65720,11.60,0.13,1619,0.00,0.00,16,14.10,14.00,3.05,7.03,-1.39,0.64,13.60,0.00,0.00
65919,11.37,0.15,1336,0.00,0.00,16,14.10,22.00,3.48,6.73,-1.39,0.64,13.60,35.00,0.00
66117,11.48,0.16,1189,0.00,0.00,16,14.10,22.00,3.77,6.33,-1.08,0.64,13.60,33.00,0.00
66315,11.25,0.16,1074,0.00,0.00,16,14.10,22.00,4.21,5.59,-1.08,0.64,13.60,31.00,0.00
66513,11.37,0.13,1060,0.00,0.00,16,14.10,22.00,4.50,4.64,-1.08,0.64,13.60,30.00,0.00
66711,11.48,0.11,1096,0.00,0.00,16,14.10,17.50,4.50,4.15,-1.08,0.64,13.68,28.00,0.00
66911,11.37,0.11,1066,0.00,0.00,16,14.10,20.00,4.35,4.04,-1.08,0.64,13.60,26.00,0.00
67106,11.48,0.13,1006,0.00,0.00,16,14.10,22.00,4.35,4.21,-1.08,0.64,13.60,24.00,0.00
67293,11.60,0.13,975,0.00,0.00,16,14.10,22.00,4.50,4.13,-1.08,0.64,13.52,23.00,0.00
67504,12.63,0.12,960,0.00,0.00,16,14.10,22.00,4.64,3.91,-1.08,0.64,13.60,21.00,0.00
67704,13.78,0.12,949,0.00,0.00,16,14.10,22.00,4.64,3.75,-1.08,0.64,13.52,19.00,0.00
67900,14.59,0.12,917,0.00,0.00,16,14.10,22.00,4.79,3.73,-1.08,0.64,13.60,17.00,0.00
68098,15.04,0.13,890,0.00,0.00,16,14.10,22.00,4.79,3.76,-1.08,0.64,13.52,16.00,0.00
68298,15.27,0.13,891,0.00,0.00,16,14.10,22.00,4.93,3.73,-1.08,0.64,13.60,14.00,0.00
68494,15.96,0.13,881,0.00,0.00,16,14.10,22.00,4.93,3.67,-1.08,0.64,13.52,12.00,0.00
68694,15.96,0.12,899,0.00,0.00,16,14.10,19.50,4.93,3.63,-1.08,0.64,13.60,10.00,0.00
68893,16.19,0.12,910,0.00,0.00,16,14.10,17.50,4.79,3.52,-1.08,0.64,13.52,9.00,0.00
71744,14.81,0.12,881,0.00,0.00,16,14.10,14.00,4.79,3.47,-1.08,0.64,13.60,0.00,0.00
71941,14.81,0.12,870,0.00,0.00,16,14.10,14.50,4.79,3.42,-1.08,0.64,13.52,0.00,0.00
72142,14.81,0.12,865,0.00,0.00,16,14.10,15.00,4.79,3.45,-1.08,0.64,13.60,0.00,0.00
72343,14.81,0.12,862,0.00,0.00,16,14.10,14.50,4.79,3.45,-1.08,0.64,13.60,0.00,0.00
72535,15.04,0.12,860,0.00,0.00,16,14.10,15.00,4.79,3.45,-1.08,0.64,13.60,0.00,0.00
72738,15.04,0.12,863,0.00,0.00,16,14.10,14.50,4.79,3.45,-1.08,0.64,13.68,0.00,0.00
72925,14.93,0.12,870,0.00,0.00,16,14.10,13.50,4.79,3.45,-1.08,0.64,13.60,0.00,0.00
73129,14.93,0.12,859,0.00,0.00,16,14.10,14.50,4.79,3.45,-1.08,0.64,13.60,0.00,0.00
73332,14.70,0.12,865,0.00,0.00,16,14.10,14.00,4.79,3.42,-1.08,0.64,13.60,0.00,0.00
73536,14.81,0.12,857,0.00,0.00,16,14.10,14.50,4.79,3.45,-1.08,0.64,13.60,0.00,0.00
73734,14.70,0.12,859,0.00,0.00,16,14.10,14.00,4.79,3.45,-1.08,0.64,13.44,0.00,0.00
73937,14.70,0.12,894,0.00,0.00,16,14.10,10.50,4.79,3.42,-1.08,0.64,13.60,0.00,0.00
74137,14.70,0.12,894,0.00,0.00,16,14.10,11.00,4.79,3.40,-1.08,0.64,13.52,0.00,0.00
74337,14.70,0.12,882,0.00,0.00,16,14.10,13.00,4.64,3.49,-1.08,0.64,13.60,0.00,0.00
74523,14.81,0.12,895,0.00,0.00,16,14.10,11.50,4.79,3.49,-1.08,0.64,13.44,0.00,0.00
74729,14.70,0.11,920,0.00,0.00,16,14.10,9.50,4.64,3.40,-1.08,0.64,13.60,0.00,0.00
74932,14.70,0.11,904,0.00,0.00,16,14.10,11.50,4.50,3.40,-1.08,0.64,13.60,0.00,0.00
75135,14.70,0.11,896,0.00,0.00,16,14.10,12.50,4.50,3.40,-1.08,0.64,13.52,0.00,0.00
75339,14.70,0.11,904,0.00,0.00,16,14.10,13.50,4.50,3.38,-1.08,0.64,13.60,0.00,0.00
75543,14.70,0.11,890,0.00,0.00,16,14.10,13.50,4.50,3.36,-1.08,0.64,13.52,0.00,0.00
75742,14.70,0.12,884,0.00,0.00,16,14.10,15.00,4.64,3.40,-1.08,0.64,13.60,0.00,0.00
75939,14.70,0.11,888,0.00,0.00,16,14.10,14.00,4.50,3.36,-1.08,0.64,13.52,0.00,0.00
76142,14.47,0.11,885,0.00,0.00,16,14.10,14.00,4.50,3.25,-1.08,0.64,13.60,0.00,0.00
76340,14.59,0.11,874,0.00,0.00,16,14.10,15.50,4.50,3.31,-1.08,0.64,13.60,0.00,0.00
76541,14.47,0.11,883,0.00,0.00,16,14.10,14.00,4.50,3.31,-1.08,0.64,13.60,0.00,0.00
76742,14.59,0.11,884,0.00,0.00,16,14.10,14.00,4.50,3.28,-1.08,0.64,13.68,0.00,0.00
76943,14.70,0.11,877,0.00,0.00,16,14.10,14.50,4.50,3.25,-1.08,0.64,13.52,0.00,0.00
77140,14.70,0.11,873,0.00,0.00,16,14.10,14.50,4.50,3.31,-1.08,0.64,13.60,0.00,0.00
77341,14.70,0.11,878,0.00,0.00,16,14.10,14.00,4.50,3.23,-1.08,0.64,13.52,0.00,0.00
77540,14.81,0.11,879,0.00,0.00,16,14.10,14.00,4.50,3.21,-1.08,0.64,13.60,0.00,0.00
77738,14.70,0.11,867,0.00,0.00,16,14.10,15.00,4.50,3.23,-1.08,0.64,13.44,0.00,0.00
77940,14.59,0.11,872,0.00,0.00,16,14.10,14.00,4.50,3.21,-1.08,0.64,13.60,0.00,0.00
78141,14.59,0.11,879,0.00,0.00,16,14.10,13.50,4.50,3.21,-1.08,0.64,13.52,0.00,0.00
78340,14.59,0.11,882,0.00,0.00,16,14.10,13.00,4.50,3.21,-1.08,0.64,13.60,0.00,0.00
78536,14.47,0.11,871,0.00,0.00,16,14.10,14.00,4.50,3.17,-1.08,0.64,13.52,0.00,0.00
78734,14.59,0.11,857,0.00,0.00,16,14.10,15.50,4.50,3.17,-1.08,0.64,13.44,0.00,0.00
78937,14.59,0.11,857,0.00,0.00,16,14.10,15.50,4.50,3.19,-1.08,0.64,13.60,0.00,0.00
79136,14.70,0.11,855,0.00,0.00,16,14.10,15.50,4.50,3.14,-1.08,0.64,13.60,0.00,0.00
79328,14.70,0.11,868,0.00,0.00,16,14.10,13.50,4.50,3.13,-1.08,0.64,13.60,0.00,0.00
79537,14.81,0.11,858,0.00,0.00,16,14.10,14.00,4.50,3.17,-1.08,0.64,13.60,0.00,0.00
79742,14.70,0.11,862,0.00,0.00,16,14.10,14.00,4.50,3.17,-1.08,0.64,13.60,0.00,0.00
79936,14.70,0.11,861,0.00,0.00,16,14.10,14.00,4.50,3.13,-1.08,0.64,13.68,0.00,0.00
80139,14.59,0.11,849,0.00,0.00,16,14.10,14.50,4.50,3.14,-1.08,0.64,13.52,0.00,0.00
80329,14.59,0.11,862,0.00,0.00,16,14.10,13.50,4.50,3.17,-1.08,0.64,13.60,0.00,0.00
80535,14.70,0.11,862,0.00,0.00,16,14.10,13.50,4.50,3.14,-1.08,0.64,13.44,0.00,0.00
80743,14.70,0.11,860,0.00,0.00,16,14.10,13.50,4.50,3.17,-1.08,0.64,13.60,0.00,0.00
80937,14.81,0.11,848,0.00,0.00,16,14.10,15.00,4.50,3.13,-1.08,0.64,13.52,0.00,0.00
81139,14.70,0.11,848,0.00,0.00,16,14.10,14.50,4.50,3.17,-1.08,0.64,13.52,0.00,0.00
81332,14.70,0.11,860,0.00,0.00,16,14.10,13.00,4.50,3.14,-1.08,0.64,13.36,0.00,0.00
81535,14.70,0.11,859,0.00,0.00,16,14.10,13.50,4.50,3.14,-1.08,0.64,13.60,0.00,0.00
81738,14.47,0.11,859,0.00,0.00,16,14.10,13.50,4.50,3.14,-1.08,0.64,13.44,0.00,0.00
81938,14.47,0.11,852,0.00,0.00,16,14.10,14.00,4.50,3.14,-1.08,0.64,13.60,0.00,0.00
82138,14.36,0.11,847,0.00,0.00,16,14.10,14.50,4.50,3.13,-1.08,0.64,13.52,0.00,0.00
82336,14.47,0.11,856,0.00,0.00,16,14.10,13.50,4.50,3.13,-1.08,0.64,13.60,0.00,0.00
82539,14.70,0.11,849,0.00,0.00,16,14.10,14.00,4.50,3.13,-1.08,0.64,13.60,0.00,0.00
82734,14.70,0.11,852,0.00,0.00,16,14.10,15.00,4.50,3.13,-1.08,0.64,13.68,0.00,0.00
82936,14.70,0.11,843,0.00,0.00,16,14.10,14.50,4.50,3.13,-1.08,0.64,13.52,0.00,0.00
83134,14.70,0.11,846,0.00,0.00,16,14.10,15.00,4.50,3.13,-1.08,0.64,13.68,0.00,0.00
83336,14.70,0.11,851,0.00,0.00,16,14.10,12.50,4.50,3.10,-1.08,0.64,13.52,0.00,0.00
83524,14.59,0.11,851,0.00,0.00,16,14.10,13.50,4.50,3.10,-1.08,0.64,13.60,0.00,0.00
83727,14.70,0.11,837,0.00,0.00,16,14.10,15.50,4.50,3.13,-1.08,0.64,13.44,0.00,0.00
83930,14.70,0.11,842,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64,13.60,0.00,0.00
84133,14.81,0.11,845,0.00,0.00,16,14.10,14.00,4.50,3.10,-1.08,0.64,13.44,0.00,0.00
84321,14.81,0.11,844,0.00,0.00,16,14.10,14.00,4.50,3.13,-1.08,0.64,13.60,0.00,0.00
84531,14.81,0.11,846,0.00,0.00,16,14.10,13.50,4.50,3.08,-1.08,0.64,13.52,0.00,0.00
84721,14.81,0.11,846,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64,13.60,0.00,0.00
84924,14.70,0.11,844,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64,13.44,0.00,0.00
85127,14.70,0.11,841,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64,13.60,0.00,0.00
85330,14.81,0.11,840,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64,13.52,0.00,0.00
85527,14.81,0.11,834,0.00,0.00,16,14.10,14.50,4.50,3.05,-1.08,0.64,13.60,0.00,0.00
85731,14.70,0.11,844,0.00,0.00,16,14.10,13.50,4.50,3.05,-1.08,0.64,13.60,0.00,0.00
85930,14.70,0.11,845,0.00,0.00,16,14.10,13.50,4.50,3.03,-1.08,0.64,13.60,0.00,0.00
86130,14.59,0.11,835,0.00,0.00,16,14.10,14.50,4.50,3.03,-1.08,0.64,13.60,0.00,0.00
86317,14.59,0.11,825,0.00,0.00,16,14.10,15.50,4.50,3.03,-1.08,0.64,13.60,0.00,0.00
86527,14.70,0.11,835,0.00,0.00,16,14.10,14.00,4.50,3.05,-1.08,0.64,13.60,0.00,0.00
86730,14.70,0.11,841,0.00,0.00,16,14.10,13.00,4.50,3.03,-1.08,0.64,13.52,0.00,0.00
86918,14.81,0.11,831,0.00,0.00,16,14.10,14.00,4.50,3.05,-1.08,0.64,13.44,0.00,0.00
87121,14.81,0.11,839,0.00,0.00,16,14.10,13.50,4.50,3.08,-1.08,0.64,13.60,0.00,0.00
87324,14.81,0.11,826,0.00,0.00,16,14.10,14.00,4.50,3.05,-1.08,0.64,13.44,0.00,0.00
87530,14.70,0.11,830,0.00,0.00,16,14.10,14.00,4.50,3.05,-1.08,0.64,13.60,0.00,0.00
87729,14.70,0.11,830,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64,13.44,0.00,0.00
87929,14.70,0.11,833,0.00,0.00,16,14.10,14.00,4.50,3.05,-1.08,0.64,13.60,0.00,0.00
88128,14.70,0.11,842,0.00,0.00,16,14.10,13.00,4.50,3.03,-1.08,0.64,13.52,0.00,0.00
88326,14.70,0.11,834,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64,13.60,0.00,0.00
88525,14.47,0.11,832,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64,13.36,0.00,0.00
88727,14.59,0.11,843,0.00,0.00,16,14.10,13.00,4.50,3.03,-1.08,0.64,13.60,0.00,0.00
88929,14.70,0.11,825,0.00,0.00,16,14.10,15.00,4.50,3.03,-1.08,0.64,13.52,0.00,0.00
89129,14.70,0.11,828,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64,13.60,0.00,0.00
89325,14.81,0.11,829,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64,13.60,0.00,0.00
89526,14.81,0.11,827,0.00,0.00,16,14.10,14.00,4.50,3.02,-1.08,0.64,13.60,0.00,0.00
89728,14.81,0.11,826,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64,13.60,0.00,0.00
89929,14.70,0.11,828,0.00,0.00,16,14.10,14.00,4.50,3.02,-1.08,0.64,13.52,0.00,0.00
90130,14.70,0.11,823,0.00,0.00,16,14.10,14.00,4.50,3.02,-1.08,0.64,13.60,0.00,0.00
90326,14.70,0.11,835,0.00,0.00,16,14.10,13.00,4.64,3.03,-1.08,0.64,13.44,0.00,0.00
90528,14.81,0.11,827,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64,13.44,0.00,0.00
90728,14.70,0.11,828,0.00,0.00,16,14.10,14.00,4.50,3.02,-1.08,0.64,13.60,0.00,0.00
90932,14.70,0.11,825,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64,13.44,0.00,0.00
91132,14.70,0.11,834,0.00,0.00,16,14.10,13.00,4.50,3.03,-1.08,0.64,13.60,0.00,0.00
91330,14.70,0.11,826,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64,13.52,0.00,0.00
91530,14.81,0.11,836,0.00,0.00,16,14.10,13.00,4.50,2.99,-1.08,0.64,13.60,0.00,0.00
91731,14.59,0.11,830,0.00,0.00,16,14.10,14.00,4.50,2.99,-1.08,0.64,13.20,0.00,0.00
91931,14.59,0.11,816,0.00,0.00,16,14.10,15.00,4.50,2.99,-1.08,0.64,13.60,0.00,0.00
92131,14.47,0.11,822,0.00,0.00,16,14.10,14.00,4.50,3.02,-1.08,0.64,13.60,0.00,0.00
92316,14.59,0.11,820,0.00,0.00,16,14.10,14.00,4.50,2.99,-1.08,0.64,13.60,0.00,0.00
92533,14.70,0.11,809,0.00,0.00,16,14.10,15.50,4.64,3.02,-1.08,0.64,13.68,0.00,0.00
92734,14.81,0.11,822,0.00,0.00,16,14.10,13.50,4.50,2.99,-1.08,0.64,13.60,0.00,0.00
92932,14.81,0.11,814,0.00,0.00,16,14.10,14.50,4.64,3.03,-1.08,0.64,13.60,0.00,0.00
93134,14.81,0.11,813,0.00,0.00,16,14.10,14.00,4.64,3.03,-1.08,0.64,13.52,0.00,0.00
93333,14.70,0.11,820,0.00,0.00,16,14.10,13.50,4.64,3.03,-1.08,0.64,13.68,0.00,0.00
93526,14.70,0.11,820,0.00,0.00,16,14.10,13.50,4.64,3.02,-1.08,0.64,13.52,0.00,0.00
93729,14.70,0.11,820,0.00,0.00,16,14.10,13.50,4.64,2.99,-1.08,0.64,13.60,0.00,0.00
93932,14.70,0.11,829,0.00,0.00,16,14.10,13.00,4.50,2.99,-1.08,0.64,13.52,0.00,0.00
94119,14.70,0.11,822,0.00,0.00,16,14.10,13.50,4.50,3.03,-1.08,0.64,13.44,0.00,0.00
94329,14.70,0.11,812,0.00,0.00,16,14.10,14.50,4.50,3.02,-1.08,0.64,13.60,0.00,0.00
94532,14.70,0.11,826,0.00,0.00,16,14.10,13.00,4.64,2.99,-1.08,0.64,13.44,0.00,0.00
94723,14.81,0.11,831,0.00,0.00,16,14.10,12.50,4.50,3.02,-1.08,0.64,13.60,0.00,0.00
94926,14.70,0.11,826,0.00,0.00,16,14.10,13.00,4.50,2.99,-1.08,0.64,13.44,0.00,0.00
95129,14.70,0.11,816,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64,13.52,0.00,0.00
95332,14.70,0.11,823,0.00,0.00,16,14.10,13.00,4.50,3.01,-1.08,0.64,13.52,0.00,0.00
95535,14.70,0.11,835,0.00,0.00,16,14.10,13.00,4.50,2.97,-1.08,0.64,13.60,0.00,0.00
95735,14.70,0.11,829,0.00,0.00,16,14.10,13.00,4.50,3.02,-1.08,0.64,13.68,0.00,0.00
