Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F)
349866,4.69,0.00,14.47,8,0.62,1210,0.00,0.00,13.22,16,25.70,25.50,95,9.72,-4.99,12.45,1.82,0.00,-1.70,6.67,0.86,0.00,0.00,14.70,181
349956,3.12,0.00,14.24,8,0.57,1235,0.00,0.00,13.60,16,27.11,27.00,95,9.87,-4.80,12.45,1.84,0.00,-1.70,6.67,0.86,0.00,0.00,14.60,181
350044,1.56,0.00,13.78,8,0.55,1410,0.00,0.00,13.23,16,27.81,27.00,95,9.72,-4.95,12.50,1.84,0.00,-1.70,7.06,0.88,0.00,0.00,14.40,181
350133,0.00,0.00,13.67,8,0.57,1441,0.00,0.00,13.23,16,27.81,27.50,95,9.72,-5.01,13.28,1.88,0.00,-1.70,7.45,0.88,0.00,0.00,14.20,181
350222,3.12,0.00,14.70,8,0.57,1444,0.00,0.00,13.23,16,28.52,28.50,95,9.58,-5.07,13.69,1.88,0.00,-1.70,7.45,0.88,0.00,0.00,14.30,181
350311,4.69,0.00,14.81,8,0.54,1594,0.00,0.00,13.33,16,29.22,29.00,95,9.58,-5.18,13.81,1.88,0.00,-1.70,7.45,0.90,0.00,0.00,14.80,181
350401,6.25,0.00,15.16,8,0.53,1660,0.00,0.00,13.33,16,29.92,29.50,95,9.29,-5.43,14.60,1.90,0.00,-1.70,7.84,0.90,0.00,0.00,14.80,181
350490,7.03,0.00,15.27,8,0.54,1668,0.00,0.00,13.33,16,29.92,29.50,95,9.14,-5.55,14.78,1.94,0.00,-1.70,7.84,0.90,0.00,0.00,15.50,181
350579,6.25,0.00,15.04,8,0.52,1735,0.00,0.00,13.33,16,30.62,30.50,95,9.00,-5.67,14.97,1.92,0.00,-1.70,7.84,0.90,0.00,0.00,15.30,181
350668,5.47,0.00,14.81,8,0.55,1817,0.00,0.00,13.32,16,31.33,31.00,95,8.85,-5.65,16.44,2.00,0.00,-1.70,9.41,0.96,0.00,0.00,15.00,181
350757,5.47,0.00,14.47,8,0.58,1894,0.00,0.00,13.32,16,31.68,31.50,95,9.43,-5.36,17.95,2.04,0.00,-1.70,9.80,0.98,0.00,0.00,14.60,181
350846,3.91,0.00,14.24,8,0.58,1925,0.00,0.00,13.33,16,32.03,32.00,95,9.43,-5.20,18.64,2.06,0.00,-1.70,9.80,0.98,0.00,0.00,14.60,181
350934,3.91,0.00,14.24,8,0.56,1970,0.00,0.00,13.33,16,32.73,32.50,95,9.43,-5.22,18.80,2.06,0.00,-1.70,10.20,0.98,0.00,0.00,14.50,181
351024,4.69,0.00,14.59,8,0.56,2060,0.00,0.00,13.33,16,33.09,33.00,95,9.43,-5.22,18.80,2.06,0.00,-1.70,10.20,0.98,0.00,0.00,14.70,181
351114,5.47,0.00,14.81,8,0.55,2102,0.00,0.00,13.33,16,33.79,33.00,95,9.43,-5.32,19.42,2.08,0.00,-2.01,10.20,0.98,0.00,0.00,15.00,181
351203,6.25,0.00,14.93,8,0.54,2183,0.00,0.00,13.33,16,34.84,34.50,95,9.29,-5.43,19.89,2.10,0.00,-2.01,10.59,1.00,0.00,0.00,15.00,181
351292,6.25,0.00,14.81,8,0.58,2222,0.00,0.00,13.33,16,34.84,34.00,95,9.43,-5.32,19.89,2.10,0.00,-2.01,10.98,1.02,0.00,0.00,15.00,181
351381,6.25,0.00,14.81,8,0.58,2263,0.00,0.00,13.33,16,35.20,35.50,95,9.43,-5.24,21.47,2.14,0.00,-2.01,10.98,1.02,0.00,0.00,14.80,181
351470,5.47,0.00,14.59,8,0.58,2384,0.00,0.00,13.06,16,36.25,36.00,95,9.43,-5.26,22.51,2.16,0.00,-2.01,10.98,1.02,0.00,0.00,14.70,181
351559,3.91,0.00,14.24,8,0.59,2441,0.00,0.00,13.33,16,36.60,36.50,95,9.58,-5.18,22.89,2.18,0.00,-2.01,10.98,1.02,0.00,0.00,14.60,181
351648,2.34,0.00,14.36,8,0.60,2454,0.00,0.00,14.65,16,37.30,37.00,95,9.43,-5.18,24.80,2.22,0.00,-2.01,10.98,1.02,0.00,0.00,14.50,181
351737,3.12,0.00,14.13,8,0.60,2554,0.00,0.00,13.33,16,38.01,38.00,95,9.43,-5.30,24.79,2.22,0.00,-2.01,11.37,1.02,0.00,0.00,14.50,181
351826,3.12,0.00,14.36,8,0.59,2602,0.00,0.00,13.34,16,38.71,38.00,95,9.29,-5.41,25.45,2.22,0.00,-2.01,11.37,1.02,0.00,0.00,14.40,181
351916,3.12,0.00,14.24,8,0.58,2630,0.00,0.00,13.34,16,39.41,39.00,95,9.29,-5.51,25.65,2.24,0.00,-2.01,11.37,1.02,0.00,0.00,14.50,181
352005,3.91,0.00,14.70,8,0.57,2730,0.00,0.00,13.34,16,40.12,39.50,95,9.14,-5.61,26.29,2.26,0.00,-2.01,10.98,1.02,0.00,0.00,14.50,183
352094,3.12,0.00,14.70,8,0.57,2770,0.00,0.00,13.34,16,40.82,40.00,95,9.00,-5.69,26.30,2.26,0.00,-2.01,10.98,1.02,0.00,0.00,14.70,183
352183,1.56,0.00,14.36,8,0.55,2827,0.00,0.00,13.34,16,41.17,41.00,95,8.85,-5.84,26.41,2.26,0.00,-2.01,10.98,1.02,0.00,0.00,14.60,183
352272,0.78,0.00,14.24,8,0.54,2964,0.00,0.00,13.34,16,41.52,41.50,95,8.71,-6.05,26.41,2.26,0.00,-2.32,10.98,1.02,0.00,0.00,14.50,183
352361,0.78,0.00,14.47,8,0.53,2960,0.00,0.00,13.34,16,41.88,41.50,95,8.56,-6.21,26.40,2.26,0.00,-2.32,10.98,1.00,0.00,0.00,14.60,183
352451,0.78,0.00,14.36,8,0.51,2990,0.00,0.00,13.63,16,41.88,41.50,95,8.27,-6.32,25.76,2.24,0.00,-2.32,10.59,1.00,0.00,0.00,14.60,183
352540,0.78,0.00,14.36,8,0.49,3085,0.00,0.00,13.35,16,42.23,42.00,95,8.13,-6.61,25.65,2.24,0.00,-2.63,10.20,0.98,0.00,0.00,14.50,183
352629,1.56,0.00,14.47,8,0.45,3099,0.00,0.00,14.35,16,42.93,43.00,95,7.84,-7.41,23.12,2.12,0.00,-2.63,4.31,0.76,0.00,0.00,14.50,183
352718,0.00,0.00,13.78,10,0.29,3074,0.00,0.00,13.90,16,38.36,38.00,95,4.93,-9.53,12.17,1.76,0.00,-2.63,0.00,0.64,0.00,0.00,14.50,183
352808,0.00,0.00,12.40,10,0.20,3038,0.00,0.00,13.34,16,31.33,32.50,95,4.35,-10.44,8.06,1.62,0.00,-2.63,0.00,0.64,0.00,0.00,14.50,183
352898,0.00,0.00,12.63,10,0.15,3000,0.00,0.00,13.34,16,22.89,21.00,95,4.06,-10.81,7.65,1.58,0.00,-2.32,0.00,0.64,0.00,0.00,13.90,183
352987,0.00,0.00,13.55,10,0.17,2783,0.00,0.00,13.34,16,20.08,20.00,95,3.77,-10.96,7.81,1.58,0.00,-2.32,0.00,0.64,0.00,0.00,13.10,183
353076,0.00,0.00,13.44,10,0.18,2670,0.00,0.00,13.34,16,20.08,20.00,95,3.77,-10.91,7.94,1.60,0.00,-2.01,0.00,0.64,0.00,0.00,13.30,183
353165,0.00,0.00,13.44,10,0.18,2586,0.00,0.00,13.34,16,15.51,15.50,95,3.77,-10.89,7.78,1.58,0.00,-2.01,0.00,0.64,0.00,0.00,13.70,183
353254,0.00,0.00,15.96,10,0.18,2344,0.00,0.00,13.34,16,15.16,15.50,95,3.77,-10.89,7.28,1.54,0.00,-2.01,0.00,0.64,0.00,0.00,14.10,183
353343,0.00,0.00,19.41,10,0.19,2250,0.00,0.00,12.27,16,14.80,15.00,95,3.92,-10.73,6.83,1.52,0.00,-2.01,0.78,0.68,0.00,0.00,14.60,183
353432,0.00,0.00,25.38,10,0.23,2127,0.00,0.00,12.41,16,17.27,17.00,95,4.50,-10.29,7.65,1.58,0.00,-2.01,3.53,0.78,0.00,0.00,17.60,183
353521,0.00,0.00,25.38,10,0.28,2110,0.00,0.00,13.42,16,22.19,21.00,95,4.79,-9.90,8.51,1.66,0.00,-2.01,4.31,0.80,0.00,0.00,31.20,183
353611,0.00,0.00,25.38,10,0.28,2143,0.00,0.00,13.33,16,28.16,29.00,95,4.93,-9.69,9.85,1.72,0.00,-2.01,4.71,0.82,0.00,0.00,31.20,183
353700,0.00,0.00,19.29,10,0.29,2159,0.00,0.00,14.15,16,33.09,33.00,95,5.22,-9.48,10.39,1.72,0.00,-2.01,5.10,0.82,0.00,0.00,36.40,183
353788,0.00,0.00,15.96,10,0.32,2082,0.00,0.00,12.54,16,34.49,34.50,95,5.51,-9.24,10.65,1.74,0.00,-2.01,5.88,0.84,0.00,0.00,24.70,183
353878,0.00,0.00,15.16,8,0.37,1993,0.00,0.00,11.96,16,32.73,32.00,95,5.80,-8.78,12.17,1.82,0.00,-2.01,6.27,0.86,0.00,0.00,18.00,183
353967,0.00,0.00,15.16,8,0.42,1793,0.00,0.00,12.76,16,31.33,31.00,95,6.38,-8.28,12.39,1.82,0.00,-1.70,6.67,0.86,0.00,0.00,16.10,183
354056,0.78,0.00,15.04,8,0.47,1772,0.00,0.00,12.50,16,31.33,30.50,95,6.82,-7.77,11.25,1.86,0.00,-1.70,7.45,0.90,0.00,0.00,15.60,183
354144,0.00,0.00,14.93,8,0.56,1838,0.00,0.00,12.64,16,31.33,30.50,95,7.40,-6.79,16.03,2.00,0.00,-1.70,9.80,0.98,0.00,0.00,15.40,183
354234,-1.56,0.00,14.47,8,0.63,1827,0.00,0.00,13.37,16,30.98,30.50,95,9.00,-5.74,18.50,2.06,0.00,-1.70,10.20,0.98,0.00,0.00,14.90,183
354323,-8.59,0.00,13.09,8,0.65,1846,0.00,0.00,12.57,16,30.98,30.50,95,9.43,-5.07,19.74,2.10,0.00,-1.70,11.37,1.04,0.00,0.00,13.60,183
354412,-9.38,0.00,13.78,8,0.73,1861,0.00,0.00,13.37,16,30.98,30.50,95,10.74,-4.14,22.42,2.18,0.00,-1.70,12.55,1.06,0.00,0.00,13.90,183
354501,-2.34,0.00,14.70,8,0.73,1904,0.00,0.00,13.37,16,30.98,30.50,95,11.17,-3.58,22.89,2.18,0.00,-1.70,13.33,1.08,0.00,0.00,13.90,183
354590,-0.78,0.00,15.62,8,0.74,1922,0.00,0.00,13.37,16,31.33,31.00,95,11.46,-3.23,23.83,2.20,0.00,-1.70,13.73,1.10,0.00,0.00,14.90,183
354680,3.12,0.00,16.19,8,0.76,1978,0.00,0.00,14.70,16,31.33,31.00,95,11.90,-2.88,24.38,2.20,0.00,-1.70,14.90,1.12,0.00,0.00,16.00,183
354768,2.34,0.00,16.08,8,0.80,1992,0.00,0.00,13.37,16,30.98,30.50,95,12.04,-2.59,25.12,2.24,0.00,-1.70,15.29,1.14,0.00,0.00,16.10,183
354858,2.34,0.00,15.50,8,0.79,1996,0.00,0.00,13.38,16,31.68,31.50,95,12.19,-2.42,26.40,2.26,0.00,-1.70,15.69,1.16,0.00,0.00,15.80,183
354948,3.12,0.00,15.16,8,0.79,2063,0.00,0.00,13.39,16,31.68,31.50,95,12.33,-2.32,26.30,2.26,0.00,-1.70,15.69,1.16,0.00,0.00,15.40,183
355037,4.69,0.00,15.27,8,0.80,2084,0.00,0.00,13.55,16,31.68,32.00,95,12.48,-2.22,27.81,2.28,0.00,-1.70,16.47,1.18,0.00,0.00,15.40,183
355126,4.69,0.00,15.39,8,0.81,2096,0.00,0.00,13.16,16,32.38,32.00,95,12.62,-2.09,28.16,2.30,0.00,-1.70,16.47,1.20,0.00,0.00,15.30,183
355216,5.47,0.00,15.16,8,0.82,2156,0.00,0.00,13.39,16,32.03,32.00,95,12.77,-1.99,28.98,2.32,0.00,-1.70,17.25,1.22,0.00,0.00,15.10,183
355305,4.69,0.00,14.93,8,0.82,2177,0.00,0.00,13.02,16,32.73,32.00,95,12.77,-1.90,29.80,2.32,0.00,-1.70,17.65,1.22,0.00,0.00,15.10,183
355394,5.47,0.00,14.81,8,0.86,2217,0.00,0.00,13.39,16,32.38,32.00,95,12.91,-1.82,31.40,2.34,0.00,-1.70,18.04,1.24,0.00,0.00,14.80,183
355483,5.47,0.00,14.81,8,0.87,2258,0.00,0.00,13.39,16,32.38,32.00,95,12.91,-1.76,32.13,2.36,0.00,-1.70,18.43,1.24,0.00,0.00,14.80,183
355571,3.12,0.00,14.47,8,0.90,2291,0.00,0.00,13.54,16,32.38,32.00,95,13.06,-1.68,34.12,2.40,0.00,-1.70,18.43,1.24,0.00,0.00,14.40,183
355661,1.56,0.00,14.13,8,0.90,2312,0.00,0.00,13.39,16,32.73,32.50,95,13.06,-1.64,34.84,2.40,0.00,-1.70,18.82,1.24,0.00,0.00,14.30,183
355750,0.78,0.00,13.90,8,0.91,2380,0.00,0.00,13.40,16,32.73,32.50,95,13.06,-1.62,35.75,2.40,0.00,-1.70,18.82,1.26,0.00,0.00,14.20,183
355839,0.78,0.00,13.90,8,0.90,2408,0.00,0.00,13.40,16,32.73,33.00,95,13.20,-1.64,36.46,2.42,0.00,-1.70,18.82,1.26,0.00,0.00,14.20,183
355928,0.00,0.00,14.36,8,0.93,2468,0.00,0.00,13.58,16,33.09,33.00,95,13.06,-1.60,37.54,2.46,0.00,-1.70,19.22,1.26,0.00,0.00,14.20,183
356017,-2.34,0.00,13.90,8,0.93,2493,0.00,0.00,13.40,16,33.44,33.00,95,13.20,-1.60,38.49,2.46,0.00,-1.70,19.22,1.26,0.00,0.00,14.10,183
356106,-2.34,0.00,14.24,8,0.93,2524,0.00,0.00,13.40,16,33.44,33.50,95,13.06,-1.57,38.90,2.46,0.00,-1.70,19.22,1.26,0.00,0.00,14.10,183
356196,-1.56,0.00,14.24,8,0.94,2589,0.00,0.00,13.41,16,33.79,33.50,95,13.20,-1.57,39.58,2.48,0.00,-1.70,18.82,1.26,0.00,0.00,14.20,183
356284,-1.56,0.00,14.47,8,0.92,2631,0.00,0.00,13.41,16,34.14,34.00,95,13.20,-1.55,40.39,2.48,0.00,-1.70,18.82,1.26,0.00,0.00,14.30,183
356374,-1.56,0.00,14.47,8,0.93,2630,0.00,0.00,13.42,16,34.14,34.00,95,13.20,-1.51,40.92,2.50,0.00,-1.70,18.82,1.26,0.00,0.00,14.40,183
356462,-2.34,0.00,14.47,8,0.93,2696,0.00,0.00,13.42,16,34.49,34.00,95,13.20,-1.55,41.48,2.50,0.00,-1.70,18.82,1.26,0.00,0.00,14.50,183
356552,-2.34,0.00,14.47,8,0.92,2731,0.00,0.00,13.21,16,34.84,34.00,95,13.20,-1.53,41.75,2.52,0.00,-1.70,18.82,1.26,0.00,0.00,14.50,183
356642,-2.34,0.00,14.59,8,0.94,2748,0.00,0.00,13.42,16,34.84,34.50,95,13.20,-1.53,42.95,2.54,0.00,-1.70,18.82,1.26,0.00,0.00,14.60,183
356730,-2.34,0.00,14.59,8,0.94,2814,0.00,0.00,13.42,16,34.84,34.50,95,13.20,-1.57,43.46,2.54,0.00,-1.70,18.82,1.26,0.00,0.00,14.60,183
356820,-2.34,0.00,14.59,8,0.93,2843,0.00,0.00,13.42,16,35.20,35.00,95,13.06,-1.66,44.32,2.54,0.00,-1.70,18.43,1.24,0.00,0.00,14.50,183
356908,-3.91,0.00,14.59,8,0.93,2928,0.00,0.00,13.43,16,35.90,35.50,95,12.91,-1.76,44.16,2.56,0.00,-1.70,18.04,1.24,0.00,0.00,14.50,183
356997,-4.69,0.00,14.01,8,0.92,2935,0.00,0.00,13.63,16,35.90,35.50,93,12.77,-1.86,44.67,2.56,0.00,-1.70,18.04,1.24,0.00,0.00,14.30,183
357087,-4.69,0.00,14.36,8,0.90,2960,0.00,0.00,13.43,16,36.60,36.50,93,12.77,-1.93,44.16,2.56,0.00,-1.70,17.65,1.24,0.00,0.00,14.40,183
357176,-5.47,0.00,14.24,8,0.91,3022,0.00,0.00,13.61,16,36.60,36.50,93,12.62,-2.01,44.85,2.58,0.00,-1.70,17.65,1.22,0.00,0.00,14.40,183
357265,-5.47,0.00,14.47,8,0.89,3039,0.00,0.00,13.57,16,37.30,37.00,93,12.62,-2.09,45.02,2.56,0.00,-2.01,17.65,1.22,0.00,0.00,14.30,183
357354,-6.25,0.00,14.24,8,0.87,3081,0.00,0.00,13.44,16,37.30,37.00,93,12.62,-2.13,45.20,2.58,0.00,-2.01,17.65,1.22,0.00,0.00,14.40,183
357443,-6.25,0.00,14.36,8,0.88,3125,0.00,0.00,13.44,16,38.01,38.00,93,12.62,-2.13,45.71,2.56,0.00,-2.01,17.65,1.22,0.00,0.00,14.20,183
357532,-7.81,0.00,14.36,8,0.86,3182,0.00,0.00,13.44,16,38.36,38.00,93,12.48,-2.24,45.70,2.58,0.00,-2.01,17.25,1.22,0.00,0.00,14.30,183
357622,-7.81,0.00,14.24,8,0.86,3178,0.00,0.00,13.44,16,38.71,38.50,93,12.33,-2.26,45.36,2.58,0.00,-2.01,16.86,1.22,0.00,0.00,14.30,183
357711,-7.03,0.00,14.59,8,0.84,3238,0.00,0.00,13.44,16,39.06,39.00,93,12.33,-2.38,45.20,2.58,0.00,-2.01,16.86,1.20,0.00,0.00,14.30,183
357800,-9.38,0.00,14.36,8,0.83,3278,0.00,0.00,13.24,16,39.41,39.00,93,12.33,-2.44,45.36,2.56,0.00,-2.01,16.86,1.20,0.00,0.00,14.30,183
357890,-8.59,0.00,14.47,8,0.83,3326,0.00,0.00,13.44,16,39.41,39.00,93,12.19,-2.44,46.05,2.58,0.00,-2.01,16.86,1.20,0.00,0.00,14.30,183
357979,-9.38,0.00,14.36,8,0.82,3357,0.00,0.00,13.44,16,39.77,39.50,93,12.19,-2.51,45.70,2.58,0.00,-2.01,16.86,1.20,0.00,0.00,14.40,183
358068,-10.16,0.00,14.47,8,0.83,3358,0.00,0.00,13.44,16,39.77,39.50,93,12.19,-2.51,46.74,2.58,0.00,-2.01,17.25,1.22,0.00,0.00,14.30,183
358158,-10.94,0.00,14.47,8,0.84,3423,0.00,0.00,13.56,16,39.77,39.50,93,12.19,-2.53,46.74,2.58,0.00,-2.01,17.65,1.22,0.00,0.00,14.40,183
358246,-10.16,0.00,14.47,8,0.85,3434,0.00,0.00,13.44,16,39.77,39.00,93,12.33,-2.46,46.09,2.62,0.00,-2.01,17.65,1.24,0.00,0.00,14.50,183
358335,-10.94,0.00,14.47,8,0.86,3466,0.00,0.00,13.44,16,39.41,39.00,93,12.33,-2.34,49.51,2.64,0.00,-2.01,18.43,1.24,0.00,0.00,14.50,183
358425,-10.16,0.00,14.70,8,0.88,3529,0.00,0.00,13.43,16,39.06,39.00,93,12.48,-2.19,50.37,2.64,0.00,-2.01,19.22,1.28,0.00,0.00,14.60,183
358514,-10.16,0.00,14.70,8,0.91,3559,0.00,0.00,13.27,16,38.71,38.50,93,12.77,-1.86,53.11,2.66,0.00,-2.01,20.00,1.30,0.00,0.00,14.70,183
358603,-9.38,0.00,14.81,8,0.93,3595,0.00,0.00,13.43,16,38.36,38.00,93,13.20,-1.68,55.16,2.72,0.00,-1.70,20.78,1.34,0.00,0.00,14.70,183
358692,0.00,0.00,14.81,10,0.97,3616,0.00,0.00,13.27,16,37.66,37.50,93,13.49,-1.28,57.03,2.74,0.00,-1.39,22.35,1.38,0.00,0.00,14.50,183
358782,0.00,0.00,14.81,10,1.02,3655,0.00,0.00,13.42,16,37.30,37.00,93,13.64,-0.89,61.51,2.82,0.00,-0.46,23.92,1.42,0.00,0.00,14.70,183
358872,0.00,0.00,13.21,10,1.05,3685,0.00,0.00,13.41,16,36.95,36.50,93,14.07,-0.58,63.35,2.84,3.92,-0.46,24.71,1.46,0.00,0.00,13.80,183
358960,0.00,0.00,13.09,10,1.08,3784,0.00,0.00,11.85,16,36.95,36.50,93,14.36,-0.31,66.14,2.86,3.92,0.46,25.88,1.48,0.00,0.00,13.70,183
359050,0.00,0.00,13.21,10,1.12,3816,0.00,0.00,13.22,16,36.25,36.00,93,14.65,-0.02,71.73,2.92,6.27,1.39,26.27,1.50,0.00,0.00,13.60,183
359139,0.00,0.00,12.63,10,1.18,3880,0.00,0.00,13.26,16,36.25,36.00,93,14.95,0.21,73.42,2.94,9.02,1.39,26.67,1.52,0.00,0.00,13.20,183
359227,0.00,0.00,12.52,10,1.21,3910,0.00,0.00,13.73,16,35.90,35.50,91,15.09,0.41,76.49,2.96,9.02,1.70,26.67,1.50,0.00,0.00,12.90,183
359317,0.00,0.00,12.06,10,1.16,3968,0.00,0.00,13.52,16,36.95,37.50,91,14.95,0.12,76.79,2.96,10.20,0.15,23.92,1.40,0.00,0.00,12.40,183
359406,0.00,0.00,11.71,10,1.06,4008,0.00,0.00,13.65,16,38.36,38.00,91,13.64,-0.87,72.58,2.92,8.63,0.15,19.61,1.26,0.00,0.00,12.40,183
359495,0.00,0.00,11.37,10,0.96,4067,0.00,0.00,13.70,16,39.77,39.00,91,12.91,-1.90,66.44,2.86,8.63,-1.39,16.86,1.20,0.00,0.00,12.10,183
359585,0.00,0.00,11.25,10,0.84,4065,0.00,0.00,14.34,16,41.88,42.00,91,12.04,-3.38,54.82,2.70,6.27,-2.63,13.73,1.08,0.00,0.00,11.80,183
359673,0.00,0.00,11.14,10,0.55,4069,0.00,0.00,14.31,16,43.28,43.00,91,7.84,-6.88,37.01,2.40,3.14,-2.63,7.06,0.86,0.00,0.00,11.30,183
359763,0.00,0.00,10.68,10,0.33,4080,0.00,0.00,14.13,16,43.98,43.50,91,6.24,-8.93,24.04,2.18,3.14,-3.87,2.75,0.72,0.00,0.00,10.40,183
359851,0.00,0.00,10.80,10,0.21,4054,0.00,0.00,13.44,16,40.82,39.00,91,4.06,-10.42,11.41,1.78,0.00,-3.87,0.00,0.64,0.00,0.00,10.70,183
359940,0.00,0.00,11.02,10,0.13,4067,0.00,0.00,13.44,16,31.68,33.00,91,3.63,-11.00,9.18,1.64,0.00,-3.87,0.00,0.64,0.00,0.00,10.60,183
360029,0.00,0.00,11.83,10,0.14,4062,0.00,0.00,13.44,16,24.30,27.00,91,3.63,-11.02,9.36,1.64,0.00,-3.87,0.00,0.64,0.00,0.00,11.20,183
360119,0.00,0.00,11.83,10,0.14,4069,0.00,0.00,13.44,16,20.08,20.00,91,3.77,-11.00,9.40,1.68,0.00,-3.87,0.00,0.64,0.00,0.00,11.40,183
360207,0.00,0.00,16.08,10,0.14,4030,0.00,0.00,13.44,16,20.08,20.00,91,3.77,-10.98,9.45,1.68,0.00,-3.87,0.00,0.64,0.00,0.00,11.40,183
360297,0.00,0.00,21.13,10,0.14,3991,0.00,0.00,13.44,16,20.08,20.00,91,3.77,-10.98,9.53,1.66,0.00,-3.87,0.00,0.64,0.00,0.00,13.20,183
360387,0.00,0.00,24.12,10,0.14,3964,0.00,0.00,13.44,16,20.08,20.00,91,3.77,-11.00,9.31,1.68,0.00,-3.56,0.00,0.64,0.00,0.00,18.50,183
360475,0.00,0.00,24.12,10,0.14,3972,0.00,0.00,13.44,16,20.08,20.00,91,3.63,-11.02,9.32,1.66,0.00,-3.56,0.00,0.64,0.00,0.00,30.10,183
360565,0.00,0.00,23.89,10,0.14,3935,0.00,0.00,13.44,16,20.08,20.00,91,3.63,-11.00,9.36,1.66,0.00,-3.56,0.00,0.64,0.00,0.00,49.50,183
360654,0.00,0.00,24.12,10,0.14,3926,0.00,0.00,13.44,16,20.08,20.00,91,3.63,-11.04,9.22,1.66,0.00,-3.56,0.00,0.64,0.00,0.00,53.30,183
360743,0.00,0.00,23.89,10,0.14,3860,0.00,0.00,13.44,16,20.08,20.00,91,3.63,-11.12,9.31,1.66,0.00,-3.56,0.00,0.64,0.00,0.00,86.90,183
360832,0.00,0.00,23.89,10,0.14,3872,0.00,0.00,13.43,16,20.08,20.00,91,3.63,-11.20,9.09,1.66,0.00,-3.56,0.00,0.64,0.00,0.00,94.80,183
360922,0.00,0.00,24.35,10,0.21,3842,0.00,0.00,13.72,16,20.08,20.00,91,3.92,-10.73,6.12,1.64,0.00,-3.56,0.00,0.64,0.00,0.00,96.00,183
361011,0.00,0.00,23.66,10,0.15,3801,0.00,0.00,13.34,16,20.08,20.00,91,3.63,-11.02,11.10,1.74,0.00,-3.56,0.00,0.64,0.00,0.00,96.00,183
361099,0.00,0.00,24.00,10,0.14,3782,0.00,0.00,13.34,16,20.08,20.00,91,3.63,-11.10,8.86,1.64,0.00,-3.56,0.00,0.64,0.00,0.00,96.00,183
361189,0.00,0.00,23.66,10,0.14,3750,0.00,0.00,13.34,16,20.08,20.00,91,3.63,-11.10,8.95,1.64,0.00,-3.56,0.00,0.64,0.00,0.00,96.00,183
361277,0.00,0.00,24.12,10,0.13,3767,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.16,8.14,1.62,0.00,-3.56,0.00,0.64,0.00,0.00,99.90,183
361367,0.00,0.00,23.77,10,0.13,3763,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.18,8.60,1.62,0.00,-3.56,0.00,0.64,0.00,0.00,99.90,183
361457,0.00,0.00,23.77,10,0.14,3728,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.18,8.31,1.62,0.00,-3.56,0.00,0.64,0.00,0.00,99.90,183
361546,0.00,0.00,23.77,10,0.14,3682,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.20,8.43,1.64,0.00,-3.56,0.00,0.64,0.00,0.00,99.90,183
361635,0.00,0.00,23.77,10,0.13,3666,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.18,8.22,1.60,0.00,-3.56,0.00,0.64,0.00,0.00,99.90,183
361724,0.00,0.00,24.23,10,0.14,3651,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.20,8.35,1.62,0.00,-3.56,0.00,0.64,0.00,0.00,99.90,183
361813,0.00,0.00,23.89,10,0.14,3632,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.18,8.31,1.62,0.00,-3.56,0.00,0.64,0.00,0.00,99.90,183
361903,0.00,0.00,23.77,10,0.13,3614,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.20,8.23,1.60,0.00,-3.56,0.00,0.64,0.00,0.00,99.90,183
361992,0.00,0.00,24.00,10,0.13,3582,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.20,7.78,1.58,0.00,-3.25,0.00,0.64,0.00,0.00,99.90,183
362081,0.00,0.00,23.89,10,0.13,3575,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.23,8.06,1.60,0.00,-3.25,0.00,0.64,0.00,0.00,99.90,181
362171,0.00,0.00,24.23,10,0.12,3575,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.22,8.02,1.58,0.00,-3.25,0.00,0.64,0.00,0.00,99.90,181
362259,0.00,0.00,24.00,10,0.12,3554,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.22,7.17,1.56,0.00,-3.25,0.00,0.64,0.00,0.00,99.90,181
362349,0.00,0.00,23.89,10,0.11,3536,0.00,0.00,13.34,16,20.08,20.00,91,3.48,-11.22,7.09,1.52,0.00,-3.25,0.00,0.64,0.00,0.00,99.90,181
