#
Time	A/F Correction #1	A/F Learning #1	A/F Sensor #1	CL/OL Fueling*	Engine Load*	RPM	Feedback Knock Correction*	Fine Learning Knock Correction*	Fueling Final Base*	IAM*	Ignition Base Timing*	Ignition Total Timing	Intake Air Temperature	Manifold Absolute Pressure	Manifold Relative Sea Level Pressure (Direct)*	Mass Airflow	Mass Airflow Sensor Voltage	Primary Wastegate Duty Cycle	Target Boost*	Throttle Opening Angle	Throttle Sensor Voltage	Turbo Dynamics Integral Cumulative*	Turbo Dynamics Proportional*	AEM UEGO Wideband  (AFR Gasoline)
msec	%	%	AFR	status	g/rev	rpm	degrees	degrees	estimate	raw ecu 	degrees	degrees	F	psi	psi rela	g/s	V	%	psi rela	%	V	absolute	absolute	9600 bau
525987.000	-2.34	-1.56	14.7	8.0	0.28	861.0	0.000	0.000	14.7	16.0	9.88	11.5	111.0	5.37	-9.26	4.02	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	14.82
526074.000	-2.34	-1.56	14.7	8.0	0.28	863.0	0.000	0.000	14.7	16.0	9.88	11.5	111.0	5.51	-9.22	4.02	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	14.82
526160.000	-2.34	-1.56	14.7	8.0	0.31	862.0	0.000	0.000	14.7	16.0	9.88	11.0	111.0	5.51	-9.22	3.99	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
526247.000	-2.34	-1.56	14.81	8.0	0.28	867.0	0.000	0.000	14.7	16.0	9.88	11.0	111.0	5.51	-9.22	3.99	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.82
526333.000	-2.34	-1.56	14.7	8.0	0.27	878.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	5.51	-9.24	3.93	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
526420.000	-3.12	-1.56	14.59	8.0	0.27	900.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	5.37	-9.34	3.91	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
526508.000	-2.34	-1.56	14.7	8.0	0.26	903.0	0.000	0.000	14.7	16.0	9.88	7.5	111.0	5.37	-9.38	3.91	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.76
526594.000	-3.12	-1.56	14.47	8.0	0.26	895.0	0.000	0.000	14.7	16.0	9.88	7.5	111.0	5.22	-9.4	3.91	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.72
526681.000	-3.91	-1.56	14.24	8.0	0.27	858.0	0.000	0.000	14.7	16.0	9.88	8.5	111.0	5.22	-9.44	3.93	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	14.66
526767.000	-3.12	-1.56	14.47	8.0	0.28	849.0	0.000	0.000	14.69	16.0	9.88	11.5	111.0	5.37	-9.36	3.99	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	14.64
526854.000	-3.91	-1.56	14.36	8.0	0.29	833.0	0.000	0.000	14.69	16.0	9.88	14.0	111.0	5.37	-9.32	4.07	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
526941.000	-3.12	-1.56	14.47	8.0	0.29	841.0	0.000	0.000	14.7	16.0	9.88	13.5	111.0	5.51	-9.24	4.04	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.60
527027.000	-3.12	-1.56	14.47	8.0	0.28	850.0	0.000	0.000	14.7	16.0	9.88	13.0	111.0	5.51	-9.18	4.04	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.60
527114.000	-3.12	-1.56	14.7	8.0	0.28	854.0	0.000	0.000	14.7	16.0	9.88	11.0	111.0	5.51	-9.22	3.93	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.60
527202.000	-3.12	-1.56	14.59	8.0	0.27	858.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	5.51	-9.22	3.91	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
527289.000	-3.12	-1.56	14.47	8.0	0.28	857.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	5.51	-9.24	3.91	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.64
527375.000	-3.12	-1.56	14.7	8.0	0.28	853.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	5.51	-9.26	3.88	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.66
527462.000	-3.12	-1.56	14.47	8.0	0.27	874.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	5.37	-9.26	3.88	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.68
527548.000	-3.91	-1.56	14.47	8.0	0.26	884.0	0.000	0.000	14.7	16.0	9.88	8.0	111.0	5.37	-9.32	3.88	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.70
527635.000	-3.12	-1.56	14.59	8.0	0.26	879.0	0.000	0.000	14.7	16.0	9.88	8.0	111.0	5.37	-9.36	3.83	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.68
527722.000	-3.91	-1.56	14.36	8.0	0.26	878.0	0.000	0.000	14.7	16.0	9.88	8.0	111.0	5.37	-9.4	3.85	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.68
527809.000	-3.91	-1.56	14.47	8.0	0.26	874.0	0.000	0.000	14.7	16.0	9.88	8.0	111.0	5.22	-9.46	3.85	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.66
527895.000	-3.12	-1.56	14.59	8.0	0.26	881.0	0.000	0.000	14.7	16.0	9.88	8.0	111.0	5.22	-9.46	3.88	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.64
527982.000	-3.91	-1.56	14.47	8.0	0.27	874.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	5.22	-9.48	3.88	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
528069.000	-3.91	-1.56	14.47	8.0	0.26	875.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	5.22	-9.48	3.91	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
528156.000	-3.91	-1.56	14.47	8.0	0.26	881.0	0.000	0.000	14.7	16.0	9.88	8.5	111.0	5.22	-9.49	3.85	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
528242.000	-3.91	-1.56	14.47	8.0	0.26	880.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	5.22	-9.51	3.85	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
528329.000	-3.91	-1.56	14.36	8.0	0.26	862.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	5.22	-9.53	3.85	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
528416.000	-3.12	-1.56	14.47	8.0	0.27	863.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	5.22	-9.46	3.93	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
528502.000	-3.91	-1.56	14.7	8.0	0.29	833.0	0.000	0.000	14.7	16.0	9.88	12.5	111.0	5.22	-9.42	3.99	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
528589.000	-3.12	-1.56	14.7	8.0	0.29	835.0	0.000	0.000	14.7	16.0	9.88	13.5	111.0	5.37	-9.34	3.99	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	14.60
528676.000	-3.91	-1.56	14.59	8.0	0.28	843.0	0.000	0.000	14.7	16.0	9.88	11.5	111.0	5.37	-9.28	3.88	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.60
528763.000	-3.12	-1.56	14.81	8.0	0.27	854.0	0.000	0.000	14.7	16.0	9.88	11.0	111.0	5.37	-9.28	3.83	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
528849.000	-3.12	-1.56	14.81	8.0	0.26	872.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	5.37	-9.32	3.83	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.64
528936.000	-3.12	-1.56	14.81	8.0	0.26	881.0	0.000	0.000	14.7	16.0	9.88	7.5	111.0	5.37	-9.38	3.78	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.68
529023.000	-3.12	-1.56	14.81	8.0	0.25	885.0	0.000	0.000	14.7	16.0	9.88	6.5	111.0	5.22	-9.51	3.75	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.72
529109.000	-3.12	-1.56	14.7	8.0	0.25	893.0	0.000	0.000	14.7	16.0	9.88	7.5	111.0	5.22	-9.53	3.78	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.74
529196.000	-4.69	-1.56	14.24	8.0	0.25	891.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	5.08	-9.57	3.78	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.72
529283.000	-3.91	-1.56	14.47	8.0	0.25	896.0	0.000	0.000	14.7	16.0	9.88	5.5	111.0	5.08	-9.61	3.8	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.68
529370.000	-3.91	-1.56	14.36	8.0	0.25	902.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	5.08	-9.65	3.78	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
529457.000	-4.69	-1.56	14.36	8.0	0.25	898.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	4.93	-9.69	3.78	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.56
529543.000	-3.91	-1.56	14.47	8.0	0.25	908.0	0.000	0.000	14.7	16.0	9.88	6.5	111.0	4.93	-9.73	3.78	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.54
529630.000	-3.91	-1.56	14.59	8.0	0.25	910.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	4.93	-9.73	3.75	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.54
529717.000	-3.91	-2.34	14.59	8.0	0.25	910.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	4.93	-9.77	3.75	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.56
529804.000	-3.91	-2.34	14.7	8.0	0.25	907.0	0.000	0.000	14.7	16.0	9.88	6.5	111.0	4.93	-9.8	3.75	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.58
529891.000	-3.91	-2.34	14.7	8.0	0.25	906.0	0.000	0.000	14.7	16.0	9.88	7.5	111.0	4.93	-9.78	3.73	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
529978.000	-3.12	-2.34	14.81	8.0	0.25	898.0	0.000	0.000	14.7	16.0	9.88	8.0	111.0	4.93	-9.82	3.73	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.64
530065.000	-3.12	-2.34	14.81	8.0	0.24	911.0	0.000	0.000	14.7	16.0	9.88	7.5	111.0	4.93	-9.82	3.7	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.68
530152.000	-3.12	-2.34	14.81	8.0	0.24	919.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	4.79	-9.84	3.7	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.72
530238.000	-3.12	-3.12	14.81	8.0	0.24	916.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	4.79	-9.88	3.65	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
530325.000	-3.12	-4.69	14.81	8.0	0.24	920.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	4.79	-9.92	3.62	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.82
530411.000	-3.12	-4.69	14.81	8.0	0.24	912.0	0.000	0.000	14.7	16.0	9.88	8.5	111.0	4.79	-9.92	3.62	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.84
530498.000	-3.12	-4.69	14.7	8.0	0.24	908.0	0.000	0.000	14.7	16.0	9.88	8.5	111.0	4.79	-9.96	3.62	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.84
530585.000	-3.12	-4.69	14.7	8.0	0.24	908.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	4.79	-9.94	3.62	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.84
530672.000	-3.12	-4.69	14.7	8.0	0.24	917.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	4.79	-9.94	3.62	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.82
530758.000	-3.91	-4.69	14.59	8.0	0.24	910.0	0.000	0.000	14.7	16.0	9.88	8.0	111.0	4.79	-9.96	3.6	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
530845.000	-3.12	-4.69	14.7	8.0	0.24	912.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	4.79	-10.0	3.58	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
530933.000	-3.91	-4.69	14.7	8.0	0.23	910.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	4.64	-10.0	3.55	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
531019.000	-3.12	-4.69	14.7	8.0	0.23	909.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	4.64	-10.04	3.55	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
531106.000	-3.12	-4.69	14.7	8.0	0.23	907.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	4.64	-10.04	3.51	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
531193.000	-3.12	-4.69	14.81	8.0	0.23	904.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	4.64	-10.04	3.51	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
531280.000	-3.12	-4.69	14.81	8.0	0.23	897.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	4.64	-10.06	3.49	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
531366.000	-3.12	-4.69	14.81	8.0	0.23	904.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	4.64	-10.04	3.49	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
531453.000	-3.12	-4.69	14.81	8.0	0.23	903.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	4.64	-10.04	3.47	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
531539.000	-3.12	-4.69	14.81	8.0	0.23	891.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	4.64	-10.06	3.47	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
531626.000	-3.12	-4.69	14.81	8.0	0.23	898.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	4.64	-10.06	3.47	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
531713.000	-3.12	-4.69	14.81	8.0	0.23	897.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	4.64	-10.06	3.47	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
531800.000	-2.34	-4.69	14.93	8.0	0.23	895.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	4.64	-10.07	3.42	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.82
531886.000	-2.34	-4.69	14.93	8.0	0.23	897.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	4.64	-10.06	3.44	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.86
531973.000	-2.34	-4.69	14.93	8.0	0.23	901.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	4.64	-10.09	3.42	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.90
532059.000	-2.34	-4.69	14.93	8.0	0.23	903.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	4.64	-10.11	3.42	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.90
532147.000	-2.34	-4.69	14.81	8.0	0.23	904.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	4.64	-10.11	3.38	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.92
532234.000	-2.34	-4.69	14.93	8.0	0.23	888.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	4.5	-10.13	3.38	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.96
532320.000	-1.56	-4.69	14.93	8.0	0.23	891.0	0.000	0.000	14.7	16.0	9.88	11.0	111.0	4.64	-10.11	3.38	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.92
532407.000	-2.34	-4.69	14.93	8.0	0.23	883.0	0.000	0.000	14.7	16.0	9.88	11.0	111.0	4.5	-10.11	3.38	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.90
532494.000	-1.56	-4.69	15.04	8.0	0.23	894.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	4.64	-10.11	3.39	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.94
532580.000	-1.56	-4.69	15.04	8.0	0.23	899.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	4.5	-10.13	3.38	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.96
532667.000	-1.56	-4.69	14.93	8.0	0.22	894.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	4.5	-10.15	3.33	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.92
532754.000	-1.56	-4.69	15.04	8.0	0.23	887.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	4.5	-10.15	3.3	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.92
532841.000	-1.56	-4.69	15.04	8.0	0.22	892.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	4.5	-10.17	3.3	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.92
532927.000	-1.56	-4.69	14.81	8.0	0.22	892.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	4.5	-10.15	3.3	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.90
533014.000	-0.78	-4.69	15.04	8.0	0.22	884.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	4.5	-10.21	3.3	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.88
533102.000	-1.56	-4.69	14.93	8.0	0.23	876.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	4.5	-10.15	3.33	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.88
533188.000	-1.56	-4.69	14.93	8.0	0.22	874.0	0.000	0.000	14.7	16.0	9.88	11.5	111.0	4.5	-10.19	3.33	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.90
533275.000	-0.78	-4.69	14.93	8.0	0.22	883.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	4.5	-10.17	3.27	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.90
533362.000	-0.78	-4.69	14.93	8.0	0.22	884.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	4.5	-10.19	3.27	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.88
533448.000	-0.78	-4.69	14.81	8.0	0.22	875.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	4.5	-10.23	3.25	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.88
533535.000	-1.56	-4.69	14.7	8.0	0.22	878.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	4.5	-10.23	3.23	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.86
533622.000	-1.56	-4.69	14.7	8.0	0.22	865.0	0.000	0.000	14.7	16.0	9.88	11.0	111.0	4.5	-10.21	3.23	1.24	0.0	-1.08	0.0	0.64	0.0	0.0	14.84
533709.000	-1.56	-4.69	14.7	8.0	0.22	866.0	0.000	0.000	14.7	16.0	9.88	11.5	111.0	4.5	-10.21	3.23	1.22	0.0	-1.08	0.0	0.64	0.0	0.0	14.82
533796.000	-1.56	-4.69	14.7	8.0	0.22	870.0	0.000	0.000	14.7	16.0	9.88	11.0	111.0	4.5	-10.21	3.27	1.22	0.0	-1.08	0.0	0.64	0.0	0.0	14.83
MARK 000
