Time (msec),A/F Sensor #1 (AFR),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
57042,14.81,0.82,2525,0.00,0.00,14.64,16,11.75,-2.86,0.00,-1.70,1.18,0.00,0.00,14.80
57106,14.47,0.83,2512,0.00,0.00,14.64,16,11.90,-2.71,0.00,-1.70,1.20,0.00,0.00,14.80
57170,14.36,0.87,2565,0.00,0.00,14.23,16,12.04,-2.61,0.00,-1.70,1.22,0.00,0.00,14.50
57234,14.13,0.87,2592,0.00,0.00,14.64,16,12.19,-2.38,0.00,-1.70,1.22,0.00,0.00,14.50
57298,14.47,0.86,2610,0.00,0.00,14.64,16,12.33,-2.32,0.00,-1.70,1.22,0.00,0.00,14.40
57362,14.13,0.85,2656,0.00,0.00,14.46,16,12.48,-2.26,0.00,-1.70,1.24,0.00,0.00,14.50
57426,14.59,0.89,2664,0.00,0.00,14.65,16,12.48,-2.15,0.00,-1.70,1.24,0.00,0.00,14.50
57489,14.59,0.89,2660,0.00,0.00,14.65,16,12.62,-2.05,0.00,-1.70,1.24,0.00,0.00,14.70
57554,14.59,0.89,2715,0.00,0.00,14.65,16,12.62,-2.01,0.00,-1.70,1.24,0.00,0.00,14.60
57618,14.59,0.92,2715,0.00,0.00,14.65,16,12.77,-1.93,0.00,-1.70,1.26,0.00,0.00,14.60
57682,14.59,0.91,2717,0.00,0.00,14.66,16,12.91,-1.84,0.00,-1.70,1.26,0.00,0.00,14.70
57745,14.59,0.91,2739,0.00,0.00,14.66,16,12.91,-1.84,0.00,-1.70,1.26,0.00,0.00,14.60
57809,14.70,0.92,2790,0.00,0.00,14.66,16,12.91,-1.76,0.00,-1.70,1.28,0.00,0.00,14.60
57873,14.70,0.92,2796,0.00,0.00,14.66,16,13.06,-1.70,0.00,-1.70,1.28,0.00,0.00,14.80
57938,14.81,0.94,2844,0.00,0.00,14.39,16,13.06,-1.70,0.00,-1.70,1.28,0.00,0.00,14.80
58001,14.81,0.96,2893,0.00,0.00,14.88,16,13.06,-1.66,0.00,-1.70,1.28,0.00,0.00,14.80
58065,14.81,0.94,2893,0.00,0.00,14.66,16,13.06,-1.66,0.00,-1.70,1.28,0.00,0.00,14.60
58129,14.70,0.96,2914,0.00,0.00,14.67,16,13.06,-1.64,0.00,-1.70,1.28,0.00,0.00,14.60
58193,14.59,0.93,2947,0.00,0.00,14.67,16,13.20,-1.59,0.00,-1.70,1.28,0.00,0.00,14.70
58257,14.70,0.93,2954,0.00,0.00,14.68,16,13.20,-1.57,0.00,-1.70,1.28,0.00,0.00,14.70
58321,14.70,0.95,3010,0.00,0.00,14.45,16,13.20,-1.59,0.00,-1.70,1.28,0.00,0.00,14.70
58385,14.59,0.94,3024,0.00,0.00,14.68,16,13.20,-1.55,0.00,-1.70,1.28,0.00,0.00,14.60
58448,14.59,0.93,3038,0.00,0.00,14.68,16,13.20,-1.51,0.00,-1.70,1.28,0.00,0.00,14.50
58513,14.47,0.91,3094,0.00,0.00,14.68,16,13.20,-1.49,0.00,-1.70,1.28,0.00,0.00,14.50
58577,14.47,0.92,3100,0.00,0.00,14.69,16,13.20,-1.51,0.00,-1.70,1.28,0.00,0.00,14.50
58641,14.59,0.92,3126,0.00,0.00,14.83,16,13.20,-1.47,0.00,-1.70,1.28,0.00,0.00,14.40
58704,14.47,0.93,3170,0.00,0.00,14.69,16,13.20,-1.47,0.00,-1.70,1.28,0.00,0.00,14.40
58768,14.36,0.93,3179,0.00,0.00,14.69,16,13.20,-1.47,0.00,-1.70,1.28,0.00,0.00,14.50
58832,14.36,0.91,3227,0.00,0.00,14.87,16,13.20,-1.47,0.00,-1.70,1.28,0.00,0.00,14.50
58896,14.47,0.91,3227,0.00,0.00,14.69,16,13.20,-1.47,0.00,-1.70,1.28,0.00,0.00,14.50
58959,14.59,0.92,3269,0.00,0.00,14.54,16,13.20,-1.57,0.00,-2.01,1.28,0.00,0.00,14.60
59024,14.59,0.91,3305,0.00,0.00,14.69,16,13.20,-1.55,0.00,-2.01,1.28,0.00,0.00,14.60
59088,14.70,0.90,3314,0.00,0.00,14.70,16,13.20,-1.53,0.00,-2.01,1.26,0.00,0.00,14.60
59152,14.47,0.91,3357,0.00,0.00,14.70,16,13.06,-1.60,0.00,-2.01,1.24,0.00,0.00,14.40
59216,14.36,0.91,3389,0.00,0.00,14.70,16,13.06,-1.78,0.00,-2.01,1.24,0.00,0.00,14.40
59280,14.47,0.86,3384,0.00,0.00,14.70,16,12.77,-1.97,0.00,-2.01,1.22,0.00,0.00,14.60
59345,14.36,0.85,3421,0.00,0.00,14.71,16,12.77,-2.15,0.00,-2.01,1.22,0.00,0.00,14.50
59409,14.47,0.83,3458,0.00,0.00,14.71,16,12.48,-2.26,0.00,-2.01,1.20,0.00,0.00,14.50
59472,14.59,0.82,3453,0.00,0.00,14.90,16,12.33,-2.42,0.00,-2.01,1.20,0.00,0.00,14.60
59536,14.47,0.81,3482,0.00,0.00,14.71,16,12.19,-2.55,0.00,-2.32,1.18,0.00,0.00,14.60
59600,14.47,0.80,3498,0.00,0.00,14.71,16,12.04,-2.73,0.00,-2.32,1.18,0.00,0.00,14.60
59664,14.47,0.79,3542,0.00,0.00,14.71,16,11.90,-2.88,0.00,-2.32,1.18,0.00,0.00,14.70
59728,14.59,0.81,3561,0.00,0.00,14.71,16,11.75,-3.04,0.00,-2.32,1.16,0.00,0.00,14.70
59792,14.70,0.75,3588,0.00,0.00,14.71,16,11.46,-3.35,0.00,-2.32,1.14,0.00,0.00,14.80
59855,14.47,0.73,3600,0.00,0.00,14.71,16,11.17,-3.67,0.00,-2.32,1.12,0.00,0.00,14.60
59920,14.59,0.70,3614,0.00,0.00,14.70,16,10.88,-3.94,0.00,-2.63,1.12,0.00,0.00,14.60
59984,14.81,0.68,3640,0.00,0.00,14.87,16,10.59,-4.16,0.00,-2.63,1.12,0.00,0.00,14.90
60047,14.81,0.67,3621,0.00,0.00,14.70,16,10.45,-4.35,0.00,-2.63,1.10,0.00,0.00,14.90
60112,14.81,0.65,3646,0.00,0.00,14.69,16,10.01,-4.74,0.00,-2.63,1.08,0.00,0.00,14.90
60175,14.70,0.58,3646,0.00,0.00,14.70,16,9.72,-5.22,0.39,-2.94,1.04,0.00,0.00,14.60
60239,14.24,0.59,3650,0.00,0.00,14.90,16,9.14,-5.70,0.39,-2.94,1.04,0.00,0.00,14.30
60304,14.13,0.53,3650,0.00,0.00,14.69,16,8.85,-6.07,0.39,-2.94,1.02,0.00,0.00,14.30
60368,14.24,0.48,3669,0.00,0.00,15.27,16,8.27,-6.46,0.39,-2.94,1.00,0.00,0.00,14.40
60432,14.36,0.46,3718,0.00,0.00,14.70,16,7.84,-6.92,0.39,-3.25,0.98,0.00,0.00,14.40
60496,14.36,0.42,3705,0.00,0.00,14.71,16,7.40,-7.33,0.39,-3.25,0.96,0.00,0.00,14.40
60559,14.36,0.41,3705,0.00,0.00,14.71,16,7.11,-7.64,0.00,-3.25,0.96,0.00,0.00,14.40
60625,14.24,0.39,3718,0.00,0.00,14.71,16,6.82,-7.85,0.00,-3.25,0.96,0.00,0.00,14.40
60688,14.47,0.38,3737,0.00,0.00,14.71,16,6.67,-8.01,0.00,-3.56,0.94,0.00,0.00,14.50
60752,14.47,0.36,3724,0.00,0.00,14.97,16,6.53,-8.20,0.00,-3.56,0.94,0.00,0.00,14.70
60816,14.59,0.37,3722,0.00,0.00,14.71,16,6.38,-8.31,0.00,-3.56,0.92,0.00,0.00,14.70
60881,14.36,0.35,3718,0.00,0.00,14.71,16,6.24,-8.45,0.00,-3.56,0.92,0.00,0.00,14.50
60944,14.36,0.34,3729,0.00,0.00,14.71,16,6.09,-8.55,0.00,-3.56,0.92,0.00,0.00,14.50
61009,14.36,0.34,3737,0.00,0.00,14.72,16,6.09,-8.62,0.00,-3.56,0.92,0.00,0.00,14.50
61072,14.24,0.37,3709,0.00,0.00,14.72,16,5.95,-8.72,0.00,-3.56,0.90,0.00,0.00,14.50
61136,14.13,0.33,3687,0.00,0.00,14.72,16,5.80,-8.88,0.00,-3.56,0.90,0.00,0.00,14.50
61200,14.13,0.32,3700,0.00,0.00,14.72,16,5.66,-8.97,0.00,-3.56,0.90,0.00,0.00,14.30
61264,13.78,0.31,3707,0.00,0.00,14.72,16,5.66,-9.05,0.00,-3.56,0.88,0.00,0.00,14.20
61327,14.13,0.30,3700,0.00,0.00,14.72,16,5.51,-9.15,0.00,-3.56,0.88,0.00,0.00,14.20
61392,14.59,0.30,3680,0.00,0.00,14.71,16,5.51,-9.24,0.00,-3.56,0.88,0.00,0.00,14.70
61455,14.81,0.29,3685,0.00,0.00,14.71,16,5.37,-9.36,0.00,-3.56,0.88,0.00,0.00,15.10
61519,15.04,0.29,3691,0.00,0.00,14.71,16,5.22,-9.44,0.00,-3.56,0.86,0.00,0.00,15.10
61583,15.04,0.28,3685,0.00,0.00,14.71,16,5.08,-9.57,0.00,-3.56,0.86,0.00,0.00,15.10
61647,14.81,0.27,3676,0.00,0.00,14.71,16,5.08,-9.63,0.00,-3.56,0.84,0.00,0.00,14.80
61711,14.70,0.27,3671,0.00,0.00,14.71,16,5.08,-9.67,0.00,-3.56,0.84,0.00,0.00,14.80
61775,14.47,0.26,3673,0.00,0.00,14.71,16,5.08,-9.73,0.00,-3.56,0.84,0.00,0.00,14.50
61839,14.47,0.26,3680,0.00,0.00,14.71,16,4.93,-9.78,0.00,-3.56,0.84,0.00,0.00,14.50
61903,14.47,0.26,3669,0.00,0.00,14.71,16,4.93,-9.84,0.00,-3.56,0.82,0.00,0.00,14.50
61966,14.59,0.28,3669,0.00,0.00,14.71,16,4.79,-9.90,0.00,-3.56,0.82,0.00,0.00,14.60
62030,14.70,0.24,3674,0.00,0.00,14.71,16,4.79,-9.96,0.00,-3.56,0.82,0.00,0.00,14.60
62095,14.47,0.25,3660,0.00,0.00,14.71,16,4.79,-10.00,0.00,-3.56,0.82,0.00,0.00,14.70
62159,14.13,0.24,3625,0.00,0.00,14.71,16,4.79,-10.04,0.00,-3.56,0.82,0.00,0.00,14.50
62223,14.36,0.24,3630,0.00,0.00,14.71,16,4.64,-10.06,0.00,-3.56,0.82,0.00,0.00,14.50
62287,14.36,0.24,3625,0.00,0.00,14.71,16,4.64,-10.09,0.00,-3.56,0.82,0.00,0.00,14.50
62351,14.47,0.24,3614,0.00,0.00,14.71,16,4.64,-10.11,0.00,-3.56,0.82,0.00,0.00,14.50
62415,14.36,0.24,3604,0.00,0.00,14.71,16,4.50,-10.13,0.00,-3.56,0.82,0.00,0.00,14.50
62478,14.36,0.24,3606,0.00,0.00,14.71,16,4.50,-10.15,0.00,-3.56,0.80,0.00,0.00,14.50
62543,14.36,0.23,3606,0.00,0.00,14.71,16,4.50,-10.15,0.00,-3.56,0.80,0.00,0.00,14.50
62607,14.36,0.23,3588,0.00,0.00,14.71,16,4.50,-10.17,0.00,-3.56,0.80,0.00,0.00,14.50
62671,14.24,0.23,3571,0.00,0.00,14.71,16,4.50,-10.23,0.00,-3.25,0.80,0.00,0.00,14.50
62734,14.47,0.22,3578,0.00,0.00,14.71,16,4.50,-10.27,0.00,-3.25,0.78,0.00,0.00,14.50
62799,14.59,0.22,3599,0.00,0.00,14.71,16,4.50,-10.31,0.00,-3.25,0.78,0.00,0.00,14.60
62862,14.70,0.22,3583,0.00,0.00,14.71,16,4.35,-10.33,0.00,-3.25,0.78,0.00,0.00,14.60
62926,14.59,0.21,3583,0.00,0.00,14.71,16,4.35,-10.38,0.00,-3.25,0.78,0.00,0.00,14.60
62990,14.59,0.21,3571,0.00,0.00,14.71,16,4.35,-10.42,0.00,-3.25,0.76,0.00,0.00,14.70
63055,14.59,0.20,3570,0.00,0.00,14.71,16,4.21,-10.48,0.00,-3.25,0.76,0.00,0.00,14.60
63119,14.59,0.20,3559,0.00,0.00,14.71,16,4.21,-10.48,0.00,-3.25,0.76,0.00,0.00,14.60
63182,14.47,0.20,3534,0.00,0.00,14.71,16,4.21,-10.48,0.00,-3.25,0.78,0.00,0.00,14.60
63246,14.47,0.20,3526,0.00,0.00,14.71,16,4.21,-10.50,0.00,-3.25,0.78,0.00,0.00,14.60
63310,14.59,0.20,3516,0.00,0.00,14.71,16,4.21,-10.50,0.00,-3.25,0.76,0.00,0.00,14.60
63374,14.59,0.21,3526,0.00,0.00,14.71,16,4.21,-10.50,0.00,-3.25,0.76,0.00,0.00,14.70
63438,14.70,0.20,3522,0.00,0.00,14.71,16,4.21,-10.50,0.00,-3.25,0.76,0.00,0.00,14.70
63502,14.70,0.21,3514,0.00,0.00,14.70,16,4.21,-10.48,0.00,-3.25,0.76,0.00,0.00,14.70
63566,14.70,0.20,3485,0.00,0.00,14.70,16,4.21,-10.48,0.00,-3.25,0.76,0.00,0.00,14.70
63630,14.59,0.20,3472,0.00,0.00,14.70,16,4.21,-10.48,0.00,-3.25,0.76,0.00,0.00,14.70
63693,14.70,0.20,3467,0.00,0.00,14.70,16,4.21,-10.50,0.00,-3.25,0.76,0.00,0.00,14.70
63759,14.70,0.20,3483,0.00,0.00,14.70,16,4.21,-10.48,0.00,-3.25,0.76,0.00,0.00,14.80
63823,14.59,0.20,3477,0.00,0.00,14.70,16,4.21,-10.48,0.00,-3.25,0.76,0.00,0.00,14.80
63886,14.47,0.20,3453,0.00,0.00,14.70,16,4.21,-10.48,0.00,-3.25,0.76,0.00,0.00,14.60
63950,14.47,0.20,3434,0.00,0.00,15.03,16,4.21,-10.44,0.00,-3.25,0.76,0.00,0.00,14.60
64015,14.59,0.20,3448,0.00,0.00,14.70,16,4.21,-10.42,0.00,-3.25,0.76,0.00,0.00,14.60
64078,14.59,0.20,3438,0.00,0.00,14.70,16,4.21,-10.48,0.00,-3.25,0.74,0.00,0.00,14.70
64142,14.70,0.19,3415,0.00,0.00,14.70,16,4.21,-10.52,0.00,-3.25,0.74,0.00,0.00,14.70
64205,14.70,0.19,3406,0.00,0.00,14.70,16,4.06,-10.60,0.00,-3.25,0.70,0.00,0.00,14.70
64270,14.81,0.17,3417,0.00,0.00,14.71,16,3.92,-10.77,0.00,-3.25,0.70,0.00,0.00,14.80
64334,14.81,0.17,3407,0.00,0.00,14.71,16,3.77,-10.87,0.00,-2.94,0.70,0.00,0.00,14.80
64398,14.81,0.16,3375,0.00,0.00,14.71,16,3.77,-10.89,0.00,-2.94,0.70,0.00,0.00,14.90
64461,14.70,0.16,3363,0.00,0.00,14.71,16,3.77,-10.91,0.00,-2.94,0.70,0.00,0.00,14.80
64525,14.47,0.17,3375,0.00,0.00,14.70,16,3.77,-10.91,0.00,-2.94,0.70,0.00,0.00,14.80
64589,14.24,0.17,3348,0.00,0.00,14.70,16,3.77,-10.94,0.00,-2.94,0.70,0.00,0.00,14.60
64653,14.24,0.16,3345,0.00,0.00,14.70,16,3.77,-10.93,0.00,-2.94,0.70,0.00,0.00,14.50
64717,14.24,0.16,3348,0.00,0.00,14.70,16,3.77,-10.91,0.00,-2.94,0.70,0.00,0.00,14.50
64782,14.24,0.17,3312,0.00,0.00,14.70,16,3.77,-10.89,0.00,-2.94,0.68,0.00,0.00,14.40
64846,14.13,0.17,3302,0.00,0.00,14.70,16,3.92,-10.73,0.00,-2.94,0.68,0.00,0.00,14.30
64909,14.36,0.17,3305,0.00,0.00,14.70,16,4.06,-10.62,0.00,-2.94,0.68,0.00,0.00,14.30
64973,15.04,0.17,3285,0.00,0.00,14.70,16,4.06,-10.60,0.00,-2.94,0.68,0.00,0.00,14.40
65037,17.23,0.17,3264,0.00,0.00,14.70,16,4.21,-10.54,0.00,-2.94,0.68,0.00,0.00,14.40
65101,21.36,0.17,3231,0.00,0.00,14.70,16,4.21,-10.50,0.00,-2.94,0.68,0.00,0.00,15.10
65165,25.38,0.17,3249,0.00,0.00,14.70,16,4.21,-10.48,0.00,-2.94,0.68,0.00,0.00,19.20
65229,25.38,0.17,3201,0.00,0.00,14.70,16,4.21,-10.48,0.00,-2.94,0.68,0.00,0.00,19.20
65293,25.38,0.17,3204,0.00,0.00,14.70,16,4.21,-10.44,0.00,-2.94,0.68,0.00,0.00,27.20
65357,24.81,0.17,3175,0.00,0.00,14.70,16,4.21,-10.42,0.00,-2.94,0.68,0.00,0.00,42.30
65421,23.66,0.17,3172,0.00,0.00,14.70,16,4.21,-10.48,0.00,-2.63,0.68,0.00,0.00,42.30
65485,23.89,0.18,3134,0.00,0.00,14.70,16,4.21,-10.46,0.00,-2.63,0.68,0.00,0.00,78.90
65549,24.00,0.18,3136,0.00,0.00,14.70,16,4.21,-10.48,0.00,-2.63,0.68,0.00,0.00,96.00
65612,24.12,0.18,3126,0.00,0.00,14.70,16,4.21,-10.50,0.00,-2.63,0.68,0.00,0.00,96.00
65677,24.12,0.17,3089,0.00,0.00,14.70,16,4.21,-10.52,0.00,-2.63,0.68,0.00,0.00,96.00
65741,23.89,0.17,3089,0.00,0.00,14.70,16,4.21,-10.52,0.00,-2.63,0.68,0.00,0.00,99.90
65804,23.89,0.17,3093,0.00,0.00,14.70,16,4.21,-10.54,0.00,-2.63,0.68,0.00,0.00,99.90
65868,23.66,0.16,3057,0.00,0.00,14.70,16,4.21,-10.79,0.00,-2.63,0.68,0.00,0.00,99.90
65932,23.77,0.27,3038,0.00,0.00,13.16,16,4.50,-10.09,0.00,-2.63,0.66,0.00,0.00,99.90
65996,23.77,0.22,3041,0.00,0.00,14.70,16,4.50,-10.15,0.00,-2.63,0.68,0.00,0.00,99.90
66059,23.66,0.19,3010,0.00,0.00,14.70,16,4.50,-10.29,0.00,-2.63,0.68,0.00,0.00,99.90
66124,24.12,0.19,2995,0.00,0.00,14.70,16,4.35,-10.38,0.00,-2.63,0.68,0.00,0.00,99.90
66188,24.00,0.20,2994,0.00,0.00,14.70,16,4.35,-10.40,0.00,-2.32,0.68,0.00,0.00,99.90
66251,23.89,0.20,2981,0.00,0.00,14.70,16,4.35,-10.35,0.00,-2.32,0.72,0.00,0.00,99.90
66316,23.89,0.19,2947,0.00,0.00,14.69,16,4.50,-10.17,0.00,-2.32,0.74,0.00,0.00,99.90
66379,24.12,0.23,2924,0.00,0.00,14.69,16,4.79,-9.98,0.00,-2.32,0.76,0.00,0.00,99.90
66443,24.00,0.26,2935,0.00,0.00,14.69,16,4.79,-9.96,0.00,-2.32,0.78,0.00,0.00,96.00
66507,23.54,0.29,2930,0.00,0.00,14.69,16,4.93,-9.80,0.00,-2.32,0.82,0.00,0.00,96.00
66570,23.43,0.32,2919,0.00,0.00,14.07,16,5.08,-9.57,0.00,-2.32,0.82,0.00,0.00,63.30
66635,21.13,0.30,2912,0.00,0.00,14.69,16,5.37,-9.36,0.00,-2.32,0.82,0.00,0.00,63.30
66699,17.00,0.32,2948,0.00,0.00,14.68,16,5.51,-9.20,0.00,-2.32,0.84,0.00,0.00,20.50
66763,15.04,0.33,2912,0.00,0.00,14.68,16,5.66,-8.99,0.00,-2.32,0.84,0.00,0.00,16.00
66827,14.36,0.31,2849,0.00,0.00,14.68,16,5.95,-8.84,0.00,-2.32,0.86,0.00,0.00,16.00
66890,14.59,0.37,2909,0.00,0.00,14.67,16,5.95,-8.60,0.00,-2.32,0.90,0.00,0.00,15.20
66956,14.59,0.40,2928,0.00,0.00,14.67,16,6.38,-8.35,0.00,-2.32,0.90,0.00,0.00,15.10
67020,14.93,0.40,2876,0.00,0.00,14.67,16,6.38,-8.06,0.00,-2.32,0.92,0.00,0.00,15.10
67084,15.04,0.43,2906,0.00,0.00,14.18,16,6.67,-7.79,0.00,-2.32,0.96,0.00,0.00,15.50
67147,14.81,0.50,2944,0.00,0.00,13.93,16,7.11,-7.33,0.00,-2.32,1.00,0.00,0.00,15.30
67211,15.04,0.55,2934,0.00,0.00,14.11,16,7.55,-6.75,0.00,-2.32,1.02,0.00,0.00,15.30
67275,15.04,0.58,2916,0.00,0.00,14.19,16,8.27,-6.23,0.00,-2.32,1.06,0.00,0.00,15.30
67339,14.93,0.63,2947,0.00,0.00,14.04,16,8.71,-5.63,0.00,-2.32,1.08,0.00,0.00,15.30
67403,14.81,0.67,2970,0.00,0.00,14.30,16,9.29,-5.24,0.00,-2.01,1.10,0.00,0.00,15.00
67467,14.81,0.71,2984,0.00,0.00,14.31,16,9.72,-4.85,0.00,-2.01,1.14,0.00,0.00,14.90
67530,14.70,0.74,2986,0.00,0.00,14.63,16,10.16,-4.39,0.00,-2.01,1.16,0.00,0.00,14.90
67594,14.47,0.76,3025,0.00,0.00,14.63,16,10.59,-4.06,0.00,-2.01,1.16,0.00,0.00,14.50
67659,14.13,0.77,3039,0.00,0.00,14.63,16,10.88,-3.75,0.00,-2.01,1.18,0.00,0.00,14.50
67722,14.36,0.79,3042,0.00,0.00,14.64,16,11.03,-3.56,0.00,-2.01,1.20,0.00,0.00,14.50
67787,14.47,0.79,3093,0.00,0.00,14.83,16,11.32,-3.33,0.00,-2.01,1.20,0.00,0.00,14.40
67851,14.36,0.81,3108,0.00,0.00,14.64,16,11.46,-3.19,0.00,-2.01,1.22,0.00,0.00,14.50
67915,14.24,0.81,3113,0.00,0.00,14.45,16,11.61,-3.09,0.00,-2.01,1.22,0.00,0.00,14.50
67979,14.36,0.78,3113,0.00,0.00,14.65,16,11.75,-3.02,0.00,-2.01,1.22,0.00,0.00,14.50
68043,14.47,0.82,3156,0.00,0.00,14.65,16,11.75,-2.92,0.00,-2.01,1.22,0.00,0.00,14.60
68106,14.47,0.84,3152,0.00,0.00,14.82,16,11.75,-2.90,0.00,-2.01,1.22,0.00,0.00,14.60
68170,14.47,0.81,3193,0.00,0.00,14.37,16,11.90,-2.88,0.00,-2.01,1.22,0.00,0.00,14.50
68234,14.47,0.79,3197,0.00,0.00,14.66,16,11.90,-2.94,0.00,-2.01,1.16,0.00,0.00,14.50
68299,14.47,0.76,3258,0.00,0.00,14.88,16,11.46,-3.40,0.00,-2.32,1.10,0.00,0.00,14.60
68362,14.47,0.74,3249,0.00,0.00,15.62,16,10.88,-3.93,0.00,-2.32,1.08,0.00,0.00,14.40
68427,14.36,0.66,3266,0.00,0.00,14.70,16,10.45,-4.29,0.00,-2.32,1.06,0.00,0.00,14.40
68490,14.01,0.63,3292,0.00,0.00,14.90,16,10.01,-4.76,0.00,-2.32,1.04,0.00,0.00,14.20
68554,14.36,0.62,3318,0.00,0.00,14.99,16,9.43,-5.22,0.00,-2.63,1.02,0.00,0.00,14.60
68618,14.59,0.55,3336,0.00,0.00,14.91,16,9.14,-5.61,0.00,-2.63,1.02,0.00,0.00,14.60
68683,14.36,0.50,3330,0.00,0.00,14.71,16,8.85,-5.84,0.00,-2.94,1.02,0.00,0.00,14.50
68746,14.36,0.51,3370,0.00,0.00,14.71,16,8.71,-6.01,0.00,-2.94,1.02,0.00,0.00,14.70
68810,14.59,0.51,3381,0.00,0.00,14.71,16,8.56,-6.13,0.00,-2.94,1.00,0.00,0.00,14.70
68874,15.04,0.48,3380,0.00,0.00,15.11,16,8.42,-6.25,0.00,-2.94,1.00,0.00,0.00,15.40
68938,15.16,0.50,3389,0.00,0.00,14.71,16,8.13,-6.50,0.00,-2.94,0.94,0.00,0.00,15.40
69002,15.04,0.41,3401,0.00,0.00,15.30,16,7.40,-7.29,0.00,-2.94,0.84,0.00,0.00,14.90
69066,15.04,0.36,3400,0.00,0.00,15.42,16,6.24,-8.35,0.00,-3.25,0.68,0.00,0.00,15.20
69130,14.93,0.28,3396,0.00,0.00,15.57,16,4.93,-9.69,0.00,-3.25,0.64,0.00,0.00,15.20
69195,14.13,0.19,3392,0.00,0.00,15.14,16,4.21,-10.35,0.00,-2.94,0.64,0.00,0.00,14.40
69258,12.98,0.14,3289,0.00,0.00,15.75,16,4.06,-10.52,0.00,-2.94,0.64,0.00,0.00,14.10
69322,12.98,0.14,3358,0.00,0.00,14.70,16,3.92,-10.75,0.00,-3.25,0.64,0.00,0.00,14.10
69386,14.13,0.14,3464,0.00,0.00,14.70,16,3.92,-10.87,0.00,-3.25,0.64,0.00,0.00,13.80
69449,16.77,0.15,3352,0.00,0.00,14.70,16,3.92,-10.85,0.00,-2.94,0.64,0.00,0.00,14.80
69514,21.48,0.15,3258,0.00,0.00,14.70,16,3.92,-10.79,0.00,-2.94,0.64,0.00,0.00,14.80
69577,25.04,0.14,3336,0.00,0.00,14.70,16,3.92,-10.81,0.00,-2.94,0.64,0.00,0.00,19.40
69641,25.38,0.14,3335,0.00,0.00,14.70,16,3.92,-10.87,0.00,-2.94,0.64,0.00,0.00,27.20
69705,24.23,0.14,3256,0.00,0.00,14.70,16,3.92,-10.81,0.00,-2.94,0.64,0.00,0.00,27.20
69769,23.66,0.14,3266,0.00,0.00,14.70,16,3.92,-10.79,0.00,-2.94,0.64,0.00,0.00,43.10
69834,23.66,0.15,3258,0.00,0.00,14.70,16,3.92,-10.79,0.00,-2.94,0.64,0.00,0.00,43.10
69897,23.54,0.15,3240,0.00,0.00,14.70,16,3.92,-10.77,0.00,-2.94,0.64,0.00,0.00,72.30
69961,23.66,0.15,3188,0.00,0.00,14.70,16,3.92,-10.75,0.00,-2.94,0.64,0.00,0.00,90.80
70025,23.77,0.16,3193,0.00,0.00,14.70,16,3.92,-10.75,0.00,-2.63,0.64,0.00,0.00,90.80
70089,23.77,0.15,3154,0.00,0.00,14.70,16,3.92,-10.73,0.00,-2.63,0.64,0.00,0.00,96.00
70153,23.77,0.14,3134,0.00,0.00,14.70,16,3.77,-11.18,0.00,-2.63,0.64,0.00,0.00,96.00
70217,23.89,0.23,3104,0.00,0.00,14.70,16,4.50,-10.21,0.00,-2.63,0.64,0.00,0.00,96.00
70280,23.66,0.20,3061,0.00,0.00,14.70,16,4.35,-10.44,0.00,-2.63,0.64,0.00,0.00,99.90
70344,23.77,0.17,3036,0.00,0.00,14.70,16,4.21,-10.52,0.00,-2.63,0.64,0.00,0.00,99.90
70409,24.00,0.17,3008,0.00,0.00,14.70,16,4.06,-10.62,0.00,-2.63,0.64,0.00,0.00,99.90
70472,23.77,0.17,2952,0.00,0.00,14.70,16,4.06,-10.65,0.00,-2.63,0.64,0.00,0.00,99.90
70536,24.12,0.17,2914,0.00,0.00,14.70,16,4.06,-10.65,0.00,-2.32,0.64,0.00,0.00,99.90
70600,24.12,0.18,2914,0.00,0.00,14.70,16,4.06,-10.67,0.00,-2.32,0.64,0.00,0.00,99.90
70665,23.77,0.18,2890,0.00,0.00,14.70,16,4.06,-10.67,0.00,-2.32,0.64,0.00,0.00,99.90
70729,24.00,0.19,2850,0.00,0.00,14.70,16,4.06,-10.67,0.00,-2.32,0.64,0.00,0.00,99.90
70792,23.89,0.18,2810,0.00,0.00,14.70,16,4.06,-10.67,0.00,-2.01,0.64,0.00,0.00,99.90
70856,23.89,0.19,2770,0.00,0.00,14.70,16,4.06,-10.67,0.00,-2.01,0.64,0.00,0.00,99.90
70921,23.77,0.19,2724,0.00,0.00,14.70,16,4.06,-10.67,0.00,-2.01,0.64,0.00,0.00,99.90
70984,23.77,0.19,2685,0.00,0.00,14.70,16,4.06,-10.71,0.00,-2.01,0.64,0.00,0.00,99.90
71048,23.89,0.19,2633,0.00,0.00,14.70,16,3.92,-10.69,0.00,-2.01,0.64,0.00,0.00,99.90
71113,23.89,0.18,2580,0.00,0.00,14.70,16,3.92,-10.73,0.00,-2.01,0.64,0.00,0.00,99.90
