Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%)
327567,13.78,0.17,2471,0.00,0.00,16,-10.16,-10.50,4.06,13.65,-2.94,0.64,13.52,0.00
327754,20.44,0.14,2154,0.00,0.00,16,14.45,14.50,4.06,9.90,-2.32,0.64,13.60,0.00
327957,23.66,0.16,1878,0.00,0.00,16,14.10,14.00,4.06,9.75,-1.39,0.64,13.68,0.00
328147,23.54,0.17,1596,0.00,0.00,16,14.10,14.00,4.06,9.17,-1.39,0.64,13.60,0.00
328336,23.66,0.17,1288,0.00,0.00,16,14.10,22.00,4.50,7.33,-1.39,0.64,13.68,35.00
328524,23.43,0.13,1268,0.00,0.00,16,14.10,16.50,4.79,5.23,-1.39,0.66,13.60,33.00
328716,23.54,0.20,1340,0.00,0.00,16,16.56,14.50,5.08,9.17,-1.39,0.80,13.68,31.00
328908,15.96,0.21,1684,0.00,0.00,16,27.11,22.00,6.67,11.56,-1.39,0.82,13.52,30.00
329090,13.21,0.20,2093,0.00,0.00,16,38.71,36.50,6.96,13.09,-1.70,0.88,13.60,28.00
329278,15.04,0.23,2054,0.00,0.00,16,39.06,38.00,7.11,14.73,-1.70,0.92,13.60,27.00
329465,14.59,0.39,2040,0.00,0.00,16,36.95,40.00,9.72,24.32,0.15,1.12,13.44,25.00
329668,12.86,0.41,2077,0.00,0.00,16,35.20,34.00,12.19,29.71,3.87,1.20,13.52,23.00
329856,14.59,0.43,2093,0.00,0.00,16,33.79,34.00,12.91,29.82,4.80,1.24,13.52,21.00
330050,14.70,0.45,2114,0.00,0.00,16,33.09,32.00,13.49,31.61,5.10,1.24,13.52,19.00
330240,14.70,0.46,2174,0.00,0.00,16,32.03,32.00,13.78,33.59,5.72,1.26,13.52,18.00
330431,14.59,0.47,2209,0.00,0.00,16,30.62,31.50,13.93,34.58,5.10,1.26,13.60,16.00
330623,14.59,0.48,2219,0.00,0.00,16,30.62,30.50,14.07,35.82,4.49,1.22,13.52,14.00
330811,14.59,0.45,2259,0.00,0.00,16,33.79,32.50,13.93,33.11,3.56,1.12,13.60,12.00
330998,14.81,0.42,2321,0.00,0.00,16,36.60,35.50,13.20,32.62,1.39,1.10,13.60,11.00
331186,14.70,0.40,2344,0.00,0.00,16,38.36,36.50,12.62,31.06,0.46,1.04,13.60,10.00
331373,14.01,0.36,2341,0.00,0.00,16,42.58,41.50,11.17,26.83,-2.32,0.96,13.60,8.00
331563,13.55,0.31,2366,0.00,0.00,16,44.34,43.50,10.01,24.51,-2.94,0.94,13.60,6.00
331751,14.01,0.30,2387,0.00,0.00,16,45.04,44.50,9.58,23.93,-2.94,0.94,13.60,4.00
331940,13.78,0.27,2405,0.00,0.00,16,45.04,45.00,8.85,21.36,-2.94,0.88,13.60,2.00
332127,13.78,0.24,2415,0.00,0.00,16,44.34,44.00,7.98,18.80,-2.94,0.84,13.60,1.00
332330,13.90,0.19,2433,0.00,0.00,16,37.30,36.50,7.11,15.62,-2.94,0.82,13.60,0.00
332517,14.24,0.18,2440,0.00,0.00,16,30.27,32.50,6.53,14.60,-2.94,0.80,13.52,0.00
332705,13.67,0.17,2426,0.00,0.00,16,27.46,25.00,6.09,14.09,-2.94,0.80,13.60,0.00
332892,13.78,0.17,2443,0.00,0.00,16,22.19,20.00,5.95,13.32,-3.25,0.80,13.52,0.00
333086,14.47,0.15,2424,0.00,0.00,16,14.10,20.00,5.80,13.14,-2.94,0.78,13.52,0.00
333279,14.36,0.16,2448,0.00,0.00,16,17.27,16.50,5.66,12.70,-3.25,0.78,13.60,0.00
333470,13.78,0.16,2419,0.00,0.00,16,21.13,21.00,5.51,13.20,-2.94,0.78,13.52,0.00
333660,13.44,0.16,2414,0.00,0.00,16,17.27,21.00,5.51,12.90,-2.94,0.78,13.60,0.00
333848,13.21,0.16,2413,0.00,0.00,16,17.62,18.50,5.51,12.59,-2.94,0.78,13.52,0.00
334035,13.67,0.16,2404,0.00,0.00,16,16.21,16.50,5.37,12.52,-2.94,0.78,13.60,0.00
334238,13.44,0.15,2383,0.00,0.00,16,13.75,12.50,5.37,11.71,-2.94,0.78,13.60,0.00
334426,14.24,0.15,2392,0.00,0.00,16,13.40,14.00,5.37,12.10,-2.94,0.78,13.60,0.00
334613,14.13,0.15,2336,0.00,0.00,16,16.56,17.50,5.37,11.77,-2.63,0.78,13.60,0.00
334801,13.67,0.15,2365,0.00,0.00,16,15.51,17.50,5.37,11.88,-2.94,0.78,13.60,0.00
335004,13.67,0.15,2328,0.00,0.00,16,16.91,15.50,5.37,11.66,-2.63,0.78,13.60,0.00
335194,13.90,0.15,2322,0.00,0.00,16,17.97,16.50,5.22,11.77,-2.63,0.78,13.60,0.00
335383,13.44,0.15,2322,0.00,0.00,16,16.56,19.00,5.37,11.61,-2.63,0.78,13.60,0.00
335571,13.67,0.15,2314,0.00,0.00,16,16.21,14.50,5.37,11.29,-2.63,0.78,13.60,0.00
335758,14.01,0.16,2300,0.00,0.00,16,21.84,21.50,5.37,12.04,-2.63,0.82,13.60,0.00
335946,13.67,0.23,2311,0.00,0.00,16,42.58,42.00,6.53,16.89,-2.63,0.90,13.60,0.00
336146,12.63,0.27,2308,0.00,0.00,16,44.34,43.50,7.84,20.40,-2.63,0.96,13.52,0.00
336337,13.21,0.31,2303,0.00,0.00,16,43.63,43.50,9.14,23.63,-1.08,1.00,13.60,0.00
336532,13.67,0.34,2337,0.00,0.00,16,43.28,43.00,10.01,26.40,-0.46,1.04,13.52,0.00
336716,13.44,0.34,2351,0.00,0.00,16,43.63,43.50,10.45,26.41,-0.77,1.04,13.52,0.00
336903,13.90,0.32,2366,0.00,0.00,16,43.98,43.50,10.30,24.22,-1.70,0.98,13.52,0.00
337101,14.01,0.29,2388,0.00,0.00,16,45.04,44.50,9.43,22.86,-2.94,0.94,13.60,0.00
337293,13.67,0.28,2413,0.00,0.00,16,45.39,45.00,8.85,22.14,-2.94,0.92,13.52,0.00
337482,13.78,0.27,2427,0.00,0.00,16,45.74,45.50,8.56,21.89,-2.94,0.92,13.52,0.00
337670,13.90,0.26,2434,0.00,0.00,16,45.39,45.00,8.56,21.53,-2.94,0.92,13.60,0.00
337857,14.13,0.26,2440,0.00,0.00,16,45.04,45.00,8.27,20.57,-3.25,0.90,13.52,0.00
340708,16.08,0.20,1734,0.00,0.00,16,32.38,32.50,6.67,11.71,-1.39,0.84,13.60,19.00
340896,17.23,0.21,1722,0.00,0.00,16,32.03,32.00,6.96,12.25,-1.39,0.86,13.68,18.00
341083,15.04,0.25,1711,0.00,0.00,16,32.03,32.00,7.40,13.90,-1.39,0.88,13.60,16.00
341271,14.93,0.24,1712,0.00,0.00,16,32.38,32.00,7.98,14.09,-1.39,0.88,13.60,14.00
341474,15.16,0.26,1729,0.00,0.00,16,32.38,32.50,8.13,14.47,-1.39,0.88,13.60,12.00
341661,15.04,0.26,1728,0.00,0.00,16,32.73,32.50,8.27,14.47,-1.39,0.88,13.60,11.00
341849,14.81,0.24,1716,0.00,0.00,16,32.03,32.00,7.98,12.25,-1.39,0.80,13.68,9.00
342042,14.36,0.19,1723,0.00,0.00,16,31.33,31.50,6.67,9.44,-1.39,0.78,13.60,7.00
342227,14.13,0.16,1707,0.00,0.00,16,30.62,30.50,5.95,8.78,-1.39,0.76,13.60,5.00
342415,14.13,0.14,1714,0.00,0.00,16,29.57,29.50,5.37,7.38,-1.39,0.76,13.60,4.00
342603,14.36,0.14,1721,0.00,0.00,16,29.92,29.50,5.08,8.14,-1.39,0.76,13.60,2.00
342806,15.27,0.14,1702,0.00,0.00,16,29.22,29.00,5.08,7.66,-1.39,0.76,13.52,0.00
342994,15.16,0.14,1694,0.00,0.00,16,29.22,29.00,4.93,8.06,-1.39,0.76,13.60,0.00
343190,14.81,0.14,1694,0.00,0.00,16,29.22,29.00,4.93,7.74,-1.39,0.76,13.52,0.00
343380,14.24,0.12,1690,0.00,0.00,16,28.87,28.50,4.93,7.41,-1.39,0.76,13.60,0.00
343573,14.13,0.13,1664,0.00,0.00,16,28.52,28.50,4.93,6.84,-1.39,0.74,13.68,0.00
343752,14.36,0.14,1694,0.00,0.00,16,29.22,29.00,4.93,7.74,-1.39,0.74,13.52,0.00
343955,15.16,0.13,1666,0.00,0.00,16,28.52,28.00,4.93,6.84,-1.39,0.74,13.60,0.00
344148,14.93,0.13,1647,0.00,0.00,16,28.16,28.00,4.79,7.21,-1.39,0.74,13.60,0.00
344335,14.70,0.12,1656,0.00,0.00,16,27.81,28.00,4.79,6.70,-1.39,0.72,13.60,0.00
344523,14.59,0.12,1663,0.00,0.00,16,27.81,27.50,4.50,6.37,-1.39,0.70,13.68,0.00
344710,14.47,0.11,1621,0.00,0.00,16,24.30,25.00,4.21,5.94,-1.39,0.68,13.60,0.00
344913,15.27,0.11,1592,0.00,0.00,16,17.97,18.50,3.92,5.91,-1.39,0.66,13.68,0.00
345102,19.64,0.11,1648,0.00,0.00,16,14.10,14.00,4.06,5.81,-1.39,0.66,13.60,0.00
345298,22.51,0.11,1595,0.00,0.00,16,14.10,14.00,4.06,5.94,-1.39,0.64,13.60,0.00
345488,25.61,0.10,1497,0.00,0.00,16,14.10,14.00,3.92,5.21,-1.39,0.64,13.60,0.00
345679,23.43,0.13,1206,0.00,0.00,16,14.10,22.00,4.06,5.08,-1.39,0.64,13.60,35.00
345866,23.66,0.14,1260,0.00,0.00,16,14.10,21.50,4.21,5.01,-1.39,0.80,13.60,33.00
346054,22.85,0.40,1619,0.00,0.00,16,29.92,30.50,10.01,25.63,2.01,1.22,13.52,31.00
346241,14.13,0.23,2405,0.00,0.00,16,34.14,44.00,7.98,7.34,-2.32,0.64,13.60,29.00
346444,12.17,0.11,2418,0.00,0.00,16,-6.64,-10.50,4.64,7.37,-2.94,0.64,13.52,28.00
346632,18.03,0.10,2098,0.00,0.00,16,14.10,14.00,4.06,6.40,-2.01,0.72,13.60,26.00
346819,23.54,0.12,1970,0.00,0.00,16,19.73,18.50,4.50,8.03,-1.70,0.74,13.52,24.00
347007,23.43,0.12,2042,0.00,0.00,16,24.65,23.00,4.35,7.94,-1.70,0.74,13.60,22.00
347195,14.47,0.11,2039,0.00,0.00,16,27.46,27.00,4.50,7.70,-1.70,0.74,13.52,21.00
347398,12.86,0.09,2012,0.00,0.00,16,27.46,30.00,4.35,4.43,-1.70,0.64,13.60,19.00
347585,13.09,0.09,2012,0.00,0.00,16,14.80,20.00,3.48,6.18,-1.39,0.64,13.68,17.00
347773,14.36,0.09,1965,0.00,0.00,16,14.10,14.00,3.63,6.04,-1.39,0.64,13.60,16.00
347960,17.11,0.09,1943,0.00,0.00,16,14.10,14.00,3.63,5.68,-1.39,0.64,13.60,14.00
348158,23.20,0.09,1933,0.00,0.00,16,14.10,14.00,3.63,5.91,-1.39,0.64,13.68,12.00
348350,25.15,0.08,1903,0.00,0.00,16,14.10,14.00,3.63,5.55,-1.39,0.64,13.60,11.00
348542,23.77,0.10,1882,0.00,0.00,16,14.10,14.00,3.63,5.91,-1.39,0.64,13.68,9.00
348731,23.54,0.09,1882,0.00,0.00,16,14.10,14.00,3.63,5.91,-1.39,0.64,13.60,7.00
348918,23.77,0.09,1862,0.00,0.00,16,14.10,14.00,3.63,5.72,-1.39,0.64,13.68,5.00
349114,23.66,0.09,1843,0.00,0.00,16,14.10,14.00,3.48,5.59,-1.39,0.64,13.68,4.00
349307,23.66,0.10,1816,0.00,0.00,16,14.10,14.00,3.48,5.71,-1.39,0.64,13.68,2.00
349495,23.77,0.09,1791,0.00,0.00,16,14.10,14.00,3.48,5.14,-1.39,0.64,13.52,0.00
349682,23.77,0.08,1762,0.00,0.00,16,14.10,14.00,3.48,4.95,-1.39,0.64,13.60,0.00
349870,23.66,0.10,1747,0.00,0.00,16,14.10,14.00,3.48,5.72,-1.39,0.64,13.52,0.00
350069,24.00,0.10,1732,0.00,0.00,16,14.10,14.00,3.48,5.81,-1.39,0.64,13.68,0.00
350262,23.77,0.10,1705,0.00,0.00,16,14.10,14.00,3.48,5.87,-1.39,0.64,13.52,0.00
350452,23.77,0.10,1675,0.00,0.00,16,14.10,14.00,3.48,5.81,-1.39,0.64,13.52,0.00
350644,23.66,0.10,1668,0.00,0.00,16,14.10,14.00,3.48,5.62,-1.39,0.64,13.60,0.00
350824,23.77,0.10,1637,0.00,0.00,16,14.10,14.00,3.48,5.65,-1.39,0.64,13.60,0.00
351027,23.66,0.11,1620,0.00,0.00,16,14.10,14.00,3.63,5.65,-1.39,0.64,13.60,0.00
351217,23.77,0.11,1605,0.00,0.00,16,14.10,14.00,3.63,5.91,-1.39,0.64,13.60,0.00
351404,23.77,0.11,1586,0.00,0.00,16,14.10,14.00,3.77,5.94,-1.39,0.64,13.60,0.00
351592,23.66,0.11,1550,0.00,0.00,16,14.10,14.00,3.77,5.81,-1.39,0.64,13.68,0.00
351779,23.66,0.11,1507,0.00,0.00,16,14.10,14.00,3.92,5.72,-1.39,0.64,13.60,0.00
351967,24.00,0.14,1218,0.00,0.00,16,14.10,22.00,3.92,5.52,-1.39,0.64,13.68,34.00
352170,24.00,0.13,1254,0.00,0.00,16,14.10,22.00,4.06,4.63,-1.39,0.64,13.60,33.00
352359,23.89,0.12,1221,0.00,0.00,16,14.10,21.50,3.92,4.73,-1.39,0.64,13.60,31.00
352552,23.54,0.12,1169,0.00,0.00,16,14.10,22.00,3.92,4.69,-1.39,0.64,13.60,30.00
352734,16.31,0.13,1091,0.00,0.00,16,14.10,22.00,4.06,4.88,-1.08,0.64,13.52,28.00
352921,13.78,0.12,1047,0.00,0.00,16,14.10,22.00,4.21,4.37,-1.08,0.64,13.60,26.00
353109,12.06,0.12,1049,0.00,0.00,16,14.10,22.00,4.35,4.13,-1.08,0.64,13.60,24.00
353312,11.60,0.11,1040,0.00,0.00,16,14.10,22.00,4.21,3.96,-1.08,0.64,13.60,23.00
353499,11.37,0.11,1031,0.00,0.00,16,14.10,22.00,4.06,3.69,-1.08,0.64,13.44,21.00
353687,11.71,0.11,979,0.00,0.00,16,14.10,22.00,4.06,3.59,-1.08,0.64,13.60,19.00
353874,12.17,0.12,933,0.00,0.00,16,14.10,22.00,4.21,3.72,-1.08,0.64,13.52,17.00
354081,12.52,0.12,884,0.00,0.00,16,14.10,22.00,4.35,3.58,-1.08,0.64,13.60,16.00
354269,12.86,0.12,865,0.00,0.00,16,14.10,22.00,4.50,3.40,-1.08,0.64,13.44,14.00
354457,13.09,0.12,838,0.00,0.00,16,14.10,22.00,4.64,3.29,-1.08,0.64,13.60,13.00
354648,13.09,0.12,814,0.00,0.00,16,14.10,22.00,4.64,3.16,-1.08,0.64,13.52,11.00
354835,13.09,0.12,785,0.00,0.00,16,14.10,22.00,4.79,3.17,-1.08,0.64,13.52,9.00
355023,13.44,0.12,748,0.00,0.00,16,14.10,22.00,4.93,3.17,-1.08,0.64,13.60,7.00
355222,13.78,0.13,732,0.00,0.00,16,14.10,22.00,5.08,3.27,-1.08,0.64,13.36,6.00
355412,14.36,0.14,727,0.00,0.00,16,14.10,22.00,5.37,3.38,-1.08,0.64,13.60,4.00
355605,14.70,0.14,756,0.00,0.00,16,14.10,21.00,5.51,3.43,-1.08,0.64,13.60,2.00
355793,14.93,0.13,782,0.00,0.00,16,14.10,17.50,5.66,3.50,-1.08,0.64,13.60,0.00
355980,15.50,0.14,776,0.00,0.00,16,14.10,17.50,5.66,3.50,-1.08,0.64,13.60,0.00
356168,15.85,0.14,789,0.00,0.00,16,14.10,15.50,5.66,3.73,-1.08,0.64,13.44,0.00
356355,16.08,0.14,815,0.00,0.00,16,14.10,14.00,5.66,3.67,-1.08,0.64,13.60,0.00
356558,16.31,0.13,834,0.00,0.00,16,14.10,12.00,5.51,3.60,-1.08,0.64,13.52,0.00
356746,16.31,0.14,809,0.00,0.00,16,14.10,13.00,5.51,3.73,-1.08,0.64,13.60,0.00
356934,16.42,0.13,824,0.00,0.00,16,14.10,13.50,5.51,3.67,-1.08,0.64,13.60,0.00
357128,16.19,0.13,828,0.00,0.00,16,14.10,12.00,5.51,3.60,-1.08,0.64,13.52,0.00
357313,16.19,0.13,846,0.00,0.00,16,14.10,10.50,5.37,3.62,-1.08,0.64,13.60,0.00
357501,15.96,0.13,843,0.00,0.00,16,14.10,11.50,5.37,3.62,-1.08,0.64,13.44,0.00
357703,15.85,0.13,837,0.00,0.00,16,14.10,12.50,5.37,3.67,-1.08,0.64,13.60,0.00
357891,15.85,0.13,846,0.00,0.00,16,14.10,11.50,5.22,3.62,-1.08,0.64,13.60,0.00
358085,15.50,0.13,843,0.00,0.00,16,14.10,12.50,5.22,3.62,-1.08,0.64,13.60,0.00
358273,15.50,0.13,841,0.00,0.00,16,14.10,13.00,5.22,3.58,-1.08,0.64,13.60,0.00
358467,15.50,0.13,838,0.00,0.00,16,14.10,13.00,5.22,3.58,-1.08,0.64,13.60,0.00
358658,15.39,0.13,829,0.00,0.00,16,14.10,14.00,5.22,3.53,-1.08,0.64,13.60,0.00
358847,15.27,0.13,834,0.00,0.00,16,14.10,14.00,5.22,3.53,-1.08,0.64,13.60,0.00
359035,15.27,0.13,835,0.00,0.00,16,14.10,13.00,5.22,3.55,-1.08,0.64,13.52,0.00
359222,15.27,0.12,849,0.00,0.00,16,14.10,13.00,5.22,3.53,-1.08,0.64,13.60,0.00
359425,15.16,0.12,862,0.00,0.00,16,14.10,12.00,5.08,3.45,-1.08,0.64,13.52,0.00
359613,15.16,0.12,862,0.00,0.00,16,14.10,11.50,4.93,3.40,-1.08,0.64,13.60,0.00
359800,15.04,0.12,860,0.00,0.00,16,14.10,12.00,4.93,3.43,-1.08,0.64,13.52,0.00
359988,15.04,0.12,873,0.00,0.00,16,14.10,11.00,4.93,3.40,-1.08,0.64,13.60,0.00
360189,15.04,0.12,869,0.00,0.00,16,14.10,12.00,4.93,3.40,-1.08,0.64,13.52,0.00
360381,14.81,0.16,865,0.00,0.00,16,14.10,13.00,5.08,4.44,-1.08,0.70,13.60,0.00
360570,14.70,0.20,959,0.00,0.00,16,16.21,15.50,6.09,6.51,-1.08,0.74,13.52,0.00
360762,13.09,0.23,1226,0.00,0.00,16,22.54,22.00,7.25,9.57,-1.08,0.82,13.60,0.00
360954,12.98,0.24,1426,0.00,0.00,16,27.81,26.50,7.69,11.29,-1.39,0.84,13.60,0.00
361141,15.04,0.27,1465,0.00,0.00,16,29.57,28.50,8.13,13.26,-1.39,0.88,13.60,0.00
361335,15.50,0.29,1483,0.00,0.00,16,30.62,29.50,8.85,14.86,-1.39,0.90,13.60,0.00
361526,14.59,0.34,1588,0.00,0.00,16,34.49,32.50,9.87,17.26,-1.08,0.98,13.60,0.00
361716,14.36,0.35,1713,0.00,0.00,16,36.60,35.50,10.59,19.51,-0.77,1.00,13.60,0.00
361904,14.81,0.36,1736,0.00,0.00,16,36.25,35.50,10.74,20.76,-0.46,1.02,13.52,0.00
362099,15.04,0.38,1740,0.00,0.00,16,34.49,34.00,11.03,21.71,-0.46,1.02,13.60,0.00
362275,14.59,0.40,1650,0.00,0.00,16,32.03,32.00,11.32,21.54,-0.15,1.02,13.60,0.00
362478,14.24,0.43,1499,0.00,0.00,16,26.41,27.50,12.04,20.59,-0.15,1.04,13.52,0.00
362666,14.01,0.42,1392,0.00,0.00,16,26.41,24.00,12.77,19.81,-0.15,1.04,13.60,0.00
362853,14.81,0.42,1650,0.00,0.00,16,30.27,29.50,12.62,23.06,0.77,1.08,13.44,0.00
363051,15.50,0.41,1870,0.00,0.00,16,33.79,31.50,12.77,25.79,1.70,1.12,13.52,0.00
363241,15.16,0.41,2047,0.00,0.00,16,35.55,33.50,12.62,27.89,2.63,1.12,13.52,0.00
363431,15.16,0.41,2240,0.00,0.00,16,36.95,36.50,12.48,30.49,2.32,1.14,13.52,0.00
363625,14.93,0.42,2451,0.00,0.00,16,37.30,37.00,12.48,33.34,1.70,1.12,13.52,0.00
363807,14.70,0.40,2568,0.00,0.00,16,38.71,37.00,12.04,35.82,1.08,1.10,13.52,0.00
364005,14.70,0.39,2759,0.00,0.00,16,39.06,39.00,11.75,35.94,-0.15,1.08,13.52,0.00
364196,14.24,0.36,2933,0.00,0.00,16,41.52,40.00,11.03,35.69,-1.39,1.04,13.52,0.00
364383,14.01,0.33,3090,0.00,0.00,16,42.93,42.00,10.30,33.72,-2.01,1.04,13.60,0.00
364586,13.55,0.28,3213,0.00,0.00,16,44.34,43.50,9.14,26.62,-4.18,0.82,13.60,0.00
364758,11.37,0.12,3102,0.00,0.00,16,-5.23,-4.50,4.79,12.41,-4.18,0.64,13.60,0.00
364961,12.52,0.15,2791,0.00,0.00,16,-10.16,-10.50,4.21,14.34,-4.18,0.64,13.60,0.00
365148,18.26,0.16,2434,0.00,0.00,16,-10.16,-10.50,4.21,12.52,-2.94,0.64,13.60,0.00
365338,23.43,0.15,2153,0.00,0.00,16,14.80,15.00,4.21,9.65,-2.01,0.64,13.60,0.00
365525,23.77,0.15,1834,0.00,0.00,16,14.10,14.00,4.06,9.22,-1.70,0.64,13.60,0.00
365713,23.89,0.17,1526,0.00,0.00,16,14.10,14.00,4.06,8.65,-1.39,0.64,13.60,0.00
365916,23.77,0.16,1247,0.00,0.00,16,14.10,22.00,4.50,7.41,-1.39,0.64,13.60,0.00
366105,23.66,0.16,1306,0.00,0.00,16,14.45,13.50,4.79,6.26,-1.39,0.74,13.52,33.00
366295,23.31,0.19,1404,0.00,0.00,16,20.43,18.00,5.80,8.91,-1.39,0.80,13.60,32.00
366485,15.39,0.19,1756,0.00,0.00,16,34.14,32.00,6.67,11.56,-1.39,0.84,13.52,30.00
366677,13.67,0.22,1977,0.00,0.00,16,37.66,37.00,6.96,13.90,-1.39,0.86,13.60,28.00
366862,14.93,0.25,1884,0.00,0.00,16,35.90,35.50,7.55,15.70,-1.39,0.90,13.52,26.00
367059,13.55,0.32,1916,0.00,0.00,16,38.36,38.00,8.71,20.40,-1.08,0.98,13.60,25.00
367246,13.78,0.34,1976,0.00,0.00,16,39.41,39.00,10.16,22.24,-0.15,1.02,13.52,23.00
367438,14.59,0.34,2021,0.00,0.00,16,40.12,39.00,10.59,23.06,0.15,1.04,13.60,21.00
367626,14.81,0.34,2092,0.00,0.00,16,40.82,39.50,10.74,23.83,0.15,1.04,13.60,19.00
367813,14.81,0.34,2148,0.00,0.00,16,41.17,40.00,10.74,24.51,-0.15,1.04,13.60,18.00
368016,14.47,0.34,2196,0.00,0.00,16,41.52,41.00,10.74,24.33,-0.15,1.02,13.52,16.00
368202,14.13,0.33,2242,0.00,0.00,16,42.23,41.50,10.45,25.01,-0.77,1.02,13.60,15.00
368395,13.78,0.30,2277,0.00,0.00,16,43.63,42.50,10.16,23.83,-1.39,0.96,13.52,13.00
368587,14.13,0.28,2329,0.00,0.00,16,44.69,43.50,9.14,21.27,-2.63,0.92,13.60,11.00
368771,13.67,0.26,2358,0.00,0.00,16,44.69,44.00,8.71,20.67,-2.94,0.92,13.60,9.00
368963,14.13,0.27,2400,0.00,0.00,16,45.74,45.00,8.56,21.63,-2.94,0.92,13.60,8.00
369150,14.01,0.26,2442,0.00,0.00,16,45.04,45.00,8.42,21.53,-2.94,0.92,13.52,6.00
369353,14.13,0.27,2470,0.00,0.00,16,45.39,45.00,8.27,22.07,-3.25,0.92,13.60,4.00
369541,14.13,0.26,2502,0.00,0.00,16,45.04,44.50,8.27,21.80,-3.25,0.92,13.44,2.00
369729,14.13,0.28,2539,0.00,0.00,16,45.04,44.50,8.42,23.34,-3.56,0.94,13.52,1.00
369916,13.78,0.29,2590,0.00,0.00,16,44.69,44.00,8.71,25.10,-3.56,0.96,13.52,0.00
370119,13.78,0.29,2617,0.00,0.00,16,44.34,43.50,8.85,25.68,-2.94,0.98,13.52,0.00
370309,14.01,0.31,2666,0.00,0.00,16,43.63,43.50,9.29,27.79,-2.63,1.00,13.52,0.00
370496,14.01,0.34,2720,0.00,0.00,16,42.93,42.50,9.72,30.49,-2.32,1.04,13.52,0.00
370684,13.32,0.35,2752,0.00,0.00,16,42.23,42.00,10.16,32.18,-2.01,1.04,13.52,0.00
370871,13.44,0.34,2813,0.00,0.00,16,42.58,41.50,10.30,32.86,-1.39,1.04,13.52,0.00
371072,13.55,0.33,2881,0.00,0.00,16,42.58,42.00,10.01,31.73,-2.63,1.02,13.60,0.00
371264,13.44,0.31,2915,0.00,0.00,16,43.28,42.50,9.72,30.27,-2.63,1.00,13.52,0.00
371455,13.21,0.28,2976,0.00,0.00,16,44.34,43.50,8.85,26.20,-4.18,0.94,13.60,0.00
371647,13.09,0.24,2989,0.00,0.00,16,44.34,43.50,7.98,23.93,-4.18,0.90,13.60,0.00
371829,13.55,0.22,3020,0.00,0.00,16,44.34,43.50,7.55,22.41,-4.18,0.90,13.60,0.00
372017,13.55,0.20,3045,0.00,0.00,16,44.34,43.50,7.25,19.74,-4.18,0.78,13.60,0.00
372217,12.17,0.12,2866,0.00,0.00,16,-8.05,-4.50,4.93,11.61,-4.18,0.64,13.60,0.00
372408,13.09,0.15,2570,0.00,0.00,16,-10.16,-9.50,3.92,12.59,-3.56,0.64,13.60,0.00
372596,15.73,0.14,2227,0.00,0.00,16,15.16,9.50,4.06,11.35,-2.94,0.64,13.60,0.00
372783,23.66,0.13,1900,0.00,0.00,16,14.10,14.00,4.06,8.87,-1.39,0.64,13.52,0.00
372971,23.66,0.15,1740,0.00,0.00,16,14.10,14.00,4.06,8.69,-1.39,0.64,13.60,0.00
373172,23.77,0.17,1459,0.00,0.00,16,14.10,14.00,4.35,8.36,-1.39,0.64,13.52,0.00
373364,23.54,0.14,1248,0.00,0.00,16,14.10,22.00,4.79,6.37,-1.39,0.64,13.60,34.00
373552,23.54,0.11,1338,0.00,0.00,16,14.10,13.50,4.50,4.75,-1.39,0.64,13.52,32.00
373745,23.54,0.10,1322,0.00,0.00,16,14.10,15.50,4.35,4.46,-1.39,0.64,13.60,30.00
373926,17.00,0.11,1294,0.00,0.00,16,14.10,17.00,4.21,4.91,-1.39,0.68,13.52,29.00
374113,15.16,0.16,1308,0.00,0.00,16,15.51,14.50,4.79,6.88,-1.39,0.74,13.60,27.00
374316,14.24,0.16,1402,0.00,0.00,16,19.02,17.00,5.22,7.62,-1.39,0.76,13.60,25.00
374504,12.17,0.17,1592,0.00,0.00,16,27.11,22.50,5.80,9.26,-1.39,0.80,13.60,23.00
374691,14.01,0.17,1827,0.00,0.00,16,33.09,30.50,6.09,10.49,-1.39,0.82,13.60,22.00
374894,15.96,0.17,2054,0.00,0.00,16,34.84,35.00,6.24,11.82,-1.70,0.84,13.60,21.00
375085,15.62,0.18,2098,0.00,0.00,16,34.14,34.50,6.24,12.52,-2.01,0.84,13.60,19.00
375271,14.47,0.18,1977,0.00,0.00,16,36.60,35.00,6.53,11.41,-1.70,0.86,13.60,17.00
375459,14.59,0.20,1992,0.00,0.00,16,37.30,36.50,6.82,12.70,-1.70,0.86,13.60,15.00
375646,14.59,0.20,1983,0.00,0.00,16,37.30,37.00,6.96,13.26,-1.39,0.86,13.60,13.00
375849,14.59,0.21,1993,0.00,0.00,16,38.01,37.50,7.11,13.26,-1.39,0.86,13.52,12.00
376040,14.24,0.20,2018,0.00,0.00,16,38.01,37.00,7.11,13.65,-1.70,0.86,13.60,10.00
376234,14.70,0.19,2024,0.00,0.00,16,37.30,37.50,7.11,13.15,-1.70,0.86,13.52,8.00
