Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%)
895243,14.36,0.25,2832,0.00,0.00,16,44.34,44.00,7.98,24.22,-4.18,0.92,13.84,0.00,8.24
895446,14.47,0.24,2852,0.00,0.00,16,44.34,44.00,7.98,21.80,-4.18,0.92,13.92,0.00,8.24
895646,14.70,0.25,2834,0.00,0.00,16,44.34,44.00,8.13,24.02,-4.18,0.92,13.84,0.00,8.24
895845,14.13,0.24,2826,0.00,0.00,16,44.34,44.00,8.13,22.50,-4.18,0.92,13.92,0.00,8.24
896032,14.13,0.25,2824,0.00,0.00,16,44.34,44.00,8.13,23.72,-4.18,0.92,13.84,0.00,8.24
896245,14.24,0.24,2838,0.00,0.00,16,44.34,44.00,8.13,22.69,-4.18,0.92,13.84,0.00,8.24
896445,14.47,0.24,2836,0.00,0.00,16,44.34,44.00,7.98,22.68,-4.18,0.90,13.84,0.00,8.24
896646,14.13,0.23,2825,0.00,0.00,16,44.34,44.00,7.84,21.63,-4.18,0.90,13.84,0.00,7.84
896847,14.70,0.24,2838,0.00,0.00,16,44.34,44.00,7.84,23.14,-4.18,0.90,13.76,0.00,7.84
897034,14.24,0.24,2834,0.00,0.00,16,44.34,44.00,7.69,22.50,-4.18,0.90,13.84,0.00,7.45
897237,13.67,0.23,2812,0.00,0.00,16,44.34,44.00,7.55,21.45,-4.18,0.88,13.76,0.00,7.45
897440,14.01,0.23,2813,0.00,0.00,16,44.34,44.00,7.55,21.80,-4.18,0.88,13.84,0.00,7.45
897643,13.90,0.21,2827,0.00,0.00,16,44.34,44.00,7.55,19.82,-4.18,0.88,13.84,0.00,7.45
897846,14.93,0.22,2818,0.00,0.00,16,44.34,44.00,7.55,22.42,-4.18,0.88,13.84,0.00,7.45
898049,14.13,0.22,2804,0.00,0.00,16,44.34,44.00,7.55,21.45,-4.18,0.88,13.84,0.00,7.45
898248,14.36,0.23,2808,0.00,0.00,16,44.34,44.00,7.55,21.62,-4.18,0.88,13.84,0.00,7.45
898449,14.24,0.23,2818,0.00,0.00,16,44.34,44.00,7.55,21.88,-4.18,0.88,13.92,0.00,7.45
898645,14.47,0.23,2806,0.00,0.00,16,44.34,44.00,7.55,19.92,-4.18,0.88,13.92,0.00,7.45
898848,14.47,0.23,2810,0.00,0.00,16,44.34,44.00,7.55,21.71,-4.18,0.88,13.84,0.00,7.45
899039,14.01,0.23,2784,0.00,0.00,16,44.34,44.00,7.55,22.06,-4.18,0.88,13.92,0.00,7.45
899242,14.13,0.23,2781,0.00,0.00,16,44.34,44.00,7.55,20.48,-4.18,0.88,13.84,0.00,7.45
899445,14.01,0.23,2784,0.00,0.00,16,44.34,44.00,7.55,21.18,-4.18,0.90,13.92,0.00,7.45
899635,14.01,0.23,2794,0.00,0.00,16,44.34,44.00,7.55,21.80,-4.18,0.90,13.84,0.00,7.45
899838,14.13,0.24,2791,0.00,0.00,16,44.34,44.00,7.55,21.36,-4.18,0.90,13.84,0.00,7.45
900048,14.01,0.24,2784,0.00,0.00,16,44.34,44.00,7.55,21.89,-4.18,0.90,13.84,0.00,7.45
900247,14.24,0.23,2788,0.00,0.00,16,44.34,44.00,7.55,21.01,-4.18,0.90,13.84,0.00,7.45
900449,14.36,0.24,2776,0.00,0.00,16,44.34,44.00,7.55,21.98,-4.18,0.90,13.76,0.00,7.45
900652,13.90,0.24,2767,0.00,0.00,16,44.34,44.00,7.69,21.98,-4.18,0.90,13.84,0.00,7.45
900840,14.13,0.23,2760,0.00,0.00,16,44.34,44.00,7.55,21.44,-4.18,0.90,13.76,0.00,7.45
901049,14.24,0.23,2755,0.00,0.00,16,44.34,44.00,7.55,21.62,-4.18,0.90,13.84,0.00,7.45
901248,14.01,0.21,2756,0.00,0.00,16,44.34,44.00,7.55,21.62,-4.18,0.90,13.84,0.00,7.45
901450,14.59,0.23,2730,0.00,0.00,16,44.34,44.00,7.55,21.54,-4.18,0.90,13.84,0.00,7.45
901648,14.81,0.24,2749,0.00,0.00,16,44.34,44.00,7.55,21.80,-4.18,0.90,13.84,0.00,7.45
901846,14.59,0.24,2736,0.00,0.00,16,44.34,44.00,7.55,21.71,-4.18,0.90,13.84,0.00,7.45
902036,14.13,0.24,2742,0.00,0.00,16,44.34,44.00,7.55,20.83,-4.18,0.90,13.92,0.00,7.45
902240,14.13,0.24,2732,0.00,0.00,16,44.34,44.00,7.55,21.80,-4.18,0.90,13.92,0.00,7.45
902443,14.24,0.23,2730,0.00,0.00,16,44.34,44.00,7.55,21.27,-4.18,0.90,13.84,0.00,7.45
902646,14.36,0.23,2721,0.00,0.00,16,44.34,44.00,7.69,21.36,-4.18,0.90,13.92,0.00,7.84
902849,14.36,0.24,2729,0.00,0.00,16,44.34,44.00,7.69,21.89,-4.18,0.90,13.84,0.00,7.84
903046,14.13,0.24,2720,0.00,0.00,16,44.34,44.00,7.69,22.32,-4.18,0.90,13.84,0.00,7.84
903248,14.13,0.25,2719,0.00,0.00,16,44.34,44.00,7.98,22.50,-4.18,0.92,13.84,0.00,8.24
903448,13.90,0.27,2718,0.00,0.00,16,44.69,44.50,8.27,24.71,-4.18,0.94,13.84,0.00,8.63
903648,14.01,0.27,2728,0.00,0.00,16,44.69,44.00,8.56,24.91,-4.18,0.94,13.76,0.00,9.02
903835,14.47,0.29,2733,0.00,0.00,16,43.98,44.00,8.71,25.79,-3.87,0.96,13.84,0.00,9.41
904043,14.01,0.30,2729,0.00,0.00,16,43.98,43.50,9.00,27.05,-4.18,0.96,13.76,0.00,9.80
904248,13.90,0.30,2728,0.00,0.00,16,43.63,43.50,9.14,27.48,-3.56,0.96,13.84,0.00,9.80
904442,13.78,0.31,2727,0.00,0.00,16,43.63,43.50,9.14,27.37,-3.56,0.96,13.84,0.00,9.80
904641,13.44,0.30,2729,0.00,0.00,16,43.63,43.50,9.29,26.93,-3.56,0.96,13.84,0.00,10.20
904839,13.55,0.29,2713,0.00,0.00,16,43.98,43.50,9.29,27.58,-3.56,0.98,13.92,0.00,10.20
905042,14.13,0.31,2712,0.00,0.00,16,43.63,43.50,9.43,28.32,-3.56,0.98,13.84,0.00,10.20
905245,13.32,0.31,2712,0.00,0.00,16,43.63,43.50,9.43,28.22,-3.56,0.98,13.92,0.00,10.20
905447,13.67,0.32,2717,0.00,0.00,16,43.28,43.50,9.43,28.43,-3.56,0.98,13.84,0.00,10.20
905645,13.67,0.32,2719,0.00,0.00,16,43.28,43.00,9.43,28.54,-3.56,0.98,13.92,0.00,10.20
905840,13.55,0.32,2716,0.00,0.00,16,43.28,43.00,9.58,28.75,-3.56,0.98,13.84,0.00,10.20
906031,13.44,0.32,2734,0.00,0.00,16,43.28,43.00,9.58,29.28,-3.56,0.98,13.84,0.00,10.20
906246,13.78,0.32,2735,0.00,0.00,16,43.28,43.00,9.58,29.17,-3.56,0.98,13.84,0.00,10.20
906453,13.78,0.32,2743,0.00,0.00,16,43.28,43.00,9.72,29.28,-3.56,0.98,13.84,0.00,10.20
906655,13.67,0.31,2740,0.00,0.00,16,43.28,43.00,9.58,28.65,-3.56,0.98,13.84,0.00,10.20
906841,13.55,0.31,2742,0.00,0.00,16,43.63,43.50,9.43,28.22,-4.18,0.96,13.84,0.00,9.80
907045,13.67,0.30,2745,0.00,0.00,16,43.63,43.50,9.29,27.48,-4.18,0.96,13.84,0.00,9.41
907241,13.78,0.29,2743,0.00,0.00,16,43.98,43.50,9.14,26.52,-4.18,0.94,13.76,0.00,9.41
907444,14.59,0.29,2744,0.00,0.00,16,43.98,43.50,9.00,26.20,-4.18,0.94,13.84,0.00,9.41
907647,13.78,0.29,2747,0.00,0.00,16,43.98,43.50,9.00,26.93,-4.18,0.94,13.76,0.00,9.02
907850,13.67,0.29,2747,0.00,0.00,16,43.98,44.00,9.00,26.31,-4.18,0.94,13.84,0.00,9.02
908052,13.78,0.29,2746,0.00,0.00,16,43.98,44.00,8.85,26.20,-4.18,0.94,13.84,0.00,9.41
908251,13.90,0.29,2749,0.00,0.00,16,43.98,43.50,9.00,26.84,-4.18,0.94,13.84,0.00,9.41
908450,13.78,0.29,2749,0.00,0.00,16,43.98,43.50,9.00,27.16,-4.18,0.94,13.92,0.00,9.41
908648,13.55,0.29,2750,0.00,0.00,16,43.98,43.50,9.00,26.52,-4.18,0.96,13.84,0.00,9.41
908851,13.67,0.30,2751,0.00,0.00,16,43.98,43.50,9.00,27.48,-4.18,0.96,13.92,0.00,9.41
909054,13.90,0.30,2739,0.00,0.00,16,43.63,43.50,9.14,27.90,-4.18,0.96,13.84,0.00,9.80
909239,13.55,0.30,2755,0.00,0.00,16,43.63,43.50,9.29,27.05,-3.56,0.96,13.92,0.00,10.20
909442,13.67,0.32,2734,0.00,0.00,16,43.28,43.50,9.43,26.40,-3.56,0.98,13.84,0.00,10.20
909645,13.67,0.33,2756,0.00,0.00,16,42.93,42.50,9.72,30.63,-2.94,1.00,13.84,0.00,10.98
909848,13.55,0.34,2763,0.00,0.00,16,42.58,42.00,10.16,32.20,-2.32,1.02,13.84,0.00,11.37
910046,13.32,0.36,2764,0.00,0.00,16,41.17,41.50,10.45,33.37,-2.01,1.04,13.84,0.00,11.76
910246,13.55,0.37,2770,0.00,0.00,16,40.82,40.50,10.74,33.73,-2.01,1.04,13.84,0.00,11.76
910434,13.44,0.37,2768,0.00,0.00,16,40.82,41.50,10.74,34.11,-1.70,1.04,13.76,0.00,11.76
910637,13.44,0.37,2776,0.00,0.00,16,40.82,41.00,10.88,34.36,-2.01,1.04,13.84,0.00,11.76
910840,13.44,0.37,2778,0.00,0.00,16,40.82,40.50,10.88,34.11,-2.01,1.02,13.76,0.00,11.76
911049,13.67,0.36,2784,0.00,0.00,16,40.82,41.00,10.88,33.86,-2.01,1.02,13.84,0.00,11.76
911248,13.55,0.37,2787,0.00,0.00,16,41.17,40.50,10.88,34.23,-2.01,1.02,13.76,0.00,11.76
911448,13.55,0.37,2774,0.00,0.00,16,40.82,40.50,11.03,34.35,-2.01,1.02,13.84,0.00,11.76
911649,13.44,0.38,2776,0.00,0.00,16,40.12,40.00,11.03,34.86,-2.01,1.02,13.84,0.00,11.76
911844,13.55,0.36,2783,0.00,0.00,16,41.17,41.00,11.17,33.99,-2.01,1.04,13.84,0.00,11.76
912047,13.55,0.38,2783,0.00,0.00,16,40.47,40.00,11.17,34.73,-2.01,1.02,13.76,0.00,11.76
912253,13.55,0.37,2809,0.00,0.00,16,40.82,40.00,11.03,34.98,-2.63,1.02,13.84,0.00,11.37
912452,13.55,0.37,2808,0.00,0.00,16,41.17,41.00,10.88,33.73,-2.63,1.02,13.92,0.00,11.37
912652,13.55,0.35,2794,0.00,0.00,16,41.88,42.00,10.74,32.89,-2.63,1.02,13.84,0.00,11.37
912844,13.78,0.35,2804,0.00,0.00,16,41.88,41.50,10.74,33.37,-2.63,1.02,13.92,0.00,11.37
913047,13.78,0.36,2806,0.00,0.00,16,42.23,41.50,10.59,35.45,-2.63,1.02,13.84,0.00,11.37
913246,13.78,0.35,2826,0.00,0.00,16,42.23,41.50,10.59,35.70,-2.63,1.00,13.84,0.00,10.98
913449,13.78,0.35,2829,0.00,0.00,16,42.23,42.00,10.45,32.66,-3.25,1.00,13.84,0.00,10.98
913652,13.78,0.33,2811,0.00,0.00,16,42.93,42.50,10.30,31.98,-3.25,1.00,13.84,0.00,10.59
913855,13.78,0.33,2815,0.00,0.00,16,42.58,42.50,10.01,30.85,-3.25,0.98,13.84,0.00,10.59
914054,13.90,0.33,2832,0.00,0.00,16,42.93,42.50,10.01,30.74,-3.87,0.98,13.76,0.00,10.20
914254,14.01,0.33,2838,0.00,0.00,16,42.93,42.50,9.87,30.63,-3.87,0.98,13.84,0.00,10.20
914450,13.78,0.32,2817,0.00,0.00,16,42.93,42.50,9.87,30.06,-3.87,0.98,13.76,0.00,10.20
914651,13.67,0.31,2824,0.00,0.00,16,43.28,42.50,9.87,29.95,-3.87,0.98,13.84,0.00,10.20
914843,13.67,0.32,2840,0.00,0.00,16,42.93,42.50,9.72,30.29,-3.87,0.98,13.84,0.00,10.20
915049,13.44,0.32,2821,0.00,0.00,16,42.93,42.50,9.72,30.51,-3.87,0.98,13.84,0.00,10.20
915253,13.55,0.32,2822,0.00,0.00,16,42.93,42.50,9.72,30.63,-3.87,0.98,13.84,0.00,10.20
915450,13.78,0.32,2845,0.00,0.00,16,42.93,43.00,9.72,30.06,-3.87,0.98,13.84,0.00,10.20
915651,13.44,0.32,2843,0.00,0.00,16,43.28,42.50,9.72,30.29,-3.87,0.98,13.92,0.00,10.20
915846,13.90,0.32,2827,0.00,0.00,16,42.93,42.50,9.72,29.84,-3.87,0.98,13.84,0.00,10.20
916049,13.78,0.32,2828,0.00,0.00,16,42.93,43.00,9.72,29.61,-3.87,0.98,13.92,0.00,10.20
916251,13.90,0.32,2847,0.00,0.00,16,42.93,42.50,9.72,30.51,-3.87,0.98,13.84,0.00,10.20
916451,13.55,0.31,2830,0.00,0.00,16,43.28,42.50,9.72,29.95,-3.87,0.98,13.84,0.00,10.20
916651,13.90,0.31,2829,0.00,0.00,16,43.28,43.00,9.58,28.86,-3.87,0.98,13.84,0.00,10.20
916847,13.90,0.31,2852,0.00,0.00,16,43.28,43.00,9.58,29.28,-3.87,0.98,13.84,0.00,10.20
917052,13.55,0.31,2835,0.00,0.00,16,43.28,43.00,9.58,29.73,-3.87,0.98,13.84,0.00,10.20
917247,13.78,0.31,2833,0.00,0.00,16,43.28,43.00,9.58,29.51,-3.87,0.98,13.76,0.00,10.20
917452,13.67,0.31,2852,0.00,0.00,16,43.28,43.00,9.58,29.39,-3.87,0.98,13.84,0.00,10.20
917656,13.67,0.31,2830,0.00,0.00,16,43.28,43.00,9.43,28.43,-3.87,0.98,13.84,0.00,10.20
917847,13.55,0.30,2838,0.00,0.00,16,43.63,43.00,9.43,28.75,-3.87,0.98,13.84,0.00,10.20
918055,13.90,0.31,2855,0.00,0.00,16,43.28,43.00,9.43,29.39,-3.87,0.98,13.76,0.00,10.20
918253,13.44,0.31,2836,0.00,0.00,16,43.28,43.00,9.43,29.28,-3.87,0.96,13.84,0.00,10.20
918456,13.67,0.30,2841,0.00,0.00,16,43.63,43.00,9.43,28.75,-3.87,0.98,13.84,0.00,10.20
918653,14.01,0.30,2855,0.00,0.00,16,43.63,43.00,9.43,28.33,-3.87,0.98,13.84,0.00,10.20
918845,13.67,0.31,2852,0.00,0.00,16,43.28,43.00,9.43,29.50,-3.87,0.98,13.84,0.00,10.20
919056,13.78,0.31,2838,0.00,0.00,16,43.28,43.00,9.43,28.86,-3.87,0.96,13.84,0.00,10.20
919253,13.67,0.31,2858,0.00,0.00,16,43.28,43.00,9.43,29.50,-3.87,0.98,13.92,0.00,9.80
919448,13.55,0.31,2855,0.00,0.00,16,43.28,43.00,9.43,29.39,-3.87,0.96,13.84,0.00,9.80
919650,13.78,0.30,2844,0.00,0.00,16,43.63,43.50,9.29,28.43,-3.87,0.96,13.84,0.00,9.80
919853,13.67,0.29,2856,0.00,0.00,16,43.63,43.50,9.14,28.11,-4.18,0.96,13.84,0.00,9.41
920041,13.67,0.27,2852,0.00,0.00,16,43.98,43.50,9.14,27.79,-4.18,0.94,13.84,0.00,9.41
920244,14.13,0.29,2834,0.00,0.00,16,43.63,43.50,9.00,26.73,-4.18,0.96,13.84,0.00,9.41
920447,13.78,0.28,2848,0.00,0.00,16,43.98,44.00,9.00,25.40,-4.18,0.96,13.84,0.00,9.41
920650,13.78,0.29,2834,0.00,0.00,16,43.98,43.50,9.00,27.26,-4.18,0.94,13.84,0.00,9.02
920853,13.44,0.27,2827,0.00,0.00,16,43.98,44.00,8.85,26.84,-4.18,0.94,13.84,0.00,9.02
921050,14.13,0.28,2846,0.00,0.00,16,44.34,43.50,8.71,26.69,-4.18,0.92,13.76,0.00,8.63
921249,14.81,0.25,2836,0.00,0.00,16,44.34,44.00,8.56,24.03,-4.18,0.92,13.76,0.00,8.63
921452,14.01,0.22,2824,0.00,0.00,16,44.34,44.00,8.42,20.39,-4.18,0.92,13.92,0.00,8.63
921640,15.39,0.25,2831,0.00,0.00,16,44.34,44.00,8.27,23.93,-4.18,0.92,13.76,0.00,8.63
921843,14.59,0.26,2842,0.00,0.00,16,44.34,44.00,8.27,24.62,-4.18,0.92,13.84,0.00,8.24
922049,14.24,0.25,2830,0.00,0.00,16,44.34,44.00,8.27,23.82,-4.18,0.92,13.84,0.00,8.24
922252,14.47,0.26,2813,0.00,0.00,16,44.34,44.00,8.13,24.42,-4.18,0.92,13.84,0.00,8.24
922440,14.13,0.26,2807,0.00,0.00,16,44.34,44.00,8.13,24.13,-4.18,0.92,13.92,0.00,8.24
922643,14.13,0.26,2818,0.00,0.00,16,44.34,44.00,8.13,24.42,-4.18,0.92,13.84,0.00,8.24
922846,14.47,0.25,2815,0.00,0.00,16,44.34,44.00,8.13,23.53,-4.18,0.92,13.92,0.00,8.24
923049,14.36,0.25,2802,0.00,0.00,16,44.34,44.00,8.13,23.53,-4.18,0.92,13.92,0.00,8.24
923249,14.36,0.26,2788,0.00,0.00,16,44.34,44.00,8.13,24.11,-4.18,0.92,13.92,0.00,8.24
923448,14.01,0.26,2797,0.00,0.00,16,44.34,44.00,8.13,23.63,-4.18,0.92,13.84,0.00,8.24
923649,14.13,0.25,2804,0.00,0.00,16,44.34,44.00,8.13,23.34,-4.18,0.92,13.84,0.00,8.24
923848,14.24,0.26,2802,0.00,0.00,16,44.34,44.00,8.13,23.54,-4.18,0.92,13.84,0.00,8.24
924043,14.01,0.26,2807,0.00,0.00,16,44.34,44.00,8.13,23.63,-4.18,0.92,13.84,0.00,8.24
924244,14.01,0.25,2776,0.00,0.00,16,44.34,44.00,8.13,23.93,-4.18,0.92,13.76,0.00,8.24
924440,14.13,0.26,2772,0.00,0.00,16,44.34,44.00,8.13,22.41,-4.18,0.92,13.84,0.00,8.24
924644,14.13,0.26,2776,0.00,0.00,16,44.34,44.00,8.13,23.25,-4.18,0.92,13.76,0.00,8.24
927498,14.13,0.26,2751,0.00,0.00,16,44.34,44.00,8.13,24.22,-4.18,0.92,13.84,0.00,8.24
927699,14.36,0.25,2748,0.00,0.00,16,44.34,44.00,8.13,23.72,-4.18,0.92,13.76,0.00,8.24
927887,14.59,0.25,2747,0.00,0.00,16,44.34,44.00,8.13,23.53,-4.18,0.92,13.84,0.00,8.24
928091,14.13,0.26,2741,0.00,0.00,16,44.69,44.00,8.13,23.93,-4.18,0.92,13.76,0.00,8.24
928291,14.01,0.25,2740,0.00,0.00,16,44.34,44.00,8.27,23.15,-4.18,0.92,13.84,0.00,8.63
928494,14.36,0.26,2738,0.00,0.00,16,44.69,44.00,8.27,24.13,-4.18,0.92,13.76,0.00,8.63
928697,14.01,0.27,2741,0.00,0.00,16,44.69,44.00,8.27,24.13,-4.18,0.92,13.84,0.00,8.63
928898,14.01,0.27,2738,0.00,0.00,16,44.69,44.50,8.27,24.32,-4.18,0.92,13.84,0.00,8.63
929099,14.01,0.26,2733,0.00,0.00,16,44.34,44.00,8.27,23.72,-4.18,0.92,13.84,0.00,8.63
929294,14.13,0.27,2731,0.00,0.00,16,44.69,44.50,8.27,23.74,-4.18,0.92,13.92,0.00,8.63
929482,14.36,0.27,2713,0.00,0.00,16,44.69,44.50,8.27,24.13,-4.18,0.92,13.84,0.00,8.63
929685,14.36,0.27,2711,0.00,0.00,16,44.69,44.50,8.27,24.51,-4.18,0.92,13.84,0.00,8.63
929888,14.36,0.27,2708,0.00,0.00,16,44.69,44.50,8.42,24.22,-4.18,0.92,13.84,0.00,8.63
930092,14.36,0.27,2711,0.00,0.00,16,44.69,44.50,8.42,25.01,-4.18,0.92,13.92,0.00,8.63
930293,13.90,0.27,2705,0.00,0.00,16,44.69,44.50,8.42,23.54,-4.18,0.92,13.92,0.00,8.63
930494,14.70,0.26,2717,0.00,0.00,16,44.69,44.50,8.42,24.11,-3.87,0.92,13.84,0.00,8.63
930689,14.59,0.27,2721,0.00,0.00,16,44.69,44.50,8.42,24.51,-3.87,0.92,13.84,0.00,8.63
930891,14.01,0.27,2721,0.00,0.00,16,44.69,44.50,8.42,24.32,-3.87,0.92,13.84,0.00,8.63
931087,14.36,0.27,2712,0.00,0.00,16,44.69,44.50,8.42,24.42,-4.18,0.92,13.92,0.00,8.63
931284,14.13,0.27,2698,0.00,0.00,16,44.69,44.50,8.42,24.71,-4.18,0.92,13.76,0.00,8.63
931487,14.59,0.28,2700,0.00,0.00,16,44.34,44.00,8.42,24.91,-3.87,0.92,13.84,0.00,8.63
931675,14.13,0.27,2692,0.00,0.00,16,44.69,44.50,8.42,24.32,-4.18,0.92,13.84,0.00,8.63
931877,14.47,0.28,2694,0.00,0.00,16,44.69,44.50,8.42,25.21,-3.87,0.92,13.84,0.00,8.63
932083,13.90,0.27,2710,0.00,0.00,16,44.69,44.50,8.42,23.93,-3.87,0.92,13.76,0.00,8.63
932285,14.13,0.27,2711,0.00,0.00,16,44.69,44.50,8.42,23.93,-3.87,0.92,13.92,0.00,8.63
932480,14.01,0.27,2702,0.00,0.00,16,44.69,44.50,8.42,24.03,-3.87,0.92,13.92,0.00,8.63
932686,14.24,0.27,2688,0.00,0.00,16,44.69,44.50,8.42,24.42,-3.87,0.92,13.84,0.00,8.63
932883,14.36,0.27,2687,0.00,0.00,16,44.69,44.50,8.56,23.54,-3.87,0.92,13.92,0.00,8.63
933083,14.24,0.28,2688,0.00,0.00,16,44.69,44.50,8.42,24.32,-3.87,0.92,13.92,0.00,8.63
933276,14.13,0.27,2698,0.00,0.00,16,44.69,44.00,8.42,24.81,-3.87,0.92,13.92,0.00,8.63
933479,14.24,0.27,2693,0.00,0.00,16,44.69,44.50,8.42,24.13,-3.87,0.92,13.84,0.00,8.63
933682,14.24,0.28,2678,0.00,0.00,16,44.69,44.50,8.42,24.71,-3.87,0.92,13.92,0.00,8.63
933885,13.90,0.28,2679,0.00,0.00,16,44.69,44.50,8.56,24.52,-3.87,0.92,13.84,0.00,8.63
934087,14.24,0.26,2680,0.00,0.00,16,44.69,44.50,8.42,23.33,-3.87,0.92,13.92,0.00,8.63
934288,14.36,0.27,2693,0.00,0.00,16,44.69,44.50,8.42,24.03,-3.87,0.92,13.84,0.00,8.63
934476,14.01,0.28,2692,0.00,0.00,16,44.69,44.50,8.42,24.51,-3.87,0.92,13.84,0.00,8.63
934681,14.13,0.26,2674,0.00,0.00,16,44.69,44.50,8.42,23.34,-3.87,0.92,13.84,0.00,8.63
934884,14.24,0.27,2678,0.00,0.00,16,44.69,44.50,8.42,23.93,-3.87,0.92,13.76,0.00,8.63
935072,14.13,0.27,2669,0.00,0.00,16,44.69,44.50,8.27,23.06,-3.87,0.90,13.84,0.00,8.24
935275,14.13,0.23,2684,0.00,0.00,16,44.34,44.00,7.40,18.65,-3.87,0.82,13.84,0.00,5.88
935478,12.98,0.17,2678,0.00,0.00,16,23.95,37.50,6.09,11.40,-3.87,0.74,13.84,0.00,3.14
935681,12.86,0.11,2671,0.00,0.00,16,-10.16,-10.50,4.64,8.36,-3.87,0.68,13.84,0.00,0.78
935884,15.73,0.12,2650,0.00,0.00,16,-6.64,-8.00,4.21,11.28,-3.87,0.64,13.92,0.00,0.00
936081,20.10,0.11,2633,0.00,0.00,16,-10.16,-10.50,4.06,9.99,-3.87,0.64,13.92,0.00,0.00
936281,25.38,0.10,2617,0.00,0.00,16,-10.16,-10.50,4.06,8.69,-3.87,0.64,13.92,0.00,0.00
936481,24.35,0.11,2618,0.00,0.00,16,-10.16,-10.50,4.06,9.56,-3.56,0.64,14.00,0.00,0.00
936677,23.66,0.11,2586,0.00,0.00,16,-10.16,-10.50,4.06,9.35,-3.56,0.64,13.92,0.00,0.00
936880,23.77,0.10,2592,0.00,0.00,16,-10.16,-10.50,3.92,9.08,-3.56,0.64,13.92,0.00,0.00
937079,23.89,0.10,2558,0.00,0.00,16,-10.16,-10.50,3.92,8.96,-3.56,0.64,13.92,0.00,0.00
937281,23.54,0.10,2562,0.00,0.00,16,-10.16,-10.50,3.92,8.22,-3.56,0.64,13.92,0.00,0.00
937468,23.66,0.10,2545,0.00,0.00,16,-10.16,-10.50,3.92,8.96,-3.56,0.64,13.92,0.00,0.00
937671,23.89,0.09,2524,0.00,0.00,16,-10.16,-10.50,3.92,7.78,-3.25,0.64,13.92,0.00,0.00
937874,23.54,0.09,2522,0.00,0.00,16,-10.16,-10.50,3.92,7.90,-3.25,0.64,13.84,0.00,0.00
938075,23.66,0.10,2496,0.00,0.00,16,-10.16,-10.50,3.92,10.05,-3.25,0.64,13.92,0.00,0.00
938278,23.89,0.09,2492,0.00,0.00,16,-10.16,-10.50,3.92,9.26,-3.25,0.64,13.84,0.00,0.00
938477,23.77,0.08,2481,0.00,0.00,16,-10.16,-10.50,3.92,10.10,-3.25,0.66,13.92,0.00,0.39
938677,23.89,0.10,2468,0.00,0.00,16,-10.16,-10.50,4.21,8.19,-3.25,0.68,13.92,0.00,1.18
938878,24.00,0.13,2463,0.00,0.00,16,-8.75,-9.00,4.50,9.94,-2.94,0.72,13.84,0.00,1.96
939074,18.03,0.11,2440,0.00,0.00,16,-10.16,-8.50,4.79,8.96,-3.25,0.76,13.92,0.00,3.14
939277,16.42,0.17,2431,0.00,0.00,16,23.95,12.50,5.37,13.63,-2.94,0.82,13.92,0.00,4.71
939474,13.67,0.17,2426,0.00,0.00,16,31.68,27.00,5.95,14.14,-2.94,0.82,13.92,0.00,5.49
939673,14.47,0.19,2428,0.00,0.00,16,34.49,29.00,6.24,15.04,-2.94,0.84,13.92,0.00,5.88
939872,14.81,0.20,2426,0.00,0.00,16,40.12,41.50,6.53,16.05,-2.94,0.84,13.92,0.00,5.88
940074,14.36,0.21,2404,0.00,0.00,16,42.93,42.50,6.67,16.80,-2.94,0.84,13.92,0.00,6.27
940272,14.13,0.21,2404,0.00,0.00,16,42.93,42.50,6.82,17.02,-2.94,0.86,13.84,0.00,6.27
940471,14.24,0.22,2410,0.00,0.00,16,43.28,42.50,6.96,17.40,-2.94,0.86,13.92,0.00,6.67
940672,14.24,0.22,2390,0.00,0.00,16,43.28,42.50,7.11,17.63,-2.94,0.86,13.84,0.00,6.67
940871,14.47,0.23,2399,0.00,0.00,16,43.98,43.50,7.25,18.48,-2.94,0.88,13.92,0.00,7.06
941067,13.90,0.24,2409,0.00,0.00,16,44.34,43.50,7.40,19.19,-2.94,0.88,13.84,0.00,7.45
941269,14.01,0.25,2412,0.00,0.00,16,45.04,43.50,7.69,19.35,-2.94,0.90,13.84,0.00,7.84
941469,14.01,0.26,2404,0.00,0.00,16,45.39,45.00,7.98,20.92,-2.94,0.92,13.84,0.00,8.24
941667,14.01,0.27,2409,0.00,0.00,16,45.39,45.00,8.27,21.10,-2.94,0.92,13.92,0.00,8.63
941867,13.90,0.28,2384,0.00,0.00,16,45.39,45.00,8.56,21.45,-2.94,0.94,13.76,0.00,9.02
942065,14.01,0.30,2386,0.00,0.00,16,44.69,44.50,8.85,23.33,-2.94,0.96,13.84,0.00,9.41
942267,13.67,0.32,2412,0.00,0.00,16,44.34,44.00,9.43,23.13,-2.32,0.98,13.84,0.00,10.20
942470,13.44,0.32,2407,0.00,0.00,16,44.34,44.00,9.87,23.96,-2.01,1.00,13.84,0.00,10.98
942670,13.78,0.34,2415,0.00,0.00,16,43.63,43.00,10.16,27.48,-1.39,1.00,13.76,0.00,10.98
