Time (msec),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
69415,14.24,131,0.14,1207,0.00,0.00,16,14.10,16.50,4.93,-9.82,5.72,1.46,0.00,0.64,0.00
69478,14.13,131,0.14,1200,0.00,0.00,16,14.10,16.50,4.93,-9.77,5.68,1.44,0.00,0.64,0.00
69541,14.01,131,0.14,1208,0.00,0.00,16,14.10,16.50,4.93,-9.80,5.62,1.44,0.00,0.64,0.00
69603,14.24,131,0.14,1220,0.00,0.00,16,14.10,15.50,4.93,-9.78,5.52,1.44,0.00,0.64,0.00
69665,14.13,131,0.14,1210,0.00,0.00,16,14.10,14.00,4.93,-9.82,5.49,1.44,0.00,0.64,0.00
69728,14.13,131,0.14,1209,0.00,0.00,16,14.10,15.50,4.79,-9.86,5.49,1.44,0.00,0.64,0.00
69806,14.24,131,0.14,1214,0.00,0.00,16,14.10,15.50,4.79,-9.86,5.46,1.44,0.00,0.64,0.00
69869,14.13,131,0.14,1214,0.00,0.00,16,14.10,14.50,4.93,-9.82,5.52,1.44,0.00,0.64,0.00
69931,14.13,131,0.14,1194,0.00,0.00,16,14.10,16.50,4.79,-9.84,5.59,1.44,0.00,0.64,0.00
69996,14.24,131,0.14,1192,0.00,0.00,16,14.10,16.50,4.93,-9.82,5.49,1.44,0.00,0.64,0.00
70059,14.13,131,0.14,1204,0.00,0.00,16,14.10,15.50,4.93,-9.82,5.46,1.44,0.00,0.64,0.00
70121,14.13,131,0.14,1191,0.00,0.00,16,14.10,15.50,4.79,-9.84,5.43,1.44,0.00,0.64,0.00
70188,14.36,131,0.13,1201,0.00,0.00,16,14.10,15.50,4.79,-9.82,5.36,1.42,0.00,0.64,0.00
70251,14.24,131,0.13,1214,0.00,0.00,16,14.10,13.50,4.79,-9.92,5.30,1.42,0.00,0.64,0.00
70313,14.36,131,0.13,1210,0.00,0.00,16,14.10,14.00,4.79,-9.94,5.23,1.42,0.00,0.64,0.00
70376,14.36,131,0.13,1204,0.00,0.00,16,14.10,14.50,4.79,-9.96,5.27,1.42,0.00,0.64,0.00
70443,14.36,131,0.13,1200,0.00,0.00,16,14.10,15.00,4.79,-9.90,5.30,1.42,0.00,0.64,0.00
70506,14.36,131,0.13,1193,0.00,0.00,16,14.10,15.50,4.79,-9.88,5.08,1.44,0.00,0.64,0.00
70568,14.36,131,0.13,1179,0.00,0.00,16,14.10,17.00,4.79,-9.90,4.97,1.40,0.00,0.64,0.00
70631,14.13,131,0.13,1167,0.00,0.00,16,14.10,18.00,4.79,-9.96,4.64,1.38,0.00,0.64,0.00
70693,14.36,131,0.12,1174,0.00,0.00,16,14.10,17.00,4.79,-10.00,4.60,1.38,0.00,0.64,0.00
70756,14.24,131,0.12,1160,0.00,0.00,16,14.10,16.50,4.64,-10.04,4.64,1.36,0.00,0.64,0.00
70818,14.13,131,0.12,1144,0.00,0.00,16,14.10,19.50,4.64,-10.06,4.64,1.38,0.00,0.64,0.00
70881,14.36,131,0.12,1146,0.00,0.00,16,14.10,19.00,4.64,-10.06,4.64,1.36,0.00,0.64,0.00
70959,14.24,131,0.12,1144,0.00,0.00,16,14.10,19.00,4.64,-10.06,4.64,1.38,0.00,0.64,0.00
71006,14.13,131,0.14,1120,0.00,0.00,16,14.10,20.00,4.64,-10.02,4.85,1.40,0.00,0.66,0.00
71068,14.36,131,0.14,1128,0.00,0.00,16,14.10,19.50,4.79,-9.94,5.17,1.42,0.00,0.66,0.00
71146,14.24,131,0.14,1125,0.00,0.00,16,14.10,19.50,4.79,-9.84,5.30,1.44,0.00,0.66,0.00
71209,14.47,131,0.14,1149,0.00,0.00,16,14.10,16.50,4.93,-9.77,5.40,1.44,0.00,0.66,0.00
71271,14.24,131,0.14,1161,0.00,0.00,16,14.10,15.00,4.93,-9.75,5.43,1.44,0.00,0.66,0.00
71334,14.24,131,0.14,1165,0.00,0.00,16,14.10,14.50,4.93,-9.73,5.36,1.44,0.00,0.68,0.00
71396,14.24,131,0.14,1176,0.00,0.00,16,14.10,13.00,4.93,-9.73,5.40,1.42,0.00,0.68,0.00
71459,14.24,131,0.14,1167,0.00,0.00,16,14.10,14.00,4.93,-9.73,5.46,1.44,0.00,0.68,0.00
71521,14.01,131,0.15,1132,0.00,0.00,16,14.10,17.50,5.08,-9.65,5.52,1.44,0.00,0.68,0.00
71584,14.13,131,0.15,1140,0.00,0.00,16,14.10,16.50,5.08,-9.59,5.65,1.46,0.00,0.68,0.00
71646,14.13,131,0.14,1156,0.00,0.00,16,14.80,14.50,5.08,-9.55,5.49,1.44,0.00,0.70,0.00
71709,13.90,131,0.15,1152,0.00,0.00,16,15.16,15.00,5.08,-9.51,5.59,1.46,0.00,0.70,0.00
71772,14.01,131,0.16,1128,0.00,0.00,16,15.86,15.50,5.22,-9.44,6.04,1.48,0.00,0.72,0.00
71850,14.01,131,0.17,1114,0.00,0.00,16,16.56,16.50,5.37,-9.26,6.29,1.50,0.00,0.72,0.00
71912,13.78,131,0.18,1117,0.00,0.00,16,17.27,16.50,5.51,-9.15,6.51,1.52,0.00,0.72,0.00
71975,14.13,131,0.18,1119,0.00,0.00,16,17.97,17.50,5.66,-8.99,6.70,1.52,0.00,0.74,0.00
72037,14.13,131,0.19,1108,0.00,0.00,16,18.67,18.50,5.80,-8.82,6.84,1.54,0.00,0.74,0.00
72100,14.13,131,0.20,1098,0.00,0.00,16,20.08,18.50,5.95,-8.68,7.14,1.56,0.00,0.74,0.00
72162,14.13,131,0.20,1100,0.00,0.00,16,20.78,20.00,6.09,-8.55,7.37,1.58,0.00,0.74,0.00
72225,13.90,131,0.20,1113,0.00,0.00,16,21.48,20.50,6.38,-8.35,7.46,1.58,0.00,0.76,0.00
72287,13.90,131,0.20,1124,0.00,0.00,16,21.84,21.00,6.53,-8.22,7.57,1.58,0.00,0.76,0.00
72350,14.01,131,0.21,1130,0.00,0.00,16,21.84,21.50,6.53,-8.12,7.66,1.60,0.00,0.76,0.00
72412,13.90,131,0.21,1130,0.00,0.00,16,22.19,21.50,6.67,-8.02,7.74,1.58,0.00,0.76,0.00
72475,14.13,131,0.21,1120,0.00,0.00,16,22.54,22.00,6.82,-7.93,7.74,1.60,0.00,0.76,0.00
72537,14.13,131,0.21,1111,0.00,0.00,16,22.54,22.50,6.82,-7.85,7.86,1.60,0.00,0.76,0.00
72615,14.36,131,0.21,1106,0.00,0.00,16,22.89,22.50,6.96,-7.75,7.86,1.60,0.00,0.76,0.00
72678,14.47,131,0.22,1102,0.00,0.00,16,22.89,22.50,6.96,-7.73,7.90,1.60,0.00,0.76,0.00
72740,14.70,131,0.22,1094,0.00,0.00,16,22.89,23.00,6.96,-7.66,7.86,1.60,0.00,0.76,0.00
72792,14.81,131,0.22,1094,0.00,0.00,16,23.24,23.00,7.11,-7.60,7.94,1.60,0.00,0.76,0.00
72870,14.81,131,0.21,1092,0.00,0.00,16,23.24,23.00,7.11,-7.62,7.94,1.60,0.00,0.76,0.00
72933,15.04,131,0.21,1110,0.00,0.00,16,23.24,22.50,7.11,-7.56,7.98,1.60,0.00,0.76,0.00
72995,15.04,131,0.21,1123,0.00,0.00,16,22.89,22.50,7.11,-7.54,7.94,1.60,0.00,0.76,0.00
73058,15.04,131,0.20,1118,0.00,0.00,16,21.84,22.50,7.11,-7.68,6.96,1.60,0.00,0.70,0.00
73120,15.16,131,0.18,1148,0.00,0.00,16,21.48,21.00,6.96,-8.39,5.23,1.48,0.00,0.68,0.00
73183,15.16,131,0.16,1221,0.00,0.00,16,21.13,13.50,6.09,-9.11,6.69,1.38,0.00,0.64,0.00
73245,15.16,131,0.14,1258,0.00,0.00,16,20.08,12.50,5.22,-9.65,3.75,1.30,0.00,0.64,0.00
73308,15.16,131,0.12,1283,0.00,0.00,16,17.62,11.00,5.08,-9.92,3.52,1.28,0.00,0.64,0.00
73370,15.04,131,0.11,1309,0.00,0.00,16,15.86,9.00,4.64,-10.35,3.67,1.26,0.00,0.64,0.00
73433,14.93,131,0.10,1271,0.00,0.00,16,14.10,7.00,4.21,-10.62,3.65,1.28,0.00,0.64,0.00
73495,14.81,131,0.10,1239,0.00,0.00,16,14.10,7.50,4.06,-10.69,3.65,1.28,0.00,0.64,0.00
73573,14.70,131,0.10,1198,0.00,0.00,16,14.10,12.50,3.92,-10.69,3.75,1.30,0.00,0.64,0.00
73636,14.36,131,0.11,1150,0.00,0.00,16,14.10,17.50,4.06,-10.67,3.88,1.30,0.00,0.64,0.00
73698,14.24,131,0.11,1128,0.00,0.00,16,14.10,19.50,4.06,-10.62,3.96,1.32,0.00,0.64,0.00
75724,14.24,131,0.11,1128,0.00,0.00,16,14.10,19.50,4.06,-10.62,3.96,1.32,0.00,0.64,0.00
76362,14.81,133,0.14,958,0.00,0.00,16,14.10,18.50,5.08,-9.57,4.46,1.36,0.00,0.64,0.00
76413,14.81,133,0.14,973,0.00,0.00,16,14.10,17.50,5.08,-9.57,4.48,1.36,0.00,0.64,0.00
76476,14.93,133,0.14,974,0.00,0.00,16,14.10,16.00,5.08,-9.57,4.52,1.36,0.00,0.64,0.00
76554,14.81,133,0.14,974,0.00,0.00,16,14.10,15.50,5.08,-9.61,4.48,1.36,0.00,0.64,0.00
76616,14.81,133,0.14,964,0.00,0.00,16,14.10,16.50,5.08,-9.57,4.48,1.36,0.00,0.64,0.00
76679,14.81,133,0.14,977,0.00,0.00,16,14.10,15.00,5.08,-9.59,4.46,1.36,0.00,0.64,0.00
76741,14.93,133,0.14,958,0.00,0.00,16,14.10,17.00,5.08,-9.57,4.48,1.36,0.00,0.64,0.00
76804,14.81,133,0.14,955,0.00,0.00,16,14.10,17.00,5.08,-9.55,4.48,1.36,0.00,0.64,0.00
76866,14.93,133,0.14,951,0.00,0.00,16,14.10,17.00,5.22,-9.53,4.48,1.36,0.00,0.64,0.00
76929,14.81,133,0.14,962,0.00,0.00,16,14.10,15.50,5.22,-9.53,4.48,1.36,0.00,0.64,0.00
76991,14.93,133,0.14,956,0.00,0.00,16,14.10,16.50,5.22,-9.53,4.48,1.36,0.00,0.64,0.00
77054,14.81,133,0.14,960,0.00,0.00,16,14.10,15.50,5.22,-9.53,4.48,1.36,0.00,0.64,0.00
77116,14.81,133,0.14,946,0.00,0.00,16,14.10,16.50,5.22,-9.53,4.48,1.36,0.00,0.64,0.00
77179,14.81,133,0.14,950,0.00,0.00,16,14.10,16.50,5.22,-9.49,4.48,1.36,0.00,0.64,0.00
77241,14.70,133,0.14,947,0.00,0.00,16,14.10,16.50,5.22,-9.49,4.46,1.36,0.00,0.64,0.00
77304,14.81,133,0.14,955,0.00,0.00,16,14.10,15.50,5.22,-9.49,4.43,1.34,0.00,0.64,0.00
77382,14.70,133,0.14,949,0.00,0.00,16,14.10,16.00,5.22,-9.49,4.48,1.36,0.00,0.64,0.00
77444,14.81,133,0.14,946,0.00,0.00,16,14.10,16.50,5.22,-9.51,4.46,1.36,0.00,0.64,0.00
77507,14.59,133,0.14,943,0.00,0.00,16,14.10,16.50,5.22,-9.48,4.48,1.36,0.00,0.64,0.00
77569,14.70,133,0.14,946,0.00,0.00,16,14.10,16.00,5.22,-9.48,4.48,1.36,0.00,0.64,0.00
77632,14.59,133,0.14,934,0.00,0.00,16,14.10,17.00,5.22,-9.46,4.48,1.36,0.00,0.64,0.00
77694,14.70,133,0.14,938,0.00,0.00,16,14.10,16.50,5.22,-9.46,4.52,1.36,0.00,0.64,0.00
77757,14.70,133,0.14,938,0.00,0.00,16,14.10,16.50,5.22,-9.38,4.48,1.38,0.00,0.64,0.00
77820,14.70,133,0.14,948,0.00,0.00,16,14.10,15.50,5.37,-9.38,4.51,1.36,0.00,0.64,0.00
77883,14.59,133,0.14,939,0.00,0.00,16,14.10,16.00,5.37,-9.36,4.48,1.36,0.00,0.64,0.00
77947,14.70,133,0.14,948,0.00,0.00,16,14.10,15.00,5.37,-9.36,4.48,1.36,0.00,0.64,0.00
78009,14.70,133,0.14,950,0.00,0.00,16,14.10,16.50,5.37,-9.32,4.48,1.36,0.00,0.64,0.00
78072,14.70,133,0.15,934,0.00,0.00,16,14.10,16.00,5.37,-9.28,4.46,1.36,0.00,0.64,0.00
78134,14.59,133,0.14,935,0.00,0.00,16,14.10,16.00,5.37,-9.26,4.48,1.36,0.00,0.64,0.00
78215,14.70,133,0.14,935,0.00,0.00,16,14.10,15.50,5.51,-9.24,4.48,1.36,0.00,0.64,0.00
78262,14.70,133,0.14,947,0.00,0.00,16,14.10,14.00,5.37,-9.26,4.48,1.36,0.00,0.64,0.00
78340,14.70,133,0.15,937,0.00,0.00,16,14.10,15.50,5.37,-9.28,4.46,1.36,0.00,0.64,0.00
78402,14.70,133,0.14,939,0.00,0.00,16,14.10,15.00,5.37,-9.28,4.48,1.36,0.00,0.64,0.00
78465,14.70,133,0.14,939,0.00,0.00,16,14.10,15.00,5.37,-9.32,4.48,1.36,0.00,0.64,0.00
78527,14.81,133,0.16,948,0.00,0.00,16,14.10,14.00,5.37,-9.28,4.66,1.40,0.00,0.66,0.00
78590,14.70,133,0.17,943,0.00,0.00,16,14.10,14.00,5.51,-9.18,5.21,1.42,0.00,0.66,0.00
78652,14.81,133,0.18,954,0.00,0.00,16,14.10,13.00,5.66,-9.03,5.52,1.46,0.00,0.68,0.00
78715,14.70,133,0.18,995,0.00,0.00,16,14.10,14.00,5.80,-8.89,5.81,1.48,0.00,0.68,0.00
78777,14.81,133,0.17,1032,0.00,0.00,16,14.45,14.00,5.95,-8.86,5.81,1.44,0.00,0.70,0.00
78840,14.81,133,0.16,1064,0.00,0.00,16,15.16,14.00,5.80,-8.89,5.59,1.44,0.00,0.70,0.00
78902,14.70,133,0.16,1083,0.00,0.00,16,15.86,15.00,5.80,-8.95,5.72,1.46,0.00,0.70,0.00
78965,14.70,133,0.16,1090,0.00,0.00,16,16.21,15.50,5.80,-8.91,5.91,1.48,0.00,0.72,0.00
79043,14.47,133,0.18,1064,0.00,0.00,16,16.91,16.00,5.80,-8.88,6.22,1.50,0.00,0.72,0.00
79105,14.24,133,0.19,1064,0.00,0.00,16,17.97,17.00,5.95,-8.78,6.44,1.52,0.00,0.74,0.00
79168,14.36,133,0.20,1046,0.00,0.00,16,19.02,17.50,6.09,-8.66,6.70,1.54,0.00,0.74,0.00
79230,14.24,133,0.21,1015,0.00,0.00,16,20.08,19.00,6.24,-8.47,7.03,1.54,0.00,0.74,0.00
79294,14.36,133,0.22,1002,0.00,0.00,16,21.48,20.00,6.53,-8.30,7.37,1.58,0.00,0.76,0.00
79356,14.24,133,0.24,1004,0.00,0.00,16,24.30,22.50,6.82,-7.93,8.23,1.66,0.00,0.78,0.00
79418,14.47,133,0.27,1013,0.00,0.00,16,27.11,25.50,7.25,-7.43,9.44,1.70,0.00,0.80,0.00
79481,14.36,133,0.27,1030,0.00,0.00,16,28.52,28.00,7.25,-7.14,9.99,1.70,0.00,0.82,0.00
79543,14.36,133,0.26,1106,0.00,0.00,16,28.87,28.50,7.69,-6.73,10.03,1.72,0.00,0.82,0.00
79606,14.47,133,0.25,1160,0.00,0.00,16,27.46,28.00,7.98,-6.61,10.33,1.72,0.00,0.82,0.00
79668,14.01,133,0.24,1239,0.00,0.00,16,27.11,27.00,8.13,-6.65,10.45,1.72,0.00,0.82,0.00
79731,13.44,133,0.24,1305,0.00,0.00,16,27.46,27.00,7.98,-6.77,10.69,1.74,0.00,0.82,0.00
79797,13.90,133,0.24,1344,0.00,0.00,16,27.46,27.00,7.84,-6.88,10.69,1.76,0.00,0.82,0.00
79859,13.67,133,0.23,1360,0.00,0.00,16,27.46,27.00,7.84,-6.98,10.74,1.76,0.00,0.82,0.00
79922,14.47,133,0.23,1380,0.00,0.00,16,27.46,27.00,7.69,-7.00,10.89,1.76,0.00,0.82,0.00
80000,15.16,133,0.23,1391,0.00,0.00,16,27.11,27.00,7.69,-7.06,10.85,1.76,0.00,0.82,0.00
80062,15.85,133,0.24,1384,0.00,0.00,16,27.46,27.00,7.69,-7.08,10.89,1.76,0.00,0.82,0.00
80125,16.31,133,0.23,1404,0.00,0.00,16,27.46,27.00,7.69,-7.10,10.89,1.76,0.00,0.82,0.00
80188,16.54,133,0.23,1416,0.00,0.00,16,27.81,27.50,7.55,-7.14,11.05,1.78,0.00,0.82,0.00
80250,16.42,133,0.22,1451,0.00,0.00,16,27.81,27.50,7.55,-7.23,10.99,1.76,0.00,0.82,0.00
80312,16.31,133,0.19,1476,0.00,0.00,16,27.81,27.50,6.96,-8.53,9.71,1.58,0.00,0.64,0.00
80375,16.08,133,0.15,1523,0.00,0.00,16,25.35,18.00,5.80,-9.46,5.01,1.34,0.00,0.64,0.00
80437,15.62,133,0.13,1550,0.00,0.00,16,21.13,14.00,4.79,-9.78,4.10,1.32,0.00,0.64,0.00
80500,15.16,133,0.11,1533,0.00,0.00,16,17.97,11.00,4.64,-10.29,3.99,1.32,0.00,0.64,0.00
80562,14.70,133,0.10,1522,0.00,0.00,16,15.86,8.00,4.35,-10.50,3.96,1.32,0.00,0.64,0.00
80625,13.90,133,0.09,1464,0.00,0.00,16,14.10,6.00,4.06,-10.64,3.99,1.32,0.00,0.64,0.00
80703,13.21,133,0.09,1394,0.00,0.00,16,14.10,11.00,3.92,-10.77,3.93,1.30,0.00,0.64,0.00
80765,12.75,133,0.09,1346,0.00,0.00,16,14.10,16.50,3.92,-10.85,3.99,1.32,0.00,0.64,0.00
80828,12.52,133,0.10,1288,0.00,0.00,16,14.10,20.00,3.77,-10.87,4.21,1.34,0.00,0.64,0.00
80891,12.52,133,0.12,1254,0.00,0.00,16,14.10,22.00,3.77,-10.85,4.48,1.38,0.00,0.66,0.00
80953,12.52,133,0.14,1216,0.00,0.00,16,14.10,14.00,4.06,-10.58,5.30,1.46,0.00,0.70,0.00
81016,12.40,133,0.15,1191,0.00,0.00,16,14.80,14.00,4.35,-10.40,5.94,1.48,0.00,0.70,0.00
81078,12.29,133,0.16,1173,0.00,0.00,16,15.16,15.00,4.50,-10.07,6.22,1.50,0.00,0.72,0.00
81141,12.29,133,0.17,1167,0.00,0.00,16,16.21,16.00,4.79,-9.86,6.48,1.50,0.00,0.72,0.00
81203,12.17,133,0.17,1178,0.00,0.00,16,16.56,16.50,5.08,-9.53,6.62,1.52,0.00,0.74,0.00
81266,12.40,133,0.19,1192,0.00,0.00,16,17.97,16.50,5.37,-9.36,7.18,1.58,0.00,0.76,0.00
81328,12.52,133,0.21,1206,0.00,0.00,16,18.67,17.50,5.66,-8.97,7.90,1.64,0.00,0.78,0.00
81406,12.40,133,0.22,1265,0.00,0.00,16,22.19,18.50,5.95,-8.72,9.04,1.68,0.00,0.78,0.00
81469,12.40,133,0.21,1332,0.00,0.00,16,25.35,22.00,6.24,-8.43,9.61,1.70,0.00,0.80,0.00
83496,12.40,133,0.21,1332,0.00,0.00,16,25.35,22.00,6.24,-8.43,9.61,1.70,0.00,0.80,0.00
84004,14.13,135,0.31,1479,0.00,0.00,16,30.62,30.50,8.85,-5.78,14.73,1.94,0.00,0.90,0.00
84066,14.13,135,0.31,1440,0.00,0.00,16,30.27,30.50,9.00,-5.61,14.53,1.92,0.00,0.90,0.00
84118,14.01,135,0.32,1399,0.00,0.00,16,30.27,30.00,9.14,-5.43,14.60,1.94,0.00,0.90,0.00
84180,14.01,135,0.33,1372,0.00,0.00,16,29.57,29.50,9.29,-5.24,14.66,1.92,0.00,0.90,0.00
84243,14.13,135,0.34,1325,0.00,0.00,16,28.87,28.50,9.58,-5.14,14.60,1.92,0.00,0.90,0.00
84321,14.01,135,0.35,1294,0.00,0.00,16,27.46,28.00,9.58,-4.93,14.53,1.92,0.00,0.90,0.00
84385,14.13,135,0.35,1257,0.00,0.00,16,26.41,27.00,9.87,-4.66,14.53,1.92,0.00,0.90,0.00
84447,14.24,135,0.34,1229,0.00,0.00,16,27.11,26.00,10.16,-4.49,14.47,1.92,0.00,0.90,0.00
84510,14.01,135,0.32,1298,0.00,0.00,16,28.87,28.50,10.30,-4.45,14.22,1.90,0.00,0.90,0.00
84572,13.90,135,0.32,1377,0.00,0.00,16,30.27,29.50,10.16,-4.60,14.40,1.92,0.00,0.90,0.00
84635,14.01,135,0.32,1408,0.00,0.00,16,30.27,30.00,10.01,-4.76,14.67,1.92,0.00,0.90,0.00
84697,14.24,135,0.32,1398,0.00,0.00,16,30.27,30.00,9.87,-4.81,14.79,1.92,0.00,0.90,0.00
84760,14.59,135,0.31,1445,0.00,0.00,16,30.98,30.50,9.87,-4.89,14.53,1.92,0.00,0.90,0.00
84822,14.81,135,0.31,1502,0.00,0.00,16,31.68,31.00,9.72,-5.05,14.92,1.94,0.00,0.90,0.00
84885,15.16,135,0.30,1562,0.00,0.00,16,31.68,31.50,9.43,-5.26,15.19,1.94,0.00,0.90,0.00
84947,15.16,135,0.30,1578,0.00,0.00,16,31.33,31.00,9.43,-5.39,15.11,1.94,0.00,0.90,0.00
85010,15.16,135,0.29,1576,0.00,0.00,16,31.33,31.00,9.29,-5.51,15.11,1.94,0.00,0.90,0.00
85088,15.04,135,0.28,1636,0.00,0.00,16,31.68,31.50,9.00,-5.70,15.11,1.94,0.00,0.90,0.00
85150,15.04,135,0.28,1698,0.00,0.00,16,32.73,32.50,8.71,-6.03,15.05,1.94,0.00,0.90,0.00
85201,14.93,135,0.27,1733,0.00,0.00,16,32.73,33.00,8.56,-6.23,15.11,1.94,0.00,0.90,0.00
85279,14.81,135,0.27,1737,0.00,0.00,16,33.09,33.00,8.27,-6.44,14.98,1.94,0.00,0.90,0.00
85342,14.59,135,0.26,1771,0.00,0.00,16,33.79,33.50,8.13,-6.61,14.34,1.92,0.00,0.88,0.00
85393,14.47,135,0.25,1822,0.00,0.00,16,34.84,34.50,7.98,-6.85,14.73,1.92,0.00,0.88,0.00
85458,14.47,135,0.23,1862,0.00,0.00,16,35.90,35.50,7.69,-7.02,14.53,1.92,0.00,0.88,0.00
85521,14.47,135,0.23,1872,0.00,0.00,16,35.90,35.50,7.55,-7.15,14.47,1.90,0.00,0.88,0.00
85599,14.24,135,0.22,1879,0.00,0.00,16,35.90,35.50,7.25,-7.48,13.32,1.86,0.00,0.86,0.00
85661,14.01,135,0.22,1910,0.00,0.00,16,36.25,35.50,7.11,-7.70,12.90,1.86,0.00,0.86,0.00
85724,14.01,135,0.21,1938,0.00,0.00,16,36.95,36.00,6.82,-7.85,12.79,1.84,0.00,0.84,0.00
85786,14.13,135,0.20,1954,0.00,0.00,16,36.95,36.50,6.67,-7.99,12.85,1.86,0.00,0.84,0.00
85849,14.01,135,0.19,1954,0.00,0.00,16,36.95,36.50,6.53,-8.10,12.64,1.86,0.00,0.84,0.00
85911,14.01,135,0.19,1964,0.00,0.00,16,36.95,36.50,6.53,-8.20,12.70,1.82,0.00,0.84,0.00
85978,13.90,135,0.19,1983,0.00,0.00,16,36.95,36.50,6.38,-8.30,12.52,1.84,0.00,0.84,0.00
86041,13.90,135,0.19,2007,0.00,0.00,16,37.30,36.50,6.38,-8.35,12.58,1.84,0.00,0.84,0.00
86103,14.01,135,0.19,2021,0.00,0.00,16,37.30,37.00,6.24,-8.39,12.59,1.86,0.00,0.84,0.00
86166,14.13,135,0.19,2031,0.00,0.00,16,37.30,37.00,6.24,-8.47,12.64,1.86,0.00,0.84,0.00
86228,14.24,135,0.18,2035,0.00,0.00,16,37.66,37.00,6.24,-8.51,12.31,1.86,0.00,0.84,0.00
86291,14.47,135,0.18,2066,0.00,0.00,16,37.30,36.50,6.24,-8.53,12.63,1.84,0.00,0.84,0.00
86353,14.47,135,0.18,2082,0.00,0.00,16,37.66,37.50,6.24,-8.59,12.64,1.84,0.00,0.84,0.00
86416,14.47,135,0.18,2081,0.00,0.00,16,37.66,38.00,6.09,-8.59,12.85,1.84,0.00,0.84,0.00
86494,14.47,135,0.18,2096,0.00,0.00,16,38.01,38.00,6.09,-8.62,12.59,1.84,0.00,0.84,0.00
86556,14.59,135,0.18,2114,0.00,0.00,16,37.66,38.00,6.09,-8.78,11.77,1.82,0.00,0.82,0.00
86619,14.59,135,0.17,2119,0.00,0.00,16,37.30,37.50,5.80,-9.05,10.64,1.80,0.00,0.80,0.00
86682,14.59,135,0.15,2116,0.00,0.00,16,36.95,36.50,5.66,-9.28,11.60,1.74,0.00,0.78,0.00
86744,14.36,135,0.14,2141,0.00,0.00,16,35.90,36.00,5.22,-9.67,8.39,1.66,0.00,0.76,0.00
86807,14.01,135,0.11,2136,0.00,0.00,16,33.79,35.50,4.93,-9.88,8.44,1.58,0.00,0.76,0.00
86869,13.67,135,0.12,2116,0.00,0.00,16,33.79,33.50,4.79,-10.09,8.44,1.64,0.00,0.76,0.00
86931,13.21,135,0.12,2110,0.00,0.00,16,33.79,34.00,4.50,-10.25,8.06,1.60,0.00,0.76,0.00
86997,13.09,135,0.11,2110,0.00,0.00,16,33.79,33.50,4.35,-10.36,7.90,1.60,0.00,0.76,0.00
87060,13.21,135,0.11,2099,0.00,0.00,16,33.44,33.00,4.35,-10.44,7.78,1.58,0.00,0.76,0.00
87122,13.32,135,0.11,2096,0.00,0.00,16,33.44,33.00,4.21,-10.56,7.82,1.58,0.00,0.74,0.00
87185,13.32,135,0.10,2108,0.00,0.00,16,33.44,33.00,4.06,-10.64,7.29,1.56,0.00,0.74,0.00
87247,13.67,135,0.10,2104,0.00,0.00,16,33.44,33.00,4.06,-10.73,7.29,1.56,0.00,0.74,0.00
87325,13.78,135,0.10,2088,0.00,0.00,16,33.44,33.00,3.92,-10.75,7.29,1.56,0.00,0.74,0.00
87372,13.90,135,0.10,2085,0.00,0.00,16,33.09,33.00,3.92,-10.77,7.10,1.54,0.00,0.74,0.00
87450,14.01,135,0.10,2056,0.00,0.00,16,33.09,33.00,3.92,-10.79,7.10,1.54,0.00,0.74,0.00
87513,14.24,135,0.10,2025,0.00,0.00,16,33.09,33.00,3.92,-10.83,6.81,1.52,0.00,0.72,0.00
87576,14.24,135,0.09,2028,0.00,0.00,16,33.09,33.00,3.77,-10.89,6.62,1.50,0.00,0.72,0.00
87638,14.24,135,0.10,2050,0.00,0.00,16,33.09,33.00,3.77,-10.94,6.59,1.52,0.00,0.72,0.00
87700,14.47,135,0.10,2021,0.00,0.00,16,32.73,32.50,3.77,-11.00,6.44,1.50,0.00,0.70,0.00
87763,14.47,135,0.09,1996,0.00,0.00,16,32.38,32.50,3.63,-11.14,5.94,1.48,0.00,0.70,0.00
87826,14.59,135,0.09,1967,0.00,0.00,16,32.38,32.00,3.48,-11.22,5.80,1.46,0.00,0.68,0.00
87888,14.70,135,0.09,1962,0.00,0.00,16,32.03,32.00,3.48,-11.27,5.87,1.46,0.00,0.68,0.00
87950,14.70,135,0.09,1950,0.00,0.00,16,32.03,32.00,3.34,-11.35,5.87,1.46,0.00,0.68,0.00
88013,14.70,135,0.09,1933,0.00,0.00,16,31.68,31.50,3.34,-11.35,5.80,1.46,0.00,0.68,0.00
88080,14.59,135,0.10,1926,0.00,0.00,16,31.68,31.50,3.34,-11.35,6.18,1.50,0.00,0.68,0.00
88143,14.59,135,0.10,1918,0.00,0.00,16,31.68,31.50,3.34,-11.33,6.26,1.50,0.00,0.68,0.00
88205,14.59,135,0.10,1909,0.00,0.00,16,30.98,31.50,3.34,-11.31,6.22,1.48,0.00,0.68,0.00
