Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
1153,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.50
1249,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
1345,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.30
1441,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
1537,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.30
1633,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
1729,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
1825,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.30
1921,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.30
2017,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
2113,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.19,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.50
2209,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
2305,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
2401,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
2497,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
2594,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.30
2689,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
2785,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
2881,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
2978,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
3073,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
3170,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.50
3266,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.30
3362,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
3457,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.50
3553,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.19,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
3649,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.50
3746,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
3842,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.19,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.50
3938,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
4034,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.30
4130,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
4226,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
4321,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
4418,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
4514,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
4610,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
4706,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
4802,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
4898,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
4994,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
5090,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
5186,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
5283,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
5379,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
5474,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.50
5571,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
5667,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
5763,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,0.00,16,-20.00,9.50,75,14.51,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.50
5859,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.23,3.66,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,35.40
