Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
37489,0.00,-0.78,24.46,10,0.25,4912,0.00,0.00,14.25,16,11.99,11.50,64,3.77,-10.87,20.06,2.10,-5.41,0.00,0.66,14.80
37565,0.00,-0.78,24.23,10,0.24,4867,0.00,0.00,14.27,16,11.99,11.50,64,3.77,-10.81,19.57,2.08,-5.10,0.00,0.66,14.80
37641,0.00,-0.78,24.23,10,0.24,4765,0.00,0.00,14.32,16,11.99,11.50,64,3.92,-10.83,19.26,2.08,-5.10,0.00,0.66,14.80
37716,0.00,-0.78,24.23,10,0.23,4696,0.00,0.00,14.36,16,11.99,11.50,64,3.92,-10.81,18.56,2.04,-4.80,0.00,0.66,14.80
37792,0.00,-0.78,24.46,10,0.23,4642,0.00,0.00,14.39,16,11.99,11.50,64,3.92,-10.83,18.09,2.00,-4.80,0.00,0.66,14.80
37867,0.00,-0.78,24.23,10,0.23,4603,0.00,0.00,14.44,16,11.99,11.50,64,3.92,-10.89,17.47,2.00,-4.49,0.00,0.66,14.80
37943,0.00,-0.78,23.89,10,0.22,4435,0.00,0.00,14.49,16,11.99,11.50,64,3.77,-10.91,16.64,1.98,-4.49,0.00,0.66,14.80
38018,0.00,-0.78,24.23,10,0.22,4363,0.00,0.00,14.53,16,11.99,11.50,66,3.77,-10.91,15.67,1.96,-4.18,0.00,0.66,14.80
38094,0.00,-0.78,24.00,10,0.22,4273,0.00,0.00,14.57,16,11.99,11.50,66,3.77,-10.94,15.67,1.94,-4.18,0.00,0.66,14.80
38169,0.00,-0.78,23.89,10,0.21,4199,0.00,0.00,14.63,16,11.99,11.50,66,3.77,-10.98,14.90,1.92,-4.18,0.00,0.66,14.80
38245,0.00,-0.78,23.89,10,0.21,4155,0.00,0.00,14.68,16,11.99,11.50,66,3.77,-10.98,14.39,1.88,-4.18,0.00,0.66,14.80
38320,0.00,-0.78,24.23,10,0.20,4068,0.00,0.00,14.70,16,11.99,11.50,66,3.63,-11.06,13.95,1.86,-4.18,0.00,0.66,14.80
38395,0.00,-0.78,24.35,10,0.20,3954,0.00,0.00,14.70,16,11.99,11.50,66,3.63,-11.16,13.24,1.86,-4.18,0.00,0.66,14.80
38471,0.00,-0.78,24.23,10,0.19,3860,0.00,0.00,14.70,16,11.99,11.50,66,3.48,-11.25,12.51,1.84,-4.18,0.00,0.66,14.80
38545,0.00,-0.78,24.23,10,0.20,3796,0.00,0.00,14.70,16,11.99,11.50,66,3.48,-11.25,12.09,1.82,-4.18,0.00,0.66,14.80
38621,0.00,-0.78,24.12,10,0.19,3729,0.00,0.00,14.70,16,11.99,11.50,66,3.48,-11.27,12.25,1.82,-4.18,0.00,0.66,14.80
38697,0.00,-0.78,24.23,10,0.19,3660,0.00,0.00,14.70,16,11.99,11.50,66,3.48,-11.27,11.76,1.80,-4.18,0.00,0.66,14.80
38772,0.00,-0.78,24.58,10,0.19,3594,0.00,0.00,14.70,16,11.99,11.50,66,3.48,-11.25,11.59,1.76,-4.18,0.00,0.66,14.80
38847,0.00,-0.78,24.12,10,0.19,3581,0.00,0.00,14.70,16,11.99,11.50,66,3.48,-11.20,11.08,1.76,-4.18,0.00,0.66,14.80
38923,0.00,-0.78,24.46,10,0.18,3409,0.00,0.00,14.70,16,11.99,11.50,66,3.48,-11.16,10.83,1.72,-4.18,0.00,0.66,14.80
38999,0.00,-0.78,24.23,10,0.19,3326,0.00,0.00,14.70,16,11.99,11.50,66,3.48,-11.06,10.58,1.74,-4.18,0.00,0.66,14.80
39074,0.00,-0.78,24.00,10,0.19,3249,0.00,0.00,14.70,16,11.99,11.50,66,3.63,-10.98,10.43,1.74,-4.18,0.00,0.66,14.80
39149,0.00,-0.78,24.35,10,0.19,3200,0.00,0.00,14.70,16,11.99,11.50,66,3.77,-10.94,10.07,1.72,-4.18,0.00,0.66,14.80
39224,0.00,-0.78,23.77,10,0.19,3104,0.00,0.00,13.85,16,11.99,11.50,68,3.77,-10.89,9.79,1.72,-4.18,0.00,0.66,14.80
39300,0.00,-0.78,24.12,10,0.20,3041,0.00,0.00,14.70,16,11.99,11.50,68,3.77,-10.89,9.79,1.74,-4.18,0.00,0.66,14.80
39375,0.00,-0.78,24.12,10,0.21,2917,0.00,0.00,14.70,16,11.99,11.50,68,3.77,-10.87,10.13,1.74,-4.18,0.00,0.66,14.80
39450,0.00,-0.78,23.89,10,0.21,2855,0.00,0.00,13.87,16,11.99,11.50,68,3.77,-10.83,10.23,1.72,-4.18,0.00,0.66,14.80
39526,0.00,-0.78,24.23,10,0.21,2754,0.00,0.00,14.70,16,11.99,11.50,68,3.92,-10.81,9.65,1.70,-4.18,0.00,0.66,14.80
39601,0.00,-0.78,24.35,10,0.21,2713,0.00,0.00,14.70,16,11.99,11.50,68,3.92,-10.79,9.65,1.70,-4.18,0.00,0.66,14.80
39677,0.00,-0.78,24.23,10,0.23,2636,0.00,0.00,14.70,16,11.99,11.50,68,3.92,-10.79,9.21,1.68,-3.56,0.00,0.66,14.80
39753,0.00,-0.78,24.00,10,0.23,2563,0.00,0.00,14.70,16,11.99,11.50,68,3.92,-10.79,9.74,1.68,-3.56,0.00,0.66,14.80
39828,0.00,-0.78,24.23,10,0.23,2466,0.00,0.00,14.70,16,11.99,11.50,68,3.92,-10.77,9.39,1.68,-3.25,0.00,0.66,14.80
39903,0.00,-0.78,24.23,10,0.23,2343,0.00,0.00,14.70,16,11.99,11.50,68,3.92,-10.73,9.31,1.66,-3.25,0.00,0.66,14.80
39979,0.00,-0.78,23.89,10,0.21,2258,0.00,0.00,14.70,16,11.99,11.50,68,3.92,-10.69,8.23,1.60,-2.63,0.00,0.66,14.80
40054,0.00,-0.78,24.12,10,0.19,2193,0.00,0.00,14.70,16,11.99,11.50,68,3.92,-10.83,6.92,1.52,-2.63,0.00,0.66,14.80
40129,0.00,-0.78,24.46,10,0.19,2128,0.00,0.00,14.70,16,11.99,11.50,68,3.77,-10.93,6.44,1.52,-2.01,0.00,0.66,14.80
40205,0.00,-0.78,24.46,10,0.19,2031,0.00,0.00,14.70,16,11.99,11.50,68,3.77,-10.93,6.29,1.48,-1.39,0.00,0.66,14.80
40280,0.00,-0.78,24.00,10,0.19,1958,0.00,0.00,14.70,16,11.99,11.50,68,3.77,-10.96,6.22,1.48,-1.39,0.00,0.66,14.80
40356,0.00,-0.78,24.23,10,0.20,1887,0.00,0.00,14.70,16,11.99,11.50,68,3.77,-11.02,6.11,1.48,-1.39,0.00,0.66,14.80
40431,0.00,-0.78,24.35,10,0.21,1726,0.00,0.00,14.70,16,11.99,11.50,68,3.63,-11.10,6.00,1.48,-1.39,0.00,0.66,14.80
40507,0.00,-0.78,24.23,10,0.21,1618,0.00,0.00,14.70,16,11.99,11.50,68,3.63,-11.08,5.81,1.46,-1.39,0.00,0.66,14.80
40582,0.00,-0.78,24.23,10,0.24,1540,0.00,0.00,13.67,16,11.64,11.50,68,3.63,-10.93,5.52,1.46,-1.39,0.00,0.66,14.80
40657,0.00,-0.78,24.35,8,0.26,1440,0.00,0.00,14.70,16,11.29,19.50,70,3.92,-10.73,5.94,1.48,-1.39,0.00,0.66,14.80
40733,0.78,-0.78,24.23,8,0.26,1351,0.00,0.00,15.38,16,10.59,19.00,70,3.92,-10.69,5.81,1.42,-1.39,0.00,0.66,14.80
40807,4.69,-0.78,24.12,8,0.26,1269,0.00,0.00,14.70,16,10.94,18.50,70,4.06,-10.56,5.36,1.42,-1.39,0.00,0.66,14.80
40883,7.03,-0.78,24.23,8,0.21,1289,0.00,0.00,15.95,16,10.94,19.00,70,4.21,-10.58,5.40,1.36,-1.39,0.00,0.66,14.80
40959,9.38,-0.78,24.12,8,0.21,1298,0.00,0.00,14.71,16,10.94,17.00,70,4.06,-10.67,4.46,1.36,-1.39,0.00,0.66,14.80
41034,11.72,-0.78,24.35,8,0.21,1302,0.00,0.00,14.71,16,10.94,15.00,70,3.92,-10.75,4.48,1.36,-1.39,0.00,0.66,14.80
41109,14.06,-0.78,24.12,8,0.23,1286,0.00,0.00,13.70,16,10.94,16.00,70,3.92,-10.79,4.66,1.40,-1.39,0.00,0.66,14.80
41185,17.19,-0.78,24.12,8,0.22,1274,0.00,0.00,14.70,16,10.94,16.50,70,3.92,-10.83,4.85,1.36,-1.39,0.00,0.66,14.80
41261,18.75,-0.78,24.12,8,0.23,1249,0.00,0.00,14.70,16,10.59,18.00,70,3.77,-10.87,4.64,1.38,-1.39,0.00,0.66,14.80
41336,19.53,-0.78,23.20,8,0.23,1278,0.00,0.00,14.70,16,10.59,18.50,70,3.77,-10.83,4.75,1.36,-1.39,0.00,0.66,14.80
41411,14.84,-0.78,20.33,8,0.22,1170,0.00,0.00,14.70,16,10.59,18.50,70,3.92,-10.77,4.63,1.34,-1.08,0.00,0.66,14.80
41487,12.50,-0.78,17.00,8,0.23,1144,0.00,0.00,14.70,16,10.23,18.50,70,3.92,-10.67,4.40,1.34,-1.08,0.00,0.66,14.80
41562,10.94,-0.78,14.93,8,0.25,1115,0.00,0.00,14.70,16,10.23,18.00,70,4.06,-10.60,4.40,1.36,-1.08,0.00,0.66,14.80
41638,9.38,-0.78,14.13,8,0.26,1087,0.00,0.00,14.70,16,9.88,18.00,70,4.21,-10.50,4.51,1.36,-1.08,0.00,0.66,14.80
41713,7.81,-0.78,12.98,8,0.24,1059,0.00,0.00,14.70,16,9.88,17.50,70,4.21,-10.40,4.55,1.36,-1.08,0.00,0.66,14.80
41788,7.03,-0.78,12.52,8,0.23,1026,0.00,0.00,14.70,16,9.88,17.50,70,4.35,-10.35,4.21,1.32,-1.08,0.00,0.66,14.80
41864,6.25,-0.78,11.48,8,0.24,1028,0.00,0.00,14.70,16,9.88,17.50,70,4.35,-10.25,3.96,1.32,-1.08,0.00,0.66,14.80
41939,5.47,-0.78,11.25,8,0.22,1031,0.00,0.00,14.70,16,9.88,17.50,70,4.50,-10.21,3.91,1.30,-1.08,0.00,0.66,14.80
42014,4.69,-0.78,11.14,8,0.21,1053,0.00,0.00,14.71,16,9.88,17.50,70,4.50,-10.21,3.78,1.28,-1.08,0.00,0.66,14.80
42090,3.91,-0.78,11.02,8,0.21,1060,0.00,0.00,14.71,16,9.88,15.50,70,4.50,-10.27,3.72,1.28,-1.08,0.00,0.66,14.80
42165,3.12,-0.78,11.02,8,0.20,1060,0.00,0.00,14.71,16,9.88,15.50,70,4.35,-10.31,3.59,1.28,-1.08,0.00,0.66,14.80
42240,2.34,-0.78,11.02,8,0.21,1064,0.00,0.00,14.71,16,9.88,14.50,70,4.35,-10.36,3.62,1.28,-1.08,0.00,0.66,14.80
42316,1.56,-0.78,11.14,8,0.21,1046,0.00,0.00,14.71,16,9.88,15.50,70,4.35,-10.42,3.58,1.30,-1.08,0.00,0.66,14.80
42391,1.56,-0.78,11.14,8,0.20,1044,0.00,0.00,14.71,16,9.88,15.50,70,4.21,-10.42,3.65,1.26,-1.08,0.00,0.66,14.80
42466,0.78,-0.78,11.25,8,0.19,1043,0.00,0.00,14.71,16,9.88,15.50,72,4.21,-10.46,3.31,1.26,-1.08,0.00,0.66,14.80
42542,0.00,-0.78,11.37,8,0.21,1042,0.00,0.00,14.70,16,9.88,14.50,72,4.21,-10.48,3.55,1.28,-1.08,0.00,0.66,14.80
42616,0.00,-0.78,11.48,8,0.21,1027,0.00,0.00,14.70,16,9.88,16.00,72,4.21,-10.44,3.58,1.28,-1.08,0.00,0.66,14.80
42692,-0.78,-0.78,11.60,8,0.21,1023,0.00,0.00,14.70,16,9.88,16.00,72,4.21,-10.44,3.55,1.28,-1.08,0.00,0.66,14.80
42767,-0.78,-0.78,11.94,8,0.21,1010,0.00,0.00,14.70,16,9.88,16.50,72,4.21,-10.40,3.60,1.26,-1.08,0.00,0.66,14.80
42842,-0.78,-0.78,12.52,8,0.22,1003,0.00,0.00,14.70,16,9.88,16.50,72,4.21,-10.40,3.60,1.28,-1.08,0.00,0.66,14.80
42918,-0.78,-0.78,12.63,8,0.22,998,0.00,0.00,14.70,16,9.88,16.50,72,4.35,-10.42,3.60,1.28,-1.08,0.00,0.66,14.80
42993,-0.78,-0.78,12.98,8,0.22,998,0.00,0.00,14.70,16,9.88,16.50,72,4.21,-10.40,3.67,1.28,-1.08,0.00,0.66,14.80
43069,-0.78,-0.78,12.98,8,0.21,998,0.00,0.00,14.70,16,9.88,16.00,72,4.35,-10.40,3.55,1.26,-1.08,0.00,0.66,14.80
43144,-1.56,-0.78,13.21,8,0.21,997,0.00,0.00,14.70,16,9.88,15.50,72,4.35,-10.40,3.53,1.26,-1.08,0.00,0.66,14.80
43219,-1.56,-0.78,13.09,8,0.21,986,0.00,0.00,14.70,16,9.88,16.00,72,4.35,-10.38,3.38,1.26,-1.08,0.00,0.66,14.80
43295,-2.34,-0.78,13.32,8,0.21,986,0.00,0.00,14.70,16,9.88,15.50,72,4.35,-10.38,3.50,1.28,-1.08,0.00,0.66,14.80
43370,-3.12,-0.78,13.21,8,0.21,978,0.00,0.00,14.70,16,9.88,15.50,72,4.35,-10.36,3.45,1.28,-1.08,0.00,0.66,14.80
43445,-3.12,-0.78,13.09,8,0.21,966,0.00,0.00,14.70,16,9.88,15.50,72,4.35,-10.35,3.50,1.26,-1.08,0.00,0.66,14.80
43520,-4.69,-0.78,13.21,8,0.21,955,0.00,0.00,14.70,16,9.88,17.00,72,4.35,-10.31,3.38,1.24,-1.08,0.00,0.66,14.80
43596,-4.69,-0.78,13.09,8,0.20,946,0.00,0.00,14.70,16,9.88,16.50,72,4.35,-10.29,3.23,1.24,-1.08,0.00,0.66,14.80
