Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F),Primary Wastegate Duty Cycle (%)
16066,11.10,1.04,3754,0.00,0.00,16,6.72,6.50,130.32,14.70,2.66,196,24.71
16254,11.20,1.11,3954,0.00,0.00,16,6.72,6.00,150.39,15.62,2.76,196,24.71
16452,11.22,1.07,4116,0.00,0.00,16,7.42,7.00,150.11,15.62,2.76,196,23.14
16642,11.22,1.09,4312,0.00,0.00,16,8.12,7.50,160.71,15.01,2.64,196,23.53
16832,11.24,1.10,4545,0.00,0.00,16,8.48,8.00,167.61,15.01,2.58,196,23.92
17022,11.24,1.08,4744,0.00,0.00,16,9.18,8.50,173.47,15.01,2.58,196,25.10
17212,11.22,1.08,4967,0.00,0.00,16,9.88,9.00,176.92,15.01,2.36,196,25.88
17402,11.22,1.02,5140,0.00,0.00,16,11.64,10.50,177.97,10.67,1.50,196,21.18
17597,11.21,0.51,5234,0.00,0.00,16,36.95,33.00,80.46,-0.15,1.04,196,7.06
17786,11.24,0.34,5119,0.00,0.00,16,43.63,41.50,61.36,-6.34,0.84,196,0.00
17976,11.55,0.21,5248,0.00,0.00,16,28.52,37.50,35.57,-6.34,0.64,196,0.00
18167,20.35,0.18,5140,0.00,0.00,16,6.02,9.50,31.28,-6.03,0.64,196,0.00
18359,23.80,0.16,5047,0.00,0.00,16,6.02,6.00,27.99,-5.72,0.64,196,0.00
18550,23.83,0.14,4957,0.00,0.00,16,6.02,6.00,24.51,-5.72,0.64,196,0.00
18740,17.83,0.17,4954,0.00,0.00,16,20.43,19.50,30.83,-5.41,0.64,196,0.00
18919,16.05,0.14,4876,0.00,0.00,16,6.02,6.00,22.77,-5.10,0.64,196,0.00
19119,23.72,0.13,4783,0.00,0.00,16,6.02,6.00,21.80,-5.10,0.64,196,0.00
19307,23.84,0.12,4771,0.00,0.00,16,6.02,6.00,20.92,-4.80,0.64,196,0.00
19498,23.95,0.12,4693,0.00,0.00,16,6.02,6.00,19.51,-4.80,0.64,196,0.00
19688,24.07,0.13,4624,0.00,0.00,16,6.02,6.00,18.48,-4.80,0.64,196,0.00
19878,23.84,0.14,4621,0.00,0.00,16,6.02,6.00,19.35,-4.80,0.66,196,0.00
20068,23.81,0.13,4581,0.00,0.00,16,7.77,6.50,20.06,-4.49,0.72,196,0.00
20250,17.68,0.15,4556,0.00,0.00,16,22.19,20.00,21.44,-4.49,0.80,196,0.00
20447,11.85,0.16,4554,0.00,0.00,16,41.17,41.00,23.73,-4.49,0.82,196,0.00
20637,12.44,0.15,4537,0.00,0.00,16,40.47,40.50,22.24,-4.49,0.80,196,0.00
20827,12.66,0.13,4480,0.00,0.00,16,39.77,39.00,18.64,-4.49,0.72,196,0.00
21017,11.73,0.13,4456,0.00,0.00,16,39.41,39.00,19.66,-4.49,0.70,196,0.00
21211,12.13,0.12,4430,0.00,0.00,16,26.05,32.00,17.63,-4.49,0.64,196,0.00
21397,19.51,0.12,4396,0.00,0.00,16,6.02,8.00,17.48,-4.49,0.64,196,0.00
21587,24.09,0.11,4383,0.00,0.00,16,6.02,6.00,17.26,-4.18,0.64,196,0.00
21777,23.95,0.11,4312,0.00,0.00,16,6.02,6.00,16.36,-4.18,0.64,196,0.00
21967,23.81,0.11,4273,0.00,0.00,16,6.02,6.00,15.18,-4.18,0.64,196,0.00
22163,23.69,0.13,4225,0.00,0.00,16,6.02,6.00,15.25,-4.18,0.64,196,0.00
22349,23.84,0.10,4192,0.00,0.00,16,6.02,6.00,14.98,-4.18,0.64,196,0.00
22536,23.84,0.11,4157,0.00,0.00,16,6.02,6.00,14.08,-4.18,0.64,196,0.00
22724,23.77,0.10,3830,0.00,0.00,16,6.02,6.00,12.79,-4.18,0.64,196,0.00
22911,23.74,0.10,3418,0.00,0.00,16,6.02,6.00,10.64,-4.18,0.64,196,0.00
23118,24.02,0.11,3029,0.00,0.00,16,5.66,6.00,11.29,-4.18,0.64,196,0.00
23309,23.93,0.13,2754,0.00,0.00,16,4.61,4.50,11.61,-4.18,0.64,196,0.00
23496,24.29,0.14,2448,0.00,0.00,16,3.55,3.50,10.74,-3.25,0.64,196,0.00
23684,23.80,0.13,2126,0.00,0.00,16,2.85,2.50,9.04,-2.63,0.64,196,0.00
23871,23.78,0.13,1825,0.00,0.00,16,4.26,11.50,7.86,-1.39,0.64,196,0.00
24059,24.19,0.15,1625,0.00,0.00,16,6.37,14.00,7.42,-1.39,0.64,196,0.00
24262,24.32,0.22,1318,0.00,0.00,16,9.53,7.50,9.31,-1.39,0.72,196,0.00
24454,23.65,0.19,1426,0.00,0.00,16,15.86,14.00,9.17,-1.39,0.74,196,0.00
24641,16.09,0.17,1855,0.00,0.00,16,33.09,30.50,10.79,-1.39,0.80,196,0.00
24834,15.50,0.17,2174,0.00,0.00,16,38.01,37.00,12.25,-2.01,0.80,196,0.00
25026,14.87,0.18,2118,0.00,0.00,16,37.30,37.00,12.47,-2.01,0.82,196,0.00
25213,14.18,0.19,2082,0.00,0.00,16,37.66,38.00,13.32,-1.70,0.82,196,0.00
25401,13.71,0.19,2081,0.00,0.00,16,38.36,37.00,12.75,-2.01,0.82,196,0.00
25604,14.25,0.19,2078,0.00,0.00,16,38.71,37.50,13.15,-1.70,0.82,196,0.00
25791,14.10,0.21,2081,0.00,0.00,16,39.06,38.00,14.15,-2.01,0.84,196,0.00
25979,13.76,0.21,2090,0.00,0.00,16,38.71,38.50,14.47,-2.01,0.84,196,0.00
26166,14.05,0.22,2099,0.00,0.00,16,39.41,39.00,15.48,-1.70,0.86,196,0.00
26354,13.72,0.23,2091,0.00,0.00,16,40.12,39.00,15.92,-2.01,0.86,196,0.00
26557,13.57,0.24,2102,0.00,0.00,16,40.47,40.00,16.89,-2.01,0.88,196,0.00
26744,13.56,0.25,2100,0.00,0.00,16,40.47,40.00,17.26,-2.01,0.88,196,0.00
26932,13.76,0.25,2107,0.00,0.00,16,40.82,40.00,17.94,-2.01,0.90,196,0.00
27119,13.78,0.26,2112,0.00,0.00,16,41.17,40.50,18.02,-2.01,0.90,196,0.00
27322,13.91,0.26,2117,0.00,0.00,16,41.52,41.00,18.72,-2.01,0.92,196,0.00
27510,13.97,0.25,2129,0.00,0.00,16,41.52,41.50,18.71,-2.01,0.92,196,0.00
27697,13.98,0.27,2137,0.00,0.00,16,41.88,41.50,19.35,-2.01,0.92,196,0.00
27885,13.84,0.27,2142,0.00,0.00,16,42.23,41.50,19.51,-2.01,0.92,196,0.00
28088,14.02,0.28,2159,0.00,0.00,16,42.23,41.50,20.14,-2.01,0.94,196,0.00
28275,14.10,0.27,2158,0.00,0.00,16,42.23,41.50,18.65,-2.01,0.94,196,0.00
28463,14.51,0.29,2171,0.00,0.00,16,42.23,41.50,20.57,-2.01,0.94,196,0.00
28650,13.76,0.28,2172,0.00,0.00,16,42.58,41.50,21.19,-2.32,0.94,196,0.00
28838,13.84,0.28,2178,0.00,0.00,16,42.58,42.00,20.06,-2.32,0.94,196,0.00
29041,14.24,0.28,2188,0.00,0.00,16,42.58,42.00,20.57,-2.32,0.94,196,0.00
29229,14.37,0.28,2204,0.00,0.00,16,42.93,42.50,21.00,-2.32,0.94,196,0.00
29416,13.91,0.28,2223,0.00,0.00,16,42.93,42.00,20.84,-2.32,0.94,196,0.00
29605,13.95,0.29,2214,0.00,0.00,16,42.93,42.50,21.10,-2.32,0.94,196,0.00
29808,13.80,0.29,2226,0.00,0.00,16,43.28,42.50,20.67,-2.32,0.94,196,0.00
29984,13.63,0.29,2247,0.00,0.00,16,43.28,43.00,20.23,-2.32,0.94,196,0.00
30187,13.65,0.29,2239,0.00,0.00,16,43.28,42.50,20.57,-2.32,0.94,194,0.00
30375,13.64,0.27,2263,0.00,0.00,16,43.28,42.50,20.07,-2.32,0.94,194,0.00
30562,14.35,0.28,2270,0.00,0.00,16,43.63,43.00,20.92,-2.63,0.94,194,0.00
30750,14.03,0.28,2265,0.00,0.00,16,43.63,42.50,21.71,-2.63,0.94,194,0.00
30953,13.72,0.28,2274,0.00,0.00,16,43.63,43.00,21.63,-2.63,0.94,194,0.00
31140,13.99,0.28,2289,0.00,0.00,16,43.63,43.50,21.36,-2.63,0.94,194,0.00
31328,13.98,0.28,2284,0.00,0.00,16,43.98,43.50,21.00,-2.63,0.94,194,0.00
31515,13.54,0.28,2309,0.00,0.00,16,44.34,43.50,20.15,-2.63,0.94,194,0.00
31718,13.80,0.27,2306,0.00,0.00,16,44.34,43.50,20.32,-2.63,0.92,194,0.00
31906,13.86,0.26,2318,0.00,0.00,16,43.98,43.50,20.49,-2.63,0.90,194,0.00
32109,13.61,0.24,2334,0.00,0.00,16,43.63,43.50,19.27,-2.63,0.90,194,0.00
32297,13.73,0.24,2323,0.00,0.00,16,43.63,43.00,18.80,-2.63,0.88,194,0.00
32500,13.56,0.24,2341,0.00,0.00,16,43.28,42.50,18.10,-2.63,0.88,194,0.00
32687,13.72,0.23,2350,0.00,0.00,16,43.28,42.50,17.94,-2.63,0.86,194,0.00
32875,13.78,0.22,2338,0.00,0.00,16,42.23,42.00,16.89,-2.63,0.86,194,0.00
33062,14.17,0.21,2356,0.00,0.00,16,42.58,41.50,14.87,-2.63,0.86,194,0.00
33250,14.13,0.20,2352,0.00,0.00,16,41.88,42.00,16.29,-2.63,0.86,194,0.00
33437,14.51,0.22,2349,0.00,0.00,16,42.93,42.50,17.26,-2.94,0.86,194,0.00
33640,13.80,0.22,2353,0.00,0.00,16,42.93,42.50,17.71,-2.63,0.86,194,0.00
33828,13.54,0.21,2353,0.00,0.00,16,42.93,42.50,16.66,-2.63,0.86,194,0.00
34015,13.77,0.21,2369,0.00,0.00,16,42.93,42.00,17.26,-2.94,0.86,194,0.00
34218,13.78,0.22,2372,0.00,0.00,16,42.58,42.50,17.55,-2.94,0.86,194,0.00
34406,13.82,0.22,2358,0.00,0.00,16,43.28,42.50,17.48,-2.63,0.86,194,0.00
34593,13.78,0.22,2357,0.00,0.00,16,43.28,42.50,17.55,-2.94,0.86,194,0.00
34781,13.61,0.22,2366,0.00,0.00,16,43.28,42.50,17.64,-2.94,0.86,194,0.00
34968,13.82,0.22,2381,0.00,0.00,16,43.28,43.00,18.18,-2.94,0.88,194,0.00
35171,14.05,0.23,2389,0.00,0.00,16,43.98,43.50,18.57,-2.94,0.88,194,0.00
35362,13.95,0.22,2385,0.00,0.00,16,43.63,42.50,17.64,-2.94,0.88,194,0.00
35549,14.18,0.22,2381,0.00,0.00,16,43.63,43.50,17.86,-2.94,0.88,192,0.00
35737,13.95,0.23,2389,0.00,0.00,16,43.98,43.50,18.80,-2.94,0.88,192,0.00
35940,13.67,0.24,2403,0.00,0.00,16,43.98,43.50,18.71,-2.94,0.88,192,0.00
36127,13.80,0.23,2386,0.00,0.00,16,44.34,44.00,18.95,-2.94,0.88,192,0.00
36315,13.63,0.23,2397,0.00,0.00,16,43.98,43.50,18.33,-2.94,0.88,192,0.00
36502,13.81,0.23,2417,0.00,0.00,16,43.98,43.50,18.72,-2.94,0.88,192,0.00
36705,13.79,0.23,2416,0.00,0.00,16,43.63,43.50,18.34,-2.94,0.88,192,0.00
36893,14.12,0.23,2423,0.00,0.00,16,43.63,43.50,17.95,-2.94,0.86,192,0.00
37081,13.69,0.22,2432,0.00,0.00,16,43.63,43.50,17.71,-2.94,0.86,192,0.00
37268,13.68,0.21,2426,0.00,0.00,16,43.28,43.00,17.63,-2.94,0.86,192,0.00
37471,14.06,0.22,2435,0.00,0.00,16,43.63,43.00,17.48,-2.94,0.86,192,0.00
37658,14.06,0.22,2412,0.00,0.00,16,43.28,43.00,17.41,-2.94,0.86,192,0.00
37846,13.85,0.20,2421,0.00,0.00,16,42.93,42.00,15.85,-2.94,0.84,192,0.00
38034,14.10,0.20,2426,0.00,0.00,16,42.58,42.50,16.74,-2.94,0.84,192,0.00
38221,13.79,0.20,2422,0.00,0.00,16,42.58,42.50,16.29,-2.94,0.82,192,0.00
38424,13.67,0.19,2429,0.00,0.00,16,42.23,42.00,15.55,-2.94,0.82,192,0.00
38612,13.75,0.19,2441,0.00,0.00,16,41.17,41.50,15.25,-2.94,0.82,192,0.00
38799,13.94,0.18,2440,0.00,0.00,16,41.52,41.50,14.86,-2.94,0.82,192,0.00
38987,14.19,0.19,2440,0.00,0.00,16,41.52,41.50,15.06,-2.94,0.82,192,0.00
39190,14.05,0.18,2437,0.00,0.00,16,41.52,41.50,14.86,-2.94,0.82,192,0.00
39377,14.06,0.17,2422,0.00,0.00,16,40.47,41.50,15.18,-2.94,0.82,192,0.00
39565,14.20,0.19,2428,0.00,0.00,16,41.52,41.50,14.86,-2.94,0.82,192,0.00
39752,13.80,0.19,2423,0.00,0.00,16,41.88,41.50,15.25,-2.94,0.82,192,0.00
39939,13.78,0.18,2428,0.00,0.00,16,40.12,41.00,14.60,-2.94,0.82,192,0.00
40142,14.03,0.18,2425,0.00,0.00,16,41.17,41.00,14.53,-2.94,0.82,192,0.00
40330,14.05,0.18,2422,0.00,0.00,16,41.17,40.50,14.28,-2.94,0.82,192,0.00
40517,14.47,0.18,2423,0.00,0.00,16,40.82,41.00,14.53,-2.94,0.82,192,0.00
40705,14.03,0.17,2434,0.00,0.00,16,40.47,40.00,13.64,-2.94,0.82,192,0.00
40908,14.69,0.17,2428,0.00,0.00,16,39.41,40.00,13.65,-2.94,0.80,192,0.00
41095,15.03,0.17,2421,0.00,0.00,16,40.82,40.00,13.95,-2.94,0.82,192,0.00
41283,14.44,0.18,2429,0.00,0.00,16,39.77,40.50,14.47,-2.94,0.82,190,0.00
41470,14.28,0.18,2410,0.00,0.00,16,41.17,40.50,13.84,-2.94,0.82,190,0.00
41658,14.15,0.18,2414,0.00,0.00,16,41.17,40.50,14.28,-2.94,0.82,190,0.00
41861,14.11,0.17,2415,0.00,0.00,16,40.12,41.00,14.40,-2.94,0.82,190,0.00
42048,14.32,0.18,2421,0.00,0.00,16,41.17,40.00,13.90,-2.94,0.82,190,0.00
42236,13.85,0.18,2408,0.00,0.00,16,41.17,40.50,14.15,-2.94,0.80,190,0.00
42423,13.78,0.18,2408,0.00,0.00,16,41.17,41.00,14.21,-2.94,0.80,190,0.00
42616,13.80,0.18,2431,0.00,0.00,16,41.17,40.00,14.15,-2.94,0.80,190,0.00
42819,13.71,0.16,2414,0.00,0.00,16,39.77,40.00,13.77,-2.94,0.80,190,0.00
43006,14.49,0.17,2406,0.00,0.00,16,40.47,40.50,14.08,-2.94,0.80,190,0.00
43194,14.39,0.15,2406,0.00,0.00,16,39.06,39.00,12.37,-2.94,0.78,190,0.00
43381,14.92,0.16,2410,0.00,0.00,16,39.41,39.00,12.90,-2.94,0.76,190,0.00
43573,14.23,0.14,2416,0.00,0.00,16,38.71,38.00,11.56,-2.94,0.76,190,0.00
43776,14.79,0.14,2405,0.00,0.00,16,38.36,38.00,10.89,-2.94,0.76,190,0.00
43964,14.47,0.15,2408,0.00,0.00,16,38.36,38.00,10.94,-2.94,0.76,190,0.00
44156,14.58,0.14,2379,0.00,0.00,16,38.01,38.00,11.71,-2.94,0.76,190,0.00
44344,14.46,0.14,2398,0.00,0.00,16,38.01,38.00,11.46,-2.94,0.76,190,0.00
44531,14.40,0.14,2373,0.00,0.00,16,38.01,37.50,11.25,-2.94,0.76,190,0.00
44719,14.70,0.14,2378,0.00,0.00,16,38.01,38.00,11.88,-2.94,0.76,190,0.00
44922,14.42,0.15,2384,0.00,0.00,16,38.01,38.00,11.56,-2.94,0.78,190,0.00
45109,14.25,0.15,2364,0.00,0.00,16,38.71,38.50,12.20,-2.94,0.78,190,0.00
45297,14.03,0.15,2366,0.00,0.00,16,38.36,38.50,12.20,-2.94,0.78,190,0.00
45484,13.95,0.15,2364,0.00,0.00,16,38.01,38.00,11.61,-2.94,0.78,190,0.00
45672,14.72,0.15,2358,0.00,0.00,16,38.01,38.00,12.14,-2.94,0.76,190,0.00
45875,14.18,0.12,2372,0.00,0.00,16,35.90,36.00,9.48,-2.63,0.70,190,0.00
46062,14.37,0.11,2362,0.00,0.00,16,35.20,35.00,8.87,-2.63,0.68,190,0.00
46250,14.86,0.11,2303,0.00,0.00,16,27.46,27.00,8.60,-2.63,0.68,190,0.00
46437,18.32,0.11,2308,0.00,0.00,16,19.38,22.00,8.23,-2.63,0.68,190,0.00
46640,23.45,0.11,2332,0.00,0.00,16,10.23,13.00,8.03,-2.63,0.68,190,0.00
46828,25.62,0.10,2290,0.00,0.00,16,3.20,3.50,7.74,-2.63,0.68,189,0.00
47015,23.67,0.11,2296,0.00,0.00,16,3.20,3.00,8.31,-2.63,0.68,189,0.00
47203,23.54,0.10,2273,0.00,0.00,16,3.20,3.00,7.90,-2.63,0.68,189,0.00
47390,23.95,0.11,2272,0.00,0.00,16,3.20,3.00,8.18,-2.63,0.68,189,0.00
47593,23.84,0.11,2247,0.00,0.00,16,5.66,3.50,8.52,-2.32,0.68,189,0.00
47781,23.94,0.10,2247,0.00,0.00,16,12.34,11.50,6.77,-2.32,0.70,189,0.00
47968,23.09,0.10,2219,0.00,0.00,16,19.73,18.00,7.50,-2.32,0.70,189,0.00
48156,17.55,0.12,2223,0.00,0.00,16,26.76,26.50,8.03,-2.32,0.72,189,0.00
48359,15.91,0.12,2218,0.00,0.00,16,35.55,35.00,8.91,-2.32,0.74,189,0.00
48546,14.70,0.13,2214,0.00,0.00,16,35.20,35.50,9.66,-2.32,0.76,189,0.00
48734,14.09,0.13,2193,0.00,0.00,16,35.90,34.50,8.70,-2.32,0.76,189,0.00
48921,14.81,0.13,2212,0.00,0.00,16,35.20,35.50,9.84,-2.32,0.76,189,0.00
49109,14.98,0.14,2208,0.00,0.00,16,36.25,36.00,10.17,-2.32,0.76,189,0.00
49301,14.87,0.13,2198,0.00,0.00,16,35.55,35.00,9.26,-2.32,0.78,189,0.00
49493,15.00,0.14,2204,0.00,0.00,16,36.25,36.00,10.48,-2.01,0.78,189,0.00
49682,15.21,0.15,2197,0.00,0.00,16,36.60,36.50,10.84,-2.32,0.78,189,0.00
49869,14.70,0.15,2190,0.00,0.00,16,36.95,36.50,10.99,-2.32,0.78,189,0.00
50061,14.09,0.16,2171,0.00,0.00,16,36.95,36.50,11.29,-2.32,0.78,189,0.00
50249,13.83,0.16,2179,0.00,0.00,16,37.30,37.00,11.29,-2.32,0.78,189,0.00
50452,13.57,0.16,2162,0.00,0.00,16,37.30,37.00,11.71,-2.32,0.80,189,0.00
50639,13.90,0.16,2190,0.00,0.00,16,37.66,36.50,11.61,-2.01,0.80,189,0.00
50828,13.89,0.16,2182,0.00,0.00,16,36.95,37.50,11.93,-2.32,0.80,189,0.00
