Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F),Primary Wastegate Duty Cycle (%)
659703,14.82,0.13,1232,0.00,0.00,16,10.23,10.50,5.49,-1.39,0.64,189,0.00
659890,14.84,0.13,1248,0.00,0.00,16,10.23,9.50,5.46,-1.39,0.64,189,0.00
660093,14.67,0.13,1237,0.00,0.00,16,10.23,11.00,5.52,-1.39,0.64,189,0.00
660281,14.67,0.13,1254,0.00,0.00,16,10.23,9.50,5.52,-1.39,0.64,189,0.00
660468,14.67,0.13,1243,0.00,0.00,16,10.23,9.50,5.52,-1.39,0.64,189,0.00
660661,14.56,0.13,1242,0.00,0.00,16,10.23,10.50,5.52,-1.39,0.64,189,0.00
660849,14.65,0.13,1241,0.00,0.00,16,10.23,9.00,5.52,-1.39,0.64,189,0.00
661041,14.72,0.13,1236,0.00,0.00,16,10.23,9.50,5.49,-1.39,0.64,189,0.00
661228,14.70,0.13,1241,0.00,0.00,16,10.23,10.50,5.52,-1.39,0.64,189,0.00
661431,14.70,0.13,1246,0.00,0.00,16,10.23,10.00,5.52,-1.39,0.64,189,0.00
661619,14.67,0.13,1247,0.00,0.00,16,10.23,10.50,5.52,-1.39,0.64,189,0.00
661807,14.72,0.13,1247,0.00,0.00,16,10.23,9.50,5.52,-1.39,0.64,189,0.00
661994,14.74,0.13,1255,0.00,0.00,16,10.23,9.00,5.55,-1.39,0.64,189,0.00
662197,14.56,0.13,1248,0.00,0.00,16,10.23,10.00,5.52,-1.39,0.64,189,0.00
662385,14.58,0.13,1257,0.00,0.00,16,10.23,9.00,5.52,-1.39,0.64,189,0.00
662572,14.58,0.13,1262,0.00,0.00,16,10.23,9.00,5.49,-1.39,0.64,190,0.00
662760,14.52,0.13,1259,0.00,0.00,16,10.23,10.50,5.52,-1.39,0.64,190,0.00
662963,14.77,0.13,1254,0.00,0.00,16,10.23,10.50,5.52,-1.39,0.64,190,0.00
663155,14.84,0.13,1254,0.00,0.00,16,10.23,10.50,5.55,-1.39,0.64,190,0.00
663342,14.79,0.13,1246,0.00,0.00,16,10.23,10.50,5.52,-1.39,0.64,190,0.00
663530,14.61,0.13,1247,0.00,0.00,16,10.23,10.00,5.55,-1.39,0.64,190,0.00
663717,14.58,0.13,1242,0.00,0.00,16,10.23,10.50,5.55,-1.39,0.64,190,0.00
663905,14.65,0.13,1244,0.00,0.00,16,10.23,10.50,5.59,-1.39,0.64,190,0.00
664108,14.60,0.13,1250,0.00,0.00,16,10.23,10.00,5.49,-1.39,0.64,190,0.00
664295,14.67,0.13,1251,0.00,0.00,16,10.23,10.50,5.52,-1.39,0.64,190,0.00
664483,14.77,0.13,1248,0.00,0.00,16,10.23,10.00,5.52,-1.39,0.64,190,0.00
664670,14.68,0.13,1239,0.00,0.00,16,10.23,10.50,5.55,-1.39,0.64,190,0.00
664873,14.56,0.13,1249,0.00,0.00,16,10.23,9.50,5.52,-1.39,0.64,190,0.00
665061,14.58,0.13,1244,0.00,0.00,16,10.23,9.50,5.49,-1.39,0.64,190,0.00
665249,14.53,0.14,1249,0.00,0.00,16,10.59,10.50,5.49,-1.39,0.64,190,0.00
665436,14.69,0.13,1259,0.00,0.00,16,10.59,8.00,5.62,-1.39,0.64,190,0.00
665633,14.72,0.14,1251,0.00,0.00,16,10.59,10.50,5.62,-1.39,0.64,190,0.00
665820,14.72,0.14,1262,0.00,0.00,16,10.59,11.00,5.65,-1.39,0.64,190,0.00
666023,14.58,0.13,1260,0.00,0.00,16,10.23,8.50,5.62,-1.39,0.64,190,0.00
666211,14.48,0.13,1264,0.00,0.00,16,10.23,8.50,5.62,-1.39,0.64,190,0.00
666398,14.56,0.14,1257,0.00,0.00,16,10.59,9.50,5.59,-1.39,0.64,190,0.00
666586,14.72,0.14,1250,0.00,0.00,16,10.23,10.50,5.68,-1.39,0.64,190,0.00
666789,14.82,0.13,1256,0.00,0.00,16,10.59,10.00,5.55,-1.39,0.64,190,0.00
666976,14.79,0.13,1264,0.00,0.00,16,10.23,9.00,5.59,-1.39,0.64,190,0.00
667164,14.74,0.13,1260,0.00,0.00,16,10.23,9.50,5.59,-1.39,0.64,190,0.00
667351,14.63,0.13,1259,0.00,0.00,16,10.23,9.50,5.59,-1.39,0.64,190,0.00
667554,14.60,0.13,1262,0.00,0.00,16,10.23,10.50,5.46,-1.39,0.64,190,0.00
667742,14.69,0.13,1262,0.00,0.00,16,10.23,10.50,5.59,-1.39,0.64,190,0.00
667930,14.67,0.13,1264,0.00,0.00,16,10.23,10.50,5.49,-1.39,0.64,190,0.00
668121,14.65,0.13,1254,0.00,0.00,16,10.23,10.50,5.46,-1.39,0.64,190,0.00
668309,14.60,0.13,1259,0.00,0.00,16,10.23,9.50,5.43,-1.39,0.64,190,0.00
668512,14.63,0.13,1238,0.00,0.00,16,10.59,12.00,5.40,-1.39,0.64,190,0.00
668699,14.67,0.13,1245,0.00,0.00,16,10.23,11.00,5.46,-1.39,0.64,192,0.00
668887,14.63,0.13,1247,0.00,0.00,16,10.23,10.50,5.40,-1.39,0.64,192,0.00
669090,14.65,0.13,1237,0.00,0.00,16,10.59,11.50,5.27,-1.39,0.64,192,0.00
669262,14.70,0.13,1238,0.00,0.00,16,10.59,11.00,5.33,-1.39,0.64,192,0.00
669465,14.84,0.13,1240,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,192,0.00
669653,14.84,0.13,1246,0.00,0.00,16,10.59,10.00,5.40,-1.39,0.64,192,0.00
669840,14.79,0.13,1238,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,192,0.00
670028,14.74,0.13,1224,0.00,0.00,16,10.59,11.50,5.30,-1.39,0.64,192,0.00
670231,14.72,0.13,1224,0.00,0.00,16,10.59,10.00,5.33,-1.39,0.64,192,0.00
670418,14.72,0.13,1234,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,192,0.00
670606,14.70,0.13,1231,0.00,0.00,16,10.59,11.50,5.33,-1.39,0.64,192,0.00
670793,14.74,0.13,1234,0.00,0.00,16,10.59,11.50,5.33,-1.39,0.64,192,0.00
670996,14.74,0.13,1240,0.00,0.00,16,10.59,9.50,5.43,-1.39,0.64,192,0.00
671184,14.72,0.13,1245,0.00,0.00,16,10.59,9.00,5.36,-1.39,0.64,192,0.00
671372,14.65,0.13,1242,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,192,0.00
671574,14.74,0.13,1238,0.00,0.00,16,10.59,10.00,5.36,-1.39,0.64,192,0.00
671762,14.65,0.13,1250,0.00,0.00,16,10.59,8.50,5.30,-1.39,0.64,192,0.00
671950,14.70,0.13,1241,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,192,0.00
672137,14.69,0.13,1238,0.00,0.00,16,10.59,10.00,5.33,-1.39,0.64,192,0.00
672325,14.72,0.13,1241,0.00,0.00,16,10.59,10.00,5.30,-1.39,0.64,192,0.00
672528,14.77,0.13,1238,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,192,0.00
672715,14.72,0.13,1235,0.00,0.00,16,10.59,10.00,5.33,-1.39,0.64,192,0.00
672903,14.76,0.13,1237,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,192,0.00
673106,14.77,0.13,1238,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,192,0.00
673293,14.74,0.13,1234,0.00,0.00,16,10.59,10.50,5.30,-1.39,0.64,192,0.00
673481,14.63,0.13,1226,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,192,0.00
673668,14.65,0.13,1223,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,192,0.00
673856,14.63,0.13,1235,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,192,0.00
674059,14.63,0.13,1235,0.00,0.00,16,10.59,9.50,5.43,-1.39,0.64,192,0.00
674247,14.77,0.13,1230,0.00,0.00,16,10.59,10.00,5.43,-1.39,0.64,192,0.00
674435,14.73,0.13,1233,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,192,0.00
674622,14.70,0.13,1242,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,192,0.00
674810,14.74,0.13,1244,0.00,0.00,16,10.59,10.00,5.36,-1.39,0.64,192,0.00
675012,14.77,0.13,1236,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,192,0.00
675200,14.72,0.13,1246,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,192,0.00
675388,14.70,0.13,1236,0.00,0.00,16,10.59,11.00,5.36,-1.39,0.64,192,0.00
675575,14.70,0.13,1242,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,192,0.00
675778,14.67,0.13,1235,0.00,0.00,16,10.59,10.00,5.40,-1.39,0.64,192,0.00
675966,14.58,0.13,1244,0.00,0.00,16,10.59,9.00,5.36,-1.39,0.64,192,0.00
676153,14.66,0.13,1241,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,194,0.00
676345,14.74,0.13,1236,0.00,0.00,16,10.59,9.50,5.46,-1.39,0.64,194,0.00
676548,14.77,0.13,1238,0.00,0.00,16,10.59,10.00,5.43,-1.39,0.64,194,0.00
676736,14.74,0.13,1242,0.00,0.00,16,10.59,9.50,5.46,-1.39,0.64,194,0.00
676923,14.60,0.13,1237,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,194,0.00
677111,14.67,0.13,1230,0.00,0.00,16,10.59,11.00,5.46,-1.39,0.64,194,0.00
677314,14.61,0.13,1238,0.00,0.00,16,10.59,10.00,5.43,-1.39,0.64,194,0.00
677490,14.66,0.13,1230,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,194,0.00
677693,14.67,0.13,1228,0.00,0.00,16,10.59,11.00,5.40,-1.39,0.64,194,0.00
677880,14.77,0.13,1225,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,194,0.00
678072,14.79,0.13,1235,0.00,0.00,16,10.59,10.50,5.43,-1.39,0.64,194,0.00
678263,14.84,0.13,1238,0.00,0.00,16,10.59,10.00,5.36,-1.39,0.64,194,0.00
678451,14.79,0.13,1227,0.00,0.00,16,10.59,11.50,5.40,-1.39,0.64,194,0.00
678638,14.84,0.13,1223,0.00,0.00,16,10.59,11.50,5.36,-1.39,0.64,194,0.00
678826,14.79,0.13,1235,0.00,0.00,16,10.59,10.00,5.36,-1.39,0.64,194,0.00
679013,14.65,0.13,1223,0.00,0.00,16,10.59,11.50,5.40,-1.39,0.64,194,0.00
679205,14.58,0.13,1237,0.00,0.00,16,10.59,10.00,5.36,-1.39,0.64,194,0.00
679393,14.58,0.13,1238,0.00,0.00,16,10.59,10.00,5.40,-1.39,0.64,194,0.00
679596,14.67,0.13,1230,0.00,0.00,16,10.59,10.00,5.40,-1.39,0.64,194,0.00
679783,14.78,0.13,1232,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,194,0.00
679971,14.84,0.13,1230,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,194,0.00
680158,14.72,0.13,1237,0.00,0.00,16,10.59,10.00,5.36,-1.39,0.64,194,0.00
680347,14.67,0.13,1238,0.00,0.00,16,10.59,10.00,5.33,-1.39,0.64,194,0.00
680539,14.72,0.13,1228,0.00,0.00,16,10.59,11.00,5.40,-1.39,0.64,194,0.00
680727,14.79,0.13,1238,0.00,0.00,16,10.59,11.00,5.36,-1.39,0.64,194,0.00
680919,14.70,0.13,1238,0.00,0.00,16,10.59,10.00,5.36,-1.39,0.64,194,0.00
681111,14.61,0.13,1229,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,194,0.00
681298,14.63,0.13,1227,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,194,0.00
681486,14.79,0.13,1224,0.00,0.00,16,10.59,10.00,5.43,-1.39,0.64,194,0.00
681689,14.79,0.13,1232,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,194,0.00
681876,14.82,0.13,1232,0.00,0.00,16,10.59,11.00,5.36,-1.39,0.64,194,0.00
682064,14.77,0.13,1233,0.00,0.00,16,10.59,10.50,5.43,-1.39,0.64,194,0.00
682251,14.77,0.13,1242,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,194,0.00
682439,14.68,0.13,1242,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,194,0.00
682642,14.72,0.13,1241,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,194,0.00
682829,14.79,0.13,1249,0.00,0.00,16,10.59,9.00,5.43,-1.39,0.64,194,0.00
683018,14.74,0.13,1252,0.00,0.00,16,10.59,8.50,5.43,-1.39,0.64,194,0.00
683206,14.60,0.13,1234,0.00,0.00,16,10.59,9.00,5.36,-1.39,0.64,194,0.00
683393,14.67,0.13,1244,0.00,0.00,16,10.59,9.50,5.43,-1.39,0.64,194,0.00
683596,14.69,0.13,1238,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,196,0.00
683784,14.72,0.13,1242,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,196,0.00
683971,14.67,0.13,1232,0.00,0.00,16,10.59,11.50,5.46,-1.39,0.64,196,0.00
684159,14.72,0.13,1240,0.00,0.00,16,10.59,10.00,5.40,-1.39,0.64,196,0.00
684346,14.67,0.13,1246,0.00,0.00,16,10.59,9.50,5.43,-1.39,0.64,196,0.00
684549,14.63,0.13,1245,0.00,0.00,16,10.59,9.50,5.43,-1.39,0.64,196,0.00
684737,14.71,0.13,1239,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,196,0.00
684924,14.70,0.13,1234,0.00,0.00,16,10.59,10.00,5.43,-1.39,0.64,196,0.00
685112,14.79,0.13,1233,0.00,0.00,16,10.59,11.00,5.46,-1.39,0.64,196,0.00
685315,14.74,0.13,1231,0.00,0.00,16,10.59,11.00,5.43,-1.39,0.64,196,0.00
685502,14.67,0.13,1244,0.00,0.00,16,10.59,10.50,5.43,-1.39,0.64,196,0.00
685690,14.58,0.13,1249,0.00,0.00,16,10.59,10.50,5.43,-1.39,0.64,196,0.00
685877,14.58,0.13,1242,0.00,0.00,16,10.59,11.00,5.40,-1.39,0.64,196,0.00
686080,14.65,0.13,1230,0.00,0.00,16,10.59,11.00,5.46,-1.39,0.64,196,0.00
686268,14.78,0.13,1234,0.00,0.00,16,10.59,10.50,5.46,-1.39,0.64,196,0.00
686455,14.72,0.13,1242,0.00,0.00,16,10.59,10.00,5.40,-1.39,0.64,196,0.00
686658,14.65,0.13,1236,0.00,0.00,16,10.59,10.50,5.46,-1.39,0.64,196,0.00
686846,14.65,0.13,1238,0.00,0.00,16,10.59,10.50,5.46,-1.39,0.64,196,0.00
687034,14.61,0.13,1235,0.00,0.00,16,10.59,10.50,5.43,-1.39,0.64,196,0.00
687223,14.62,0.13,1239,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,196,0.00
687410,14.67,0.13,1241,0.00,0.00,16,10.59,11.00,5.43,-1.39,0.64,196,0.00
687613,14.65,0.13,1240,0.00,0.00,16,10.59,10.00,5.46,-1.39,0.64,196,0.00
687801,14.53,0.13,1235,0.00,0.00,16,10.59,10.50,5.46,-1.39,0.64,196,0.00
688004,14.62,0.13,1242,0.00,0.00,16,10.59,10.00,5.43,-1.39,0.64,196,0.00
688191,14.53,0.13,1228,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,196,0.00
688379,14.62,0.13,1235,0.00,0.00,16,10.59,10.00,5.40,-1.39,0.64,196,0.00
688566,14.59,0.13,1242,0.00,0.00,16,10.59,10.00,5.40,-1.39,0.64,196,0.00
688769,14.65,0.13,1238,0.00,0.00,16,10.59,10.50,5.43,-1.39,0.64,196,0.00
688957,14.74,0.13,1240,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,196,0.00
689145,14.79,0.13,1238,0.00,0.00,16,10.59,11.00,5.36,-1.39,0.64,196,0.00
689332,14.77,0.13,1240,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,196,0.00
689535,14.70,0.13,1234,0.00,0.00,16,10.59,10.00,5.40,-1.39,0.64,196,0.00
689723,14.70,0.13,1236,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,196,0.00
689910,14.74,0.13,1240,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,196,0.00
690098,14.74,0.13,1244,0.00,0.00,16,10.59,9.00,5.40,-1.39,0.64,196,0.00
690301,14.77,0.13,1240,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,196,0.00
690488,14.93,0.13,1242,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,196,0.00
690676,14.90,0.13,1226,0.00,0.00,16,10.59,10.00,5.46,-1.39,0.64,198,0.00
690879,14.97,0.13,1246,0.00,0.00,16,10.59,8.50,5.40,-1.39,0.64,198,0.00
691066,14.87,0.13,1232,0.00,0.00,16,10.59,9.00,5.36,-1.39,0.64,198,0.00
691254,14.77,0.13,1254,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,198,0.00
691441,14.77,0.18,1247,0.00,0.00,16,12.34,11.00,6.73,-1.39,0.72,198,0.00
691644,14.77,0.20,1364,0.00,0.00,16,17.62,17.00,8.91,-1.39,0.76,198,0.00
691832,13.00,0.20,1600,0.00,0.00,16,28.52,23.00,10.79,-1.39,0.80,198,0.00
692019,13.85,0.20,1860,0.00,0.00,16,35.90,34.00,12.48,-1.39,0.82,198,0.00
692207,14.17,0.21,1969,0.00,0.00,16,37.30,36.50,13.39,-1.39,0.84,198,0.00
692394,14.06,0.22,1943,0.00,0.00,16,36.60,36.50,14.40,-1.39,0.86,198,0.00
692602,13.55,0.25,1861,0.00,0.00,16,35.20,35.50,15.48,-1.39,0.86,198,0.00
692789,13.79,0.28,1752,0.00,0.00,16,33.44,33.00,16.07,-1.39,0.88,198,0.00
692977,13.57,0.29,1674,0.00,0.00,16,32.73,32.50,16.44,-1.39,0.88,198,0.00
693165,13.68,0.31,1653,0.00,0.00,16,33.09,32.50,16.82,-1.39,0.90,198,0.00
693352,13.51,0.32,1580,0.00,0.00,16,32.73,32.00,16.66,-1.39,0.90,198,0.00
693555,13.64,0.33,1548,0.00,0.00,16,32.73,32.00,16.74,-1.39,0.90,198,0.00
693743,13.70,0.34,1524,0.00,0.00,16,33.09,33.00,16.96,-1.39,0.90,198,0.00
693930,13.67,0.34,1509,0.00,0.00,16,32.73,32.00,16.66,-1.39,0.90,198,0.00
694118,13.80,0.34,1469,0.00,0.00,16,32.03,31.50,16.89,-1.39,0.90,198,0.00
694321,13.97,0.25,1619,0.00,0.00,16,27.46,32.00,10.45,-1.39,0.64,198,0.00
694508,13.55,0.13,1935,0.00,0.00,16,4.61,11.50,6.48,-1.39,0.64,198,0.00
694696,15.69,0.13,1740,0.00,0.00,16,5.31,1.50,6.77,-1.39,0.64,198,0.00
694883,18.57,0.16,1452,0.00,0.00,16,6.72,14.00,7.06,-1.39,0.64,198,0.00
695075,24.77,0.17,1254,0.00,0.00,16,6.72,15.00,6.95,-1.39,0.64,198,0.00
695263,23.42,0.14,1363,0.00,0.00,16,6.72,2.50,6.22,-1.39,0.64,198,0.00
695466,18.39,0.14,1372,0.00,0.00,16,6.72,5.50,6.26,-1.39,0.64,198,0.00
695653,15.19,0.14,1352,0.00,0.00,16,6.72,5.00,6.37,-1.39,0.64,198,0.00
695841,14.82,0.14,1368,0.00,0.00,16,6.72,6.50,6.26,-1.39,0.64,198,0.00
696028,14.63,0.13,1356,0.00,0.00,16,6.72,5.50,6.15,-1.39,0.64,198,0.00
696231,14.39,0.13,1351,0.00,0.00,16,6.72,7.50,6.04,-1.39,0.64,198,0.00
696419,14.31,0.14,1330,0.00,0.00,16,6.72,8.50,5.98,-1.39,0.64,198,0.00
696606,14.56,0.13,1321,0.00,0.00,16,6.72,10.00,5.78,-1.39,0.64,198,0.00
696794,14.81,0.13,1325,0.00,0.00,16,6.72,7.50,5.85,-1.39,0.64,198,0.00
696997,14.95,0.13,1292,0.00,0.00,16,6.72,10.50,5.68,-1.39,0.64,198,0.00
697185,14.90,0.13,1280,0.00,0.00,16,6.72,10.50,5.68,-1.39,0.64,198,0.00
697372,14.90,0.13,1289,0.00,0.00,16,6.72,9.00,5.74,-1.39,0.64,198,0.00
697560,14.90,0.13,1281,0.00,0.00,16,6.72,8.50,5.65,-1.39,0.64,198,0.00
697762,14.77,0.13,1283,0.00,0.00,16,6.72,8.00,5.62,-1.39,0.64,198,0.00
697950,14.72,0.13,1270,0.00,0.00,16,7.07,10.50,5.52,-1.39,0.64,198,0.00
698138,14.72,0.13,1271,0.00,0.00,16,6.72,9.50,5.59,-1.39,0.64,199,0.00
698325,14.63,0.14,1220,0.00,0.00,16,7.07,12.50,5.49,-1.39,0.64,199,0.00
698528,14.63,0.13,1251,0.00,0.00,16,7.07,8.50,5.59,-1.39,0.64,199,0.00
698716,14.54,0.13,1227,0.00,0.00,16,7.07,10.00,5.46,-1.39,0.64,199,0.00
698903,14.44,0.13,1231,0.00,0.00,16,7.07,9.00,5.46,-1.39,0.64,199,0.00
699091,14.32,0.13,1234,0.00,0.00,16,7.07,8.00,5.46,-1.39,0.64,199,0.00
699294,14.46,0.13,1219,0.00,0.00,16,7.07,9.50,5.46,-1.39,0.64,199,0.00
699481,14.42,0.14,1213,0.00,0.00,16,7.07,9.50,5.46,-1.39,0.64,199,0.00
699669,14.61,0.14,1212,0.00,0.00,16,7.07,9.00,5.52,-1.39,0.64,199,0.00
699856,14.49,0.13,1232,0.00,0.00,16,7.07,6.50,5.52,-1.39,0.64,199,0.00
700044,14.49,0.14,1213,0.00,0.00,16,7.07,8.00,5.55,-1.39,0.64,199,0.00
700247,14.58,0.14,1212,0.00,0.00,16,7.07,8.00,5.65,-1.39,0.64,199,0.00
700434,14.60,0.14,1202,0.00,0.00,16,7.07,8.00,5.65,-1.39,0.64,199,0.00
700624,14.55,0.14,1220,0.00,0.00,16,7.07,7.00,5.68,-1.39,0.64,199,0.00
700812,14.49,0.14,1214,0.00,0.00,16,7.07,7.50,5.78,-1.39,0.64,199,0.00
701015,14.58,0.14,1216,0.00,0.00,16,7.07,7.00,5.85,-1.39,0.64,199,0.00
701202,14.65,0.14,1236,0.00,0.00,16,10.59,8.00,5.94,-1.39,0.64,199,0.00
701390,14.67,0.14,1258,0.00,0.00,16,10.59,6.50,5.91,-1.39,0.64,199,0.00
701577,14.72,0.14,1262,0.00,0.00,16,10.59,7.00,5.91,-1.39,0.64,199,0.00
701780,14.79,0.14,1254,0.00,0.00,16,10.23,8.50,6.04,-1.39,0.64,199,0.00
701968,14.79,0.14,1259,0.00,0.00,16,10.23,8.00,5.87,-1.39,0.64,199,0.00
702156,14.67,0.14,1263,0.00,0.00,16,10.23,8.50,5.78,-1.39,0.64,199,0.00
702343,14.67,0.14,1270,0.00,0.00,16,10.23,9.50,5.78,-1.39,0.64,199,0.00
702531,14.77,0.13,1278,0.00,0.00,16,10.23,8.00,5.72,-1.39,0.64,199,0.00
702733,14.89,0.14,1274,0.00,0.00,16,10.23,8.50,5.78,-1.39,0.64,199,0.00
702922,15.03,0.13,1275,0.00,0.00,16,10.23,8.00,5.78,-1.39,0.64,199,0.00
703109,15.06,0.13,1284,0.00,0.00,16,10.23,9.50,5.65,-1.39,0.64,199,0.00
703297,14.92,0.13,1269,0.00,0.00,16,10.23,10.00,5.62,-1.39,0.64,199,0.00
703499,14.87,0.13,1274,0.00,0.00,16,10.23,9.50,5.65,-1.39,0.64,199,0.00
703687,15.11,0.13,1260,0.00,0.00,16,10.23,11.00,5.62,-1.39,0.64,199,0.00
703875,15.24,0.13,1264,0.00,0.00,16,10.23,10.50,5.65,-1.39,0.64,199,0.00
704062,15.08,0.13,1286,0.00,0.00,16,10.23,8.00,5.49,-1.39,0.64,199,0.00
704250,14.97,0.13,1275,0.00,0.00,16,10.23,9.50,5.46,-1.39,0.64,199,0.00
704453,15.13,0.17,1263,0.00,0.00,16,10.94,9.50,6.81,-1.39,0.70,199,0.00
704640,15.11,0.19,1356,0.00,0.00,16,14.80,13.00,8.47,-1.39,0.74,199,0.00
704828,13.45,0.18,1441,0.00,0.00,16,20.78,19.50,9.09,-1.39,0.74,199,0.00
705031,13.24,0.18,1592,0.00,0.00,16,30.27,28.50,9.61,-1.39,0.76,199,0.00
705218,14.41,0.18,1733,0.00,0.00,16,32.03,31.00,9.93,-1.39,0.78,199,0.00
705406,14.86,0.18,1780,0.00,0.00,16,32.03,32.00,10.64,-1.39,0.78,199,0.00
705593,14.70,0.18,1755,0.00,0.00,16,31.68,30.50,10.69,-1.39,0.78,201,0.00
705781,14.54,0.20,1663,0.00,0.00,16,30.27,29.50,10.74,-1.39,0.78,201,0.00
705984,14.28,0.21,1596,0.00,0.00,16,29.22,29.00,10.94,-1.39,0.78,201,0.00
706171,13.90,0.21,1556,0.00,0.00,16,28.52,28.50,10.99,-1.39,0.70,201,0.00
706359,13.92,0.13,1722,0.00,0.00,16,16.91,14.00,5.87,-1.39,0.64,201,0.00
706546,13.70,0.12,1675,0.00,0.00,16,8.48,6.00,6.51,-1.39,0.64,201,0.00
706749,14.40,0.12,1611,0.00,0.00,16,5.66,12.50,6.29,-1.39,0.64,201,0.00
706937,14.68,0.12,1515,0.00,0.00,16,6.37,14.00,5.98,-1.39,0.64,201,0.00
707124,14.97,0.11,1492,0.00,0.00,16,6.37,14.00,5.68,-1.39,0.64,201,0.00
707312,15.14,0.10,1449,0.00,0.00,16,6.72,14.50,5.01,-1.39,0.64,201,0.00
707515,15.24,0.11,1392,0.00,0.00,16,6.72,14.50,5.17,-1.39,0.64,201,0.00
707702,15.11,0.12,1344,0.00,0.00,16,6.72,14.50,5.17,-1.39,0.64,201,0.00
707890,15.16,0.12,1332,0.00,0.00,16,6.72,14.50,5.14,-1.39,0.64,201,0.00
708078,15.11,0.12,1318,0.00,0.00,16,6.72,14.50,5.17,-1.39,0.64,201,0.00
708265,14.85,0.11,1317,0.00,0.00,16,10.23,17.00,5.04,-1.39,0.66,201,0.00
708468,14.68,0.13,1328,0.00,0.00,16,10.23,14.50,5.78,-1.39,0.68,201,0.00
708656,14.49,0.15,1349,0.00,0.00,16,11.99,10.50,6.04,-1.39,0.70,201,0.00
708844,14.14,0.16,1328,0.00,0.00,16,15.16,13.50,7.21,-1.39,0.70,201,0.00
709031,13.91,0.16,1375,0.00,0.00,16,18.67,17.50,7.41,-1.39,0.70,201,0.00
709234,13.65,0.16,1404,0.00,0.00,16,22.54,21.00,7.57,-1.39,0.70,201,0.00
709422,14.15,0.16,1417,0.00,0.00,16,25.35,25.00,7.74,-1.39,0.72,201,0.00
709609,14.56,0.17,1402,0.00,0.00,16,25.00,25.00,7.94,-1.39,0.72,201,0.00
709797,14.65,0.15,1405,0.00,0.00,16,22.89,21.00,6.48,-1.39,0.64,201,0.00
710000,14.67,0.12,1473,0.00,0.00,16,12.70,5.50,5.36,-1.39,0.64,201,0.00
710187,14.33,0.12,1424,0.00,0.00,16,9.88,10.50,5.59,-1.39,0.64,201,0.00
710375,14.11,0.12,1392,0.00,0.00,16,9.88,13.00,5.65,-1.39,0.64,201,0.00
710562,14.60,0.14,1365,0.00,0.00,16,10.23,14.00,5.94,-1.39,0.68,201,0.00
710750,14.90,0.14,1400,0.00,0.00,16,9.88,9.00,6.66,-1.39,0.68,201,0.00
710953,14.59,0.12,1412,0.00,0.00,16,9.88,8.00,5.10,-1.39,0.64,201,0.00
711140,13.86,0.11,1391,0.00,0.00,16,10.23,10.50,5.10,-1.39,0.64,201,0.00
