Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
10747,0.00,0.00,14.70,7,36,0.48,0,62.4,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.30
10843,0.00,0.00,14.70,7,36,0.48,0,62.4,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.70,0.00,-1.70,0.68,0.00,0.00,13.30
10939,0.00,0.00,14.70,7,36,0.48,0,62.5,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.70,0.00,-1.70,0.68,0.00,0.00,13.20
11035,0.00,0.00,14.70,7,36,0.48,0,62.5,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.70,0.00,-1.70,0.68,0.00,0.00,13.20
11131,0.00,0.00,14.70,7,36,0.48,0,62.5,33.4,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.33,4.03,0.70,0.00,-1.70,0.68,0.00,0.00,13.20
11227,0.00,0.00,14.70,7,36,0.48,0,62.5,33.4,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.70,0.00,-1.70,0.68,0.00,0.00,13.10
11323,0.00,0.00,14.70,7,36,0.48,0,62.5,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.70,0.00,-1.70,0.68,0.00,0.00,13.10
11419,0.00,0.00,14.70,7,36,0.48,0,62.5,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.70,0.00,-1.70,0.68,0.00,0.00,13.10
11515,0.00,0.00,14.70,7,36,0.48,0,62.5,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.70,0.00,-1.70,0.68,0.00,0.00,13.10
11611,0.00,0.00,14.70,7,36,0.48,0,62.5,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.10
11707,0.00,0.00,14.70,7,36,0.48,0,62.5,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.10
11803,0.00,0.00,14.70,7,36,0.48,0,62.5,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.10
11899,0.00,0.00,14.70,7,36,0.48,0,62.5,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.10
11994,0.00,0.00,14.70,7,36,0.48,0,62.5,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.10
12091,0.00,0.00,14.70,7,36,0.48,0,62.4,33.4,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.10
12187,0.00,0.00,14.70,7,36,0.48,0,62.4,33.3,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.10
12282,0.00,0.00,14.70,7,36,0.48,0,62.4,33.3,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.10
12379,0.00,0.00,14.70,7,36,0.48,0,62.4,33.4,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.00
12474,0.00,0.00,14.70,7,36,0.48,0,62.4,33.4,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.00
12571,0.00,0.00,14.70,7,36,0.48,0,62.4,33.5,0.00,0.00,8.06,16,13.05,9.50,36,14.36,-0.39,4.03,0.72,0.00,-1.70,0.68,0.00,0.00,13.00
