Time (msec),A/F Sensor #1 (Direct)* (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
2654838,13.40,190,0.33,3026,0.00,0.00,16,42.58,42.50,33.36,-3.25,1.00
2655025,13.25,190,0.32,3028,0.00,0.00,16,42.93,42.50,32.55,-3.25,1.00
2655213,13.43,190,0.33,3048,0.00,0.00,16,42.58,42.50,33.61,-3.25,1.00
2655385,13.40,190,0.34,3050,0.00,0.00,16,42.58,42.50,33.86,-3.25,1.00
2655572,13.49,190,0.33,3054,0.00,0.00,16,42.58,42.50,33.86,-3.25,1.00
2655747,13.48,190,0.33,3054,0.00,0.00,16,42.58,42.50,33.86,-3.25,1.00
2655934,13.41,190,0.33,3036,0.00,0.00,16,42.58,42.50,33.61,-3.25,1.00
2656122,13.50,190,0.33,3042,0.00,0.00,16,42.58,42.50,33.48,-3.25,1.00
2656309,13.44,190,0.33,3044,0.00,0.00,16,42.58,42.50,33.61,-3.25,1.00
2656481,13.33,190,0.33,3046,0.00,0.00,16,42.93,42.50,32.89,-3.25,1.00
2656669,13.54,190,0.33,3065,0.00,0.00,16,42.93,42.50,32.66,-3.25,1.00
2656844,13.58,190,0.33,3047,0.00,0.00,16,42.58,43.00,31.08,-3.25,1.00
2657031,13.37,190,0.33,3054,0.00,0.00,16,42.93,42.50,33.48,-3.25,1.00
2657203,13.46,190,0.33,3054,0.00,0.00,16,42.93,42.50,33.13,-3.25,1.00
2657391,13.18,190,0.32,3057,0.00,0.00,16,42.93,42.50,32.66,-3.25,0.98
2660227,13.28,190,0.32,3113,0.00,0.00,16,42.93,42.50,33.01,-3.87,0.98
2660414,13.57,190,0.30,3135,0.00,0.00,16,43.28,43.50,31.20,-4.18,0.96
2660586,13.49,190,0.27,3133,0.00,0.00,16,44.34,43.50,29.72,-4.18,0.94
2660774,13.54,190,0.26,3136,0.00,0.00,16,44.34,44.00,27.37,-4.18,0.92
2660946,13.65,190,0.23,3113,0.00,0.00,16,44.34,44.00,24.03,-4.18,0.92
2661133,14.28,190,0.25,3110,0.00,0.00,16,44.34,44.00,25.90,-4.18,0.92
2661321,13.64,190,0.23,3110,0.00,0.00,16,44.34,44.00,26.31,-4.18,0.92
2661493,14.63,190,0.25,3114,0.00,0.00,16,44.34,44.00,26.51,-4.18,0.94
2661680,13.43,190,0.26,3107,0.00,0.00,16,44.34,44.00,26.93,-4.18,0.94
2661871,13.34,190,0.27,3128,0.00,0.00,16,44.34,44.00,28.01,-4.18,0.96
2662043,13.28,190,0.26,3122,0.00,0.00,16,44.34,44.00,28.43,-4.18,0.96
2662230,13.40,190,0.27,3124,0.00,0.00,16,44.34,43.50,29.39,-3.87,0.98
2662418,13.41,190,0.29,3122,0.00,0.00,16,43.63,43.50,30.63,-3.25,0.98
2662590,13.53,190,0.30,3104,0.00,0.00,16,43.63,43.50,30.29,-3.25,1.00
2662777,13.25,190,0.31,3107,0.00,0.00,16,43.28,43.00,32.32,-3.25,1.00
2662965,13.20,190,0.31,3124,0.00,0.00,16,43.28,43.00,32.09,-3.25,1.00
2663137,13.26,190,0.31,3104,0.00,0.00,16,43.28,43.00,32.43,-3.25,1.00
2663324,13.05,190,0.30,3126,0.00,0.00,16,43.63,43.50,31.52,-3.25,0.98
2663496,13.16,190,0.27,3122,0.00,0.00,16,43.98,43.50,28.75,-4.18,0.96
2663683,13.31,190,0.26,3122,0.00,0.00,16,44.34,44.00,27.04,-4.18,0.92
2663871,13.59,190,0.24,3118,0.00,0.00,16,44.34,44.00,24.90,-4.18,0.90
2664043,13.64,190,0.22,3120,0.00,0.00,16,44.34,44.00,21.44,-4.18,0.88
2664230,14.04,190,0.18,3099,0.00,0.00,16,34.84,25.50,17.41,-4.18,0.88
2664418,14.79,190,0.19,3095,0.00,0.00,16,37.66,32.00,19.42,-4.18,0.86
2664605,14.63,190,0.18,3066,0.00,0.00,16,28.16,30.50,17.03,-4.18,0.84
2664777,14.97,190,0.16,3075,0.00,0.00,16,20.08,22.50,17.55,-4.18,0.82
2664966,14.76,190,0.14,3031,0.00,0.00,16,6.37,9.00,13.88,-4.18,0.80
2665137,15.56,190,0.14,3057,0.00,0.00,16,6.02,-2.00,12.96,-4.18,0.78
2668000,23.91,190,0.11,2882,0.00,0.00,16,-10.16,-10.50,10.13,-4.18,0.64
2668187,23.56,190,0.09,2896,0.00,0.00,16,-10.16,-10.50,9.83,-4.18,0.64
2668359,23.59,190,0.11,2861,0.00,0.00,16,-10.16,-10.50,10.17,-4.18,0.66
2668547,23.85,190,0.15,2872,0.00,0.00,16,-5.94,-8.50,13.37,-4.18,0.76
2668734,21.16,190,0.18,2879,0.00,0.00,16,24.65,6.00,16.80,-4.18,0.82
2668906,14.33,190,0.21,2849,0.00,0.00,16,44.34,43.50,18.87,-4.18,0.88
2669094,14.02,190,0.26,2861,0.00,0.00,16,44.34,44.00,23.72,-4.18,0.94
2669281,13.91,190,0.31,2862,0.00,0.00,16,43.28,43.50,28.22,-3.25,1.00
2669453,13.63,190,0.33,2849,0.00,0.00,16,42.58,42.50,31.18,-2.63,1.02
2669641,13.66,190,0.36,2868,0.00,0.00,16,41.17,42.00,33.48,-1.39,1.04
2669828,13.37,190,0.39,2871,0.00,0.00,16,39.77,41.00,35.11,-1.39,1.06
2670000,13.27,190,0.40,2862,0.00,0.00,16,38.71,38.50,38.35,-0.77,1.08
2670187,13.45,190,0.41,2884,0.00,0.00,16,38.01,37.50,40.22,-0.15,1.08
2670375,13.42,190,0.43,2878,0.00,0.00,16,36.95,36.50,40.91,-0.15,1.08
2670553,13.22,190,0.44,2901,0.00,0.00,16,36.25,36.00,42.03,-0.15,1.08
2670741,13.16,190,0.44,2909,0.00,0.00,16,35.90,36.00,42.31,-0.15,1.08
2670913,13.31,190,0.40,2898,0.00,0.00,16,38.01,36.50,41.75,-0.77,1.06
2671100,13.73,190,0.41,2917,0.00,0.00,16,38.01,36.50,39.93,-1.39,1.06
2671287,13.47,190,0.41,2930,0.00,0.00,16,38.36,37.50,39.65,-1.39,1.04
2671459,13.69,190,0.38,2928,0.00,0.00,16,40.47,39.00,38.34,-3.87,0.94
2671647,12.26,190,0.22,2904,0.00,0.00,16,44.34,44.00,18.95,-4.18,0.76
2671834,11.96,190,0.15,2909,0.00,0.00,16,19.02,12.50,13.88,-4.18,0.72
2672006,12.47,190,0.14,2856,0.00,0.00,16,2.15,8.00,13.89,-4.18,0.64
2672194,12.15,190,0.15,2896,0.00,0.00,16,-10.16,-5.00,14.97,-4.18,0.64
2672381,14.99,190,0.13,2866,0.00,0.00,16,-10.16,-10.50,13.27,-4.18,0.64
2672553,23.93,190,0.11,2870,0.00,0.00,16,-10.16,-10.50,11.24,-4.18,0.64
2672741,23.59,190,0.12,2843,0.00,0.00,16,-10.16,-10.50,11.93,-4.18,0.64
2672928,23.54,190,0.12,2832,0.00,0.00,16,-10.16,-10.50,11.18,-4.18,0.64
2675780,13.30,190,0.46,2852,0.00,0.00,16,35.20,34.00,43.57,-0.15,1.08
2675961,13.50,190,0.46,2879,0.00,0.00,16,34.49,34.00,43.01,-0.15,1.08
2676148,13.45,190,0.45,2869,0.00,0.00,16,35.20,34.00,43.29,-0.77,1.08
2676320,13.40,190,0.45,2893,0.00,0.00,16,35.90,33.50,43.57,-0.77,1.06
2676508,13.49,190,0.45,2899,0.00,0.00,16,35.90,35.50,43.02,-0.77,1.06
2676695,13.40,190,0.43,2888,0.00,0.00,16,36.95,36.00,42.17,-1.39,1.06
2676867,13.54,190,0.42,2911,0.00,0.00,16,37.66,37.50,40.48,-2.01,1.04
2677055,13.52,190,0.41,2904,0.00,0.00,16,38.36,38.50,39.65,-2.01,1.02
2677227,13.49,190,0.39,2926,0.00,0.00,16,39.41,39.00,38.21,-2.63,1.02
2677430,13.54,189,0.38,2914,0.00,0.00,16,40.47,39.50,37.35,-2.63,1.02
2677601,13.63,189,0.37,2935,0.00,0.00,16,40.82,40.50,36.48,-2.63,1.00
2677790,13.64,189,0.35,2919,0.00,0.00,16,41.88,41.00,35.35,-3.25,1.00
2677977,13.50,189,0.32,2925,0.00,0.00,16,42.93,42.00,32.90,-3.25,0.98
2678149,14.13,189,0.34,2947,0.00,0.00,16,42.58,42.50,32.43,-3.87,0.98
2678337,13.67,189,0.31,2928,0.00,0.00,16,43.28,42.50,31.98,-3.87,0.98
2678525,13.88,189,0.32,2948,0.00,0.00,16,42.93,43.00,30.07,-3.87,0.98
2678697,13.69,189,0.32,2933,0.00,0.00,16,42.93,42.50,31.07,-3.87,0.98
2678885,13.91,190,0.32,2933,0.00,0.00,16,42.93,42.50,31.52,-3.87,0.98
2679072,13.52,190,0.31,2932,0.00,0.00,16,43.28,42.50,31.20,-3.87,0.96
2679244,13.63,189,0.32,2934,0.00,0.00,16,43.28,42.50,31.07,-3.87,0.98
2679431,13.98,190,0.32,2954,0.00,0.00,16,42.93,42.50,31.19,-3.87,0.98
2679619,13.73,189,0.30,2935,0.00,0.00,16,43.28,43.00,31.20,-3.87,0.98
2679791,13.96,189,0.32,2934,0.00,0.00,16,43.28,43.00,30.85,-3.87,0.98
2679978,13.69,189,0.31,2936,0.00,0.00,16,42.93,42.50,31.30,-3.87,0.98
2680166,14.05,189,0.31,2940,0.00,0.00,16,43.63,43.00,30.74,-3.87,0.98
2680338,14.00,190,0.31,2957,0.00,0.00,16,43.28,42.50,30.74,-3.87,0.98
2680525,13.85,190,0.31,2943,0.00,0.00,16,43.28,43.00,30.97,-3.87,0.98
2680712,13.71,189,0.31,2943,0.00,0.00,16,43.28,43.00,30.40,-3.87,0.98
2683525,13.46,189,0.29,2963,0.00,0.00,16,43.63,43.50,29.17,-4.18,0.96
2683698,14.05,189,0.30,2982,0.00,0.00,16,43.63,43.50,28.54,-4.18,0.96
2683886,13.55,189,0.30,2984,0.00,0.00,16,43.63,43.50,29.50,-4.18,0.96
2684074,13.75,189,0.30,2963,0.00,0.00,16,43.63,43.50,29.07,-4.18,0.96
2684262,13.46,189,0.29,2966,0.00,0.00,16,43.63,43.50,29.17,-4.18,0.96
2684434,13.47,189,0.29,2986,0.00,0.00,16,43.63,43.50,28.86,-4.18,0.96
2684624,13.65,189,0.29,2965,0.00,0.00,16,43.63,43.50,29.72,-4.18,0.96
2684796,13.69,189,0.30,2965,0.00,0.00,16,43.63,43.50,29.73,-4.18,0.96
2684984,13.78,189,0.31,2984,0.00,0.00,16,43.28,43.50,29.07,-3.87,0.96
2685171,13.70,189,0.31,2988,0.00,0.00,16,43.28,43.00,30.17,-3.87,0.98
2685343,13.49,189,0.31,2968,0.00,0.00,16,43.28,43.50,30.06,-3.87,0.98
2685531,13.68,189,0.30,2990,0.00,0.00,16,43.28,43.50,29.18,-3.87,0.98
2685718,13.61,189,0.32,2992,0.00,0.00,16,42.93,43.00,31.41,-3.25,1.00
2685890,13.50,189,0.33,2972,0.00,0.00,16,42.58,42.50,32.89,-3.25,1.00
2686078,13.39,189,0.34,2976,0.00,0.00,16,42.58,42.50,32.20,-3.25,1.00
2686265,13.50,189,0.34,2995,0.00,0.00,16,42.58,42.50,34.23,-2.63,1.00
2686452,13.41,189,0.34,2997,0.00,0.00,16,42.58,42.00,34.23,-2.63,1.02
2686624,13.49,189,0.34,2983,0.00,0.00,16,42.58,42.00,34.36,-2.63,1.00
2686812,13.31,189,0.34,2986,0.00,0.00,16,42.58,42.50,32.66,-3.25,1.00
2686984,13.42,189,0.34,3004,0.00,0.00,16,42.58,42.50,33.86,-3.25,1.00
2687176,13.49,189,0.34,3002,0.00,0.00,16,42.58,42.50,33.61,-3.25,1.00
2687348,13.42,189,0.34,2993,0.00,0.00,16,42.58,42.50,33.61,-3.25,1.00
2687535,13.26,189,0.33,2993,0.00,0.00,16,42.93,42.50,33.14,-3.25,1.00
2687714,13.49,189,0.34,2997,0.00,0.00,16,42.58,42.50,33.23,-3.25,1.00
2687902,13.51,189,0.35,3018,0.00,0.00,16,42.23,42.50,34.48,-3.25,1.00
2688090,13.47,190,0.35,3001,0.00,0.00,16,42.58,42.50,34.23,-3.25,1.00
2688262,13.37,190,0.34,3004,0.00,0.00,16,42.58,42.50,34.11,-3.25,1.00
2688449,13.55,190,0.34,3004,0.00,0.00,16,42.58,42.50,34.35,-3.25,1.00
2691433,13.31,189,0.30,3042,0.00,0.00,16,43.63,43.50,29.51,-3.87,0.98
2691606,13.62,189,0.29,3045,0.00,0.00,16,43.63,43.50,30.63,-3.87,0.98
2691793,13.64,189,0.29,3044,0.00,0.00,16,43.63,43.50,29.28,-3.87,0.98
2691981,13.75,189,0.30,3047,0.00,0.00,16,43.63,43.50,30.63,-3.87,0.98
2692168,13.69,189,0.30,3048,0.00,0.00,16,43.63,43.50,30.85,-3.87,0.98
2692340,13.52,189,0.29,3048,0.00,0.00,16,43.98,43.50,29.07,-3.87,0.96
2692528,13.75,190,0.30,3051,0.00,0.00,16,43.63,43.50,29.95,-3.87,0.96
2692715,13.60,189,0.30,3050,0.00,0.00,16,43.63,43.50,30.17,-3.87,0.96
2692887,13.75,189,0.28,3071,0.00,0.00,16,43.98,43.50,30.84,-3.87,0.96
2693074,13.69,189,0.29,3074,0.00,0.00,16,43.63,43.50,29.39,-4.18,0.96
2693262,13.58,189,0.28,3075,0.00,0.00,16,43.98,44.00,28.22,-4.18,0.96
2693434,13.71,189,0.25,3078,0.00,0.00,16,44.34,44.00,26.95,-4.18,0.94
2693625,13.88,189,0.26,3060,0.00,0.00,16,44.34,44.00,27.26,-4.18,0.94
2693812,13.92,189,0.26,3078,0.00,0.00,16,44.34,44.00,25.30,-4.18,0.92
2693984,14.09,189,0.24,3078,0.00,0.00,16,44.34,44.00,25.01,-4.18,0.92
2694171,13.76,189,0.25,3080,0.00,0.00,16,44.34,44.00,25.30,-4.18,0.90
2694359,13.49,189,0.24,3078,0.00,0.00,16,44.34,44.00,24.81,-4.18,0.90
2694531,13.81,189,0.23,3062,0.00,0.00,16,44.34,44.00,24.03,-4.18,0.90
2694718,13.87,189,0.23,3081,0.00,0.00,16,44.34,44.00,24.12,-4.18,0.90
2694906,13.77,189,0.23,3080,0.00,0.00,16,44.34,44.00,23.82,-4.18,0.90
2695080,13.84,189,0.23,3082,0.00,0.00,16,44.34,44.00,23.63,-4.18,0.90
2695268,14.02,189,0.22,3078,0.00,0.00,16,44.34,44.00,22.67,-4.18,0.90
2695455,14.49,189,0.22,3072,0.00,0.00,16,44.34,44.00,22.68,-4.18,0.90
2695627,14.15,189,0.22,3078,0.00,0.00,16,44.34,44.00,23.33,-4.18,0.90
2695815,13.99,189,0.23,3070,0.00,0.00,16,44.34,44.00,22.94,-4.18,0.90
2696002,13.91,189,0.23,3071,0.00,0.00,16,44.34,44.00,22.24,-4.18,0.90
2696174,14.26,189,0.22,3071,0.00,0.00,16,44.34,44.00,22.86,-4.18,0.90
2699186,13.87,189,0.22,3029,0.00,0.00,16,44.34,44.00,22.50,-4.18,0.90
2699373,14.35,189,0.22,3048,0.00,0.00,16,44.34,44.00,22.15,-4.18,0.90
2699545,14.31,189,0.22,3041,0.00,0.00,16,44.34,44.00,21.27,-4.18,0.90
2699733,14.40,189,0.23,3045,0.00,0.00,16,44.34,44.00,22.42,-4.18,0.90
2699920,14.11,189,0.23,3025,0.00,0.00,16,44.34,44.00,22.86,-4.18,0.90
2700092,14.10,189,0.21,3028,0.00,0.00,16,44.34,44.00,22.76,-4.18,0.90
2700279,14.46,189,0.23,3029,0.00,0.00,16,44.34,44.00,23.14,-4.18,0.90
2700467,13.98,189,0.24,3024,0.00,0.00,16,44.34,44.00,23.73,-4.18,0.90
2700639,13.85,189,0.23,3041,0.00,0.00,16,44.34,44.00,23.14,-4.18,0.90
2700826,14.02,189,0.22,3042,0.00,0.00,16,44.34,44.00,21.89,-4.18,0.90
2701014,14.87,189,0.23,3055,0.00,0.00,16,44.34,44.00,23.93,-4.18,0.90
2701185,14.56,189,0.25,3018,0.00,0.00,16,44.34,44.00,25.01,-4.18,0.92
2701373,13.78,189,0.26,3023,0.00,0.00,16,44.34,44.00,26.21,-4.18,0.94
2701560,13.80,189,0.27,3026,0.00,0.00,16,44.34,44.00,27.69,-4.18,0.96
2701732,13.65,189,0.27,3024,0.00,0.00,16,44.34,43.50,28.96,-3.87,0.98
2701920,14.10,189,0.30,3044,0.00,0.00,16,43.28,43.50,30.63,-3.25,1.00
2702107,13.35,189,0.30,3044,0.00,0.00,16,43.28,43.50,30.74,-3.25,1.00
2702280,13.61,189,0.33,3046,0.00,0.00,16,42.93,42.50,33.00,-2.63,1.02
2702468,13.89,189,0.33,3052,0.00,0.00,16,42.93,42.50,33.48,-2.63,1.02
2702655,13.34,189,0.34,3029,0.00,0.00,16,42.58,42.50,33.86,-2.63,1.02
2702827,13.20,189,0.34,3035,0.00,0.00,16,42.58,42.50,34.98,-2.63,1.02
2703014,13.34,189,0.33,3034,0.00,0.00,16,42.58,42.50,34.73,-2.63,1.00
2703202,13.27,189,0.33,3034,0.00,0.00,16,42.93,42.50,32.77,-3.25,1.00
2703374,13.50,189,0.32,3032,0.00,0.00,16,43.28,42.50,31.75,-3.25,1.00
2703561,13.64,189,0.31,3054,0.00,0.00,16,43.28,43.00,32.20,-3.25,1.00
2703749,13.90,189,0.32,3052,0.00,0.00,16,42.93,42.50,33.73,-3.25,1.00
2703921,13.37,189,0.33,3055,0.00,0.00,16,42.93,42.50,34.11,-3.25,1.00
2704108,13.54,189,0.33,3055,0.00,0.00,16,42.58,42.50,33.73,-3.25,1.00
2706932,13.64,189,0.32,3050,0.00,0.00,16,42.93,42.50,32.89,-3.25,1.00
2707119,13.66,189,0.32,3047,0.00,0.00,16,43.28,42.50,32.32,-3.25,0.98
2707291,13.52,189,0.32,3026,0.00,0.00,16,42.93,42.50,31.30,-3.87,0.98
2707479,13.40,189,0.30,3025,0.00,0.00,16,43.28,43.00,31.98,-3.87,0.98
2707666,13.80,189,0.31,3026,0.00,0.00,16,43.28,43.00,30.74,-3.87,0.96
2707838,13.54,189,0.29,3023,0.00,0.00,16,43.63,43.50,30.74,-4.18,0.96
2708026,14.03,189,0.28,3020,0.00,0.00,16,43.98,43.50,29.73,-4.18,0.96
2708213,13.98,189,0.29,3038,0.00,0.00,16,43.63,43.50,30.29,-4.18,0.96
2708385,13.88,189,0.29,3034,0.00,0.00,16,43.63,43.50,29.07,-4.18,0.96
2708572,13.90,189,0.29,3034,0.00,0.00,16,43.98,43.50,30.06,-4.18,0.96
2708760,13.90,189,0.29,3031,0.00,0.00,16,43.98,43.50,29.28,-4.18,0.96
2708932,13.79,189,0.28,3014,0.00,0.00,16,43.63,43.50,28.75,-4.18,0.96
2709119,13.62,189,0.30,3010,0.00,0.00,16,43.63,43.50,28.64,-4.18,0.96
2709307,13.54,190,0.30,3026,0.00,0.00,16,43.28,43.50,29.95,-3.87,0.98
2709494,13.66,189,0.32,3028,0.00,0.00,16,43.28,43.00,31.98,-3.25,1.00
2709666,13.38,189,0.32,3025,0.00,0.00,16,42.93,42.50,32.66,-3.25,1.00
2709854,13.75,190,0.33,3007,0.00,0.00,16,42.58,42.50,33.23,-3.25,1.00
2710041,13.35,190,0.32,3006,0.00,0.00,16,42.93,42.50,33.86,-2.63,1.00
2710228,13.77,189,0.33,3004,0.00,0.00,16,42.58,42.50,33.37,-2.63,1.00
2710400,13.64,189,0.33,3022,0.00,0.00,16,42.93,42.50,33.48,-2.63,1.00
2710588,13.73,189,0.33,3020,0.00,0.00,16,42.58,42.50,33.99,-3.25,1.00
2710760,13.35,189,0.33,3001,0.00,0.00,16,42.58,42.50,33.48,-3.25,1.00
2710947,13.67,189,0.34,3001,0.00,0.00,16,42.58,42.50,34.23,-3.25,1.00
2711135,13.49,189,0.33,3002,0.00,0.00,16,42.58,42.50,33.86,-2.63,1.00
2711322,13.50,189,0.33,3020,0.00,0.00,16,42.93,42.50,33.01,-3.25,1.00
2711491,13.77,189,0.33,3018,0.00,0.00,16,42.93,42.50,33.13,-3.25,1.00
2711678,13.60,189,0.33,2998,0.00,0.00,16,42.93,42.50,33.01,-3.25,1.00
2711866,13.54,189,0.32,2998,0.00,0.00,16,42.93,42.50,32.54,-3.25,1.00
2714704,13.59,189,0.31,2981,0.00,0.00,16,43.28,43.50,29.95,-3.87,0.96
2714892,13.88,189,0.31,2998,0.00,0.00,16,43.63,43.00,31.07,-3.87,0.98
2715064,14.13,189,0.30,2996,0.00,0.00,16,43.63,43.50,29.83,-3.87,0.98
2715251,13.70,189,0.31,2995,0.00,0.00,16,43.28,43.00,30.96,-3.87,0.98
2715439,13.51,189,0.30,2977,0.00,0.00,16,43.63,43.00,30.40,-3.87,0.96
2715611,13.87,189,0.31,2995,0.00,0.00,16,43.28,43.00,30.96,-3.87,0.98
2715798,13.59,189,0.32,2997,0.00,0.00,16,42.93,42.50,32.20,-3.25,1.00
2715985,13.49,189,0.33,2975,0.00,0.00,16,42.93,42.50,33.13,-3.25,1.00
2716157,13.47,189,0.34,2978,0.00,0.00,16,42.58,42.50,33.98,-2.63,1.02
2716345,13.47,189,0.36,2997,0.00,0.00,16,41.88,42.00,34.36,-2.63,1.02
2716517,13.28,189,0.35,2998,0.00,0.00,16,41.88,41.50,36.22,-2.01,1.04
2716704,13.26,189,0.37,2983,0.00,0.00,16,40.82,41.00,36.35,-2.01,1.04
2716892,13.26,190,0.38,2986,0.00,0.00,16,40.12,40.50,37.35,-2.01,1.04
2717079,13.39,190,0.37,3010,0.00,0.00,16,40.82,40.50,37.35,-2.01,1.04
2717251,13.33,190,0.37,2994,0.00,0.00,16,41.17,40.50,36.84,-2.01,1.02
2717439,13.61,189,0.35,2995,0.00,0.00,16,41.88,41.00,36.60,-2.63,1.02
2717626,13.20,190,0.34,2993,0.00,0.00,16,42.58,42.00,34.60,-2.63,1.00
2717798,13.65,190,0.34,2997,0.00,0.00,16,42.58,42.50,34.36,-3.25,1.00
2717985,13.95,190,0.34,3012,0.00,0.00,16,42.58,42.50,33.61,-3.25,1.00
2718173,13.70,189,0.34,2995,0.00,0.00,16,42.58,42.50,33.73,-3.25,1.00
2718346,13.82,190,0.33,2996,0.00,0.00,16,42.58,42.50,33.73,-3.25,1.00
2718534,13.62,190,0.33,2996,0.00,0.00,16,42.58,42.50,33.25,-3.25,1.00
2718721,13.44,190,0.33,3018,0.00,0.00,16,42.93,42.50,32.77,-3.25,1.00
2718893,13.47,190,0.33,3013,0.00,0.00,16,42.93,42.50,32.43,-3.25,1.00
2719080,13.62,190,0.32,2998,0.00,0.00,16,42.93,42.50,32.20,-3.25,0.98
2719268,13.46,190,0.32,3002,0.00,0.00,16,42.93,42.50,32.77,-3.25,0.98
2719440,13.49,190,0.32,3000,0.00,0.00,16,42.93,42.50,31.31,-3.25,0.98
2719627,13.67,190,0.32,3020,0.00,0.00,16,42.93,43.00,31.75,-3.25,0.98
2722480,14.00,190,0.24,2986,0.00,0.00,16,44.34,44.00,23.33,-4.18,0.90
2722668,14.17,190,0.21,2983,0.00,0.00,16,44.34,44.00,20.57,-4.18,0.90
2722855,14.51,190,0.23,2996,0.00,0.00,16,44.34,44.00,22.86,-4.18,0.88
2723027,13.98,190,0.22,2994,0.00,0.00,16,44.34,44.00,21.71,-4.18,0.88
2723214,14.24,190,0.22,2969,0.00,0.00,16,44.34,44.00,22.15,-4.18,0.88
2723386,14.42,190,0.21,2989,0.00,0.00,16,44.34,44.00,21.36,-4.18,0.88
2723574,14.74,190,0.21,2986,0.00,0.00,16,41.17,44.00,21.53,-4.18,0.88
2723761,14.66,190,0.22,2956,0.00,0.00,16,44.34,36.00,22.06,-4.18,0.88
2723933,14.56,190,0.22,2986,0.00,0.00,16,44.34,44.00,21.18,-4.18,0.88
2724121,14.63,190,0.23,2981,0.00,0.00,16,44.34,44.00,22.77,-4.18,0.88
2724308,13.89,190,0.22,2962,0.00,0.00,16,44.34,44.00,22.50,-4.18,0.88
2724480,14.35,190,0.20,2963,0.00,0.00,16,44.34,44.00,21.18,-4.18,0.88
2724668,14.71,190,0.23,2970,0.00,0.00,16,44.34,44.00,21.98,-4.18,0.88
2724855,14.11,190,0.23,2954,0.00,0.00,16,44.34,44.00,21.80,-4.18,0.90
2725027,13.96,190,0.24,2952,0.00,0.00,16,44.34,44.00,23.63,-4.18,0.90
2725214,14.44,190,0.26,2969,0.00,0.00,16,44.34,44.00,25.01,-4.18,0.92
2725402,13.92,190,0.23,2950,0.00,0.00,16,44.34,44.00,22.50,-4.18,0.94
2725574,14.63,190,0.27,2974,0.00,0.00,16,44.34,44.00,27.04,-4.18,0.94
2725761,13.74,190,0.29,2968,0.00,0.00,16,43.98,43.50,28.43,-4.18,0.96
2725949,13.72,190,0.29,2956,0.00,0.00,16,43.98,43.50,28.86,-4.18,0.96
2726122,13.80,190,0.30,2970,0.00,0.00,16,43.63,43.50,29.39,-3.87,0.96
2726309,13.71,190,0.30,2978,0.00,0.00,16,43.63,43.50,29.72,-3.87,0.98
2726496,13.75,190,0.30,2954,0.00,0.00,16,43.63,43.50,29.95,-3.87,0.98
2726668,13.68,190,0.30,2972,0.00,0.00,16,43.28,43.00,30.06,-3.87,0.98
2726862,13.87,190,0.31,2989,0.00,0.00,16,43.28,43.00,30.40,-3.87,0.98
2727034,13.73,190,0.32,2956,0.00,0.00,16,42.93,43.00,31.87,-3.25,1.00
2727222,13.75,190,0.31,2968,0.00,0.00,16,42.93,42.50,31.98,-3.25,1.00
2727409,13.94,190,0.32,2986,0.00,0.00,16,42.93,42.50,31.86,-3.25,1.00
2730230,13.62,190,0.28,3004,0.00,0.00,16,43.98,43.50,28.43,-4.18,0.94
2730417,13.74,190,0.24,3008,0.00,0.00,16,44.34,44.00,26.73,-4.18,0.94
2730589,14.33,190,0.28,3004,0.00,0.00,16,43.98,43.50,28.11,-4.18,0.94
2730776,13.63,190,0.28,3006,0.00,0.00,16,43.98,44.00,28.11,-4.18,0.94
2730964,13.81,190,0.27,3032,0.00,0.00,16,44.34,44.00,27.79,-4.18,0.94
2731151,13.49,190,0.26,3031,0.00,0.00,16,44.34,43.50,27.90,-4.18,0.94
2731323,14.35,190,0.26,3014,0.00,0.00,16,44.34,44.00,27.16,-4.18,0.94
2731511,13.96,190,0.27,3016,0.00,0.00,16,44.34,44.00,27.26,-4.18,0.94
2731698,13.58,190,0.27,3017,0.00,0.00,16,44.34,44.00,27.58,-4.18,0.94
2731870,13.76,190,0.27,3018,0.00,0.00,16,44.34,44.00,26.21,-4.18,0.94
2732058,13.79,190,0.27,3036,0.00,0.00,16,44.34,44.00,27.05,-4.18,0.94
2732245,13.67,190,0.25,3040,0.00,0.00,16,44.34,44.00,26.52,-4.18,0.94
2732417,13.92,190,0.27,3041,0.00,0.00,16,44.34,44.00,27.26,-4.18,0.94
2732604,13.84,190,0.27,3045,0.00,0.00,16,44.34,44.00,26.94,-4.18,0.94
2732792,13.80,190,0.27,3026,0.00,0.00,16,44.34,44.00,26.73,-4.18,0.94
2732964,13.67,190,0.26,3019,0.00,0.00,16,44.34,44.00,26.21,-4.18,0.94
2733151,13.67,190,0.27,3030,0.00,0.00,16,44.34,44.00,26.41,-4.18,0.94
2733339,13.56,190,0.27,3031,0.00,0.00,16,44.34,44.00,27.37,-4.18,0.94
2733511,13.72,190,0.27,3032,0.00,0.00,16,44.34,44.00,26.73,-4.18,0.94
2733698,13.75,190,0.27,3054,0.00,0.00,16,44.34,44.00,27.37,-4.18,0.94
2733885,13.62,190,0.27,3054,0.00,0.00,16,44.34,44.00,26.73,-4.18,0.94
