Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F),Closed Loop Fueling Target* (estimated AFR)
54407,0.00,0.00,15.50,10,0.20,1202,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,3.92,-10.69,4.07,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,33.30,185,14.70
54509,0.00,0.00,15.04,8,0.20,1178,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,4.06,-10.62,3.96,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,26.90,185,14.70
54612,-0.78,0.00,14.36,8,0.20,1162,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,4.06,-10.58,3.93,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,22.20,185,14.70
54714,-0.78,0.00,14.47,8,0.21,1156,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,4.21,-10.52,3.99,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,19.30,185,14.70
54817,-0.78,0.00,14.59,8,0.20,1158,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,4.21,-10.48,3.93,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,17.20,185,14.70
54921,-0.78,0.00,14.93,8,0.20,1154,63.4,35.9,0.00,0.00,13.84,16,14.10,21.00,115,4.21,-10.48,3.86,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,16.40,185,14.70
55023,0.00,0.00,15.16,8,0.19,1148,63.4,35.9,0.00,0.00,13.84,16,14.10,21.00,115,4.21,-10.50,3.72,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.90,185,14.70
55125,0.00,0.00,15.27,8,0.19,1144,63.4,35.9,0.00,0.00,13.84,16,14.10,20.50,115,4.06,-10.56,3.69,1.28,0.00,-1.70,0.00,0.66,0.00,0.00,15.60,185,14.70
55229,0.78,0.00,15.27,8,0.19,1120,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,4.06,-10.60,3.62,1.26,0.00,-1.70,0.00,0.66,0.00,0.00,15.50,185,14.70
55332,0.78,0.00,15.27,8,0.19,1117,63.4,35.9,0.00,0.00,13.84,16,14.10,21.00,115,4.06,-10.62,3.58,1.26,0.00,-1.70,0.00,0.66,0.00,0.00,15.50,185,14.70
55434,0.78,0.00,15.16,8,0.19,1101,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,4.06,-10.67,3.52,1.26,0.00,-1.70,0.00,0.66,0.00,0.00,15.40,185,14.70
55537,0.78,0.00,15.16,8,0.19,1078,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,4.06,-10.67,3.39,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,15.40,185,14.70
55639,0.78,0.00,15.39,8,0.19,1070,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,3.92,-10.71,3.44,1.26,0.00,-1.70,0.00,0.66,0.00,0.00,15.40,185,14.70
55742,0.78,0.00,15.27,8,0.19,1069,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,3.92,-10.71,3.38,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,15.30,185,14.70
55845,1.56,0.00,15.27,8,0.19,1063,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,115,3.92,-10.71,3.34,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,15.40,185,14.70
55947,1.56,0.00,15.50,8,0.19,1044,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,115,3.92,-10.71,3.34,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,15.30,185,14.70
56050,2.34,0.00,15.27,8,0.19,1043,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,115,3.92,-10.73,3.30,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,15.20,185,14.70
56153,2.34,0.00,15.39,8,0.19,1040,63.4,35.9,0.00,0.00,13.94,16,14.10,21.00,115,3.92,-10.73,3.30,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,15.30,185,14.70
56256,2.34,0.00,15.27,8,0.19,1023,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,115,3.92,-10.73,3.25,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,15.30,185,14.70
56359,2.34,0.00,15.16,8,0.19,1005,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,117,3.92,-10.71,3.25,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,15.20,185,14.70
56461,2.34,0.00,15.04,8,0.20,983,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,117,3.92,-10.69,3.21,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,15.20,185,14.70
56564,2.34,0.00,15.04,8,0.19,973,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,117,4.06,-10.65,3.21,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,15.20,185,14.70
56667,2.34,0.00,15.04,8,0.20,971,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,117,4.06,-10.60,3.23,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,15.10,185,14.70
56770,2.34,0.00,14.81,8,0.20,970,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,117,4.06,-10.58,3.21,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,15.10,185,14.70
56873,2.34,0.00,14.81,8,0.19,972,63.4,35.9,0.00,0.00,13.94,16,14.10,21.00,117,4.21,-10.56,3.05,1.22,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,185,14.70
56976,2.34,0.00,14.81,8,0.19,967,63.4,35.9,0.00,0.00,13.94,16,14.10,21.00,117,4.06,-10.56,3.05,1.20,0.00,-1.70,0.00,0.66,0.00,0.00,14.90,185,14.70
57079,1.56,0.00,14.70,8,0.19,958,63.4,35.9,0.00,0.00,13.94,16,14.10,21.00,117,4.21,-10.56,3.05,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.80,185,14.70
57182,1.56,0.00,14.47,8,0.20,947,63.4,35.9,0.00,0.00,13.94,16,14.10,21.50,117,4.21,-10.56,3.09,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.80,185,14.70
57285,1.56,0.00,14.13,8,0.20,944,63.4,35.9,0.00,0.00,13.94,16,14.10,21.00,117,4.21,-10.54,3.09,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,14.70,185,14.70
57387,1.56,0.00,14.24,8,0.20,925,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,117,4.21,-10.50,3.05,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.70,185,14.70
57490,0.78,0.00,14.13,8,0.20,917,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,117,4.21,-10.48,3.09,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.60,185,14.70
57592,0.78,0.00,13.90,8,0.20,909,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,117,4.21,-10.48,3.05,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.50,185,14.70
57695,0.78,0.00,13.90,8,0.20,906,63.4,35.9,0.00,0.00,13.94,16,14.10,22.00,117,4.21,-10.46,3.05,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.40,185,14.70
57798,0.00,0.00,14.01,8,0.20,908,63.4,35.9,0.00,0.00,13.94,16,14.10,21.00,117,4.21,-10.46,3.05,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.40,185,14.70
57901,0.00,0.00,14.01,8,0.20,909,63.4,35.9,0.00,0.00,13.94,16,14.10,20.50,117,4.21,-10.40,3.01,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.40,185,14.70
58003,0.00,0.00,14.01,8,0.20,906,63.4,35.9,0.00,0.00,13.94,16,14.10,20.00,117,4.21,-10.40,3.03,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.40,185,14.70
58106,0.00,0.00,13.90,8,0.20,895,63.4,35.9,0.00,0.00,13.94,16,14.10,20.00,117,4.21,-10.44,3.03,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.30,185,14.70
58209,0.00,0.00,13.90,8,0.20,898,63.4,35.9,0.00,0.00,13.94,16,14.10,19.50,117,4.21,-10.42,3.03,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.20,185,14.70
58311,0.00,0.00,14.13,8,0.20,887,63.4,35.9,0.00,0.00,13.94,16,14.10,20.00,117,4.35,-10.40,3.03,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.20,185,14.70
58414,0.00,0.00,14.24,8,0.21,886,63.4,35.9,0.00,0.00,13.94,16,14.10,19.50,117,4.35,-10.38,3.05,1.20,0.00,-1.70,0.00,0.66,0.00,0.00,14.20,185,14.70
58517,0.00,0.00,14.24,8,0.21,879,63.4,35.9,0.00,0.00,13.94,16,14.10,20.00,117,4.35,-10.38,3.05,1.20,0.00,-1.70,0.00,0.66,0.00,0.00,14.20,185,14.70
58620,0.00,0.00,14.36,8,0.21,867,63.4,35.9,0.00,0.00,13.94,16,14.10,19.50,117,4.35,-10.35,3.07,1.20,0.00,-1.70,0.00,0.66,0.00,0.00,14.20,185,14.70
58723,0.00,0.00,14.59,8,0.21,875,63.4,35.9,0.00,0.00,13.94,16,14.10,19.00,117,4.35,-10.31,3.12,1.22,0.00,-1.70,0.00,0.66,0.00,0.00,14.20,185,14.70
58826,0.00,0.00,14.47,8,0.22,872,63.4,35.9,0.00,0.00,13.94,16,14.10,18.50,117,4.35,-10.25,3.16,1.24,0.00,-1.70,0.00,0.66,0.00,0.00,14.20,185,14.70
58929,0.00,0.00,14.59,8,0.21,874,63.4,35.9,0.00,0.00,13.94,16,14.10,18.00,117,4.50,-10.25,3.16,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,185,14.70
59031,0.00,0.00,14.70,8,0.25,888,63.4,35.9,0.00,0.00,12.15,16,14.10,16.00,117,4.50,-10.13,3.73,1.28,0.00,-1.70,0.00,0.66,0.00,0.00,14.30,185,14.70
59134,0.00,0.00,14.81,8,0.25,931,63.4,35.9,0.00,0.00,13.92,16,14.10,14.00,117,4.64,-9.96,3.91,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,185,14.70
59237,0.78,0.00,14.81,8,0.25,949,63.4,35.9,0.00,0.00,13.93,16,14.10,9.50,117,4.79,-9.86,3.96,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,14.40,185,14.70
59340,0.00,0.00,14.70,8,0.25,976,63.4,35.9,0.00,0.00,13.93,16,14.10,9.00,117,4.79,-9.82,4.02,1.32,0.00,-1.70,0.39,0.66,0.00,0.00,14.50,185,14.70
59443,0.00,0.00,14.24,8,0.28,960,63.4,35.9,0.00,0.00,12.48,16,14.10,9.50,117,4.93,-9.71,4.32,1.34,0.00,-1.70,1.18,0.68,0.00,0.00,14.60,185,14.70
59545,-0.78,0.00,13.78,8,0.31,1004,63.4,35.4,0.00,0.00,13.92,16,14.10,6.00,117,5.08,-9.44,5.18,1.40,0.00,-1.70,1.18,0.68,0.00,0.00,14.60,185,14.70
59648,-1.56,0.00,13.78,8,0.32,1027,63.4,34.8,0.00,0.00,13.92,16,14.80,14.00,117,5.51,-9.18,5.33,1.42,0.00,-1.70,1.18,0.70,0.00,0.00,14.60,185,14.70
59751,-1.56,0.00,13.90,8,0.32,1044,63.4,34.5,0.00,0.00,13.92,16,16.21,15.50,117,5.66,-9.09,5.47,1.44,0.00,-1.70,1.57,0.70,0.00,0.00,14.40,185,14.70
59853,-2.34,0.00,13.21,8,0.35,968,63.4,34.5,0.00,0.00,13.13,16,17.97,17.00,117,5.80,-8.86,5.69,1.44,0.00,-1.70,1.96,0.72,0.00,0.00,14.30,185,14.70
59956,-2.34,0.00,13.67,8,0.40,932,63.4,33.7,0.00,0.00,13.05,16,19.02,18.50,117,6.09,-8.57,6.03,1.46,0.00,-1.70,2.35,0.72,0.00,0.00,14.30,185,14.70
60060,-1.56,0.00,13.90,8,0.44,842,63.4,32.1,0.00,0.00,12.47,16,20.43,19.50,117,6.38,-8.04,6.79,1.48,0.00,-1.70,3.92,0.76,0.00,0.00,14.10,185,14.70
60162,-3.12,0.00,13.78,8,0.57,824,63.4,32.1,0.00,0.00,11.90,16,22.54,20.50,117,7.25,-6.98,7.26,1.52,0.00,-1.70,4.71,0.80,0.00,0.00,14.10,185,14.70
60266,-4.69,0.00,13.44,8,0.67,795,63.4,32.6,0.00,0.00,12.36,16,23.95,23.50,117,8.13,-5.72,9.18,1.66,0.00,-1.70,5.10,0.82,0.00,0.00,14.00,185,14.70
60368,-4.69,0.00,13.09,8,0.69,828,63.4,32.6,0.00,0.00,13.33,16,24.30,24.00,117,9.72,-4.99,9.63,1.68,0.00,-1.70,5.49,0.82,0.00,0.00,14.00,185,14.70
60471,-7.03,0.00,13.09,8,0.64,977,63.4,31.4,0.00,0.00,14.31,16,26.05,25.50,117,10.45,-4.22,10.24,1.70,0.00,-1.70,5.88,0.84,0.00,0.00,14.00,185,14.70
60573,-11.72,0.00,12.17,8,0.59,1073,63.4,31.1,0.00,0.00,14.47,16,28.16,26.50,117,10.59,-4.10,10.50,1.74,0.00,-1.70,6.27,0.86,0.00,0.00,13.70,185,14.70
60676,-11.72,0.00,12.63,8,0.57,1237,63.4,31.5,0.00,0.00,13.89,16,28.87,28.50,117,10.30,-4.33,11.31,1.76,0.00,-1.70,6.27,0.86,0.00,0.00,13.10,185,14.70
60779,-4.69,0.00,14.70,8,0.55,1336,63.4,31.5,0.00,0.00,13.89,16,29.22,28.50,117,10.16,-4.74,11.84,1.80,0.00,-1.70,6.67,0.86,0.00,0.00,14.10,185,14.70
60882,3.12,0.00,16.88,8,0.54,1354,63.4,32.1,0.00,0.00,13.90,16,29.57,29.50,117,9.72,-5.05,11.95,1.80,0.00,-1.70,6.67,0.86,0.00,0.00,15.90,185,14.70
60984,7.03,0.00,17.46,8,0.53,1397,63.4,32.4,0.00,0.00,13.90,16,29.92,29.50,117,9.58,-5.18,12.23,1.82,0.00,-1.70,6.67,0.86,0.00,0.00,16.80,185,14.70
61088,4.69,0.00,16.77,8,0.52,1417,63.4,32.7,0.00,0.00,13.91,16,30.27,29.50,117,9.43,-5.38,12.34,1.82,0.00,-1.70,6.67,0.86,0.00,0.00,16.90,185,14.70
61190,3.12,0.00,15.85,8,0.51,1433,63.4,32.8,0.00,0.00,13.91,16,30.27,30.00,117,9.14,-5.49,12.45,1.82,0.00,-1.70,6.67,0.86,0.00,0.00,16.30,185,14.70
61293,3.12,0.00,15.39,8,0.52,1424,63.4,32.8,0.00,0.00,13.91,16,30.27,30.00,117,9.14,-5.55,12.57,1.82,0.00,-1.70,6.67,0.86,0.00,0.00,15.60,185,14.70
61395,3.91,0.00,15.27,8,0.54,1398,63.4,32.8,0.00,0.00,13.91,16,29.92,29.50,117,9.14,-5.49,12.68,1.82,0.00,-1.70,6.67,0.88,0.00,0.00,15.30,185,14.70
61498,4.69,0.00,15.27,8,0.56,1346,63.4,32.7,0.00,0.00,13.91,16,29.22,29.50,117,9.29,-5.39,12.73,1.84,0.00,-1.70,6.67,0.88,0.00,0.00,15.30,185,14.70
61601,5.47,0.00,15.39,8,0.57,1330,63.4,32.5,0.00,0.00,13.91,16,29.22,29.00,117,9.43,-5.26,12.73,1.84,0.00,-1.70,6.67,0.88,0.00,0.00,15.30,185,14.70
61704,5.47,0.00,15.16,8,0.58,1283,63.4,32.5,0.00,0.00,13.91,16,28.87,28.50,117,9.58,-5.03,12.50,1.84,0.00,-1.70,6.67,0.88,0.00,0.00,15.40,185,14.70
61807,4.69,0.00,14.70,8,0.61,1264,63.4,32.1,0.00,0.00,13.90,16,28.52,28.50,117,9.87,-4.80,12.73,1.84,0.00,-1.70,6.67,0.88,0.00,0.00,15.00,185,14.70
61910,3.12,0.00,14.36,8,0.63,1203,63.4,31.6,0.00,0.00,13.90,16,27.81,28.00,117,10.16,-4.49,12.62,1.84,0.00,-1.70,6.67,0.88,0.00,0.00,14.60,185,14.70
62012,2.34,0.00,14.13,8,0.64,1154,63.4,31.2,0.00,0.00,13.90,16,27.46,27.50,115,10.45,-4.18,12.28,1.82,0.00,-1.70,7.06,0.88,0.00,0.00,14.60,185,14.70
62115,0.78,0.00,13.78,8,0.66,1113,63.4,30.7,0.00,0.00,13.90,16,27.11,27.00,115,10.74,-3.91,12.17,1.82,0.00,-1.70,7.06,0.88,0.00,0.00,14.40,185,14.70
62218,1.56,0.00,14.01,8,0.66,1126,63.4,30.7,0.00,0.00,13.90,16,27.11,27.00,115,10.88,-3.69,12.06,1.82,0.00,-1.70,7.06,0.88,0.00,0.00,14.30,185,14.70
62320,1.56,0.00,14.47,8,0.64,1130,63.4,30.1,0.00,0.00,13.91,16,27.46,27.00,115,11.03,-3.62,12.06,1.80,0.00,-1.70,7.06,0.88,0.00,0.00,14.20,185,14.70
62423,1.56,0.00,14.36,8,0.62,1167,63.4,30.2,0.00,0.00,14.28,16,27.81,27.50,115,11.17,-3.64,12.17,1.80,0.00,-1.70,7.06,0.88,0.00,0.00,14.50,185,14.70
62526,3.12,0.00,14.81,8,0.62,1179,63.4,30.4,0.00,0.00,13.91,16,28.16,27.50,115,11.03,-3.67,12.17,1.82,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
62628,5.47,0.00,15.04,8,0.61,1216,63.4,30.7,0.00,0.00,13.91,16,28.16,28.00,115,10.88,-3.79,12.34,1.82,0.00,-1.70,7.06,0.88,0.00,0.00,15.10,185,14.70
62732,6.25,0.00,15.73,8,0.61,1238,63.4,30.7,0.00,0.00,13.91,16,28.52,28.00,115,10.88,-3.91,12.55,1.82,0.00,-1.70,7.06,0.88,0.00,0.00,15.50,185,14.70
62835,5.47,0.00,15.16,8,0.61,1262,63.4,31.0,0.00,0.00,13.92,16,28.52,28.50,115,10.59,-4.06,12.83,1.84,0.00,-1.70,7.06,0.88,0.00,0.00,15.50,185,14.70
62937,4.69,0.00,14.93,8,0.58,1322,63.4,31.2,0.00,0.00,14.21,16,29.22,28.50,115,10.59,-4.22,10.27,1.84,0.00,-1.70,7.06,0.88,0.00,0.00,15.10,185,14.70
63040,4.69,0.00,14.81,8,0.58,1336,63.4,31.5,0.00,0.00,13.92,16,29.22,29.00,115,10.30,-4.43,12.94,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
63143,5.47,0.00,14.81,8,0.58,1369,63.4,31.5,0.00,0.00,13.92,16,29.57,29.50,115,10.16,-4.60,12.88,1.84,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
63246,5.47,0.00,14.81,8,0.57,1379,63.4,31.8,0.00,0.00,13.92,16,29.57,29.50,115,10.01,-4.78,13.05,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.80,185,14.70
63349,4.69,0.00,14.70,8,0.55,1417,63.4,32.0,0.00,0.00,14.38,16,29.92,29.50,115,9.72,-4.89,13.10,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.90,185,14.70
63452,4.69,0.00,14.70,8,0.55,1428,63.4,32.2,0.00,0.00,13.93,16,30.27,29.50,115,9.72,-5.01,13.10,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.90,185,14.70
63554,4.69,0.00,14.59,8,0.54,1484,63.4,32.4,0.00,0.00,13.93,16,30.62,30.50,115,9.58,-5.12,13.27,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
63657,4.69,0.00,14.47,8,0.53,1519,63.4,32.4,0.00,0.00,13.94,16,30.98,30.50,115,9.43,-5.30,13.10,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
63759,4.69,0.00,14.70,8,0.52,1528,63.4,32.7,0.00,0.00,13.94,16,31.33,30.50,115,9.29,-5.39,13.39,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.80,185,14.70
63862,4.69,0.00,14.70,8,0.51,1585,63.4,32.8,0.00,0.00,13.94,16,31.68,31.00,115,9.14,-5.55,13.34,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
63965,3.91,0.00,14.47,8,0.51,1584,63.4,33.1,0.00,0.00,13.94,16,31.68,31.50,115,9.00,-5.69,13.45,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
64068,3.91,0.00,14.47,8,0.49,1634,63.4,33.1,0.00,0.00,13.94,16,32.03,32.00,115,9.00,-5.80,13.27,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
64171,3.91,0.00,14.24,8,0.52,1625,63.4,33.1,0.00,0.00,13.94,16,32.38,32.00,115,8.85,-5.96,13.57,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,14.60,185,14.70
64274,3.91,0.00,14.36,8,0.49,1680,63.4,32.9,0.00,0.00,13.94,16,32.73,32.00,115,8.56,-6.15,13.45,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,14.60,185,14.70
64376,3.91,0.00,14.47,8,0.48,1715,63.4,32.8,0.00,0.00,13.94,16,32.73,32.50,115,8.42,-6.28,13.45,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.60,185,14.70
64479,2.34,0.00,14.47,8,0.47,1735,63.4,32.6,0.00,0.00,13.94,16,33.09,33.00,115,8.27,-6.46,13.57,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.50,185,14.70
64582,3.91,0.00,14.59,8,0.47,1758,63.4,32.6,0.00,0.00,13.94,16,33.44,33.00,115,8.13,-6.61,13.69,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,14.60,185,14.70
64685,3.91,0.00,14.81,8,0.46,1764,63.4,32.4,0.00,0.00,13.94,16,33.44,33.00,115,7.98,-6.73,13.51,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,14.80,185,14.70
64787,4.69,0.00,14.81,8,0.44,1800,63.4,32.2,0.00,0.00,13.94,16,33.79,33.50,115,7.98,-6.86,13.51,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.90,185,14.70
64891,4.69,0.00,14.81,8,0.45,1815,63.4,32.1,0.00,0.00,13.94,16,33.79,33.50,115,7.69,-6.98,13.57,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,15.00,185,14.70
64994,4.69,0.00,14.81,8,0.44,1834,63.4,32.0,0.00,0.00,13.94,16,34.14,34.00,115,7.69,-7.06,13.45,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,14.90,185,14.70
65097,4.69,0.00,14.81,8,0.44,1842,63.4,32.0,0.00,0.00,13.94,16,34.14,34.00,115,7.55,-7.10,13.51,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.90,185,14.70
65199,4.69,0.00,14.70,8,0.42,1873,63.4,31.9,0.00,0.00,13.94,16,34.49,34.00,115,7.55,-7.17,13.27,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
65302,4.69,0.00,14.59,8,0.43,1870,63.4,31.9,0.00,0.00,13.94,16,34.49,34.00,115,7.55,-7.21,13.45,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
65404,3.91,0.00,14.81,8,0.42,1908,63.4,31.9,0.00,0.00,13.94,16,34.84,34.00,115,7.40,-7.25,13.51,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,14.60,185,14.70
65508,4.69,0.00,14.70,8,0.41,1928,63.4,31.8,0.00,0.00,13.94,16,34.84,34.50,115,7.40,-7.29,13.27,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.80,185,14.70
65610,3.91,0.00,14.47,8,0.42,1939,63.4,31.8,0.00,0.00,13.94,16,35.20,35.00,115,7.40,-7.33,13.39,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
65713,3.91,0.00,14.47,8,0.41,1938,63.4,31.8,0.00,0.00,13.94,16,35.20,35.00,115,7.40,-7.35,13.39,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,14.60,185,14.70
65816,3.91,0.00,14.59,8,0.41,1958,63.4,31.8,0.00,0.00,13.94,16,35.20,35.00,115,7.40,-7.37,13.39,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.80,185,14.70
65920,3.12,0.00,14.59,8,0.41,1967,63.4,31.7,0.00,0.00,13.94,16,35.55,35.00,115,7.25,-7.39,13.39,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.80,185,14.70
66022,2.34,0.00,14.24,8,0.41,1980,63.4,31.7,0.00,0.00,13.94,16,35.55,35.50,115,7.25,-7.41,13.39,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
66125,3.12,0.00,14.59,8,0.41,1988,63.4,31.7,0.00,0.00,13.94,16,35.55,35.50,115,7.25,-7.43,13.27,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.60,185,14.70
66228,3.91,0.00,14.59,8,0.44,1984,63.4,31.7,0.00,0.00,13.94,16,35.55,35.50,115,7.25,-7.44,13.51,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
66330,3.12,0.00,14.70,8,0.40,1997,63.4,31.6,0.00,0.00,13.94,16,35.90,35.50,115,7.25,-7.48,13.51,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,14.70,185,14.70
66433,3.12,0.00,14.70,8,0.40,2021,63.4,31.6,0.00,0.00,13.94,16,35.90,35.50,115,7.25,-7.50,13.57,1.88,0.00,-2.01,7.06,0.88,0.00,0.00,14.70,185,14.70
66536,3.12,0.00,14.59,8,0.40,2032,63.4,31.6,0.00,0.00,13.94,16,35.90,35.50,115,7.25,-7.52,13.75,1.88,0.00,-2.01,7.06,0.88,0.00,0.00,14.70,185,14.70
66639,3.12,0.00,14.47,8,0.40,2054,63.4,31.6,0.00,0.00,13.94,16,36.25,36.00,115,7.11,-7.54,13.51,1.86,0.00,-2.01,7.06,0.88,0.00,0.00,14.80,185,14.70
66741,3.12,0.00,14.59,8,0.39,2068,63.4,31.6,0.00,0.00,13.94,16,36.25,36.00,115,7.11,-7.58,13.63,1.88,0.00,-2.01,7.06,0.88,0.00,0.00,14.70,185,14.70
66845,3.12,0.00,14.70,8,0.39,2077,63.4,31.5,0.00,0.00,13.94,16,36.60,36.50,115,7.11,-7.64,13.27,1.88,0.00,-2.01,7.06,0.88,0.00,0.00,14.70,185,14.70
66947,3.91,0.00,14.70,8,0.39,2078,63.4,31.5,0.00,0.00,13.94,16,36.60,36.50,115,7.11,-7.64,13.45,1.88,0.00,-2.01,7.06,0.88,0.00,0.00,14.80,185,14.70
67050,3.91,0.00,14.70,8,0.39,2085,63.4,31.5,0.00,0.00,13.94,16,36.60,36.50,115,7.11,-7.64,13.51,1.86,0.00,-2.01,7.06,0.88,0.00,0.00,14.80,185,14.70
67153,3.12,0.00,14.70,8,0.39,2101,63.4,31.5,0.00,0.00,13.94,16,36.60,36.50,115,6.96,-7.68,13.63,1.88,0.00,-2.01,7.06,0.88,0.00,0.00,14.80,185,14.70
