Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%)
12283,0.00,0.00,24.58,10,0.18,1718,0.00,0.00,13.07,16,14.10,14.00,122,3.63,-11.14,4.99,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,25.00,57.7,21.4
12379,0.00,0.00,23.66,10,0.18,1712,0.00,0.00,13.07,16,14.10,14.00,122,3.48,-11.14,5.05,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,30.60,57.6,21.4
12475,0.00,0.00,23.77,10,0.18,1648,0.00,0.00,13.07,16,14.10,14.00,122,3.63,-11.06,5.05,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,37.00,57.6,21.4
12571,0.00,0.00,23.77,10,0.19,1618,0.00,0.00,13.07,16,14.10,14.00,122,3.63,-10.98,5.05,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,51.60,57.6,21.4
12667,0.00,0.00,23.54,10,0.19,1580,0.00,0.00,13.07,16,14.10,14.00,122,3.77,-10.93,5.05,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,65.10,57.6,21.3
12763,0.00,0.00,23.66,10,0.19,1562,0.00,0.00,13.07,16,14.10,14.00,122,3.77,-10.83,4.99,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,75.70,57.6,21.3
12859,0.00,0.00,24.12,10,0.20,1532,0.00,0.00,13.07,16,14.10,14.00,122,3.92,-10.79,4.99,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,84.10,57.6,21.4
12955,0.00,0.00,23.77,10,0.20,1542,0.00,0.00,13.07,16,14.10,14.00,122,3.92,-10.73,4.99,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,91.00,57.7,21.4
13051,0.00,0.00,24.00,10,0.20,1499,0.00,0.00,13.07,16,14.10,14.00,122,3.92,-10.71,5.05,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,96.00,57.7,21.4
13147,0.00,0.00,23.77,10,0.19,1508,0.00,0.00,13.07,16,14.10,14.00,122,4.06,-10.69,4.99,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,96.00,57.7,21.4
13244,0.00,0.00,23.89,10,0.19,1534,0.00,0.00,13.07,16,14.10,14.00,122,4.06,-10.69,4.81,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,96.00,57.7,21.4
13340,0.00,0.00,23.77,10,0.18,1470,0.00,0.00,13.07,16,14.10,14.00,122,3.92,-10.79,4.64,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,96.00,57.7,21.4
13435,0.00,0.00,23.66,10,0.18,1468,0.00,0.00,13.07,16,14.10,14.00,122,3.92,-10.85,4.31,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,96.00,57.7,21.4
13531,0.00,0.00,23.54,10,0.18,1436,0.00,0.00,13.07,16,14.10,14.00,122,3.92,-10.85,4.22,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,96.00,57.7,21.4
13626,0.00,0.00,24.00,10,0.18,1432,0.00,0.00,13.07,16,14.10,14.00,122,3.77,-10.87,4.20,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,57.6,21.4
13723,0.00,0.00,23.89,10,0.18,1425,0.00,0.00,13.07,16,14.10,14.00,122,3.77,-10.87,4.25,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,57.6,21.4
13818,0.00,0.00,23.66,10,0.18,1412,0.00,0.00,13.07,16,14.10,22.00,122,3.92,-10.87,4.22,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,57.6,21.4
13914,0.00,0.00,23.54,10,0.18,1404,0.00,0.00,13.07,16,14.10,0.00,122,3.92,-10.83,4.22,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,57.6,21.4
14010,0.00,0.00,24.00,10,0.19,1400,0.00,0.00,13.07,16,14.10,1.50,122,3.92,-10.77,4.28,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,57.6,21.4
14107,0.00,0.00,23.77,10,0.20,1369,0.00,0.00,13.06,16,14.10,6.00,122,3.92,-10.79,4.47,1.32,0.00,-1.70,0.39,0.66,0.00,0.00,99.90,57.7,21.4
14202,0.00,0.00,23.77,10,0.21,1389,0.00,0.00,13.06,16,14.10,7.00,122,3.92,-10.81,4.64,1.34,0.00,-1.70,0.39,0.68,0.00,0.00,99.90,57.7,21.4
14298,0.00,0.00,23.77,10,0.22,1369,0.00,0.00,13.06,16,14.10,11.50,122,3.92,-10.79,4.86,1.36,0.00,-1.70,0.78,0.68,0.00,0.00,99.90,57.6,21.4
14394,0.00,0.00,23.77,10,0.23,1369,0.00,0.00,13.06,16,14.10,13.00,122,3.92,-10.67,5.12,1.38,0.00,-1.70,0.78,0.70,0.00,0.00,96.00,57.6,21.4
14490,0.00,0.00,23.54,10,0.26,1351,0.00,0.00,12.12,16,14.45,15.50,122,4.06,-10.44,5.76,1.42,0.00,-1.70,1.96,0.72,0.00,0.00,96.00,57.6,21.4
14586,0.00,0.00,23.54,10,0.30,1368,0.00,0.00,12.26,16,16.91,16.50,122,4.50,-10.11,6.20,1.46,0.00,-1.70,2.75,0.76,0.00,0.00,75.40,57.6,21.3
14682,0.00,0.00,18.95,10,0.34,1392,0.00,0.00,13.04,16,19.38,18.50,122,4.79,-9.69,7.57,1.54,0.00,-1.70,3.14,0.76,0.00,0.00,41.40,57.6,21.4
14778,0.00,0.00,16.88,10,0.37,1374,0.00,0.00,13.04,16,21.48,22.00,122,5.08,-9.20,8.19,1.56,0.00,-1.70,3.53,0.78,0.00,0.00,27.40,57.6,21.4
14874,-1.56,0.00,14.81,10,0.39,1372,0.00,0.00,13.04,16,25.35,24.00,122,5.66,-8.84,8.62,1.60,0.00,-1.70,3.92,0.78,0.00,0.00,19.40,57.6,21.4
14970,-5.47,0.00,13.78,8,0.39,1400,0.00,0.00,13.04,16,28.52,29.00,122,5.95,-8.45,8.97,1.62,0.00,-1.70,4.31,0.80,0.00,0.00,16.90,57.6,21.7
15065,-9.38,0.00,13.09,8,0.41,1394,0.00,0.00,13.03,16,29.92,29.50,122,6.38,-8.16,9.39,1.66,0.00,-1.70,4.31,0.80,0.00,0.00,15.20,57.6,22.0
15163,-7.81,0.00,13.32,8,0.43,1403,0.00,0.00,13.03,16,29.92,29.50,122,6.67,-7.83,9.75,1.66,0.00,-1.70,4.71,0.82,0.00,0.00,14.40,57.7,22.2
15258,-5.47,0.00,14.01,8,0.42,1430,0.00,0.00,12.46,16,30.27,30.00,122,6.96,-7.64,10.06,1.68,0.00,-1.70,5.10,0.82,0.00,0.00,14.30,57.7,22.2
15354,-3.91,0.00,14.47,8,0.44,1419,0.00,0.00,13.04,16,29.92,30.00,122,7.11,-7.43,10.42,1.70,0.00,-1.70,5.10,0.82,0.00,0.00,14.40,57.7,22.4
15450,-2.34,0.00,15.16,8,0.44,1442,0.00,0.00,13.04,16,30.27,30.00,122,7.40,-7.33,10.56,1.70,0.00,-1.70,5.10,0.82,0.00,0.00,14.70,57.7,22.4
15546,-2.34,0.00,15.16,8,0.43,1464,0.00,0.00,13.04,16,30.62,30.50,122,7.40,-7.25,10.50,1.70,0.00,-1.70,5.10,0.82,0.00,0.00,15.50,57.6,22.4
15642,-2.34,0.00,15.16,8,0.43,1460,0.00,0.00,13.04,16,30.62,30.50,122,7.40,-7.23,10.50,1.70,0.00,-1.70,5.10,0.82,0.00,0.00,15.40,57.6,22.4
15737,-2.34,0.00,15.16,8,0.43,1488,0.00,0.00,13.04,16,30.62,30.50,122,7.55,-7.21,10.61,1.70,0.00,-1.70,5.10,0.82,0.00,0.00,15.20,57.6,22.4
15834,-1.56,0.00,15.04,8,0.42,1494,0.00,0.00,12.54,16,30.98,30.50,122,7.40,-7.23,10.61,1.70,0.00,-1.70,5.10,0.82,0.00,0.00,15.20,57.6,22.5
15929,-1.56,0.00,15.04,8,0.42,1497,0.00,0.00,13.05,16,30.98,30.50,122,7.40,-7.25,10.72,1.72,0.00,-1.70,5.10,0.82,0.00,0.00,15.20,57.6,22.5
16025,0.00,0.00,15.16,8,0.43,1508,0.00,0.00,13.05,16,30.98,30.50,122,7.40,-7.27,10.56,1.70,0.00,-1.70,5.10,0.82,0.00,0.00,15.20,57.6,22.4
16121,0.00,0.00,15.16,8,0.42,1474,0.00,0.00,13.05,16,30.98,30.50,122,7.40,-7.33,10.78,1.72,0.00,-1.70,5.10,0.82,0.00,0.00,15.20,57.6,22.4
16217,-0.78,0.00,15.04,8,0.42,1528,0.00,0.00,13.05,16,31.33,30.50,122,7.40,-7.35,10.61,1.72,0.00,-1.70,5.10,0.82,0.00,0.00,15.10,57.6,22.4
16313,-1.56,0.00,14.59,8,0.43,1554,0.00,0.00,13.05,16,31.33,31.00,122,7.40,-7.33,10.89,1.74,0.00,-1.70,5.49,0.82,0.00,0.00,15.00,57.7,22.4
16409,-1.56,0.00,14.47,8,0.43,1537,0.00,0.00,13.05,16,31.33,31.00,122,7.40,-7.29,11.01,1.72,0.00,-1.70,5.49,0.84,0.00,0.00,14.80,57.7,22.4
16505,-0.78,0.00,14.81,8,0.45,1550,0.00,0.00,12.37,16,31.33,31.00,122,7.55,-7.19,11.30,1.76,0.00,-1.70,5.88,0.88,0.00,0.00,14.60,57.7,22.5
16600,-0.78,0.00,14.70,8,0.53,1573,0.00,0.00,12.24,16,31.33,31.00,122,7.55,-6.73,12.62,1.82,0.00,-1.70,7.45,0.90,0.00,0.00,14.70,57.7,22.5
16696,-2.34,0.00,14.47,8,0.55,1573,0.00,0.00,13.04,16,30.98,30.50,122,8.56,-6.01,13.93,1.88,0.00,-1.70,7.84,0.90,0.00,0.00,14.70,57.6,22.5
16792,-5.47,0.00,13.67,8,0.56,1616,0.00,0.00,13.03,16,31.33,31.00,122,8.71,-5.74,14.53,1.88,0.00,-1.70,7.84,0.90,0.00,0.00,14.60,57.6,22.8
16889,-7.03,0.00,13.21,8,0.57,1600,0.00,0.00,13.03,16,31.33,31.00,122,9.14,-5.57,15.28,1.90,0.00,-1.70,7.84,0.92,0.00,0.00,14.10,57.7,22.8
16984,-4.69,0.00,13.90,8,0.58,1634,0.00,0.00,13.04,16,31.33,31.50,122,9.14,-5.45,15.41,1.92,0.00,-1.70,7.84,0.92,0.00,0.00,13.80,57.7,22.8
17080,-3.12,0.00,14.47,8,0.58,1656,0.00,0.00,13.03,16,31.68,31.50,122,9.29,-5.34,15.73,1.92,0.00,-1.70,8.24,0.92,0.00,0.00,14.20,57.7,22.8
17176,-3.12,0.00,14.81,8,0.58,1659,0.00,0.00,13.04,16,31.68,31.50,122,9.43,-5.26,16.33,1.92,0.00,-1.70,8.24,0.92,0.00,0.00,14.70,57.7,22.7
17272,-3.91,0.00,14.93,8,0.59,1675,0.00,0.00,13.04,16,31.68,31.50,120,9.43,-5.18,16.27,1.94,0.00,-1.70,8.63,0.96,0.00,0.00,14.80,57.7,22.7
17368,-3.12,0.00,14.81,8,0.64,1705,0.00,0.00,13.03,16,32.03,32.00,120,9.58,-4.83,17.05,2.00,0.00,-1.70,9.80,1.00,0.00,0.00,15.10,57.7,22.7
17464,-2.34,0.00,14.81,8,0.68,1722,0.00,0.00,13.03,16,31.68,32.00,120,10.01,-4.29,18.72,2.04,0.00,-1.70,10.98,1.02,0.00,0.00,14.90,57.7,22.6
17560,-3.12,0.00,14.81,8,0.69,1738,0.00,0.00,13.03,16,32.03,32.00,120,10.74,-3.87,20.05,2.08,0.00,-1.70,11.37,1.02,0.00,0.00,15.00,57.7,22.3
17655,-1.56,0.00,14.81,8,0.70,1752,0.00,0.00,13.03,16,32.38,32.00,120,10.88,-3.67,20.06,2.08,0.00,-1.70,11.37,1.04,0.00,0.00,14.80,57.7,22.1
17751,-0.78,0.00,15.04,8,0.69,1759,0.00,0.00,13.03,16,32.38,32.00,120,11.03,-3.56,20.50,2.10,0.00,-1.70,12.16,1.04,0.00,0.00,15.30,57.6,22.1
17847,1.56,0.00,15.16,8,0.70,1808,0.00,0.00,12.72,16,32.73,32.00,120,11.17,-3.42,20.84,2.12,0.00,-1.70,12.16,1.06,0.00,0.00,15.30,57.6,22.0
17943,1.56,0.00,15.39,8,0.71,1819,0.00,0.00,13.03,16,32.73,32.50,120,11.32,-3.29,21.64,2.14,0.00,-1.70,12.55,1.06,0.00,0.00,15.50,57.7,21.9
18039,2.34,0.00,15.27,8,0.72,1857,0.00,0.00,13.03,16,32.73,32.50,120,11.46,-3.19,21.73,2.14,0.00,-1.70,13.33,1.08,0.00,0.00,15.40,57.7,21.8
18135,2.34,0.00,15.16,8,0.71,1874,0.00,0.00,13.04,16,33.09,33.00,120,11.61,-3.02,22.52,2.16,0.00,-1.70,13.33,1.10,0.00,0.00,15.40,57.7,21.8
18231,2.34,0.00,15.04,8,0.73,1928,0.00,0.00,13.04,16,33.44,33.00,120,11.75,-2.86,22.78,2.18,0.00,-1.70,13.73,1.10,0.00,0.00,15.30,57.7,21.6
18328,3.91,0.00,15.04,8,0.74,1957,0.00,0.00,13.04,16,33.44,33.00,120,11.90,-2.69,23.68,2.18,0.00,-1.70,14.12,1.12,0.00,0.00,15.10,57.7,21.4
18423,4.69,0.00,15.04,8,0.76,1995,0.00,0.00,13.04,16,33.79,33.50,118,12.04,-2.49,24.23,2.22,0.00,-1.70,14.90,1.14,0.00,0.00,15.30,57.6,21.4
18519,3.91,0.00,15.04,8,0.78,2005,0.00,0.00,13.04,16,33.79,33.50,118,12.33,-2.34,25.41,2.24,0.00,-1.70,15.29,1.14,0.00,0.00,15.20,57.6,21.2
18615,3.12,0.00,14.81,8,0.76,1990,0.00,0.00,13.04,16,34.14,34.00,118,12.33,-2.26,26.05,2.24,0.00,-1.70,15.29,1.16,0.00,0.00,14.80,57.7,21.0
18711,4.69,0.00,14.70,8,0.76,2078,0.00,0.00,13.04,16,34.49,34.00,118,12.48,-2.17,25.96,2.24,0.00,-1.70,15.69,1.18,0.00,0.00,14.70,57.7,21.0
18807,4.69,0.00,14.81,8,0.77,2057,0.00,0.00,13.04,16,34.84,34.50,118,12.62,-2.05,26.73,2.28,0.00,-1.70,16.47,1.18,0.00,0.00,14.70,57.6,21.0
18903,4.69,0.00,14.81,8,0.78,2150,0.00,0.00,13.04,16,34.84,34.50,118,12.62,-1.97,26.96,2.28,0.00,-1.70,16.86,1.20,0.00,0.00,14.80,57.6,20.9
18999,5.47,0.00,14.93,8,0.79,2161,0.00,0.00,13.04,16,35.20,34.50,118,12.77,-1.90,28.58,2.30,0.00,-1.70,16.86,1.22,0.00,0.00,14.80,57.7,20.8
19095,4.69,0.00,14.81,8,0.81,2222,0.00,0.00,12.67,16,35.20,35.00,118,12.91,-1.72,28.81,2.30,0.00,-1.70,17.65,1.24,0.00,0.00,14.80,57.7,20.7
19191,4.69,0.00,14.59,8,0.84,2233,0.00,0.00,13.30,16,35.20,34.00,118,13.06,-1.62,31.82,2.36,0.00,-1.70,18.04,1.24,0.00,0.00,14.70,57.7,20.7
19286,3.12,0.00,14.47,8,0.82,2281,0.00,0.00,13.04,16,35.20,35.50,118,13.06,-1.64,30.57,2.36,0.00,-1.70,18.04,1.24,0.00,0.00,14.50,57.7,20.7
19383,3.12,0.00,14.36,8,0.83,2316,0.00,0.00,12.60,16,35.20,35.50,117,13.06,-1.60,31.10,2.36,0.00,-1.70,18.43,1.24,0.00,0.00,14.30,57.7,20.7
19479,3.12,0.00,14.70,8,0.87,2376,0.00,0.00,13.04,16,35.55,35.50,117,13.20,-1.62,33.79,2.38,0.00,-1.70,18.04,1.24,0.00,0.00,14.60,57.9,20.8
19574,0.78,0.00,13.90,8,0.85,2403,0.00,0.00,13.05,16,35.90,35.50,117,13.06,-1.60,34.32,2.40,0.00,-1.70,17.65,1.22,0.00,0.00,14.40,57.9,20.8
19671,0.00,0.00,13.67,8,0.85,2453,0.00,0.00,13.05,16,36.60,36.50,117,13.06,-1.76,33.96,2.38,0.00,-1.70,17.25,1.20,0.00,0.00,14.10,58.1,20.9
19767,-0.78,0.00,14.36,8,0.83,2500,0.00,0.00,13.05,16,36.95,36.50,117,12.91,-1.90,34.13,2.40,0.00,-1.70,16.86,1.20,0.00,0.00,14.30,58.1,20.9
19862,-1.56,0.00,14.24,8,0.86,2532,0.00,0.00,13.05,16,36.95,36.50,117,12.77,-2.05,35.52,2.40,0.00,-1.70,16.86,1.20,0.00,0.00,14.30,58.2,20.9
19959,-3.12,0.00,14.13,8,0.86,2574,0.00,0.00,13.06,16,37.30,37.00,117,12.62,-2.15,35.83,2.42,0.00,-1.70,16.47,1.18,0.00,0.00,14.20,58.2,21.0
20054,-2.34,0.00,14.36,8,0.86,2612,0.00,0.00,13.22,16,37.66,37.50,117,12.48,-2.20,36.65,2.42,0.00,-1.70,16.47,1.18,0.00,0.00,14.30,58.1,21.1
20150,-3.91,0.00,14.13,8,0.86,2654,0.00,0.00,13.06,16,38.01,37.50,115,12.48,-2.22,37.18,2.42,0.00,-1.70,16.47,1.18,0.00,0.00,14.50,58.1,21.1
20247,-3.91,0.00,14.24,8,0.84,2676,0.00,0.00,13.06,16,38.01,38.00,115,12.48,-2.24,37.32,2.44,0.00,-1.70,16.47,1.18,0.00,0.00,14.40,58.1,21.1
20343,-2.34,0.00,14.36,8,0.86,2731,0.00,0.00,13.06,16,38.36,38.00,115,12.48,-2.24,37.86,2.46,0.00,-1.70,16.47,1.20,0.00,0.00,14.50,58.1,21.1
20438,-2.34,0.00,14.70,8,0.85,2726,0.00,0.00,13.26,16,38.36,38.00,115,12.48,-2.24,38.93,2.48,0.00,-1.70,16.47,1.20,0.00,0.00,14.70,58.1,21.2
20534,-2.34,0.00,14.70,8,0.84,2784,0.00,0.00,13.06,16,39.06,39.00,115,12.48,-2.28,38.65,2.48,0.00,-1.70,16.86,1.20,0.00,0.00,14.70,58.1,21.2
20630,-2.34,0.00,14.70,8,0.85,2799,0.00,0.00,13.06,16,39.06,39.00,115,12.48,-2.24,39.74,2.50,0.00,-1.70,16.86,1.22,0.00,0.00,14.70,58.1,21.2
20727,-2.34,0.00,14.81,8,0.87,2896,0.00,0.00,13.06,16,38.71,39.00,115,12.48,-2.13,40.81,2.50,0.00,-1.70,17.65,1.24,0.00,0.00,14.70,58.1,21.1
20822,-2.34,0.00,14.59,8,0.89,2888,0.00,0.00,13.06,16,38.71,38.50,115,12.62,-2.01,41.49,2.52,0.00,-1.70,17.65,1.24,0.00,0.00,14.60,58.1,21.0
20918,-3.91,0.00,14.47,8,0.88,2936,0.00,0.00,13.06,16,39.06,38.50,113,12.77,-1.88,42.86,2.54,0.00,-1.70,18.43,1.26,0.00,0.00,14.50,58.2,20.9
21014,-2.34,0.00,14.59,8,0.89,2970,0.00,0.00,13.06,16,38.71,38.50,113,12.91,-1.60,43.23,2.56,0.00,-1.70,19.61,1.30,0.00,0.00,14.50,58.2,20.9
21111,-2.34,0.00,14.81,8,0.92,3026,0.00,0.00,13.06,16,38.36,38.50,113,13.20,-1.45,45.77,2.60,0.00,-1.70,20.00,1.32,0.00,0.00,14.70,58.1,20.9
21206,-2.34,0.00,14.70,8,0.92,3047,0.00,0.00,12.94,16,38.36,38.00,113,13.49,-1.08,46.01,2.60,0.00,-1.70,21.57,1.38,0.00,0.00,14.70,58.1,20.9
21303,-1.56,0.00,14.81,8,0.95,3124,0.00,0.00,13.05,16,38.36,38.00,113,13.78,-0.72,49.02,2.66,2.75,-1.08,23.14,1.42,0.00,0.00,14.80,58.1,20.9
21398,-0.78,0.00,14.93,8,0.96,3179,0.00,0.00,13.05,16,38.36,38.00,113,14.07,-0.39,49.62,2.68,2.75,-1.08,23.92,1.44,0.00,0.00,14.80,58.1,20.8
21494,-0.78,0.00,14.93,8,0.98,3142,0.00,0.00,13.05,16,38.01,38.00,113,14.36,-0.17,51.71,2.70,3.92,-0.77,25.10,1.48,0.00,0.00,14.80,58.1,20.8
21590,0.00,0.00,14.81,8,1.00,3241,0.00,0.00,13.05,16,38.36,38.00,111,14.65,-4.80,52.45,2.72,5.10,-0.15,25.88,1.52,0.00,0.00,14.70,58.2,20.7
21686,0.00,0.00,14.70,10,1.01,3289,0.00,0.00,13.05,16,38.01,38.00,111,14.95,0.46,54.84,2.76,5.10,0.46,27.06,1.58,0.00,0.00,14.60,58.2,20.7
21782,0.00,0.00,14.59,10,1.04,3370,0.00,0.00,13.04,16,38.01,38.00,111,15.24,0.85,56.38,2.78,6.67,0.46,29.80,1.64,0.00,0.00,14.30,58.2,20.7
21879,0.00,0.00,14.24,10,1.05,3410,0.00,0.00,12.95,16,38.01,37.50,111,15.82,1.20,58.96,2.82,10.20,1.39,30.98,1.66,0.00,0.00,14.40,58.1,20.6
21975,0.00,0.00,14.13,10,1.06,3466,0.00,0.00,12.87,16,38.01,38.00,111,15.96,1.43,60.86,2.84,14.51,2.32,31.37,1.66,1.00,1.82,14.20,58.1,20.6
22070,0.00,0.00,13.90,10,1.12,3519,0.00,0.00,13.04,16,37.66,38.00,111,16.25,1.68,63.65,2.88,14.51,2.32,31.37,1.68,2.01,1.90,14.10,58.1,20.6
22167,0.00,0.00,13.55,10,1.15,3604,0.00,0.00,13.04,16,37.30,37.00,111,16.40,1.78,66.18,2.90,16.08,2.63,31.76,1.68,2.01,1.90,14.00,58.1,20.5
22263,0.00,0.00,13.32,10,1.21,3630,0.00,0.00,13.03,16,36.95,36.50,109,16.69,1.99,69.08,2.92,17.65,2.94,31.76,1.60,3.12,2.20,13.90,58.1,20.5
22359,0.00,0.00,12.63,10,1.15,3712,0.00,0.00,13.43,16,37.66,38.00,109,16.54,0.81,73.41,2.94,5.10,0.15,23.14,1.24,1.86,-2.65,13.10,58.1,20.6
22454,0.00,0.00,11.94,10,0.96,3722,0.00,0.00,13.53,16,40.47,40.00,109,13.93,-1.35,61.04,2.82,5.10,0.15,15.69,1.08,0.00,0.00,12.40,58.1,20.6
22551,0.00,0.00,11.14,10,0.75,3780,0.00,0.00,13.96,16,43.63,44.00,109,12.19,-3.93,44.55,2.54,1.18,-2.63,11.37,0.92,0.00,0.00,11.40,58.1,20.9
22647,0.00,0.00,10.91,10,0.46,3778,0.00,0.00,13.72,16,45.39,45.00,109,8.42,-6.96,27.08,2.24,0.00,-3.56,6.27,0.84,0.00,0.00,10.60,58.1,22.8
22743,0.00,0.00,10.91,10,0.32,3724,0.00,0.00,13.40,16,46.09,45.50,109,6.67,-8.64,17.43,1.98,0.00,-3.56,5.49,0.82,0.00,0.00,10.80,58.2,22.8
22838,-10.16,0.00,11.14,8,0.26,3805,0.00,0.00,13.34,16,46.45,46.00,109,5.80,-9.53,16.19,1.92,0.00,-3.56,5.10,0.78,0.00,0.00,10.70,58.2,22.2
22935,-13.28,0.00,11.83,8,0.24,3754,0.00,0.00,13.40,16,46.45,46.00,108,4.93,-10.23,15.22,1.88,0.00,-3.56,2.35,0.70,0.00,0.00,10.70,58.2,21.6
23030,0.00,0.00,12.75,10,0.19,3772,0.00,0.00,13.07,16,46.45,46.00,108,4.35,-10.91,11.47,1.74,0.00,-3.56,1.18,0.68,0.00,0.00,12.40,58.2,21.6
23126,0.00,0.00,12.98,10,0.15,3712,0.00,0.00,13.07,16,42.58,43.00,108,3.77,-10.96,9.87,1.64,0.00,-3.56,0.78,0.66,0.00,0.00,13.20,58.1,21.6
23222,0.00,0.00,14.47,10,0.13,3780,0.00,0.00,13.07,16,35.20,33.50,108,3.77,-11.08,8.97,1.62,0.00,-3.56,0.00,0.66,0.00,0.00,13.30,58.1,21.5
23318,0.00,0.00,23.31,10,0.14,3718,0.00,0.00,13.07,16,25.35,27.00,108,3.63,-11.14,8.54,1.60,0.00,-3.56,0.00,0.64,0.00,0.00,13.80,58.2,21.6
23415,0.00,0.00,25.15,10,0.14,3653,0.00,0.00,13.07,16,20.08,20.00,108,3.63,-11.16,8.31,1.58,0.00,-3.56,0.00,0.64,0.00,0.00,17.00,58.2,21.6
23511,0.00,0.00,23.54,10,0.14,3656,0.00,0.00,13.07,16,20.08,20.00,108,3.48,-11.18,8.86,1.60,0.00,-3.56,0.00,0.64,0.00,0.00,23.50,58.1,21.6
23607,0.00,0.00,23.77,10,0.13,3621,0.00,0.00,13.07,16,20.08,20.00,108,3.48,-11.16,8.42,1.58,0.00,-3.56,0.00,0.64,0.00,0.00,34.80,58.1,21.5
23703,0.00,0.00,23.77,10,0.13,3625,0.00,0.00,13.07,16,20.08,20.00,108,3.48,-11.20,8.10,1.58,0.00,-3.56,0.00,0.64,0.00,0.00,62.50,58.2,21.6
23798,0.00,0.00,23.66,10,0.14,3576,0.00,0.00,13.07,16,20.08,20.00,106,3.48,-11.20,8.15,1.58,0.00,-3.25,0.00,0.66,0.00,0.00,81.60,58.2,21.6
23894,0.00,0.00,23.89,10,0.14,3559,0.00,0.00,13.07,16,20.08,20.00,106,3.48,-11.18,7.92,1.56,0.00,-3.25,0.00,0.64,0.00,0.00,92.90,58.2,21.6
23990,0.00,0.00,23.66,10,0.14,3560,0.00,0.00,13.07,16,20.08,20.00,106,3.48,-11.20,8.00,1.56,0.00,-3.25,0.00,0.64,0.00,0.00,96.00,58.2,21.6
24086,0.00,0.00,23.77,10,0.18,3486,0.00,0.00,13.90,16,20.08,20.00,106,3.92,-10.60,8.03,1.58,0.00,-3.25,0.00,0.64,0.00,0.00,96.00,58.2,21.6
24182,0.00,0.00,23.77,10,0.17,3482,0.00,0.00,13.57,16,20.08,20.00,106,4.06,-10.81,9.92,1.66,0.00,-3.25,0.00,0.64,0.00,0.00,96.00,58.2,21.6
24278,0.00,0.00,23.89,10,0.15,3461,0.00,0.00,13.07,16,20.08,20.00,106,3.77,-10.93,8.65,1.56,0.00,-3.25,0.00,0.64,0.00,0.00,99.90,58.2,21.6
24374,0.00,0.00,23.89,10,0.15,3420,0.00,0.00,13.07,16,20.08,20.00,106,3.77,-10.96,8.22,1.56,0.00,-3.25,0.00,0.64,0.00,0.00,99.90,58.2,21.6
24470,0.00,0.00,23.66,10,0.15,3409,0.00,0.00,13.07,16,20.08,20.00,106,3.77,-10.96,8.73,1.60,0.00,-3.25,0.00,0.64,0.00,0.00,99.90,58.2,21.6
24566,0.00,0.00,23.66,10,0.15,3377,0.00,0.00,13.07,16,20.08,20.00,106,3.77,-10.93,8.89,1.60,0.00,-2.94,0.00,0.64,0.00,0.00,99.90,58.1,21.6
24662,0.00,0.00,23.66,10,0.15,3366,0.00,0.00,13.07,16,20.08,20.00,106,3.77,-10.91,8.23,1.58,0.00,-2.94,0.00,0.64,0.00,0.00,99.90,58.1,21.5
24758,0.00,0.00,23.77,10,0.16,3324,0.00,0.00,13.07,16,20.08,20.00,106,3.77,-10.89,9.09,1.62,0.00,-2.94,0.00,0.64,0.00,0.00,99.90,58.1,21.5
24855,0.00,0.00,23.89,10,0.16,3296,0.00,0.00,13.07,16,20.08,20.00,106,3.77,-10.85,8.58,1.58,0.00,-2.94,0.00,0.64,0.00,0.00,99.90,58.1,21.6
