Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
63217,6.25,0.00,14.59,8,0.29,1180,62.4,35.0,0.00,0.00,14.70,16,10.59,9.00,100,5.51,-9.18,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
63312,6.25,0.00,14.59,8,0.30,1167,62.5,35.1,0.00,0.00,14.70,16,10.23,10.50,100,5.51,-9.18,5.76,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
63408,6.25,0.00,14.70,8,0.29,1175,62.2,35.1,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.18,5.83,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
63505,6.25,0.00,14.59,8,0.29,1183,62.2,35.1,0.00,0.00,14.70,16,10.59,9.00,100,5.51,-9.20,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
63600,7.03,0.00,14.47,8,0.29,1170,62.3,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.20,5.83,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
63697,7.03,0.00,14.70,8,0.30,1188,62.4,35.2,0.00,0.00,14.70,16,10.59,8.50,100,5.51,-9.22,5.79,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
63792,6.25,0.00,14.47,8,0.29,1182,62.4,35.3,0.00,0.00,14.70,16,10.59,9.50,100,5.37,-9.24,5.79,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
63888,6.25,0.00,14.59,8,0.29,1178,62.2,35.3,0.00,0.00,14.70,16,10.59,10.00,100,5.51,-9.24,5.79,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
63984,6.25,0.00,14.36,8,0.29,1164,62.1,35.3,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.22,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
64080,7.03,0.00,14.47,8,0.29,1182,62.1,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.22,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
64177,6.25,0.00,14.36,8,0.29,1184,62.1,35.3,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.22,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
64272,6.25,0.00,14.47,8,0.29,1164,62.0,35.3,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.24,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
64368,6.25,0.00,14.24,8,0.29,1183,62.2,35.1,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.24,5.76,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
64464,6.25,0.00,14.36,8,0.29,1174,62.4,35.1,0.00,0.00,14.70,16,10.59,10.00,100,5.51,-9.24,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
64559,6.25,0.00,14.24,8,0.29,1184,62.4,35.1,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.24,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
64656,6.25,0.00,14.47,8,0.30,1178,62.4,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.24,5.76,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
64752,6.25,0.00,14.36,8,0.29,1188,62.4,35.2,0.00,0.00,14.70,16,10.59,9.00,100,5.51,-9.24,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
64848,5.47,0.00,14.47,8,0.29,1184,62.4,35.2,0.00,0.00,14.70,16,10.59,9.50,100,5.37,-9.26,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
64944,6.25,0.00,14.47,8,0.29,1182,62.4,35.2,0.00,0.00,14.70,16,10.59,10.00,100,5.37,-9.26,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
65040,6.25,0.00,14.47,8,0.29,1192,62.5,35.3,0.00,0.00,14.70,16,10.59,9.00,100,5.51,-9.26,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
65136,6.25,0.00,14.59,8,0.29,1184,62.3,35.3,0.00,0.00,14.70,16,10.59,10.00,100,5.37,-9.26,5.73,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
65231,6.25,0.00,14.59,8,0.29,1175,62.3,35.3,0.00,0.00,14.70,16,10.59,11.00,100,5.37,-9.26,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
65328,5.47,0.00,14.59,8,0.29,1186,62.1,35.3,0.00,0.00,14.70,16,10.59,10.00,100,5.37,-9.26,5.76,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
65424,6.25,0.00,14.59,8,0.29,1180,62.0,35.4,0.00,0.00,14.70,16,10.59,10.50,102,5.37,-9.26,5.76,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
65520,6.25,0.00,14.70,8,0.29,1176,62.0,35.4,0.00,0.00,14.70,16,10.59,10.50,102,5.37,-9.24,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
65616,6.25,0.00,14.47,8,0.29,1171,62.0,35.4,0.00,0.00,14.70,16,10.59,11.00,102,5.37,-9.26,5.76,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
65712,5.47,0.00,14.47,8,0.29,1188,62.0,35.4,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.24,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
65807,5.47,0.00,14.24,8,0.29,1181,62.0,35.3,0.00,0.00,14.70,16,10.59,10.50,102,5.37,-9.26,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
65903,5.47,0.00,14.13,8,0.29,1181,62.2,35.4,0.00,0.00,14.70,16,10.59,9.50,102,5.37,-9.28,5.77,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66000,5.47,0.00,14.24,8,0.29,1182,62.2,35.4,0.00,0.00,14.70,16,10.59,10.00,102,5.37,-9.28,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66096,5.47,0.00,14.36,8,0.30,1172,62.3,35.3,0.00,0.00,14.70,16,10.59,11.00,102,5.51,-9.26,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66192,5.47,0.00,14.36,8,0.29,1182,62.4,35.2,0.00,0.00,14.70,16,10.59,10.00,102,5.51,-9.24,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66288,5.47,0.00,14.47,8,0.29,1176,62.4,35.2,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.24,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66384,5.47,0.00,14.36,8,0.29,1184,62.4,35.2,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.26,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66479,5.47,0.00,14.47,8,0.29,1177,62.4,35.3,0.00,0.00,14.70,16,10.59,10.50,102,5.37,-9.26,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66575,5.47,0.00,14.47,8,0.29,1186,62.5,35.2,0.00,0.00,14.70,16,10.59,9.50,102,5.37,-9.24,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66671,5.47,0.00,14.59,8,0.29,1182,62.5,35.2,0.00,0.00,14.70,16,10.59,9.50,102,5.37,-9.24,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66767,5.47,0.00,14.47,8,0.30,1181,62.5,35.2,0.00,0.00,14.70,16,10.59,11.00,102,5.37,-9.24,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66863,5.47,0.00,14.59,8,0.29,1178,62.5,35.2,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.24,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
66959,5.47,0.00,14.70,8,0.29,1183,62.4,35.3,0.00,0.00,14.70,16,10.59,9.00,102,5.51,-9.24,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
67055,5.47,0.00,14.70,8,0.29,1179,62.4,35.2,0.00,0.00,14.70,16,10.59,10.50,102,5.37,-9.24,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
67151,5.47,0.00,14.47,8,0.29,1180,62.4,35.2,0.00,0.00,14.70,16,10.59,10.00,102,5.37,-9.24,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
67246,5.47,0.00,14.59,8,0.29,1164,62.4,35.3,0.00,0.00,14.70,16,10.59,11.50,102,5.37,-9.26,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
67343,5.47,0.00,14.47,8,0.29,1172,62.5,35.3,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.22,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
67438,5.47,0.00,14.36,8,0.29,1162,62.5,35.3,0.00,0.00,14.70,16,10.59,11.50,102,5.51,-9.20,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
67534,5.47,0.00,14.36,8,0.29,1182,62.5,35.1,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.24,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
67631,5.47,0.00,14.36,8,0.29,1171,62.5,35.2,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.26,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
67726,5.47,0.00,14.36,8,0.29,1176,62.5,35.2,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.24,5.73,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
67822,5.47,0.00,14.47,8,0.30,1166,62.5,35.2,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.24,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
67918,5.47,0.00,14.59,8,0.30,1171,62.5,35.2,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.20,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68014,5.47,0.00,14.47,8,0.30,1166,62.5,35.1,0.00,0.00,14.70,16,10.59,11.00,102,5.51,-9.18,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68110,5.47,0.00,14.70,8,0.30,1159,62.5,35.1,0.00,0.00,14.70,16,10.23,11.00,102,5.51,-9.18,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68206,5.47,0.00,14.59,8,0.29,1178,62.5,35.1,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.18,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68302,5.47,0.00,14.70,8,0.29,1162,62.5,35.1,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.18,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68398,5.47,0.00,14.59,8,0.29,1164,62.5,35.0,0.00,0.00,14.70,16,10.23,11.00,102,5.51,-9.17,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68494,5.47,0.00,14.59,8,0.30,1172,62.5,35.0,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.18,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68590,5.47,0.00,14.59,8,0.30,1162,62.5,35.1,0.00,0.00,14.70,16,10.23,10.00,102,5.51,-9.18,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68686,6.25,0.00,14.70,8,0.30,1154,62.5,35.1,0.00,0.00,14.70,16,10.59,11.00,102,5.51,-9.17,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68781,6.25,0.00,14.70,8,0.30,1164,62.5,35.1,0.00,0.00,14.70,16,10.23,10.00,102,5.51,-9.17,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68878,6.25,0.00,14.70,8,0.30,1150,62.5,35.1,0.00,0.00,14.70,16,10.23,11.50,102,5.51,-9.17,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
68974,6.25,0.00,14.59,8,0.30,1172,62.5,35.0,0.00,0.00,14.70,16,10.23,9.50,102,5.51,-9.17,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
69068,6.25,0.00,14.47,8,0.29,1138,62.5,35.0,0.00,0.00,14.70,16,10.59,13.00,102,5.51,-9.18,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
69165,6.25,0.00,14.36,8,0.30,1143,62.5,35.0,0.00,0.00,14.70,16,10.23,12.00,102,5.51,-9.15,5.79,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
69261,6.25,0.00,14.47,8,0.30,1164,62.5,35.0,0.00,0.00,14.70,16,10.23,9.50,102,5.51,-9.13,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
69358,6.25,0.00,14.59,8,0.30,1170,62.5,34.9,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.15,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
69454,5.47,0.00,14.36,8,0.30,1169,62.5,35.0,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.15,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
69549,5.47,0.00,14.59,8,0.30,1172,62.5,35.0,0.00,0.00,14.70,16,10.23,9.00,102,5.51,-9.15,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
69645,5.47,0.00,14.36,8,0.29,1162,62.5,35.0,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.17,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
69741,5.47,0.00,14.59,8,0.30,1160,62.5,35.1,0.00,0.00,14.70,16,10.23,10.00,102,5.51,-9.15,5.70,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
69838,5.47,0.00,14.47,8,0.30,1166,62.5,35.0,0.00,0.00,14.70,16,10.23,9.50,102,5.51,-9.15,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
69933,5.47,0.00,14.59,8,0.29,1170,62.5,35.0,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.17,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70029,6.25,0.00,14.47,8,0.29,1172,62.5,35.0,0.00,0.00,14.70,16,10.59,8.50,102,5.51,-9.18,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70126,6.25,0.00,14.70,8,0.29,1164,62.5,35.1,0.00,0.00,14.70,16,10.59,10.00,102,5.51,-9.18,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70221,6.25,0.00,14.70,8,0.29,1170,62.5,35.1,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.18,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70318,7.03,0.00,14.59,8,0.30,1152,62.5,35.1,0.00,0.00,14.70,16,10.23,11.00,102,5.51,-9.17,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70414,7.03,0.00,14.70,8,0.30,1169,62.5,35.0,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.18,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70510,7.03,0.00,14.70,8,0.29,1161,62.5,35.0,0.00,0.00,14.70,16,10.23,9.50,102,5.51,-9.18,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70605,6.25,0.00,14.59,8,0.29,1173,62.5,35.1,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.18,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70701,6.25,0.00,14.47,8,0.29,1175,62.5,35.1,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.22,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70797,6.25,0.00,14.70,8,0.29,1163,62.3,35.2,0.00,0.00,14.70,16,10.59,10.00,102,5.51,-9.20,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70894,6.25,0.00,14.47,8,0.29,1174,62.1,35.2,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.18,5.76,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
70989,5.47,0.00,14.59,8,0.30,1162,62.1,35.2,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.18,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
71085,6.25,0.00,14.47,8,0.30,1162,62.1,35.2,0.00,0.00,14.70,16,10.23,11.00,102,5.51,-9.17,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
71181,6.25,0.00,14.59,8,0.30,1164,62.0,35.2,0.00,0.00,14.70,16,10.23,10.00,102,5.51,-9.17,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
71277,6.25,0.00,14.47,8,0.29,1172,62.0,35.2,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.18,5.76,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
71373,7.03,0.00,14.70,8,0.29,1172,62.0,35.2,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.18,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
71469,6.25,0.00,14.59,8,0.29,1182,62.0,35.2,0.00,0.00,14.70,16,10.59,9.00,102,5.51,-9.22,5.70,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
71565,6.25,0.00,14.59,8,0.29,1167,62.0,35.3,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.24,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
71661,7.03,0.00,14.47,8,0.29,1176,62.0,35.3,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.24,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
71756,7.03,0.00,14.47,8,0.29,1152,62.0,35.3,0.00,0.00,14.70,16,10.23,11.50,102,5.51,-9.20,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
71853,7.03,0.00,14.47,8,0.30,1164,62.0,35.3,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.18,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
71948,7.03,0.00,14.47,8,0.30,1155,62.0,35.2,0.00,0.00,14.70,16,10.23,11.00,102,5.51,-9.18,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
72045,6.25,0.00,14.47,8,0.29,1168,62.0,35.2,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.18,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
72140,6.25,0.00,14.36,8,0.29,1160,62.0,35.2,0.00,0.00,14.70,16,10.23,9.50,102,5.51,-9.18,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
72236,6.25,0.00,14.59,8,0.30,1154,62.0,35.2,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.17,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
72332,6.25,0.00,14.47,8,0.29,1182,62.0,35.2,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.18,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
72428,6.25,0.00,14.59,8,0.29,1171,62.0,35.1,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.18,5.63,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
72524,5.47,0.00,14.36,8,0.29,1173,62.2,35.1,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.18,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
72620,5.47,0.00,14.47,8,0.29,1173,62.1,35.3,0.00,0.00,14.70,16,10.23,9.50,102,5.51,-9.20,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
72716,6.25,0.00,14.36,8,0.29,1169,62.3,35.2,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.18,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
72812,6.25,0.00,14.59,8,0.29,1178,62.3,35.2,0.00,0.00,14.70,16,10.59,9.00,102,5.51,-9.20,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
72908,6.25,0.00,14.47,8,0.29,1176,62.4,35.1,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.22,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73005,6.25,0.00,14.70,8,0.29,1160,62.4,35.2,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.24,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73100,7.03,0.00,14.59,8,0.29,1179,62.4,35.2,0.00,0.00,14.70,16,10.59,9.00,102,5.51,-9.24,5.63,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73196,6.25,0.00,14.59,8,0.29,1171,62.4,35.2,0.00,0.00,14.70,16,10.59,10.00,102,5.51,-9.24,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73292,6.25,0.00,14.36,8,0.29,1174,62.5,35.2,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.26,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73388,6.25,0.00,14.36,8,0.29,1159,62.5,35.2,0.00,0.00,14.70,16,10.59,11.00,102,5.37,-9.24,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73483,6.25,0.00,14.24,8,0.29,1169,62.5,35.2,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.26,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73579,6.25,0.00,14.36,8,0.29,1181,62.5,35.2,0.00,0.00,14.70,16,10.59,9.50,102,5.37,-9.26,5.63,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73675,6.25,0.00,14.59,8,0.29,1180,62.5,35.2,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.26,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73771,6.25,0.00,14.47,8,0.29,1162,62.5,35.2,0.00,0.00,14.70,16,10.23,10.50,102,5.37,-9.26,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73867,6.25,0.00,14.59,8,0.29,1153,62.5,35.2,0.00,0.00,14.70,16,10.23,11.50,102,5.51,-9.22,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
73963,6.25,0.00,14.59,8,0.30,1162,62.5,35.2,0.00,0.00,14.70,16,10.23,11.50,102,5.51,-9.20,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
74059,6.25,0.00,14.59,8,0.30,1164,62.5,35.2,0.00,0.00,14.70,16,10.23,10.00,102,5.51,-9.18,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
74155,5.47,0.00,14.47,8,0.29,1172,62.5,35.2,0.00,0.00,14.70,16,10.59,10.50,102,5.51,-9.20,5.63,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
74252,5.47,0.00,14.47,8,0.29,1163,62.5,35.2,0.00,0.00,14.70,16,10.59,10.00,102,5.51,-9.20,5.63,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
74348,5.47,0.00,14.36,8,0.29,1167,62.2,35.2,0.00,0.00,14.70,16,10.59,10.00,102,5.51,-9.24,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
74443,5.47,0.00,14.47,8,0.29,1176,62.1,35.2,0.00,0.00,14.70,16,10.59,10.00,102,5.51,-9.24,5.63,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
74539,6.25,0.00,14.36,8,0.29,1172,62.1,35.4,0.00,0.00,14.70,16,10.59,9.50,102,5.51,-9.24,5.60,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
74635,6.25,0.00,14.47,8,0.29,1150,62.0,35.4,0.00,0.00,14.70,16,10.23,11.50,102,5.51,-9.24,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
74731,6.25,0.00,14.47,8,0.30,1157,62.0,35.3,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.22,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
74827,6.25,0.00,14.59,8,0.30,1150,62.0,35.2,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.22,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
74922,6.25,0.00,14.70,8,0.29,1160,62.0,35.3,0.00,0.00,14.70,16,10.23,10.00,102,5.51,-9.24,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
75018,6.25,0.00,14.59,8,0.29,1173,62.0,35.3,0.00,0.00,14.70,16,10.23,9.50,102,5.51,-9.20,5.63,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
75114,6.25,0.00,14.70,8,0.29,1163,62.0,35.3,0.00,0.00,14.70,16,10.23,9.50,102,5.51,-9.24,5.63,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
75210,5.47,0.00,14.47,8,0.29,1172,62.0,35.2,0.00,0.00,14.70,16,10.23,11.00,102,5.51,-9.22,5.63,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
75307,5.47,0.00,14.47,8,0.29,1162,62.0,35.2,0.00,0.00,14.70,16,10.23,10.00,102,5.51,-9.22,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
75403,6.25,0.00,14.47,8,0.29,1148,62.0,35.3,0.00,0.00,14.70,16,10.23,11.50,102,5.51,-9.18,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
75498,6.25,0.00,14.59,8,0.29,1138,62.0,35.2,0.00,0.00,14.70,16,10.23,12.00,102,5.51,-9.17,5.63,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
75594,6.25,0.00,14.47,8,0.30,1146,62.0,35.2,0.00,0.00,14.70,16,10.23,11.00,102,5.51,-9.15,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
75690,5.47,0.00,14.47,8,0.29,1143,62.0,35.2,0.00,0.00,14.70,16,10.23,11.00,102,5.51,-9.17,5.66,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
75786,6.25,0.00,14.24,8,0.29,1151,62.0,35.1,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.17,5.60,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
75882,6.25,0.00,14.47,8,0.30,1139,62.0,35.2,0.00,0.00,14.70,16,10.23,11.50,102,5.51,-9.15,5.70,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
