Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Throttle Opening Angle (%)
189765,0.00,0.00,24.00,10,0.17,1722,0.00,0.00,14.70,16,3.48,-11.20,0.00,-1.70,0.64,0.00,0.00,99.90,4.90,1.34,14.10,14.00,90,0.00
189851,0.00,0.00,23.89,10,0.17,1733,0.00,0.00,14.70,16,3.48,-11.20,0.00,-1.70,0.64,0.00,0.00,99.90,5.03,1.36,14.10,14.00,90,0.00
189938,0.00,0.00,23.66,10,0.17,1697,0.00,0.00,14.70,16,3.48,-11.20,0.00,-1.70,0.64,0.00,0.00,99.90,4.94,1.34,14.10,14.00,90,0.00
190025,0.00,0.00,23.66,10,0.17,1700,0.00,0.00,14.70,16,3.48,-11.18,0.00,-1.70,0.64,0.00,0.00,99.90,4.88,1.34,14.10,14.00,90,0.00
190112,0.00,0.00,23.66,10,0.18,1690,0.00,0.00,14.70,16,3.48,-11.18,0.00,-1.70,0.64,0.00,0.00,99.90,4.94,1.36,14.10,14.00,90,0.00
190199,0.00,0.00,23.77,10,0.18,1668,0.00,0.00,14.70,16,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,99.90,5.10,1.36,14.10,14.00,90,0.00
190285,0.00,0.00,23.89,10,0.18,1679,0.00,0.00,14.70,16,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,99.90,4.97,1.36,14.10,14.00,90,0.00
190372,0.00,0.00,23.66,10,0.18,1662,0.00,0.00,14.70,16,3.48,-11.12,0.00,-1.70,0.64,0.00,0.00,99.90,4.78,1.36,14.10,14.00,90,0.00
190459,0.00,0.00,23.66,10,0.18,1647,0.00,0.00,14.70,16,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,99.90,5.03,1.36,14.10,14.00,90,0.00
190547,0.00,0.00,23.54,10,0.18,1632,0.00,0.00,14.70,16,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,99.90,4.97,1.36,14.10,14.00,90,0.00
190633,0.00,0.00,24.00,10,0.18,1634,0.00,0.00,14.70,16,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,99.90,4.94,1.36,14.10,14.00,90,0.00
190720,0.00,0.00,24.00,10,0.19,1616,0.00,0.00,14.70,16,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,99.90,5.07,1.36,14.10,14.00,90,0.00
190806,0.00,0.00,23.89,10,0.19,1608,0.00,0.00,14.70,16,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,99.90,5.00,1.36,14.10,14.00,90,0.00
190894,0.00,0.00,23.54,10,0.19,1619,0.00,0.00,14.70,16,3.63,-10.98,0.00,-1.70,0.64,0.00,0.00,99.90,4.97,1.36,14.10,14.00,90,0.00
190980,0.00,0.00,23.77,10,0.19,1592,0.00,0.00,14.70,16,3.77,-10.96,0.00,-1.70,0.64,0.00,0.00,99.90,4.97,1.36,14.10,14.00,90,0.00
191066,0.00,0.00,23.89,10,0.18,1596,0.00,0.00,14.70,16,3.77,-10.96,0.00,-1.70,0.64,0.00,0.00,99.90,4.90,1.34,14.10,14.00,90,0.00
191154,0.00,0.00,23.89,10,0.19,1590,0.00,0.00,14.70,16,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,99.90,4.90,1.34,14.10,14.00,90,0.00
191240,0.00,0.00,23.66,10,0.19,1582,0.00,0.00,14.70,16,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,99.90,4.90,1.36,14.10,14.00,90,0.00
191327,0.00,0.00,23.77,10,0.19,1562,0.00,0.00,14.70,16,3.77,-10.87,0.00,-1.70,0.64,0.00,0.00,99.90,4.94,1.36,14.10,14.00,90,0.00
191413,0.00,0.00,23.77,10,0.19,1566,0.00,0.00,14.70,16,3.77,-10.85,0.00,-1.70,0.64,0.00,0.00,99.90,4.90,1.36,14.10,14.00,90,0.00
191500,0.00,0.00,23.89,10,0.19,1560,0.00,0.00,14.70,16,3.92,-10.83,0.00,-1.70,0.64,0.00,0.00,99.90,4.90,1.36,14.10,14.00,90,0.00
191587,0.00,0.00,23.77,10,0.19,1560,0.00,0.00,14.70,16,3.92,-10.83,0.00,-1.70,0.64,0.00,0.00,99.90,4.84,1.34,14.10,14.00,90,0.00
191675,0.00,0.00,23.77,10,0.19,1550,0.00,0.00,14.70,16,3.92,-10.81,0.00,-1.70,0.64,0.00,0.00,99.90,4.90,1.34,14.10,14.00,90,0.00
191761,0.00,0.00,24.00,10,0.19,1524,0.00,0.00,14.70,16,3.92,-10.79,0.00,-1.70,0.66,0.00,0.00,99.90,4.90,1.36,14.10,14.00,90,0.00
191848,0.00,0.00,23.66,10,0.19,1555,0.00,0.00,14.70,16,3.92,-10.79,0.00,-1.70,0.64,0.00,0.00,99.90,4.90,1.36,14.10,14.00,90,0.00
191935,0.00,0.00,23.66,10,0.20,1524,0.00,0.00,14.70,16,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,99.90,4.94,1.36,14.10,20.00,90,0.00
192022,0.00,0.00,23.77,10,0.19,1506,0.00,0.00,14.70,16,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,99.90,4.90,1.34,14.10,18.00,90,0.00
192108,0.00,0.00,23.54,10,0.20,1516,0.00,0.00,14.70,16,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,99.90,4.90,1.36,14.10,18.00,90,0.00
192195,0.00,0.00,23.66,10,0.20,1508,0.00,0.00,14.70,16,3.92,-10.75,0.00,-1.70,0.64,0.00,0.00,99.90,5.03,1.36,14.10,19.00,90,0.00
192282,0.00,0.00,23.89,10,0.19,1498,0.00,0.00,14.70,16,3.92,-10.83,0.00,-1.70,0.64,0.00,0.00,99.90,4.84,1.32,14.10,20.00,90,0.00
192368,0.00,0.00,23.54,10,0.18,1488,0.00,0.00,14.70,16,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,99.90,4.30,1.30,14.10,19.00,90,0.00
192455,0.00,0.00,23.77,10,0.17,1488,0.00,0.00,14.70,16,3.77,-10.96,0.00,-1.70,0.64,0.00,0.00,99.90,4.18,1.30,14.10,19.00,90,0.00
192542,0.00,0.00,23.54,10,0.18,1474,0.00,0.00,14.70,16,3.77,-10.98,0.00,-1.70,0.64,0.00,0.00,99.90,4.22,1.30,14.10,19.50,90,0.00
192629,0.00,0.00,23.77,10,0.18,1465,0.00,0.00,14.70,16,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,99.90,4.30,1.30,14.10,19.00,90,0.00
192716,0.00,0.00,23.89,10,0.18,1476,0.00,0.00,14.70,16,3.63,-11.02,0.00,-1.70,0.64,0.00,0.00,99.90,4.27,1.30,14.10,20.00,90,0.00
192803,0.00,0.00,23.77,10,0.18,1448,0.00,0.00,14.70,16,3.63,-11.04,0.00,-1.70,0.64,0.00,0.00,99.90,4.24,1.30,14.10,19.00,90,0.00
192889,0.00,0.00,23.66,10,0.18,1454,0.00,0.00,14.70,16,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,99.90,4.30,1.30,14.10,18.00,90,0.00
192976,0.00,0.00,23.77,10,0.18,1433,0.00,0.00,14.70,16,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,99.90,4.24,1.30,14.10,19.50,90,0.00
193062,0.00,0.00,23.54,10,0.18,1430,0.00,0.00,14.70,16,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,99.90,4.24,1.30,14.10,18.50,90,0.00
193150,0.00,0.00,23.77,10,0.18,1439,0.00,0.00,14.70,16,3.77,-10.98,0.00,-1.70,0.64,0.00,0.00,99.90,4.24,1.30,14.10,17.50,90,0.00
193236,0.00,0.00,23.77,10,0.18,1403,0.00,0.00,14.70,16,3.63,-10.98,0.00,-1.70,0.64,0.00,0.00,99.90,4.24,1.30,14.10,19.00,90,0.00
193323,0.00,0.00,23.54,10,0.18,1417,0.00,0.00,14.70,16,3.77,-10.98,0.00,-1.70,0.64,0.00,0.00,99.90,4.24,1.30,14.10,18.00,90,0.00
193410,0.00,0.00,24.12,10,0.18,1394,0.00,0.00,14.70,16,3.77,-10.98,0.00,-1.70,0.64,0.00,0.00,99.90,4.24,1.30,14.10,20.00,90,0.00
193497,0.00,0.00,23.77,10,0.18,1401,0.00,0.00,14.70,16,3.77,-10.96,0.00,-1.70,0.64,0.00,0.00,99.90,4.24,1.30,14.10,-5.00,90,0.00
193584,0.00,0.00,23.77,10,0.18,1398,0.00,0.00,14.70,16,3.77,-10.94,0.00,-1.70,0.64,0.00,0.00,99.90,4.24,1.30,14.10,-1.00,90,0.00
193670,0.00,0.00,23.77,10,0.19,1382,0.00,0.00,14.70,16,3.77,-10.93,0.00,-1.70,0.64,0.00,0.00,99.90,4.30,1.30,14.10,2.50,90,0.00
193757,0.00,0.00,23.66,10,0.18,1396,0.00,0.00,14.70,16,3.77,-10.93,0.00,-1.70,0.64,0.00,0.00,99.90,4.27,1.30,14.10,2.50,90,0.00
193844,0.00,0.00,23.66,10,0.18,1369,0.00,0.00,14.70,16,3.77,-11.04,0.00,-1.70,0.64,0.00,0.00,99.90,4.24,1.30,14.10,10.50,90,0.00
193931,0.00,0.00,23.54,10,0.20,1272,0.00,0.00,14.69,16,3.63,-11.04,0.00,-1.70,0.66,0.00,0.00,99.90,4.27,1.30,14.10,22.00,90,0.00
194017,0.00,0.00,23.43,10,0.22,1218,0.00,0.00,14.69,16,3.63,-10.96,0.00,-1.70,0.64,0.00,0.00,99.90,4.33,1.32,14.10,22.00,90,0.00
194105,0.00,0.00,23.54,10,0.23,1198,0.00,0.00,14.69,16,3.77,-10.83,0.00,-1.70,0.64,0.00,0.00,96.00,4.44,1.30,14.10,22.00,90,0.00
194191,0.00,0.00,23.77,10,0.23,1148,0.00,0.00,14.69,16,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,96.00,4.38,1.30,14.10,22.00,90,0.00
194278,0.00,0.00,23.31,10,0.23,1132,0.00,0.00,14.69,16,3.92,-10.71,0.00,-1.70,0.64,0.00,0.00,96.00,4.33,1.30,14.10,22.00,90,0.00
194365,0.00,0.00,23.31,10,0.23,1124,0.00,0.00,14.69,16,4.06,-10.65,0.00,-1.70,0.64,0.00,0.00,88.60,4.33,1.30,14.10,22.00,90,0.00
194451,0.00,0.00,23.31,10,0.24,1113,0.00,0.00,14.69,16,4.06,-10.62,0.00,-1.70,0.64,0.00,0.00,77.50,4.30,1.28,14.10,22.00,90,0.00
194537,0.00,0.00,22.85,10,0.24,1070,0.00,0.00,14.69,16,4.06,-10.58,0.00,-1.70,0.64,0.00,0.00,62.40,4.24,1.30,14.10,22.00,90,0.00
194625,0.00,0.00,21.02,10,0.24,1065,0.00,0.00,14.69,16,4.06,-10.56,0.00,-1.70,0.64,0.00,0.00,47.50,4.27,1.28,14.10,22.00,90,0.00
194711,0.00,0.00,20.44,10,0.24,1043,0.00,0.00,14.69,16,4.21,-10.52,0.00,-1.70,0.64,0.00,0.00,35.00,4.24,1.30,14.10,22.00,90,0.00
194798,0.00,0.00,18.72,10,0.25,1038,0.00,0.00,14.69,16,4.21,-10.48,0.00,-1.70,0.64,0.00,0.00,30.80,4.21,1.30,14.10,22.00,90,0.00
194885,0.00,0.00,16.65,10,0.24,1032,0.00,0.00,14.69,16,4.21,-10.44,0.00,-1.70,0.64,0.00,0.00,30.80,4.18,1.28,14.10,22.00,90,0.00
194971,0.00,0.00,16.31,10,0.24,1023,0.00,0.00,14.69,16,4.21,-10.44,0.00,-1.70,0.64,0.00,0.00,26.70,4.10,1.28,14.10,22.00,90,0.00
195058,0.00,0.00,16.08,10,0.25,1000,0.00,0.00,14.69,16,4.21,-10.40,0.00,-1.70,0.64,0.00,0.00,23.20,4.10,1.30,14.10,22.00,90,0.00
195145,0.00,0.00,15.96,10,0.25,988,0.00,0.00,14.69,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,21.10,4.10,1.28,14.10,22.00,90,0.00
195232,0.00,0.00,15.85,10,0.25,994,0.00,0.00,14.69,16,4.35,-10.35,0.00,-1.70,0.64,0.00,0.00,19.60,4.10,1.26,14.10,22.00,90,0.00
195319,0.00,0.00,16.08,10,0.24,1008,0.00,0.00,14.69,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,18.50,4.04,1.28,14.10,22.00,90,0.00
195405,0.00,0.00,16.08,10,0.24,998,0.00,0.00,14.69,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,17.60,4.04,1.28,14.10,22.00,90,0.00
195491,0.00,0.00,15.96,10,0.24,996,0.00,0.00,14.69,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,17.10,3.99,1.28,14.10,22.00,90,0.00
195579,0.00,0.00,15.96,10,0.24,994,0.00,0.00,14.69,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,17.10,3.93,1.26,14.10,21.00,90,0.00
195665,0.00,0.00,15.96,10,0.24,990,0.00,0.00,14.69,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,16.80,3.93,1.26,14.10,22.00,90,0.00
195752,0.00,0.00,15.85,10,0.24,977,0.00,0.00,14.69,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,16.60,3.93,1.26,14.10,21.00,90,0.00
195838,0.00,0.00,15.96,10,0.24,966,0.00,0.00,14.69,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,16.50,3.91,1.28,14.10,22.00,90,0.00
195926,0.00,0.00,15.85,10,0.24,974,0.00,0.00,14.69,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,16.30,3.93,1.28,14.10,21.00,90,0.00
196012,0.00,0.00,15.85,10,0.24,970,0.00,0.00,14.69,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,16.20,3.93,1.26,14.10,20.00,90,0.00
196099,0.00,0.00,15.62,10,0.24,960,0.00,0.00,14.69,16,4.35,-10.33,0.00,-1.70,0.64,0.00,0.00,16.10,3.88,1.26,14.10,21.50,90,0.00
196186,0.00,0.00,15.62,10,0.24,964,0.00,0.00,14.69,16,4.35,-10.33,0.00,-1.70,0.64,0.00,0.00,16.10,3.85,1.24,14.10,20.00,90,0.00
196273,0.00,0.00,15.73,10,0.24,962,0.00,0.00,14.69,16,4.35,-10.31,0.00,-1.70,0.64,0.00,0.00,16.10,3.85,1.26,14.10,19.00,90,0.00
196359,0.00,0.00,15.50,10,0.24,958,0.00,0.00,14.69,16,4.35,-10.27,0.00,-1.70,0.64,0.00,0.00,16.00,3.85,1.26,14.10,19.50,90,0.00
196446,0.00,0.00,15.50,10,0.24,965,0.00,0.00,14.69,16,4.35,-10.31,0.00,-1.70,0.64,0.00,0.00,15.80,3.82,1.26,14.10,18.50,90,0.00
196533,0.00,0.00,15.62,10,0.24,961,0.00,0.00,14.70,16,4.35,-10.31,0.00,-1.70,0.64,0.00,0.00,15.70,3.80,1.26,14.10,17.50,90,0.00
196619,0.00,0.00,15.50,10,0.24,949,0.00,0.00,14.70,16,4.35,-10.31,0.00,-1.70,0.64,0.00,0.00,15.80,3.74,1.26,14.10,19.00,90,0.00
196706,0.00,0.00,15.62,10,0.24,953,0.00,0.00,14.69,16,4.35,-10.29,0.00,-1.70,0.64,0.00,0.00,15.60,3.80,1.26,14.10,18.50,90,0.00
196793,0.00,0.00,15.73,10,0.24,944,0.00,0.00,14.70,16,4.35,-10.27,0.00,-1.70,0.64,0.00,0.00,15.60,3.80,1.26,14.10,18.50,90,0.00
196880,0.00,0.00,15.73,10,0.24,947,0.00,0.00,14.69,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,15.60,3.85,1.24,14.10,18.00,90,0.00
196967,0.00,0.00,15.62,10,0.24,939,0.00,0.00,14.69,16,4.50,-10.23,0.00,-1.70,0.64,0.00,0.00,15.60,3.85,1.24,14.10,18.50,90,0.00
197053,0.00,0.00,15.62,10,0.24,942,0.00,0.00,14.70,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,15.60,3.82,1.24,14.10,17.50,90,0.00
197140,0.00,0.00,15.50,10,0.24,946,0.00,0.00,14.70,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,15.50,3.80,1.24,14.10,16.50,90,0.00
197226,0.00,0.00,15.50,10,0.24,934,0.00,0.00,14.70,16,4.50,-10.23,0.00,-1.70,0.64,0.00,0.00,15.60,3.77,1.24,14.10,18.00,90,0.00
197313,0.00,0.00,15.50,10,0.25,928,0.00,0.00,14.69,16,4.50,-10.21,0.00,-1.70,0.64,0.00,0.00,15.50,3.80,1.26,14.10,19.50,90,0.00
197400,0.00,0.00,15.50,10,0.25,918,0.00,0.00,14.69,16,4.50,-10.21,0.00,-1.70,0.64,0.00,0.00,15.40,3.80,1.26,14.10,19.00,90,0.00
197487,0.00,0.00,15.62,10,0.25,910,0.00,0.00,14.69,16,4.50,-10.17,0.00,-1.70,0.64,0.00,0.00,15.40,3.80,1.26,14.10,19.50,90,0.00
197574,-0.78,0.00,15.50,8,0.25,918,0.00,0.00,14.69,16,4.50,-10.15,0.00,-1.70,0.64,0.00,0.00,15.40,3.82,1.26,14.10,20.00,90,0.00
197660,-0.78,0.78,15.50,8,0.26,900,0.00,0.00,14.69,16,4.64,-10.13,0.00,-1.70,0.64,0.00,0.00,15.40,3.80,1.26,14.10,19.00,90,0.00
197747,-0.78,0.78,15.50,8,0.26,903,0.00,0.00,14.69,16,4.50,-10.11,0.00,-1.70,0.64,0.00,0.00,15.30,3.91,1.26,14.10,19.00,90,0.00
197834,0.00,0.78,15.16,8,0.26,910,0.00,0.00,14.69,16,4.64,-10.11,0.00,-1.70,0.64,0.00,0.00,15.30,3.91,1.26,14.10,20.00,90,0.00
197921,0.00,0.78,15.27,8,0.26,888,0.00,0.00,14.69,16,4.64,-10.06,0.00,-1.70,0.64,0.00,0.00,15.30,3.91,1.26,14.10,19.00,90,0.00
198008,-0.78,0.78,15.16,8,0.27,878,0.00,0.00,14.69,16,4.64,-10.04,0.00,-1.70,0.64,0.00,0.00,15.30,3.93,1.26,14.10,20.00,91,0.00
198094,0.00,0.78,15.16,8,0.26,894,0.00,0.00,14.69,16,4.64,-9.98,0.00,-1.70,0.64,0.00,0.00,15.40,3.96,1.26,14.10,17.00,91,0.00
198181,0.00,0.78,15.16,8,0.27,900,0.00,0.00,14.69,16,4.79,-9.96,0.00,-1.70,0.64,0.00,0.00,15.40,3.99,1.26,14.10,15.50,91,0.00
198268,0.00,0.78,15.04,8,0.27,902,0.00,0.00,14.69,16,4.79,-9.94,0.00,-1.70,0.64,0.00,0.00,15.20,4.07,1.26,14.10,16.50,91,0.00
198355,0.00,0.78,15.04,8,0.27,912,0.00,0.00,14.69,16,4.79,-9.94,0.00,-1.70,0.64,0.00,0.00,15.10,4.07,1.26,14.10,14.50,91,0.00
198442,0.00,0.78,15.04,8,0.27,902,0.00,0.00,14.69,16,4.79,-9.92,0.00,-1.70,0.64,0.00,0.00,15.00,4.07,1.26,14.10,15.50,91,0.00
198528,0.00,0.78,15.27,8,0.27,905,0.00,0.00,14.69,16,4.79,-9.90,0.00,-1.70,0.64,0.00,0.00,15.00,4.04,1.28,14.10,15.50,91,0.00
198615,0.00,0.78,14.93,8,0.27,901,0.00,0.00,14.69,16,4.79,-9.86,0.00,-1.70,0.64,0.00,0.00,15.00,4.07,1.28,14.10,15.50,91,0.00
198702,0.00,0.78,14.81,8,0.28,902,0.00,0.00,14.69,16,4.79,-9.82,0.00,-1.70,0.64,0.00,0.00,14.90,4.13,1.28,14.10,16.50,91,0.00
198788,0.00,0.78,15.16,8,0.29,899,0.00,0.00,14.69,16,4.93,-9.82,0.00,-1.70,0.64,0.00,0.00,14.90,4.15,1.30,14.10,15.50,91,0.00
198875,0.78,0.78,15.16,8,0.28,891,0.00,0.00,14.69,16,4.93,-9.77,0.00,-1.70,0.64,0.00,0.00,14.90,4.24,1.30,14.10,15.50,91,0.00
198962,0.00,0.78,14.93,8,0.28,901,0.00,0.00,14.69,16,4.93,-9.73,0.00,-1.70,0.64,0.00,0.00,14.90,4.24,1.30,14.10,14.50,91,0.00
199048,0.78,0.78,15.27,8,0.28,920,0.00,0.00,14.69,16,4.93,-9.73,0.00,-1.70,0.64,0.00,0.00,14.90,4.30,1.32,14.10,13.00,91,0.00
199135,0.78,0.78,15.27,8,0.28,921,0.00,0.00,14.69,16,4.93,-9.73,0.00,-1.70,0.64,0.00,0.00,14.90,4.30,1.30,14.10,11.50,91,0.00
199221,0.78,0.78,15.04,8,0.28,931,0.00,0.00,14.69,16,4.93,-9.73,0.00,-1.70,0.64,0.00,0.00,15.00,4.24,1.30,14.10,12.50,91,0.00
199309,0.78,0.78,15.39,8,0.28,923,0.00,0.00,14.69,16,4.93,-9.77,0.00,-1.70,0.64,0.00,0.00,15.20,4.22,1.30,14.10,13.00,91,0.00
199395,1.56,0.78,15.50,8,0.28,912,0.00,0.00,14.69,16,4.93,-9.73,0.00,-1.70,0.64,0.00,0.00,15.10,4.24,1.30,14.10,13.00,91,0.00
199482,0.78,0.78,14.93,8,0.28,920,0.00,0.00,14.69,16,4.93,-9.73,0.00,-1.70,0.64,0.00,0.00,15.10,4.27,1.30,14.10,13.00,91,0.00
199569,0.78,0.78,15.27,8,0.28,936,0.00,0.00,14.69,16,4.93,-9.75,0.00,-1.70,0.64,0.00,0.00,15.00,4.27,1.30,14.10,11.50,91,0.00
199656,1.56,0.78,15.16,8,0.28,931,0.00,0.00,14.69,16,4.93,-9.75,0.00,-1.70,0.64,0.00,0.00,15.10,4.24,1.30,14.10,12.00,91,0.00
199742,0.78,0.78,14.93,8,0.27,944,0.00,0.00,14.69,16,4.93,-9.75,0.00,-1.70,0.64,0.00,0.00,15.00,4.24,1.30,14.10,11.00,91,0.00
199829,1.56,0.78,14.93,8,0.27,929,0.00,0.00,14.70,16,4.93,-9.80,0.00,-1.70,0.64,0.00,0.00,15.00,4.24,1.28,14.10,11.00,91,0.00
199915,1.56,0.78,15.04,8,0.27,941,0.00,0.00,14.70,16,4.93,-9.82,0.00,-1.70,0.64,0.00,0.00,15.00,4.24,1.28,14.10,12.50,91,0.00
200002,1.56,0.78,15.16,8,0.27,941,0.00,0.00,14.70,16,4.93,-9.78,0.00,-1.70,0.64,0.00,0.00,15.00,4.30,1.28,14.10,11.00,91,0.00
200089,1.56,0.78,15.04,8,0.27,946,0.00,0.00,14.70,16,4.93,-9.82,0.00,-1.70,0.64,0.00,0.00,15.00,4.24,1.28,14.10,11.50,91,0.00
200176,1.56,0.78,15.04,8,0.26,958,0.00,0.00,14.70,16,4.79,-9.86,0.00,-1.70,0.64,0.00,0.00,15.00,4.22,1.28,14.10,10.50,91,0.00
200263,1.56,0.78,14.93,8,0.27,943,0.00,0.00,14.70,16,4.79,-9.86,0.00,-1.70,0.64,0.00,0.00,15.00,4.22,1.30,14.10,11.50,91,0.00
200349,1.56,0.78,15.04,8,0.27,954,0.00,0.00,14.70,16,4.79,-9.90,0.00,-1.70,0.64,0.00,0.00,15.00,4.24,1.30,14.10,11.50,91,0.00
200436,2.34,0.78,15.04,8,0.26,947,0.00,0.00,14.70,16,4.79,-9.92,0.00,-1.70,0.64,0.00,0.00,15.00,4.18,1.30,14.10,12.50,91,0.00
200523,1.56,0.78,14.93,8,0.27,936,0.00,0.00,14.70,16,4.79,-9.88,0.00,-1.70,0.64,0.00,0.00,15.00,4.18,1.30,14.10,13.00,91,0.00
200610,1.56,0.78,15.04,8,0.27,945,0.00,0.00,14.70,16,4.79,-9.88,0.00,-1.70,0.64,0.00,0.00,15.10,4.24,1.30,14.10,13.00,91,0.00
200695,2.34,0.78,15.04,8,0.27,949,0.00,0.00,14.70,16,4.79,-9.92,0.00,-1.70,0.64,0.00,0.00,14.90,4.24,1.28,14.10,12.50,91,0.00
200783,2.34,0.78,15.04,8,0.26,950,0.00,0.00,14.70,16,4.79,-9.92,0.00,-1.70,0.64,0.00,0.00,14.90,4.18,1.28,14.10,12.50,91,0.00
200869,1.56,0.78,14.81,8,0.27,952,0.00,0.00,14.70,16,4.79,-9.90,0.00,-1.70,0.64,0.00,0.00,14.90,4.18,1.28,14.10,13.50,91,0.00
200957,2.34,0.78,14.93,8,0.27,949,0.00,0.00,14.70,16,4.79,-9.92,0.00,-1.70,0.64,0.00,0.00,14.90,4.18,1.28,14.10,13.00,91,0.00
201043,1.56,0.78,14.81,8,0.26,955,0.00,0.00,14.70,16,4.79,-9.92,0.00,-1.70,0.64,0.00,0.00,14.90,4.24,1.28,14.10,11.50,91,0.00
201130,1.56,0.78,14.70,8,0.26,965,0.00,0.00,14.70,16,4.79,-9.94,0.00,-1.70,0.64,0.00,0.00,14.90,4.18,1.30,14.10,10.50,91,0.00
201218,1.56,0.78,14.70,8,0.25,982,0.00,0.00,14.70,16,4.79,-10.04,0.00,-1.70,0.64,0.00,0.00,14.90,4.10,1.30,14.10,10.00,91,0.00
201304,1.56,0.78,14.59,8,0.25,970,0.00,0.00,14.70,16,4.64,-10.06,0.00,-1.70,0.64,0.00,0.00,14.80,4.10,1.28,14.10,11.50,91,0.00
201391,1.56,0.78,14.59,8,0.26,972,0.00,0.00,14.70,16,4.64,-10.06,0.00,-1.70,0.64,0.00,0.00,14.80,4.10,1.28,14.10,12.50,91,0.00
201477,1.56,0.78,14.47,8,0.26,951,0.00,0.00,14.70,16,4.64,-10.04,0.00,-1.70,0.64,0.00,0.00,14.80,4.15,1.28,14.10,14.00,91,0.00
201565,1.56,0.78,14.59,8,0.26,967,0.00,0.00,14.70,16,4.64,-10.06,0.00,-1.70,0.64,0.00,0.00,14.70,4.22,1.28,14.10,12.50,91,0.00
201651,1.56,0.78,14.59,8,0.26,964,0.00,0.00,14.70,16,4.64,-10.09,0.00,-1.70,0.64,0.00,0.00,14.60,4.15,1.28,14.10,12.00,91,0.00
201737,1.56,0.78,14.47,8,0.25,967,0.00,0.00,14.70,16,4.64,-10.11,0.00,-1.70,0.64,0.00,0.00,14.70,4.13,1.30,14.10,12.50,91,0.00
201824,1.56,0.78,14.59,8,0.25,976,0.00,0.00,14.70,16,4.64,-10.13,0.00,-1.70,0.64,0.00,0.00,14.70,4.10,1.30,14.10,14.00,91,0.00
201910,1.56,0.78,14.59,8,0.26,954,0.00,0.00,14.70,16,4.50,-10.11,0.00,-1.70,0.64,0.00,0.00,14.70,4.10,1.28,14.10,14.00,91,0.00
201997,1.56,0.78,14.59,8,0.26,970,0.00,0.00,14.70,16,4.64,-10.11,0.00,-1.70,0.64,0.00,0.00,14.60,4.15,1.28,14.10,13.50,91,0.00
202084,1.56,0.78,14.47,8,0.25,976,0.00,0.00,14.70,16,4.64,-10.13,0.00,-1.70,0.64,0.00,0.00,14.60,4.15,1.28,14.10,12.50,91,0.00
202171,1.56,0.78,14.70,8,0.25,972,0.00,0.00,14.70,16,4.50,-10.13,0.00,-1.70,0.64,0.00,0.00,14.60,4.10,1.28,14.10,12.00,91,0.00
202257,1.56,0.78,14.59,8,0.25,973,0.00,0.00,14.70,16,4.50,-10.15,0.00,-1.70,0.64,0.00,0.00,14.70,4.04,1.28,14.10,12.50,91,0.00
