Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%)
958,0.00,0.00,14.81,7,0.26,1108,0.00,0.00,13.16,16,10.23,17.50,140,4.79,-9.94,4.79,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.6
1055,0.00,0.00,14.81,7,0.27,1097,0.00,0.00,13.18,16,10.23,17.50,140,4.79,-9.94,4.74,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,58.1,21.5
1151,0.00,0.00,14.81,7,0.26,1088,0.00,0.00,13.18,16,10.23,18.00,140,4.79,-9.92,4.82,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,58.1,21.5
1246,0.00,0.00,14.81,7,0.26,1083,0.00,0.00,13.19,16,9.88,17.00,140,4.79,-9.92,4.70,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
1343,0.00,0.00,14.81,7,0.26,1080,0.00,0.00,13.20,16,9.88,17.00,140,4.79,-9.90,4.74,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
1439,0.00,0.00,14.81,7,0.27,1057,0.00,0.00,13.21,16,9.88,17.50,140,4.79,-9.88,4.70,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
1534,0.00,0.00,14.81,7,0.27,1058,0.00,0.00,13.12,16,9.88,17.50,140,4.79,-9.86,4.79,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
1630,0.00,0.00,14.81,7,0.27,1064,0.00,0.00,13.13,16,9.88,15.50,140,4.79,-9.84,4.74,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
1726,0.00,0.00,14.81,7,0.26,1060,0.00,0.00,13.14,16,9.88,15.50,140,4.79,-9.86,4.64,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
1822,0.00,0.00,14.81,7,0.26,1044,0.00,0.00,13.15,16,9.88,16.50,140,4.79,-9.86,4.60,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
1918,0.00,0.00,14.81,7,0.27,1037,0.00,0.00,13.15,16,9.88,16.50,140,4.79,-9.88,4.68,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
2014,0.00,0.00,14.81,7,0.26,1034,0.00,0.00,13.16,16,9.88,16.00,140,4.79,-9.90,4.53,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
2110,0.00,0.00,14.81,7,0.27,1030,0.00,0.00,13.16,16,9.88,16.00,140,4.79,-9.88,4.55,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.6
2205,0.00,0.00,14.81,7,0.28,1018,0.00,0.00,13.08,16,9.88,16.50,140,4.79,-9.86,4.74,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
2302,0.00,0.00,14.81,7,0.26,1006,0.00,0.00,13.10,16,9.88,16.50,140,4.79,-9.82,4.53,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,58.1,21.6
2397,0.00,0.00,14.81,7,0.26,1003,0.00,0.00,13.56,16,9.88,16.50,140,4.93,-9.82,4.50,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.2,21.6
2493,0.00,0.00,14.81,7,0.25,1001,0.00,0.00,13.11,16,9.88,16.00,140,4.93,-9.84,4.24,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.2,21.6
2590,0.00,0.00,14.81,7,0.26,1001,0.00,0.00,13.12,16,9.88,15.50,140,4.93,-9.86,4.26,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,58.2,21.6
2686,0.00,0.00,14.81,7,0.25,985,0.00,0.00,13.12,16,9.88,16.50,140,4.79,-9.86,4.21,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,58.1,21.5
2781,0.00,0.00,14.70,7,0.26,976,0.00,0.00,13.13,16,9.88,16.50,140,4.79,-9.82,4.15,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,58.2,21.5
2877,0.00,0.00,14.59,7,0.26,959,0.00,0.00,13.14,16,9.88,17.50,140,4.93,-9.82,4.13,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.2,21.6
2973,0.00,0.00,14.59,7,0.27,952,0.00,0.00,13.15,16,9.88,17.50,140,4.93,-9.82,4.13,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.2,21.6
3069,0.00,0.00,14.59,7,0.27,941,0.00,0.00,13.06,16,9.88,17.50,140,4.93,-9.78,4.24,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.2,21.6
3165,0.00,0.00,14.59,7,0.27,938,0.00,0.00,13.07,16,9.88,17.50,140,4.93,-9.77,4.21,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.2,21.6
3261,0.00,0.00,14.59,7,0.26,936,0.00,0.00,13.07,16,9.88,17.50,140,4.93,-9.77,4.03,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.2,21.6
3356,0.00,0.00,14.59,7,0.26,930,0.00,0.00,13.08,16,9.88,16.50,140,4.93,-9.82,4.00,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,58.1,21.5
3453,0.00,0.00,14.59,7,0.28,919,0.00,0.00,13.09,16,9.88,17.00,140,4.93,-9.82,4.18,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,58.1,21.5
3548,0.00,0.00,14.47,7,0.26,911,0.00,0.00,13.10,16,9.88,17.50,140,4.93,-9.82,4.21,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,58.1,21.5
3644,0.00,0.00,14.47,7,0.26,910,0.00,0.00,13.10,16,9.88,17.00,140,4.93,-9.84,3.91,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,58.1,21.6
3740,0.00,0.00,14.47,7,0.26,898,0.00,0.00,13.11,16,9.88,17.00,140,4.79,-9.82,4.00,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,58.1,21.5
3836,0.00,0.00,14.47,7,0.27,893,0.00,0.00,13.11,16,9.88,17.00,140,4.93,-9.82,3.94,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,58.1,21.5
3932,0.00,0.00,14.36,7,0.27,877,0.00,0.00,13.12,16,9.88,17.50,140,4.93,-9.80,3.88,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,58.1,21.6
4027,0.00,0.00,14.36,7,0.27,874,0.00,0.00,13.04,16,9.88,17.50,140,4.93,-9.77,3.88,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,58.1,21.5
4123,0.00,0.00,14.36,7,0.27,866,0.00,0.00,13.04,16,9.88,17.50,140,4.93,-9.75,3.75,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,58.1,21.5
4219,0.00,0.00,14.36,7,0.27,866,0.00,0.00,13.05,16,9.88,16.50,140,4.93,-9.73,3.85,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,58.1,21.5
4315,0.00,0.00,14.24,7,0.26,851,0.00,0.00,13.06,16,9.88,17.50,140,4.93,-9.73,3.72,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,58.1,21.5
4411,0.00,0.00,14.24,7,0.27,847,0.00,0.00,13.06,16,9.88,17.50,140,4.93,-9.67,3.72,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,58.1,21.5
4506,0.00,0.00,14.24,7,0.28,840,0.00,0.00,13.07,16,9.88,17.50,140,5.08,-9.67,3.91,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,58.1,21.5
4603,0.00,0.00,14.24,7,0.28,833,0.00,0.00,11.93,16,9.88,17.50,140,5.08,-9.65,3.75,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,58.1,21.5
4699,0.00,0.00,14.24,7,0.29,770,0.00,0.00,13.07,16,9.88,17.00,140,5.08,-9.63,3.97,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,58.1,21.5
4795,0.00,0.00,14.24,7,0.28,831,0.00,0.00,13.08,16,9.88,16.50,140,5.08,-9.57,3.85,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,58.1,21.5
4890,0.00,0.00,14.13,7,0.28,830,0.00,0.00,13.10,16,9.88,16.50,140,5.08,-9.57,3.78,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,58.1,21.5
4986,0.00,0.00,14.13,7,0.27,827,0.00,0.00,13.10,16,9.88,15.50,140,5.08,-9.57,3.75,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,58.1,21.6
5082,-0.78,0.00,14.01,7,0.28,822,0.00,0.00,13.01,16,9.88,16.00,142,5.08,-9.55,3.85,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,58.1,21.6
5178,-0.78,0.00,14.01,7,0.27,815,0.00,0.00,13.02,16,9.88,16.00,142,5.08,-9.57,3.66,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,58.1,21.6
5274,-1.56,0.00,14.01,7,0.28,812,0.00,0.00,13.03,16,9.88,16.00,142,5.08,-9.55,3.81,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,58.1,21.6
5370,-1.56,0.00,13.90,7,0.27,809,0.00,0.00,13.03,16,9.88,15.50,142,5.08,-9.55,3.60,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,58.1,21.6
5466,-2.34,0.00,13.90,7,0.27,802,0.00,0.00,13.04,16,9.88,16.00,142,5.22,-9.53,3.55,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,58.1,21.6
5561,-2.34,0.00,13.90,7,0.28,790,0.00,0.00,13.04,16,9.88,16.50,142,5.22,-9.49,3.62,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.20,57.9,21.5
5658,-3.12,0.00,13.78,7,0.28,777,0.00,0.00,13.05,16,9.88,17.50,142,5.22,-9.46,3.66,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.20,57.9,21.5
5754,-3.12,0.00,13.78,7,0.28,777,0.00,0.00,13.05,16,9.88,16.50,142,5.22,-9.44,3.60,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.10,57.7,21.5
5849,-3.12,0.00,13.67,7,0.28,784,0.00,0.00,13.06,16,9.88,15.50,142,5.22,-9.38,3.72,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.10,57.7,21.5
5945,-3.91,0.00,13.67,7,0.28,790,0.00,0.00,13.07,16,9.88,15.50,142,5.37,-9.38,3.59,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.10,57.7,21.5
6041,-3.91,0.00,13.78,7,0.28,784,0.00,0.00,13.07,16,9.88,14.50,142,5.37,-9.36,3.62,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.00,57.7,21.5
6137,-3.91,0.00,13.90,7,0.29,774,0.00,0.00,13.07,16,9.88,15.50,142,5.37,-9.34,3.78,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.10,57.7,21.5
6233,-3.91,0.00,14.01,7,0.30,769,0.00,0.00,13.08,16,9.88,15.50,142,5.37,-9.28,3.88,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.00,57.7,21.6
6329,-3.12,0.00,14.24,7,0.31,770,0.00,0.00,13.08,16,9.88,15.00,142,5.37,-9.24,3.97,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.00,57.6,21.6
6424,-2.34,0.00,14.24,7,0.30,784,0.00,0.00,13.09,16,9.88,13.00,142,5.51,-9.18,4.00,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.00,57.6,21.6
6521,-2.34,0.00,14.47,7,0.29,786,0.00,0.00,13.00,16,9.88,12.50,142,5.51,-9.18,4.00,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.10,57.7,21.6
6617,-2.34,0.00,14.59,7,0.29,800,0.00,0.00,13.02,16,9.88,10.50,142,5.51,-9.17,3.91,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.20,57.9,21.7
6713,-3.12,0.00,14.47,7,0.29,797,0.00,0.00,13.02,16,9.88,11.00,142,5.51,-9.18,3.78,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,58.0,21.7
6808,-3.12,0.00,14.70,7,0.29,797,0.00,0.00,11.93,16,9.88,10.50,142,5.51,-9.22,3.78,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,58.0,21.7
6904,-2.34,0.00,14.36,7,0.29,794,0.00,0.00,13.03,16,9.88,11.00,142,5.51,-9.20,3.88,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,58.1,21.8
7000,-3.12,0.00,14.47,7,0.30,799,0.00,0.00,13.04,16,9.88,10.50,142,5.51,-9.22,4.00,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.1,21.8
7096,-3.12,0.00,14.47,7,0.29,808,0.00,0.00,13.04,16,9.88,9.50,142,5.51,-9.22,4.00,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.1,21.8
7192,-2.34,0.00,14.59,7,0.29,802,0.00,0.00,13.05,16,9.88,10.50,142,5.51,-9.22,3.82,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.2,21.8
7288,-3.12,0.00,14.70,7,0.29,806,0.00,0.00,13.06,16,9.88,9.50,142,5.51,-9.22,3.88,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.2,21.8
7384,-2.34,0.00,14.70,7,0.29,808,0.00,0.00,13.07,16,9.88,9.50,142,5.51,-9.20,4.06,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.2,21.8
7480,-2.34,0.00,14.59,7,0.28,812,0.00,0.00,13.07,16,9.88,8.50,142,5.51,-9.22,3.85,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.2,21.8
7576,-2.34,0.00,14.81,7,0.29,810,0.00,0.00,13.07,16,9.88,9.00,142,5.51,-9.26,3.82,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.2,21.8
7671,-2.34,0.00,14.81,7,0.30,801,0.00,0.00,13.08,16,9.88,10.00,142,5.37,-9.22,4.00,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,58.1,21.8
7768,-2.34,0.00,14.81,7,0.30,792,0.00,0.00,13.09,16,9.88,10.50,142,5.51,-9.22,3.97,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.1,21.8
7863,-2.34,0.00,14.81,7,0.30,803,0.00,0.00,13.10,16,9.88,9.50,142,5.51,-9.22,3.97,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.1,21.7
7960,-2.34,0.00,14.81,7,0.29,804,0.00,0.00,13.10,16,9.88,9.50,142,5.51,-9.20,4.00,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,58.1,21.7
8055,-2.34,0.00,14.81,7,0.29,792,0.00,0.00,13.11,16,9.88,10.50,142,5.51,-9.22,3.75,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,58.1,21.7
8151,-3.12,0.00,14.47,7,0.29,799,0.00,0.00,13.11,16,9.88,10.00,142,5.51,-9.22,3.85,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,58.1,21.7
8247,-2.34,0.00,14.59,7,0.30,798,0.00,0.00,13.12,16,9.88,10.00,142,5.51,-9.20,4.00,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.1,21.8
8343,-3.12,0.00,14.59,7,0.29,799,0.00,0.00,13.12,16,9.88,9.50,142,5.51,-9.18,3.88,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.1,21.8
8439,-2.34,0.00,14.59,7,0.29,798,0.00,0.00,13.13,16,9.88,9.50,142,5.51,-9.18,3.88,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.1,21.8
8534,-2.34,0.00,14.47,7,0.30,800,0.00,0.00,13.13,16,9.88,9.50,142,5.51,-9.17,3.88,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.1,21.8
8630,-3.12,0.00,14.59,7,0.29,798,0.00,0.00,13.14,16,9.88,10.00,142,5.51,-9.17,4.05,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.1,21.8
8727,-2.34,0.00,14.70,7,0.28,806,0.00,0.00,13.15,16,9.88,9.00,142,5.51,-9.17,3.85,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.1,21.8
8822,-2.34,0.00,14.59,7,0.28,795,0.00,0.00,12.02,16,9.88,10.50,142,5.51,-9.18,3.94,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.1,21.8
8919,-2.34,0.00,14.81,7,0.30,799,0.00,0.00,13.16,16,9.88,9.50,142,5.51,-9.18,4.02,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,58.1,21.8
9014,-2.34,0.00,14.81,7,0.30,793,0.00,0.00,13.16,16,9.88,10.50,142,5.51,-9.15,4.00,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.1,21.8
9111,-2.34,0.00,14.81,7,0.29,790,0.00,0.00,13.16,16,9.88,10.50,142,5.51,-9.17,3.82,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.1,21.8
9206,-3.12,0.00,14.47,7,0.29,808,0.00,0.00,13.16,16,9.88,8.50,142,5.51,-9.17,3.85,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.1,21.8
9302,-3.12,0.00,14.47,7,0.30,805,0.00,0.00,13.16,16,9.88,9.00,142,5.51,-9.17,3.93,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,58.1,21.8
9399,-3.91,0.00,14.13,7,0.30,805,0.00,0.00,13.07,16,9.88,9.00,142,5.51,-9.18,4.00,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.2,21.8
9494,-3.91,0.00,14.47,7,0.29,805,0.00,0.00,13.07,16,9.88,9.00,142,5.51,-9.17,4.05,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.1,21.8
9590,-2.34,0.00,14.70,7,0.29,797,0.00,0.00,13.07,16,9.88,10.00,142,5.51,-9.17,3.88,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,58.1,21.8
9686,-2.34,0.00,14.70,7,0.30,789,0.00,0.00,13.07,16,9.88,10.50,142,5.51,-9.17,3.85,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.8,21.7
9782,-2.34,0.00,14.81,7,0.29,796,0.00,0.00,13.07,16,9.88,10.00,142,5.51,-9.15,3.91,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.8,21.7
9878,-2.34,0.00,14.70,7,0.28,806,0.00,0.00,13.07,16,9.88,9.50,142,5.51,-9.17,3.88,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.7,21.7
9973,-2.34,0.00,14.93,7,0.29,811,0.00,0.00,13.07,16,9.88,8.00,142,5.51,-9.17,3.88,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,57.7,21.6
10069,-1.56,0.00,14.93,7,0.29,813,0.00,0.00,13.07,16,9.88,9.00,142,5.51,-9.17,3.88,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,57.7,21.6
10165,-1.56,0.00,14.81,7,0.30,804,0.00,0.00,13.07,16,9.88,9.00,142,5.51,-9.17,3.91,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,57.7,21.6
10261,-1.56,0.00,14.93,7,0.30,813,0.00,0.00,13.07,16,9.88,8.00,142,5.51,-9.17,3.97,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,57.6,21.6
10357,-1.56,0.00,15.04,7,0.28,817,0.00,0.00,13.07,16,9.88,8.00,142,5.51,-9.17,3.88,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,57.6,21.6
10453,-1.56,0.00,14.93,7,0.28,820,0.00,0.00,13.07,16,9.88,8.00,142,5.51,-9.18,3.88,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,57.7,21.6
10549,-0.78,0.00,15.27,7,0.28,825,0.00,0.00,13.07,16,9.88,7.50,142,5.51,-9.20,3.85,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,57.6,21.6
10645,-0.78,0.00,15.16,7,0.28,828,0.00,0.00,13.07,16,9.88,7.00,142,5.51,-9.24,3.91,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,57.7,21.6
10741,-1.56,0.00,14.93,7,0.28,849,0.00,0.00,13.07,16,9.88,6.00,142,5.37,-9.32,3.91,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,57.7,21.6
10837,-0.78,0.00,15.04,7,0.26,854,0.00,0.00,13.07,16,9.88,5.00,142,5.37,-9.34,3.78,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,57.6,21.5
10933,-0.78,0.00,15.04,7,0.26,853,0.00,0.00,13.07,16,9.88,5.50,142,5.37,-9.38,3.69,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,57.7,21.5
11029,-0.78,0.00,14.93,7,0.27,831,0.00,0.00,13.07,16,9.88,8.00,142,5.22,-9.44,3.85,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,57.7,21.5
11124,-0.78,0.00,14.81,7,0.27,840,0.00,0.00,13.07,16,9.88,7.50,142,5.22,-9.44,3.75,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,57.7,21.5
11221,0.00,0.00,14.81,7,0.26,850,0.00,0.00,13.07,16,9.88,6.50,142,5.22,-9.44,3.78,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,57.6,21.5
11316,0.00,0.00,14.93,7,0.27,847,0.00,0.00,13.07,16,9.88,7.00,142,5.22,-9.48,3.75,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,57.6,21.5
11412,0.00,0.00,15.27,7,0.27,852,0.00,0.00,13.07,16,9.88,7.00,142,5.22,-9.49,3.75,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,57.6,21.4
11508,1.56,0.00,15.39,7,0.26,852,0.00,0.00,13.07,16,9.88,8.00,142,5.22,-9.48,3.72,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,57.6,21.4
11604,1.56,0.00,15.27,7,0.26,852,0.00,0.00,13.07,16,9.88,8.00,144,5.22,-9.53,3.72,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,57.6,21.4
11700,1.56,0.00,15.39,7,0.26,854,0.00,0.00,13.07,16,9.88,7.00,144,5.22,-9.57,3.75,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,57.6,21.4
11796,2.34,0.00,15.50,7,0.26,864,0.00,0.00,13.07,16,9.88,6.50,144,5.08,-9.55,3.69,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.40,57.6,21.4
11892,1.56,0.00,15.27,7,0.26,846,0.00,0.00,13.07,16,9.88,8.50,144,5.08,-9.63,3.69,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,57.6,21.4
11987,0.78,0.00,15.16,7,0.26,843,0.00,0.00,13.07,16,9.88,9.50,144,5.08,-9.63,3.69,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.40,57.7,21.4
12083,1.56,0.00,15.04,7,0.26,847,0.00,0.00,13.07,16,9.88,8.50,144,5.08,-9.63,3.62,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,57.7,21.4
12179,0.78,0.00,14.81,7,0.27,848,0.00,0.00,13.07,16,9.88,9.00,144,5.08,-9.63,3.69,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,57.7,21.4
12275,0.78,0.00,14.93,7,0.26,866,0.00,0.00,13.07,16,9.88,7.00,144,5.08,-9.63,3.75,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,57.7,21.4
