Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),A/F Sensor #1 (AFR),Manifold Absolute Pressure (psi)
1082441,0.32,3316,0.00,0.00,16,43.28,43.00,34.61,-2.63,1.02,13.32,10.01
1082613,0.31,3314,0.00,0.00,16,43.28,42.50,34.48,-2.63,1.02,13.09,10.01
1082785,0.32,3316,0.00,0.00,16,42.93,43.00,33.86,-2.63,1.02,13.21,10.01
1082973,0.32,3318,0.00,0.00,16,43.28,43.00,34.61,-2.63,1.02,13.09,10.01
1083145,0.32,3298,0.00,0.00,16,43.28,42.50,35.22,-2.63,1.02,13.21,10.16
1083317,0.30,3318,0.00,0.00,16,43.28,43.00,34.61,-2.63,1.02,13.09,10.16
1083488,0.31,3321,0.00,0.00,16,42.93,42.50,35.60,-2.63,1.02,12.75,10.16
1083660,0.30,3321,0.00,0.00,16,43.28,42.50,35.60,-2.63,1.02,12.98,10.16
1083832,0.32,3320,0.00,0.00,16,42.93,43.00,34.98,-2.63,1.02,13.32,10.16
1084004,0.32,3304,0.00,0.00,16,42.93,42.50,35.35,-2.63,1.02,12.98,10.16
1084176,0.31,3324,0.00,0.00,16,43.28,43.00,34.36,-2.63,1.02,12.98,10.01
1084363,0.31,3323,0.00,0.00,16,43.28,43.00,33.37,-2.63,1.00,13.09,9.87
1084535,0.28,3302,0.00,0.00,16,43.63,44.00,28.98,-2.63,1.00,13.21,9.72
1084707,0.27,3327,0.00,0.00,16,44.34,43.50,32.32,-3.87,0.96,13.44,9.58
1084879,0.26,3316,0.00,0.00,16,44.34,44.00,28.75,-4.18,0.94,14.13,8.85
1085066,0.24,3302,0.00,0.00,16,44.34,44.00,25.81,-4.18,0.94,13.44,8.56
1085238,0.22,3316,0.00,0.00,16,44.34,44.00,26.51,-4.18,0.90,14.01,8.27
1085410,0.20,3295,0.00,0.00,16,44.34,44.00,22.68,-4.18,0.88,13.44,7.69
1085582,0.18,3288,0.00,0.00,16,31.33,40.00,20.39,-4.18,0.84,13.67,6.96
1085754,0.16,3286,0.00,0.00,16,19.02,26.00,18.16,-4.18,0.82,13.09,6.53
1085926,0.13,3266,0.00,0.00,16,0.39,10.00,14.78,-4.18,0.76,13.32,5.80
1086098,0.10,3270,0.00,0.00,16,-10.16,-10.50,11.08,-4.18,0.66,12.98,4.79
1086285,0.09,3252,0.00,0.00,16,-10.16,-10.50,9.56,-4.18,0.64,14.81,4.35
1086457,0.09,3262,0.00,0.00,16,-10.16,-10.50,9.63,-4.18,0.64,24.00,4.21
1086629,0.09,3228,0.00,0.00,16,-10.16,-10.50,10.98,-4.18,0.64,25.50,4.21
1086801,0.09,3221,0.00,0.00,16,-10.16,-10.50,10.78,-4.18,0.66,23.43,4.21
1086973,0.12,3228,0.00,0.00,16,-10.16,-10.50,12.26,-4.18,0.72,24.00,4.50
1087144,0.14,3216,0.00,0.00,16,-2.42,-10.50,11.14,-4.18,0.76,23.77,4.93
1087316,0.11,3216,0.00,0.00,16,-3.83,-1.50,14.78,-4.18,0.80,16.54,5.22
1087504,0.11,3204,0.00,0.00,16,-1.37,1.00,13.76,-4.18,0.82,14.81,5.51
1087675,0.16,3156,0.00,0.00,16,21.48,0.50,13.75,-4.18,0.84,15.27,5.95
1087847,0.18,3134,0.00,0.00,16,33.44,28.00,18.09,-4.18,0.88,15.85,6.24
1088019,0.19,3205,0.00,0.00,16,39.06,37.00,20.15,-4.18,0.90,14.36,6.82
1088191,0.20,3168,0.00,0.00,16,42.23,44.00,21.62,-4.18,0.90,14.36,7.11
1088363,0.23,3164,0.00,0.00,16,44.34,44.00,23.24,-4.18,0.94,14.24,7.55
1088535,0.22,3183,0.00,0.00,16,44.34,44.00,23.72,-4.18,0.94,13.90,7.84
1088707,0.24,3180,0.00,0.00,16,44.34,44.00,25.79,-4.18,0.96,14.01,8.13
1088894,0.26,3180,0.00,0.00,16,44.34,44.00,26.94,-4.18,0.98,13.67,8.27
1089066,0.27,3160,0.00,0.00,16,44.34,44.00,28.43,-3.87,0.98,13.55,8.56
1089238,0.27,3182,0.00,0.00,16,44.34,44.00,28.33,-3.25,1.00,13.44,8.85
1089410,0.29,3179,0.00,0.00,16,43.98,43.50,30.17,-3.25,1.00,13.32,9.00
1089582,0.29,3160,0.00,0.00,16,43.98,43.50,30.74,-2.63,1.00,13.44,9.29
1089754,0.30,3180,0.00,0.00,16,43.63,43.50,31.18,-2.63,1.02,13.55,9.43
1089925,0.30,3166,0.00,0.00,16,43.28,43.00,32.32,-2.63,1.02,13.32,9.72
1090097,0.32,3182,0.00,0.00,16,42.93,43.00,33.23,-2.63,1.02,13.32,9.87
1090269,0.32,3186,0.00,0.00,16,42.93,43.00,33.48,-2.63,1.02,13.21,10.01
1090457,0.31,3166,0.00,0.00,16,43.28,43.00,32.43,-2.63,1.00,13.44,9.87
1090628,0.30,3168,0.00,0.00,16,43.63,43.00,31.64,-3.25,1.00,13.32,9.72
1090800,0.29,3166,0.00,0.00,16,43.63,43.50,31.07,-3.25,1.00,13.44,9.58
1090972,0.30,3186,0.00,0.00,16,43.63,43.50,31.30,-3.25,1.00,13.44,9.58
1091144,0.29,3166,0.00,0.00,16,43.98,43.50,31.52,-3.25,1.00,13.44,9.43
1091331,0.27,3167,0.00,0.00,16,43.98,43.50,29.61,-3.87,0.98,13.44,9.29
1091503,0.27,3186,0.00,0.00,16,43.98,44.00,29.72,-3.87,0.96,13.44,9.14
1091675,0.26,3183,0.00,0.00,16,44.34,44.00,28.64,-4.18,0.96,13.32,8.85
1091847,0.26,3184,0.00,0.00,16,44.34,44.00,27.69,-4.18,0.94,13.55,8.71
1092019,0.24,3160,0.00,0.00,16,44.34,44.00,26.73,-4.18,0.94,13.32,8.56
1092191,0.24,3182,0.00,0.00,16,44.34,44.00,26.73,-4.18,0.94,13.55,8.42
1092363,0.24,3172,0.00,0.00,16,44.34,44.00,24.51,-4.18,0.94,13.55,8.27
1092535,0.22,3174,0.00,0.00,16,44.34,44.00,22.99,-4.18,0.92,13.90,8.13
1092706,0.22,3158,0.00,0.00,16,44.34,44.00,22.86,-4.18,0.90,14.24,7.84
1092894,0.19,3150,0.00,0.00,16,36.60,36.00,20.06,-4.18,0.86,14.13,7.69
1093066,0.16,3162,0.00,0.00,16,23.24,35.50,15.68,-4.18,0.80,14.70,6.67
1093238,0.10,3163,0.00,0.00,16,-10.16,2.00,12.85,-4.18,0.74,13.44,5.80
1093410,0.10,3150,0.00,0.00,16,-10.16,-10.50,10.47,-4.18,0.64,14.13,4.93
1093581,0.10,3134,0.00,0.00,16,-10.16,-10.50,9.97,-4.18,0.64,16.08,4.35
1093753,0.11,3102,0.00,0.00,16,-10.16,-10.50,10.93,-4.18,0.64,18.15,4.21
1093925,0.09,3113,0.00,0.00,16,-10.16,-10.50,10.94,-4.18,0.64,23.08,4.21
1094113,0.10,3082,0.00,0.00,16,-10.16,-10.50,10.74,-4.18,0.64,25.50,4.21
1094284,0.11,3066,0.00,0.00,16,-10.16,-10.50,9.92,-4.18,0.64,24.69,4.21
1094456,0.15,3078,0.00,0.00,16,-10.16,-10.50,10.25,-4.18,0.64,23.77,4.35
1094628,0.09,3066,0.00,0.00,16,-10.16,-10.50,9.26,-4.18,0.64,23.54,4.35
1094800,0.07,3038,0.00,0.00,16,-10.16,-10.50,6.92,-4.18,0.64,23.54,4.35
1094972,0.08,3044,0.00,0.00,16,-10.16,-10.50,8.39,-4.18,0.64,23.66,4.35
1095144,0.07,3010,0.00,0.00,16,-10.16,-10.50,7.10,-4.18,0.64,23.89,4.21
1095316,0.07,2994,0.00,0.00,16,-10.16,-10.50,7.86,-4.18,0.64,23.89,4.21
1095503,0.08,2998,0.00,0.00,16,-10.16,-10.50,8.06,-4.18,0.64,23.89,4.21
1095675,0.08,2980,0.00,0.00,16,-10.16,-10.50,7.99,-4.18,0.64,23.89,4.21
1095847,0.09,2952,0.00,0.00,16,-10.16,-10.50,8.69,-4.18,0.64,23.31,4.21
1096019,0.09,2926,0.00,0.00,16,-10.16,-10.50,7.74,-4.18,0.64,23.66,4.21
1096191,0.08,2899,0.00,0.00,16,-10.16,-10.50,7.54,-4.18,0.64,23.54,4.21
1096362,0.09,2896,0.00,0.00,16,-10.16,-10.50,9.04,-4.18,0.64,23.66,4.21
1096550,0.10,2860,0.00,0.00,16,-10.16,-10.50,9.35,-4.18,0.64,23.54,4.21
1096722,0.09,2842,0.00,0.00,16,-10.16,-10.50,8.86,-4.18,0.64,23.89,4.21
1096894,0.09,2836,0.00,0.00,16,-10.16,-10.50,8.78,-4.18,0.64,23.54,4.21
1097066,0.10,2813,0.00,0.00,16,-10.16,-10.50,8.52,-4.18,0.64,23.54,4.21
1097237,0.10,2782,0.00,0.00,16,-10.16,-10.50,8.95,-4.18,0.64,23.77,4.21
1097409,0.09,2760,0.00,0.00,16,-10.16,-10.50,8.39,-4.18,0.64,23.89,4.21
1097581,0.09,2741,0.00,0.00,16,-10.16,-10.50,7.82,-4.18,0.64,23.43,4.21
1097768,0.08,2708,0.00,0.00,16,-10.16,-10.50,8.32,-3.87,0.64,23.77,4.06
1097941,0.10,2696,0.00,0.00,16,-10.16,-10.50,8.95,-3.87,0.64,23.77,4.06
1098129,0.09,2652,0.00,0.00,16,-10.16,-10.50,8.69,-3.87,0.64,23.54,4.06
1098301,0.08,2608,0.00,0.00,16,-10.16,-10.50,6.81,-3.87,0.64,23.43,4.06
1098472,0.08,2625,0.00,0.00,16,-10.16,-10.50,6.92,-3.56,0.64,23.43,4.06
1098644,0.08,2593,0.00,0.00,16,-10.16,-10.50,7.06,-3.56,0.64,23.43,4.06
1098816,0.09,2582,0.00,0.00,16,-10.16,-10.50,7.21,-3.56,0.64,24.00,4.06
1098988,0.07,2552,0.00,0.00,16,-10.16,-10.50,7.34,-3.56,0.64,23.77,4.06
1099160,0.10,2531,0.00,0.00,16,-10.16,-10.50,8.31,-3.25,0.64,23.66,4.06
1099347,0.10,2486,0.00,0.00,16,-10.16,-10.50,9.13,-3.25,0.64,23.43,4.06
1099519,0.08,2475,0.00,0.00,16,-10.16,-10.50,6.84,-3.25,0.64,23.54,4.06
1099691,0.09,2465,0.00,0.00,16,-10.16,-10.50,6.51,-3.25,0.64,23.66,4.06
1099863,0.09,2433,0.00,0.00,16,-10.16,-10.50,7.21,-2.94,0.64,23.66,4.06
1100035,0.09,2422,0.00,0.00,16,-10.16,-10.50,6.22,-2.94,0.64,24.00,4.06
1100207,0.10,2391,0.00,0.00,16,-8.75,-8.50,7.62,-2.94,0.64,23.89,4.06
1100378,0.09,2356,0.00,0.00,16,-1.37,-6.50,7.82,-2.94,0.64,23.77,4.06
1100550,0.09,2344,0.00,0.00,16,5.31,4.00,7.15,-2.94,0.64,23.77,4.06
1100738,0.09,2313,0.00,0.00,16,15.51,12.00,7.06,-2.63,0.64,23.54,3.92
1100909,0.11,2299,0.00,0.00,16,15.51,15.50,6.73,-2.63,0.64,23.54,3.77
1101081,0.08,2278,0.00,0.00,16,15.51,15.50,5.91,-2.63,0.64,23.77,3.77
1101253,0.09,2246,0.00,0.00,16,15.51,15.50,6.22,-2.32,0.64,23.77,3.63
1101425,0.08,2228,0.00,0.00,16,15.16,15.50,5.62,-2.32,0.64,23.77,3.63
1101597,0.08,2203,0.00,0.00,16,15.16,15.00,5.46,-2.32,0.64,23.54,3.63
1101769,0.09,2202,0.00,0.00,16,15.16,15.00,6.37,-2.32,0.64,23.66,3.63
1101941,0.06,2182,0.00,0.00,16,14.80,15.00,5.30,-2.32,0.64,23.54,3.48
1102112,0.08,2166,0.00,0.00,16,14.80,14.50,5.36,-2.32,0.64,23.54,3.48
1102284,0.07,2161,0.00,0.00,16,14.80,14.50,4.97,-2.01,0.64,23.43,3.48
1102456,0.06,2138,0.00,0.00,16,14.80,14.50,4.48,-2.01,0.64,23.66,3.48
1102644,0.05,2125,0.00,0.00,16,14.80,14.50,4.14,-2.01,0.64,23.54,3.48
1102816,0.08,2109,0.00,0.00,16,14.45,14.50,5.59,-2.01,0.64,23.66,3.48
1102988,0.06,2109,0.00,0.00,16,14.45,14.00,5.40,-2.01,0.64,23.31,3.48
1103159,0.07,2093,0.00,0.00,16,14.45,14.00,4.91,-2.01,0.64,23.66,3.48
1103331,0.08,2081,0.00,0.00,16,14.45,14.00,5.21,-1.70,0.64,23.89,3.48
1103503,0.07,2054,0.00,0.00,16,14.45,14.00,4.41,-1.70,0.64,23.66,3.48
1103675,0.07,2053,0.00,0.00,16,14.10,14.00,4.63,-1.70,0.64,23.66,3.48
1103847,0.08,2025,0.00,0.00,16,14.10,14.00,5.01,-1.70,0.64,23.31,3.48
1104034,0.06,2032,0.00,0.00,16,14.10,14.00,4.63,-1.70,0.64,23.66,3.48
1104206,0.08,2008,0.00,0.00,16,14.10,14.00,5.30,-1.70,0.64,23.54,3.48
1104378,0.09,1994,0.00,0.00,16,14.10,14.00,5.33,-1.70,0.64,23.66,3.63
1104550,0.08,1982,0.00,0.00,16,14.10,14.00,4.91,-1.39,0.64,23.66,3.63
1104722,0.09,2002,0.00,0.00,16,14.10,14.00,5.87,-1.39,0.64,23.54,3.48
1104894,0.08,1965,0.00,0.00,16,14.10,14.00,5.62,-1.39,0.64,23.66,3.63
1105066,0.07,1972,0.00,0.00,16,14.10,14.00,4.79,-1.39,0.64,23.31,3.63
1105237,0.09,1950,0.00,0.00,16,14.10,14.00,5.52,-1.39,0.64,23.54,3.63
1105409,0.09,1948,0.00,0.00,16,14.10,14.00,5.74,-1.39,0.64,23.89,3.63
1105597,0.08,1940,0.00,0.00,16,14.10,14.00,5.08,-1.39,0.64,23.89,3.63
1105768,0.09,1921,0.00,0.00,16,14.10,14.00,5.98,-1.39,0.64,23.66,3.63
1105940,0.10,1858,0.00,0.00,16,14.10,14.00,5.94,-1.39,0.64,23.77,3.63
1106112,0.11,1580,0.00,0.00,16,14.10,22.00,5.17,-1.39,0.64,23.89,3.48
1106284,0.13,1300,0.00,0.00,16,14.10,22.00,5.46,-1.39,0.64,23.54,3.92
1106456,0.24,1308,0.00,0.00,16,17.62,14.00,7.26,-1.39,1.04,23.77,4.21
1106628,0.46,1812,0.00,0.00,16,32.03,25.00,31.98,5.10,1.36,23.54,13.06
1106800,0.21,2912,0.00,0.00,16,34.49,41.00,17.37,-1.08,0.64,15.50,6.82
1106987,0.08,2878,0.00,0.00,16,-10.16,-9.50,8.78,-4.18,0.64,11.71,4.93
1107159,0.11,2552,0.00,0.00,16,-10.16,-10.50,9.39,-3.56,0.64,20.10,4.21
1107331,0.12,2243,0.00,0.00,16,15.51,0.50,8.87,-2.94,0.70,23.43,4.21
1107503,0.13,2106,0.00,0.00,16,16.56,16.50,9.74,-2.32,0.74,23.77,4.64
1107675,0.14,2336,0.00,0.00,16,3.91,7.00,10.38,-2.63,0.76,23.66,4.50
1107847,0.16,2426,0.00,0.00,16,15.86,8.00,12.09,-3.25,0.76,15.27,4.79
1108018,0.14,2440,0.00,0.00,16,8.83,9.00,11.65,-2.94,0.76,13.32,4.93
1108190,0.13,2442,0.00,0.00,16,7.07,3.50,10.93,-2.94,0.76,13.44,4.93
1108362,0.15,2404,0.00,0.00,16,11.99,7.50,11.34,-2.94,0.76,14.01,4.93
1108550,0.11,2394,0.00,0.00,16,-5.94,-2.50,8.06,-2.94,0.68,14.70,4.50
1108721,0.10,2390,0.00,0.00,16,-7.34,-9.50,7.74,-2.94,0.64,14.70,3.92
1108893,0.11,2357,0.00,0.00,16,0.74,-8.00,8.48,-2.94,0.64,17.34,4.06
1109065,0.10,2355,0.00,0.00,16,2.15,4.00,7.86,-2.94,0.64,24.12,3.92
1109237,0.09,2333,0.00,0.00,16,3.91,3.50,6.77,-2.63,0.64,23.31,3.92
1109409,0.10,2327,0.00,0.00,16,11.64,10.00,7.65,-2.63,0.64,23.31,3.92
1109581,0.09,2317,0.00,0.00,16,15.51,11.00,7.46,-2.63,0.64,23.54,3.92
1109753,0.08,2288,0.00,0.00,16,15.51,13.50,6.59,-2.63,0.64,23.43,3.77
1109940,0.09,2278,0.00,0.00,16,15.51,15.50,6.77,-2.63,0.64,23.66,3.77
1110112,0.08,2278,0.00,0.00,16,15.51,15.50,6.12,-2.63,0.64,23.43,3.77
1110284,0.09,2248,0.00,0.00,16,15.51,15.50,6.95,-2.32,0.64,23.43,3.77
1110456,0.09,2236,0.00,0.00,16,15.16,15.00,6.59,-2.32,0.64,23.54,3.77
1110628,0.08,2235,0.00,0.00,16,15.16,15.00,6.51,-2.32,0.66,23.77,3.77
1110800,0.09,2216,0.00,0.00,16,15.16,15.00,6.29,-2.32,0.66,23.77,3.63
1110971,0.09,2205,0.00,0.00,16,15.16,15.00,6.37,-2.32,0.66,23.66,3.63
1111143,0.09,2192,0.00,0.00,16,15.16,15.00,6.22,-2.32,0.66,23.43,3.63
1111315,0.07,2179,0.00,0.00,16,14.80,14.50,5.78,-2.32,0.64,23.43,3.48
1111502,0.08,2026,0.00,0.00,16,14.10,14.00,5.49,-1.70,0.64,23.77,3.48
1111674,0.10,1736,0.00,0.00,16,14.10,14.00,5.40,-1.39,0.64,23.77,3.48
1111846,0.12,1462,0.00,0.00,16,14.10,22.00,5.72,-1.39,0.64,23.43,3.63
1112018,0.14,1273,0.00,0.00,16,14.10,22.00,5.55,-1.39,0.64,23.43,3.92
1112190,0.11,1346,0.00,0.00,16,14.10,14.50,5.21,-1.39,0.64,23.43,3.92
1112362,0.12,1318,0.00,0.00,16,14.10,15.50,4.82,-1.39,0.64,23.66,3.77
1112534,0.10,1298,0.00,0.00,16,14.10,18.50,4.28,-1.39,0.64,23.31,3.63
1112721,0.10,1270,0.00,0.00,16,14.10,20.00,4.36,-1.39,0.64,19.52,3.63
1112893,0.10,1233,0.00,0.00,16,14.10,21.00,4.31,-1.39,0.64,15.04,3.63
1113065,0.11,1212,0.00,0.00,16,14.10,22.00,4.33,-1.39,0.64,13.21,3.63
1113237,0.10,1179,0.00,0.00,16,14.10,22.00,4.09,-1.08,0.66,12.86,3.77
1113409,0.23,1184,0.00,0.00,16,17.27,15.00,7.82,-1.08,0.80,12.86,4.79
1113581,0.24,1370,0.00,0.00,16,28.16,24.50,11.34,-1.39,0.84,12.86,6.96
1113752,0.19,1990,0.00,0.00,16,37.30,33.00,13.50,-1.39,0.88,11.83,7.55
1113924,0.19,2430,0.00,0.00,16,39.77,31.00,14.84,-3.56,0.88,14.24,6.96
1114112,0.20,2835,0.00,0.00,16,44.34,44.00,19.89,-4.18,0.88,16.31,6.67
1114283,0.21,2826,0.00,0.00,16,44.34,44.00,20.21,-4.18,0.88,15.16,6.82
1114455,0.22,2768,0.00,0.00,16,44.34,44.00,20.21,-4.18,0.88,14.13,6.82
1114627,0.22,2747,0.00,0.00,16,43.98,44.00,19.66,-4.18,0.88,13.78,6.96
1114799,0.22,2744,0.00,0.00,16,44.34,44.00,19.97,-4.18,0.88,13.67,6.96
1114971,0.23,2757,0.00,0.00,16,44.34,44.00,20.31,-4.18,0.88,13.90,7.11
1115143,0.22,2760,0.00,0.00,16,44.34,44.00,20.48,-4.18,0.88,13.78,7.11
1115315,0.23,2776,0.00,0.00,16,44.34,44.00,21.18,-4.18,0.88,13.90,7.11
1115487,0.23,2782,0.00,0.00,16,44.34,44.00,21.18,-4.18,0.88,13.78,7.25
1115674,0.23,2790,0.00,0.00,16,44.34,44.00,21.09,-4.18,0.88,13.67,7.25
1115846,0.22,2780,0.00,0.00,16,44.34,44.00,21.54,-4.18,0.88,13.78,7.25
1116018,0.23,2789,0.00,0.00,16,44.34,44.00,21.62,-4.18,0.88,13.67,7.25
1116190,0.21,2793,0.00,0.00,16,44.34,44.00,19.73,-4.18,0.86,13.44,6.96
1116362,0.20,2818,0.00,0.00,16,42.23,44.00,18.87,-4.18,0.82,13.90,6.67
1116533,0.17,2817,0.00,0.00,16,28.87,29.50,16.50,-4.18,0.78,13.44,6.09
1116705,0.15,2820,0.00,0.00,16,15.51,16.00,14.46,-4.18,0.76,13.21,5.51
1116893,0.15,2794,0.00,0.00,16,11.99,13.00,14.01,-4.18,0.76,12.98,5.22
1117065,0.14,2783,0.00,0.00,16,13.75,14.00,13.95,-4.18,0.76,13.67,5.08
1117237,0.15,2758,0.00,0.00,16,11.64,9.50,13.25,-4.18,0.74,13.21,4.93
1117408,0.14,2759,0.00,0.00,16,7.77,6.00,12.79,-4.18,0.74,13.44,4.93
1117580,0.14,2776,0.00,0.00,16,8.83,5.50,12.63,-4.18,0.74,13.67,4.79
1117752,0.15,2776,0.00,0.00,16,8.48,6.00,13.07,-4.18,0.74,13.78,4.79
1117939,0.15,2754,0.00,0.00,16,10.94,7.00,12.79,-4.18,0.74,13.90,4.79
1118111,0.14,2745,0.00,0.00,16,8.83,6.00,12.74,-4.18,0.74,13.55,4.79
1118283,0.13,2728,0.00,0.00,16,7.77,6.00,12.74,-4.18,0.74,14.01,4.79
1118455,0.14,2719,0.00,0.00,16,9.88,7.50,12.90,-4.18,0.74,14.47,4.79
1118627,0.15,2696,0.00,0.00,16,8.12,9.50,12.85,-4.18,0.74,13.90,4.79
1118814,0.13,2690,0.00,0.00,16,2.50,4.50,11.87,-4.18,0.72,13.78,4.50
1118986,0.12,2672,0.00,0.00,16,-4.53,-3.50,11.08,-3.87,0.68,13.55,4.21
1119158,0.11,2683,0.00,0.00,16,-5.94,-7.50,10.48,-3.87,0.66,14.13,4.06
1119330,0.12,2661,0.00,0.00,16,-9.80,-8.50,10.17,-3.87,0.64,17.92,4.06
