Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Coolant Temperature (F)
311429,2.34,14.47,0.27,0.00,7.81,0.00,8.42,22.42,31.37,-3.64,10.20,167,2441
311633,1.56,14.47,0.27,0.00,7.91,0.00,8.27,21.80,31.37,-3.64,9.80,167,2450
311820,2.34,14.59,0.24,0.00,7.37,0.00,8.13,20.15,31.37,-3.64,9.02,167,2453
312028,1.56,14.70,0.22,0.00,6.77,0.00,7.40,17.15,31.37,-3.64,7.45,167,2442
312231,-1.56,13.90,0.18,0.00,5.74,0.00,6.24,14.96,31.37,-3.64,5.88,167,2444
312434,-3.91,14.01,0.17,0.00,5.20,0.00,5.51,13.59,31.37,-3.64,5.49,167,2436
312622,-4.69,14.01,0.14,0.00,4.11,0.00,5.22,11.55,31.37,-3.64,4.71,167,2407
312829,-2.34,14.81,0.14,0.00,4.62,0.00,4.93,11.13,31.37,-3.64,3.92,167,2405
313032,-3.91,14.47,0.13,0.00,4.09,0.00,4.35,10.03,31.37,-3.64,2.35,167,2394
313220,-10.94,13.09,0.12,0.00,3.58,0.00,3.77,9.84,31.37,-3.64,1.96,167,2397
313423,-17.97,12.52,0.13,0.00,3.59,0.00,3.63,10.23,31.37,-3.64,1.96,167,2407
313626,-25.00,12.40,0.12,0.00,3.06,0.00,3.63,9.66,31.37,-3.64,1.96,167,2388
313818,-25.00,13.78,0.11,0.00,3.03,0.00,3.48,9.26,31.37,-3.64,1.57,167,2371
314021,-25.00,14.24,0.12,0.00,3.00,0.00,3.48,9.22,31.37,-3.64,1.57,167,2345
314225,-25.00,14.01,0.11,0.00,3.01,0.00,3.48,8.96,31.37,-3.64,1.57,169,2352
314428,-25.00,14.13,0.11,0.00,2.99,0.00,3.34,8.78,31.37,-3.64,1.57,169,2333
314620,-25.00,14.36,0.11,0.00,2.94,0.00,3.34,8.44,31.37,-3.64,1.96,169,2294
314823,-24.22,14.70,0.10,0.00,2.94,0.00,3.34,7.86,31.37,-3.64,1.96,169,2296
315026,-24.22,14.81,0.10,0.00,2.93,0.00,3.34,7.82,31.37,-3.35,1.57,169,2290
315218,-23.44,14.70,0.10,0.00,2.91,0.00,3.34,7.74,31.37,-3.35,1.96,169,2275
315421,-23.44,14.70,0.10,0.00,2.89,0.00,3.34,5.18,31.37,-3.35,1.96,169,2255
315624,-23.44,14.70,0.10,0.00,2.39,0.00,3.34,7.50,31.37,-3.35,1.96,169,2240
315827,-18.75,15.50,0.10,0.00,2.84,0.00,3.34,7.06,31.37,-3.35,2.35,169,2237
316015,-14.84,15.62,0.12,0.00,3.31,0.00,3.48,8.86,31.37,-3.35,3.92,169,2246
316218,-16.41,15.16,0.13,0.00,3.32,0.00,4.06,9.79,31.37,-3.35,5.49,169,2225
316421,-14.84,14.70,0.15,0.00,3.77,0.00,4.93,10.94,31.37,-3.35,6.67,169,2210
316624,-4.69,16.65,0.18,0.00,4.70,0.00,5.66,12.91,31.37,-3.35,7.45,169,2203
316812,-5.47,15.50,0.18,0.00,4.66,0.00,6.24,13.65,31.37,-3.35,7.84,169,2185
317015,0.00,16.08,0.20,0.00,5.13,0.00,6.67,14.78,31.37,-3.35,8.24,169,2184
317218,0.78,15.39,0.20,0.00,5.11,0.00,6.96,14.42,31.37,-3.35,8.24,169,2179
317410,5.47,15.85,0.21,0.00,5.59,0.00,7.11,15.63,31.37,-3.35,8.63,169,2183
317613,3.91,14.81,0.22,0.00,5.58,0.00,7.25,15.77,31.37,-3.35,8.63,169,2178
317816,5.47,14.81,0.22,0.00,5.53,0.00,7.25,15.50,31.37,-3.35,8.63,169,2160
318020,6.25,14.93,0.23,0.00,6.02,0.00,7.40,16.25,31.37,-3.35,8.63,169,2170
318223,6.25,14.81,0.22,0.00,5.96,0.00,7.40,16.05,31.37,-3.35,8.63,169,2149
318410,7.81,14.93,0.22,0.00,6.01,0.00,7.40,16.38,31.37,-3.35,8.63,169,2166
318613,7.03,14.59,0.22,0.00,5.52,0.00,7.25,15.36,31.37,-3.35,8.24,169,2158
318816,8.59,14.81,0.21,0.00,5.57,0.00,7.11,15.56,31.37,-3.04,8.24,169,2175
319009,8.59,14.70,0.19,0.00,5.07,0.00,6.96,13.65,31.37,-3.35,7.45,169,2160
319212,12.50,15.50,0.18,0.00,5.11,0.00,6.53,13.35,31.37,-3.35,5.88,169,2178
319415,7.81,14.01,0.16,0.00,4.61,0.00,5.95,10.94,31.37,-3.04,5.88,169,2161
319618,7.81,14.01,0.16,0.00,4.15,0.00,5.66,11.38,31.37,-3.04,5.88,169,2164
319821,7.03,14.24,0.16,0.00,4.15,0.00,5.51,11.59,31.37,-3.04,5.88,169,2141
320011,5.47,14.24,0.15,0.00,4.11,0.00,5.37,10.83,31.37,-3.04,4.71,169,2142
320214,4.69,14.24,0.12,0.00,3.19,0.00,4.79,7.54,31.37,-3.04,2.75,171,2139
320417,-0.78,13.21,0.10,0.00,2.72,0.00,3.92,6.81,31.37,-3.04,1.57,171,2122
320620,-1.56,13.55,0.10,0.00,2.74,0.00,3.48,7.22,31.37,-3.04,1.18,171,2140
320823,0.00,12.98,0.11,0.00,0.00,0.00,3.34,7.78,31.37,-3.04,0.78,171,2110
321011,0.00,13.09,0.10,0.00,0.00,0.00,3.48,6.88,31.37,-3.04,0.78,171,2121
321214,0.00,16.31,0.10,0.00,0.00,0.00,3.48,6.44,31.37,-3.04,0.78,171,2092
321417,0.00,24.81,0.10,0.00,0.00,0.00,3.63,6.55,31.37,-3.04,0.78,171,2092
321604,0.00,23.77,0.10,0.00,0.00,0.00,3.63,6.88,31.37,-3.04,0.78,171,2088
321807,0.00,24.00,0.09,0.00,0.00,0.00,3.63,5.90,31.37,-3.04,0.78,171,2079
322010,0.00,24.00,0.09,0.00,0.00,0.00,3.63,6.29,31.37,-3.04,0.78,171,2062
322214,0.00,23.89,0.09,0.00,0.00,0.00,3.63,6.59,31.37,-3.04,0.78,171,2050
322401,0.00,24.12,0.09,0.00,0.00,0.00,3.63,6.04,31.37,-3.04,0.78,171,2055
322604,0.00,23.89,0.08,0.00,0.00,0.00,3.63,6.44,31.37,-3.04,0.39,171,2037
322807,0.00,23.66,0.09,0.00,0.00,0.00,3.63,6.18,31.37,-3.04,0.39,171,2026
323010,0.00,23.89,0.09,0.00,0.00,0.00,3.63,6.18,31.37,-3.04,0.78,171,2021
323213,0.00,23.77,0.10,0.00,0.00,0.00,3.63,6.48,31.37,-3.04,0.78,171,2014
323401,0.00,23.77,0.09,0.00,0.00,0.00,3.63,6.37,31.37,-3.04,0.39,171,1994
323604,0.00,24.12,0.09,0.00,0.00,0.00,3.77,6.00,31.37,-2.73,0.78,171,2000
323807,0.00,23.89,0.09,0.00,0.00,0.00,3.77,6.22,31.37,-2.73,0.39,171,1975
324010,0.00,23.89,0.10,0.00,0.00,0.00,3.77,6.40,31.37,-2.73,0.78,171,1976
324213,0.00,24.23,0.10,0.00,0.00,0.00,3.77,6.33,31.37,-2.73,0.78,171,1960
324401,0.00,23.77,0.10,0.00,0.00,0.00,3.77,6.33,31.37,-2.73,0.39,171,1956
324604,0.00,23.77,0.09,0.00,0.00,0.00,3.77,5.90,31.37,-2.73,0.78,171,1941
324807,0.00,24.12,0.09,0.00,0.00,0.00,3.77,6.11,31.37,-2.73,0.39,171,1927
325010,0.00,24.12,0.10,0.00,0.00,0.00,3.77,6.33,31.37,-2.73,0.78,171,1927
325198,0.00,24.00,0.10,0.00,0.00,0.00,3.77,6.26,31.37,-2.73,0.39,171,1922
325406,0.00,23.89,0.10,0.00,0.00,0.00,3.77,6.26,31.37,-2.73,0.39,171,1896
325609,0.00,24.00,0.10,0.00,0.00,0.00,3.77,6.18,31.37,-2.73,0.39,171,1886
325812,0.00,23.66,0.10,0.00,0.00,0.00,3.77,6.04,31.37,-2.73,0.78,171,1886
326015,0.00,23.89,0.10,0.00,0.00,0.00,3.77,6.15,31.37,-2.73,0.39,171,1882
326202,0.00,23.89,0.10,0.00,0.00,0.00,3.77,6.07,31.37,-2.73,0.39,171,1870
326405,0.00,23.77,0.10,0.00,0.00,0.00,3.77,6.18,31.37,-2.73,0.39,171,1861
326609,0.00,23.77,0.10,0.00,0.00,0.00,3.77,6.00,31.37,-2.73,0.78,171,1836
326812,0.00,23.77,0.10,0.00,0.00,0.00,3.77,6.18,31.37,-2.73,0.39,171,1835
326999,0.00,24.00,0.09,0.00,0.00,0.00,3.77,5.98,31.37,-2.42,0.39,171,1823
327209,0.00,23.66,0.10,0.00,0.00,0.00,3.77,6.11,31.37,-2.42,0.39,171,1814
327399,0.00,23.77,0.10,0.00,0.00,0.00,3.77,6.15,31.37,-2.42,0.39,171,1809
327607,0.00,23.89,0.10,0.00,0.00,0.00,3.77,6.26,31.37,-2.42,0.78,171,1802
327810,0.00,24.00,0.10,0.00,0.00,0.00,3.77,6.18,31.37,-2.42,0.78,171,1784
327997,0.00,24.00,0.10,0.00,0.00,0.00,3.77,5.83,31.37,-2.42,0.39,171,1786
328201,0.00,23.77,0.11,0.00,0.00,0.00,3.77,6.22,31.37,-2.42,0.00,171,1757
328404,0.00,24.00,0.10,0.00,0.00,0.00,3.48,5.71,31.37,-2.42,0.00,171,1752
328607,0.00,23.66,0.10,0.00,0.00,0.00,3.34,5.61,31.37,-2.42,0.00,172,1748
328794,0.00,23.77,0.10,0.00,0.00,0.00,3.34,6.11,31.37,-2.42,0.00,172,1743
328997,0.00,23.66,0.11,0.00,0.00,0.00,3.34,6.11,31.37,-2.42,0.00,172,1720
329200,0.00,23.77,0.11,0.00,0.00,0.00,3.34,6.04,31.37,-2.42,0.00,172,1717
329404,0.00,23.66,0.10,0.00,0.00,0.00,3.34,5.61,31.37,-2.42,0.00,172,1716
329608,0.00,23.66,0.10,0.00,0.00,0.00,3.34,5.90,31.37,-2.42,0.00,172,1682
329799,0.00,23.66,0.10,0.00,0.00,0.00,3.34,5.90,31.37,-2.42,0.00,172,1695
330002,0.00,23.89,0.11,0.00,0.00,0.00,3.63,5.94,31.37,-2.11,0.00,172,1434
330205,0.00,23.66,0.13,0.00,2.60,0.00,4.06,5.45,31.37,-1.49,0.00,172,1218
330408,0.00,23.77,0.11,0.00,2.07,0.00,4.06,4.44,31.37,-1.49,0.00,172,1214
330611,0.00,19.98,0.10,0.00,1.78,0.00,3.92,4.02,31.37,-1.18,0.00,172,1195
330799,-0.78,14.59,0.11,0.00,2.01,0.00,4.06,4.30,31.37,-1.18,0.00,172,1180
331002,-1.56,14.01,0.10,0.00,1.71,0.00,4.06,3.89,31.37,-1.18,0.00,172,1143
331205,-1.56,14.01,0.11,0.00,1.88,0.00,4.06,3.94,31.37,-1.18,0.00,172,1100
331408,-1.56,13.90,0.11,0.00,1.82,0.00,4.21,3.86,31.37,-1.18,0.00,172,1069
331611,-3.12,13.78,0.11,0.00,1.58,0.00,4.21,3.76,31.37,-1.18,0.00,172,1055
331799,-3.91,13.55,0.10,0.00,1.58,0.00,4.21,3.56,31.37,-1.18,0.00,172,1048
332002,-3.91,13.55,0.11,0.00,1.71,0.00,4.21,3.58,31.37,-1.18,0.00,172,994
332205,-3.12,14.47,0.12,0.00,1.70,0.00,4.50,3.84,31.37,-1.18,0.00,172,996
332408,-2.34,14.70,0.11,0.00,1.75,0.00,4.50,3.61,31.37,-1.18,0.00,172,1024
332595,-3.12,14.59,0.11,0.00,1.71,0.00,4.35,3.66,31.37,-1.18,0.00,172,1004
332799,-3.12,14.36,0.12,0.00,1.67,0.00,4.50,4.02,31.37,-1.18,0.00,172,980
333002,-3.12,14.70,0.12,0.00,1.71,0.00,4.64,3.94,31.37,-1.18,0.00,172,1004
333205,-3.12,14.59,0.10,0.00,1.51,0.00,4.50,3.45,31.37,-1.18,0.00,172,1012
333392,-3.91,14.13,0.12,0.00,1.86,0.00,4.50,3.81,31.37,-1.18,0.00,172,967
333595,-3.12,14.70,0.12,0.00,1.67,0.00,4.79,3.97,31.37,-1.18,0.00,172,978
333798,-3.12,14.93,0.11,0.00,1.26,0.00,4.79,2.96,31.37,-1.18,0.00,172,984
334017,-2.34,14.93,0.14,0.00,1.71,0.00,4.93,4.24,31.37,-1.18,0.00,172,891
334220,0.00,16.42,0.11,0.00,1.71,0.00,5.22,3.56,31.37,-1.18,0.00,172,1003
334423,-1.56,15.04,0.13,0.00,1.79,0.00,5.08,4.11,31.37,-1.18,0.00,172,935
334611,-0.78,15.50,0.13,0.00,1.88,0.00,5.37,4.41,31.37,-1.18,0.00,172,988
334829,0.78,15.85,0.12,0.00,1.73,0.00,5.22,3.97,31.37,-1.18,0.00,172,1020
335022,0.00,15.39,0.11,0.00,1.75,0.00,4.93,3.78,31.37,-1.18,0.00,172,1026
335225,0.78,15.50,0.15,0.00,2.18,0.00,4.93,4.47,31.37,-1.18,0.00,172,931
335428,1.56,15.85,0.12,0.00,1.92,0.00,5.51,4.60,31.37,-1.18,0.00,172,1000
335615,0.00,14.24,0.13,0.00,1.67,0.00,5.37,4.11,31.37,-1.18,0.00,172,978
335823,0.78,14.81,0.13,0.00,2.13,0.00,5.51,5.00,31.37,-1.18,0.00,172,1000
336015,3.12,16.08,0.12,0.00,1.78,0.00,5.22,4.02,31.37,-1.18,0.00,172,1045
336219,1.56,14.93,0.12,0.00,1.73,0.00,5.08,4.27,31.37,-1.18,0.00,172,1012
336422,2.34,15.27,0.14,0.00,1.69,0.00,5.08,4.16,31.37,-1.18,0.00,172,991
336625,3.91,15.96,0.14,0.00,1.94,0.00,5.51,4.79,31.37,-1.18,0.00,172,1009
336828,3.91,15.50,0.12,0.00,1.81,0.00,5.22,3.84,31.37,-1.18,0.00,172,1061
337015,2.34,14.36,0.14,0.00,2.13,0.00,5.22,4.79,31.37,-1.18,0.00,172,998
337218,4.69,16.08,0.13,0.00,1.81,0.00,5.22,4.35,31.37,-1.18,0.00,172,1059
337422,3.91,15.16,0.13,0.00,1.95,0.00,5.08,4.44,31.37,-1.18,0.00,172,1017
337625,4.69,15.27,0.13,0.00,1.78,0.00,5.08,4.35,31.37,-1.18,0.00,172,1044
337812,5.47,15.39,0.13,0.00,1.77,0.00,4.93,4.41,31.37,-1.18,0.00,172,1036
338015,5.47,15.16,0.13,0.00,1.97,0.00,4.93,4.49,31.37,-1.18,0.00,172,1028
338218,5.47,15.04,0.12,0.00,1.80,0.00,4.93,4.16,31.37,-1.18,0.00,172,1055
338422,4.69,14.70,0.12,0.00,1.77,0.00,4.93,4.41,31.37,-1.18,0.00,172,1036
338624,4.69,14.59,0.12,0.00,1.79,0.00,4.93,4.24,31.37,-1.18,0.00,172,1055
338812,4.69,14.36,0.12,0.00,1.80,0.00,4.79,4.24,31.37,-1.18,0.00,172,1055
339015,3.91,14.13,0.12,0.00,1.80,0.00,4.79,4.27,31.37,-1.18,0.00,172,1054
339218,3.91,14.13,0.12,0.00,1.81,0.00,4.79,4.27,31.37,-1.18,0.00,172,1060
339421,3.91,14.36,0.12,0.00,1.82,0.00,4.79,4.13,31.37,-1.18,0.00,172,1064
339624,3.12,14.13,0.12,0.00,1.80,0.00,4.64,4.16,31.37,-1.18,0.00,172,1056
339812,3.12,14.13,0.12,0.00,1.81,0.00,4.64,4.22,31.37,-1.18,0.00,172,1062
340015,3.12,14.13,0.10,0.00,1.59,0.00,4.64,3.61,31.37,-1.18,0.00,172,1064
340218,2.34,14.01,0.13,0.00,1.75,0.00,4.64,4.05,31.37,-1.18,0.78,172,1026
340421,3.12,14.59,0.17,0.00,2.28,0.00,5.08,5.52,31.37,-1.18,4.71,172,1068
340624,-3.12,13.32,0.29,0.00,4.68,0.00,7.55,12.09,31.37,-1.18,7.45,172,1219
340812,-11.72,11.83,0.26,0.00,4.55,0.00,8.42,13.19,31.37,-1.80,8.24,172,1522
341015,0.78,15.39,0.33,0.00,6.86,0.00,9.14,17.97,31.37,-2.11,11.37,172,1692
341218,-4.69,14.36,0.35,0.00,7.23,0.00,10.01,21.54,31.37,-2.73,13.33,172,1882
341421,-1.56,14.93,0.38,0.00,8.34,0.00,10.74,23.46,31.37,-2.73,14.12,172,1956
341624,-2.34,14.81,0.40,0.00,8.59,0.00,11.46,25.19,31.37,-2.11,15.69,172,1918
341812,-2.34,14.70,0.43,0.00,9.69,0.00,12.33,28.92,31.37,-1.49,17.25,172,1974
342015,-1.56,14.81,0.44,0.00,10.18,0.00,12.77,28.35,31.37,-0.89,18.04,172,2074
342218,0.78,15.27,0.45,0.00,10.60,0.00,12.91,32.95,31.37,0.04,18.43,172,2160
342421,0.78,14.81,0.48,0.00,11.45,0.00,13.20,33.32,31.37,0.04,18.82,172,2063
342609,-2.34,14.24,0.47,0.00,10.07,0.00,14.07,32.02,31.37,0.04,19.22,172,2063
342812,4.69,15.39,0.49,0.00,12.54,0.00,13.78,36.61,31.37,0.35,19.61,172,2259
343015,0.78,14.70,0.51,0.00,14.52,0.00,13.78,42.31,31.37,1.57,20.00,172,2521
343218,0.78,14.70,0.51,0.00,15.78,0.00,13.93,45.39,31.37,1.57,19.61,172,2740
343410,0.00,14.36,0.51,0.00,16.97,0.00,13.93,52.05,42.35,1.88,19.61,172,2946
343613,0.00,14.70,0.51,0.00,18.26,0.00,13.93,53.50,36.47,0.97,19.22,172,3171
346510,-2.34,14.70,0.55,0.00,15.96,0.00,15.09,47.05,31.37,3.11,21.57,174,2493
346702,-2.34,14.70,0.51,0.00,14.97,0.00,14.80,44.23,31.37,1.57,17.65,174,2600
346905,-1.56,14.59,0.49,0.00,13.55,0.00,14.07,43.27,31.37,-0.58,16.86,174,2647
347112,0.78,15.27,0.49,0.00,15.10,0.00,13.78,45.09,31.37,-0.58,16.86,174,2723
347304,1.56,14.93,0.47,0.00,15.00,0.00,13.64,45.53,31.37,-1.18,16.47,174,2813
347507,0.78,14.70,0.47,0.00,15.57,0.00,13.35,45.98,30.98,-1.80,16.47,174,2919
347710,0.78,14.70,0.45,0.00,13.92,0.00,13.20,42.18,30.59,-2.11,16.08,174,2965
347913,1.56,14.93,0.44,0.00,14.85,0.00,12.91,42.99,30.20,-2.73,15.29,174,3026
348116,1.56,14.59,0.37,0.00,13.79,0.00,12.33,38.47,30.20,-3.64,14.90,174,3078
348304,3.91,15.16,0.38,0.00,14.16,0.00,11.75,39.84,30.59,-4.25,14.12,174,3162
348507,0.78,14.24,0.34,0.00,13.62,0.00,11.17,35.52,30.98,-5.18,11.37,174,3227
348710,0.00,12.40,0.16,0.00,0.00,0.00,5.95,17.33,31.37,-5.18,0.00,174,3166
348913,0.00,13.55,0.23,0.00,0.00,0.00,3.92,22.62,31.37,-4.56,0.00,174,2907
349116,0.00,15.16,0.23,0.00,0.00,0.00,3.63,19.73,31.37,-4.25,0.00,174,2551
349319,0.00,24.58,0.21,0.00,0.00,0.00,3.48,14.84,31.37,-3.35,0.00,174,2203
349522,0.00,23.66,0.20,0.00,5.47,0.00,4.21,13.59,31.37,-3.04,5.10,174,1972
349710,0.00,12.75,0.23,0.00,6.10,0.00,5.95,15.56,31.37,-3.04,9.41,174,2200
349913,-6.25,13.21,0.36,0.00,9.45,0.00,9.00,26.09,31.37,-3.64,14.51,174,2215
350116,-7.81,14.13,0.47,0.00,11.05,0.00,12.19,34.29,31.37,0.04,21.18,174,2252
350319,-6.25,14.81,0.52,0.00,13.13,0.00,13.78,38.74,31.37,3.11,26.67,174,2279
350522,-4.69,14.93,0.55,0.00,13.89,0.00,14.80,42.18,31.37,6.19,28.63,174,2325
350726,-5.47,14.81,0.57,0.00,15.60,0.00,15.53,44.37,31.37,6.48,28.63,174,2359
350929,-6.25,14.59,0.60,0.00,15.42,0.00,16.11,46.89,31.37,7.10,26.27,174,2410
351132,-4.69,14.93,0.59,0.00,16.22,0.00,16.25,50.97,31.37,6.48,25.88,174,2453
351319,-4.69,14.81,0.61,0.00,16.57,0.00,16.69,49.01,31.37,6.79,24.31,174,2510
351522,0.00,15.04,0.58,0.00,17.33,0.00,16.69,49.91,31.37,4.33,22.35,174,2563
351725,-5.47,14.13,0.59,0.00,16.75,0.00,16.40,50.98,31.37,3.11,20.39,174,2618
351929,-6.25,14.13,0.53,0.00,15.12,0.00,15.67,47.49,31.37,0.04,17.65,174,2625
352132,-4.69,14.70,0.50,0.00,14.93,0.00,14.80,45.83,31.37,-0.58,16.86,174,2692
352319,-4.69,14.81,0.49,0.00,14.53,0.00,13.93,44.80,31.37,-1.80,16.08,174,2725
352522,-3.12,15.04,0.47,0.00,14.23,0.00,13.49,43.27,31.37,-2.42,15.69,174,2778
352725,-1.56,15.16,0.44,0.00,14.29,0.00,13.06,43.00,31.37,-2.42,14.90,174,2791
352929,-0.78,14.93,0.42,0.00,13.14,0.00,12.62,38.23,31.37,-3.04,14.51,174,2800
353132,2.34,15.39,0.39,0.00,12.88,0.00,12.04,38.48,31.37,-3.94,14.12,174,2874
353319,2.34,14.93,0.39,0.00,12.94,0.00,11.75,36.49,31.37,-4.56,13.73,174,2889
353522,3.12,14.81,0.36,0.00,11.68,0.00,11.17,34.42,31.37,-4.56,12.94,174,2881
353725,-2.34,13.67,0.19,0.00,8.71,0.00,7.98,18.27,31.37,-4.56,0.00,174,2917
353928,0.00,11.94,0.21,0.00,0.00,0.00,4.50,17.53,31.37,-4.56,0.00,174,2808
354131,0.00,12.29,0.23,0.00,0.00,0.00,3.63,20.15,31.37,-4.25,0.00,174,2540
354335,0.00,20.56,0.22,0.00,0.00,0.00,3.48,17.52,31.37,-3.35,0.00,174,2224
354522,0.00,24.00,0.23,0.00,0.00,0.00,3.77,13.42,31.37,-2.42,4.71,174,1889
354725,0.00,23.66,0.22,0.00,5.07,0.00,5.66,14.54,31.37,-2.42,7.84,174,1830
354932,-3.91,11.71,0.26,0.00,6.87,0.00,6.96,18.74,31.37,-3.04,9.80,174,2147
355135,-5.47,13.09,0.32,0.00,6.88,0.00,8.56,21.88,31.37,-3.04,12.16,174,2075
355323,-3.91,14.01,0.37,0.00,8.72,0.00,10.16,25.19,31.37,-3.04,13.73,174,2043
355531,-3.91,14.47,0.39,0.00,8.86,0.00,11.17,26.29,31.37,-2.73,14.51,174,2077
355734,-3.12,14.70,0.38,0.00,8.85,0.00,11.61,26.41,31.37,-2.42,14.90,174,2074
355937,-2.34,14.81,0.39,0.00,8.79,0.00,11.90,25.70,31.37,-2.42,14.90,174,2060
356124,-0.78,15.27,0.37,0.00,8.97,0.00,11.75,25.38,31.37,-3.04,12.94,174,2102
356327,-0.78,14.81,0.31,0.00,7.62,0.00,10.16,20.07,31.37,-3.04,10.20,174,2100
356532,-0.78,14.70,0.27,0.00,6.79,0.00,9.29,18.35,31.37,-3.04,9.80,174,2121
356719,1.56,15.16,0.24,0.00,6.36,0.00,8.85,18.58,31.37,-3.04,9.02,174,2128
356922,3.12,15.27,0.25,0.00,6.35,0.00,8.27,17.36,31.37,-3.04,9.02,174,2125
357126,2.34,14.81,0.24,0.00,5.90,0.00,8.13,16.94,31.37,-3.04,8.63,174,2128
357331,3.12,14.81,0.24,0.00,5.93,0.00,7.98,16.52,31.37,-3.04,8.63,174,2140
357534,3.91,14.81,0.24,0.00,5.90,0.00,7.98,16.52,31.37,-3.04,9.02,174,2128
357721,2.34,14.59,0.23,0.00,5.49,0.00,7.84,16.18,31.37,-3.04,9.02,174,2146
357928,3.91,14.81,0.23,0.00,6.37,0.00,7.84,16.87,31.37,-3.04,9.02,174,2132
358131,3.91,14.59,0.24,0.00,6.43,0.00,7.84,17.44,31.37,-3.04,8.63,174,2152
358318,0.78,14.36,0.23,0.00,5.93,0.00,7.84,17.14,31.37,-3.04,9.02,174,2140
358521,3.12,14.47,0.23,0.00,5.97,0.00,7.84,16.80,31.37,-3.04,9.02,174,2153
358726,3.12,14.70,0.24,0.00,5.92,0.00,7.69,17.00,31.37,-3.04,8.63,174,2135
358929,2.34,14.47,0.24,0.00,6.00,0.00,7.69,17.00,31.37,-3.35,9.02,174,2140
359117,3.12,14.81,0.24,0.00,5.97,0.00,7.69,17.07,31.37,-3.04,8.63,174,2148
359320,2.34,14.70,0.24,0.00,6.00,0.00,7.69,16.79,31.37,-3.04,9.02,174,2142
359523,3.91,14.70,0.23,0.00,6.43,0.00,7.69,16.18,31.37,-3.04,8.63,174,2151
359726,4.69,15.04,0.24,0.00,6.42,0.00,7.69,16.60,31.37,-3.35,8.63,174,2150
359914,3.91,14.59,0.22,0.00,5.97,0.00,7.69,16.32,31.37,-3.04,8.63,174,2152
360117,4.69,14.81,0.22,0.00,6.00,0.00,7.69,16.11,31.37,-3.35,8.63,174,2162
360320,6.25,15.04,0.23,0.00,6.01,0.00,7.55,17.07,31.37,-3.04,8.63,176,2169
360523,3.91,14.36,0.23,0.00,6.01,0.00,7.55,16.73,31.37,-3.04,8.63,176,2168
360726,5.47,14.81,0.23,0.00,6.05,0.00,7.55,16.38,31.37,-3.35,8.63,176,2182
360914,4.69,14.81,0.23,0.00,6.46,0.00,7.55,16.59,31.37,-3.04,8.63,176,2162
361117,5.47,14.70,0.22,0.00,6.45,0.00,7.55,16.18,31.37,-3.35,8.24,176,2161
361320,5.47,14.70,0.19,0.00,5.52,0.00,6.82,12.79,31.37,-3.04,6.27,176,2158
361523,1.56,13.55,0.17,0.00,4.62,0.00,6.09,12.09,31.37,-3.35,5.88,176,2164
361711,0.78,14.13,0.17,0.00,4.60,0.00,5.80,11.76,31.37,-3.35,5.88,176,2154
361914,1.56,14.47,0.16,0.00,4.62,0.00,5.66,11.98,31.37,-3.04,5.88,176,2165
362117,0.00,14.47,0.15,0.00,4.15,0.00,5.66,11.60,31.37,-3.35,5.88,176,2160
362320,2.34,14.81,0.15,0.00,4.17,0.00,5.66,11.08,31.37,-3.04,5.88,176,2170
362523,3.91,15.04,0.16,0.00,4.19,0.00,5.66,11.24,31.37,-3.35,5.88,176,2181
362726,3.91,14.81,0.17,0.00,4.63,0.00,5.66,12.15,31.37,-3.35,5.88,176,2172
362914,1.56,14.36,0.17,0.00,4.58,0.00,5.66,11.92,31.37,-3.04,5.88,176,2149
363117,0.00,14.24,0.16,0.00,4.13,0.00,5.66,11.93,31.37,-3.04,5.88,176,2157
363324,2.34,14.81,0.17,0.00,4.16,0.00,5.66,11.93,31.37,-3.35,5.88,176,2146
363511,0.78,14.70,0.14,0.00,4.11,0.00,5.51,10.28,31.37,-3.04,5.10,176,2142
363714,-0.78,14.13,0.14,0.00,3.64,0.00,5.08,9.39,31.37,-3.04,4.71,176,2135
363917,3.91,15.16,0.13,0.00,3.61,0.00,4.93,9.18,31.37,-3.35,4.71,176,2114
364121,5.47,15.39,0.14,0.00,4.12,0.00,4.79,9.65,31.37,-3.35,4.71,176,2144
364324,2.34,14.24,0.13,0.00,3.66,0.00,4.93,9.56,31.37,-3.04,4.71,176,2147
364513,0.78,14.01,0.12,0.00,3.64,0.00,4.64,8.36,31.37,-3.04,3.92,176,2134
364716,2.34,14.70,0.12,0.00,3.17,0.00,4.50,8.06,31.37,-3.04,3.92,176,2124
364919,0.00,14.13,0.11,0.00,3.17,0.00,4.35,7.98,31.37,-3.04,3.53,176,2121
365111,0.00,14.24,0.11,0.00,3.17,0.00,4.21,7.90,31.37,-3.04,3.14,176,2125
365314,0.78,14.70,0.11,0.00,3.15,0.00,4.21,7.62,31.37,-3.04,3.14,176,2108
365517,-2.34,14.01,0.09,0.00,2.69,0.00,4.21,6.12,31.37,-3.04,3.14,176,2102
365720,0.00,14.59,0.11,0.00,3.16,0.00,4.21,7.65,31.37,-3.04,3.14,176,2118
