Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Coolant Temperature (F)
5078,1.56,14.01,0.16,0.00,3.12,0.00,5.66,7.66,0.00,-1.80,0.00,72
5250,1.56,13.67,0.17,0.00,3.42,0.00,5.66,8.11,0.00,-1.80,0.00,72
5437,2.34,14.13,0.16,0.00,3.40,0.00,5.66,8.03,0.00,-1.80,0.00,72
5625,2.34,14.01,0.16,0.00,3.09,0.00,5.66,8.11,0.00,-1.80,0.00,72
5797,2.34,14.13,0.16,0.00,3.40,0.00,5.66,8.19,0.00,-1.80,0.00,72
5984,1.56,14.01,0.17,0.00,3.41,0.00,5.66,7.98,0.00,-1.80,0.00,72
6172,3.12,14.13,0.16,0.00,3.42,0.00,5.66,8.06,0.00,-1.80,0.00,72
6343,3.12,14.36,0.17,0.00,3.42,0.00,5.66,8.23,0.00,-1.80,0.00,72
6531,3.12,14.01,0.16,0.00,3.15,0.00,5.66,7.98,0.00,-1.80,0.00,73
6703,2.34,14.01,0.17,0.00,3.41,0.00,5.66,8.03,0.00,-1.80,0.00,73
6890,2.34,13.90,0.17,0.00,3.41,0.00,5.66,8.11,0.00,-1.80,0.00,73
7062,3.12,14.01,0.17,0.00,3.40,0.00,5.66,7.90,0.00,-1.80,0.00,73
7250,2.34,13.67,0.16,0.00,3.43,0.00,5.66,8.19,0.00,-1.80,0.00,73
7421,2.34,13.90,0.17,0.00,3.43,0.00,5.66,8.03,0.00,-1.80,0.00,73
7609,3.12,14.13,0.16,0.00,3.12,0.00,5.66,7.94,0.00,-1.80,0.00,73
7796,1.56,13.78,0.16,0.00,3.12,0.00,5.66,7.82,0.00,-1.80,0.00,73
7968,2.34,14.01,0.17,0.00,3.10,0.00,5.66,7.78,0.00,-1.80,0.00,73
8156,3.12,13.90,0.15,0.00,3.11,0.00,5.66,7.66,0.00,-1.80,0.00,73
8328,3.12,14.13,0.16,0.00,4.01,0.00,5.66,8.03,0.00,-1.80,0.00,73
8515,3.12,14.24,0.16,0.00,3.10,0.00,5.66,7.98,0.00,-1.80,0.00,73
8687,2.34,13.78,0.16,0.00,3.41,0.00,5.66,8.03,0.00,-1.80,0.00,73
8874,1.56,13.67,0.16,0.00,3.10,0.00,5.66,7.82,0.00,-1.80,0.00,73
9062,1.56,13.55,0.17,0.00,3.10,0.00,5.66,7.98,0.00,-1.80,0.00,73
9234,3.12,14.13,0.16,0.00,3.10,0.00,5.66,7.86,0.00,-1.80,0.00,73
9421,2.34,14.13,0.15,0.00,3.08,0.00,5.66,8.03,0.00,-1.80,0.00,73
9593,3.12,14.24,0.17,0.00,4.27,0.00,5.66,7.86,0.00,-1.80,0.00,73
9781,0.78,13.67,0.17,0.00,3.07,0.00,5.66,7.98,0.00,-1.80,0.00,73
9968,0.78,13.21,0.16,0.00,3.12,0.00,5.66,7.94,0.00,-1.80,0.00,73
10140,3.12,14.24,0.14,0.00,3.08,0.00,5.66,7.78,0.00,-1.80,0.00,73
10327,3.12,14.24,0.17,0.00,3.38,0.00,5.66,7.98,0.00,-1.80,0.00,73
10499,2.34,14.13,0.17,0.00,3.37,0.00,5.66,8.19,0.00,-1.80,0.00,73
10687,2.34,13.90,0.17,0.00,3.64,0.00,5.66,8.11,0.00,-1.80,0.00,73
10874,2.34,13.90,0.17,0.00,3.41,0.00,5.66,8.19,0.00,-1.80,0.00,73
11046,2.34,13.78,0.17,0.00,3.11,0.00,5.66,8.03,0.00,-1.80,0.00,73
11234,3.12,14.13,0.17,0.00,3.73,0.00,5.66,8.11,0.00,-1.80,0.00,73
11406,3.12,14.24,0.16,0.00,3.45,0.00,5.66,8.14,0.00,-1.80,0.00,73
11593,1.56,13.67,0.17,0.00,3.10,0.00,5.66,8.14,0.00,-1.80,0.00,73
11765,1.56,14.01,0.16,0.00,3.07,0.00,5.66,7.82,0.00,-1.80,0.00,73
11952,1.56,13.90,0.17,0.00,3.72,0.00,5.66,8.11,0.00,-1.80,0.00,73
12140,3.12,14.24,0.16,0.00,3.42,0.00,5.66,8.11,0.00,-1.80,0.00,73
12312,2.34,14.24,0.17,0.00,3.42,0.00,5.66,8.11,0.00,-1.80,0.00,73
12499,2.34,14.13,0.17,0.00,3.43,0.00,5.66,8.31,0.00,-1.80,0.00,73
12687,1.56,14.13,0.17,0.00,3.42,0.00,5.66,8.14,0.00,-1.80,0.00,73
12859,1.56,13.67,0.17,0.00,3.40,0.00,5.66,8.11,0.00,-1.80,0.00,73
13046,2.34,14.13,0.16,0.00,3.12,0.00,5.66,8.06,0.00,-1.80,0.00,75
13218,3.12,14.36,0.16,0.00,3.09,0.00,5.66,7.70,0.00,-1.80,0.00,75
13405,3.12,14.36,0.16,0.00,3.13,0.00,5.66,7.98,0.00,-1.80,0.00,75
13577,3.12,14.24,0.17,0.00,3.39,0.00,5.66,7.86,0.00,-1.80,0.00,75
13765,3.91,14.13,0.16,0.00,3.11,0.00,5.66,7.90,0.00,-1.80,0.00,75
13952,3.91,14.13,0.16,0.00,3.12,0.00,5.66,7.78,0.00,-1.80,0.00,75
14124,3.91,14.01,0.16,0.00,3.09,0.00,5.66,7.66,0.00,-1.80,0.00,75
14312,3.91,14.13,0.17,0.00,3.39,0.00,5.66,7.98,0.00,-1.80,0.00,75
14483,3.12,14.01,0.17,0.00,3.38,0.00,5.66,8.03,0.00,-1.80,0.00,75
14671,3.12,13.90,0.16,0.00,3.39,0.00,5.66,7.94,0.00,-1.80,0.00,75
14843,2.34,13.78,0.16,0.00,3.12,0.00,5.66,7.90,0.00,-1.80,0.00,75
15030,3.12,13.78,0.16,0.00,3.09,0.00,5.66,7.86,0.00,-1.80,0.00,75
15218,2.34,13.90,0.16,0.00,3.10,0.00,5.51,7.90,0.00,-1.80,0.00,75
15390,2.34,13.90,0.16,0.00,3.08,0.00,5.51,7.90,0.00,-1.80,0.00,75
15577,2.34,13.78,0.17,0.00,3.10,0.00,5.51,7.66,0.00,-1.80,0.00,75
15749,2.34,13.90,0.16,0.00,3.08,0.00,5.51,7.94,0.00,-1.80,0.00,75
15936,3.12,14.01,0.16,0.00,3.37,0.00,5.51,7.94,0.00,-1.80,0.00,75
16124,1.56,13.67,0.16,0.00,3.09,0.00,5.51,7.70,0.00,-1.80,0.00,75
16296,0.78,13.55,0.16,0.00,3.07,0.00,5.51,7.70,0.00,-1.80,0.00,75
16483,0.78,13.90,0.17,0.00,3.04,0.00,5.66,7.46,0.00,-1.80,0.00,75
16655,2.34,14.36,0.17,0.00,3.38,0.00,5.66,7.94,0.00,-1.80,0.00,75
16843,0.00,13.55,0.16,0.00,3.07,0.00,5.66,7.82,0.00,-1.80,0.00,75
17030,2.34,14.36,0.17,0.00,3.05,0.00,5.66,7.82,0.00,-1.80,0.00,75
17202,3.12,14.36,0.17,0.00,3.32,0.00,5.80,8.06,0.00,-1.80,0.00,75
17390,3.12,14.59,0.16,0.00,3.39,0.00,5.80,7.30,0.00,-1.80,0.00,75
17561,2.34,14.01,0.17,0.00,3.67,0.00,5.66,7.94,0.00,-1.80,0.00,75
17749,3.91,14.36,0.16,0.00,3.11,0.00,5.66,7.98,0.00,-1.80,0.00,75
20597,1.56,14.81,0.27,0.00,4.48,0.00,8.13,11.93,0.00,-1.49,1.18,77
20769,1.56,14.81,0.23,0.00,3.64,0.00,7.69,8.93,0.00,-1.49,1.18,77
20956,2.34,14.81,0.20,0.00,3.02,0.00,6.96,7.50,31.37,-1.49,1.18,77
21128,3.12,14.70,0.22,0.00,4.17,0.00,6.67,7.26,31.37,-1.18,1.18,77
21315,0.78,14.13,0.34,0.00,3.99,0.00,7.69,7.39,31.37,-1.18,1.18,77
21503,-1.56,13.09,0.45,0.00,3.22,0.00,10.45,7.57,31.37,-1.18,1.57,77
21675,-6.25,11.71,0.38,0.00,2.41,0.00,10.88,7.70,31.37,-1.18,1.96,77
21862,-8.59,11.02,0.27,0.00,2.37,0.00,11.03,5.83,31.37,-1.18,0.00,77
22034,-6.25,11.71,0.22,0.00,2.44,0.00,8.85,5.58,31.37,-1.18,0.00,77
22222,3.91,15.62,0.17,0.00,2.66,0.00,7.40,5.39,31.37,-1.18,0.00,77
22409,4.69,15.96,0.17,0.00,2.49,0.00,6.38,6.70,31.37,-1.18,0.00,77
22581,3.12,15.39,0.21,0.00,3.81,0.00,6.38,6.81,31.37,-1.18,0.39,77
22768,1.56,14.36,0.23,0.00,3.90,0.00,6.67,8.31,31.37,-1.18,1.18,77
22940,-0.78,11.83,0.25,0.00,3.30,0.00,7.11,7.82,31.37,-1.18,1.96,77
23128,-3.12,11.71,0.32,0.00,3.92,0.00,8.27,9.09,31.37,-1.18,2.75,77
23300,-3.12,11.83,0.36,0.00,3.36,0.00,9.14,9.22,31.37,-1.18,3.53,77
23487,-9.38,11.37,0.35,0.00,3.44,0.00,10.30,10.43,31.37,-1.18,4.71,77
23675,-6.25,12.52,0.34,0.00,3.84,0.00,10.59,10.74,31.37,-1.18,4.71,77
23847,2.34,15.04,0.32,0.00,4.25,0.00,10.45,10.98,31.37,-1.18,5.10,77
24034,5.47,15.85,0.31,0.00,4.64,0.00,10.16,11.18,31.37,-1.18,5.10,77
24206,3.91,15.39,0.30,0.00,4.61,0.00,9.58,11.76,31.37,-1.49,5.10,77
24393,4.69,14.70,0.28,0.00,4.78,0.00,8.85,11.82,31.37,-1.49,4.71,77
24565,3.12,14.13,0.23,0.00,4.16,0.00,7.69,9.13,31.37,-1.49,2.35,77
24753,1.56,13.21,0.16,0.00,2.71,0.00,6.38,5.99,31.37,-1.80,0.39,77
24940,0.00,12.75,0.14,0.00,2.50,0.00,5.51,6.11,31.37,-1.80,0.39,77
25112,-0.78,12.29,0.14,0.00,2.73,0.00,5.08,6.55,31.37,-1.80,0.39,77
25300,-3.12,11.94,0.14,0.00,2.54,0.00,4.93,6.73,31.37,-1.80,0.39,77
25471,-3.91,12.17,0.15,0.00,2.69,0.00,4.79,6.48,31.37,-1.80,0.39,77
25659,-4.69,12.40,0.14,0.00,2.74,0.00,5.08,6.99,31.37,-1.80,0.39,77
25846,-5.47,12.52,0.14,0.00,2.67,0.00,5.08,6.88,31.37,-1.80,0.39,77
26018,-4.69,13.44,0.15,0.00,2.71,0.00,5.08,7.10,31.37,-1.80,0.39,77
26206,-4.69,13.90,0.16,0.00,2.95,0.00,5.22,7.46,31.37,-1.80,0.39,77
26378,-4.69,14.01,0.17,0.00,2.98,0.00,5.37,7.57,31.37,-1.80,0.39,77
26565,-4.69,14.13,0.17,0.00,2.95,0.00,5.51,7.62,31.37,-1.80,0.39,79
26737,-4.69,14.01,0.16,0.00,3.00,0.00,5.51,7.78,31.37,-1.80,0.39,79
26924,-3.91,14.36,0.16,0.00,2.96,0.00,5.51,7.62,31.37,-1.80,0.39,79
27112,-3.91,14.47,0.17,0.00,2.95,0.00,5.51,7.78,31.37,-1.80,0.39,79
27284,-3.12,14.47,0.17,0.00,2.99,0.00,5.66,7.78,31.37,-1.80,0.39,79
27471,-3.12,14.59,0.17,0.00,2.99,0.00,5.66,7.86,31.37,-1.80,0.78,79
27643,-2.34,14.59,0.17,0.00,2.97,0.00,5.66,7.90,31.37,-1.80,0.39,79
27831,-2.34,14.59,0.17,0.00,2.99,0.00,5.66,7.62,31.37,-1.80,0.78,79
28018,-2.34,14.47,0.17,0.00,2.98,0.00,5.66,7.86,31.37,-1.80,0.78,79
28190,-1.56,14.47,0.17,0.00,3.00,0.00,5.66,7.98,31.37,-1.80,0.78,79
28378,-2.34,13.78,0.17,0.00,2.97,0.00,5.66,8.03,31.37,-1.80,0.78,79
28549,-2.34,14.13,0.17,0.00,3.26,0.00,5.66,8.06,31.37,-1.80,0.78,79
28737,-1.56,14.36,0.18,0.00,3.87,0.00,5.66,7.98,31.37,-1.80,1.57,79
28924,-2.34,14.36,0.16,0.00,2.98,0.00,5.66,7.54,31.37,-1.80,1.96,79
29096,-3.12,13.55,0.17,0.00,2.79,0.00,5.66,7.54,31.37,-1.49,1.96,79
29284,-2.34,14.01,0.17,0.00,2.82,0.00,5.66,7.57,31.37,-1.49,1.96,79
29456,-2.34,13.90,0.18,0.00,3.01,0.00,5.66,7.62,31.37,-1.49,1.96,79
29643,-2.34,14.13,0.19,0.00,2.95,0.00,5.80,7.82,31.37,-1.49,1.96,79
29831,-2.34,14.01,0.19,0.00,2.91,0.00,5.95,7.86,31.37,-1.49,2.35,79
30002,-2.34,14.13,0.20,0.00,3.12,0.00,6.24,7.98,31.37,-1.49,2.35,79
30190,-0.78,14.36,0.21,0.00,3.07,0.00,6.24,8.31,31.37,-1.49,2.75,79
30362,0.00,14.59,0.24,0.00,4.10,0.00,6.67,8.78,31.37,-1.49,3.92,79
30549,-0.78,14.36,0.27,0.00,4.29,0.00,7.40,11.24,31.37,-1.49,5.10,79
30721,-5.47,13.09,0.28,0.00,4.11,0.00,7.98,11.38,31.37,-1.49,5.10,79
30909,0.78,14.81,0.26,0.00,4.52,0.00,8.27,11.65,31.37,-1.49,5.10,79
31096,3.12,15.04,0.28,0.00,4.43,0.00,8.27,11.98,31.37,-1.49,5.49,79
31268,3.12,14.81,0.26,0.00,4.70,0.00,8.27,12.09,31.37,-1.80,5.49,81
31455,5.47,15.04,0.26,0.00,5.02,0.00,8.13,12.46,31.37,-1.80,5.49,81
31627,7.81,15.16,0.25,0.00,5.10,0.00,7.98,12.68,31.37,-1.80,5.88,81
31815,7.03,14.81,0.24,0.00,4.94,0.00,7.84,13.01,31.37,-2.11,5.88,81
32002,7.81,14.36,0.24,0.00,5.14,0.00,7.55,12.96,31.37,-2.11,5.88,81
32174,5.47,13.90,0.23,0.00,5.21,0.00,7.11,12.79,31.37,-2.11,5.88,81
32362,5.47,13.90,0.22,0.00,5.05,0.00,6.96,13.07,31.37,-2.42,5.88,81
32549,4.69,13.90,0.22,0.00,5.18,0.00,6.82,12.96,31.37,-2.42,5.88,81
32721,4.69,14.01,0.22,0.00,4.82,0.00,6.67,12.79,31.37,-2.42,5.88,81
32908,3.91,13.67,0.21,0.00,4.98,0.00,6.67,12.57,31.37,-2.42,5.88,81
33080,5.47,14.24,0.21,0.00,5.06,0.00,6.53,13.01,31.37,-2.42,5.88,81
33268,3.12,13.78,0.22,0.00,5.10,0.00,6.53,13.01,31.37,-2.42,5.88,81
33455,3.91,13.90,0.21,0.00,5.18,0.00,6.53,13.23,31.37,-2.73,5.88,81
33627,3.12,13.78,0.21,0.00,5.20,0.00,6.53,12.90,31.37,-2.73,5.88,81
33815,3.91,14.01,0.21,0.00,5.28,0.00,6.53,13.30,31.37,-2.73,5.88,81
33987,3.91,14.13,0.24,0.00,6.62,0.00,6.53,13.71,31.37,-2.73,7.45,81
34174,1.56,13.90,0.28,0.00,7.59,0.00,7.40,16.87,31.37,-2.73,9.41,81
34362,4.69,14.13,0.29,0.00,7.27,0.00,8.27,19.27,31.37,-3.04,10.20,81
34533,5.47,14.59,0.29,0.00,7.53,0.00,8.71,19.82,31.37,-3.04,10.20,81
34721,4.69,14.24,0.28,0.00,7.82,0.00,8.71,20.77,31.37,-3.04,10.59,81
34908,3.12,13.78,0.29,0.00,8.01,0.00,8.56,20.77,31.37,-3.35,10.59,81
35080,3.12,13.90,0.29,0.00,8.24,0.00,8.42,22.06,31.37,-3.35,10.98,81
35268,0.78,13.67,0.29,0.00,8.00,0.00,8.27,22.23,31.37,-3.35,10.98,81
35440,0.00,13.67,0.28,0.00,8.24,0.00,8.13,22.88,31.37,-3.64,10.98,81
35627,-1.56,13.67,0.28,0.00,8.48,0.00,7.98,23.08,31.37,-3.64,10.98,81
35815,-0.78,13.90,0.28,0.00,8.63,0.00,7.98,23.36,31.37,-3.94,10.98,82
35986,-1.56,13.78,0.28,0.00,8.26,0.00,7.84,23.65,31.37,-3.94,10.98,82
36174,-1.56,14.01,0.27,0.00,8.98,0.00,7.84,24.51,31.37,-3.94,10.98,82
36361,-1.56,14.01,0.28,0.00,8.62,0.00,7.69,24.61,31.37,-4.25,10.98,82
36533,-1.56,14.13,0.25,0.00,8.82,0.00,7.69,23.93,31.37,-4.25,10.98,82
36721,0.78,14.70,0.26,0.00,8.91,0.00,7.69,24.42,31.37,-4.25,10.98,82
36908,-0.78,14.13,0.26,0.00,9.66,0.00,7.69,25.58,31.37,-4.56,8.24,82
37080,-5.47,11.37,0.12,0.00,4.01,0.00,4.06,7.98,31.37,-4.25,0.00,82
37268,0.00,11.14,0.10,0.00,0.00,0.00,3.48,7.90,31.37,-3.94,0.00,82
37440,0.00,11.48,0.14,0.00,0.00,0.00,3.19,9.48,31.37,-3.04,0.00,82
37627,0.00,14.36,0.15,0.00,0.00,0.00,3.77,8.19,31.37,-2.42,0.00,82
37815,0.00,18.49,0.20,0.00,3.78,0.00,4.93,8.87,31.37,-1.80,3.14,82
37986,0.00,15.96,0.24,0.00,4.70,0.00,6.38,11.76,31.37,-1.80,5.10,82
38174,-7.81,11.60,0.23,0.00,4.95,0.00,6.67,12.68,31.37,-2.11,5.88,82
38361,-2.34,13.09,0.26,0.00,5.80,0.00,6.96,13.24,31.37,-2.11,6.27,82
38533,-2.34,14.24,0.36,0.00,7.67,0.00,8.13,16.60,31.37,-2.11,9.80,82
38721,-10.16,12.63,0.45,0.00,9.61,0.00,11.03,24.52,31.37,-2.11,14.90,82
38893,-8.59,13.55,0.46,0.00,8.37,0.00,12.33,24.80,31.37,-1.18,16.47,82
39080,-2.34,14.81,0.46,0.00,9.13,0.00,12.77,25.38,31.37,-0.89,17.65,82
39268,-0.78,15.39,0.47,0.00,9.54,0.00,12.91,26.62,31.37,-0.58,18.43,82
39455,2.34,15.27,0.47,0.00,11.03,0.00,13.06,27.97,31.37,-0.27,19.22,82
39627,2.34,14.81,0.46,0.00,10.28,0.00,13.20,27.66,31.37,-0.27,19.22,82
39814,3.12,14.81,0.47,0.00,10.90,0.00,13.20,29.58,31.37,-0.27,19.22,82
40002,1.56,14.36,0.47,0.00,11.21,0.00,13.20,30.24,31.37,0.04,19.22,82
40174,0.00,13.55,0.46,0.00,11.11,0.00,13.20,31.02,31.37,0.04,19.22,82
40361,0.00,13.55,0.47,0.00,11.49,0.00,13.20,32.24,31.37,-0.27,18.82,82
40549,-0.78,13.67,0.47,0.00,12.26,0.00,13.20,31.57,31.37,-0.27,18.82,82
40720,-1.56,13.90,0.47,0.00,12.07,0.00,13.06,33.32,31.37,0.04,18.43,82
40908,-1.56,14.01,0.46,0.00,11.88,0.00,12.91,34.29,31.37,0.04,18.43,82
41095,-2.34,13.90,0.45,0.00,12.14,0.00,12.77,34.91,31.37,-0.27,17.65,82
41267,-2.34,13.90,0.44,0.00,11.97,0.00,12.33,33.69,31.37,-1.80,16.47,82
41455,-3.12,13.78,0.43,0.00,11.67,0.00,12.04,34.17,31.37,-1.80,15.69,82
41642,-3.12,14.01,0.42,0.00,11.88,0.00,11.61,33.92,31.37,-2.11,15.69,84
41814,-5.47,14.13,0.42,0.00,12.15,0.00,11.46,34.66,31.37,-2.11,15.29,84
42002,-3.91,14.24,0.41,0.00,11.81,0.00,11.32,34.17,31.37,-2.73,15.29,84
42189,-4.69,14.13,0.43,0.00,14.11,0.00,11.32,35.88,31.37,-2.73,15.29,84
42377,-5.47,14.13,0.41,0.00,11.66,0.00,11.17,35.64,31.37,-2.73,15.29,84
42549,-3.91,14.24,0.41,0.00,12.86,0.00,11.17,36.25,31.37,-2.42,15.29,84
42736,-3.12,14.01,0.42,0.00,13.14,0.00,11.03,35.75,31.37,-2.42,15.29,84
42908,-4.69,14.13,0.40,0.00,12.15,0.00,11.03,36.49,31.37,-3.04,15.29,84
43095,-5.47,14.01,0.40,0.00,12.37,0.00,11.03,37.46,31.37,-2.42,15.29,84
43283,-4.69,14.24,0.39,0.00,13.11,0.00,11.03,37.59,31.37,-3.04,15.29,84
43455,-5.47,13.90,0.40,0.00,12.69,0.00,11.03,37.84,31.37,-3.04,15.29,84
43642,-4.69,14.24,0.38,0.00,12.23,0.00,10.88,37.10,31.37,-3.35,15.29,84
43830,-3.91,14.36,0.39,0.00,13.05,0.00,10.88,37.95,30.98,-3.35,15.29,84
44002,-5.47,13.90,0.36,0.00,11.86,0.00,10.74,37.97,30.98,-3.35,14.90,84
44189,-3.12,14.36,0.36,0.00,12.68,0.00,10.59,37.22,30.98,-3.35,14.90,84
44376,-4.69,14.01,0.36,0.00,12.11,0.00,10.45,35.88,30.98,-3.35,14.51,84
44548,-3.12,14.47,0.34,0.00,12.30,0.00,10.16,34.78,30.98,-4.25,13.73,84
44736,-7.81,13.32,0.28,0.00,9.76,0.00,9.14,29.69,31.37,-4.87,11.37,84
44923,-11.72,13.09,0.12,0.00,3.75,0.00,5.37,8.20,31.37,-4.56,0.00,84
45095,0.00,11.14,0.15,0.00,0.00,0.00,3.63,14.25,31.37,-4.25,0.00,84
45283,0.00,11.25,0.19,0.00,0.00,0.00,3.05,14.73,31.37,-3.94,0.00,84
45470,0.00,12.17,0.20,0.00,0.00,0.00,3.48,12.46,31.37,-3.04,0.00,84
45642,0.00,15.96,0.19,0.00,0.00,0.00,3.92,10.28,31.37,-2.42,0.00,84
45829,0.00,19.98,0.18,0.00,3.70,0.00,4.93,9.31,31.37,-1.80,1.96,84
46017,0.00,19.18,0.20,0.00,3.94,0.00,5.51,8.65,31.37,-1.80,3.92,84
46204,-6.25,12.29,0.22,0.00,4.75,0.00,6.53,12.35,31.37,-1.80,5.49,84
46376,-4.69,13.44,0.22,0.00,5.77,0.00,6.82,14.96,31.37,-3.04,7.06,84
46564,1.56,15.39,0.23,0.00,6.51,0.00,6.96,15.36,31.37,-3.04,7.45,84
46751,-0.78,14.59,0.32,0.00,9.14,0.00,7.69,19.26,31.37,-3.04,11.37,84
46923,-9.38,12.29,0.36,0.00,8.35,0.00,9.72,24.42,31.37,-3.04,13.33,84
47111,2.34,15.27,0.39,0.00,10.61,0.00,10.59,25.78,31.37,-3.04,13.73,84
47298,1.56,14.93,0.38,0.00,9.68,0.00,10.88,25.98,31.37,-3.04,14.12,84
47470,3.12,14.81,0.38,0.00,9.89,0.00,11.03,25.79,31.37,-3.04,14.12,84
47658,3.12,14.59,0.39,0.00,9.35,0.00,11.17,25.81,31.37,-2.73,14.12,86
47829,3.91,14.24,0.38,0.00,9.94,0.00,11.17,26.62,31.37,-3.04,14.12,86
48017,3.12,14.01,0.38,0.00,9.58,0.00,11.17,25.39,31.37,-2.73,14.12,86
48204,4.69,13.67,0.36,0.00,9.08,0.00,11.03,26.83,31.37,-3.04,14.12,86
48392,3.12,13.78,0.37,0.00,10.98,0.00,11.03,27.45,31.37,-3.35,13.73,86
48564,0.78,13.90,0.37,0.00,9.74,0.00,10.88,27.14,31.37,-3.35,13.73,86
48751,3.12,14.24,0.37,0.00,10.83,0.00,10.88,27.04,31.37,-3.35,13.73,86
48939,0.00,13.67,0.36,0.00,10.43,0.00,10.74,27.24,31.37,-3.35,13.33,86
49111,0.78,14.01,0.35,0.00,9.53,0.00,10.59,26.09,31.37,-3.35,13.33,86
49298,0.78,14.24,0.34,0.00,9.62,0.00,10.59,26.72,31.37,-3.35,12.94,86
49485,0.78,14.13,0.35,0.00,9.55,0.00,10.45,26.83,31.37,-3.35,12.94,86
49657,0.00,14.13,0.36,0.00,9.68,0.00,10.30,27.14,31.37,-3.35,12.94,86
49845,-2.34,13.90,0.34,0.00,9.23,0.00,10.30,26.72,31.37,-3.35,12.94,86
50017,-1.56,14.24,0.36,0.00,10.24,0.00,10.30,27.35,31.37,-3.35,12.94,86
50204,-3.12,13.90,0.35,0.00,9.32,0.00,10.16,26.10,31.37,-3.35,12.94,86
50392,-1.56,14.24,0.33,0.00,9.25,0.00,9.87,26.29,31.37,-3.35,12.55,86
50564,0.00,14.47,0.34,0.00,9.54,0.00,9.87,25.29,31.37,-3.35,12.55,86
50751,-1.56,14.24,0.33,0.00,8.96,0.00,9.72,25.88,31.37,-3.35,12.16,86
50938,-1.56,14.24,0.33,0.00,9.04,0.00,9.58,24.90,31.37,-3.35,12.16,86
51110,-0.78,14.01,0.32,0.00,8.94,0.00,9.43,25.68,31.37,-3.64,12.16,86
51298,-0.78,14.24,0.33,0.00,9.11,0.00,9.43,26.09,31.37,-3.64,12.16,86
51470,-2.34,14.01,0.32,0.00,9.15,0.00,9.43,25.48,31.37,-3.64,12.16,86
51657,-0.78,14.47,0.34,0.00,9.21,0.00,9.29,25.68,31.37,-3.64,12.16,86
