Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
718381,14.95,0.31,1652,0.00,0.00,16,33.79,33.00,16.72,-1.39,0.90,198
718553,14.49,0.30,1760,0.00,0.00,16,35.90,34.00,17.33,-1.39,0.90,198
718740,14.49,0.29,1872,0.00,0.00,16,37.66,36.50,18.01,-1.39,0.90,198
718928,14.30,0.27,2011,0.00,0.00,16,39.77,38.00,15.38,-1.39,0.90,198
719115,14.34,0.26,2091,0.00,0.00,16,40.82,40.00,18.01,-1.70,0.90,198
719287,14.52,0.38,2214,0.00,0.00,16,39.77,37.50,29.39,-2.01,0.90,198
719475,12.16,0.34,2327,0.00,0.00,16,-13.67,41.50,24.62,-2.63,0.66,198
719662,11.70,0.30,2215,0.00,0.00,16,-12.97,-13.00,22.59,-2.32,0.64,198
719834,11.80,0.31,2184,0.00,0.00,16,-12.62,-13.00,22.33,-2.32,0.64,198
720022,11.82,0.31,2203,0.00,0.00,16,-12.97,-13.00,22.76,-2.32,0.64,198
720209,11.74,0.31,2192,0.00,0.00,16,-12.97,-13.00,22.42,-2.32,0.64,198
720381,11.86,0.31,2222,0.00,0.00,16,-12.97,-13.00,22.85,-2.32,0.64,198
720568,11.84,0.31,2209,0.00,0.00,16,-12.62,-13.00,22.67,-2.32,0.64,198
720756,11.91,0.31,2191,0.00,0.00,16,-12.62,-13.00,25.33,-2.32,0.64,198
720943,11.94,0.31,2216,0.00,0.00,16,-12.97,-13.00,22.94,-2.32,0.64,198
721115,11.88,0.31,2182,0.00,0.00,16,-12.62,-13.00,22.77,-2.32,0.64,198
721303,11.76,0.32,2172,0.00,0.00,16,41.88,-13.00,22.68,-2.32,0.70,198
721490,12.40,0.30,2847,0.00,0.00,16,43.63,43.50,27.58,-4.18,0.76,198
721662,12.33,0.26,3369,0.00,0.00,16,44.34,43.50,28.96,-4.18,0.76,198
721850,12.06,0.27,3445,0.00,0.00,16,44.34,43.50,30.29,-4.18,0.78,198
722026,12.00,0.28,3270,0.00,0.00,16,43.98,43.50,30.51,-4.18,0.78,198
722215,12.10,0.32,2904,0.00,0.00,16,42.93,42.50,30.63,-4.18,0.80,198
722391,11.93,0.34,2750,0.00,0.00,16,42.93,42.50,28.29,-4.18,0.80,198
722579,12.06,0.35,2727,0.00,0.00,16,42.58,42.50,30.17,-4.18,0.82,198
722766,12.08,0.38,2565,0.00,0.00,16,40.47,41.00,31.52,-3.25,0.82,198
722953,11.85,0.40,1522,0.00,0.00,16,33.09,18.00,25.09,-1.39,0.82,198
723130,11.57,0.44,1853,0.00,0.00,16,30.62,41.00,28.22,-1.70,0.86,198
723317,12.10,0.35,2105,0.00,0.00,16,36.25,40.00,17.36,-2.01,0.86,198
723489,12.53,0.30,1998,0.00,0.00,16,40.82,39.00,17.32,-1.39,0.86,198
723678,12.12,0.26,2006,0.00,0.00,16,41.17,39.00,16.50,-1.70,0.86,198
723865,13.34,0.40,2093,0.00,0.00,16,36.95,34.50,27.90,-1.70,0.86,198
724037,11.81,0.39,2150,0.00,0.00,16,37.66,36.00,28.01,-2.01,0.86,198
724225,12.30,0.41,2228,0.00,0.00,16,37.30,37.00,29.39,-2.32,0.88,198
724412,12.16,0.40,2295,0.00,0.00,16,38.36,38.00,30.29,-2.63,0.88,198
724584,12.28,0.40,2356,0.00,0.00,16,39.06,38.50,31.20,-2.94,0.88,198
724771,12.36,0.40,2418,0.00,0.00,16,39.06,38.50,32.09,-2.94,0.86,198
724959,12.25,0.39,2492,0.00,0.00,16,40.12,39.00,32.09,-3.25,0.84,198
725131,12.12,0.36,2570,0.00,0.00,16,42.58,41.50,30.06,-3.56,0.80,198
725318,12.34,0.35,2618,0.00,0.00,16,42.93,42.50,30.40,-3.56,0.80,198
725506,12.37,0.34,2695,0.00,0.00,16,43.28,42.00,30.96,-3.87,0.80,198
725678,12.39,0.34,2714,0.00,0.00,16,42.93,42.50,30.06,-3.87,0.78,198
725865,12.13,0.32,2783,0.00,0.00,16,43.28,42.50,28.54,-4.18,0.74,198
726052,11.91,0.30,2802,0.00,0.00,16,43.98,43.00,27.79,-4.18,0.72,198
726224,12.22,0.28,2841,0.00,0.00,16,43.98,43.50,26.10,-4.18,0.70,198
726412,12.45,0.28,2866,0.00,0.00,16,-18.59,43.50,26.62,-4.18,0.68,198
726599,12.14,0.28,2916,0.00,0.00,16,-19.30,-17.00,26.84,-4.18,0.68,198
726771,11.93,0.28,2756,0.00,0.00,16,-17.19,-18.50,27.48,-4.18,0.66,198
726959,11.90,0.28,2833,0.00,0.00,16,-17.89,-18.50,25.60,-4.18,0.64,198
727146,12.13,0.27,2755,0.00,0.00,16,-17.54,-18.00,25.01,-4.18,0.64,198
727318,12.08,0.27,2707,0.00,0.00,16,-17.19,-17.50,24.81,-4.18,0.64,198
727506,12.18,0.30,2698,0.00,0.00,16,43.98,-17.00,26.20,-3.87,0.68,198
727693,12.13,0.32,2649,0.00,0.00,16,43.63,43.50,27.90,-4.18,0.74,198
727865,12.11,0.33,2869,0.00,0.00,16,42.93,42.50,29.39,-4.18,0.78,198
728052,12.05,0.34,2862,0.00,0.00,16,42.23,42.00,32.20,-4.18,0.84,198
728224,12.08,0.37,2928,0.00,0.00,16,41.17,40.50,35.85,-4.18,0.88,198
728412,12.04,0.38,2952,0.00,0.00,16,40.47,40.00,36.72,-4.18,0.90,198
728599,12.01,0.38,2968,0.00,0.00,16,40.12,39.50,38.09,-4.18,0.90,198
728787,11.96,0.39,3026,0.00,0.00,16,39.77,39.50,38.59,-4.18,0.92,198
728959,11.99,0.39,3071,0.00,0.00,16,40.12,39.00,39.93,-4.18,0.92,198
729146,12.10,0.39,3208,0.00,0.00,16,40.12,39.50,41.19,-4.18,0.92,198
729334,11.85,0.38,3209,0.00,0.00,16,40.47,39.50,40.63,-4.18,0.90,198
729521,12.06,0.37,3265,0.00,0.00,16,41.52,40.50,39.93,-4.18,0.88,198
729693,11.91,0.34,3332,0.00,0.00,16,42.93,41.50,38.09,-4.18,0.76,198
729880,11.52,0.26,3162,0.00,0.00,16,-20.00,-20.00,27.48,-4.18,0.64,198
730067,11.84,0.25,2952,0.00,0.00,16,-18.95,-20.00,26.59,-4.18,0.64,198
730239,12.50,0.28,2711,0.00,0.00,16,-16.84,-18.00,26.01,-4.18,0.64,198
730427,12.11,0.29,2620,0.00,0.00,16,-15.43,-16.00,24.91,-3.87,0.64,198
730614,12.29,0.30,2494,0.00,0.00,16,-14.38,-15.00,25.10,-3.25,0.64,198
730786,12.23,0.31,2381,0.00,0.00,16,-13.67,-14.50,24.03,-2.94,0.64,196
730974,12.05,0.30,2340,0.00,0.00,16,-13.67,-14.00,25.35,-2.63,0.64,196
731161,12.07,0.30,2308,0.00,0.00,16,-13.32,-13.50,22.50,-2.63,0.64,196
731333,12.21,0.31,2270,0.00,0.00,16,-13.32,-13.50,23.54,-2.63,0.66,196
731520,11.95,0.29,2686,0.00,0.00,16,43.98,43.50,25.60,-4.18,0.70,196
731708,12.39,0.24,3314,0.00,0.00,16,44.34,43.50,26.94,-4.18,0.72,196
731895,12.41,0.24,3644,0.00,0.00,16,44.34,43.50,29.18,-4.18,0.74,196
732067,12.20,0.25,3571,0.00,0.00,16,44.34,43.50,28.75,-4.18,0.74,196
732255,11.96,0.26,3346,0.00,0.00,16,44.34,43.50,29.17,-4.18,0.74,196
732442,12.20,0.27,3078,0.00,0.00,16,44.34,43.50,27.69,-4.18,0.74,196
732614,12.28,0.30,2847,0.00,0.00,16,43.63,43.00,28.22,-4.18,0.74,196
732802,12.24,0.31,2661,0.00,0.00,16,43.63,43.00,27.79,-4.18,0.74,196
732989,12.14,0.34,2499,0.00,0.00,16,43.63,43.00,28.01,-3.25,0.74,196
733176,11.96,0.33,2344,0.00,0.00,16,43.98,42.50,26.73,-2.63,0.74,196
733348,12.25,0.33,2390,0.00,0.00,16,43.98,43.50,26.41,-2.94,0.74,196
733540,12.24,0.33,2382,0.00,0.00,16,43.63,43.50,26.51,-2.94,0.74,196
733717,12.22,0.33,2402,0.00,0.00,16,43.98,43.50,26.73,-2.94,0.74,196
733904,12.17,0.32,2436,0.00,0.00,16,43.98,43.50,25.70,-2.94,0.74,196
734076,12.49,0.33,2463,0.00,0.00,16,44.34,43.50,26.52,-2.94,0.74,196
734264,12.40,0.30,2501,0.00,0.00,16,44.69,43.50,26.32,-3.25,0.74,196
734451,12.54,0.32,2494,0.00,0.00,16,43.98,43.50,26.93,-3.25,0.74,196
734623,12.31,0.32,2507,0.00,0.00,16,44.34,43.50,27.15,-3.25,0.74,196
734811,12.31,0.32,2538,0.00,0.00,16,43.98,43.00,27.58,-3.56,0.74,196
734998,12.26,0.31,2563,0.00,0.00,16,43.98,43.50,27.16,-3.56,0.74,194
735185,12.37,0.32,2574,0.00,0.00,16,43.63,43.50,27.79,-3.56,0.74,194
735361,12.06,0.31,2604,0.00,0.00,16,43.98,43.50,26.84,-3.56,0.72,194
735548,12.30,0.31,2605,0.00,0.00,16,43.98,43.50,26.40,-3.56,0.72,194
735720,12.37,0.30,2612,0.00,0.00,16,44.34,43.50,26.40,-3.56,0.72,194
735908,12.37,0.28,2647,0.00,0.00,16,44.69,43.50,25.10,-3.87,0.70,194
736095,12.81,0.27,2510,0.00,0.00,16,-15.43,-16.50,22.79,-3.87,0.64,194
736267,12.18,0.29,2529,0.00,0.00,16,-14.73,-15.50,24.02,-3.56,0.64,194
736455,12.29,0.28,2435,0.00,0.00,16,-14.02,-14.50,22.06,-3.25,0.64,194
736642,12.43,0.30,2345,0.00,0.00,16,-13.67,-14.00,23.05,-2.63,0.64,194
736829,12.01,0.30,2275,0.00,0.00,16,-13.32,-13.50,22.15,-2.63,0.64,194
737001,12.03,0.31,2260,0.00,0.00,16,-12.97,-13.00,20.68,-2.32,0.64,194
737189,11.91,0.31,2227,0.00,0.00,16,-12.97,-13.00,22.69,-2.32,0.64,194
737376,12.06,0.31,2215,0.00,0.00,16,-12.97,-13.00,23.24,-2.32,0.64,194
737564,11.94,0.31,2213,0.00,0.00,16,-12.97,-13.00,22.32,-2.32,0.64,194
737736,11.99,0.31,2220,0.00,0.00,16,-12.97,-13.00,23.24,-2.32,0.64,194
737923,11.99,0.32,2230,0.00,0.00,16,-12.97,-13.00,24.03,-2.32,0.66,194
738111,11.92,0.33,2062,0.00,0.00,16,-11.91,-12.50,23.82,-1.70,0.68,194
738283,11.70,0.22,1921,0.00,0.00,16,4.96,3.50,12.27,-1.39,0.68,194
738470,14.48,0.17,1933,0.00,0.00,16,6.02,3.50,7.94,-1.39,0.68,194
738657,20.16,0.13,1892,0.00,0.00,16,8.12,5.00,7.33,-1.39,0.68,194
738829,13.11,0.09,1854,0.00,0.00,16,4.61,8.50,5.27,-1.39,0.64,194
739017,12.88,0.12,1736,0.00,0.00,16,6.02,13.00,6.88,-1.39,0.64,194
739204,15.48,0.16,1466,0.00,0.00,16,7.07,15.00,7.06,-1.39,0.64,194
739376,18.55,0.13,1236,0.00,0.00,16,7.42,15.50,5.27,-1.39,0.64,194
739564,25.70,0.11,1292,0.00,0.00,16,7.42,14.00,4.88,-1.39,0.64,194
739751,19.76,0.10,1210,0.00,0.00,16,7.42,13.00,4.14,-1.39,0.64,194
739939,16.94,0.13,1136,0.00,0.00,16,7.42,15.50,4.73,-1.08,0.64,194
740111,16.07,0.09,1190,0.00,0.00,16,7.42,13.00,3.66,-1.08,0.64,194
740298,16.13,0.22,1001,0.00,0.00,16,7.77,15.50,6.74,-1.08,0.64,194
740485,18.11,0.15,1179,0.00,0.00,16,7.42,2.00,5.72,-1.08,0.64,194
740657,15.06,0.15,1119,0.00,0.00,16,7.77,2.50,4.90,-1.08,0.64,194
740845,14.82,0.17,1155,0.00,0.00,16,7.42,3.50,6.62,-1.08,0.64,194
741032,18.33,0.16,1194,0.00,0.00,16,7.42,0.00,6.73,-1.18,0.64,194
741204,15.61,0.15,1183,0.00,0.00,16,7.42,1.00,6.07,-1.49,0.64,194
741392,15.70,0.17,1208,0.00,0.00,16,7.42,4.50,7.03,-1.49,0.64,192
741579,16.19,0.17,1262,0.00,0.00,16,7.42,-1.00,6.37,-1.49,0.64,192
741751,15.60,0.16,1250,0.00,0.00,16,7.42,0.00,6.77,-1.39,0.64,192
741939,15.49,0.15,1242,0.00,0.00,16,7.42,2.50,5.78,-1.39,0.64,192
742126,15.79,0.18,1259,0.00,0.00,16,7.42,10.00,7.57,-1.08,0.64,192
742298,15.95,0.17,1298,0.00,0.00,16,7.42,-1.00,7.10,-1.39,0.64,194
742485,14.87,0.15,1269,0.00,0.00,16,7.42,3.50,6.70,-1.39,0.64,194
742673,15.03,0.15,1264,0.00,0.00,16,7.42,4.50,6.70,-1.39,0.64,192
742845,15.54,0.16,1274,0.00,0.00,16,7.42,6.50,7.03,-1.39,0.64,192
743032,15.92,0.17,1306,0.00,0.00,16,7.42,2.50,7.21,-1.39,0.64,192
743220,15.70,0.16,1319,0.00,0.00,16,7.42,1.00,6.66,-1.39,0.64,192
743392,15.57,0.16,1315,0.00,0.00,16,7.42,3.00,6.66,-1.39,0.64,192
743579,15.36,0.15,1316,0.00,0.00,16,7.42,3.50,6.40,-1.39,0.64,192
743766,15.14,0.15,1302,0.00,0.00,16,7.42,5.50,6.29,-1.39,0.64,192
743938,15.22,0.12,1308,0.00,0.00,16,7.42,6.00,5.33,-1.39,0.64,192
744126,15.36,0.17,1220,0.00,0.00,16,7.42,14.50,6.40,-1.39,0.64,194
744313,16.65,0.15,1344,0.00,0.00,16,7.07,0.50,6.59,-1.39,0.64,192
744485,14.70,0.15,1318,0.00,0.00,16,7.07,4.50,6.73,-1.39,0.64,192
744673,14.46,0.16,1316,0.00,0.00,16,7.07,3.50,7.03,-1.39,0.64,192
744860,14.48,0.15,1339,0.00,0.00,16,7.07,5.00,6.77,-1.39,0.64,192
745032,14.39,0.15,1328,0.00,0.00,16,7.42,5.50,6.40,-1.39,0.64,192
745220,14.42,0.15,1327,0.00,0.00,16,7.42,6.00,6.51,-1.39,0.64,194
745407,14.51,0.13,1326,0.00,0.00,16,7.07,4.50,5.94,-1.39,0.64,194
745594,14.37,0.15,1298,0.00,0.00,16,7.42,10.50,6.29,-1.39,0.64,194
745766,14.82,0.13,1303,0.00,0.00,16,7.42,8.00,6.44,-1.39,0.64,194
745954,15.09,0.14,1279,0.00,0.00,16,7.42,11.00,6.11,-1.39,0.64,194
746126,15.01,0.13,1303,0.00,0.00,16,7.42,7.00,5.98,-1.39,0.64,194
746313,15.03,0.14,1260,0.00,0.00,16,7.42,7.50,6.04,-1.39,0.64,194
746501,14.90,0.14,1307,0.00,0.00,16,7.42,8.00,6.11,-1.39,0.64,194
746688,14.98,0.14,1294,0.00,0.00,16,7.42,8.00,5.91,-1.39,0.64,194
746860,14.59,0.14,1284,0.00,0.00,16,7.42,8.50,5.98,-1.39,0.64,194
747048,14.58,0.14,1290,0.00,0.00,16,7.42,7.50,5.91,-1.39,0.64,194
747235,14.82,0.14,1273,0.00,0.00,16,7.42,9.00,5.98,-1.39,0.64,194
747407,14.74,0.14,1262,0.00,0.00,16,7.42,7.00,5.78,-1.39,0.64,194
747594,14.70,0.14,1265,0.00,0.00,16,7.42,8.50,5.91,-1.39,0.64,194
747782,14.53,0.14,1264,0.00,0.00,16,7.42,7.00,5.74,-1.39,0.64,194
747954,14.39,0.13,1279,0.00,0.00,16,7.42,6.50,5.65,-1.39,0.64,194
748141,14.51,0.13,1262,0.00,0.00,16,7.42,8.00,5.46,-1.39,0.64,194
748329,14.72,0.13,1252,0.00,0.00,16,7.42,9.00,5.72,-1.39,0.64,194
748501,14.77,0.14,1252,0.00,0.00,16,7.42,8.50,5.72,-1.39,0.64,194
748688,14.53,0.12,1257,0.00,0.00,16,7.42,8.00,5.40,-1.39,0.64,194
748875,14.18,0.13,1236,0.00,0.00,16,7.42,9.50,5.59,-1.39,0.64,194
749047,14.53,0.13,1247,0.00,0.00,16,7.42,9.50,5.49,-1.39,0.64,194
749235,14.74,0.13,1236,0.00,0.00,16,7.42,9.00,5.46,-1.39,0.64,194
749422,14.39,0.13,1243,0.00,0.00,16,7.42,8.00,5.40,-1.39,0.64,194
749610,14.28,0.13,1232,0.00,0.00,16,7.42,9.00,5.49,-1.39,0.64,194
749782,14.32,0.13,1238,0.00,0.00,16,7.42,8.00,5.23,-1.39,0.64,194
749969,14.20,0.14,1222,0.00,0.00,16,7.42,9.50,5.52,-1.39,0.64,194
750157,14.18,0.13,1228,0.00,0.00,16,7.42,8.00,5.40,-1.39,0.64,194
750333,14.41,0.13,1218,0.00,0.00,16,7.42,9.50,5.43,-1.39,0.64,194
750521,14.44,0.13,1224,0.00,0.00,16,7.42,8.00,5.33,-1.39,0.64,194
750693,14.56,0.13,1212,0.00,0.00,16,7.42,7.50,5.23,-1.39,0.64,194
750880,14.53,0.13,1205,0.00,0.00,16,7.42,8.00,5.33,-1.39,0.64,194
751067,14.58,0.13,1222,0.00,0.00,16,7.42,7.00,5.33,-1.39,0.64,194
751240,14.51,0.13,1207,0.00,0.00,16,7.42,8.00,5.33,-1.08,0.64,194
751427,14.49,0.13,1210,0.00,0.00,16,7.42,9.00,5.40,-1.39,0.64,194
751614,14.53,0.13,1211,0.00,0.00,16,7.42,8.50,5.40,-1.39,0.64,194
754398,14.63,0.14,1215,0.00,0.00,16,7.42,7.00,5.78,-1.39,0.64,194
754585,14.58,0.14,1220,0.00,0.00,16,7.42,7.00,5.78,-1.39,0.64,194
754757,14.42,0.14,1213,0.00,0.00,16,7.42,6.50,5.68,-1.39,0.64,194
754944,14.56,0.14,1228,0.00,0.00,16,7.42,5.50,5.62,-1.39,0.64,194
755116,14.56,0.14,1222,0.00,0.00,16,7.42,7.00,5.65,-1.39,0.64,194
755304,14.81,0.14,1229,0.00,0.00,16,7.42,6.00,5.65,-1.39,0.64,194
755491,14.79,0.14,1218,0.00,0.00,16,7.42,7.00,5.65,-1.39,0.64,194
755679,14.77,0.14,1227,0.00,0.00,16,7.42,7.00,5.65,-1.39,0.64,194
755851,14.82,0.14,1224,0.00,0.00,16,7.42,7.00,5.65,-1.39,0.64,194
756038,14.89,0.14,1217,0.00,0.00,16,7.42,7.50,5.68,-1.39,0.64,196
756226,14.85,0.14,1218,0.00,0.00,16,7.42,7.00,5.65,-1.39,0.64,196
756397,14.77,0.14,1217,0.00,0.00,16,7.42,7.50,5.72,-1.39,0.64,196
756601,14.79,0.14,1221,0.00,0.00,16,7.42,7.50,5.65,-1.39,0.64,196
756772,14.70,0.14,1223,0.00,0.00,16,7.42,7.50,5.62,-1.39,0.64,196
756960,14.67,0.14,1222,0.00,0.00,16,10.59,10.00,5.59,-1.39,0.64,196
757147,14.70,0.14,1229,0.00,0.00,16,10.59,9.50,5.59,-1.39,0.64,196
757335,14.79,0.13,1241,0.00,0.00,16,10.59,8.50,5.59,-1.39,0.64,196
757507,15.07,0.14,1227,0.00,0.00,16,10.59,9.50,5.65,-1.39,0.64,196
757694,15.24,0.14,1240,0.00,0.00,16,10.59,9.50,5.65,-1.39,0.64,196
757882,15.22,0.14,1242,0.00,0.00,16,10.59,9.50,5.65,-1.39,0.64,196
758058,15.03,0.13,1252,0.00,0.00,16,10.59,8.50,5.52,-1.39,0.64,196
758246,14.95,0.13,1245,0.00,0.00,16,10.59,9.50,5.59,-1.39,0.64,196
758418,14.98,0.13,1248,0.00,0.00,16,10.59,9.50,5.59,-1.39,0.64,196
758605,15.03,0.13,1246,0.00,0.00,16,10.59,10.50,5.59,-1.39,0.64,196
758792,15.06,0.13,1262,0.00,0.00,16,10.59,9.00,5.46,-1.39,0.64,196
758969,15.03,0.13,1264,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,196
759157,15.01,0.13,1276,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,196
759328,14.95,0.13,1278,0.00,0.00,16,10.59,9.50,5.40,-1.39,0.64,196
759516,14.70,0.12,1269,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,196
759703,14.65,0.13,1266,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,196
759891,14.65,0.12,1276,0.00,0.00,16,10.59,9.00,5.27,-1.39,0.64,196
760063,14.56,0.12,1265,0.00,0.00,16,10.59,9.00,5.14,-1.39,0.64,196
760250,14.37,0.12,1256,0.00,0.00,16,10.59,9.00,5.14,-1.39,0.64,196
760438,14.55,0.12,1258,0.00,0.00,16,10.59,11.00,5.14,-1.39,0.64,196
760625,14.72,0.12,1251,0.00,0.00,16,10.59,10.00,5.08,-1.39,0.64,196
760797,14.63,0.12,1238,0.00,0.00,16,10.59,12.50,5.04,-1.39,0.64,196
761000,14.58,0.12,1238,0.00,0.00,16,10.59,11.50,5.04,-1.39,0.64,196
761156,14.63,0.12,1227,0.00,0.00,16,10.59,11.50,5.08,-1.39,0.64,196
761344,14.58,0.12,1230,0.00,0.00,16,10.59,12.00,4.97,-1.39,0.64,196
761531,14.45,0.12,1235,0.00,0.00,16,10.59,11.00,4.95,-1.39,0.64,196
761719,14.53,0.13,1225,0.00,0.00,16,10.59,10.50,5.10,-1.39,0.64,196
761891,14.59,0.14,1240,0.00,0.00,16,10.59,9.00,5.98,-1.39,0.68,196
762078,14.54,0.15,1269,0.00,0.00,16,11.64,7.00,6.18,-1.39,0.70,196
762266,14.05,0.16,1327,0.00,0.00,16,14.45,13.00,7.14,-1.39,0.70,196
762438,13.74,0.16,1428,0.00,0.00,16,19.38,17.50,7.78,-1.39,0.72,196
762625,14.00,0.16,1498,0.00,0.00,16,24.30,21.00,8.19,-1.39,0.74,196
762812,14.69,0.17,1532,0.00,0.00,16,27.46,27.00,8.44,-1.39,0.74,196
762984,15.06,0.18,1546,0.00,0.00,16,27.81,27.00,8.69,-1.39,0.74,196
763172,14.97,0.19,1545,0.00,0.00,16,28.16,27.50,9.75,-1.39,0.76,196
763359,14.65,0.20,1551,0.00,0.00,16,28.52,28.00,10.08,-1.39,0.78,196
763547,13.91,0.20,1532,0.00,0.00,16,28.16,27.50,10.23,-1.39,0.78,196
763719,13.85,0.22,1510,0.00,0.00,16,28.16,27.50,10.74,-1.39,0.80,196
763906,14.06,0.25,1504,0.00,0.00,16,29.22,28.50,11.98,-1.39,0.82,196
764094,13.72,0.26,1528,0.00,0.00,16,29.22,28.50,12.79,-1.39,0.82,196
764266,13.77,0.26,1521,0.00,0.00,16,29.57,28.50,13.19,-1.39,0.82,196
764453,13.89,0.26,1528,0.00,0.00,16,29.57,29.00,13.43,-1.39,0.82,196
764641,13.95,0.21,1598,0.00,0.00,16,24.30,22.50,9.00,-1.39,0.64,198
764812,13.00,0.13,1728,0.00,0.00,16,8.12,7.50,5.62,-1.39,0.64,198
765000,12.53,0.11,1619,0.00,0.00,16,6.37,4.00,5.94,-1.39,0.64,198
765187,13.09,0.12,1538,0.00,0.00,16,6.72,11.50,6.07,-1.39,0.64,198
765375,13.89,0.15,1510,0.00,0.00,16,8.48,13.50,7.54,-1.39,0.70,198
765562,13.88,0.15,1538,0.00,0.00,16,13.40,10.50,7.62,-1.39,0.72,198
765734,13.24,0.18,1533,0.00,0.00,16,20.43,17.00,8.91,-1.39,0.76,198
765922,14.22,0.21,1586,0.00,0.00,16,29.57,28.50,10.94,-1.39,0.80,198
766096,14.39,0.21,1674,0.00,0.00,16,31.33,30.50,11.60,-1.39,0.80,198
766284,14.14,0.22,1693,0.00,0.00,16,31.68,31.00,12.35,-1.39,0.82,198
766471,14.28,0.24,1653,0.00,0.00,16,29.92,30.00,12.74,-1.39,0.82,198
766643,14.18,0.25,1555,0.00,0.00,16,29.22,28.50,12.79,-1.39,0.82,198
766831,13.74,0.27,1467,0.00,0.00,16,29.57,29.00,13.12,-1.39,0.82,198
767018,13.30,0.28,1405,0.00,0.00,16,29.92,29.00,13.31,-1.39,0.82,198
767190,13.47,0.29,1392,0.00,0.00,16,29.92,29.50,13.43,-1.39,0.82,198
767378,13.92,0.27,1464,0.00,0.00,16,29.57,29.50,13.56,-1.39,0.82,198
767565,14.39,0.26,1581,0.00,0.00,16,29.92,29.00,13.69,-1.39,0.82,198
767737,14.77,0.25,1709,0.00,0.00,16,32.73,30.50,14.33,-1.39,0.84,198
767924,14.80,0.24,1792,0.00,0.00,16,34.49,33.00,14.01,-1.39,0.84,198
768112,14.17,0.23,1837,0.00,0.00,16,35.90,34.00,14.14,-1.39,0.84,198
768284,14.12,0.24,1946,0.00,0.00,16,38.71,37.00,15.53,-1.39,0.88,198
768471,14.16,0.29,2034,0.00,0.00,16,40.82,39.50,19.51,-1.70,0.94,198
768659,13.58,0.29,2153,0.00,0.00,16,42.23,40.50,21.10,-2.01,0.96,198
768831,14.12,0.30,2278,0.00,0.00,16,43.63,42.50,21.62,-2.32,0.96,198
769018,14.20,0.30,2370,0.00,0.00,16,44.69,43.50,23.93,-2.94,0.96,198
769205,13.54,0.30,2526,0.00,0.00,16,44.34,43.50,25.40,-3.25,0.96,198
769393,13.52,0.30,2631,0.00,0.00,16,43.98,43.50,26.40,-3.87,0.96,198
769565,13.36,0.29,2796,0.00,0.00,16,43.63,43.00,27.26,-4.18,0.96,198
769752,13.14,0.28,2884,0.00,0.00,16,43.98,43.50,27.47,-4.18,0.94,198
769924,13.01,0.27,2988,0.00,0.00,16,44.34,43.50,26.52,-4.18,0.94,198
770112,13.02,0.20,3057,0.00,0.00,16,43.28,43.50,18.04,-4.18,0.64,198
770299,11.56,0.11,2976,0.00,0.00,16,16.91,20.00,10.48,-4.18,0.64,198
770487,12.04,0.14,2740,0.00,0.00,16,5.31,6.00,12.20,-4.18,0.64,198
770659,16.27,0.14,2506,0.00,0.00,16,4.26,4.50,11.82,-3.56,0.64,198
770846,23.57,0.14,2175,0.00,0.00,16,3.55,3.50,9.75,-2.01,0.64,198
771033,23.60,0.13,1922,0.00,0.00,16,4.61,3.50,8.52,-1.39,0.64,198
771205,23.39,0.15,1634,0.00,0.00,16,6.37,13.00,8.23,-1.39,0.64,198
771393,23.87,0.17,1335,0.00,0.00,16,7.42,15.00,7.41,-1.39,0.64,198
771580,24.00,0.15,1285,0.00,0.00,16,7.07,15.50,6.73,-1.39,0.64,198
771757,23.79,0.15,1370,0.00,0.00,16,7.07,5.00,5.98,-1.39,0.68,198
771944,18.74,0.16,1433,0.00,0.00,16,11.29,9.50,7.50,-1.39,0.72,198
772116,14.95,0.14,1698,0.00,0.00,16,18.67,13.50,8.23,-1.39,0.74,198
772304,14.69,0.16,1754,0.00,0.00,16,28.52,24.00,9.39,-1.39,0.76,198
772491,15.60,0.17,1751,0.00,0.00,16,32.03,30.50,9.56,-1.39,0.78,198
772663,14.95,0.23,1772,0.00,0.00,16,33.79,32.00,13.21,-1.39,0.84,198
772851,13.84,0.25,1772,0.00,0.00,16,34.49,33.00,14.86,-1.39,0.88,198
773038,13.19,0.30,1820,0.00,0.00,16,36.60,35.50,18.49,-1.39,0.94,198
773225,13.30,0.32,1876,0.00,0.00,16,38.01,37.00,19.58,-1.08,0.98,198
773397,14.25,0.37,1933,0.00,0.00,16,38.01,38.00,22.86,-0.15,1.02,198
773585,13.89,0.36,1979,0.00,0.00,16,38.71,38.00,24.33,0.77,1.04,198
773772,14.06,0.39,2056,0.00,0.00,16,37.30,38.00,26.52,1.08,1.08,198
773944,13.90,0.38,2130,0.00,0.00,16,38.01,38.00,26.52,1.39,1.10,198
774132,14.06,0.40,2162,0.00,0.00,16,36.95,35.50,29.71,1.70,1.10,198
