Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
1508921,-0.78,14.81,0.18,0.00,4.09,0.00,6.96,9.80,38.82,-2.11,5.49
1509093,0.78,15.16,0.18,0.00,3.82,0.00,6.82,9.97,38.82,-2.11,5.49
1509266,3.12,15.62,0.19,0.00,4.23,0.00,6.82,10.79,38.82,-2.11,5.49
1509439,1.56,14.93,0.19,0.00,4.19,0.00,6.67,10.38,38.82,-2.11,5.49
1509611,3.12,15.04,0.20,0.00,4.54,0.00,6.67,10.33,38.82,-2.11,5.49
1512395,0.00,17.57,0.10,0.00,0.00,0.00,3.63,5.61,38.82,-2.11,0.00
1512567,0.00,21.25,0.10,0.00,0.00,0.00,3.77,5.19,38.82,-2.11,0.00
1512740,0.00,25.61,0.10,0.00,0.00,0.00,3.92,5.13,38.82,-2.11,0.00
1512912,0.00,23.66,0.10,0.00,0.00,0.00,4.06,5.32,38.82,-2.11,0.00
1513085,0.00,23.66,0.08,0.00,0.00,0.00,4.06,4.66,38.82,-1.80,0.00
1513257,0.00,23.66,0.09,0.00,0.00,0.00,3.92,4.39,38.82,-1.80,0.00
1513432,0.00,23.89,0.09,0.00,0.00,0.00,3.92,4.44,38.82,-1.80,0.00
1513604,0.00,23.66,0.12,0.00,2.71,0.00,4.06,5.71,38.82,-1.80,1.57
1513777,0.00,23.66,0.14,0.00,2.73,0.00,4.50,6.00,38.82,-1.80,1.96
1513950,0.00,20.90,0.13,0.00,2.64,0.00,4.64,5.83,38.82,-1.80,1.96
1514122,0.00,15.73,0.12,0.00,2.48,0.00,4.64,5.80,38.82,-1.80,1.96
1514294,-0.78,14.70,0.12,0.00,2.67,0.00,4.79,5.81,38.82,-1.80,1.96
1514466,-0.78,14.70,0.13,0.00,2.70,0.00,4.79,5.90,38.82,-1.80,1.96
1514643,-0.78,14.59,0.12,0.00,2.73,0.00,4.79,5.41,38.82,-1.80,1.96
1514815,-0.78,14.81,0.12,0.00,2.67,0.00,4.79,5.41,38.82,-1.80,1.96
1514988,1.56,15.50,0.12,0.00,2.65,0.00,4.79,5.41,38.82,-1.80,1.96
1515161,2.34,16.08,0.13,0.00,2.62,0.00,4.79,5.96,38.82,-1.49,1.96
1515333,1.56,15.39,0.13,0.00,2.66,0.00,4.93,5.87,38.82,-1.80,1.96
1515505,0.00,14.47,0.11,0.00,2.37,0.00,4.93,5.61,38.82,-1.49,1.96
1515681,-0.78,13.78,0.13,0.00,2.66,0.00,4.93,5.90,38.82,-1.80,1.96
1515851,-0.78,14.24,0.13,0.00,2.92,0.00,4.93,6.04,38.82,-1.80,1.96
1516024,-0.78,14.36,0.12,0.00,2.35,0.00,4.93,5.19,38.82,-1.80,1.96
1516197,-1.56,13.78,0.12,0.00,2.67,0.00,4.93,5.77,38.82,-1.80,1.96
1516369,-2.34,13.32,0.13,0.00,2.63,0.00,4.93,6.07,38.82,-1.80,1.96
1516541,-2.34,13.78,0.12,0.00,2.58,0.00,4.93,5.72,38.82,-1.80,1.96
1516714,-3.12,13.67,0.13,0.00,2.68,0.00,4.93,5.52,38.82,-1.80,1.96
1516888,-3.91,13.44,0.12,0.00,2.95,0.00,4.93,5.74,38.82,-1.80,1.96
1517061,-4.69,13.67,0.13,0.00,2.65,0.00,4.93,6.15,38.82,-1.80,1.96
1517232,-3.91,14.24,0.13,0.00,2.64,0.00,4.93,6.00,38.82,-1.80,1.96
1517405,-4.69,14.24,0.13,0.00,2.62,0.00,4.93,5.80,38.82,-1.80,1.96
1517577,-3.91,14.59,0.13,0.00,2.66,0.00,4.93,5.83,38.82,-1.80,1.96
1517750,-4.69,14.36,0.13,0.00,2.64,0.00,4.93,5.83,38.82,-1.80,1.96
1517924,-3.91,14.47,0.13,0.00,2.60,0.00,4.93,5.71,38.82,-1.49,1.18
1518097,-3.12,15.16,0.11,0.00,2.37,0.00,4.64,3.69,38.82,-1.49,0.00
1518269,-4.69,14.01,0.09,0.00,2.05,0.00,3.92,3.58,38.82,-1.49,0.00
1518442,-7.03,12.75,0.09,0.00,2.23,0.00,3.77,4.36,38.82,-1.49,0.00
1518614,-7.03,13.44,0.10,0.00,2.32,0.00,3.63,4.20,38.82,-1.80,0.00
1518788,-6.25,14.24,0.08,0.00,2.00,0.00,3.77,3.78,38.82,-1.49,0.00
1518961,-6.25,14.24,0.10,0.00,2.21,0.00,3.77,4.39,38.82,-1.49,0.00
1519135,-5.47,14.93,0.10,0.00,1.63,0.00,3.63,4.22,38.82,-1.49,0.00
1519308,-6.25,14.59,0.10,0.00,2.08,0.00,3.77,4.39,38.82,-1.49,0.00
1519481,-7.81,13.90,0.10,0.00,2.06,0.00,3.77,4.14,38.82,-1.49,0.00
1519653,-9.38,12.86,0.11,0.00,1.94,0.00,3.92,4.22,38.82,-1.18,0.00
1519825,-10.94,12.75,0.11,0.00,1.97,0.00,4.06,4.09,38.82,-1.18,0.00
1519997,-11.72,12.63,0.11,0.00,1.78,0.00,4.06,3.85,38.82,-1.18,0.00
1520171,-12.50,12.86,0.12,0.00,1.74,0.00,4.35,3.95,38.82,-1.18,0.00
1520344,-11.72,13.44,0.11,0.00,1.75,0.00,4.50,3.65,38.82,-1.18,0.00
1520516,-10.94,14.24,0.13,0.00,1.84,0.00,4.50,3.91,38.82,-1.18,0.00
1520688,-10.94,14.70,0.12,0.00,1.71,0.00,4.79,4.09,38.82,-1.18,0.00
1520861,-10.94,15.04,0.12,0.00,1.61,0.00,4.79,3.45,38.82,-1.18,0.00
1521034,-10.94,14.70,0.20,0.00,2.54,0.00,5.08,6.48,38.82,-1.18,3.53
1521207,-11.72,14.81,0.27,0.00,3.51,0.00,6.82,8.23,38.82,-1.18,5.10
1521382,-19.53,12.75,0.32,0.00,3.75,0.00,8.85,11.40,38.82,-1.18,6.67
1521553,-22.66,12.40,0.29,0.00,3.60,0.00,10.16,10.99,38.82,-1.18,6.67
1521726,-15.62,14.01,0.31,0.00,3.91,0.00,10.88,11.25,38.82,-1.18,7.06
1521899,-8.59,15.85,0.39,0.00,4.37,0.00,10.88,11.61,38.82,-1.49,7.06
1522072,-10.94,15.62,0.29,0.00,4.60,0.00,10.45,11.51,38.82,-1.49,7.06
1522246,-8.59,14.81,0.28,0.00,3.54,0.00,10.59,10.94,38.82,-1.18,7.06
1522417,-12.50,14.70,0.27,0.00,3.66,0.00,10.30,8.14,38.82,-1.18,3.53
1522590,-5.47,16.54,0.19,0.00,2.75,0.00,7.25,4.69,38.82,-1.18,0.00
1522762,-6.25,14.70,0.13,0.00,2.24,0.00,5.37,4.03,38.82,-1.49,0.00
1522936,-6.25,14.24,0.11,0.00,2.08,0.00,5.22,4.75,38.82,-1.18,0.00
1523108,-6.25,14.70,0.10,0.00,1.72,0.00,4.50,4.00,38.82,-1.49,0.00
1523279,-5.47,15.16,0.12,0.00,1.93,0.00,4.50,4.44,38.82,-1.18,0.00
1523452,-3.12,16.65,0.11,0.00,1.91,0.00,4.50,4.14,38.82,-1.18,0.39
1523625,-6.25,15.27,0.20,0.00,3.04,0.00,4.93,6.81,38.82,-1.18,3.14
1523798,-14.84,13.21,0.19,0.00,2.91,0.00,5.80,7.82,38.82,-1.18,3.53
1523971,-17.97,12.29,0.16,0.00,2.71,0.00,6.24,7.82,38.82,-1.80,3.53
1524144,-9.38,14.47,0.18,0.00,3.20,0.00,5.95,8.27,38.82,-1.80,5.10
1524315,-3.91,16.42,0.21,0.00,4.00,0.00,6.38,10.79,38.82,-2.11,5.88
1524489,-10.16,15.16,0.24,0.00,4.21,0.00,7.11,11.19,38.82,-2.11,6.27
1524662,-9.38,14.47,0.31,0.00,4.23,0.00,8.27,11.66,38.82,-1.49,7.06
1524835,-13.28,13.44,0.36,0.00,4.88,0.00,9.58,14.54,38.82,-1.49,9.02
1525006,-10.16,14.01,0.42,0.00,5.45,0.00,11.32,16.32,38.82,-1.49,12.16
1525180,-7.03,15.39,0.41,0.00,5.54,0.00,12.48,17.02,38.82,-1.49,13.73
1525352,-3.91,16.08,0.42,0.00,6.51,0.00,13.06,19.27,38.82,-1.18,16.08
1525529,-2.34,15.96,0.41,0.00,6.37,0.00,13.35,19.34,38.82,-1.18,16.47
1525700,0.78,16.42,0.42,0.00,7.33,0.00,13.49,20.94,38.82,-0.89,16.86
1525873,0.78,15.62,0.42,0.00,7.25,0.00,13.49,21.36,38.82,-0.89,16.86
1526046,3.91,15.62,0.43,0.00,7.91,0.00,13.49,22.60,38.82,-0.89,17.25
1526218,3.12,15.27,0.43,0.00,8.18,0.00,13.64,23.65,38.82,-0.89,17.65
1526391,3.91,15.16,0.43,0.00,8.42,0.00,13.64,24.51,38.82,-0.58,17.65
1526564,4.69,15.16,0.44,0.00,9.25,0.00,13.64,25.78,38.82,-0.58,17.65
1526738,5.47,14.93,0.44,0.00,9.73,0.00,13.64,27.34,38.82,-0.58,18.04
1526911,5.47,15.04,0.44,0.00,10.31,0.00,13.78,28.28,38.82,-0.58,18.43
1527085,5.47,14.70,0.45,0.00,10.75,0.00,13.78,29.57,38.82,-0.27,18.43
1527255,4.69,14.59,0.43,0.00,10.85,0.00,13.78,30.00,38.82,-0.27,18.43
1527429,5.47,14.70,0.43,0.00,10.83,0.00,13.78,30.66,38.82,-0.27,18.43
1527600,4.69,14.70,0.43,0.00,11.23,0.00,13.78,31.43,38.82,0.04,18.04
1527776,5.47,14.81,0.41,0.00,11.06,0.00,13.49,30.88,38.82,-0.89,16.47
1527945,5.47,14.81,0.39,0.00,10.83,0.00,12.91,30.12,38.82,-1.80,12.94
1528118,2.34,13.90,0.34,0.00,9.14,0.00,11.75,26.82,38.82,-3.64,12.55
1528290,4.69,14.70,0.29,0.00,9.19,0.00,10.45,22.79,38.82,-3.64,9.41
1528462,1.56,14.13,0.26,0.00,7.78,0.00,8.71,19.42,38.82,-3.64,6.67
1528635,-0.78,13.78,0.20,0.00,6.23,0.00,7.25,12.85,38.82,-3.64,3.92
1528809,-7.03,13.09,0.14,0.00,4.68,0.00,5.22,10.13,38.82,-3.64,2.35
1528979,-7.81,13.55,0.15,0.00,4.17,0.00,4.35,11.77,38.82,-3.64,1.96
1529151,-14.06,12.86,0.15,0.00,4.73,0.00,4.06,12.14,38.82,-3.64,1.96
1529324,-23.44,11.94,0.14,0.00,4.17,0.00,3.77,11.71,38.82,-3.64,1.18
1529497,0.00,12.40,0.14,0.00,3.64,0.00,3.77,11.04,38.82,-3.64,1.18
1529669,0.00,14.47,0.13,0.00,0.00,0.00,3.63,10.45,38.82,-3.64,1.18
1529843,0.00,12.98,0.14,0.00,0.00,0.00,3.63,10.33,38.82,-3.64,1.18
1530014,0.00,16.42,0.11,0.00,0.00,0.00,3.77,9.17,38.82,-3.64,1.18
1530186,0.00,23.77,0.11,0.00,0.00,0.00,3.92,7.90,38.82,-3.64,1.18
1530358,0.00,23.54,0.10,0.00,0.00,0.00,3.92,8.03,38.82,-3.35,1.18
1530531,0.00,23.89,0.10,0.00,0.00,0.00,3.92,7.66,38.82,-3.35,1.18
1530703,0.00,23.54,0.10,0.00,3.37,0.00,3.92,7.46,38.82,-3.35,1.18
1530875,0.00,23.43,0.11,0.00,3.85,0.00,3.77,8.19,38.82,-3.35,1.57
1531050,0.00,17.00,0.11,0.00,3.76,0.00,3.63,7.82,38.82,-3.35,2.35
1531220,-10.94,12.29,0.12,0.00,3.82,0.00,3.92,8.91,38.82,-3.35,3.14
1531392,-16.41,11.83,0.11,0.00,3.29,0.00,4.06,8.52,38.82,-3.35,3.53
1531565,-14.84,13.09,0.12,0.00,3.30,0.00,4.35,8.52,38.82,-3.35,3.92
1531737,-10.94,15.04,0.12,0.00,3.76,0.00,4.50,9.35,38.82,-3.35,4.31
1531909,-9.38,15.27,0.14,0.00,3.74,0.00,4.64,9.80,38.82,-3.35,5.10
1532082,-7.81,15.39,0.15,0.00,4.20,0.00,5.08,10.74,38.82,-3.35,5.49
1532256,-8.59,14.93,0.14,0.00,4.68,0.00,5.51,11.35,38.82,-3.35,5.88
1532427,-8.59,14.70,0.17,0.00,4.70,0.00,5.66,12.04,38.82,-3.35,6.27
1532599,-6.25,15.04,0.17,0.00,4.64,0.00,5.95,12.19,38.82,-3.35,6.67
1532772,-5.47,15.16,0.17,0.00,4.69,0.00,6.09,12.79,38.82,-3.35,6.67
1532944,-4.69,15.16,0.18,0.00,4.72,0.00,6.24,12.59,38.82,-3.35,6.67
1533116,-3.12,15.16,0.17,0.00,5.18,0.00,6.24,12.75,38.82,-3.35,6.67
1533288,-2.34,15.04,0.17,0.00,4.69,0.00,6.24,12.59,38.82,-3.35,6.67
1533466,0.00,15.27,0.17,0.00,5.17,0.00,6.24,13.07,38.82,-3.35,6.67
1533635,0.00,15.16,0.18,0.00,5.19,0.00,6.24,13.31,38.82,-3.35,6.67
1533808,-0.78,14.59,0.18,0.00,5.22,0.00,6.24,13.31,38.82,-3.35,6.67
1533981,0.00,14.70,0.18,0.00,5.23,0.00,6.24,13.36,38.82,-3.35,6.67
1534153,0.78,14.70,0.18,0.00,5.25,0.00,6.38,13.36,38.82,-3.35,6.67
1534326,1.56,15.04,0.17,0.00,5.24,0.00,6.38,13.42,38.82,-3.35,6.67
1534498,3.91,15.04,0.18,0.00,5.28,0.00,6.38,13.48,38.82,-3.35,6.67
1534676,4.69,15.16,0.18,0.00,5.34,0.00,6.38,13.84,38.82,-3.35,6.67
1534850,4.69,14.70,0.18,0.00,5.29,0.00,6.38,13.95,38.82,-3.35,6.67
1535023,5.47,14.70,0.18,0.00,5.27,0.00,6.24,13.36,38.82,-3.35,6.67
1535195,6.25,15.04,0.18,0.00,5.32,0.00,6.24,13.78,38.82,-3.35,6.67
1535369,7.03,15.04,0.18,0.00,5.43,0.00,6.09,13.42,38.82,-3.35,6.27
1535540,7.81,14.81,0.17,0.00,4.93,0.00,6.09,13.12,38.82,-3.35,6.27
1535712,7.81,14.81,0.17,0.00,4.98,0.00,6.09,12.96,38.82,-3.64,5.88
1535889,8.59,14.81,0.16,0.00,4.95,0.00,5.95,12.90,38.82,-3.35,5.88
1536059,9.38,14.70,0.16,0.00,4.93,0.00,5.80,12.31,38.82,-3.35,5.49
1536232,8.59,14.59,0.13,0.00,4.43,0.00,5.51,10.03,38.82,-3.35,3.92
1536404,9.38,14.70,0.13,0.00,3.93,0.00,4.93,9.88,38.82,-3.64,3.92
1536577,10.16,14.81,0.12,0.00,3.98,0.00,4.64,9.44,38.82,-3.35,3.92
1536752,9.38,14.47,0.12,0.00,3.93,0.00,4.64,9.88,38.82,-3.35,3.92
1536924,8.59,14.36,0.13,0.00,3.91,0.00,4.50,9.53,38.82,-3.64,3.53
1537096,7.03,14.01,0.12,0.00,3.92,0.00,4.50,9.31,38.82,-3.35,3.53
1537270,5.47,14.01,0.12,0.00,3.92,0.00,4.35,9.17,38.82,-3.35,3.14
1537442,3.12,14.01,0.11,0.00,3.88,0.00,4.21,8.60,38.82,-3.35,3.14
1537613,3.12,13.90,0.11,0.00,3.90,0.00,4.21,8.44,38.82,-3.35,3.14
1537786,2.34,14.13,0.11,0.00,3.40,0.00,4.06,8.14,38.82,-3.35,2.75
1537958,0.78,14.24,0.10,0.00,3.34,0.00,4.06,7.98,38.82,-3.35,2.75
1538132,0.78,14.24,0.10,0.00,3.34,0.00,4.06,7.57,38.82,-3.35,2.75
1538304,1.56,14.47,0.10,0.00,3.33,0.00,3.92,7.82,38.82,-3.35,2.75
1538477,0.78,14.47,0.10,0.00,3.33,0.00,3.92,7.32,38.82,-3.35,2.75
1538652,2.34,14.70,0.10,0.00,3.30,0.00,3.92,7.21,38.82,-3.35,2.75
1538821,3.12,14.81,0.10,0.00,3.29,0.00,3.92,7.06,38.82,-3.35,2.75
1538996,3.12,14.81,0.09,0.00,3.27,0.00,3.77,6.44,38.82,-3.35,1.57
1539170,0.00,14.59,0.09,0.00,0.00,0.00,3.48,5.83,38.82,-3.35,0.78
1539342,0.00,15.73,0.09,0.00,0.00,0.00,3.48,6.55,38.82,-3.04,0.78
1539515,0.00,20.10,0.09,0.00,0.00,0.00,3.63,6.18,38.82,-3.04,0.78
1539687,0.00,23.89,0.09,0.00,0.00,0.00,3.92,6.26,38.82,-3.04,0.78
1539860,0.00,23.89,0.09,0.00,0.00,0.00,3.92,6.15,38.82,-3.04,0.78
1540031,0.00,23.89,0.09,0.00,0.00,0.00,3.92,6.07,38.82,-3.04,0.78
1540205,0.00,24.00,0.09,0.00,0.00,0.00,4.06,6.11,38.82,-3.04,0.78
1540379,0.00,23.66,0.09,0.00,0.00,0.00,4.06,6.15,38.82,-2.73,0.78
1540552,0.00,24.00,0.09,0.00,0.00,0.00,4.06,6.07,38.82,-2.73,0.78
1540725,0.00,23.77,0.10,0.00,0.00,0.00,3.92,6.11,38.82,-2.73,0.78
1540896,0.00,23.77,0.10,0.00,0.00,0.00,3.92,6.29,38.82,-2.73,0.78
1541069,0.00,23.89,0.10,0.00,0.00,0.00,3.92,6.07,38.82,-2.73,0.78
1541243,0.00,24.00,0.10,0.00,0.00,0.00,3.92,6.18,38.82,-2.73,0.78
1541416,0.00,24.00,0.10,0.00,0.00,0.00,3.92,6.26,38.82,-2.73,0.78
1541588,0.00,23.77,0.10,0.00,0.00,0.00,3.92,6.18,38.82,-2.42,0.78
1541761,0.00,23.77,0.10,0.00,0.00,0.00,3.92,6.04,38.82,-2.42,0.78
1541933,0.00,24.00,0.11,0.00,0.00,0.00,3.92,6.18,38.82,-2.42,0.78
1542106,0.00,23.77,0.11,0.00,0.00,0.00,3.92,6.18,38.82,-2.42,0.78
1542278,0.00,23.89,0.11,0.00,0.00,0.00,4.06,6.18,38.82,-2.42,0.78
1542454,0.00,23.77,0.11,0.00,0.00,0.00,4.06,6.26,38.82,-2.42,0.78
1542625,0.00,23.89,0.11,0.00,0.00,0.00,4.21,6.26,38.82,-2.42,0.78
1542802,0.00,24.00,0.11,0.00,0.00,0.00,4.21,6.18,38.82,-2.11,0.78
1542977,0.00,23.66,0.11,0.00,0.00,0.00,4.35,5.96,38.82,-2.11,0.78
1543149,0.00,23.89,0.10,0.00,0.00,0.00,4.21,5.00,38.82,-2.11,0.00
1543322,0.00,23.89,0.08,0.00,0.00,0.00,4.06,4.48,38.82,-2.11,0.00
1543496,0.00,23.54,0.10,0.00,0.00,0.00,4.06,4.91,38.82,-2.11,0.00
1543667,0.00,23.77,0.10,0.00,0.00,0.00,4.06,5.10,38.82,-2.11,0.00
1543841,0.00,23.89,0.10,0.00,0.00,0.00,4.06,4.85,38.82,-1.80,0.00
1544014,0.00,23.54,0.09,0.00,0.00,0.00,3.92,4.53,38.82,-1.80,0.00
1544186,0.00,23.54,0.10,0.00,0.00,0.00,3.77,4.44,38.82,-1.80,0.00
1544358,0.00,23.89,0.09,0.00,0.00,0.00,3.77,4.14,38.82,-1.80,0.00
1544532,0.00,23.77,0.10,0.00,2.07,0.00,3.92,4.50,38.82,-1.80,0.00
1544708,0.00,23.89,0.10,0.00,2.08,0.00,3.92,4.63,38.82,-1.80,0.00
1544880,0.00,23.54,0.10,0.00,1.98,0.00,3.77,4.63,38.82,-1.49,0.00
1545052,0.00,21.71,0.11,0.00,2.27,0.00,3.63,4.91,38.82,-1.49,0.00
1545226,0.00,15.85,0.11,0.00,1.96,0.00,3.48,4.44,38.82,-1.49,0.00
1545397,-2.34,13.55,0.11,0.00,2.19,0.00,3.48,4.50,38.82,-1.49,0.00
1545571,-3.91,12.86,0.11,0.00,2.21,0.00,3.63,4.63,38.82,-1.49,0.00
1545743,-4.69,12.63,0.11,0.00,2.11,0.00,3.63,4.72,38.82,-1.49,0.00
1545919,-6.25,12.63,0.11,0.00,2.06,0.00,3.77,4.33,38.82,-1.49,0.00
1546090,-7.81,12.52,0.10,0.00,1.74,0.00,3.92,3.80,38.82,-1.18,0.00
1546263,-8.59,12.29,0.11,0.00,1.94,0.00,4.06,4.14,38.82,-1.18,0.00
1546435,-9.38,12.52,0.11,0.00,1.66,0.00,4.06,4.03,38.82,-1.18,0.00
1546608,-9.38,13.32,0.11,0.00,1.63,0.00,4.21,3.80,38.82,-1.18,0.00
1546782,-8.59,14.13,0.12,0.00,1.83,0.00,4.21,4.00,38.82,-1.18,0.00
1546956,-8.59,14.59,0.11,0.00,1.82,0.00,4.21,3.92,38.82,-1.18,0.00
1547128,-7.81,14.70,0.11,0.00,1.84,0.00,4.21,3.95,38.82,-1.18,0.00
1547301,-7.81,14.81,0.11,0.00,1.86,0.00,4.21,3.88,38.82,-1.18,0.00
1547473,-7.81,14.81,0.11,0.00,1.82,0.00,4.21,3.89,38.82,-1.18,0.00
1547646,-7.81,14.81,0.13,0.00,2.28,0.00,4.35,4.79,38.82,-1.18,1.96
1547820,-7.03,15.04,0.20,0.00,2.94,0.00,5.22,6.40,38.82,-1.18,3.53
1547992,-12.50,13.44,0.22,0.00,3.10,0.00,6.38,8.03,38.82,-1.18,4.71
1548164,-20.31,12.06,0.28,0.00,3.53,0.00,7.25,10.08,38.82,-1.18,5.88
1548337,-15.62,12.98,0.31,0.00,3.82,0.00,8.85,10.99,38.82,-1.18,6.67
1548510,-11.72,14.70,0.31,0.00,4.01,0.00,9.87,12.26,38.82,-1.18,7.84
1548683,-11.72,15.27,0.31,0.00,4.64,0.00,10.30,13.78,38.82,-1.49,8.63
1548855,-5.47,16.31,0.30,0.00,5.26,0.00,10.30,14.07,38.82,-1.80,9.02
1549028,-4.69,16.08,0.30,0.00,5.62,0.00,10.30,15.50,38.82,-1.80,9.41
1549204,-2.34,15.96,0.32,0.00,5.66,0.00,10.30,16.46,38.82,-2.11,10.20
1549376,-3.91,15.39,0.35,0.00,6.16,0.00,10.59,17.22,38.82,-1.80,10.98
1549548,-4.69,14.70,0.37,0.00,6.17,0.00,11.32,17.82,38.82,-1.80,11.37
1549722,-3.91,14.70,0.39,0.00,5.97,0.00,11.75,17.59,38.82,-1.80,12.16
1549895,-3.12,14.93,0.42,0.00,6.22,0.00,12.48,17.75,38.82,-1.49,12.94
1550066,-4.69,14.70,0.40,0.00,5.59,0.00,13.06,16.94,38.82,-1.18,13.73
1550239,-3.12,14.81,0.41,0.00,5.82,0.00,13.35,17.38,38.82,-1.49,14.90
1550415,0.78,15.39,0.44,0.00,6.33,0.00,13.64,18.73,38.82,-1.18,15.69
1550586,-1.56,15.16,0.43,0.00,6.87,0.00,13.64,19.91,38.82,-1.18,15.69
1550764,1.56,15.27,0.42,0.00,7.56,0.00,13.64,20.77,38.82,-1.18,15.69
1550932,1.56,15.16,0.41,0.00,7.65,0.00,13.64,21.63,38.82,-1.18,16.08
1551104,2.34,15.16,0.42,0.00,8.36,0.00,13.49,22.33,38.43,-1.18,16.08
1551276,3.12,15.04,0.43,0.00,8.41,0.00,13.49,23.55,38.43,-1.18,15.69
1551452,4.69,15.27,0.43,0.00,9.05,0.00,13.35,25.08,38.43,-1.49,15.69
1551623,4.69,14.93,0.43,0.00,9.19,0.00,13.20,25.78,38.43,-1.49,15.69
1551797,5.47,14.93,0.43,0.00,9.60,0.00,13.20,26.62,38.43,-1.49,15.69
1551970,6.25,14.81,0.42,0.00,10.00,0.00,13.20,27.34,38.43,-1.49,16.08
1552142,5.47,14.70,0.42,0.00,9.92,0.00,13.06,27.66,38.43,-1.49,16.08
1552315,6.25,14.81,0.42,0.00,10.64,0.00,13.06,29.03,38.43,-1.49,16.08
1552488,5.47,14.59,0.40,0.00,10.53,0.00,13.06,29.13,38.43,-1.49,16.08
1552663,6.25,14.81,0.40,0.00,10.24,0.00,13.06,29.03,38.43,-1.49,15.69
1552834,7.81,14.81,0.40,0.00,10.97,0.00,12.91,30.55,38.43,-1.49,15.69
1553008,7.03,14.81,0.40,0.00,11.20,0.00,12.91,31.43,38.43,-1.80,15.69
1553183,7.03,14.70,0.40,0.00,11.55,0.00,12.77,31.87,38.43,-1.80,15.69
1553353,7.03,14.47,0.40,0.00,11.85,0.00,12.77,32.23,38.43,-1.80,15.69
1553525,6.25,14.59,0.39,0.00,11.57,0.00,12.33,28.38,38.43,-3.64,12.16
1553700,2.34,13.67,0.32,0.00,9.10,0.00,10.59,27.02,38.04,-3.94,10.20
1553872,3.12,14.59,0.26,0.00,8.21,0.00,9.00,22.42,38.04,-3.94,9.02
1554045,3.12,14.47,0.23,0.00,7.74,0.00,7.98,19.34,38.04,-3.94,6.27
1554218,-3.91,13.44,0.16,0.00,5.57,0.00,5.80,12.37,38.04,-3.94,3.14
1554390,0.00,12.98,0.14,0.00,0.00,0.00,4.64,11.99,38.04,-3.94,0.00
1554562,0.00,13.78,0.17,0.00,0.00,0.00,3.48,14.90,38.04,-3.94,0.00
1554735,0.00,14.81,0.16,0.00,0.00,0.00,3.48,13.84,38.04,-3.94,0.00
1554911,0.00,24.12,0.15,0.00,0.00,0.00,3.48,12.64,38.04,-3.94,0.00
1555081,0.00,25.61,0.14,0.00,0.00,0.00,3.48,11.93,38.04,-3.94,0.39
1555253,0.00,23.89,0.14,0.00,4.80,0.00,3.77,11.19,38.04,-3.94,1.96
1555426,0.00,22.74,0.14,0.00,4.77,0.00,3.92,11.66,38.04,-3.94,2.35
1555599,-10.16,12.17,0.14,0.00,4.62,0.00,4.06,11.35,37.65,-3.64,2.75
1555772,-17.97,11.48,0.13,0.00,4.22,0.00,4.06,11.35,37.65,-3.64,3.14
1555945,-16.41,13.55,0.13,0.00,4.14,0.00,4.21,10.89,37.65,-3.64,3.14
1556120,-16.41,14.13,0.13,0.00,4.18,0.00,4.35,10.49,37.65,-3.64,3.14
1556293,-15.62,14.81,0.13,0.00,4.11,0.00,4.35,10.58,37.65,-3.64,3.53
1556466,-14.06,15.04,0.13,0.00,4.15,0.00,4.50,10.54,37.65,-3.64,3.53
1556640,-11.72,15.27,0.13,0.00,4.13,0.00,4.50,10.64,37.65,-3.64,3.53
1556811,-11.72,15.04,0.13,0.00,4.11,0.00,4.50,10.54,37.65,-3.64,3.53
1556984,-11.72,14.81,0.13,0.00,4.11,0.00,4.50,10.48,37.65,-3.64,3.53
1557155,-10.94,14.81,0.13,0.00,4.12,0.00,4.50,10.43,37.65,-3.64,3.53
1557332,-10.94,14.59,0.13,0.00,4.58,0.00,4.50,10.28,37.65,-3.64,3.53
1557503,-11.72,14.47,0.13,0.00,4.09,0.00,4.50,10.33,37.65,-3.64,3.53
1557675,-10.94,14.70,0.13,0.00,4.09,0.00,4.50,10.13,37.65,-3.64,3.53
1557848,-10.94,14.81,0.13,0.00,4.58,0.00,4.50,10.33,37.65,-3.64,3.53
1558020,-11.72,14.47,0.13,0.00,4.06,0.00,4.50,10.27,37.65,-3.64,3.53
1558192,-11.72,14.47,0.13,0.00,4.08,0.00,4.50,10.03,37.25,-3.64,3.53
1558368,-13.28,14.24,0.13,0.00,4.06,0.00,4.50,10.23,37.25,-3.64,3.53
1558539,-13.28,14.24,0.13,0.00,4.06,0.00,4.50,10.08,37.25,-3.64,3.53
1558713,-12.50,14.70,0.13,0.00,3.99,0.00,4.50,10.07,37.25,-3.64,3.53
1558886,-13.28,14.70,0.13,0.00,4.03,0.00,4.50,10.07,37.25,-3.64,3.53
1559058,-11.72,14.81,0.13,0.00,4.00,0.00,4.50,9.83,37.25,-3.64,3.53
1559230,-10.16,15.04,0.13,0.00,3.98,0.00,4.50,9.74,37.25,-3.64,3.53
1559402,-9.38,15.04,0.12,0.00,4.00,0.00,4.50,9.80,37.25,-3.64,3.53
1559576,-8.59,14.81,0.12,0.00,4.01,0.00,4.50,9.74,37.25,-3.64,3.53
