Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
1149773,23.73,0.10,2071,0.00,0.00,16,2.15,2.00,6.73,-2.01,0.64,199
1149950,23.87,0.09,2042,0.00,0.00,16,2.15,2.00,6.51,-1.70,0.64,199
1150138,23.56,0.10,2012,0.00,0.00,16,2.85,2.50,6.59,-1.70,0.64,199
1150325,23.63,0.10,1988,0.00,0.00,16,2.85,2.50,6.84,-1.39,0.64,199
1150502,23.99,0.10,1949,0.00,0.00,16,2.85,3.00,6.66,-1.39,0.64,199
1150674,24.00,0.10,1910,0.00,0.00,16,3.20,3.00,6.59,-1.39,0.64,199
1150861,24.00,0.11,1889,0.00,0.00,16,3.55,3.50,6.73,-1.39,0.64,199
1151049,23.91,0.11,1862,0.00,0.00,16,3.91,3.50,6.66,-1.39,0.64,199
1151236,23.76,0.10,1830,0.00,0.00,16,3.91,11.50,6.51,-1.39,0.64,199
1151408,23.94,0.11,1796,0.00,0.00,16,4.26,12.00,6.62,-1.39,0.64,199
1151595,23.73,0.11,1781,0.00,0.00,16,4.26,12.00,6.59,-1.39,0.64,199
1151783,23.75,0.12,1751,0.00,0.00,16,4.61,12.00,6.66,-1.39,0.64,198
1151955,24.01,0.11,1710,0.00,0.00,16,4.96,13.00,6.55,-1.39,0.64,198
1152142,24.02,0.12,1693,0.00,0.00,16,4.96,12.50,6.51,-1.39,0.64,198
1152330,24.01,0.12,1670,0.00,0.00,16,5.31,13.00,6.51,-1.39,0.64,198
1152502,23.96,0.12,1622,0.00,0.00,16,5.66,13.00,6.48,-1.39,0.64,198
1152689,23.74,0.12,1604,0.00,0.00,16,5.66,13.50,6.66,-1.39,0.64,198
1152876,23.93,0.13,1581,0.00,0.00,16,6.02,14.00,6.84,-1.39,0.66,198
1153048,23.97,0.14,1554,0.00,0.00,16,6.02,14.00,7.14,-1.39,0.66,198
1153236,23.90,0.15,1529,0.00,0.00,16,6.37,14.00,7.26,-1.39,0.68,198
1153423,23.96,0.15,1501,0.00,0.00,16,6.37,14.00,7.50,-1.39,0.68,198
1153595,23.93,0.14,1470,0.00,0.00,16,6.37,14.00,6.70,-1.39,0.68,198
1153783,24.17,0.14,1432,0.00,0.00,16,6.72,14.50,6.81,-1.39,0.68,198
1153970,23.87,0.14,1414,0.00,0.00,16,6.72,14.50,6.40,-1.39,0.68,198
1154142,23.89,0.14,1378,0.00,0.00,16,6.72,-7.00,5.90,-1.39,0.68,198
1154330,23.94,0.14,1420,0.00,0.00,16,7.77,6.50,6.51,-1.39,0.70,198
1154517,23.35,0.16,1360,0.00,0.00,16,11.64,10.50,7.29,-1.39,0.70,198
1154689,18.08,0.18,1373,0.00,0.00,16,15.16,13.50,7.74,-1.39,0.70,198
1154876,15.88,0.17,1381,0.00,0.00,16,19.38,17.50,7.62,-1.39,0.70,198
1155064,15.24,0.17,1380,0.00,0.00,16,23.24,22.00,7.66,-1.39,0.70,198
1155236,15.24,0.17,1402,0.00,0.00,16,24.65,24.50,7.15,-1.39,0.72,198
1155423,15.24,0.18,1409,0.00,0.00,16,25.70,25.00,8.65,-1.39,0.72,198
1155611,14.97,0.19,1388,0.00,0.00,16,26.05,24.50,9.04,-1.39,0.74,198
1155783,14.85,0.20,1414,0.00,0.00,16,26.05,25.00,9.26,-1.39,0.76,198
1155970,14.65,0.24,1449,0.00,0.00,16,28.16,27.00,10.99,-1.39,0.80,198
1156157,14.53,0.26,1468,0.00,0.00,16,29.22,28.50,12.37,-1.39,0.82,198
1156329,13.90,0.27,1510,0.00,0.00,16,29.57,29.50,13.90,-1.39,0.84,198
1156517,14.60,0.28,1552,0.00,0.00,16,29.92,29.50,14.28,-1.39,0.84,198
1156704,14.58,0.26,1594,0.00,0.00,16,29.57,29.00,14.09,-1.39,0.78,198
1156876,14.74,0.21,1609,0.00,0.00,16,29.92,29.50,10.04,-1.39,0.74,198
1157064,14.49,0.18,1634,0.00,0.00,16,29.92,29.50,9.44,-1.39,0.74,198
1157251,14.44,0.17,1664,0.00,0.00,16,29.57,29.50,8.48,-1.39,0.72,198
1157423,14.39,0.15,1674,0.00,0.00,16,29.22,29.00,10.06,-1.39,0.68,198
1157611,14.49,0.15,1666,0.00,0.00,16,23.24,20.00,7.90,-1.39,0.68,198
1157798,16.10,0.15,1600,0.00,0.00,16,16.56,21.50,7.50,-1.39,0.68,198
1157985,21.13,0.14,1629,0.00,0.00,16,9.88,11.50,7.26,-1.39,0.64,198
1158173,25.60,0.12,1618,0.00,0.00,16,5.66,7.00,6.55,-1.39,0.64,198
1158350,23.67,0.15,1448,0.00,0.00,16,6.72,14.00,6.88,-1.39,0.64,198
1158537,23.76,0.16,1212,0.00,0.00,16,7.07,15.00,7.17,-1.39,0.64,198
1158709,23.97,0.14,1310,0.00,0.00,16,6.72,6.00,5.98,-1.39,0.64,198
1158896,22.44,0.15,1280,0.00,0.00,16,7.07,8.50,6.44,-1.39,0.64,198
1159084,16.96,0.15,1290,0.00,0.00,16,6.72,7.00,6.29,-1.39,0.64,198
1159256,15.63,0.14,1299,0.00,0.00,16,6.72,6.00,6.37,-1.39,0.64,198
1159443,15.16,0.15,1260,0.00,0.00,16,7.07,10.50,6.26,-1.39,0.64,198
1159631,15.03,0.14,1281,0.00,0.00,16,6.72,7.50,6.15,-1.39,0.64,198
1159803,15.12,0.15,1276,0.00,0.00,16,6.72,7.50,6.18,-1.39,0.64,198
1159990,15.08,0.15,1270,0.00,0.00,16,6.72,8.00,6.11,-1.39,0.64,198
1160178,14.93,0.14,1285,0.00,0.00,16,6.72,6.00,6.00,-1.39,0.64,198
1160349,14.90,0.14,1269,0.00,0.00,16,6.72,7.50,5.98,-1.39,0.64,198
1160537,14.98,0.14,1258,0.00,0.00,16,7.07,8.50,6.00,-1.39,0.64,198
1160726,15.10,0.14,1286,0.00,0.00,16,6.72,5.00,5.91,-1.39,0.64,198
1160898,15.13,0.14,1270,0.00,0.00,16,7.07,6.50,5.94,-1.39,0.64,198
1161086,15.16,0.14,1263,0.00,0.00,16,7.07,7.00,5.87,-1.39,0.64,198
1161273,15.00,0.14,1257,0.00,0.00,16,7.07,7.50,5.91,-1.39,0.64,198
1161445,14.79,0.14,1255,0.00,0.00,16,7.07,7.50,5.91,-1.39,0.64,198
1161633,14.76,0.15,1260,0.00,0.00,16,7.07,7.00,6.07,-1.39,0.64,198
1161820,14.72,0.17,1259,0.00,0.00,16,6.72,7.00,6.73,-1.39,0.68,198
1161992,14.60,0.19,1304,0.00,0.00,16,9.88,8.00,8.27,-1.39,0.74,198
1162180,13.94,0.19,1465,0.00,0.00,16,16.91,14.00,9.26,-1.39,0.76,198
1162367,13.44,0.20,1595,0.00,0.00,16,30.62,22.50,11.61,-1.39,0.80,198
1162538,14.56,0.20,1927,0.00,0.00,16,37.66,35.50,13.32,-1.39,0.82,198
1162729,14.79,0.19,2135,0.00,0.00,16,39.06,38.00,13.71,-2.01,0.82,198
1162916,14.82,0.20,2118,0.00,0.00,16,38.71,38.50,13.84,-2.01,0.84,198
1163088,14.25,0.21,2037,0.00,0.00,16,38.36,38.00,14.28,-1.70,0.84,198
1163276,13.95,0.23,1960,0.00,0.00,16,35.55,36.50,14.02,-1.39,0.84,198
1163466,13.91,0.25,1775,0.00,0.00,16,33.44,33.50,14.60,-1.39,0.84,198
1163638,14.28,0.26,1684,0.00,0.00,16,30.62,31.00,14.66,-1.39,0.84,198
1163825,14.16,0.27,1610,0.00,0.00,16,29.92,29.50,14.53,-1.39,0.84,198
1164013,14.21,0.27,1608,0.00,0.00,16,30.27,29.50,14.60,-1.39,0.84,198
1164185,14.44,0.27,1642,0.00,0.00,16,30.98,30.50,14.92,-1.39,0.84,198
1164372,14.58,0.26,1676,0.00,0.00,16,31.68,30.50,15.05,-1.39,0.84,196
1164560,14.74,0.27,1703,0.00,0.00,16,32.03,31.50,15.11,-1.39,0.84,196
1164732,14.78,0.27,1676,0.00,0.00,16,31.68,31.00,15.26,-1.39,0.84,196
1164919,14.63,0.28,1635,0.00,0.00,16,30.62,30.50,15.06,-1.39,0.84,196
1165091,14.32,0.29,1588,0.00,0.00,16,30.98,30.50,15.19,-1.39,0.84,196
1165278,14.39,0.30,1538,0.00,0.00,16,30.98,30.50,15.19,-1.39,0.84,196
1165466,14.23,0.28,1494,0.00,0.00,16,30.27,30.00,15.11,-1.39,0.64,196
1165653,14.00,0.17,1754,0.00,0.00,16,17.27,10.50,6.99,-1.39,0.64,196
1165825,13.60,0.13,1792,0.00,0.00,16,4.61,-2.50,7.14,-1.39,0.64,196
1166016,16.51,0.15,1510,0.00,0.00,16,6.72,14.00,7.24,-1.39,0.64,196
1166188,19.81,0.17,1237,0.00,0.00,16,7.07,15.00,6.77,-1.39,0.66,196
1166375,25.60,0.16,1382,0.00,0.00,16,6.72,3.00,7.21,-1.39,0.68,196
1166563,19.60,0.18,1386,0.00,0.00,16,10.23,9.00,8.03,-1.39,0.70,196
1166735,15.19,0.17,1433,0.00,0.00,16,14.45,12.00,8.36,-1.39,0.72,196
1166922,14.56,0.17,1466,0.00,0.00,16,19.02,17.00,8.78,-1.39,0.72,196
1167109,14.35,0.19,1452,0.00,0.00,16,22.89,21.50,8.78,-1.39,0.72,196
1167281,14.21,0.20,1381,0.00,0.00,16,24.65,24.50,8.87,-1.39,0.72,196
1167469,14.16,0.21,1350,0.00,0.00,16,24.65,24.50,9.09,-1.39,0.72,196
1167656,14.03,0.18,1345,0.00,0.00,16,25.70,24.00,8.07,-1.39,0.64,196
1167828,14.15,0.14,1596,0.00,0.00,16,11.99,9.00,6.40,-1.39,0.64,196
1168016,13.95,0.14,1515,0.00,0.00,16,6.37,-2.50,6.92,-1.39,0.64,196
1168203,14.96,0.15,1310,0.00,0.00,16,7.07,14.50,6.15,-1.39,0.64,196
1168379,21.11,0.15,1201,0.00,0.00,16,6.72,15.00,6.51,-1.39,0.64,196
1168567,19.92,0.17,1326,0.00,0.00,16,6.72,4.50,6.55,-1.39,0.68,196
1168738,15.75,0.16,1325,0.00,0.00,16,6.72,4.50,7.41,-1.39,0.68,196
1168926,14.47,0.17,1337,0.00,0.00,16,6.72,4.50,7.37,-1.39,0.70,196
1169113,13.93,0.17,1331,0.00,0.00,16,10.59,9.50,7.62,-1.39,0.70,196
1169285,14.35,0.18,1323,0.00,0.00,16,14.45,12.00,7.82,-1.39,0.70,196
1169473,14.49,0.19,1305,0.00,0.00,16,17.27,16.00,7.94,-1.39,0.70,196
1169660,14.31,0.19,1243,0.00,0.00,16,20.43,19.00,8.03,-1.39,0.70,196
1169832,13.89,0.15,1388,0.00,0.00,16,20.08,12.50,6.22,-1.39,0.64,196
1170020,13.73,0.13,1472,0.00,0.00,16,7.77,5.00,5.49,-1.39,0.64,196
1170207,14.14,0.14,1386,0.00,0.00,16,6.72,3.50,6.01,-1.39,0.64,196
1170379,14.53,0.13,1360,0.00,0.00,16,6.72,7.00,6.18,-1.39,0.64,196
1170566,14.58,0.13,1337,0.00,0.00,16,6.72,8.00,5.91,-1.39,0.64,196
1170754,14.55,0.13,1302,0.00,0.00,16,6.72,11.50,5.62,-1.39,0.64,196
1170941,14.67,0.14,1280,0.00,0.00,16,6.72,13.00,5.94,-1.39,0.64,196
1171113,15.22,0.13,1300,0.00,0.00,16,6.72,9.50,5.81,-1.39,0.64,196
1171301,15.47,0.13,1296,0.00,0.00,16,6.72,9.50,5.43,-1.39,0.64,196
1171488,14.92,0.14,1278,0.00,0.00,16,6.72,10.00,5.81,-1.39,0.64,196
1171660,14.92,0.13,1280,0.00,0.00,16,6.72,9.00,5.78,-1.39,0.64,196
1171848,14.81,0.13,1289,0.00,0.00,16,6.72,7.00,5.65,-1.39,0.64,198
1172035,14.60,0.14,1278,0.00,0.00,16,7.07,8.00,5.78,-1.39,0.64,198
1172207,14.28,0.14,1252,0.00,0.00,16,7.07,10.50,5.72,-1.39,0.64,198
1172394,14.13,0.14,1245,0.00,0.00,16,7.07,10.50,5.65,-1.39,0.64,198
1172582,14.23,0.14,1247,0.00,0.00,16,7.07,9.50,5.68,-1.39,0.64,198
1172754,14.44,0.14,1250,0.00,0.00,16,7.07,8.50,5.59,-1.39,0.64,198
1172941,14.34,0.14,1223,0.00,0.00,16,7.07,10.00,5.59,-1.39,0.64,198
1173129,14.49,0.13,1218,0.00,0.00,16,7.07,10.50,5.49,-1.39,0.64,198
1173301,14.42,0.14,1210,0.00,0.00,16,7.07,10.50,5.55,-1.39,0.64,198
1173488,14.58,0.14,1226,0.00,0.00,16,7.07,8.00,5.52,-1.39,0.64,198
1173675,14.65,0.14,1228,0.00,0.00,16,7.07,7.00,5.59,-1.39,0.64,198
1173847,14.72,0.14,1232,0.00,0.00,16,7.07,6.50,5.59,-1.39,0.64,198
1174035,14.86,0.14,1232,0.00,0.00,16,7.07,6.00,5.65,-1.39,0.64,198
1174222,14.76,0.14,1216,0.00,0.00,16,7.07,8.00,5.65,-1.39,0.64,198
1174394,14.65,0.14,1210,0.00,0.00,16,7.07,8.00,5.68,-1.39,0.64,198
1174582,14.72,0.14,1216,0.00,0.00,16,7.07,7.00,5.72,-1.39,0.64,198
1174769,14.74,0.15,1167,0.00,0.00,16,7.07,12.50,5.78,-1.08,0.64,198
1174941,14.72,0.15,1203,0.00,0.00,16,7.07,7.50,5.91,-1.39,0.64,198
1175129,14.65,0.15,1225,0.00,0.00,16,7.07,5.00,5.91,-1.39,0.64,198
1175316,14.65,0.15,1214,0.00,0.00,16,7.07,6.50,5.98,-1.39,0.64,198
1175488,14.81,0.15,1232,0.00,0.00,16,7.07,4.50,6.11,-1.39,0.64,198
1175675,14.95,0.15,1236,0.00,0.00,16,7.07,4.50,6.11,-1.39,0.64,198
1175863,14.93,0.15,1244,0.00,0.00,16,7.07,4.50,6.18,-1.39,0.64,198
1176035,15.05,0.15,1246,0.00,0.00,16,7.07,4.50,6.04,-1.39,0.64,198
1176222,15.00,0.15,1250,0.00,0.00,16,7.07,4.50,6.00,-1.39,0.64,198
1176410,15.11,0.14,1253,0.00,0.00,16,7.07,4.50,6.04,-1.39,0.64,198
1176582,15.13,0.15,1261,0.00,0.00,16,7.07,4.50,6.07,-1.39,0.64,198
1176769,15.10,0.14,1251,0.00,0.00,16,7.07,6.00,6.04,-1.39,0.64,198
1176957,14.91,0.14,1248,0.00,0.00,16,7.07,6.00,6.04,-1.39,0.64,198
1177129,14.94,0.14,1249,0.00,0.00,16,10.23,10.00,6.04,-1.39,0.64,198
1177316,14.87,0.14,1278,0.00,0.00,16,10.23,6.50,6.04,-1.39,0.64,198
1177503,14.95,0.14,1268,0.00,0.00,16,10.23,9.00,5.85,-1.39,0.64,198
1177675,15.00,0.14,1278,0.00,0.00,16,10.23,7.50,5.94,-1.39,0.64,198
1177867,15.09,0.14,1283,0.00,0.00,16,10.23,8.00,5.85,-1.39,0.64,198
1178039,14.98,0.14,1285,0.00,0.00,16,10.23,8.50,5.87,-1.39,0.64,198
1178228,14.90,0.13,1294,0.00,0.00,16,10.23,8.00,5.78,-1.39,0.64,198
1178406,14.75,0.13,1308,0.00,0.00,16,10.23,8.00,5.68,-1.39,0.64,198
1178586,14.77,0.13,1299,0.00,0.00,16,10.23,8.50,5.65,-1.39,0.64,198
1178774,14.81,0.13,1291,0.00,0.00,16,10.23,9.00,5.72,-1.39,0.64,198
1178961,14.79,0.13,1296,0.00,0.00,16,10.23,9.50,5.55,-1.39,0.64,198
1179138,14.69,0.13,1297,0.00,0.00,16,10.23,10.00,5.46,-1.39,0.64,198
1179314,14.51,0.13,1290,0.00,0.00,16,10.23,10.50,5.46,-1.39,0.64,198
1179502,14.63,0.13,1293,0.00,0.00,16,10.23,10.00,5.49,-1.39,0.64,198
1179674,14.58,0.13,1296,0.00,0.00,16,10.23,9.50,5.40,-1.39,0.64,198
1179862,14.49,0.13,1282,0.00,0.00,16,10.23,9.50,5.40,-1.39,0.64,198
1180049,14.46,0.12,1289,0.00,0.00,16,10.23,10.00,5.27,-1.39,0.64,198
1180228,14.55,0.13,1269,0.00,0.00,16,10.23,11.00,5.30,-1.39,0.64,198
1180415,14.67,0.13,1265,0.00,0.00,16,10.23,11.50,5.33,-1.39,0.64,198
1180588,14.65,0.13,1259,0.00,0.00,16,10.23,12.00,5.33,-1.39,0.64,198
1180778,14.55,0.12,1266,0.00,0.00,16,10.23,10.50,5.23,-1.39,0.64,198
1180950,14.44,0.12,1258,0.00,0.00,16,10.23,11.50,5.23,-1.39,0.64,198
1181138,14.44,0.12,1251,0.00,0.00,16,10.23,12.00,5.27,-1.39,0.64,198
1181325,14.46,0.12,1249,0.00,0.00,16,10.59,12.00,5.14,-1.39,0.64,198
1181497,14.42,0.13,1248,0.00,0.00,16,10.59,11.50,5.21,-1.39,0.64,198
1181685,14.67,0.13,1232,0.00,0.00,16,10.59,13.00,5.21,-1.39,0.64,198
1181872,14.63,0.13,1232,0.00,0.00,16,10.59,12.50,5.17,-1.39,0.64,198
1182044,14.56,0.13,1224,0.00,0.00,16,10.59,12.50,5.14,-1.39,0.64,198
1182220,14.55,0.12,1229,0.00,0.00,16,10.59,11.50,5.14,-1.39,0.64,198
1182408,14.62,0.13,1217,0.00,0.00,16,10.59,12.50,5.14,-1.39,0.64,198
1182584,14.63,0.12,1223,0.00,0.00,16,10.59,11.50,5.21,-1.39,0.64,198
1182771,14.70,0.13,1226,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,198
1182963,14.81,0.13,1220,0.00,0.00,16,10.59,11.50,5.21,-1.39,0.64,198
1183139,14.60,0.13,1222,0.00,0.00,16,10.59,11.00,5.27,-1.39,0.64,198
1183316,14.58,0.13,1236,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,198
1183507,14.42,0.13,1221,0.00,0.00,16,10.59,11.00,5.27,-1.39,0.64,198
1183678,14.39,0.13,1225,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,198
1183866,14.51,0.13,1228,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,198
1184047,14.65,0.13,1234,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,198
1184235,14.78,0.13,1242,0.00,0.00,16,10.59,8.50,5.27,-1.39,0.64,198
1184407,14.81,0.13,1231,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,198
1184594,14.79,0.13,1237,0.00,0.00,16,10.59,9.00,5.33,-1.39,0.64,199
1184782,14.72,0.13,1231,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,199
1184969,14.62,0.13,1225,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,199
1185141,14.58,0.13,1226,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,199
1185329,14.63,0.13,1220,0.00,0.00,16,10.59,11.00,5.30,-1.39,0.64,199
1185501,14.74,0.13,1231,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,199
1185688,14.79,0.13,1231,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,199
1185875,14.81,0.13,1225,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,199
1186049,14.81,0.13,1230,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,199
1186236,14.77,0.13,1230,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,199
1186408,14.74,0.13,1228,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,199
1186596,14.59,0.13,1236,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,199
1186783,14.56,0.13,1228,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,199
1186955,14.74,0.13,1227,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,199
1187131,14.78,0.13,1234,0.00,0.00,16,10.59,10.00,5.33,-1.39,0.64,199
1187321,14.81,0.13,1238,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,199
1187508,14.77,0.13,1244,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,199
1187680,14.74,0.13,1238,0.00,0.00,16,10.59,10.00,5.33,-1.39,0.64,199
1187868,14.76,0.13,1241,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,199
1188040,14.72,0.13,1225,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,199
1188233,14.69,0.13,1247,0.00,0.00,16,10.59,8.50,5.27,-1.39,0.64,199
1188410,14.73,0.13,1238,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,199
1188582,14.67,0.13,1239,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,199
1188769,14.67,0.13,1236,0.00,0.00,16,10.59,10.00,5.30,-1.39,0.64,199
1188948,14.72,0.13,1229,0.00,0.00,16,10.59,11.00,5.33,-1.39,0.64,199
1189138,14.81,0.13,1234,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,199
1189310,14.81,0.13,1231,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,199
1189498,14.82,0.13,1239,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,199
1189685,14.81,0.13,1227,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,199
1189857,14.79,0.13,1236,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,199
1190045,14.79,0.13,1226,0.00,0.00,16,10.59,11.00,5.30,-1.39,0.64,199
1190216,14.81,0.13,1239,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,199
1190404,14.69,0.13,1245,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,199
1190578,14.72,0.13,1234,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,199
1190765,14.69,0.13,1233,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,199
1190942,14.60,0.13,1240,0.00,0.00,16,10.59,10.00,5.33,-1.39,0.64,199
1191129,14.58,0.13,1240,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,199
1191317,14.54,0.13,1238,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,199
1191489,14.67,0.13,1230,0.00,0.00,16,10.59,11.00,5.36,-1.39,0.64,199
1191676,14.77,0.13,1235,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,199
1191858,14.74,0.13,1240,0.00,0.00,16,10.59,10.00,5.36,-1.39,0.64,199
1192040,14.63,0.13,1242,0.00,0.00,16,10.59,10.00,5.33,-1.39,0.64,199
1192217,14.51,0.13,1232,0.00,0.00,16,10.59,11.00,5.36,-1.39,0.64,199
1192404,14.58,0.13,1234,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,199
1192583,14.65,0.13,1232,0.00,0.00,16,10.59,11.00,5.33,-1.39,0.64,201
1192768,14.70,0.13,1235,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,201
1192940,14.75,0.13,1237,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,201
1193128,14.77,0.13,1230,0.00,0.00,16,10.59,11.00,5.33,-1.39,0.64,201
1193315,14.74,0.13,1233,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,201
1193502,14.74,0.13,1236,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,201
1193674,14.61,0.13,1230,0.00,0.00,16,10.59,11.00,5.36,-1.39,0.64,201
1193862,14.62,0.13,1244,0.00,0.00,16,10.59,9.50,5.43,-1.39,0.64,201
1194038,14.65,0.13,1245,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,201
1194226,14.57,0.13,1230,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,201
1194413,14.58,0.13,1235,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,201
1194601,14.65,0.13,1230,0.00,0.00,16,10.59,10.50,5.30,-1.39,0.64,201
1194777,14.69,0.13,1238,0.00,0.00,16,10.59,10.00,5.30,-1.39,0.64,201
1194964,14.69,0.13,1234,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,201
1195152,14.79,0.13,1232,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,201
1195324,14.79,0.13,1243,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,201
1195500,14.74,0.13,1247,0.00,0.00,16,10.59,9.00,5.33,-1.39,0.64,201
1195688,14.76,0.13,1249,0.00,0.00,16,10.59,9.00,5.33,-1.39,0.64,201
1195875,14.77,0.13,1241,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,201
1196047,14.74,0.13,1237,0.00,0.00,16,10.59,10.00,5.30,-1.39,0.64,201
1196235,14.79,0.13,1238,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,201
1196422,14.79,0.13,1230,0.00,0.00,16,10.59,11.00,5.36,-1.39,0.64,201
1196609,14.77,0.13,1240,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,201
1196782,14.72,0.13,1228,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,201
1196972,14.67,0.13,1230,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,201
1197160,14.70,0.13,1234,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,201
1197332,14.59,0.13,1228,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,201
1197519,14.72,0.13,1228,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,201
1197691,14.77,0.13,1228,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,201
1197879,14.84,0.13,1225,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,201
1198068,14.77,0.13,1224,0.00,0.00,16,10.59,10.50,5.30,-1.39,0.64,201
1198255,14.69,0.13,1231,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,201
1198430,14.60,0.13,1226,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,201
1198617,14.67,0.13,1222,0.00,0.00,16,10.59,11.00,5.40,-1.39,0.64,201
1198794,14.70,0.13,1224,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,201
1198968,14.65,0.13,1234,0.00,0.00,16,10.59,9.50,5.33,-1.39,0.64,201
1199151,14.67,0.13,1228,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,201
1199343,14.74,0.13,1239,0.00,0.00,16,10.59,9.00,5.33,-1.39,0.64,201
1199515,14.79,0.13,1233,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,201
1199704,14.81,0.13,1246,0.00,0.00,16,10.59,8.50,5.33,-1.39,0.64,201
1199876,14.87,0.13,1244,0.00,0.00,16,10.59,9.00,5.30,-1.39,0.64,201
1200063,14.79,0.13,1244,0.00,0.00,16,10.59,9.00,5.33,-1.39,0.64,201
1200251,14.76,0.13,1248,0.00,0.00,16,10.59,8.50,5.33,-1.39,0.64,201
1200423,14.72,0.13,1247,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,201
1200610,14.65,0.13,1230,0.00,0.00,16,10.59,11.00,5.33,-1.39,0.64,201
1200782,14.58,0.13,1236,0.00,0.00,16,10.59,10.50,5.30,-1.39,0.64,201
1200970,14.46,0.13,1240,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,201
1201157,14.65,0.13,1235,0.00,0.00,16,10.59,10.50,5.33,-1.39,0.64,201
1201334,14.81,0.13,1229,0.00,0.00,16,10.59,10.50,5.40,-1.39,0.64,201
1201521,14.79,0.13,1250,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,201
1201693,14.75,0.13,1239,0.00,0.00,16,10.59,10.00,5.33,-1.39,0.64,201
1201881,14.67,0.13,1237,0.00,0.00,16,10.59,10.00,5.33,-1.39,0.64,201
1202068,14.65,0.13,1226,0.00,0.00,16,10.59,11.50,5.33,-1.39,0.64,201
