Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
1097220,23.94,0.10,2148,0.00,0.00,16,2.85,2.50,7.29,-2.01,0.64,194
1097407,23.93,0.10,2106,0.00,0.00,16,2.85,2.50,7.37,-2.01,0.64,194
1097579,23.93,0.11,2072,0.00,0.00,16,2.85,2.50,7.41,-2.01,0.64,194
1097766,23.69,0.09,2053,0.00,0.00,16,2.85,2.50,6.18,-1.70,0.64,194
1097954,23.92,0.10,2020,0.00,0.00,16,2.85,2.50,6.99,-1.70,0.64,194
1098141,23.87,0.11,1993,0.00,0.00,16,2.85,2.50,7.03,-1.39,0.64,194
1098313,23.93,0.11,1944,0.00,0.00,16,3.20,3.00,6.92,-1.39,0.64,192
1098501,23.79,0.11,1838,0.00,0.00,16,4.26,3.50,6.40,-1.39,0.64,192
1098688,23.56,0.15,1545,0.00,0.00,16,6.37,14.00,7.33,-1.39,0.64,192
1098860,24.05,0.18,1343,0.00,0.00,16,7.07,14.50,7.14,-1.39,0.64,192
1099052,24.21,0.17,1255,0.00,0.00,16,6.72,11.00,7.14,-1.39,0.64,192
1099224,23.80,0.15,1329,0.00,0.00,16,6.72,3.00,6.37,-1.39,0.64,194
1099411,19.08,0.15,1249,0.00,0.00,16,7.07,12.50,6.09,-1.39,0.64,192
1099599,15.99,0.16,1271,0.00,0.00,16,6.72,9.00,6.62,-1.39,0.64,192
1099771,15.84,0.14,1328,0.00,0.00,16,6.72,3.00,6.48,-1.39,0.64,192
1099963,15.56,0.15,1309,0.00,0.00,16,6.72,5.50,6.48,-1.39,0.64,192
1100150,15.38,0.14,1298,0.00,0.00,16,6.72,6.00,5.92,-1.39,0.64,192
1100327,15.42,0.15,1268,0.00,0.00,16,6.72,9.50,6.29,-1.39,0.64,192
1100514,15.68,0.15,1291,0.00,0.00,16,6.72,6.50,6.26,-1.39,0.64,192
1100686,15.36,0.14,1292,0.00,0.00,16,6.72,6.50,6.18,-1.39,0.64,192
1100874,15.13,0.14,1293,0.00,0.00,16,6.72,6.00,6.22,-1.39,0.64,192
1101061,15.05,0.14,1294,0.00,0.00,16,6.72,6.00,6.18,-1.39,0.64,192
1101233,14.92,0.15,1283,0.00,0.00,16,6.72,7.00,6.18,-1.39,0.64,192
1101421,14.79,0.14,1284,0.00,0.00,16,6.72,6.50,6.11,-1.39,0.64,192
1101608,14.74,0.14,1283,0.00,0.00,16,6.72,6.50,6.04,-1.39,0.64,192
1101795,14.72,0.14,1281,0.00,0.00,16,6.72,7.00,6.01,-1.39,0.64,192
1101967,14.69,0.14,1270,0.00,0.00,16,6.72,8.00,5.98,-1.39,0.64,192
1102156,14.67,0.14,1282,0.00,0.00,16,6.72,6.00,5.91,-1.39,0.64,192
1102331,14.69,0.14,1257,0.00,0.00,16,6.72,9.00,6.04,-1.39,0.64,192
1102519,14.65,0.14,1277,0.00,0.00,16,6.72,7.00,5.91,-1.39,0.64,192
1102706,14.67,0.14,1267,0.00,0.00,16,6.72,7.00,5.81,-1.39,0.64,192
1102878,14.48,0.14,1247,0.00,0.00,16,7.07,9.50,5.87,-1.39,0.64,192
1103065,14.53,0.14,1263,0.00,0.00,16,7.07,7.00,5.74,-1.39,0.64,192
1103253,14.63,0.14,1254,0.00,0.00,16,7.07,7.50,5.85,-1.39,0.64,192
1103429,14.56,0.14,1252,0.00,0.00,16,7.07,7.00,5.85,-1.39,0.64,192
1103617,14.64,0.14,1256,0.00,0.00,16,7.07,6.50,5.81,-1.39,0.64,192
1103804,14.62,0.14,1248,0.00,0.00,16,7.07,7.00,5.81,-1.39,0.64,192
1103992,14.65,0.14,1248,0.00,0.00,16,7.07,7.00,5.74,-1.39,0.64,192
1104164,14.69,0.14,1250,0.00,0.00,16,7.07,6.50,5.74,-1.39,0.64,192
1104351,14.77,0.14,1246,0.00,0.00,16,7.07,7.00,5.72,-1.39,0.64,192
1104539,14.72,0.14,1239,0.00,0.00,16,7.07,7.50,5.72,-1.39,0.64,192
1104711,14.74,0.14,1245,0.00,0.00,16,7.07,7.00,5.68,-1.39,0.64,192
1104898,14.79,0.14,1251,0.00,0.00,16,7.07,6.00,5.68,-1.39,0.64,192
1105085,14.74,0.14,1240,0.00,0.00,16,7.07,7.00,5.74,-1.39,0.64,192
1105273,14.74,0.14,1236,0.00,0.00,16,7.07,7.00,5.72,-1.39,0.64,192
1105445,14.77,0.14,1240,0.00,0.00,16,7.07,6.00,5.81,-1.39,0.64,192
1105632,14.65,0.14,1245,0.00,0.00,16,7.07,5.50,5.81,-1.39,0.64,192
1105809,14.63,0.14,1227,0.00,0.00,16,7.07,7.50,5.87,-1.39,0.64,192
1105996,14.67,0.14,1240,0.00,0.00,16,7.07,7.00,5.78,-1.39,0.64,192
1106184,14.62,0.14,1240,0.00,0.00,16,7.07,6.00,5.81,-1.39,0.64,192
1106361,14.63,0.14,1245,0.00,0.00,16,7.07,6.00,5.74,-1.39,0.64,192
1106548,14.77,0.14,1245,0.00,0.00,16,7.07,6.00,5.78,-1.39,0.64,192
1106720,14.81,0.14,1240,0.00,0.00,16,7.07,7.00,5.81,-1.39,0.64,192
1106907,14.76,0.14,1256,0.00,0.00,16,7.07,5.50,5.72,-1.39,0.64,192
1107084,14.79,0.14,1252,0.00,0.00,16,7.07,6.00,5.74,-1.39,0.64,192
1107271,14.74,0.14,1256,0.00,0.00,16,7.07,5.50,5.74,-1.39,0.64,192
1107448,14.67,0.14,1242,0.00,0.00,16,7.07,7.00,5.78,-1.39,0.64,192
1107635,14.77,0.14,1254,0.00,0.00,16,7.07,6.00,5.65,-1.39,0.64,192
1107823,14.79,0.14,1244,0.00,0.00,16,7.07,7.00,5.65,-1.39,0.64,192
1108010,14.84,0.14,1240,0.00,0.00,16,7.07,7.00,5.72,-1.39,0.64,192
1108182,14.81,0.16,1254,0.00,0.00,16,7.07,6.00,6.33,-1.39,0.68,192
1108370,14.81,0.17,1261,0.00,0.00,16,8.83,7.00,7.26,-1.39,0.70,192
1108557,14.35,0.19,1304,0.00,0.00,16,12.70,10.50,8.03,-1.39,0.72,192
1108729,14.10,0.20,1331,0.00,0.00,16,18.32,16.50,8.95,-1.39,0.74,192
1108921,13.97,0.22,1324,0.00,0.00,16,24.65,22.50,9.39,-1.39,0.76,192
1109098,14.21,0.23,1306,0.00,0.00,16,26.41,26.00,10.03,-1.39,0.76,192
1109285,14.42,0.25,1288,0.00,0.00,16,27.11,27.00,10.45,-1.39,0.76,192
1109457,14.35,0.25,1288,0.00,0.00,16,28.16,27.50,10.74,-1.39,0.78,192
1109645,14.44,0.19,1374,0.00,0.00,16,18.67,11.50,6.15,-1.39,0.64,192
1109832,13.51,0.14,1526,0.00,0.00,16,6.37,-1.00,5.52,-1.39,0.64,192
1110004,13.41,0.13,1446,0.00,0.00,16,6.72,-2.00,5.87,-1.39,0.64,192
1110191,13.99,0.13,1360,0.00,0.00,16,6.72,8.00,5.98,-1.39,0.64,192
1110379,14.42,0.13,1346,0.00,0.00,16,6.72,9.00,5.98,-1.39,0.64,192
1110555,14.67,0.13,1340,0.00,0.00,16,6.72,9.00,5.78,-1.39,0.64,192
1110743,14.72,0.13,1334,0.00,0.00,16,6.72,8.50,5.65,-1.39,0.64,192
1110915,14.87,0.13,1320,0.00,0.00,16,6.72,9.50,5.59,-1.39,0.64,192
1111102,15.05,0.13,1311,0.00,0.00,16,6.72,9.50,5.59,-1.39,0.64,192
1111290,15.05,0.13,1286,0.00,0.00,16,6.72,11.50,5.49,-1.39,0.64,192
1111462,15.00,0.13,1293,0.00,0.00,16,6.72,9.50,5.46,-1.39,0.64,192
1111649,15.05,0.13,1283,0.00,0.00,16,6.72,9.50,5.46,-1.39,0.64,192
1111836,15.10,0.13,1274,0.00,0.00,16,6.72,9.50,5.46,-1.39,0.64,192
1112008,14.90,0.13,1268,0.00,0.00,16,6.72,9.50,5.52,-1.39,0.64,192
1112198,14.90,0.13,1264,0.00,0.00,16,6.72,9.50,5.46,-1.39,0.64,192
1112370,14.65,0.13,1271,0.00,0.00,16,6.72,8.00,5.46,-1.39,0.64,192
1112557,14.56,0.13,1269,0.00,0.00,16,7.07,7.50,5.40,-1.39,0.64,192
1112745,14.49,0.13,1261,0.00,0.00,16,7.07,8.00,5.40,-1.39,0.64,192
1112921,14.62,0.13,1257,0.00,0.00,16,7.07,8.00,5.40,-1.39,0.64,192
1113098,14.67,0.13,1240,0.00,0.00,16,7.07,9.50,5.40,-1.39,0.64,192
1113290,14.67,0.13,1252,0.00,0.00,16,7.07,8.00,5.43,-1.39,0.64,192
1113467,14.65,0.13,1247,0.00,0.00,16,7.07,8.00,5.40,-1.39,0.64,192
1113654,14.59,0.13,1232,0.00,0.00,16,7.07,8.50,5.43,-1.39,0.64,192
1113826,14.58,0.13,1238,0.00,0.00,16,7.07,8.00,5.40,-1.39,0.64,192
1114018,14.53,0.13,1229,0.00,0.00,16,7.07,8.50,5.43,-1.39,0.64,192
1114205,14.56,0.13,1249,0.00,0.00,16,7.07,6.00,5.46,-1.39,0.64,192
1114377,14.68,0.13,1238,0.00,0.00,16,7.07,7.00,5.40,-1.39,0.64,192
1114565,14.60,0.13,1233,0.00,0.00,16,7.07,7.00,5.46,-1.39,0.64,192
1114737,14.69,0.14,1232,0.00,0.00,16,7.07,7.00,5.46,-1.39,0.64,192
1114924,14.81,0.14,1219,0.00,0.00,16,7.07,8.00,5.52,-1.39,0.64,192
1115116,14.79,0.14,1224,0.00,0.00,16,7.07,7.00,5.52,-1.39,0.64,192
1115293,14.87,0.13,1225,0.00,0.00,16,7.07,7.00,5.52,-1.39,0.64,192
1115469,14.90,0.14,1213,0.00,0.00,16,7.07,8.00,5.52,-1.39,0.64,192
1115657,15.02,0.13,1229,0.00,0.00,16,7.07,6.00,5.52,-1.39,0.64,192
1115829,14.92,0.14,1216,0.00,0.00,16,7.07,7.50,5.55,-1.39,0.64,192
1116021,14.90,0.13,1224,0.00,0.00,16,7.07,7.00,5.52,-1.39,0.64,192
1116193,14.85,0.14,1217,0.00,0.00,16,7.07,7.50,5.52,-1.39,0.64,192
1116381,14.87,0.14,1213,0.00,0.00,16,7.07,8.00,5.55,-1.39,0.64,192
1116568,14.97,0.14,1221,0.00,0.00,16,7.07,7.00,5.59,-1.39,0.64,192
1116741,14.92,0.14,1230,0.00,0.00,16,7.07,6.00,5.52,-1.39,0.64,192
1116928,14.92,0.14,1218,0.00,0.00,16,7.07,7.00,5.65,-1.39,0.64,192
1117116,14.89,0.14,1232,0.00,0.00,16,7.07,5.50,5.59,-1.39,0.64,192
1117288,14.84,0.14,1221,0.00,0.00,16,7.07,6.50,5.59,-1.39,0.64,192
1117475,14.77,0.14,1213,0.00,0.00,16,7.07,7.00,5.65,-1.39,0.64,192
1117647,14.74,0.14,1212,0.00,0.00,16,7.07,7.00,5.65,-1.39,0.64,194
1117850,14.79,0.14,1217,0.00,0.00,16,7.07,6.50,5.65,-1.39,0.64,194
1118025,14.81,0.15,1190,0.00,0.00,16,7.07,8.00,5.72,-1.39,0.64,194
1118197,14.87,0.14,1187,0.00,0.00,16,7.07,9.00,5.74,-1.08,0.64,194
1118385,14.79,0.14,1214,0.00,0.00,16,7.07,6.00,5.78,-1.39,0.64,194
1118572,14.67,0.15,1203,0.00,0.00,16,7.07,7.00,5.85,-1.39,0.64,194
1118760,14.81,0.14,1225,0.00,0.00,16,7.07,4.50,5.91,-1.39,0.64,194
1118932,14.89,0.14,1226,0.00,0.00,16,7.07,6.00,5.85,-1.39,0.64,194
1119124,15.00,0.14,1231,0.00,0.00,16,7.07,5.50,5.87,-1.39,0.64,194
1119300,15.16,0.14,1244,0.00,0.00,16,7.07,4.50,5.85,-1.39,0.64,194
1119488,15.16,0.14,1244,0.00,0.00,16,7.07,4.50,5.87,-1.39,0.64,194
1119660,15.21,0.14,1249,0.00,0.00,16,7.07,4.50,5.91,-1.39,0.64,194
1119847,15.24,0.14,1245,0.00,0.00,16,7.07,5.50,5.91,-1.39,0.64,194
1120019,15.13,0.14,1248,0.00,0.00,16,7.07,5.50,5.91,-1.39,0.64,194
1120207,15.00,0.14,1236,0.00,0.00,16,7.07,7.00,5.91,-1.39,0.64,194
1120394,14.97,0.14,1244,0.00,0.00,16,7.07,6.00,5.94,-1.39,0.64,194
1120566,14.90,0.14,1249,0.00,0.00,16,7.07,6.00,5.85,-1.39,0.64,194
1120753,14.77,0.14,1254,0.00,0.00,16,7.07,5.50,6.04,-1.39,0.64,194
1120925,14.79,0.14,1256,0.00,0.00,16,7.07,5.50,5.91,-1.39,0.64,194
1121113,14.73,0.14,1262,0.00,0.00,16,7.07,5.00,5.85,-1.39,0.64,194
1121300,14.72,0.14,1252,0.00,0.00,16,7.07,6.00,5.85,-1.39,0.64,194
1121472,14.75,0.14,1252,0.00,0.00,16,7.07,6.00,5.91,-1.39,0.64,194
1121664,14.81,0.14,1253,0.00,0.00,16,7.07,6.00,5.78,-1.39,0.64,194
1121852,14.80,0.14,1252,0.00,0.00,16,7.07,6.00,5.81,-1.39,0.64,194
1122028,14.72,0.14,1255,0.00,0.00,16,7.07,6.00,5.91,-1.39,0.64,194
1122216,14.65,0.14,1255,0.00,0.00,16,7.07,6.50,5.85,-1.39,0.64,194
1122388,14.58,0.14,1264,0.00,0.00,16,7.07,5.50,5.85,-1.39,0.64,194
1122575,14.65,0.14,1267,0.00,0.00,16,7.07,5.00,5.78,-1.39,0.64,194
1122763,14.74,0.14,1261,0.00,0.00,16,7.07,6.00,5.78,-1.39,0.64,194
1122935,14.77,0.14,1248,0.00,0.00,16,7.07,7.50,5.81,-1.39,0.64,194
1123122,14.74,0.14,1266,0.00,0.00,16,6.72,5.50,5.85,-1.39,0.64,194
1123309,14.74,0.14,1267,0.00,0.00,16,6.72,5.50,5.78,-1.39,0.64,194
1123481,14.67,0.14,1255,0.00,0.00,16,7.07,7.50,5.78,-1.39,0.64,194
1123669,14.67,0.14,1259,0.00,0.00,16,7.07,7.00,5.68,-1.39,0.64,194
1123856,14.65,0.13,1268,0.00,0.00,16,7.07,7.00,5.65,-1.39,0.64,194
1124044,14.65,0.17,1259,0.00,0.00,16,6.72,7.00,6.73,-1.39,0.70,194
1124216,14.70,0.18,1284,0.00,0.00,16,9.88,8.00,5.14,-1.39,0.70,194
1124403,13.95,0.19,1366,0.00,0.00,16,15.16,12.50,8.23,-1.39,0.74,194
1124575,13.70,0.22,1393,0.00,0.00,16,23.59,20.50,10.13,-1.39,0.78,194
1124763,13.68,0.25,1414,0.00,0.00,16,28.52,27.00,11.19,-1.39,0.80,194
1124950,13.95,0.26,1404,0.00,0.00,16,28.87,28.50,12.04,-1.39,0.82,194
1125122,14.18,0.28,1414,0.00,0.00,16,29.57,29.00,12.85,-1.39,0.82,194
1125310,14.21,0.28,1444,0.00,0.00,16,29.92,29.50,13.32,-1.39,0.82,194
1125497,14.63,0.28,1528,0.00,0.00,16,29.92,29.50,14.34,-1.39,0.84,194
1125669,14.74,0.26,1615,0.00,0.00,16,30.27,29.50,14.34,-1.39,0.84,196
1125856,14.86,0.26,1652,0.00,0.00,16,31.33,30.50,14.40,-1.39,0.84,196
1126044,14.92,0.27,1672,0.00,0.00,16,30.98,30.50,14.53,-1.39,0.84,196
1126216,14.97,0.26,1656,0.00,0.00,16,30.98,30.50,14.73,-1.39,0.84,196
1126403,14.87,0.28,1636,0.00,0.00,16,30.62,30.00,14.73,-1.39,0.84,196
1126591,14.82,0.21,1633,0.00,0.00,16,23.95,29.50,7.54,-1.39,0.64,196
1126766,14.74,0.15,1549,0.00,0.00,16,9.53,19.00,6.59,-1.39,0.64,196
1126957,15.63,0.15,1429,0.00,0.00,16,6.72,14.50,6.84,-1.39,0.64,196
1127129,17.22,0.16,1238,0.00,0.00,16,6.72,15.00,6.95,-1.39,0.64,196
1127316,23.25,0.14,1373,0.00,0.00,16,6.72,2.50,5.78,-1.39,0.64,196
1127504,17.38,0.17,1357,0.00,0.00,16,7.07,4.50,7.50,-1.39,0.70,196
1127691,14.92,0.17,1376,0.00,0.00,16,11.64,9.50,7.74,-1.39,0.70,196
1127863,13.76,0.18,1398,0.00,0.00,16,15.16,13.50,7.90,-1.39,0.72,196
1128051,13.81,0.20,1348,0.00,0.00,16,19.02,17.50,8.69,-1.39,0.74,196
1128223,14.18,0.22,1299,0.00,0.00,16,24.30,21.50,9.18,-1.39,0.74,196
1128410,14.25,0.23,1238,0.00,0.00,16,25.00,24.50,9.35,-1.39,0.74,196
1128598,13.64,0.24,1190,0.00,0.00,16,26.76,25.50,9.48,-1.08,0.68,196
1128773,13.64,0.17,1336,0.00,0.00,16,16.56,14.00,6.11,-1.39,0.64,196
1128961,13.68,0.13,1486,0.00,0.00,16,6.37,-2.00,5.91,-1.39,0.64,196
1129148,13.76,0.13,1416,0.00,0.00,16,6.72,0.00,5.85,-1.39,0.64,196
1129320,14.53,0.14,1346,0.00,0.00,16,6.72,8.00,6.18,-1.39,0.64,196
1129508,14.81,0.14,1338,0.00,0.00,16,6.72,8.50,6.18,-1.39,0.64,196
1129695,14.97,0.14,1334,0.00,0.00,16,6.72,8.00,6.04,-1.39,0.64,196
1129867,14.95,0.13,1330,0.00,0.00,16,6.72,8.00,5.85,-1.39,0.64,196
1130054,15.11,0.13,1310,0.00,0.00,16,6.72,9.50,5.78,-1.39,0.64,196
1130242,15.29,0.13,1300,0.00,0.00,16,6.72,9.50,5.72,-1.39,0.64,196
1130414,15.35,0.13,1260,0.00,0.00,16,6.72,13.00,5.68,-1.39,0.64,196
1130601,15.29,0.13,1278,0.00,0.00,16,6.72,9.50,5.78,-1.39,0.64,196
1130776,14.98,0.13,1286,0.00,0.00,16,6.72,8.50,5.65,-1.39,0.64,196
1130963,14.58,0.13,1283,0.00,0.00,16,6.72,8.00,5.65,-1.39,0.64,196
1131151,14.50,0.13,1274,0.00,0.00,16,6.72,8.50,5.59,-1.39,0.64,196
1131327,14.25,0.13,1267,0.00,0.00,16,6.72,8.50,5.62,-1.39,0.64,196
1131519,14.19,0.13,1268,0.00,0.00,16,6.72,8.00,5.62,-1.39,0.64,196
1131691,14.14,0.13,1267,0.00,0.00,16,7.07,7.50,5.59,-1.39,0.64,196
1131879,14.15,0.13,1266,0.00,0.00,16,7.07,7.00,5.59,-1.39,0.64,196
1132066,14.26,0.13,1267,0.00,0.00,16,7.07,6.50,5.46,-1.39,0.64,196
1132253,14.25,0.13,1237,0.00,0.00,16,7.07,9.50,5.40,-1.39,0.64,196
1132425,14.44,0.13,1233,0.00,0.00,16,7.07,9.50,5.46,-1.39,0.64,196
1132613,14.72,0.13,1243,0.00,0.00,16,7.07,8.00,5.43,-1.39,0.64,196
1132785,14.94,0.13,1244,0.00,0.00,16,7.07,7.00,5.36,-1.39,0.64,196
1132972,15.02,0.15,1232,0.00,0.00,16,7.07,8.00,5.81,-1.39,0.68,196
1133161,15.00,0.17,1271,0.00,0.00,16,8.83,8.00,7.29,-1.39,0.70,196
1133333,14.53,0.19,1323,0.00,0.00,16,15.51,14.00,8.47,-1.39,0.74,196
1133520,14.05,0.20,1380,0.00,0.00,16,20.08,17.50,9.18,-1.39,0.74,196
1133708,14.05,0.21,1427,0.00,0.00,16,26.41,23.50,9.44,-1.39,0.76,196
1133880,14.53,0.24,1440,0.00,0.00,16,28.52,27.00,11.05,-1.39,0.82,198
1134067,14.21,0.27,1552,0.00,0.00,16,29.57,29.00,13.96,-1.39,0.86,198
1134255,13.89,0.27,1670,0.00,0.00,16,33.44,30.50,15.77,-1.39,0.86,198
1134429,14.73,0.27,1838,0.00,0.00,16,36.25,35.00,16.58,-1.39,0.88,198
1134617,14.56,0.27,1880,0.00,0.00,16,36.25,36.00,16.58,-1.39,0.88,198
1134804,14.79,0.28,1832,0.00,0.00,16,35.55,35.50,16.89,-1.39,0.88,198
1134976,14.79,0.29,1801,0.00,0.00,16,35.20,35.00,17.34,-1.39,0.88,198
1135164,14.63,0.31,1768,0.00,0.00,16,34.84,34.00,17.71,-1.39,0.90,198
1135351,14.13,0.31,1711,0.00,0.00,16,33.79,34.00,17.26,-1.39,0.90,198
1135539,14.41,0.33,1634,0.00,0.00,16,34.14,33.50,17.71,-1.39,0.90,198
1135711,14.05,0.34,1504,0.00,0.00,16,33.09,32.50,17.48,-1.39,0.90,198
1135898,13.76,0.32,1678,0.00,0.00,16,34.84,34.00,17.55,-1.39,0.90,198
1136085,14.70,0.31,1733,0.00,0.00,16,35.90,34.50,18.33,-1.39,0.92,198
1136257,14.46,0.30,1946,0.00,0.00,16,39.41,38.00,19.11,-1.39,0.92,198
1136445,13.95,0.28,2057,0.00,0.00,16,41.17,40.00,19.50,-1.70,0.92,198
1136632,14.32,0.27,2212,0.00,0.00,16,43.28,42.50,20.15,-2.01,0.92,198
1136809,13.84,0.27,2308,0.00,0.00,16,44.69,43.50,20.75,-2.63,0.92,198
1136998,13.55,0.27,2393,0.00,0.00,16,45.39,45.00,21.80,-2.94,0.92,198
1137170,13.67,0.26,2492,0.00,0.00,16,45.04,45.00,22.50,-3.25,0.92,198
1137357,13.49,0.25,2628,0.00,0.00,16,44.69,44.00,22.58,-3.87,0.90,198
1137532,13.75,0.23,2712,0.00,0.00,16,44.34,43.50,20.92,-3.87,0.88,198
1137720,13.84,0.22,2745,0.00,0.00,16,44.34,43.50,20.40,-4.18,0.88,198
1137907,13.89,0.20,2831,0.00,0.00,16,44.34,43.50,19.81,-4.18,0.86,198
1138095,14.07,0.20,2902,0.00,0.00,16,43.98,43.50,19.42,-4.18,0.86,198
1138267,13.93,0.18,2982,0.00,0.00,16,42.93,43.00,18.64,-4.18,0.80,198
1138458,13.70,0.11,2896,0.00,0.00,16,23.95,26.00,9.35,-4.18,0.64,198
1138630,13.54,0.12,2802,0.00,0.00,16,4.61,12.00,11.09,-4.18,0.64,198
1138817,16.93,0.12,2462,0.00,0.00,16,3.55,3.50,10.28,-2.94,0.64,198
1139005,24.75,0.14,2150,0.00,0.00,16,2.85,2.50,9.61,-2.32,0.64,198
1139180,24.22,0.13,1826,0.00,0.00,16,4.26,11.50,8.06,-1.39,0.64,198
1139368,23.93,0.16,1643,0.00,0.00,16,6.37,13.00,7.94,-1.39,0.64,198
1139555,23.92,0.17,1392,0.00,0.00,16,6.72,14.50,10.06,-1.39,0.64,198
1139727,23.72,0.17,1278,0.00,0.00,16,6.72,13.00,7.74,-1.39,0.64,198
1139919,23.70,0.15,1387,0.00,0.00,16,6.72,1.50,6.92,-1.39,0.64,198
1140091,18.95,0.16,1370,0.00,0.00,16,6.72,4.00,7.21,-1.39,0.64,198
1140278,15.96,0.15,1384,0.00,0.00,16,6.72,3.00,6.92,-1.39,0.64,198
1140466,15.53,0.17,1381,0.00,0.00,16,6.72,4.50,6.99,-1.39,0.70,198
1140638,15.24,0.16,1448,0.00,0.00,16,10.23,8.00,8.23,-1.39,0.72,198
1140825,14.58,0.16,1728,0.00,0.00,16,16.56,14.50,9.04,-1.39,0.74,198
1141013,14.87,0.17,1724,0.00,0.00,16,25.35,23.50,9.61,-1.39,0.76,198
1141185,15.60,0.20,1733,0.00,0.00,16,31.68,31.00,10.99,-1.39,0.80,198
1141372,15.19,0.25,1728,0.00,0.00,16,33.09,32.00,12.75,-1.39,0.86,198
1141559,14.38,0.28,1755,0.00,0.00,16,33.79,33.50,16.00,-1.39,0.88,198
1141731,13.99,0.29,1809,0.00,0.00,16,35.55,35.00,17.64,-1.39,0.90,198
1141919,14.15,0.29,1832,0.00,0.00,16,36.60,35.50,18.02,-1.39,0.90,198
1142106,14.42,0.28,1873,0.00,0.00,16,36.95,36.50,17.79,-1.39,0.90,198
1142278,14.53,0.28,1914,0.00,0.00,16,38.01,37.00,18.10,-1.39,0.90,198
1142465,14.78,0.27,1979,0.00,0.00,16,39.41,38.00,17.95,-1.39,0.90,198
1142653,14.63,0.26,2004,0.00,0.00,16,39.77,39.00,16.67,-1.39,0.88,198
1142825,14.23,0.23,2018,0.00,0.00,16,39.06,38.50,15.85,-1.70,0.86,198
1143012,14.94,0.23,2050,0.00,0.00,16,39.77,39.00,16.51,-1.70,0.86,199
1143200,14.92,0.20,2101,0.00,0.00,16,39.06,39.00,15.25,-2.01,0.84,199
1143372,14.82,0.20,2121,0.00,0.00,16,39.06,38.50,13.65,-2.01,0.82,199
1143559,15.03,0.17,2140,0.00,0.00,16,37.30,37.00,11.93,-2.01,0.80,199
1143746,14.72,0.17,2160,0.00,0.00,16,37.30,36.50,11.82,-2.01,0.80,199
1143918,14.83,0.16,2178,0.00,0.00,16,37.30,36.50,11.88,-2.01,0.80,199
1144106,14.46,0.16,2184,0.00,0.00,16,37.30,36.50,11.50,-2.01,0.80,199
1144293,14.37,0.16,2176,0.00,0.00,16,36.95,36.00,11.05,-2.32,0.80,199
1144471,14.46,0.16,2181,0.00,0.00,16,37.30,36.50,11.29,-2.32,0.80,199
1144660,14.62,0.16,2191,0.00,0.00,16,37.30,36.50,11.88,-2.32,0.80,199
1144847,14.39,0.16,2207,0.00,0.00,16,37.66,37.00,11.88,-2.32,0.80,199
1145019,14.19,0.17,2202,0.00,0.00,16,37.66,37.50,12.15,-2.32,0.80,199
1145207,14.05,0.16,2217,0.00,0.00,16,37.66,37.00,11.99,-2.32,0.80,199
1145394,14.30,0.15,2230,0.00,0.00,16,36.95,37.00,11.61,-2.32,0.80,199
1145566,14.32,0.15,2247,0.00,0.00,16,37.30,36.50,11.04,-2.32,0.80,199
1145754,14.90,0.15,2260,0.00,0.00,16,37.30,36.50,11.35,-2.32,0.80,199
1145941,14.79,0.15,2258,0.00,0.00,16,37.66,37.50,11.82,-2.32,0.80,199
1146113,14.70,0.14,2272,0.00,0.00,16,36.60,36.50,9.94,-2.63,0.72,199
1146301,14.15,0.11,2266,0.00,0.00,16,34.49,34.00,8.14,-2.32,0.70,199
1146488,14.37,0.10,2256,0.00,0.00,16,34.49,34.00,7.70,-2.32,0.70,199
1146660,14.68,0.11,2266,0.00,0.00,16,34.49,34.00,8.03,-2.32,0.70,199
1146847,14.94,0.11,2251,0.00,0.00,16,34.49,34.00,8.14,-2.32,0.72,199
1147035,14.79,0.12,2244,0.00,0.00,16,35.20,34.00,8.77,-2.32,0.74,199
1147207,14.65,0.15,2228,0.00,0.00,16,36.95,35.50,8.29,-2.32,0.80,199
1147394,13.88,0.18,2238,0.00,0.00,16,39.06,38.00,12.79,-2.32,0.84,199
1147571,13.82,0.19,2262,0.00,0.00,16,39.77,39.00,13.96,-2.32,0.84,199
1147758,13.94,0.18,2265,0.00,0.00,16,39.77,39.00,13.90,-2.63,0.82,199
1147946,14.72,0.16,2258,0.00,0.00,16,38.36,38.50,11.82,-2.63,0.80,199
1148117,14.79,0.15,2282,0.00,0.00,16,38.01,38.00,11.88,-2.63,0.76,199
1148305,14.79,0.13,2273,0.00,0.00,16,36.60,36.50,9.84,-2.63,0.72,199
1148492,13.86,0.10,2296,0.00,0.00,16,34.84,34.50,8.06,-2.63,0.68,199
1148664,13.77,0.11,2227,0.00,0.00,16,21.13,23.50,7.54,-2.32,0.66,199
1148852,16.13,0.10,2262,0.00,0.00,16,7.42,13.50,7.57,-2.63,0.66,199
1149039,21.58,0.10,2214,0.00,0.00,16,2.15,2.50,7.66,-2.32,0.66,199
1149211,25.60,0.10,2190,0.00,0.00,16,2.15,2.00,7.54,-2.32,0.66,199
1149399,23.99,0.10,2160,0.00,0.00,16,2.15,2.00,7.24,-2.01,0.64,199
1149586,23.75,0.10,2112,0.00,0.00,16,2.15,2.00,6.84,-2.01,0.64,199
