Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
103534,0.00,23.77,0.11,0.00,0.00,0.00,3.63,6.37,36.08,-2.42,0.00
103721,0.00,23.43,0.10,0.00,0.00,0.00,3.63,6.18,36.08,-2.42,0.00
103893,0.00,23.66,0.11,0.00,0.00,0.00,3.63,6.29,36.08,-2.42,0.00
104065,0.00,23.77,0.11,0.00,0.00,0.00,3.63,6.33,36.08,-2.42,0.00
104237,0.00,23.66,0.12,0.00,0.00,0.00,3.92,6.92,36.08,-2.42,1.18
104408,0.00,24.00,0.11,0.00,2.96,0.00,3.92,6.51,36.08,-2.42,1.18
104580,0.00,23.89,0.12,0.00,3.26,0.00,3.77,6.77,36.08,-2.42,1.96
104752,0.00,16.42,0.12,0.00,2.92,0.00,3.77,6.95,36.08,-2.42,1.96
104924,-3.12,12.98,0.12,0.00,2.89,0.00,3.92,6.73,36.08,-2.42,1.96
105111,-6.25,12.63,0.12,0.00,2.88,0.00,4.06,6.88,36.08,-2.42,2.35
105283,-7.03,13.32,0.15,0.00,3.64,0.00,4.50,8.31,36.08,-2.42,3.92
105455,-7.03,13.90,0.19,0.00,3.98,0.00,5.22,9.22,36.08,-2.42,5.49
105627,-10.94,13.78,0.21,0.00,4.36,0.00,6.09,11.66,36.08,-2.42,5.88
105799,-8.59,14.13,0.22,0.00,4.37,0.00,6.67,12.26,36.08,-2.42,6.67
105971,-5.47,15.27,0.22,0.00,4.70,0.00,6.96,12.58,36.08,-2.42,6.67
106143,-3.91,15.50,0.22,0.00,4.76,0.00,7.11,12.48,36.08,-2.42,6.67
106315,-1.56,15.50,0.23,0.00,4.82,0.00,7.25,12.74,36.08,-2.42,6.67
106502,-0.78,15.39,0.22,0.00,4.80,0.00,7.25,12.85,36.08,-2.42,6.67
106674,0.78,15.50,0.23,0.00,4.80,0.00,7.25,13.07,36.08,-2.42,6.67
106846,0.00,15.16,0.23,0.00,4.80,0.00,7.25,13.25,36.08,-2.42,6.67
107018,1.56,15.04,0.22,0.00,4.84,0.00,7.25,12.96,36.08,-2.42,6.67
107190,3.12,15.16,0.22,0.00,4.85,0.00,7.25,13.07,36.08,-2.42,6.67
107361,3.12,15.04,0.23,0.00,4.89,0.00,7.25,13.54,36.08,-2.42,7.06
107549,3.91,15.04,0.23,0.00,4.90,0.00,7.40,13.60,36.08,-2.42,7.06
107721,4.69,15.04,0.23,0.00,4.98,0.00,7.55,13.90,36.08,-2.42,7.06
107893,5.47,15.04,0.24,0.00,5.12,0.00,7.55,13.95,36.08,-2.42,7.45
108065,7.03,15.16,0.23,0.00,5.37,0.00,7.55,14.13,36.08,-2.42,7.45
108236,7.03,14.93,0.23,0.00,4.99,0.00,7.55,14.01,36.08,-2.42,7.45
108408,7.81,14.93,0.23,0.00,5.20,0.00,7.55,14.13,36.08,-2.42,7.45
108580,9.38,15.04,0.24,0.00,5.40,0.00,7.69,14.13,36.08,-2.42,7.45
108752,9.38,14.93,0.24,0.00,5.08,0.00,7.55,14.31,36.08,-2.42,7.45
108939,10.16,14.81,0.24,0.00,5.42,0.00,7.55,14.54,36.08,-2.42,7.45
109111,9.38,14.81,0.24,0.00,5.50,0.00,7.55,14.37,36.08,-2.73,7.45
109283,10.16,14.70,0.23,0.00,5.46,0.00,7.55,14.73,36.08,-2.73,7.45
109455,10.16,14.70,0.23,0.00,5.13,0.00,7.55,14.31,36.08,-2.42,7.45
109631,10.16,14.70,0.23,0.00,5.22,0.00,7.55,14.49,36.08,-2.73,7.45
109803,10.16,14.59,0.22,0.00,5.23,0.00,7.55,14.31,36.08,-2.73,7.45
109975,10.94,14.70,0.23,0.00,5.23,0.00,7.55,14.18,36.08,-2.73,7.45
110147,10.94,14.81,0.22,0.00,5.26,0.00,7.55,13.67,36.08,-2.73,5.88
110319,6.25,13.90,0.19,0.00,4.43,0.00,6.67,11.77,36.08,-2.73,5.49
110491,7.03,13.90,0.18,0.00,4.46,0.00,6.38,11.40,36.08,-2.73,5.49
110678,7.03,14.47,0.18,0.00,4.48,0.00,6.24,11.45,36.08,-2.73,5.49
110850,5.47,14.24,0.16,0.00,4.09,0.00,5.51,9.22,36.08,-2.73,3.92
111022,0.78,13.32,0.14,0.00,3.65,0.00,5.37,9.17,36.08,-2.73,3.92
111194,1.56,13.90,0.14,0.00,3.25,0.00,5.08,9.13,36.08,-2.73,3.92
111366,3.91,14.81,0.15,0.00,3.68,0.00,5.08,9.13,36.08,-2.73,3.92
111542,4.69,14.81,0.14,0.00,3.68,0.00,5.08,8.82,36.08,-2.73,3.92
111714,5.47,14.81,0.14,0.00,3.65,0.00,5.08,8.60,36.08,-2.73,3.92
111886,6.25,15.04,0.14,0.00,3.66,0.00,5.08,8.69,36.08,-2.73,3.92
112058,7.03,14.93,0.14,0.00,3.66,0.00,5.08,9.00,36.08,-2.73,3.92
112230,6.25,14.70,0.14,0.00,3.65,0.00,5.08,8.99,36.08,-2.73,3.92
112417,3.91,14.13,0.14,0.00,3.65,0.00,5.08,8.91,36.08,-2.73,3.92
112589,5.47,14.47,0.14,0.00,3.63,0.00,5.08,8.78,36.08,-2.73,3.92
112761,6.25,14.70,0.14,0.00,3.62,0.00,5.08,8.36,36.08,-2.73,3.92
112933,7.03,15.16,0.14,0.00,3.62,0.00,5.08,8.86,36.08,-2.73,3.92
113120,4.69,14.36,0.14,0.00,3.65,0.00,5.08,8.99,36.08,-2.73,3.92
113292,3.12,14.01,0.13,0.00,3.65,0.00,5.08,8.44,36.08,-2.73,3.92
113464,5.47,14.81,0.14,0.00,3.59,0.00,5.08,8.74,36.08,-2.73,3.92
113636,3.12,14.36,0.14,0.00,3.58,0.00,5.08,8.95,36.08,-2.73,4.31
113808,3.91,14.24,0.14,0.00,3.59,0.00,5.08,8.95,36.08,-2.73,4.31
113984,4.69,14.70,0.14,0.00,3.22,0.00,5.22,7.86,36.08,-2.73,4.31
114156,7.81,15.04,0.15,0.00,3.68,0.00,5.22,9.22,36.08,-2.73,4.31
114328,4.69,14.81,0.15,0.00,4.06,0.00,5.22,9.48,36.08,-2.73,4.71
114500,3.91,14.13,0.15,0.00,4.00,0.00,5.37,9.56,36.08,-2.73,4.71
114672,3.91,14.36,0.15,0.00,3.62,0.00,5.37,9.40,36.08,-2.73,4.71
114844,4.69,14.59,0.15,0.00,4.03,0.00,5.37,9.48,36.08,-2.73,4.71
115016,3.91,14.59,0.15,0.00,4.00,0.00,5.37,9.56,36.08,-2.73,4.71
115192,3.12,14.47,0.14,0.00,3.64,0.00,5.22,8.78,36.08,-2.73,3.14
115364,1.56,14.24,0.11,0.00,3.21,0.00,4.50,6.59,36.08,-2.73,1.96
115551,0.00,13.44,0.10,0.00,0.00,0.00,3.92,5.96,36.08,-2.73,0.78
115723,0.00,14.13,0.10,0.00,0.00,0.00,3.77,5.96,36.08,-2.73,0.78
115895,0.00,19.52,0.10,0.00,0.00,0.00,3.77,6.37,36.08,-2.73,0.78
116067,0.00,24.69,0.10,0.00,0.00,0.00,3.92,6.26,36.08,-2.42,0.78
116239,0.00,23.77,0.12,0.00,3.13,0.00,3.92,6.66,36.08,-2.42,1.57
116411,0.00,23.66,0.12,0.00,3.15,0.00,4.06,7.10,36.08,-2.73,2.35
116583,0.00,18.60,0.12,0.00,3.42,0.00,4.06,7.46,36.08,-2.42,2.75
116755,-3.91,14.59,0.14,0.00,3.48,0.00,4.35,7.74,36.08,-2.42,3.53
116926,-7.03,13.55,0.17,0.00,4.26,0.00,4.93,9.84,36.08,-2.42,5.10
117114,-7.81,13.78,0.18,0.00,4.19,0.00,5.37,10.43,36.08,-2.42,5.49
117286,-7.03,14.13,0.19,0.00,4.20,0.00,5.95,11.51,36.08,-2.42,5.88
117458,-6.25,14.81,0.19,0.00,4.07,0.00,6.24,11.61,36.08,-2.42,5.88
117630,-5.47,14.81,0.20,0.00,4.62,0.00,6.38,11.82,36.08,-2.42,5.88
117801,-3.91,15.16,0.20,0.00,4.62,0.00,6.53,12.20,36.08,-2.42,6.27
117973,-3.12,15.16,0.20,0.00,4.63,0.00,6.53,12.10,36.08,-2.42,6.27
118145,-2.34,14.93,0.20,0.00,4.67,0.00,6.53,12.20,36.08,-2.42,6.27
118317,-1.56,15.04,0.20,0.00,4.67,0.00,6.53,12.09,36.08,-2.42,6.27
118489,0.00,15.27,0.20,0.00,4.69,0.00,6.53,12.31,36.08,-2.42,6.27
118661,-0.78,15.04,0.20,0.00,4.71,0.00,6.53,11.99,36.08,-2.73,6.27
118848,-0.78,14.81,0.20,0.00,4.72,0.00,6.53,12.26,36.08,-2.42,6.27
119020,0.78,15.04,0.20,0.00,4.75,0.00,6.53,12.64,36.08,-2.73,6.27
119192,0.00,14.70,0.20,0.00,4.71,0.00,6.53,12.42,36.08,-2.73,6.27
119364,0.78,14.81,0.20,0.00,4.72,0.00,6.67,12.31,36.08,-2.73,6.27
119536,0.78,14.81,0.20,0.00,4.72,0.00,6.53,12.10,36.08,-2.73,6.27
119708,2.34,15.04,0.19,0.00,4.74,0.00,6.67,12.15,36.08,-2.73,6.27
119879,3.12,15.04,0.20,0.00,4.76,0.00,6.67,12.42,36.08,-2.73,6.27
120051,3.12,14.81,0.20,0.00,4.79,0.00,6.67,12.42,36.08,-2.73,6.27
120239,2.34,14.59,0.21,0.00,5.16,0.00,6.67,12.96,36.08,-2.73,6.27
120411,1.56,14.36,0.21,0.00,4.81,0.00,6.82,12.96,36.08,-2.73,6.27
120582,2.34,14.59,0.20,0.00,4.83,0.00,6.82,12.85,36.08,-2.73,6.67
120754,2.34,14.70,0.20,0.00,4.87,0.00,6.82,12.70,36.08,-2.73,6.67
120931,2.34,14.81,0.20,0.00,4.83,0.00,6.82,12.59,36.08,-2.73,6.67
121103,3.12,14.81,0.20,0.00,4.86,0.00,6.82,12.85,36.08,-2.73,6.27
121275,3.12,14.81,0.20,0.00,4.85,0.00,6.82,13.07,36.08,-2.73,6.67
121446,3.12,14.70,0.20,0.00,4.91,0.00,6.82,12.85,36.08,-2.73,6.67
121634,3.12,14.70,0.20,0.00,4.89,0.00,6.82,12.96,36.08,-2.73,6.67
121790,3.12,14.70,0.20,0.00,4.91,0.00,6.82,12.96,36.08,-2.73,6.67
121962,3.12,14.70,0.20,0.00,4.90,0.00,6.82,12.75,36.08,-2.73,6.67
122149,3.12,14.70,0.20,0.00,4.95,0.00,6.82,12.90,36.08,-2.73,6.67
122321,3.12,14.70,0.20,0.00,4.52,0.00,6.82,12.48,36.08,-2.73,6.67
122493,3.91,14.81,0.20,0.00,4.95,0.00,6.82,12.69,36.08,-2.73,6.67
122665,3.91,14.81,0.19,0.00,4.54,0.00,6.67,12.31,36.08,-2.73,6.27
122837,4.69,14.81,0.19,0.00,4.57,0.00,6.67,12.53,36.08,-2.73,5.88
123009,3.12,14.36,0.15,0.00,4.13,0.00,5.66,9.71,36.08,-2.73,3.14
123182,-4.69,12.98,0.11,0.00,3.33,0.00,4.93,7.66,36.08,-2.73,2.75
123353,-4.69,13.32,0.12,0.00,2.89,0.00,4.50,7.10,36.08,-2.73,2.75
123541,0.78,15.27,0.11,0.00,2.92,0.00,4.50,7.14,36.08,-2.73,2.75
123713,2.34,15.62,0.12,0.00,3.28,0.00,4.35,7.66,36.08,-2.73,2.75
123885,0.78,14.93,0.12,0.00,3.31,0.00,4.35,7.50,36.08,-2.73,2.75
124056,-5.47,13.32,0.11,0.00,2.88,0.00,4.35,7.03,36.08,-2.73,2.75
124228,-3.91,13.78,0.11,0.00,2.86,0.00,4.35,7.17,36.08,-2.73,2.75
124400,-2.34,14.81,0.11,0.00,3.19,0.00,4.21,7.17,36.08,-2.73,2.75
124572,-2.34,14.81,0.11,0.00,3.26,0.00,4.21,7.29,36.08,-2.73,2.75
124744,-2.34,14.70,0.11,0.00,3.26,0.00,4.21,7.10,36.08,-2.73,2.75
124916,-3.12,14.59,0.11,0.00,3.22,0.00,4.21,7.06,36.08,-2.73,2.75
125088,0.00,14.36,0.10,0.00,0.00,0.00,4.06,6.15,36.08,-2.73,0.00
125260,0.00,14.01,0.09,0.00,0.00,0.00,3.48,5.48,36.08,-2.73,0.00
125436,0.00,15.04,0.10,0.00,0.00,0.00,3.48,6.18,36.08,-2.73,0.00
125608,0.00,19.52,0.10,0.00,0.00,0.00,3.48,6.11,36.08,-2.73,0.00
125795,0.00,25.15,0.10,0.00,0.00,0.00,3.48,5.93,36.08,-2.73,0.00
125967,0.00,23.89,0.10,0.00,0.00,0.00,3.48,5.87,36.08,-2.73,0.00
126139,0.00,23.66,0.10,0.00,0.00,0.00,3.48,5.90,36.08,-2.42,0.00
126316,0.00,23.54,0.10,0.00,0.00,0.00,3.48,5.93,36.08,-2.42,0.00
126487,0.00,23.54,0.10,0.00,0.00,0.00,3.48,6.04,36.08,-2.42,0.00
126659,0.00,23.66,0.11,0.00,0.00,0.00,3.48,6.18,36.08,-2.42,0.00
126831,0.00,23.66,0.12,0.00,0.00,0.00,3.77,6.77,36.08,-2.42,0.78
127003,0.00,23.77,0.12,0.00,0.00,0.00,3.92,6.84,36.08,-2.42,1.18
127175,0.00,23.66,0.11,0.00,2.98,0.00,3.92,6.40,36.08,-2.42,1.57
127352,0.00,23.43,0.12,0.00,2.93,0.00,3.92,6.73,36.08,-2.42,1.96
127523,0.00,15.27,0.14,0.00,3.30,0.00,3.92,7.54,36.08,-2.42,3.14
127695,-6.25,13.44,0.14,0.00,3.29,0.00,4.50,8.19,36.08,-2.42,3.53
127867,-9.38,12.98,0.14,0.00,3.32,0.00,4.64,8.14,36.08,-2.42,3.53
128039,-6.25,14.36,0.14,0.00,3.28,0.00,4.79,7.74,36.08,-2.42,3.53
128226,-5.47,14.70,0.14,0.00,3.28,0.00,4.79,8.06,36.08,-2.42,3.53
128398,-4.69,15.04,0.13,0.00,3.43,0.00,4.79,7.41,36.08,-2.42,3.14
128570,-5.47,14.81,0.13,0.00,3.32,0.00,4.64,7.62,36.08,-2.42,3.14
128742,-3.91,15.04,0.12,0.00,3.26,0.00,4.64,7.37,36.08,-2.42,3.14
128914,-5.47,14.59,0.13,0.00,3.29,0.00,4.64,7.29,36.08,-2.42,3.14
129086,-4.69,14.70,0.12,0.00,2.91,0.00,4.64,6.92,36.08,-2.42,3.14
129258,-3.91,14.93,0.12,0.00,3.28,0.00,4.64,6.92,36.08,-2.42,3.14
129430,-3.12,14.93,0.13,0.00,2.92,0.00,4.64,6.73,36.08,-2.42,3.14
129617,-3.12,14.93,0.14,0.00,3.27,0.00,4.64,7.57,36.08,-2.42,3.14
129789,-5.47,14.47,0.13,0.00,3.28,0.00,4.64,7.66,36.08,-2.42,2.75
129961,-10.16,13.21,0.13,0.00,3.27,0.00,4.50,7.41,36.08,-2.42,2.75
130133,-10.16,13.32,0.12,0.00,2.88,0.00,4.50,6.92,36.08,-2.42,2.75
130309,-9.38,14.36,0.13,0.00,2.90,0.00,4.50,7.21,36.08,-2.42,2.75
133249,0.00,14.59,0.16,0.00,3.73,0.00,5.51,9.48,36.08,-2.42,4.31
133421,1.56,15.16,0.16,0.00,3.73,0.00,5.51,9.39,36.08,-2.42,4.31
133608,1.56,15.16,0.16,0.00,3.75,0.00,5.37,9.56,36.08,-2.42,4.31
133780,1.56,14.93,0.16,0.00,3.72,0.00,5.51,9.56,36.08,-2.42,4.31
133952,2.34,14.81,0.17,0.00,3.76,0.00,5.51,9.61,36.08,-2.42,4.71
134124,3.12,14.81,0.17,0.00,3.72,0.00,5.66,10.03,36.08,-2.42,4.71
134295,3.91,14.93,0.17,0.00,3.72,0.00,5.80,9.99,36.08,-2.42,5.10
134467,4.69,15.04,0.18,0.00,3.78,0.00,5.80,10.23,36.08,-2.42,5.10
134639,6.25,15.27,0.18,0.00,4.15,0.00,5.95,10.45,36.08,-2.42,5.49
134811,6.25,15.04,0.19,0.00,4.51,0.00,6.24,11.09,36.08,-2.42,5.49
134983,7.81,15.16,0.19,0.00,4.16,0.00,6.24,11.25,36.08,-2.42,5.49
135155,7.81,14.81,0.18,0.00,4.13,0.00,6.24,10.74,36.08,-2.42,4.71
135327,8.59,14.93,0.16,0.00,3.80,0.00,5.51,9.17,36.08,-2.42,3.92
135502,3.91,14.24,0.14,0.00,3.39,0.00,5.22,8.23,36.08,-2.42,1.57
135674,0.00,13.67,0.11,0.00,0.00,0.00,4.06,5.52,36.08,-2.42,0.00
135846,0.00,13.55,0.11,0.00,0.00,0.00,3.63,6.22,36.08,-2.42,0.00
136017,0.00,17.00,0.11,0.00,0.00,0.00,3.48,6.62,36.08,-2.42,0.00
136205,0.00,24.12,0.11,0.00,0.00,0.00,3.48,6.48,36.08,-2.42,0.00
136377,0.00,23.77,0.13,0.00,0.00,0.00,3.63,6.29,36.08,-2.11,0.00
136548,0.00,23.77,0.14,0.00,2.48,0.00,3.92,5.45,36.08,-1.80,0.00
136720,0.00,24.00,0.11,0.00,2.18,0.00,4.21,4.72,36.08,-1.49,0.00
136892,0.00,23.77,0.11,0.00,2.19,0.00,3.92,4.79,36.08,-1.49,0.00
137064,0.00,17.00,0.11,0.00,2.17,0.00,3.92,4.82,36.08,-1.49,0.00
137236,-1.56,13.90,0.12,0.00,2.17,0.00,3.77,4.85,36.08,-1.49,0.00
137408,-3.91,12.86,0.11,0.00,2.15,0.00,3.77,4.75,36.08,-1.49,0.00
137580,-5.47,12.40,0.11,0.00,2.14,0.00,3.77,4.63,36.08,-1.49,0.00
137767,-7.03,12.17,0.11,0.00,2.11,0.00,3.77,4.63,36.08,-1.49,0.00
137939,-8.59,12.17,0.11,0.00,2.06,0.00,3.77,4.39,36.08,-1.49,0.00
138111,-9.38,12.17,0.11,0.00,1.99,0.00,3.77,4.33,36.08,-1.18,0.00
138283,-10.94,12.06,0.10,0.00,1.73,0.00,3.92,4.09,36.08,-1.18,0.00
138455,-12.50,12.17,0.10,0.00,1.69,0.00,3.92,3.85,36.08,-1.18,0.00
138627,-13.28,12.29,0.10,0.00,1.62,0.00,3.92,3.69,36.08,-1.18,0.00
138798,-13.28,12.75,0.11,0.00,1.58,0.00,3.92,3.85,36.08,-1.18,0.00
138970,-13.28,13.44,0.11,0.00,1.54,0.00,4.06,3.75,36.08,-1.18,0.00
139142,-13.28,13.90,0.10,0.00,1.54,0.00,4.06,3.59,36.08,-1.18,0.00
139330,-13.28,14.13,0.11,0.00,1.53,0.00,4.06,3.58,36.08,-1.18,0.00
139501,-13.28,14.13,0.10,0.00,1.50,0.00,4.06,3.43,36.08,-1.18,0.00
139673,-13.28,14.47,0.11,0.00,1.45,0.00,4.21,3.34,36.08,-1.18,0.00
139845,-12.50,14.70,0.11,0.00,1.42,0.00,4.35,3.38,36.08,-1.18,0.00
140017,-12.50,14.93,0.11,0.00,1.62,0.00,4.50,3.59,36.08,-1.18,0.00
140189,-12.50,15.16,0.11,0.00,1.69,0.00,4.64,3.62,36.08,-1.18,0.00
140361,-11.72,15.27,0.11,0.00,1.47,0.00,4.50,3.55,36.08,-1.18,0.00
140533,-11.72,15.16,0.11,0.00,1.68,0.00,4.64,3.58,36.08,-1.18,0.00
140720,-10.94,15.50,0.11,0.00,1.68,0.00,4.64,3.80,36.08,-1.18,0.00
140881,-10.16,15.73,0.11,0.00,1.47,0.00,4.64,3.34,36.08,-1.18,0.00
141053,-10.16,15.50,0.11,0.00,1.66,0.00,4.79,3.55,36.08,-1.18,0.00
141225,-9.38,15.85,0.12,0.00,1.53,0.00,4.93,3.91,36.08,-1.18,0.00
141397,-8.59,16.08,0.12,0.00,1.70,0.00,4.93,4.00,36.08,-1.18,0.00
141584,-7.81,15.85,0.11,0.00,1.73,0.00,4.79,3.75,36.08,-1.18,0.00
141756,-7.81,15.50,0.12,0.00,1.70,0.00,4.79,3.72,36.08,-1.18,0.00
141928,-7.81,15.62,0.11,0.00,1.72,0.00,4.79,3.98,36.08,-1.18,0.00
142100,-7.03,15.96,0.11,0.00,1.75,0.00,4.79,3.78,36.08,-1.18,0.00
142272,-6.25,15.62,0.12,0.00,1.73,0.00,4.79,3.82,36.08,-1.18,0.00
142443,-6.25,15.62,0.11,0.00,1.73,0.00,4.79,3.88,36.08,-1.18,0.00
142615,-5.47,15.62,0.12,0.00,1.71,0.00,4.79,3.95,36.08,-1.18,0.00
142787,-5.47,15.62,0.11,0.00,1.73,0.00,4.79,4.03,36.08,-1.18,0.00
142959,-4.69,15.50,0.10,0.00,1.76,0.00,4.64,3.65,36.08,-1.18,0.00
143131,-5.47,15.16,0.11,0.00,1.86,0.00,4.64,3.82,36.08,-1.18,0.00
143318,-4.69,15.27,0.11,0.00,1.75,0.00,4.64,3.60,36.08,-1.18,0.00
143490,-4.69,15.16,0.12,0.00,1.68,0.00,4.64,3.85,36.08,-1.18,0.00
