Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F)
746054,14.26,0.22,851,0.00,0.00,16,15.51,13.50,5.65,-1.08,0.72,203
746226,15.03,0.23,992,0.00,0.00,16,18.67,16.50,7.46,-1.08,0.74,203
746414,14.95,0.21,1296,0.00,0.00,16,24.30,21.00,9.09,-1.39,0.78,203
746601,13.28,0.19,1608,0.00,0.00,16,29.57,27.00,9.61,-1.39,0.78,203
746773,13.95,0.18,1716,0.00,0.00,16,31.68,30.50,9.97,-1.39,0.80,203
746960,14.08,0.18,1744,0.00,0.00,16,31.68,30.50,10.28,-1.39,0.80,203
747148,14.08,0.20,1676,0.00,0.00,16,30.62,30.00,10.74,-1.39,0.80,203
747320,14.03,0.21,1568,0.00,0.00,16,28.87,28.50,11.05,-1.39,0.82,203
747507,13.35,0.22,1519,0.00,0.00,16,28.52,27.50,11.15,-1.39,0.82,203
747695,13.26,0.22,1516,0.00,0.00,16,28.52,27.50,11.45,-1.39,0.82,203
747867,13.53,0.23,1544,0.00,0.00,16,29.22,28.00,11.71,-1.39,0.82,203
748055,13.83,0.15,1774,0.00,0.00,16,24.65,26.50,5.27,-1.39,0.64,203
748242,13.03,0.10,1794,0.00,0.00,16,14.45,19.00,5.14,-1.39,0.64,203
748430,13.97,0.13,1592,0.00,0.00,16,14.10,20.00,6.29,-1.39,0.64,203
748607,15.13,0.15,1275,0.00,0.00,16,14.10,22.00,6.11,-1.39,0.64,203
748794,20.54,0.13,1289,0.00,0.00,16,14.10,16.50,5.10,-1.39,0.64,203
748970,22.83,0.11,1314,0.00,0.00,16,14.10,13.50,4.66,-1.39,0.64,203
749158,18.65,0.11,1283,0.00,0.00,16,14.10,16.00,4.69,-1.39,0.64,203
749330,15.11,0.11,1264,0.00,0.00,16,14.10,18.00,4.69,-1.39,0.64,203
749517,14.13,0.11,1239,0.00,0.00,16,14.10,19.00,4.64,-1.39,0.64,203
749705,14.01,0.11,1216,0.00,0.00,16,14.10,20.00,4.60,-1.39,0.64,203
749877,13.78,0.11,1208,0.00,0.00,16,14.10,20.00,4.53,-1.39,0.64,203
750064,13.32,0.11,1198,0.00,0.00,16,14.10,19.00,4.51,-1.39,0.64,203
750252,13.10,0.11,1186,0.00,0.00,16,14.10,19.50,4.51,-1.08,0.64,203
750439,13.15,0.12,1170,0.00,0.00,16,14.10,20.00,4.51,-1.08,0.64,203
750612,13.38,0.12,1162,0.00,0.00,16,14.10,19.00,4.51,-1.08,0.64,203
750800,13.57,0.12,1156,0.00,0.00,16,14.10,19.50,4.48,-1.08,0.64,203
750972,13.64,0.12,1141,0.00,0.00,16,14.10,18.00,4.48,-1.08,0.64,203
751176,13.59,0.12,1141,0.00,0.00,16,14.10,18.00,4.46,-1.08,0.64,203
751349,13.78,0.12,1130,0.00,0.00,16,14.10,18.00,4.40,-1.08,0.64,203
751536,14.10,0.11,1110,0.00,0.00,16,14.10,19.00,4.21,-1.08,0.64,203
751723,14.25,0.12,1098,0.00,0.00,16,14.10,19.50,4.24,-1.08,0.64,203
751888,14.37,0.12,1050,0.00,0.00,16,14.10,21.00,4.21,-1.08,0.64,203
752091,14.63,0.12,1055,0.00,0.00,16,14.10,21.00,4.24,-1.08,0.64,203
752263,14.76,0.12,1056,0.00,0.00,16,14.10,19.00,4.18,-1.08,0.64,205
752450,14.82,0.11,1057,0.00,0.00,16,14.10,18.50,4.04,-1.08,0.64,203
752622,14.87,0.12,1048,0.00,0.00,16,14.10,19.00,4.04,-1.08,0.64,205
752810,14.92,0.12,1039,0.00,0.00,16,14.10,18.50,4.04,-1.08,0.64,205
752982,15.05,0.12,1042,0.00,0.00,16,14.10,17.00,4.02,-1.08,0.64,205
753169,15.06,0.12,1031,0.00,0.00,16,14.10,17.50,4.02,-1.08,0.64,205
753356,15.21,0.12,1018,0.00,0.00,16,14.10,18.00,4.07,-1.08,0.64,205
753544,15.08,0.12,1018,0.00,0.00,16,14.10,17.50,3.99,-1.08,0.64,205
753716,15.08,0.12,1020,0.00,0.00,16,14.10,16.50,3.96,-1.08,0.64,205
753903,15.13,0.12,1002,0.00,0.00,16,14.10,17.50,3.96,-1.08,0.64,205
754091,14.99,0.12,998,0.00,0.00,16,14.10,17.00,3.91,-1.08,0.64,205
754278,14.82,0.12,999,0.00,0.00,16,14.10,16.50,3.91,-1.08,0.64,205
754450,14.79,0.12,991,0.00,0.00,16,14.10,17.00,3.93,-1.08,0.64,205
754638,14.84,0.12,990,0.00,0.00,16,14.10,16.00,3.93,-1.08,0.64,205
754825,14.84,0.12,989,0.00,0.00,16,14.10,15.50,3.88,-1.08,0.64,205
754997,14.93,0.12,978,0.00,0.00,16,14.10,16.50,3.93,-1.08,0.64,205
755184,14.95,0.12,974,0.00,0.00,16,14.10,15.50,3.99,-1.08,0.64,205
755375,15.13,0.12,970,0.00,0.00,16,14.10,15.50,3.99,-1.08,0.64,205
755547,15.19,0.13,974,0.00,0.00,16,14.10,15.50,4.13,-1.08,0.64,205
755734,15.21,0.13,977,0.00,0.00,16,14.10,15.00,4.15,-1.08,0.64,205
755906,15.17,0.13,996,0.00,0.00,16,14.10,13.00,4.18,-1.08,0.64,205
756094,15.06,0.13,1005,0.00,0.00,16,14.10,11.50,4.18,-1.08,0.64,205
756281,15.13,0.12,995,0.00,0.00,16,14.10,13.50,4.18,-1.08,0.64,205
756468,15.16,0.13,947,0.00,0.00,16,14.10,18.50,4.24,-1.08,0.64,205
756640,15.30,0.14,943,0.00,0.00,16,14.10,18.00,4.37,-1.08,0.64,205
756828,15.26,0.13,979,0.00,0.00,16,14.10,15.00,4.37,-1.08,0.64,205
757015,14.93,0.14,988,0.00,0.00,16,14.10,11.50,4.48,-1.08,0.64,205
757187,14.65,0.14,975,0.00,0.00,16,14.10,14.00,4.51,-1.08,0.64,205
757379,14.58,0.14,966,0.00,0.00,16,14.10,15.00,4.60,-1.08,0.64,205
757552,14.62,0.15,970,0.00,0.00,16,14.10,14.00,4.75,-1.08,0.64,205
757740,14.68,0.14,996,0.00,0.00,16,14.10,13.00,4.73,-1.08,0.64,205
757927,14.64,0.14,1028,0.00,0.00,16,14.10,9.50,4.69,-1.08,0.64,205
758099,14.68,0.14,1018,0.00,0.00,16,14.10,10.50,4.82,-1.08,0.64,205
758286,14.82,0.14,1025,0.00,0.00,16,14.10,10.50,4.82,-1.08,0.64,205
758474,14.94,0.14,1033,0.00,0.00,16,14.10,10.50,4.75,-1.08,0.64,205
758650,15.19,0.14,1039,0.00,0.00,16,14.10,10.50,4.75,-1.08,0.64,205
758838,15.00,0.13,1040,0.00,0.00,16,14.10,11.00,4.60,-1.08,0.64,205
759014,14.98,0.13,1045,0.00,0.00,16,14.10,11.00,4.55,-1.08,0.64,205
759202,14.87,0.13,1033,0.00,0.00,16,14.10,13.00,4.53,-1.08,0.64,205
759389,15.05,0.13,1051,0.00,0.00,16,14.10,11.50,4.51,-1.08,0.64,205
759561,15.27,0.13,1046,0.00,0.00,16,14.10,11.50,4.48,-1.08,0.64,205
759749,15.19,0.13,1044,0.00,0.00,16,14.10,13.00,4.43,-1.08,0.64,205
759936,15.30,0.13,1048,0.00,0.00,16,14.10,12.50,4.51,-1.08,0.64,205
760108,15.29,0.13,1052,0.00,0.00,16,14.10,12.50,4.35,-1.08,0.64,205
760296,15.08,0.13,1050,0.00,0.00,16,14.10,12.50,4.49,-1.08,0.64,205
760483,15.16,0.13,1054,0.00,0.00,16,14.10,13.00,4.57,-1.08,0.64,205
760655,14.97,0.12,1057,0.00,0.00,16,14.10,13.00,4.35,-1.08,0.64,205
760842,14.95,0.12,1062,0.00,0.00,16,14.10,12.50,4.32,-1.08,0.64,205
761031,14.82,0.12,1048,0.00,0.00,16,14.10,14.00,4.32,-1.08,0.64,205
761203,14.79,0.12,1043,0.00,0.00,16,14.10,13.00,4.32,-1.08,0.64,205
761390,14.84,0.13,1017,0.00,0.00,16,14.10,17.00,4.46,-1.08,0.64,205
761578,14.95,0.12,1046,0.00,0.00,16,14.10,14.50,4.32,-1.08,0.64,205
761750,15.13,0.12,1044,0.00,0.00,16,14.10,14.00,4.15,-1.08,0.64,205
761937,15.03,0.13,1023,0.00,0.00,16,14.10,15.50,4.29,-1.08,0.64,205
762124,15.08,0.12,1032,0.00,0.00,16,14.10,14.00,4.32,-1.08,0.64,205
762296,15.06,0.12,1040,0.00,0.00,16,14.10,13.50,4.32,-1.08,0.64,205
762484,15.06,0.13,1020,0.00,0.00,16,14.10,15.50,4.21,-1.08,0.64,205
762671,14.87,0.12,1040,0.00,0.00,16,14.10,13.00,4.15,-1.08,0.64,205
762843,14.68,0.12,1012,0.00,0.00,16,14.10,14.50,4.13,-1.08,0.64,205
763031,14.81,0.12,1023,0.00,0.00,16,14.10,15.00,4.13,-1.08,0.64,205
763218,14.97,0.12,1026,0.00,0.00,16,14.10,14.00,4.13,-1.08,0.64,205
763390,15.06,0.12,1019,0.00,0.00,16,14.10,14.50,4.15,-1.08,0.64,205
763579,14.82,0.12,1017,0.00,0.00,16,14.10,14.50,4.10,-1.08,0.64,205
763766,14.94,0.12,1016,0.00,0.00,16,14.10,15.00,4.10,-1.08,0.64,205
763939,14.84,0.12,1017,0.00,0.00,16,14.10,14.00,4.15,-1.08,0.64,205
764127,14.85,0.12,1022,0.00,0.00,16,14.10,13.50,4.15,-1.08,0.64,205
764315,14.84,0.11,1041,0.00,0.00,16,14.10,11.50,3.91,-1.08,0.64,205
764487,14.60,0.12,1010,0.00,0.00,16,14.10,15.50,4.04,-1.08,0.64,205
764674,14.72,0.12,1014,0.00,0.00,16,14.10,14.50,4.10,-1.08,0.64,205
764853,14.68,0.12,1017,0.00,0.00,16,14.10,14.00,4.18,-1.08,0.64,205
765040,14.87,0.12,1029,0.00,0.00,16,14.10,13.00,4.13,-1.08,0.64,205
765212,14.84,0.12,1024,0.00,0.00,16,14.10,13.50,4.13,-1.08,0.64,205
765399,14.81,0.12,1026,0.00,0.00,16,14.10,14.50,3.96,-1.08,0.64,205
765587,14.69,0.12,1035,0.00,0.00,16,14.10,12.50,4.18,-1.08,0.64,205
765774,14.66,0.12,1024,0.00,0.00,16,14.10,14.00,3.88,-1.08,0.64,205
765946,14.67,0.12,1010,0.00,0.00,16,14.10,15.50,3.96,-1.08,0.64,205
766134,14.56,0.12,1017,0.00,0.00,16,14.10,14.00,4.04,-1.08,0.64,205
766306,14.68,0.12,1017,0.00,0.00,16,14.10,14.50,4.10,-1.08,0.64,205
766493,14.63,0.12,1014,0.00,0.00,16,14.10,14.50,3.88,-1.08,0.64,205
766681,14.74,0.12,1010,0.00,0.00,16,14.10,14.50,4.18,-1.08,0.64,205
766868,14.58,0.12,1023,0.00,0.00,16,14.10,13.00,3.99,-1.08,0.64,205
767040,14.47,0.12,1012,0.00,0.00,16,14.10,13.50,3.96,-1.08,0.64,205
767227,14.30,0.12,1015,0.00,0.00,16,14.10,14.50,4.10,-1.08,0.64,205
767415,14.35,0.12,1022,0.00,0.00,16,14.10,13.00,4.04,-1.08,0.64,205
767587,14.23,0.12,1010,0.00,0.00,16,14.10,14.00,3.93,-1.08,0.64,205
767774,14.33,0.12,998,0.00,0.00,16,14.10,15.00,3.83,-1.08,0.64,205
767962,14.40,0.12,988,0.00,0.00,16,14.10,16.50,4.02,-1.08,0.64,205
768134,14.74,0.12,1000,0.00,0.00,16,14.10,14.00,3.96,-1.08,0.64,205
768322,14.84,0.12,993,0.00,0.00,16,14.10,15.00,3.99,-1.08,0.64,205
768495,14.90,0.12,1001,0.00,0.00,16,14.10,14.00,4.04,-1.08,0.64,205
768682,14.74,0.12,1004,0.00,0.00,16,14.10,13.50,4.02,-1.08,0.64,205
768870,14.60,0.12,1000,0.00,0.00,16,14.10,13.00,3.91,-1.08,0.64,205
769042,14.70,0.12,1002,0.00,0.00,16,14.10,14.00,3.93,-1.08,0.64,205
769229,14.65,0.12,1001,0.00,0.00,16,14.10,14.00,3.99,-1.08,0.64,205
769416,14.79,0.12,1008,0.00,0.00,16,14.10,13.00,3.99,-1.08,0.64,205
769588,14.79,0.12,998,0.00,0.00,16,14.10,12.50,3.99,-1.08,0.64,205
769776,14.86,0.12,996,0.00,0.00,16,14.10,14.50,4.02,-1.08,0.64,205
769963,14.79,0.12,1006,0.00,0.00,16,14.10,13.50,3.93,-1.08,0.64,205
770139,14.79,0.12,996,0.00,0.00,16,14.10,14.00,4.04,-1.08,0.64,205
770326,14.69,0.12,996,0.00,0.00,16,14.10,14.00,4.07,-1.08,0.64,205
770513,14.74,0.12,996,0.00,0.00,16,14.10,14.00,3.96,-1.08,0.64,205
770686,14.62,0.12,1005,0.00,0.00,16,14.10,13.00,3.99,-1.08,0.64,205
770873,14.59,0.12,1002,0.00,0.00,16,14.10,13.50,3.88,-1.08,0.64,203
771060,14.47,0.12,983,0.00,0.00,16,14.10,15.50,3.96,-1.08,0.64,203
771232,14.70,0.12,988,0.00,0.00,16,14.10,15.00,3.96,-1.08,0.64,203
771420,14.79,0.12,1013,0.00,0.00,16,14.10,13.50,3.93,-1.08,0.64,203
771607,14.89,0.12,1003,0.00,0.00,16,14.10,13.00,4.02,-1.08,0.64,203
771779,14.82,0.12,989,0.00,0.00,16,14.10,14.00,3.99,-1.08,0.64,203
771970,14.79,0.12,996,0.00,0.00,16,14.10,14.00,3.99,-1.08,0.64,203
772157,14.65,0.12,1007,0.00,0.00,16,14.10,14.00,4.04,-1.08,0.64,203
772329,14.53,0.12,998,0.00,0.00,16,14.10,13.00,3.99,-1.08,0.64,203
772520,14.36,0.12,991,0.00,0.00,16,14.10,14.00,4.04,-1.08,0.64,203
772692,14.49,0.12,986,0.00,0.00,16,14.10,15.00,3.99,-1.08,0.64,203
772879,14.56,0.12,1008,0.00,0.00,16,14.10,13.50,4.10,-1.08,0.64,203
773067,14.65,0.12,1009,0.00,0.00,16,14.10,12.50,3.96,-1.08,0.64,203
773254,14.70,0.12,1006,0.00,0.00,16,14.10,12.50,3.93,-1.08,0.64,203
773426,14.48,0.12,984,0.00,0.00,16,14.10,15.50,3.96,-1.08,0.64,203
773614,14.67,0.12,998,0.00,0.00,16,14.10,13.50,4.04,-1.08,0.64,203
773786,14.70,0.12,995,0.00,0.00,16,14.10,14.00,3.96,-1.08,0.64,203
773973,14.72,0.12,991,0.00,0.00,16,14.10,13.00,3.91,-1.08,0.64,201
774161,14.48,0.12,993,0.00,0.00,16,14.10,14.00,3.93,-1.08,0.64,201
774348,14.67,0.12,994,0.00,0.00,16,14.10,14.00,4.02,-1.08,0.64,201
774520,14.55,0.12,996,0.00,0.00,16,14.10,13.50,4.04,-1.08,0.64,201
774707,14.77,0.12,986,0.00,0.00,16,14.10,13.00,3.99,-1.08,0.64,201
774895,14.73,0.12,992,0.00,0.00,16,14.10,14.00,4.04,-1.08,0.64,201
775067,14.82,0.12,993,0.00,0.00,16,14.10,14.00,4.07,-1.08,0.64,201
775254,14.82,0.12,994,0.00,0.00,16,14.10,14.00,4.02,-1.08,0.64,201
775442,14.87,0.12,996,0.00,0.00,16,14.10,13.50,3.99,-1.08,0.64,201
775614,14.79,0.13,983,0.00,0.00,16,14.10,14.00,4.10,-1.08,0.64,201
775801,14.81,0.12,992,0.00,0.00,16,14.10,14.00,3.96,-1.08,0.64,201
775988,14.67,0.12,983,0.00,0.00,16,14.10,15.00,3.99,-1.08,0.64,201
776160,14.74,0.12,995,0.00,0.00,16,14.10,13.50,4.07,-1.08,0.64,201
776348,14.70,0.12,992,0.00,0.00,16,14.10,14.00,3.99,-1.08,0.64,201
776535,14.82,0.12,988,0.00,0.00,16,14.10,13.50,3.93,-1.08,0.64,201
776711,14.65,0.12,988,0.00,0.00,16,14.10,14.00,4.13,-1.08,0.64,201
776898,14.68,0.12,1000,0.00,0.00,16,14.10,13.00,4.07,-1.08,0.64,199
777086,14.65,0.12,993,0.00,0.00,16,14.10,14.00,4.02,-1.08,0.64,199
777257,14.70,0.12,991,0.00,0.00,16,14.10,14.50,4.07,-1.08,0.64,199
777445,14.74,0.12,1002,0.00,0.00,16,14.10,13.50,4.02,-1.08,0.64,199
777632,14.82,0.12,1010,0.00,0.00,16,14.10,12.00,4.07,-1.08,0.64,199
777804,14.79,0.12,1005,0.00,0.00,16,14.10,13.00,3.99,-1.08,0.64,199
777992,14.74,0.12,1010,0.00,0.00,16,14.10,13.00,3.96,-1.08,0.64,199
778179,14.74,0.12,990,0.00,0.00,16,14.10,15.00,4.02,-1.08,0.64,199
778351,14.87,0.12,1002,0.00,0.00,16,14.10,13.50,3.96,-1.08,0.64,199
778539,14.87,0.12,1001,0.00,0.00,16,14.10,13.50,4.10,-1.08,0.64,199
778726,14.90,0.12,1004,0.00,0.00,16,14.10,13.50,4.10,-1.08,0.64,199
778898,14.74,0.12,1018,0.00,0.00,16,14.10,12.00,3.96,-1.08,0.64,199
779086,14.53,0.12,995,0.00,0.00,16,14.10,13.00,3.99,-1.08,0.64,199
779273,14.56,0.12,990,0.00,0.00,16,14.10,15.00,3.99,-1.08,0.64,199
779460,14.42,0.12,995,0.00,0.00,16,14.10,14.50,4.02,-1.08,0.64,199
779632,14.69,0.12,1008,0.00,0.00,16,14.10,13.00,4.07,-1.08,0.64,199
779820,14.60,0.12,1004,0.00,0.00,16,14.10,13.00,4.02,-1.08,0.64,199
780007,14.72,0.12,997,0.00,0.00,16,14.10,14.00,4.07,-1.08,0.64,199
780179,14.70,0.12,1004,0.00,0.00,16,14.10,14.00,4.10,-1.08,0.64,198
780367,14.81,0.12,1013,0.00,0.00,16,14.10,12.50,3.99,-1.08,0.64,198
780554,14.62,0.12,1001,0.00,0.00,16,14.10,14.00,3.96,-1.08,0.64,198
780726,14.54,0.12,1006,0.00,0.00,16,14.10,13.00,4.07,-1.08,0.64,198
780914,14.55,0.12,1005,0.00,0.00,16,14.10,13.50,3.80,-1.08,0.64,198
781101,14.68,0.13,995,0.00,0.00,16,14.10,14.50,4.07,-1.08,0.64,198
781273,14.83,0.12,1003,0.00,0.00,16,14.10,13.50,4.04,-1.08,0.64,198
781460,14.87,0.12,1002,0.00,0.00,16,14.10,14.00,4.02,-1.08,0.64,198
781648,14.79,0.12,1010,0.00,0.00,16,14.10,13.00,4.04,-1.08,0.64,198
781820,14.70,0.12,1016,0.00,0.00,16,14.10,12.50,3.99,-1.08,0.64,198
782007,14.55,0.12,992,0.00,0.00,16,14.10,15.00,4.21,-1.08,0.64,198
782199,14.54,0.12,1013,0.00,0.00,16,14.10,13.50,4.07,-1.08,0.64,198
782372,14.51,0.12,1020,0.00,0.00,16,14.10,12.00,3.93,-1.08,0.64,198
782560,14.25,0.12,1001,0.00,0.00,16,14.10,13.50,4.04,-1.08,0.64,198
782731,14.48,0.12,996,0.00,0.00,16,14.10,15.00,3.99,-1.08,0.64,198
782919,14.60,0.12,1004,0.00,0.00,16,14.10,14.00,4.10,-1.08,0.64,198
783106,14.77,0.12,1002,0.00,0.00,16,14.10,14.00,4.04,-1.08,0.64,198
783278,14.84,0.12,1000,0.00,0.00,16,14.10,14.00,4.10,-1.08,0.64,198
783466,14.82,0.12,998,0.00,0.00,16,14.10,14.00,3.99,-1.08,0.64,196
783653,14.74,0.12,1000,0.00,0.00,16,14.10,14.00,4.07,-1.08,0.64,196
783825,14.72,0.12,1008,0.00,0.00,16,14.10,13.00,3.96,-1.08,0.64,196
784013,14.65,0.12,988,0.00,0.00,16,14.10,15.00,3.88,-1.08,0.64,196
784200,14.74,0.13,984,0.00,0.00,16,14.10,15.50,3.99,-1.08,0.64,196
784371,14.77,0.12,1002,0.00,0.00,16,14.10,13.00,3.99,-1.08,0.64,196
784559,14.92,0.12,1010,0.00,0.00,16,14.10,12.50,4.02,-1.08,0.64,196
784747,14.80,0.13,994,0.00,0.00,16,14.10,14.00,4.15,-1.08,0.64,196
784934,14.89,0.12,1001,0.00,0.00,16,14.10,14.00,4.07,-1.08,0.64,196
785106,14.79,0.12,1021,0.00,0.00,16,14.10,12.00,4.07,-1.08,0.64,196
785293,14.77,0.12,1014,0.00,0.00,16,14.10,12.50,4.10,-1.08,0.64,196
785481,14.58,0.12,996,0.00,0.00,16,14.10,14.50,4.02,-1.08,0.64,196
785653,14.49,0.12,1000,0.00,0.00,16,14.10,15.00,4.10,-1.08,0.64,196
785841,14.62,0.12,1002,0.00,0.00,16,14.10,14.50,4.10,-1.08,0.64,196
786029,14.72,0.12,1002,0.00,0.00,16,14.10,13.50,4.04,-1.08,0.64,196
786201,14.70,0.12,1002,0.00,0.00,16,14.10,13.50,4.15,-1.08,0.64,196
786388,14.51,0.12,1011,0.00,0.00,16,14.10,13.00,4.07,-1.08,0.64,196
786575,14.56,0.12,1012,0.00,0.00,16,14.10,13.00,4.02,-1.08,0.64,196
786747,14.39,0.12,995,0.00,0.00,16,14.10,14.50,3.91,-1.08,0.64,194
786935,14.65,0.12,993,0.00,0.00,16,14.10,15.00,4.07,-1.08,0.64,194
787122,14.60,0.13,995,0.00,0.00,16,14.10,14.50,4.04,-1.08,0.64,194
787294,14.77,0.12,1006,0.00,0.00,16,14.10,13.00,4.07,-1.08,0.64,194
787497,14.84,0.12,999,0.00,0.00,16,14.10,13.50,4.02,-1.08,0.64,194
787669,14.77,0.12,991,0.00,0.00,16,14.10,15.00,4.07,-1.08,0.64,194
787857,14.72,0.12,1006,0.00,0.00,16,14.10,13.00,4.18,-1.08,0.64,194
788044,14.74,0.12,1006,0.00,0.00,16,14.10,13.00,3.96,-1.08,0.64,194
788216,14.67,0.12,990,0.00,0.00,16,14.10,14.50,4.04,-1.08,0.64,194
788403,14.77,0.12,985,0.00,0.00,16,14.10,15.50,4.13,-1.08,0.64,194
788591,14.79,0.12,1004,0.00,0.00,16,14.10,13.00,3.93,-1.08,0.64,194
788763,14.90,0.12,996,0.00,0.00,16,14.10,14.00,4.10,-1.08,0.64,194
788950,14.94,0.12,997,0.00,0.00,16,14.10,13.50,3.96,-1.08,0.64,194
789138,14.87,0.12,992,0.00,0.00,16,14.10,14.00,3.99,-1.08,0.64,194
789310,14.74,0.12,992,0.00,0.00,16,14.10,15.50,4.13,-1.08,0.64,194
789497,14.79,0.12,994,0.00,0.00,16,14.10,13.50,4.10,-1.08,0.64,194
789685,14.77,0.12,999,0.00,0.00,16,14.10,13.00,4.07,-1.08,0.64,194
789857,14.71,0.12,997,0.00,0.00,16,14.10,13.50,4.02,-1.08,0.64,194
790045,14.60,0.12,1003,0.00,0.00,16,14.10,13.00,3.99,-1.08,0.64,194
790233,14.63,0.12,995,0.00,0.00,16,14.10,13.50,4.10,-1.08,0.64,194
790404,14.72,0.12,997,0.00,0.00,16,14.10,13.50,4.10,-1.08,0.64,194
790592,14.60,0.12,998,0.00,0.00,16,14.10,14.00,4.10,-1.08,0.64,194
790779,14.72,0.12,1011,0.00,0.00,16,14.10,12.50,3.99,-1.08,0.64,194
790967,14.68,0.13,993,0.00,0.00,16,14.10,14.00,4.10,-1.08,0.64,192
791139,14.79,0.12,1028,0.00,0.00,16,14.10,11.50,4.07,-1.08,0.64,192
791326,14.81,0.11,1025,0.00,0.00,16,14.10,11.50,3.83,-1.08,0.64,192
791514,14.82,0.12,1019,0.00,0.00,16,14.10,13.00,4.02,-1.08,0.64,192
791686,14.82,0.12,1031,0.00,0.00,16,14.10,11.50,4.18,-1.08,0.64,192
791874,15.23,0.12,1047,0.00,0.00,16,14.10,11.00,4.04,-1.08,0.64,192
792061,15.27,0.12,1049,0.00,0.00,16,14.10,11.50,4.10,-1.08,0.64,192
792233,15.05,0.12,1044,0.00,0.00,16,14.10,11.50,4.15,-1.08,0.64,192
795227,14.30,0.11,1031,0.00,0.00,16,14.10,14.00,3.80,-1.08,0.64,190
795399,14.44,0.11,1018,0.00,0.00,16,14.10,15.00,3.78,-1.08,0.64,190
795587,14.35,0.11,1015,0.00,0.00,16,14.10,15.50,3.80,-1.08,0.64,190
795774,14.56,0.11,1032,0.00,0.00,16,14.10,13.00,3.80,-1.08,0.64,190
795962,14.54,0.11,1010,0.00,0.00,16,14.10,15.50,3.75,-1.08,0.64,190
796149,14.63,0.11,1012,0.00,0.00,16,14.10,15.00,3.78,-1.08,0.64,190
796321,14.46,0.11,1014,0.00,0.00,16,14.10,15.00,3.75,-1.08,0.64,190
796508,14.56,0.11,1015,0.00,0.00,16,14.10,14.00,3.75,-1.08,0.64,190
796696,14.63,0.11,1007,0.00,0.00,16,14.10,15.00,3.75,-1.08,0.64,190
796868,14.54,0.11,995,0.00,0.00,16,14.10,16.00,3.75,-1.08,0.64,190
797055,14.63,0.11,1004,0.00,0.00,16,14.10,14.00,3.75,-1.08,0.64,190
797243,14.51,0.11,1004,0.00,0.00,16,14.10,13.50,3.75,-1.08,0.64,190
797418,14.51,0.11,1003,0.00,0.00,16,14.10,14.00,3.75,-1.08,0.64,190
797605,14.44,0.11,992,0.00,0.00,16,14.10,15.50,3.75,-1.08,0.64,190
797777,14.58,0.11,996,0.00,0.00,16,14.10,14.50,3.78,-1.08,0.64,190
797965,14.56,0.12,978,0.00,0.00,16,14.10,14.50,3.80,-1.08,0.64,190
798152,14.69,0.11,994,0.00,0.00,16,14.10,14.00,3.83,-1.08,0.64,190
798340,14.59,0.12,991,0.00,0.00,16,14.10,14.00,3.85,-1.08,0.64,190
798512,14.58,0.12,995,0.00,0.00,16,14.10,14.00,3.85,-1.08,0.64,190
798699,14.42,0.12,995,0.00,0.00,16,14.10,14.00,3.85,-1.08,0.64,190
798887,14.58,0.11,1001,0.00,0.00,16,14.10,13.00,3.85,-1.08,0.64,190
799059,14.49,0.12,996,0.00,0.00,16,14.10,14.00,3.85,-1.08,0.64,190
799246,14.63,0.12,1001,0.00,0.00,16,14.10,13.00,3.85,-1.08,0.64,190
799418,14.62,0.12,995,0.00,0.00,16,14.10,14.00,3.91,-1.08,0.64,190
799605,14.68,0.12,992,0.00,0.00,16,14.10,14.00,3.85,-1.08,0.64,189
799793,14.53,0.12,990,0.00,0.00,16,14.10,14.00,3.85,-1.08,0.64,189
799981,14.54,0.12,1002,0.00,0.00,16,14.10,13.00,3.91,-1.08,0.64,189
800153,14.55,0.12,1002,0.00,0.00,16,14.10,13.00,3.85,-1.08,0.64,189
800340,14.77,0.12,1008,0.00,0.00,16,14.10,13.00,3.88,-1.08,0.64,189
800528,14.77,0.13,1008,0.00,0.00,16,14.10,13.00,4.24,-1.08,0.66,189
800701,14.82,0.24,1050,0.00,0.00,16,21.48,14.00,4.82,-1.08,0.92,189
800888,14.82,0.37,1263,0.00,0.00,16,34.84,22.00,26.73,-1.39,0.64,189
801060,12.49,0.13,2147,0.00,0.00,16,15.51,21.00,4.48,-1.70,0.64,189
801248,11.82,0.13,2112,0.00,0.00,16,20.43,14.50,7.09,0.15,0.90,189
801435,13.70,0.46,2611,0.00,0.00,16,34.14,38.50,46.47,13.46,1.72,189
801607,11.46,0.15,3304,0.00,0.00,16,1.80,35.00,10.89,-4.18,0.64,189
801794,12.27,0.19,3039,0.00,0.00,16,38.36,-10.50,9.77,-0.15,1.06,189
801982,18.56,0.43,3602,0.00,0.00,16,40.47,36.00,47.84,13.15,0.84,189
802154,11.06,0.17,3782,0.00,0.00,16,44.34,10.00,19.87,-4.18,1.02,189
802341,13.01,0.54,4160,0.00,0.00,16,7.77,7.50,69.60,13.77,2.12,189
802529,22.48,0.62,4780,0.00,0.00,16,7.77,7.50,95.15,14.39,2.54,189
802716,24.09,0.69,4601,0.00,0.00,16,7.77,7.50,105.75,15.01,2.56,189
