Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Coolant Temperature (F)
246498,-0.78,14.59,0.20,0.00,5.04,0.00,6.96,12.85,33.73,-2.73,6.67,192
246685,0.00,14.70,0.17,0.00,4.66,0.00,6.38,11.93,33.73,-2.73,5.10,192
246872,-3.12,14.13,0.14,0.00,3.76,0.00,5.80,9.39,33.73,-2.73,4.31,192
247044,-0.78,14.59,0.15,0.00,3.80,0.00,5.51,9.84,33.73,-2.73,4.31,192
247232,-0.78,14.81,0.15,0.00,3.76,0.00,5.37,9.79,33.73,-2.73,4.71,192
247419,-0.78,14.70,0.17,0.00,4.17,0.00,5.66,11.24,33.73,-2.73,5.49,192
247591,-2.34,14.36,0.19,0.00,4.20,0.00,6.24,11.76,33.73,-2.73,6.27,192
247779,-2.34,14.47,0.20,0.00,4.17,0.00,6.53,12.08,33.73,-2.73,6.67,192
247966,-0.78,14.93,0.21,0.00,5.01,0.00,6.96,13.71,33.73,-2.73,7.06,192
248138,0.00,14.93,0.21,0.00,5.42,0.00,7.11,13.47,33.73,-2.73,7.45,192
248326,3.12,15.50,0.22,0.00,5.38,0.00,7.40,14.13,33.73,-2.73,7.45,192
248513,2.34,15.04,0.23,0.00,5.44,0.00,7.55,14.61,33.73,-2.73,7.84,192
248700,3.12,14.81,0.23,0.00,5.40,0.00,7.69,15.36,33.73,-2.73,7.84,192
248877,3.12,14.93,0.24,0.00,5.86,0.00,7.84,15.63,33.33,-2.73,8.24,192
249064,2.34,14.70,0.24,0.00,5.47,0.00,8.13,15.28,33.33,-2.73,8.24,192
249237,3.12,14.81,0.25,0.00,5.83,0.00,8.27,16.32,33.33,-2.73,8.24,192
249424,2.34,14.47,0.25,0.00,5.89,0.00,8.27,16.38,33.33,-2.73,8.63,192
249611,1.56,14.70,0.26,0.00,5.88,0.00,8.42,16.38,33.33,-2.73,8.63,192
249783,1.56,14.47,0.26,0.00,6.30,0.00,8.56,16.93,33.33,-2.73,8.63,192
249971,3.12,14.81,0.26,0.00,6.35,0.00,8.71,17.59,33.33,-2.73,9.02,192
250158,2.34,14.70,0.26,0.00,5.92,0.00,8.85,17.22,33.33,-2.73,9.41,192
250346,3.91,14.93,0.26,0.00,6.81,0.00,9.00,18.12,33.33,-2.73,9.41,192
250518,3.91,14.81,0.27,0.00,6.35,0.00,9.14,17.74,33.33,-2.73,9.41,192
250705,4.69,14.93,0.29,0.00,7.21,0.00,9.29,18.89,33.33,-2.73,9.80,192
250892,2.34,14.36,0.29,0.00,6.63,0.00,9.43,19.27,33.33,-2.73,9.80,192
251065,3.12,14.59,0.29,0.00,6.88,0.00,9.58,19.26,33.33,-3.04,9.80,192
251252,2.34,14.47,0.29,0.00,7.26,0.00,9.58,19.42,33.33,-3.04,9.80,192
251428,2.34,14.70,0.25,0.00,6.86,0.00,9.14,15.91,33.33,-3.04,7.84,192
251616,0.00,13.67,0.21,0.00,5.61,0.00,7.84,13.47,33.33,-3.04,5.88,192
251793,-0.78,14.24,0.18,0.00,4.71,0.00,6.67,10.78,33.33,-3.04,5.10,192
251980,-1.56,14.36,0.16,0.00,4.30,0.00,6.24,11.04,33.33,-3.04,5.10,192
252168,-2.34,14.36,0.15,0.00,4.28,0.00,5.95,10.48,33.33,-3.04,4.71,192
252339,-1.56,14.59,0.16,0.00,4.30,0.00,5.80,10.63,33.33,-3.04,5.10,192
252527,-1.56,14.81,0.20,0.00,4.71,0.00,6.24,12.96,33.33,-3.04,6.67,192
252714,-5.47,14.01,0.22,0.00,5.16,0.00,6.96,13.89,33.33,-3.04,7.45,192
252886,-2.34,14.81,0.24,0.00,5.94,0.00,7.40,15.77,33.33,-3.04,8.63,192
253074,-2.34,14.81,0.32,0.00,6.94,0.00,8.71,20.07,33.33,-3.04,11.37,192
253261,-3.91,14.47,0.32,0.00,7.24,0.00,10.30,22.33,33.33,-3.04,12.16,192
253433,0.00,15.27,0.34,0.00,7.73,0.00,10.74,22.97,33.33,-3.04,12.55,192
253621,0.78,15.39,0.34,0.00,7.81,0.00,11.03,23.08,33.33,-3.04,12.94,192
253808,2.34,15.39,0.35,0.00,8.24,0.00,11.17,23.74,33.33,-3.04,12.94,192
253980,2.34,14.93,0.35,0.00,8.73,0.00,11.32,24.04,33.33,-3.04,12.94,192
254172,2.34,14.70,0.35,0.00,9.26,0.00,11.46,24.51,33.33,-3.04,12.94,192
254344,2.34,14.81,0.35,0.00,8.74,0.00,11.46,24.22,33.33,-3.04,12.94,192
254531,1.56,14.47,0.34,0.00,8.95,0.00,11.46,24.42,33.33,-3.04,12.16,192
254713,1.56,14.47,0.32,0.00,8.48,0.00,10.88,22.50,33.33,-3.04,11.37,192
254900,1.56,14.70,0.30,0.00,8.04,0.00,10.45,21.20,33.33,-3.04,10.98,192
255072,2.34,14.70,0.28,0.00,7.60,0.00,10.01,20.42,33.33,-3.04,10.20,192
255259,3.91,14.93,0.28,0.00,7.63,0.00,9.87,20.67,33.33,-3.04,10.20,192
255447,3.12,14.81,0.26,0.00,7.18,0.00,9.29,17.82,33.33,-3.04,8.63,192
255623,0.78,14.13,0.21,0.00,5.91,0.00,8.42,15.49,33.33,-3.04,8.24,192
255811,5.47,15.39,0.22,0.00,6.36,0.00,7.98,15.97,33.33,-3.04,7.84,192
255983,1.56,14.24,0.22,0.00,5.89,0.00,7.69,15.36,33.33,-3.04,7.45,192
256170,3.12,14.47,0.21,0.00,4.96,0.00,7.55,13.47,33.33,-3.04,7.45,192
256358,2.34,14.81,0.21,0.00,5.86,0.00,7.40,14.96,33.33,-3.04,7.45,192
256530,0.00,14.01,0.21,0.00,5.45,0.00,7.40,15.09,33.33,-3.04,7.45,192
256717,0.00,14.36,0.19,0.00,4.95,0.00,7.11,13.59,33.33,-3.04,6.67,192
256904,0.00,14.47,0.19,0.00,5.00,0.00,6.67,13.24,33.33,-3.04,6.27,192
257076,0.78,14.70,0.18,0.00,5.01,0.00,6.53,13.01,33.33,-3.04,6.27,192
257264,-1.56,14.24,0.15,0.00,4.53,0.00,6.24,10.78,33.33,-3.04,2.75,192
257451,-7.03,13.55,0.10,0.00,3.18,0.00,4.79,6.51,33.33,-3.04,2.35,192
257639,-3.91,14.47,0.11,0.00,3.09,0.00,4.21,7.49,33.33,-3.04,1.96,192
257826,0.00,15.62,0.11,0.00,3.58,0.00,4.06,8.11,33.33,-3.04,1.96,192
257998,-8.59,12.98,0.12,0.00,3.58,0.00,4.06,8.27,33.33,-3.04,2.75,192
258186,-16.41,12.17,0.13,0.00,3.57,0.00,4.35,8.69,33.33,-3.04,3.92,192
258373,-14.06,13.67,0.14,0.00,3.56,0.00,4.79,9.65,33.33,-3.04,4.31,192
258545,-10.94,15.04,0.14,0.00,3.58,0.00,5.08,9.74,33.33,-3.04,4.71,192
258732,-9.38,15.39,0.14,0.00,3.59,0.00,5.22,9.83,33.33,-3.04,4.71,192
258920,-7.81,15.39,0.15,0.00,4.00,0.00,5.37,10.08,33.33,-3.04,5.10,192
259092,-7.03,15.04,0.16,0.00,3.97,0.00,5.51,10.74,33.33,-3.04,5.10,192
259279,-5.47,15.27,0.16,0.00,4.42,0.00,5.66,11.08,33.33,-3.04,5.10,192
259467,-5.47,14.93,0.16,0.00,4.43,0.00,5.80,11.08,33.33,-3.04,5.49,192
259639,-5.47,14.81,0.15,0.00,3.97,0.00,5.80,10.43,33.33,-3.04,5.49,192
259826,0.00,15.62,0.17,0.00,4.81,0.00,5.95,11.08,33.33,-3.04,5.49,192
260013,-0.78,15.50,0.16,0.00,4.39,0.00,5.95,11.14,33.33,-3.04,5.88,192
260186,0.00,14.81,0.17,0.00,4.28,0.00,6.09,11.59,33.33,-3.04,5.88,192
260373,0.00,15.04,0.16,0.00,4.35,0.00,6.09,11.55,33.33,-3.04,5.49,192
260560,0.00,14.81,0.13,0.00,3.47,0.00,5.37,7.74,33.33,-3.04,3.14,192
260737,0.00,14.01,0.09,0.00,0.00,0.00,4.50,5.71,33.33,-3.04,0.00,192
260924,0.00,14.81,0.09,0.00,0.00,0.00,3.63,6.04,33.33,-3.04,0.00,192
261096,0.00,17.80,0.10,0.00,0.00,0.00,3.48,6.81,33.33,-2.73,0.00,192
261284,0.00,24.35,0.10,0.00,0.00,0.00,3.63,6.48,33.33,-2.73,0.00,192
261471,0.00,24.81,0.10,0.00,0.00,0.00,3.63,6.26,33.33,-2.73,0.00,192
261643,0.00,23.66,0.10,0.00,0.00,0.00,3.63,6.29,33.33,-2.73,0.00,192
261835,0.00,23.43,0.09,0.00,0.00,0.00,3.63,6.07,33.33,-2.73,0.00,192
262007,0.00,24.00,0.09,0.00,0.00,0.00,3.63,6.22,33.33,-2.73,0.00,192
262194,0.00,23.89,0.10,0.00,0.00,0.00,3.63,6.07,33.33,-2.73,0.00,192
262382,0.00,23.54,0.10,0.00,0.00,0.00,3.63,5.71,33.33,-2.73,0.00,192
262554,0.00,23.89,0.10,0.00,0.00,0.00,3.63,6.29,33.33,-2.73,0.00,192
262741,0.00,23.89,0.10,0.00,0.00,0.00,3.63,6.18,33.33,-2.42,0.00,192
262929,0.00,23.66,0.10,0.00,0.00,0.00,3.63,6.37,33.33,-2.42,0.00,192
263116,0.00,23.54,0.10,0.00,0.00,0.00,3.48,6.29,33.33,-2.42,0.00,192
263288,0.00,23.89,0.12,0.00,0.00,0.00,3.63,6.95,33.33,-2.42,0.78,192
263476,0.00,24.00,0.12,0.00,3.05,0.00,4.06,6.99,33.33,-2.42,1.96,192
263663,0.00,23.89,0.12,0.00,2.90,0.00,4.06,6.92,33.33,-2.42,1.96,192
263835,-1.56,15.04,0.11,0.00,2.93,0.00,4.06,6.73,33.33,-2.42,2.35,192
264027,-6.25,13.78,0.11,0.00,2.91,0.00,4.21,6.70,33.33,-2.42,2.35,192
264199,-3.12,14.36,0.12,0.00,2.92,0.00,4.21,6.99,33.33,-2.42,2.35,192
264386,-1.56,15.04,0.13,0.00,3.28,0.00,4.35,7.29,33.33,-2.42,2.75,192
264574,-5.47,14.24,0.12,0.00,3.24,0.00,4.35,7.37,33.33,-2.11,2.75,192
264746,-7.81,13.67,0.13,0.00,3.24,0.00,4.50,7.18,33.33,-2.11,2.75,192
264933,-4.69,14.70,0.14,0.00,3.19,0.00,4.64,7.45,33.33,-2.11,2.75,192
265105,-8.59,14.13,0.14,0.00,3.22,0.00,4.64,7.74,33.33,-2.11,3.14,192
265293,-10.16,13.78,0.14,0.00,3.17,0.00,4.79,7.54,33.33,-2.11,3.14,192
265480,-8.59,14.36,0.14,0.00,3.18,0.00,4.79,7.54,33.33,-2.11,2.75,192
265652,-8.59,14.70,0.13,0.00,3.15,0.00,4.79,7.46,33.33,-2.11,2.75,192
265840,-10.16,14.24,0.12,0.00,2.81,0.00,4.64,6.33,33.33,-2.11,1.96,192
266027,0.00,14.24,0.10,0.00,2.44,0.00,4.21,5.58,33.33,-2.11,0.78,192
266214,0.00,14.36,0.09,0.00,0.00,0.00,3.77,5.00,33.33,-2.11,0.00,192
266386,0.00,16.65,0.10,0.00,0.00,0.00,3.48,5.13,33.33,-2.11,0.00,192
266574,0.00,21.71,0.12,0.00,0.00,0.00,3.63,5.45,33.33,-2.11,0.00,192
266761,0.00,23.77,0.13,0.00,2.38,0.00,4.06,5.07,33.33,-1.49,0.00,192
266933,0.00,23.66,0.10,0.00,1.96,0.00,4.06,4.33,33.33,-1.49,0.00,192
267121,0.00,17.11,0.50,0.00,5.98,0.00,13.49,27.55,33.33,1.28,27.06,192
267308,0.00,14.59,0.17,0.00,0.00,0.00,7.69,5.45,33.33,-3.04,0.00,192
267480,0.00,13.78,0.08,0.00,0.00,0.00,4.06,5.10,33.33,-3.64,0.00,192
267668,0.00,22.97,0.09,0.00,0.00,0.00,3.77,6.40,33.33,-3.04,0.00,192
267855,0.00,23.43,0.09,0.00,0.00,0.00,3.63,6.40,33.33,-3.04,0.00,192
268027,0.00,23.66,0.10,0.00,0.00,0.00,3.63,6.81,33.33,-3.04,0.00,192
268214,0.00,23.89,0.10,0.00,0.00,0.00,3.63,7.29,33.33,-3.35,0.00,192
268386,0.00,23.66,0.10,0.00,0.00,0.00,3.63,7.14,33.33,-3.35,0.00,192
268574,0.00,23.54,0.09,0.00,0.00,0.00,3.48,6.62,33.33,-3.04,0.00,192
268761,0.00,23.89,0.09,0.00,0.00,0.00,3.48,6.73,33.33,-3.04,0.00,192
268949,0.00,23.54,0.09,0.00,0.00,0.00,3.48,6.77,33.33,-3.04,0.00,192
269121,0.00,23.89,0.08,0.00,0.00,0.00,3.63,6.37,33.33,-3.04,0.00,192
269308,0.00,23.89,0.09,0.00,0.00,0.00,3.63,5.96,33.33,-3.04,0.00,192
269495,0.00,23.54,0.09,0.00,0.00,0.00,3.63,6.04,33.33,-3.04,0.00,192
269667,0.00,23.89,0.09,0.00,0.00,0.00,3.63,6.07,33.33,-2.73,0.00,192
269855,0.00,23.54,0.09,0.00,0.00,0.00,3.63,5.77,33.33,-2.73,0.00,192
270027,0.00,23.89,0.09,0.00,0.00,0.00,3.63,5.61,33.33,-2.73,0.00,192
270214,0.00,23.89,0.09,0.00,0.00,0.00,3.63,5.73,33.33,-2.73,0.00,192
270402,0.00,23.54,0.10,0.00,0.00,0.00,3.48,6.04,33.33,-2.42,0.00,192
270574,0.00,23.66,0.11,0.00,0.00,0.00,3.48,6.37,33.33,-2.42,0.00,192
270761,0.00,23.66,0.11,0.00,0.00,0.00,3.48,6.22,33.33,-2.42,0.00,192
270949,0.00,23.54,0.11,0.00,0.00,0.00,3.48,6.26,33.33,-2.42,0.00,192
271125,0.00,24.12,0.11,0.00,0.00,0.00,3.63,6.29,33.33,-2.42,0.00,192
271313,0.00,23.54,0.12,0.00,0.00,0.00,3.63,6.26,33.33,-2.11,0.00,192
271500,0.00,23.77,0.11,0.00,0.00,0.00,3.77,6.22,33.33,-2.11,0.00,192
271672,0.00,23.89,0.11,0.00,0.00,0.00,3.92,5.58,33.33,-2.11,0.00,192
271859,0.00,23.77,0.10,0.00,0.00,0.00,4.06,4.89,33.33,-1.80,0.00,192
272047,0.00,24.00,0.10,0.00,0.00,0.00,3.92,4.75,33.33,-1.80,0.00,192
272234,0.00,23.77,0.10,0.00,0.00,0.00,3.92,4.91,33.33,-1.80,0.00,192
272422,0.00,23.66,0.11,0.00,0.00,0.00,3.92,5.07,33.33,-1.80,0.00,192
272594,6.25,23.66,0.10,0.00,2.40,0.00,3.77,4.88,33.33,-1.80,0.00,192
272781,11.72,23.43,0.11,0.00,2.27,0.00,3.63,4.91,33.33,-1.49,0.00,192
272953,7.81,17.00,0.11,0.00,2.31,0.00,3.63,4.88,33.33,-1.49,0.00,192
273140,1.56,11.83,0.11,0.00,2.29,0.00,3.63,4.94,33.33,-1.49,0.00,192
273315,-0.78,11.25,0.11,0.00,2.25,0.00,3.63,4.91,33.33,-1.49,0.00,192
273490,-3.12,11.25,0.11,0.00,2.19,0.00,3.63,4.59,33.33,-1.49,0.00,192
273677,-4.69,11.37,0.11,0.00,2.14,0.00,3.63,4.75,33.33,-1.49,0.00,192
273865,-6.25,11.71,0.11,0.00,2.11,0.00,3.63,4.46,33.33,-1.49,0.00,192
274037,-7.81,11.94,0.10,0.00,1.80,0.00,3.63,4.22,33.33,-1.49,0.00,192
274224,-9.38,12.06,0.11,0.00,1.74,0.00,3.63,4.08,33.33,-1.18,0.00,192
274412,-10.16,12.17,0.11,0.00,1.66,0.00,3.77,3.97,33.33,-1.18,0.00,192
274584,-11.72,12.06,0.11,0.00,1.62,0.00,3.92,3.76,33.73,-1.18,0.00,192
274771,-12.50,12.06,0.11,0.00,1.57,0.00,3.92,3.76,33.73,-1.18,0.00,192
274943,-13.28,12.40,0.10,0.00,1.56,0.00,4.06,3.61,33.73,-1.18,0.00,192
275130,-13.28,12.98,0.10,0.00,1.51,0.00,4.06,3.49,33.73,-1.18,0.00,192
275318,-13.28,14.01,0.11,0.00,1.48,0.00,4.06,3.51,33.73,-1.18,0.00,192
275490,-12.50,14.59,0.10,0.00,1.48,0.00,4.21,3.40,33.73,-1.18,0.00,192
275678,-12.50,14.81,0.11,0.00,1.42,0.00,4.35,3.47,33.73,-1.18,0.00,192
275865,-11.72,15.04,0.12,0.00,1.62,0.00,4.50,3.64,33.73,-1.18,0.00,192
276042,-11.72,14.93,0.11,0.00,1.65,0.00,4.64,3.71,33.73,-1.18,0.00,192
276229,-11.72,15.04,0.11,0.00,1.66,0.00,4.64,3.66,33.73,-1.18,0.00,192
276417,-11.72,15.04,0.12,0.00,1.66,0.00,4.64,3.69,33.73,-1.18,0.00,192
276589,-10.94,15.39,0.12,0.00,1.69,0.00,4.79,3.91,33.73,-1.18,0.00,192
276776,-10.16,15.62,0.11,0.00,1.73,0.00,4.79,3.84,33.73,-1.18,0.00,192
276948,-10.16,15.62,0.11,0.00,1.68,0.00,4.64,3.76,33.73,-1.18,0.00,192
277136,-9.38,15.62,0.12,0.00,1.68,0.00,4.64,3.94,33.73,-1.18,0.00,192
277323,-8.59,15.73,0.12,0.00,1.72,0.00,4.79,3.81,33.73,-1.18,0.00,192
277495,-8.59,15.50,0.12,0.00,1.69,0.00,4.79,3.89,33.73,-1.18,0.00,192
277682,-8.59,15.50,0.12,0.00,1.70,0.00,4.79,4.00,33.73,-1.18,0.00,192
277870,-7.81,15.39,0.12,0.00,1.71,0.00,4.79,3.97,33.73,-1.18,0.00,192
278042,-7.81,15.39,0.11,0.00,1.76,0.00,4.64,3.91,33.73,-1.18,0.00,192
278229,-7.81,15.16,0.12,0.00,1.73,0.00,4.64,3.89,33.73,-1.18,0.00,192
278417,-7.03,15.16,0.12,0.00,1.71,0.00,4.64,4.00,33.73,-1.18,0.00,192
278589,-7.03,15.39,0.12,0.00,1.76,0.00,4.64,3.94,33.73,-1.18,0.00,192
278776,-7.03,15.04,0.11,0.00,1.75,0.00,4.64,3.89,33.73,-1.18,0.00,192
278964,-7.03,14.93,0.11,0.00,1.51,0.00,4.64,3.49,33.73,-1.18,0.00,192
279135,-6.25,15.04,0.11,0.00,1.88,0.00,4.64,3.71,33.73,-1.18,0.00,192
279323,-5.47,15.50,0.11,0.00,1.69,0.00,4.93,3.54,33.73,-1.18,0.00,192
279510,-4.69,15.85,0.12,0.00,1.67,0.00,4.93,3.69,33.73,-1.18,0.00,192
279682,-4.69,15.50,0.12,0.00,1.73,0.00,4.93,3.94,33.73,-1.18,0.00,192
279870,-4.69,15.62,0.12,0.00,1.75,0.00,4.79,4.02,33.73,-1.18,0.00,192
280057,-4.69,14.93,0.12,0.00,1.78,0.00,4.64,4.02,33.73,-1.18,0.00,192
280245,-4.69,15.16,0.11,0.00,1.76,0.00,4.64,4.02,33.73,-1.18,0.00,192
280417,-4.69,15.04,0.11,0.00,1.77,0.00,4.64,3.97,33.73,-1.18,0.00,192
280604,-4.69,14.93,0.11,0.00,1.78,0.00,4.64,3.94,33.73,-1.18,0.00,192
280776,-4.69,14.81,0.11,0.00,1.76,0.00,4.64,3.94,33.73,-1.18,0.00,192
280963,-3.91,14.81,0.11,0.00,1.77,0.00,4.64,3.94,33.73,-1.18,0.00,192
281151,-3.91,14.81,0.11,0.00,1.77,0.00,4.64,3.89,33.73,-1.18,0.00,192
281338,-3.91,14.93,0.11,0.00,1.77,0.00,4.50,3.78,33.73,-1.18,0.00,192
281510,-3.91,14.81,0.11,0.00,1.80,0.00,4.50,3.78,33.73,-1.18,0.00,192
281698,-3.91,14.81,0.11,0.00,1.77,0.00,4.50,3.78,33.73,-1.18,0.00,192
281885,-3.12,15.16,0.11,0.00,1.77,0.00,4.50,3.86,33.73,-1.18,0.00,192
282061,-3.12,15.16,0.11,0.00,1.78,0.00,4.50,3.74,33.73,-1.18,0.00,192
282248,-3.12,15.04,0.11,0.00,1.74,0.00,4.50,3.71,33.73,-1.18,0.00,192
282435,-3.12,15.04,0.11,0.00,1.73,0.00,4.50,3.81,33.73,-1.18,0.00,192
282607,-2.34,15.50,0.11,0.00,1.54,0.00,4.50,3.58,33.73,-1.18,0.00,192
282795,-2.34,15.16,0.11,0.00,1.73,0.00,4.50,3.89,33.73,-1.18,0.00,192
282967,-1.56,15.27,0.10,0.00,1.53,0.00,4.50,3.54,33.73,-1.18,0.00,192
283154,-1.56,15.04,0.11,0.00,1.72,0.00,4.50,3.64,33.73,-1.18,0.00,192
283342,-0.78,15.04,0.11,0.00,1.72,0.00,4.64,3.66,33.73,-1.18,0.00,192
283514,0.00,15.27,0.10,0.00,1.53,0.00,4.64,3.42,33.73,-1.18,0.00,192
283701,-0.78,14.93,0.11,0.00,1.69,0.00,4.50,3.71,33.73,-1.18,0.00,192
283888,-0.78,14.93,0.11,0.00,1.72,0.00,4.50,3.84,0.00,-1.18,0.00,192
284060,-0.78,14.93,0.11,0.00,1.75,0.00,4.50,3.69,0.00,-1.18,0.00,192
284248,-1.56,14.47,0.11,0.00,1.77,0.00,4.50,3.71,0.00,-1.18,0.00,192
284435,-1.56,14.36,0.11,0.00,1.74,0.00,4.50,3.71,0.00,-1.18,0.00,192
284623,-0.78,14.70,0.11,0.00,1.76,0.00,4.50,3.61,0.00,-1.18,0.00,192
284810,-1.56,14.59,0.11,0.00,1.77,0.00,4.35,3.69,0.00,-1.18,0.00,192
284982,-1.56,14.59,0.11,0.00,1.77,0.00,4.35,3.71,0.00,-1.18,0.00,192
285170,-0.78,14.70,0.09,0.00,1.75,0.00,4.35,3.54,0.00,-1.18,0.00,192
285357,-1.56,14.59,0.11,0.00,1.72,0.00,4.35,3.66,0.00,-1.18,0.00,192
285545,-1.56,14.59,0.10,0.00,1.76,0.00,4.50,3.49,0.00,-1.18,0.00,192
285717,-0.78,14.81,0.11,0.00,1.54,0.00,4.35,3.38,0.00,-1.18,0.00,192
285904,-0.78,14.70,0.11,0.00,1.74,0.00,4.35,3.54,0.00,-1.18,0.00,192
286091,-0.78,14.81,0.10,0.00,1.76,0.00,4.35,3.61,0.00,-1.18,0.00,192
286263,-0.78,14.93,0.10,0.00,1.77,0.00,4.35,3.54,0.00,-1.18,0.00,192
286451,-0.78,14.59,0.10,0.00,1.78,0.00,4.35,3.51,0.00,-1.18,0.00,192
286638,-1.56,14.36,0.10,0.00,1.76,0.00,4.21,3.58,0.00,-1.18,0.00,192
286810,-1.56,14.47,0.11,0.00,1.74,0.00,4.35,3.56,0.00,-1.18,0.00,192
286998,-1.56,14.59,0.09,0.00,1.54,0.00,4.35,3.19,0.00,-1.18,0.00,192
287185,-0.78,14.70,0.10,0.00,1.68,0.00,4.35,3.38,0.00,-1.18,0.00,192
287357,0.00,14.93,0.10,0.00,1.49,0.00,4.50,3.31,0.00,-1.18,0.00,192
287545,0.78,15.16,0.11,0.00,1.67,0.00,4.50,3.31,0.00,-1.18,0.00,192
287732,1.56,15.39,0.10,0.00,1.73,0.00,4.50,3.51,0.00,-1.18,0.00,192
287904,1.56,15.27,0.10,0.00,1.50,0.00,4.50,3.36,0.00,-1.18,0.00,192
288096,1.56,15.16,0.11,0.00,1.70,0.00,4.50,3.58,0.00,-1.18,0.00,192
288268,1.56,15.04,0.10,0.00,1.76,0.00,4.50,3.42,0.00,-1.18,0.00,192
288455,1.56,14.81,0.10,0.00,1.73,0.00,4.35,3.23,0.00,-1.18,0.00,192
288643,0.78,14.59,0.11,0.00,1.72,0.00,4.35,3.56,0.00,-1.18,0.00,192
288830,1.56,14.70,0.10,0.00,1.76,0.00,4.35,3.51,0.00,-1.18,0.00,192
289002,1.56,14.59,0.10,0.00,1.76,0.00,4.35,3.40,0.00,-1.18,0.00,192
289190,0.78,14.59,0.09,0.00,1.74,0.00,4.35,3.40,0.00,-1.18,0.00,192
289377,0.78,14.47,0.10,0.00,1.71,0.00,4.35,3.49,0.00,-1.18,0.00,192
289549,1.56,14.70,0.10,0.00,1.51,0.00,4.35,3.19,0.00,-1.18,0.00,192
289737,1.56,14.81,0.11,0.00,1.70,0.00,4.50,3.51,0.00,-1.18,0.00,192
289924,1.56,14.81,0.10,0.00,1.72,0.00,4.35,3.58,0.00,-1.18,0.00,192
290111,1.56,14.81,0.10,0.00,1.53,0.00,4.35,3.31,0.00,-1.18,0.00,192
290283,0.78,14.59,0.11,0.00,1.74,0.00,4.35,3.58,0.00,-1.18,0.00,192
290471,1.56,14.59,0.10,0.00,1.74,0.00,4.35,3.51,0.00,-1.18,0.00,192
290658,0.00,14.24,0.10,0.00,1.85,0.00,4.21,3.40,0.00,-1.18,0.00,192
290830,0.00,14.24,0.10,0.00,1.50,0.00,4.35,3.40,0.00,-1.18,0.00,192
291018,0.78,14.36,0.10,0.00,1.49,0.00,4.35,3.16,0.00,-1.18,0.00,192
291205,0.78,14.59,0.09,0.00,1.48,0.00,4.35,3.05,0.00,-1.18,0.00,192
291377,0.78,14.59,0.10,0.00,1.65,0.00,4.35,3.33,0.00,-1.18,0.00,192
291565,1.56,15.04,0.10,0.00,1.68,0.00,4.50,3.33,0.00,-1.18,0.00,192
291752,3.12,15.39,0.10,0.00,1.70,0.00,4.50,3.38,0.00,-1.18,0.00,192
291924,3.12,15.27,0.11,0.00,1.70,0.00,4.50,3.51,0.00,-1.18,0.00,192
292111,3.12,15.04,0.10,0.00,1.70,0.00,4.50,3.49,0.00,-1.18,0.00,192
292299,3.91,15.16,0.10,0.00,1.75,0.00,4.50,3.56,0.00,-1.18,0.00,192
292471,2.34,14.70,0.11,0.00,1.75,0.00,4.35,3.61,0.00,-1.18,0.00,192
292658,2.34,14.47,0.10,0.00,1.75,0.00,4.35,3.61,0.00,-1.18,0.00,192
292846,0.78,14.01,0.10,0.00,1.78,0.00,4.35,3.56,0.00,-1.18,0.00,192
293033,-0.78,13.78,0.10,0.00,1.55,0.00,4.21,3.16,0.00,-1.18,0.00,192
293205,-0.78,13.90,0.11,0.00,1.71,0.00,4.35,3.59,0.00,-1.18,0.00,192
293393,-0.78,14.01,0.10,0.00,1.74,0.00,4.35,3.43,0.00,-1.18,0.00,192
293580,0.00,14.47,0.10,0.00,1.71,0.00,4.35,3.38,0.00,-1.18,0.00,192
293752,0.00,14.47,0.10,0.00,1.71,0.00,4.35,3.43,0.00,-1.18,0.00,192
293939,0.78,14.70,0.10,0.00,1.73,0.00,4.35,3.40,0.00,-1.18,0.00,192
294127,0.78,14.93,0.10,0.00,1.83,0.00,4.35,3.40,0.00,-1.18,0.00,192
294299,0.78,14.81,0.10,0.00,1.71,0.00,4.35,3.56,0.00,-1.18,0.00,192
294486,0.78,14.81,0.10,0.00,1.73,0.00,4.35,3.45,0.00,-1.18,0.00,192
294674,0.78,14.70,0.10,0.00,1.74,0.00,4.35,3.45,0.00,-1.18,0.00,192
294861,0.00,14.47,0.10,0.00,1.73,0.00,4.35,3.40,0.00,-1.18,0.00,194
295033,0.00,14.59,0.10,0.00,1.72,0.00,4.35,3.49,0.00,-1.18,0.00,194
295220,0.00,14.47,0.10,0.00,1.74,0.00,4.35,3.61,0.00,-1.18,0.00,194
295392,0.00,14.47,0.09,0.00,1.52,0.00,4.35,3.21,0.00,-1.18,0.00,194
295580,0.00,14.47,0.10,0.00,1.67,0.00,4.35,3.38,0.00,-1.18,0.00,194
295767,0.00,14.59,0.11,0.00,1.68,0.00,4.35,3.45,0.00,-1.18,0.00,194
295955,0.78,14.93,0.10,0.00,1.49,0.00,4.50,3.16,0.00,-1.18,0.00,194
296127,0.78,14.93,0.10,0.00,1.72,0.00,4.50,3.40,0.00,-1.18,0.00,194
296314,1.56,15.04,0.11,0.00,1.71,0.00,4.50,3.54,0.00,-1.18,0.00,194
