Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%),Throttle Opening Angle (%)
143534,14.24,0.35,2636,0.00,0.00,16,42.58,42.00,10.74,31.08,-2.01,1.00,13.60,0.00,10.98
143721,14.13,0.35,2644,0.00,0.00,16,42.93,42.50,10.45,30.96,-2.63,1.00,13.60,0.00,10.59
143929,13.78,0.33,2684,0.00,0.00,16,42.93,42.50,10.30,29.61,-2.63,0.98,13.60,0.00,10.59
144132,13.90,0.33,2725,0.00,0.00,16,43.28,42.50,9.87,29.50,-3.56,0.98,13.52,0.00,10.20
144340,13.78,0.31,2755,0.00,0.00,16,43.28,43.00,9.72,28.00,-3.56,0.98,13.60,0.00,9.80
144543,13.78,0.30,2768,0.00,0.00,16,43.28,43.00,9.58,28.11,-3.56,0.96,13.52,0.00,9.80
144738,13.78,0.31,2804,0.00,0.00,16,43.28,42.50,9.43,29.17,-3.56,0.96,13.60,0.00,9.80
144938,13.32,0.30,2809,0.00,0.00,16,43.63,42.50,9.29,28.86,-4.18,0.96,13.60,0.00,9.41
145143,13.44,0.29,2833,0.00,0.00,16,43.98,43.00,9.14,27.58,-4.18,0.96,13.60,0.00,9.41
145344,13.90,0.27,2857,0.00,0.00,16,44.34,43.50,8.85,24.62,-4.18,0.90,13.60,0.00,8.24
145539,13.32,0.13,2902,0.00,0.00,16,-3.12,17.50,5.95,9.17,-4.18,0.64,13.60,0.00,0.00
145742,11.71,0.14,2694,0.00,0.00,16,-10.16,-9.00,4.21,12.68,-3.87,0.64,13.68,0.00,0.00
145930,17.92,0.14,2246,0.00,0.00,16,15.51,-2.00,4.21,10.58,-2.94,0.64,13.68,0.00,0.00
146133,23.54,0.13,1956,0.00,0.00,16,14.10,14.00,4.06,8.56,-1.70,0.64,13.68,0.00,0.00
146344,23.54,0.13,1692,0.00,0.00,16,14.10,14.00,3.77,6.95,-1.39,0.64,13.68,0.00,0.00
146544,23.89,0.16,1400,0.00,0.00,16,14.10,14.00,4.06,7.26,-1.39,0.64,13.68,0.00,0.00
146741,23.77,0.16,1194,0.00,0.00,16,14.10,22.00,4.35,6.37,-1.39,0.64,13.68,34.00,0.00
146938,23.54,0.10,1248,0.00,0.00,16,14.10,17.00,4.35,4.17,-1.39,0.64,13.68,32.00,0.00
147141,23.43,0.08,1226,0.00,0.00,16,14.10,18.50,4.06,3.03,-1.08,0.66,13.68,30.00,0.00
147341,16.88,0.16,1097,0.00,0.00,16,14.45,14.00,4.79,5.81,-1.08,0.74,13.52,28.00,1.96
147530,14.24,0.13,1176,0.00,0.00,16,17.27,16.00,5.66,4.88,-1.39,0.76,13.68,27.00,2.75
147733,13.32,0.16,1245,0.00,0.00,16,21.13,19.50,6.24,7.14,-1.39,0.78,13.60,25.00,3.92
147936,14.81,0.18,1596,0.00,0.00,16,29.92,28.50,6.67,9.94,-1.39,0.82,13.68,23.00,5.10
148139,15.27,0.17,2071,0.00,0.00,16,34.14,33.50,6.53,11.76,-1.70,0.84,13.60,21.00,5.88
148327,15.27,0.19,2068,0.00,0.00,16,38.01,37.00,6.67,13.43,-1.70,0.86,13.68,20.00,6.67
148530,14.47,0.22,2047,0.00,0.00,16,38.71,38.00,7.25,15.04,-1.70,0.92,13.68,18.00,8.24
148733,14.13,0.28,2026,0.00,0.00,16,40.47,39.50,8.42,18.17,-1.39,1.00,13.60,16.00,10.20
148924,13.67,0.33,2044,0.00,0.00,16,40.12,39.50,9.72,22.06,-0.46,1.04,13.68,14.00,11.76
149127,13.90,0.36,2058,0.00,0.00,16,39.41,39.00,10.74,24.71,1.08,1.08,13.60,13.00,12.94
149337,13.67,0.38,2070,0.00,0.00,16,38.01,38.00,11.32,26.10,1.08,1.08,13.68,11.00,13.33
149535,14.01,0.38,2081,0.00,0.00,16,37.66,37.50,11.61,26.73,1.39,1.08,13.68,9.00,13.33
149736,14.36,0.38,2071,0.00,0.00,16,38.71,37.00,11.75,26.01,1.08,1.08,13.60,7.00,13.33
149936,14.70,0.36,2120,0.00,0.00,16,39.77,39.00,11.75,25.31,0.46,1.06,13.60,5.00,12.55
150132,14.70,0.34,2132,0.00,0.00,16,41.17,39.00,11.46,23.26,-0.15,1.04,13.60,4.00,11.76
150339,14.81,0.35,2106,0.00,0.00,16,40.82,40.50,11.03,23.93,-0.46,1.00,13.60,2.00,10.98
150532,14.01,0.31,2139,0.00,0.00,16,41.52,40.50,10.30,21.89,-1.08,0.98,13.52,0.00,10.20
150735,14.13,0.27,2136,0.00,0.00,16,41.88,41.50,9.14,17.94,-2.01,0.90,13.60,0.00,7.84
150940,13.55,0.23,2138,0.00,0.00,16,40.47,40.00,8.13,15.60,-2.01,0.88,13.52,0.00,7.06
151127,13.55,0.20,2141,0.00,0.00,16,39.06,39.00,7.40,13.69,-2.01,0.84,13.60,0.00,5.88
151337,13.67,0.17,2140,0.00,0.00,16,32.38,32.50,6.67,12.15,-2.01,0.82,13.52,0.00,5.10
151539,14.36,0.15,2132,0.00,0.00,16,27.11,26.50,6.24,10.83,-2.01,0.80,13.60,0.00,4.71
151740,14.81,0.14,2126,0.00,0.00,16,25.00,25.00,5.80,9.04,-2.01,0.78,13.60,0.00,3.92
151938,14.81,0.12,2110,0.00,0.00,16,23.59,21.50,5.22,8.31,-2.01,0.74,13.68,0.00,2.75
152129,15.27,0.10,2094,0.00,0.00,16,21.13,22.00,4.64,7.06,-2.01,0.74,13.60,0.00,2.75
152341,15.85,0.10,2110,0.00,0.00,16,22.19,20.00,4.35,6.73,-1.70,0.72,13.68,0.00,1.96
152536,15.96,0.09,2080,0.00,0.00,16,23.24,22.50,3.92,6.44,-1.70,0.68,13.68,0.00,0.78
152739,15.04,0.09,2091,0.00,0.00,16,20.08,19.50,3.48,6.37,-2.01,0.66,13.68,0.00,0.00
152926,15.39,0.10,2052,0.00,0.00,16,14.10,14.00,3.34,6.44,-1.70,0.64,13.68,0.00,0.00
153129,18.26,0.07,2026,0.00,0.00,16,14.10,14.00,3.48,5.62,-1.70,0.64,13.68,0.00,0.00
153337,21.25,0.07,2018,0.00,0.00,16,14.10,14.00,3.48,4.50,-1.70,0.64,13.68,0.00,0.00
153540,24.81,0.09,1994,0.00,0.00,16,14.10,14.00,3.34,5.87,-1.70,0.64,13.68,0.00,0.00
153738,23.54,0.08,1966,0.00,0.00,16,14.10,14.00,3.34,5.30,-1.39,0.64,13.60,0.00,0.00
153939,23.77,0.08,1956,0.00,0.00,16,14.10,14.00,3.48,4.91,-1.39,0.64,13.28,0.00,0.00
154132,23.66,0.08,1940,0.00,0.00,16,14.10,14.00,3.48,5.43,-1.39,0.64,13.60,0.00,0.00
154337,23.89,0.09,1904,0.00,0.00,16,14.10,14.00,3.48,5.59,-1.39,0.64,13.68,0.00,0.00
154539,23.89,0.08,1889,0.00,0.00,16,14.10,14.00,3.34,5.10,-1.39,0.64,13.52,0.00,0.00
154727,23.66,0.08,1864,0.00,0.00,16,14.10,14.00,3.34,5.10,-1.39,0.64,13.60,0.00,0.00
154930,23.77,0.08,1856,0.00,0.00,16,14.10,14.00,3.34,5.23,-1.39,0.64,13.52,0.00,0.00
155117,23.77,0.09,1814,0.00,0.00,16,14.10,14.00,3.34,5.36,-1.39,0.64,13.60,0.00,0.00
155331,23.89,0.08,1806,0.00,0.00,16,14.10,14.00,3.34,5.10,-1.39,0.64,13.68,0.00,0.00
155532,23.77,0.10,1772,0.00,0.00,16,14.10,14.00,3.19,5.74,-1.39,0.64,13.68,0.00,0.00
155730,23.77,0.09,1728,0.00,0.00,16,14.10,14.00,3.19,5.36,-1.39,0.64,13.68,0.00,0.00
155932,24.00,0.09,1736,0.00,0.00,16,14.10,14.00,3.19,4.75,-1.39,0.64,13.68,0.00,0.00
156122,23.66,0.11,1501,0.00,0.00,16,14.10,14.00,3.34,4.95,-1.39,0.64,13.68,0.00,0.00
156333,24.00,0.14,1205,0.00,0.00,16,14.10,22.00,3.63,5.36,-1.08,0.64,13.68,34.00,0.00
156524,23.66,0.13,1166,0.00,0.00,16,14.10,22.00,3.92,5.14,-1.08,0.64,13.68,33.00,0.00
156727,23.43,0.12,1089,0.00,0.00,16,14.10,22.00,3.92,4.42,-1.08,0.64,13.68,31.00,0.00
156930,23.66,0.13,978,0.00,0.00,16,14.10,22.00,4.06,4.22,-1.08,0.64,13.68,29.00,0.00
157118,22.51,0.13,946,0.00,0.00,16,14.10,22.00,4.35,3.89,-1.08,0.64,13.52,27.00,0.00
157329,14.70,0.11,944,0.00,0.00,16,14.10,22.00,4.50,3.25,-1.08,0.64,13.60,25.00,0.00
157528,11.48,0.09,942,0.00,0.00,16,14.10,22.00,4.50,2.59,-1.08,0.64,13.60,24.00,0.00
157731,11.37,0.10,846,0.00,0.00,16,14.10,22.00,4.50,2.72,-1.08,0.64,13.36,22.00,0.00
157930,11.60,0.13,730,0.00,0.00,16,14.10,22.00,4.79,3.20,-1.08,0.64,13.44,20.00,0.00
158120,12.06,0.13,738,0.00,0.00,16,14.10,22.00,5.22,3.27,-1.08,0.64,13.36,18.00,0.00
158328,13.44,0.12,789,0.00,0.00,16,14.10,18.50,5.37,3.23,-1.08,0.64,13.60,17.00,0.00
158527,14.81,0.12,786,0.00,0.00,16,14.10,18.50,5.37,3.10,-1.08,0.64,13.68,15.00,0.00
158715,15.04,0.12,796,0.00,0.00,16,14.10,16.50,5.37,3.28,-1.08,0.64,13.68,13.00,0.00
158918,14.81,0.11,807,0.00,0.00,16,14.10,14.00,5.37,2.84,-1.08,0.64,13.52,11.00,0.00
159121,15.27,0.13,741,0.00,0.00,16,14.10,20.50,5.37,3.31,-1.08,0.64,13.52,9.00,0.00
159333,15.73,0.14,751,0.00,0.00,16,14.10,18.50,5.66,3.56,-1.08,0.64,13.52,7.00,0.00
159520,15.85,0.13,807,0.00,0.00,16,14.10,12.00,5.66,3.45,-1.08,0.64,13.60,6.00,0.00
159723,15.50,0.12,826,0.00,0.00,16,14.10,10.50,5.51,3.33,-1.08,0.64,13.68,4.00,0.00
159926,15.73,0.13,812,0.00,0.00,16,14.10,13.00,5.37,3.40,-1.08,0.64,13.60,2.00,0.00
160129,15.50,0.13,794,0.00,0.00,16,14.10,14.50,5.37,3.52,-1.08,0.64,13.60,0.00,0.00
160331,15.50,0.13,830,0.00,0.00,16,14.10,10.50,5.51,3.54,-1.08,0.64,13.68,0.00,0.00
160530,15.50,0.12,842,0.00,0.00,16,14.10,10.00,5.37,3.45,-1.08,0.64,13.60,0.00,0.00
160730,15.50,0.13,818,0.00,0.00,16,14.10,13.00,5.37,3.45,-1.08,0.64,13.52,0.00,0.00
160921,15.39,0.13,812,0.00,0.00,16,14.10,14.00,5.37,3.56,-1.08,0.64,13.68,0.00,0.00
161124,15.39,0.13,830,0.00,0.00,16,14.10,12.00,5.37,3.45,-1.08,0.64,13.44,0.00,0.00
161329,15.16,0.13,818,0.00,0.00,16,14.10,13.50,5.37,3.40,-1.08,0.64,13.44,0.00,0.00
161526,15.04,0.13,817,0.00,0.00,16,14.10,13.50,5.37,3.45,-1.08,0.64,13.60,0.00,0.00
161729,14.93,0.12,829,0.00,0.00,16,14.10,12.50,5.37,3.42,-1.08,0.64,13.52,0.00,0.00
161932,15.04,0.13,808,0.00,0.00,16,14.10,14.50,5.22,3.42,-1.08,0.64,13.52,0.00,0.00
162120,15.04,0.13,804,0.00,0.00,16,14.10,15.00,5.37,3.40,-1.08,0.64,13.36,0.00,0.00
162323,15.04,0.13,794,0.00,0.00,16,14.10,15.00,5.37,3.45,-1.08,0.64,13.68,0.00,0.00
162527,14.81,0.13,818,0.00,0.00,16,14.10,14.00,5.37,3.42,-1.08,0.64,13.52,0.00,0.00
162714,14.81,0.13,809,0.00,0.00,16,14.10,13.00,5.37,3.40,-1.08,0.64,13.60,0.00,0.00
162917,14.81,0.13,797,0.00,0.00,16,14.10,14.50,5.37,3.45,-1.08,0.64,13.60,0.00,0.00
163124,14.81,0.13,808,0.00,0.00,16,14.10,14.00,5.37,3.47,-1.08,0.64,13.60,0.00,0.00
166144,14.70,0.37,1728,0.00,0.00,16,34.14,34.50,11.03,21.45,-0.46,1.02,13.68,0.00,11.37
166341,14.36,0.39,1651,0.00,0.00,16,32.73,32.00,11.32,21.44,-0.15,1.04,13.60,0.00,11.37
166534,14.24,0.41,1551,0.00,0.00,16,29.22,28.50,11.90,21.27,-0.15,1.04,13.60,0.00,11.76
166737,14.47,0.44,1421,0.00,0.00,16,23.95,23.50,12.62,20.83,-0.15,1.04,13.60,0.00,12.16
166940,14.01,0.46,1273,0.00,0.00,16,18.67,19.00,13.20,19.42,-0.46,1.06,13.52,34.00,12.55
167128,14.47,0.44,1342,0.00,0.00,16,22.54,22.50,13.49,19.42,-0.15,1.08,13.52,32.00,12.94
167333,14.93,0.44,1401,0.00,0.00,16,23.59,23.00,13.49,20.57,0.15,1.08,13.60,31.00,13.33
167536,15.04,0.44,1478,0.00,0.00,16,25.70,25.00,13.49,21.54,0.46,1.10,13.44,29.00,13.73
167739,15.04,0.44,1550,0.00,0.00,16,26.76,26.00,13.49,22.77,1.08,1.12,13.60,27.00,14.12
167926,15.04,0.45,1639,0.00,0.00,16,26.76,26.50,13.49,24.71,1.39,1.12,13.44,25.00,14.51
168130,14.81,0.45,1729,0.00,0.00,16,28.16,27.50,13.35,25.70,1.70,1.12,13.60,24.00,14.90
168340,14.81,0.44,1823,0.00,0.00,16,29.92,29.50,13.35,27.15,2.01,1.12,13.60,22.00,14.90
168540,14.70,0.44,1900,0.00,0.00,16,32.38,31.50,13.20,28.31,2.32,1.12,13.52,20.00,14.90
168740,14.81,0.43,1974,0.00,0.00,16,33.79,33.50,13.20,28.41,2.32,1.12,13.60,18.00,14.90
168925,15.04,0.43,2089,0.00,0.00,16,34.49,34.50,13.06,29.93,2.32,1.12,13.52,17.00,14.90
169128,14.70,0.43,2174,0.00,0.00,16,35.20,34.50,13.06,30.95,2.32,1.12,13.60,15.00,14.51
169336,14.70,0.43,2272,0.00,0.00,16,35.20,34.50,12.91,32.86,2.01,1.12,13.60,13.00,14.51
169526,14.47,0.43,2341,0.00,0.00,16,36.25,36.00,12.91,33.72,1.39,1.12,13.60,11.00,14.12
169729,14.70,0.43,2426,0.00,0.00,16,36.60,36.00,12.62,34.45,0.77,1.08,13.60,9.00,13.73
169932,14.47,0.41,2512,0.00,0.00,16,37.66,36.50,12.19,34.70,-0.15,1.08,13.60,7.00,13.33
170135,14.70,0.39,2607,0.00,0.00,16,39.41,38.00,11.90,34.08,-0.77,1.06,13.60,5.00,12.16
170323,14.59,0.38,2672,0.00,0.00,16,40.47,40.00,11.46,33.71,-1.70,1.04,13.60,4.00,11.76
170531,14.01,0.37,2730,0.00,0.00,16,41.17,40.50,11.03,32.97,-1.70,1.02,13.60,2.00,11.37
170734,14.13,0.35,2792,0.00,0.00,16,42.23,41.50,10.74,32.98,-2.63,1.02,13.52,0.00,10.98
170937,14.01,0.33,2848,0.00,0.00,16,42.58,42.00,10.30,32.51,-2.63,1.00,13.60,0.00,10.59
171124,13.78,0.31,2916,0.00,0.00,16,43.28,42.50,9.87,30.49,-3.87,0.98,13.52,0.00,10.20
171337,13.67,0.23,2925,0.00,0.00,16,44.34,43.50,8.13,21.00,-4.18,0.72,13.60,0.00,2.75
171535,11.48,0.13,2844,0.00,0.00,16,-5.94,-5.00,4.79,12.04,-4.18,0.64,13.60,0.00,0.00
171736,13.09,0.16,2525,0.00,0.00,16,-10.16,-10.50,4.21,13.65,-3.56,0.64,13.60,0.00,0.00
171937,16.42,0.15,2194,0.00,0.00,16,14.80,15.00,4.21,11.25,-2.01,0.64,13.60,0.00,0.00
172136,23.43,0.12,1898,0.00,0.00,16,14.10,14.00,3.92,7.90,-1.39,0.64,13.68,0.00,0.00
172335,23.77,0.15,1630,0.00,0.00,16,14.10,14.00,3.77,8.27,-1.39,0.64,13.68,0.00,0.00
172520,23.89,0.17,1354,0.00,0.00,16,14.10,22.00,4.06,7.50,-1.39,0.64,13.60,0.00,0.00
172723,23.54,0.15,1275,0.00,0.00,16,14.10,19.00,4.35,5.46,-1.39,0.64,13.60,33.00,0.00
172926,23.54,0.13,1244,0.00,0.00,16,14.10,20.50,4.06,5.23,-1.39,0.64,13.68,32.00,0.00
173129,20.44,0.15,1244,0.00,0.00,16,14.10,19.00,4.06,6.33,-1.39,0.72,13.60,30.00,1.96
173333,11.37,0.21,1284,0.00,0.00,16,17.97,16.00,5.37,8.69,-1.39,0.82,13.60,28.00,4.71
173531,11.14,0.21,1620,0.00,0.00,16,29.92,26.00,6.96,11.19,-1.39,0.84,13.60,26.00,5.49
173732,13.90,0.19,2022,0.00,0.00,16,36.95,36.00,6.82,12.79,-1.70,0.86,13.60,24.00,6.67
173933,16.65,0.23,2008,0.00,0.00,16,38.71,37.50,7.25,15.41,-1.70,0.92,13.52,22.00,8.24
174132,13.32,0.32,1972,0.00,0.00,16,39.41,38.00,9.29,21.00,0.77,1.04,13.60,21.00,11.76
174327,13.44,0.41,2006,0.00,0.00,16,35.55,35.00,11.46,27.15,2.63,1.14,13.52,19.00,15.29
174525,14.24,0.46,2013,0.00,0.00,16,31.68,31.00,12.91,30.60,5.41,1.24,13.60,17.00,18.43
174728,14.36,0.46,2059,0.00,0.00,16,31.68,31.50,13.64,31.17,6.65,1.30,13.52,15.00,20.39
174931,14.81,0.49,2096,0.00,0.00,16,29.57,29.00,14.22,33.96,7.58,1.34,13.60,13.00,21.57
175121,14.59,0.50,2156,0.00,0.00,16,29.22,28.50,14.51,35.31,7.58,1.36,13.52,12.00,21.96
175327,14.81,0.52,2203,0.00,0.00,16,26.76,27.00,14.95,37.54,8.20,1.36,13.44,10.00,22.35
175530,14.47,0.53,2230,0.00,0.00,16,26.05,25.50,15.24,39.61,8.20,1.36,13.44,8.00,21.96
175733,14.59,0.54,2270,0.00,0.00,16,25.70,23.50,15.53,41.28,6.96,1.32,13.36,6.00,21.18
175921,14.59,0.54,2318,0.00,0.00,16,26.05,24.50,15.53,42.25,6.03,1.26,13.44,5.00,19.22
176124,14.59,0.52,2401,0.00,0.00,16,28.16,27.00,15.09,41.42,3.87,1.20,13.44,3.00,16.86
176329,14.47,0.52,2432,0.00,0.00,16,28.52,28.50,14.80,41.56,3.25,1.18,13.44,1.00,16.47
176517,14.70,0.48,2464,0.00,0.00,16,32.38,29.50,14.51,39.20,1.08,1.12,13.44,0.00,14.12
176720,14.59,0.44,2516,0.00,0.00,16,35.90,34.00,13.49,35.06,0.46,1.06,13.60,0.00,12.55
176923,15.27,0.38,2564,0.00,0.00,16,40.82,38.50,12.33,31.62,-1.70,1.02,13.60,0.00,10.98
177127,15.39,0.34,2570,0.00,0.00,16,43.28,42.50,11.17,28.74,-2.32,0.96,13.52,0.00,9.80
177331,14.81,0.28,2604,0.00,0.00,16,44.69,43.50,9.87,23.34,-3.56,0.90,13.60,0.00,7.84
177518,14.81,0.25,2610,0.00,0.00,16,44.34,44.00,8.42,21.36,-3.87,0.88,13.52,0.00,7.06
177721,14.36,0.21,2627,0.00,0.00,16,43.63,43.50,7.11,16.44,-3.56,0.82,13.60,0.00,4.71
177925,13.67,0.16,2607,0.00,0.00,16,17.62,26.00,5.80,12.42,-3.56,0.74,13.52,0.00,2.75
178128,13.44,0.14,2621,0.00,0.00,16,7.07,6.50,4.79,12.25,-3.56,0.70,13.60,0.00,1.57
178314,13.21,0.14,2571,0.00,0.00,16,3.55,4.50,4.06,11.93,-3.56,0.66,13.52,0.00,0.39
178517,12.75,0.13,2566,0.00,0.00,16,-10.16,-9.00,3.92,11.05,-3.56,0.64,13.60,0.00,0.00
178720,15.50,0.13,2561,0.00,0.00,16,-10.16,-10.50,3.92,10.84,-3.56,0.64,13.60,0.00,0.00
178923,25.61,0.12,2548,0.00,0.00,16,-10.16,-10.50,3.92,10.17,-3.56,0.64,13.60,0.00,0.00
179126,23.77,0.12,2521,0.00,0.00,16,-10.16,-10.50,3.92,10.33,-3.25,0.64,13.68,0.00,0.00
179325,23.77,0.12,2468,0.00,0.00,16,-10.16,-10.50,3.92,9.93,-3.25,0.64,13.60,0.00,0.00
179519,23.66,0.12,2457,0.00,0.00,16,-10.16,-10.50,3.92,9.35,-3.25,0.64,13.68,0.00,0.00
179722,24.00,0.12,2437,0.00,0.00,16,-10.16,-10.50,3.92,9.39,-3.25,0.64,13.60,0.00,0.00
179925,24.00,0.12,2403,0.00,0.00,16,-10.16,-10.50,4.06,8.82,-2.94,0.64,13.68,0.00,0.00
180112,23.77,0.12,2378,0.00,0.00,16,-5.94,-8.50,4.06,9.52,-2.94,0.64,13.60,0.00,0.00
180327,23.89,0.11,2359,0.00,0.00,16,4.96,0.00,3.92,8.36,-2.63,0.64,13.60,0.00,0.00
180514,23.89,0.10,2318,0.00,0.00,16,10.23,10.50,3.92,7.78,-2.63,0.64,13.60,0.00,0.00
180717,23.77,0.09,2298,0.00,0.00,16,15.51,13.00,3.77,6.81,-2.63,0.64,13.52,0.00,0.00
180924,23.89,0.09,2278,0.00,0.00,16,15.51,15.50,3.77,6.77,-2.63,0.64,13.60,0.00,0.00
181112,23.77,0.09,2239,0.00,0.00,16,15.16,15.50,3.77,6.81,-2.32,0.64,13.52,0.00,0.00
181322,23.77,0.08,2214,0.00,0.00,16,15.16,15.00,3.63,5.84,-2.32,0.64,13.60,0.00,0.00
181516,23.54,0.08,2182,0.00,0.00,16,15.16,15.00,3.48,5.84,-2.32,0.64,13.60,0.00,0.00
181720,24.23,0.07,2162,0.00,0.00,16,14.80,14.50,3.48,4.72,-2.01,0.64,13.60,0.00,0.00
181923,23.89,0.07,2144,0.00,0.00,16,14.80,14.50,3.48,5.36,-2.01,0.64,13.52,0.00,0.00
182110,23.77,0.08,2105,0.00,0.00,16,14.45,14.00,3.48,5.46,-2.01,0.64,13.68,0.00,0.00
182324,23.77,0.07,2062,0.00,0.00,16,14.10,14.00,3.34,5.27,-1.70,0.64,13.68,0.00,0.00
182520,23.77,0.08,1984,0.00,0.00,16,14.10,14.00,3.34,5.21,-1.39,0.64,13.68,0.00,0.00
182712,24.00,0.10,1647,0.00,0.00,16,14.10,14.00,3.34,5.43,-1.39,0.64,13.76,0.00,0.00
182916,23.77,0.12,1311,0.00,0.00,16,14.10,22.00,3.63,5.21,-1.39,0.64,13.60,0.00,0.00
183119,24.00,0.13,1227,0.00,0.00,16,14.10,22.00,3.77,5.14,-1.39,0.64,13.68,33.00,0.00
183313,23.89,0.13,1163,0.00,0.00,16,14.10,22.00,3.77,4.88,-1.08,0.64,13.60,32.00,0.00
183516,23.66,0.13,1065,0.00,0.00,16,14.10,22.00,3.92,4.46,-1.08,0.64,13.60,30.00,0.00
183722,22.97,0.13,992,0.00,0.00,16,14.10,22.00,4.06,4.40,-1.08,0.64,13.60,28.00,0.00
183910,14.93,0.11,966,0.00,0.00,16,14.10,22.00,4.35,3.65,-1.08,0.64,13.60,26.00,0.00
184113,11.94,0.11,942,0.00,0.00,16,14.10,22.00,4.50,3.55,-1.08,0.64,13.52,25.00,0.00
184323,11.60,0.12,895,0.00,0.00,16,14.10,22.00,4.50,3.36,-1.08,0.64,13.52,23.00,0.00
184517,11.48,0.12,860,0.00,0.00,16,14.10,22.00,4.64,3.38,-1.08,0.64,13.60,21.00,0.00
184720,11.94,0.12,796,0.00,0.00,16,14.10,22.00,4.79,3.34,-1.08,0.64,13.52,19.00,0.00
184923,12.29,0.13,764,0.00,0.00,16,14.10,22.00,4.93,3.19,-1.08,0.64,13.68,18.00,0.00
185111,12.86,0.13,743,0.00,0.00,16,14.10,22.00,5.22,3.31,-1.08,0.64,13.44,16.00,0.00
185322,13.55,0.14,722,0.00,0.00,16,14.10,22.00,5.51,3.45,-1.08,0.64,13.52,13.00,0.00
185524,13.78,0.15,751,0.00,0.00,16,14.10,22.00,5.66,3.62,-1.08,0.64,13.60,12.00,0.00
185727,14.24,0.14,796,0.00,0.00,16,14.10,18.50,5.80,3.67,-1.08,0.64,13.60,10.00,0.00
185914,14.70,0.13,815,0.00,0.00,16,14.10,14.00,5.66,3.65,-1.08,0.64,13.52,8.00,0.00
186117,15.04,0.14,779,0.00,0.00,16,14.10,17.50,5.66,3.62,-1.08,0.64,13.60,6.00,0.00
186319,15.27,0.14,802,0.00,0.00,16,14.10,14.00,5.66,3.70,-1.08,0.64,13.68,5.00,0.00
186522,15.73,0.14,834,0.00,0.00,16,14.10,11.00,5.66,3.72,-1.08,0.64,13.60,3.00,0.00
186714,15.85,0.13,825,0.00,0.00,16,14.10,12.50,5.51,3.70,-1.08,0.64,13.60,1.00,0.00
186912,15.62,0.14,822,0.00,0.00,16,14.10,13.00,5.51,3.78,-1.08,0.64,13.60,0.00,0.00
187116,15.73,0.13,856,0.00,0.00,16,14.10,9.50,5.51,3.70,-1.08,0.64,13.60,0.00,0.00
187321,15.62,0.13,832,0.00,0.00,16,14.10,12.50,5.37,3.67,-1.08,0.64,13.44,0.00,0.00
187519,15.50,0.13,822,0.00,0.00,16,14.10,14.00,5.37,3.72,-1.08,0.64,13.60,0.00,0.00
187715,15.62,0.13,850,0.00,0.00,16,14.10,11.00,5.37,3.75,-1.08,0.64,13.52,0.00,0.00
187918,15.50,0.12,884,0.00,0.00,16,14.10,8.00,5.37,3.53,-1.08,0.64,13.60,0.00,0.00
188121,15.50,0.12,860,0.00,0.00,16,14.10,11.50,5.08,3.55,-1.08,0.64,13.44,0.00,0.00
188309,15.39,0.14,834,0.00,0.00,16,14.10,14.50,5.22,3.91,-1.08,0.66,13.52,0.00,0.00
188517,15.27,0.14,887,0.00,0.00,16,14.10,9.00,5.37,4.49,-1.08,0.68,13.60,0.00,0.78
188720,15.16,0.16,952,0.00,0.00,16,15.51,14.00,5.80,5.43,-1.08,0.72,13.68,0.00,1.57
188907,14.70,0.16,1202,0.00,0.00,16,17.27,16.00,5.95,6.40,-1.08,0.74,13.60,0.00,2.75
189110,14.36,0.16,1381,0.00,0.00,16,22.54,20.00,5.95,7.03,-1.39,0.76,13.68,0.00,3.14
189320,15.04,0.15,1678,0.00,0.00,16,28.87,27.00,5.66,7.94,-1.39,0.78,13.60,0.00,3.92
189514,15.62,0.16,1728,0.00,0.00,16,30.62,30.00,5.37,9.26,-1.39,0.80,13.68,0.00,4.31
189712,15.73,0.17,1681,0.00,0.00,16,29.92,29.50,5.51,9.44,-1.39,0.80,13.60,0.00,4.71
189915,14.47,0.17,1686,0.00,0.00,16,30.27,29.50,5.80,9.74,-1.39,0.82,13.60,0.00,4.71
190118,13.67,0.17,1717,0.00,0.00,16,30.98,30.50,5.95,9.88,-1.39,0.82,13.60,0.00,4.71
190318,14.59,0.16,1722,0.00,0.00,16,30.62,30.50,5.95,9.66,-1.39,0.82,13.60,0.00,5.10
190520,14.81,0.18,1762,0.00,0.00,16,32.03,31.50,5.95,10.38,-1.39,0.82,13.52,0.00,4.71
190705,14.70,0.17,1784,0.00,0.00,16,32.03,31.50,5.95,10.08,-1.39,0.82,13.60,0.00,5.10
190908,14.36,0.18,1800,0.00,0.00,16,32.38,32.00,5.95,10.54,-1.39,0.82,13.52,0.00,5.10
191111,14.59,0.17,1813,0.00,0.00,16,32.38,32.00,5.95,10.48,-1.39,0.82,13.60,0.00,5.10
191317,14.36,0.18,1819,0.00,0.00,16,33.09,32.00,5.95,10.54,-1.39,0.82,13.52,0.00,5.10
191517,14.36,0.17,1837,0.00,0.00,16,33.09,32.50,6.09,10.38,-1.39,0.82,13.60,0.00,5.10
