Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
771813,-3.91,14.47,0.14,0.00,1.93,0.00,5.37,4.69,0.00,-1.08,0.00,8,207
772000,-3.12,14.70,0.14,0.00,1.94,0.00,5.37,4.57,0.00,-1.08,0.00,8,207
772184,-3.12,14.81,0.13,0.00,1.93,0.00,5.51,4.63,0.00,-1.08,0.00,8,207
772372,-3.12,14.70,0.13,0.00,1.95,0.00,5.37,4.20,0.00,-1.08,0.00,8,207
772575,-3.12,14.70,0.15,0.00,2.12,0.00,5.51,4.69,0.00,-1.08,0.00,8,207
772763,-2.34,15.04,0.14,0.00,1.95,0.00,5.66,4.69,0.00,-1.08,0.00,8,207
772957,-3.12,14.81,0.13,0.00,1.97,0.00,5.51,4.31,0.00,-1.08,0.00,8,207
773143,-3.12,14.47,0.14,0.00,1.94,0.00,5.37,4.59,0.00,-1.08,0.00,8,207
773331,-2.34,14.81,0.15,0.00,2.13,0.00,5.66,4.97,0.00,-1.08,0.00,8,207
773518,-2.34,14.93,0.13,0.00,1.97,0.00,5.51,4.44,0.00,-1.08,0.00,8,207
773721,-5.47,14.36,0.13,0.00,1.94,0.00,5.37,4.44,0.00,-1.08,0.00,8,207
773913,-3.12,14.24,0.14,0.00,1.92,0.00,5.51,4.69,0.00,-1.08,0.00,8,207
774106,-2.34,14.81,0.13,0.00,1.95,0.00,5.37,4.47,0.00,-1.08,0.00,8,207
774293,-3.12,14.93,0.14,0.00,1.95,0.00,5.37,4.47,0.00,-1.08,0.00,8,207
774486,-3.12,14.59,0.13,0.00,1.95,0.00,5.37,4.33,0.00,-1.08,0.00,8,207
774674,-2.34,14.81,0.15,0.00,2.08,0.00,5.51,4.59,0.00,-1.08,0.00,8,207
774866,-1.56,14.93,0.15,0.00,2.13,0.00,5.66,4.82,0.00,-1.08,0.00,8,207
777703,-1.56,15.04,0.14,0.00,1.96,0.00,5.51,4.57,0.00,-1.08,0.00,8,207
777890,-2.34,14.59,0.13,0.00,1.97,0.00,5.37,4.53,0.00,-1.08,0.00,8,207
778082,-2.34,14.47,0.13,0.00,1.96,0.00,5.37,4.53,0.00,-1.08,0.00,8,207
778285,-1.56,14.70,0.14,0.00,1.92,0.00,5.37,4.57,0.00,-1.08,0.00,8,207
778473,-0.78,14.93,0.13,0.00,1.93,0.00,5.51,4.53,0.00,-1.08,0.00,8,207
778660,-1.56,14.81,0.14,0.00,1.93,0.00,5.51,4.57,0.00,-1.08,0.00,8,205
778848,-1.56,14.81,0.14,0.00,1.95,0.00,5.51,4.57,0.00,-1.08,0.00,8,205
779048,-0.78,14.93,0.14,0.00,1.93,0.00,5.37,4.53,0.00,-1.08,0.00,8,205
779236,-0.78,14.81,0.14,0.00,1.94,0.00,5.51,4.53,0.00,-1.08,0.00,8,205
779423,-1.56,14.70,0.13,0.00,1.96,0.00,5.37,4.55,0.00,-1.08,0.00,8,205
779611,-0.78,14.70,0.13,0.00,1.96,0.00,5.37,4.28,0.00,-1.08,0.00,8,205
779814,-0.78,14.70,0.15,0.00,2.07,0.00,5.51,5.00,0.00,-1.08,0.00,8,205
780001,-0.78,14.81,0.13,0.00,2.15,0.00,5.66,4.39,0.00,-1.08,0.00,8,205
780191,-2.34,14.36,0.13,0.00,1.96,0.00,5.51,4.28,0.00,-1.08,0.00,8,205
780379,-2.34,14.36,0.14,0.00,2.12,0.00,5.51,4.68,0.00,-1.08,0.00,8,205
780570,-0.78,14.93,0.14,0.00,2.15,0.00,5.66,4.66,0.00,-1.08,0.00,8,205
780757,-0.78,14.93,0.13,0.00,1.96,0.00,5.51,4.57,0.00,-1.08,0.00,8,205
780960,-0.78,14.81,0.14,0.00,1.96,0.00,5.51,4.57,0.00,-1.08,0.00,8,205
781142,-0.78,14.81,0.13,0.00,1.93,0.00,5.37,4.44,0.00,-1.08,0.00,8,205
781345,-1.56,14.59,0.14,0.00,2.16,0.00,5.37,4.66,0.00,-1.08,0.00,8,205
781535,-0.78,14.59,0.14,0.00,1.97,0.00,5.37,4.62,0.00,-1.08,0.00,8,205
781723,-1.56,14.59,0.14,0.00,1.93,0.00,5.37,4.59,0.00,-1.08,0.00,8,205
781910,-1.56,14.36,0.14,0.00,1.93,0.00,5.37,4.59,0.00,-1.08,0.00,8,205
782106,-1.56,14.47,0.13,0.00,1.74,0.00,5.37,4.36,0.00,-1.08,0.00,8,205
782294,-1.56,14.59,0.13,0.00,1.83,0.00,5.66,4.14,0.00,-1.08,0.00,8,205
782486,-0.78,14.81,0.14,0.00,2.11,0.00,5.80,4.72,0.00,-1.08,0.00,8,205
782680,1.56,15.27,0.13,0.00,1.94,0.00,5.66,4.31,0.00,-1.08,0.00,8,205
782868,1.56,15.50,0.14,0.00,1.96,0.00,5.51,4.39,0.00,-1.08,0.00,8,205
783057,3.12,15.50,0.16,0.00,2.40,0.00,5.51,5.17,0.00,-1.08,1.96,8,205
783249,0.78,15.16,0.19,0.00,3.35,0.00,6.38,7.03,40.39,-1.08,2.75,8,203
783442,-7.03,13.55,0.18,0.00,3.13,0.00,6.67,8.06,40.39,-1.39,3.53,8,203
783635,-3.12,13.55,0.17,0.00,3.59,0.00,6.53,8.91,40.39,-1.70,4.31,8,203
783819,0.00,14.81,0.19,0.00,4.49,0.00,6.67,10.28,40.39,-2.01,5.88,8,203
784009,-0.78,15.16,0.24,0.00,4.91,0.00,7.55,12.70,40.39,-2.01,7.06,8,203
784208,-4.69,14.01,0.25,0.00,5.10,0.00,8.27,14.37,40.39,-2.32,7.84,8,203
784404,-1.56,14.59,0.26,0.00,5.92,0.00,8.56,15.23,40.39,-2.32,8.63,8,203
784593,-2.34,14.81,0.28,0.00,5.82,0.00,9.14,15.78,40.39,-2.32,8.63,8,203
784780,-3.12,14.47,0.30,0.00,5.76,0.00,9.87,15.98,40.39,-2.01,9.02,8,203
784968,-3.12,14.36,0.32,0.00,5.77,0.00,10.30,16.05,40.39,-1.70,9.41,8,203
785155,-3.12,14.59,0.34,0.00,5.50,0.00,10.88,15.84,40.39,-1.70,9.41,8,203
785360,-2.34,14.93,0.36,0.00,5.68,0.00,11.17,16.19,40.39,-1.70,9.80,8,203
785548,-1.56,14.81,0.36,0.00,5.52,0.00,11.61,16.52,40.39,-1.70,10.20,8,203
785735,0.00,14.93,0.37,0.00,5.43,0.00,11.90,16.38,40.39,-1.39,10.59,8,203
785923,0.78,15.16,0.35,0.00,5.65,0.00,11.90,17.08,40.39,-1.70,10.59,8,203
786112,2.34,15.39,0.34,0.00,6.09,0.00,11.61,17.90,40.39,-2.01,10.98,8,203
786305,2.34,15.39,0.33,0.00,6.73,0.00,11.17,19.20,40.39,-2.32,10.98,8,203
786490,1.56,14.59,0.32,0.00,6.70,0.00,10.74,19.84,40.39,-2.32,10.98,8,203
786695,0.78,14.36,0.30,0.00,6.70,0.00,10.01,18.59,40.39,-2.63,9.41,8,203
786885,-0.78,14.47,0.24,0.00,6.29,0.00,7.69,12.48,40.39,-2.94,4.71,8,203
787067,-9.38,13.09,0.15,0.00,4.10,0.00,6.24,9.30,40.39,-2.94,3.53,8,201
787255,-10.94,12.52,0.12,0.00,3.73,0.00,5.08,9.17,40.39,-3.25,3.53,8,201
787447,-9.38,14.01,0.12,0.00,3.25,0.00,4.79,8.95,40.39,-3.25,2.35,8,201
787635,-7.81,14.93,0.10,0.00,3.22,0.00,4.21,7.37,40.39,-3.25,1.18,8,201
787838,0.00,14.93,0.10,0.00,0.00,0.00,3.77,6.55,40.39,-2.94,0.00,10,201
788030,0.00,15.85,0.10,0.00,0.00,0.00,3.77,7.21,40.39,-2.94,0.00,10,201
788222,0.00,22.28,0.10,0.00,0.00,0.00,3.77,6.81,40.39,-2.94,0.00,10,201
788411,0.00,25.50,0.10,0.00,0.00,0.00,3.77,6.66,40.39,-2.63,0.00,10,201
788598,0.00,23.54,0.10,0.00,0.00,0.00,3.77,6.44,40.39,-2.63,0.00,10,201
788786,0.00,23.66,0.11,0.00,0.00,0.00,3.77,6.48,40.39,-2.32,0.00,10,201
788989,0.00,23.66,0.11,0.00,0.00,0.00,3.77,6.44,40.39,-2.32,0.00,10,201
789173,0.00,23.89,0.12,0.00,0.00,0.00,3.77,6.48,40.39,-2.32,0.00,10,201
789362,0.00,24.12,0.11,0.00,0.00,0.00,4.06,5.96,40.39,-2.01,0.00,10,201
789554,0.00,23.77,0.11,0.00,0.00,0.00,4.06,5.61,40.39,-2.01,0.00,10,201
789739,0.00,23.77,0.11,0.00,0.00,0.00,4.35,5.71,40.39,-1.70,0.00,10,201
789939,0.00,23.89,0.10,0.00,0.00,0.00,4.21,4.91,40.39,-1.70,0.00,10,201
790128,0.00,23.54,0.11,0.00,2.35,0.00,4.06,4.88,40.39,-1.70,0.00,10,201
790315,0.00,23.43,0.11,0.00,2.33,0.00,4.06,4.91,40.39,-1.39,0.00,10,199
790508,0.00,23.31,0.12,0.00,2.19,0.00,3.92,5.07,40.39,-1.39,0.00,10,199
790695,0.00,20.44,0.11,0.00,2.23,0.00,3.92,4.62,40.39,-1.39,0.00,10,199
790889,-0.78,14.59,0.12,0.00,2.13,0.00,3.92,4.75,40.39,-1.39,0.00,8,199
791077,-2.34,13.78,0.10,0.00,1.92,0.00,4.06,4.50,40.39,-1.39,0.00,8,199
791265,-3.12,13.44,0.11,0.00,2.13,0.00,4.06,4.59,40.39,-1.39,0.00,8,199
791468,-3.12,13.55,0.10,0.00,1.87,0.00,4.06,4.22,40.39,-1.39,0.00,8,199
791661,-3.12,14.01,0.11,0.00,2.10,0.00,4.21,4.50,40.39,-1.39,0.00,8,199
791848,-2.34,14.70,0.11,0.00,2.04,0.00,4.21,4.33,40.39,-1.08,0.00,8,199
792032,-2.34,14.81,0.09,0.00,1.82,0.00,4.35,3.78,40.39,-1.39,0.00,8,199
792228,-3.12,14.59,0.11,0.00,2.02,0.00,4.35,4.42,40.39,-1.08,0.00,8,199
792420,-2.34,14.93,0.11,0.00,1.98,0.00,4.35,4.28,40.39,-1.39,0.00,8,199
792623,-2.34,14.70,0.12,0.00,2.16,0.00,4.50,4.42,40.39,-1.08,0.00,8,199
792813,-3.12,14.47,0.12,0.00,1.94,0.00,4.64,4.42,40.39,-1.08,0.00,8,199
793003,-3.91,14.01,0.12,0.00,2.16,0.00,4.64,4.42,40.39,-1.08,0.00,8,199
793188,-4.69,13.67,0.12,0.00,2.12,0.00,4.64,4.42,40.39,-1.08,0.00,8,199
793376,-4.69,13.78,0.11,0.00,1.86,0.00,4.64,4.11,40.39,-1.08,0.00,8,199
793579,-4.69,14.01,0.12,0.00,1.82,0.00,4.64,4.31,40.39,-1.08,0.00,8,199
793766,-3.91,14.47,0.12,0.00,2.06,0.00,4.79,4.14,40.39,-1.08,0.00,8,199
793954,-3.91,14.81,0.12,0.00,1.80,0.00,4.79,4.03,40.39,-1.08,0.00,8,199
794149,-3.91,14.59,0.14,0.00,2.09,0.00,4.93,4.53,40.39,-1.08,0.00,8,199
794337,-3.91,14.81,0.12,0.00,1.91,0.00,5.22,4.53,40.39,-1.08,0.00,8,199
794525,-5.47,14.01,0.11,0.00,1.73,0.00,5.22,3.65,40.39,-1.08,0.00,8,199
794728,-5.47,13.67,0.14,0.00,1.80,0.00,5.37,4.39,40.39,-1.08,0.00,8,199
794915,-3.91,14.70,0.11,0.00,1.74,0.00,5.51,3.85,40.39,-1.08,0.00,8,199
795106,-4.69,14.70,0.14,0.00,1.95,0.00,5.51,4.42,40.39,-1.08,0.00,8,199
795293,-3.12,15.27,0.15,0.00,2.14,0.00,5.80,5.00,40.39,-1.08,0.00,8,199
795481,-3.91,14.93,0.14,0.00,2.20,0.00,5.66,5.13,40.39,-1.08,1.18,8,199
795668,-3.91,14.59,0.17,0.00,2.17,0.00,6.09,5.26,40.39,-1.08,1.96,8,199
795871,-3.91,14.81,0.16,0.00,2.16,0.00,6.82,5.52,40.39,-1.08,3.14,8,199
796056,-2.34,15.04,0.26,0.00,3.44,0.00,8.13,8.44,40.39,-1.08,4.71,8,199
796244,-7.81,14.59,0.26,0.00,3.94,0.00,9.29,10.85,40.39,-1.39,6.67,8,199
796431,-2.34,14.59,0.26,0.00,4.85,0.00,9.58,13.19,40.39,-1.70,7.45,8,199
796627,1.56,15.50,0.25,0.00,5.26,0.00,9.29,13.95,40.39,-2.01,8.24,8,199
796814,1.56,15.62,0.25,0.00,5.86,0.00,8.71,14.91,40.39,-2.32,8.63,8,199
797022,0.78,14.81,0.25,0.00,6.12,0.00,8.56,15.98,40.39,-2.63,8.63,8,199
797207,-1.56,14.36,0.27,0.00,6.09,0.00,8.71,16.93,40.39,-2.63,9.41,8,199
797394,-2.34,14.13,0.29,0.00,6.15,0.00,9.14,17.37,40.39,-2.63,9.41,8,199
797582,-3.12,14.13,0.32,0.00,5.97,0.00,9.72,17.59,40.39,-2.32,9.80,8,199
797790,-3.91,13.90,0.32,0.00,6.78,0.00,10.59,19.11,40.39,-2.01,12.16,8,199
797977,-1.56,15.04,0.34,0.00,7.53,0.00,11.03,21.45,40.39,-2.32,12.55,8,199
798169,0.78,14.93,0.35,0.00,8.22,0.00,11.46,23.47,40.39,-2.63,14.12,8,199
798357,2.34,15.27,0.34,0.00,8.30,0.00,11.61,24.69,40.39,-2.63,14.12,8,199
798549,3.12,15.50,0.34,0.00,9.17,0.00,11.46,26.09,40.39,-2.32,14.51,8,199
798741,3.91,14.93,0.34,0.00,9.28,0.00,11.46,27.84,40.39,-2.63,14.51,8,198
798933,3.91,14.81,0.34,0.00,10.42,0.00,11.17,29.66,40.39,-2.63,14.51,8,198
799128,3.12,14.47,0.34,0.00,10.54,0.00,11.03,31.18,40.39,-2.94,14.51,8,198
799309,1.56,14.36,0.33,0.00,11.11,0.00,10.88,32.55,40.00,-3.25,14.51,8,198
799503,0.00,14.36,0.32,0.00,10.97,0.00,10.59,32.55,39.61,-3.25,14.12,8,198
799693,0.00,14.59,0.31,0.00,11.54,0.00,10.45,32.67,39.22,-4.18,14.12,8,198
799893,0.78,14.47,0.29,0.00,11.30,0.00,10.16,32.07,39.61,-4.49,13.73,8,198
800075,2.34,14.81,0.28,0.00,10.92,0.00,9.87,31.62,40.00,-5.41,13.73,8,198
800276,3.91,14.81,0.27,0.00,11.22,0.00,9.72,32.19,40.00,-6.03,13.73,8,198
800465,0.00,14.93,0.37,0.00,15.49,0.00,10.88,42.18,40.00,-2.63,22.35,8,198
800655,0.00,15.16,0.53,0.00,22.76,0.00,15.38,68.21,24.71,7.58,40.00,10,198
800846,0.00,12.63,0.60,0.00,29.91,0.00,17.99,83.88,23.53,11.29,52.55,10,198
801030,0.00,11.60,0.64,0.00,37.92,0.00,20.17,94.46,20.39,11.60,58.43,10,198
801218,0.00,11.48,0.68,0.00,47.15,0.00,20.75,105.10,19.22,11.91,64.71,10,196
801421,0.00,11.14,0.68,0.00,52.53,0.00,21.18,115.29,19.22,11.29,74.12,10,196
801610,0.00,11.14,0.69,0.00,58.07,0.00,21.18,127.19,19.22,10.36,75.69,10,196
801797,0.00,11.25,0.68,0.00,61.34,0.00,21.04,133.62,19.22,8.82,75.69,10,196
802000,0.00,11.14,0.33,0.00,39.58,0.00,10.45,66.58,19.22,7.58,0.00,10,196
802185,0.00,15.96,0.28,0.00,0.00,0.00,5.08,54.43,40.39,-8.20,0.00,10,196
802372,0.00,23.20,0.22,0.00,0.00,0.00,4.64,37.48,40.39,-7.89,3.14,10,196
802575,0.00,11.25,0.22,0.00,14.81,0.00,5.80,35.08,40.39,-7.58,10.98,10,196
802763,0.00,12.52,0.32,0.00,17.72,0.00,9.00,43.40,35.69,-5.72,18.82,10,196
802950,-4.69,12.52,0.42,0.00,17.23,0.00,12.77,48.84,27.84,-1.39,20.00,8,196
803138,0.78,13.44,0.44,0.00,18.80,0.00,13.20,51.70,29.80,0.46,20.39,8,196
803325,0.00,13.44,0.45,0.00,19.38,0.00,13.49,53.47,27.06,-0.15,19.22,10,196
803528,0.00,13.09,0.26,0.00,15.44,0.00,7.84,18.44,30.59,-6.34,4.31,10,196
803716,-10.16,11.14,0.20,0.00,8.85,0.00,4.64,27.64,40.39,-6.34,3.14,8,196
803903,0.00,11.37,0.20,0.00,0.00,0.00,3.63,25.27,40.39,-6.34,0.00,10,196
804096,0.00,15.62,0.17,0.00,0.00,0.00,3.63,22.60,40.39,-6.34,0.00,10,196
804288,0.00,23.66,0.15,0.00,0.00,0.00,3.63,18.43,40.39,-6.34,0.00,10,196
804475,0.00,23.77,0.13,0.00,0.00,0.00,3.48,16.25,40.39,-6.34,0.00,10,196
804665,0.00,24.00,0.13,0.00,0.00,0.00,3.48,14.96,40.39,-6.34,0.00,10,196
804861,0.00,23.54,0.14,0.00,0.00,0.00,3.48,15.77,40.39,-6.03,0.00,10,196
805050,0.00,23.66,0.10,0.00,0.00,0.00,3.63,11.51,40.39,-6.03,0.00,10,196
805238,0.00,24.12,0.10,0.00,0.00,0.00,3.48,11.99,40.39,-5.72,0.00,10,196
805439,0.00,24.00,0.10,0.00,0.00,0.00,3.63,11.05,40.39,-5.72,0.00,10,196
805626,0.00,24.12,0.09,0.00,0.00,0.00,3.63,10.22,40.39,-5.41,0.00,10,196
805814,0.00,23.77,0.10,0.00,0.00,0.00,3.63,10.85,40.39,-5.41,0.00,10,196
806006,0.00,23.77,0.09,0.00,0.00,0.00,3.63,9.80,40.39,-5.10,0.00,10,196
806202,0.00,24.00,0.09,0.00,0.00,0.00,3.63,9.26,40.39,-4.80,0.00,10,196
806395,0.00,23.54,0.10,0.00,0.00,0.00,3.63,9.93,40.39,-4.80,0.00,10,196
806582,0.00,23.66,0.10,0.00,0.00,0.00,3.63,10.45,40.39,-4.80,0.00,10,196
806774,0.00,23.77,0.10,0.00,0.00,0.00,3.63,10.45,40.39,-4.80,0.00,10,196
806966,0.00,24.12,0.10,0.00,0.00,0.00,3.63,10.59,40.39,-4.49,0.00,10,196
807158,0.00,23.77,0.11,0.00,0.00,0.00,3.63,10.47,40.39,-4.49,0.00,10,196
807350,0.00,24.12,0.10,0.00,0.00,0.00,3.63,9.61,40.39,-4.18,0.00,10,194
807535,0.00,23.77,0.11,0.00,0.00,0.00,3.63,9.97,40.39,-4.18,0.00,10,196
807724,0.00,24.00,0.11,0.00,0.00,0.00,3.63,9.97,40.39,-4.18,0.00,10,194
807929,0.00,24.12,0.11,0.00,0.00,0.00,3.63,9.26,40.39,-3.87,0.00,10,194
808110,0.00,23.89,0.11,0.00,0.00,0.00,3.63,8.87,40.39,-3.87,0.00,10,194
808298,0.00,24.12,0.11,0.00,0.00,0.00,3.63,8.65,40.39,-3.56,0.00,10,194
808501,0.00,24.00,0.10,0.00,0.00,0.00,3.63,7.86,40.39,-3.56,0.00,10,194
808688,0.00,23.89,0.10,0.00,0.00,0.00,3.63,7.70,40.39,-3.25,0.00,10,194
808879,0.00,23.77,0.10,0.00,0.00,0.00,3.63,7.29,40.39,-3.25,0.00,10,194
809064,0.00,23.66,0.10,0.00,0.00,0.00,3.77,6.99,40.39,-2.94,0.00,10,194
809257,0.00,23.89,0.10,0.00,0.00,0.00,3.77,6.99,40.39,-2.94,0.00,10,194
809448,0.00,23.66,0.10,0.00,0.00,0.00,3.77,6.88,40.39,-2.94,0.00,10,194
809635,0.00,23.77,0.10,0.00,0.00,0.00,3.77,6.73,40.39,-2.63,0.00,10,194
809838,0.00,23.77,0.11,0.00,0.00,0.00,3.77,6.70,40.39,-2.32,0.00,10,194
810031,0.00,24.00,0.14,0.00,0.00,0.00,4.21,6.59,40.39,-2.01,0.00,10,194
810221,0.00,24.00,0.14,0.00,2.42,0.00,4.79,5.52,40.39,-1.08,0.00,10,194
810409,0.00,23.89,0.11,0.00,2.02,0.00,4.93,4.36,40.39,-1.08,0.00,10,194
810601,0.00,23.31,0.13,0.00,1.88,0.00,4.93,4.72,40.39,-1.08,0.00,10,194
810793,0.00,17.00,0.12,0.00,2.02,0.00,5.22,4.49,40.39,-1.08,0.00,10,194
810981,0.00,15.39,0.12,0.00,2.08,0.00,5.08,4.22,40.39,-1.08,0.00,10,194
811168,0.00,15.50,0.12,0.00,2.01,0.00,5.08,4.42,40.39,-1.08,0.00,10,194
811356,0.00,15.73,0.14,0.00,2.23,0.00,5.22,4.85,40.39,-1.08,0.00,10,194
811558,0.00,15.62,0.12,0.00,2.03,0.00,5.22,4.36,40.39,-1.08,0.00,10,194
811746,-0.78,14.93,0.14,0.00,1.97,0.00,5.22,4.53,40.39,-1.08,0.00,8,194
811934,0.00,14.81,0.13,0.00,1.99,0.00,5.22,4.57,40.39,-1.08,0.00,8,194
812126,0.00,14.93,0.12,0.00,1.96,0.00,5.22,4.36,40.39,-1.08,0.00,8,194
812318,-0.78,14.47,0.14,0.00,1.88,0.00,5.22,4.31,40.39,-1.08,0.00,8,194
812504,-0.78,14.59,0.13,0.00,1.88,0.00,5.66,4.36,40.39,-1.08,0.00,8,194
812707,0.00,14.93,0.14,0.00,2.11,0.00,5.66,4.57,40.39,-1.08,0.00,8,194
812896,0.00,15.04,0.13,0.00,2.10,0.00,5.66,4.02,40.39,-1.08,0.00,8,194
813081,0.78,15.39,0.14,0.00,2.09,0.00,5.66,4.63,40.39,-1.08,0.00,8,194
813273,0.78,15.27,0.13,0.00,2.14,0.00,5.66,4.25,40.39,-1.08,0.00,8,194
813476,0.00,14.81,0.12,0.00,1.95,0.00,5.51,3.80,40.39,-1.08,0.00,8,194
813657,0.78,14.47,0.15,0.00,2.20,0.00,5.80,4.53,40.39,-1.08,0.00,8,194
813848,2.34,15.62,0.14,0.00,2.12,0.00,5.95,4.82,40.39,-1.08,0.00,8,194
814045,0.78,15.16,0.12,0.00,2.17,0.00,5.66,3.99,40.39,-1.08,0.00,8,194
814238,0.78,14.70,0.14,0.00,2.07,0.00,5.66,4.48,40.39,-1.08,0.00,8,194
814414,1.56,14.93,0.15,0.00,2.35,0.00,5.95,5.07,40.39,-1.08,0.00,8,194
814620,0.00,14.13,0.14,0.00,2.20,0.00,5.66,4.33,40.39,-1.08,0.00,8,194
814808,0.00,13.78,0.14,0.00,2.19,0.00,5.66,4.72,40.39,-1.08,0.00,8,194
814997,0.00,14.13,0.14,0.00,2.16,0.00,5.66,4.85,40.39,-1.08,0.00,8,194
815191,0.78,14.70,0.13,0.00,2.17,0.00,5.66,3.99,40.39,-1.08,0.00,8,194
815385,0.00,14.47,0.14,0.00,2.14,0.00,5.66,4.72,40.39,-1.08,0.00,8,194
815565,0.78,14.59,0.14,0.00,2.16,0.00,5.80,4.79,40.39,-1.08,0.00,8,194
815758,0.78,14.81,0.12,0.00,1.97,0.00,5.66,4.20,40.39,-1.08,0.00,8,194
815956,0.00,14.13,0.15,0.00,2.30,0.00,5.66,4.69,40.39,-1.08,0.00,8,194
816147,0.78,14.81,0.13,0.00,1.99,0.00,5.80,4.46,40.39,-1.08,0.00,8,194
816336,0.00,14.24,0.14,0.00,2.09,0.00,5.66,4.63,40.39,-1.08,0.00,8,194
816516,0.78,14.70,0.14,0.00,2.15,0.00,5.80,4.88,40.39,-1.08,0.00,8,194
816719,0.78,14.81,0.13,0.00,2.00,0.00,5.66,4.36,40.39,-1.08,0.00,8,194
816906,0.00,14.47,0.14,0.00,2.13,0.00,5.51,4.57,40.39,-1.08,0.00,8,194
817092,0.78,14.81,0.15,0.00,2.13,0.00,5.66,4.98,40.39,-1.08,0.00,8,194
817279,0.78,14.93,0.14,0.00,2.20,0.00,5.66,4.53,40.39,-1.08,0.00,8,194
817482,0.00,14.70,0.14,0.00,2.00,0.00,5.51,4.82,40.39,-1.08,0.00,8,194
817670,0.00,14.13,0.14,0.00,1.99,0.00,5.37,4.72,40.39,-1.08,0.00,8,194
817857,0.00,14.36,0.14,0.00,1.96,0.00,5.51,4.63,40.39,-1.08,0.00,8,194
818045,-0.78,14.36,0.13,0.00,1.97,0.00,5.51,4.48,40.39,-1.08,0.00,8,194
818235,0.00,14.47,0.15,0.00,2.35,0.00,5.51,4.79,40.39,-1.08,0.00,8,194
818424,0.00,14.81,0.13,0.00,2.20,0.00,5.51,4.59,40.39,-1.08,0.00,8,194
818620,-0.78,14.24,0.14,0.00,1.96,0.00,5.51,4.66,40.39,-1.08,0.00,8,194
818812,-0.78,14.36,0.13,0.00,1.94,0.00,5.51,4.57,40.39,-1.08,0.00,8,194
819000,0.00,14.70,0.14,0.00,2.16,0.00,5.37,4.63,40.39,-1.08,0.00,8,194
819189,0.00,14.70,0.14,0.00,2.15,0.00,5.51,4.72,40.39,-1.08,0.00,8,194
819392,-0.78,14.70,0.13,0.00,1.97,0.00,5.51,4.57,40.39,-1.08,0.00,8,194
819579,-2.34,14.24,0.13,0.00,2.00,0.00,5.37,4.36,40.39,-1.08,0.00,8,194
819767,-1.56,14.24,0.14,0.00,1.93,0.00,5.37,4.69,40.39,-1.08,0.00,8,194
819954,0.00,14.70,0.14,0.00,2.16,0.00,5.37,4.72,40.39,-1.08,0.00,8,194
820143,-0.78,14.93,0.13,0.00,2.02,0.00,5.37,4.57,40.39,-1.08,0.00,8,194
820346,-2.34,14.47,0.13,0.00,2.00,0.00,5.22,4.53,0.00,-1.08,0.00,8,194
820534,-2.34,14.36,0.19,0.00,2.85,0.00,5.51,5.98,0.00,-1.08,2.35,8,194
820722,-3.12,14.59,0.22,0.00,2.89,0.00,6.53,7.29,40.39,-1.08,3.14,8,194
820907,-13.28,12.29,0.22,0.00,3.06,0.00,7.40,8.56,40.39,-1.08,4.71,8,194
823776,-22.66,12.40,0.12,0.00,1.69,0.00,4.50,4.17,40.39,-1.08,0.00,8,192
823970,-19.53,13.32,0.12,0.00,1.41,0.00,4.79,3.65,40.39,-1.08,0.00,8,192
824161,-18.75,14.24,0.14,0.00,1.70,0.00,5.08,4.20,40.39,-1.08,0.00,8,192
824364,-17.19,14.81,0.14,0.00,1.76,0.00,5.37,4.25,40.39,-1.08,0.00,8,192
824554,-16.41,15.62,0.14,0.00,1.62,0.00,5.51,4.50,40.39,-1.08,0.00,8,192
824744,-14.84,15.50,0.14,0.00,1.81,0.00,5.66,4.51,40.39,-1.08,0.00,8,192
824934,-12.50,15.85,0.17,0.00,2.02,0.00,5.95,5.39,40.39,-1.08,0.00,8,192
825126,-13.28,16.19,0.15,0.00,1.95,0.00,6.09,4.97,40.39,-1.08,0.00,8,190
825311,-14.06,15.16,0.15,0.00,2.07,0.00,5.95,4.91,40.39,-1.08,0.00,8,190
825501,-10.16,15.85,0.16,0.00,2.28,0.00,6.09,5.35,40.39,-1.08,0.00,8,190
825688,-8.59,16.19,0.15,0.00,2.22,0.00,6.09,4.82,40.39,-1.08,0.00,8,190
825880,-7.81,16.08,0.15,0.00,1.97,0.00,5.95,5.13,40.39,-1.08,0.00,8,190
826080,-7.03,16.08,0.13,0.00,2.19,0.00,5.95,4.74,40.39,-1.08,0.00,8,190
826268,-3.91,16.08,0.16,0.00,2.25,0.00,5.95,5.10,40.39,-1.08,0.00,8,190
826464,-2.34,16.19,0.15,0.00,2.15,0.00,6.09,5.29,40.39,-1.08,0.00,8,190
826644,-6.25,15.50,0.14,0.00,2.05,0.00,5.66,4.75,40.39,-1.08,0.00,8,190
826847,-6.25,14.70,0.15,0.00,2.22,0.00,5.80,5.29,40.39,-1.08,0.00,8,190
827032,-2.34,15.50,0.15,0.00,2.26,0.00,5.80,4.61,40.39,-1.08,0.00,8,190
827235,-3.12,15.62,0.15,0.00,2.27,0.00,5.66,5.13,40.39,-1.08,0.00,8,190
