Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Knocking Signal #1 (On/Off),Gear (Calculated)* (position),Coolant Temperature (F)
325122,-1.56,14.81,0.11,0.00,1.68,0.00,4.64,3.72,36.47,-1.18,0.00,0,1,196
325321,0.00,15.62,0.11,0.00,1.73,0.00,4.79,3.89,36.47,-1.18,0.00,0,1,196
325520,0.78,15.62,0.11,0.00,1.74,0.00,4.64,3.78,36.47,-1.18,0.00,0,1,196
325719,-0.78,15.16,0.13,0.00,1.73,0.00,4.64,4.25,36.47,-1.18,0.78,0,1,196
325916,0.00,15.04,0.17,0.00,1.95,0.00,5.22,5.23,36.47,-1.18,2.35,0,1,196
326115,0.00,15.04,0.22,0.00,2.86,0.00,6.24,7.30,36.47,-1.18,3.53,0,1,196
326314,-10.16,13.21,0.27,0.00,3.96,0.00,7.69,10.94,36.47,-1.18,5.88,0,1,196
326511,-9.38,12.17,0.24,0.00,3.82,0.00,8.42,11.35,36.47,-1.80,5.88,0,1,196
326711,-0.78,15.04,0.17,0.00,4.28,0.00,7.55,5.41,36.47,-1.80,0.00,0,1,196
326909,-4.69,15.39,0.11,0.00,2.65,0.00,5.08,4.22,0.00,-2.11,0.00,0,1,196
327107,-7.03,14.01,0.09,0.00,2.14,0.00,3.92,4.31,0.00,-1.80,0.00,0,1,196
327306,-6.25,14.36,0.11,0.00,2.23,0.00,3.63,4.72,0.00,-1.49,0.00,0,1,196
327504,-7.03,14.24,0.11,0.00,2.15,0.00,3.77,4.75,36.47,-1.49,0.00,0,1,196
327703,-8.59,13.78,0.12,0.00,2.31,0.00,3.92,4.82,36.47,-1.49,0.78,0,1,196
327901,-10.16,13.44,0.13,0.00,1.98,0.00,4.50,5.00,36.47,-1.18,1.18,0,1,196
328098,-10.16,13.67,0.15,0.00,2.13,0.00,4.79,5.32,36.47,-1.18,1.18,0,1,196
328298,-11.72,13.67,0.14,0.00,2.15,0.00,5.22,5.22,36.47,-1.18,1.18,0,1,196
328496,-10.16,14.24,0.14,0.00,2.19,0.00,5.37,5.41,36.47,-1.18,1.18,0,1,196
328695,-7.81,15.16,0.14,0.00,2.22,0.00,5.37,5.39,36.47,-1.18,1.18,0,1,196
328892,-6.25,15.62,0.14,0.00,2.17,0.00,5.37,5.45,36.86,-1.18,1.18,0,1,196
329093,-5.47,15.73,0.14,0.00,2.16,0.00,5.37,5.26,36.86,-1.18,1.18,0,1,196
329295,-3.91,15.62,0.11,0.00,1.93,0.00,4.93,3.55,36.86,-1.18,0.00,0,1,196
329496,-3.91,15.73,0.10,0.00,1.72,0.00,4.50,3.82,36.86,-1.18,0.00,0,1,196
329693,-3.91,15.39,0.11,0.00,1.89,0.00,4.35,3.88,36.86,-1.18,0.00,0,1,196
329895,-1.56,15.62,0.10,0.00,1.86,0.00,4.35,4.06,36.86,-1.18,0.00,0,1,196
330091,-2.34,15.62,0.11,0.00,1.87,0.00,4.35,3.85,36.86,-1.18,0.00,0,1,196
330290,-1.56,15.16,0.10,0.00,1.86,0.00,4.35,3.95,36.86,-1.18,0.00,0,1,196
330489,-0.78,15.50,0.11,0.00,1.84,0.00,4.35,3.80,36.86,-1.18,0.00,0,1,196
330690,-0.78,15.27,0.11,0.00,1.84,0.00,4.35,3.80,36.86,-1.18,0.00,0,1,196
330887,-0.78,15.04,0.10,0.00,1.84,0.00,4.21,3.72,36.86,-1.18,0.00,0,1,196
331085,-1.56,14.70,0.11,0.00,1.82,0.00,4.21,3.91,36.86,-1.18,0.39,0,1,196
331284,-1.56,14.59,0.13,0.00,1.80,0.00,4.50,4.53,0.00,-1.18,1.18,0,1,198
331484,-2.34,14.47,0.15,0.00,2.47,0.00,4.93,5.22,0.00,-1.18,1.96,0,1,196
331682,-3.12,14.36,0.17,0.00,2.68,0.00,5.51,6.01,36.86,-1.18,2.35,0,1,196
331880,-8.59,13.21,0.17,0.00,2.68,0.00,6.09,6.88,36.86,-1.18,2.75,0,1,198
332080,-7.81,13.21,0.17,0.00,2.64,0.00,6.24,7.03,36.86,-1.49,3.14,0,1,196
332278,-2.34,14.70,0.16,0.00,2.77,0.00,6.09,6.92,36.86,-1.49,0.00,0,1,198
332477,-0.78,15.73,0.11,0.00,2.29,0.00,4.93,3.59,0.00,-1.49,0.00,0,1,198
332675,-3.91,14.93,0.10,0.00,1.91,0.00,4.21,3.92,36.86,-1.49,0.00,0,1,198
332874,-3.91,14.59,0.11,0.00,1.99,0.00,4.06,4.33,36.86,-1.18,0.00,0,1,198
333071,-3.12,14.93,0.11,0.00,2.00,0.00,4.21,4.22,36.86,-1.18,0.00,0,1,198
333272,-7.03,13.90,0.10,0.00,1.75,0.00,4.35,3.88,36.86,-1.18,0.00,0,1,198
333469,-7.81,13.44,0.11,0.00,1.68,0.00,4.21,3.85,36.86,-1.18,0.00,0,6,198
333670,-5.47,14.47,0.10,0.00,1.88,0.00,4.21,3.98,36.86,-1.18,0.00,0,6,198
333865,-3.91,14.93,0.11,0.00,1.82,0.00,4.21,3.92,36.86,-1.18,0.00,0,6,198
334065,-4.69,15.04,0.10,0.00,1.62,0.00,4.21,3.55,36.86,-1.18,0.00,0,6,198
334263,-5.47,14.59,0.09,0.00,1.59,0.00,4.21,3.31,0.00,-1.18,0.00,0,6,198
334463,-5.47,14.59,0.11,0.00,1.68,0.00,4.50,3.80,0.00,-1.18,0.00,0,6,198
334661,-2.34,15.16,0.11,0.00,1.73,0.00,4.50,3.72,0.00,-1.18,0.00,0,6,198
334859,-3.12,15.50,0.10,0.00,1.58,0.00,4.35,3.38,0.00,-1.18,0.00,0,6,198
335058,-3.91,14.81,0.11,0.00,1.73,0.00,4.35,3.59,0.00,-1.18,0.00,0,6,198
335254,-2.34,14.93,0.10,0.00,1.77,0.00,4.35,3.58,0.00,-1.18,0.00,0,6,198
335452,-1.56,15.39,0.11,0.00,1.75,0.00,4.35,3.55,0.00,-1.18,0.00,0,6,198
335650,-1.56,15.16,0.11,0.00,1.72,0.00,4.35,3.55,0.00,-1.18,0.00,0,6,198
335850,-1.56,14.93,0.11,0.00,1.71,0.00,4.50,3.55,0.00,-1.18,0.00,0,6,198
336047,-2.34,14.81,0.10,0.00,1.49,0.00,4.50,3.22,0.00,-1.18,0.00,0,6,198
336245,-2.34,14.59,0.11,0.00,1.65,0.00,4.64,3.75,0.00,-1.18,0.00,0,6,198
336446,-1.56,14.70,0.11,0.00,1.69,0.00,4.79,3.65,0.00,-1.18,0.00,0,6,198
336645,-3.91,14.36,0.10,0.00,1.72,0.00,4.64,3.40,0.00,-1.18,0.00,0,6,198
336843,-3.12,14.47,0.11,0.00,1.70,0.00,4.64,3.65,0.00,-1.18,0.00,0,6,198
337044,-1.56,14.81,0.11,0.00,1.71,0.00,4.64,3.78,0.00,-1.18,0.00,0,6,198
337242,0.00,15.27,0.10,0.00,1.73,0.00,4.64,3.67,0.00,-1.18,0.00,0,6,198
337444,-0.78,15.16,0.11,0.00,1.73,0.00,4.50,3.69,0.00,-1.18,0.00,0,6,198
337645,-0.78,14.93,0.11,0.00,1.74,0.00,4.50,3.72,0.00,-1.18,0.00,0,6,198
337844,0.78,15.27,0.10,0.00,1.74,0.00,4.50,3.55,0.00,-1.18,0.00,0,6,198
338042,0.00,14.93,0.11,0.00,1.75,0.00,4.50,3.60,0.00,-1.18,0.00,0,6,198
338241,0.78,14.81,0.11,0.00,1.73,0.00,4.50,3.72,0.00,-1.18,0.00,0,6,198
338440,0.78,15.04,0.11,0.00,1.71,0.00,4.50,3.58,0.00,-1.18,0.00,0,6,198
338639,0.78,14.81,0.12,0.00,1.70,0.00,4.64,3.72,0.00,-1.18,0.00,0,6,198
338838,0.00,14.59,0.11,0.00,1.71,0.00,4.79,3.67,0.00,-1.18,0.00,0,6,198
339037,-0.78,14.24,0.11,0.00,1.90,0.00,4.64,3.80,0.00,-1.18,0.00,0,6,198
339235,-0.78,14.36,0.11,0.00,1.74,0.00,4.64,3.65,0.00,-1.18,0.00,0,6,199
339433,-0.78,14.47,0.10,0.00,1.77,0.00,4.50,3.53,0.00,-1.18,0.00,0,6,199
339632,0.00,14.70,0.11,0.00,1.69,0.00,4.50,3.36,0.00,-1.18,0.00,0,6,199
339831,0.78,14.93,0.11,0.00,1.70,0.00,4.64,3.65,0.00,-1.18,0.00,0,6,199
340030,0.00,14.81,0.11,0.00,1.74,0.00,4.64,3.78,0.00,-1.18,0.00,0,6,199
340229,-1.56,14.36,0.11,0.00,1.74,0.00,4.64,3.78,0.00,-1.18,0.00,0,6,199
340428,-1.56,14.13,0.11,0.00,1.70,0.00,4.64,3.78,0.00,-1.18,0.00,0,6,199
340626,-1.56,14.36,0.11,0.00,1.75,0.00,4.64,3.62,0.00,-1.18,0.00,0,6,199
340825,-1.56,14.47,0.09,0.00,1.77,0.00,4.50,3.55,0.00,-1.18,0.00,0,6,199
341027,-0.78,14.59,0.11,0.00,1.44,0.00,4.50,3.13,0.00,-1.18,0.00,0,6,199
341224,1.56,15.16,0.12,0.00,1.83,0.00,4.79,3.65,0.00,-1.18,0.00,0,6,199
341421,3.12,15.96,0.12,0.00,1.89,0.00,4.93,3.67,0.00,-1.18,0.00,0,6,199
341620,1.56,15.27,0.12,0.00,1.92,0.00,4.93,3.98,0.00,-1.18,0.00,0,6,199
341820,0.00,14.59,0.11,0.00,1.99,0.00,4.79,3.85,0.00,-1.18,0.00,0,6,199
342017,-1.56,14.01,0.11,0.00,1.82,0.00,4.64,3.78,0.00,-1.18,0.00,0,6,199
342214,0.00,14.36,0.11,0.00,1.77,0.00,4.64,3.85,0.00,-1.18,0.00,0,6,199
342413,0.78,14.81,0.11,0.00,2.00,0.00,4.50,3.92,0.00,-1.18,0.00,0,6,199
342611,0.78,14.93,0.11,0.00,1.82,0.00,4.50,3.82,0.00,-1.18,0.00,0,6,199
342810,0.78,14.81,0.11,0.00,1.80,0.00,4.50,3.80,0.00,-1.18,0.00,0,6,199
343008,0.00,14.70,0.10,0.00,1.83,0.00,4.35,3.85,0.00,-1.18,0.00,0,6,199
343207,0.00,14.47,0.10,0.00,1.59,0.00,4.35,3.14,0.00,-1.18,0.00,0,6,199
343405,0.00,14.36,0.11,0.00,1.74,0.00,4.50,3.60,0.00,-1.18,0.00,0,6,199
343603,1.56,14.93,0.10,0.00,1.80,0.00,4.50,3.67,0.00,-1.18,0.00,0,6,199
343800,0.00,14.81,0.10,0.00,1.81,0.00,4.35,3.65,0.00,-1.18,0.00,0,6,199
343999,-0.78,14.36,0.11,0.00,1.80,0.00,4.21,3.75,0.00,-1.18,0.00,0,6,199
344197,-0.78,14.36,0.10,0.00,1.83,0.00,4.21,3.65,0.00,-1.18,0.00,0,6,199
344398,-1.56,14.36,0.11,0.00,1.80,0.00,4.21,3.75,0.00,-1.18,0.00,0,6,199
344594,-1.56,14.24,0.10,0.00,1.82,0.00,4.21,3.59,0.00,-1.18,0.00,0,6,199
344797,-1.56,14.24,0.10,0.00,1.78,0.00,4.21,3.69,0.00,-1.18,0.00,0,6,199
344997,-1.56,14.36,0.10,0.00,1.77,0.00,4.21,3.43,0.00,-1.18,0.00,0,6,199
345194,-1.56,14.47,0.10,0.00,1.55,0.00,4.21,3.14,0.00,-1.18,0.00,0,6,199
345392,-1.56,14.59,0.10,0.00,1.71,0.00,4.21,3.36,0.00,-1.18,0.00,0,6,199
345592,-0.78,14.81,0.10,0.00,1.74,0.00,4.35,3.58,0.00,-1.18,0.00,0,6,199
345794,1.56,15.39,0.10,0.00,1.76,0.00,4.35,3.53,0.00,-1.18,0.00,0,6,199
345994,1.56,15.39,0.10,0.00,1.76,0.00,4.35,3.40,0.00,-1.18,0.00,0,6,201
346194,0.00,14.81,0.10,0.00,1.73,0.00,4.21,3.38,0.00,-1.18,0.00,0,6,201
346393,0.00,14.70,0.10,0.00,1.73,0.00,4.35,3.47,0.00,-1.18,0.00,0,6,201
346592,0.78,14.81,0.09,0.00,1.52,0.00,4.35,3.02,0.00,-1.18,0.00,0,6,201
346790,0.00,14.70,0.11,0.00,1.61,0.00,4.35,3.53,0.00,-1.18,0.00,0,6,201
346988,1.56,14.93,0.11,0.00,1.71,0.00,4.50,3.65,0.00,-1.18,0.00,0,6,201
347187,-0.78,14.59,0.09,0.00,1.52,0.00,4.35,3.19,0.00,-1.18,0.00,0,6,201
347386,-2.34,13.78,0.10,0.00,1.70,0.00,4.35,3.40,0.00,-1.18,0.00,0,6,201
347584,-0.78,14.24,0.11,0.00,1.70,0.00,4.50,3.50,0.00,-1.18,0.00,0,6,201
347783,0.00,14.81,0.10,0.00,1.73,0.00,4.50,3.50,0.00,-1.18,0.00,0,6,201
347982,0.00,14.93,0.10,0.00,1.50,0.00,4.35,3.19,0.00,-1.18,0.00,0,6,201
348180,0.00,14.70,0.12,0.00,1.83,0.00,4.50,3.67,0.00,-1.18,0.00,0,6,201
348381,0.78,14.93,0.10,0.00,1.74,0.00,4.64,3.65,0.00,-1.18,0.00,0,6,201
348579,-0.78,14.81,0.10,0.00,1.74,0.00,4.35,3.22,0.00,-1.18,0.00,0,6,201
348777,-0.78,14.24,0.11,0.00,1.50,0.00,4.35,3.65,0.00,-1.18,0.00,0,6,201
348975,0.78,14.81,0.10,0.00,1.70,0.00,4.50,3.50,0.00,-1.18,0.00,0,6,201
349173,0.78,15.04,0.09,0.00,1.75,0.00,4.50,3.11,0.00,-1.18,0.00,0,6,201
349372,0.00,14.59,0.11,0.00,1.68,0.00,4.50,3.59,0.00,-1.18,0.00,0,6,201
349569,0.00,14.70,0.19,0.00,0.00,0.00,4.79,4.99,0.00,-1.18,0.00,0,6,201
349767,0.00,18.26,0.33,0.00,0.00,0.00,7.25,7.26,0.00,-1.18,0.00,0,6,201
349966,0.00,20.10,0.43,0.00,0.00,0.00,9.58,6.88,0.00,-1.18,0.00,0,6,201
350164,0.00,22.05,0.17,0.00,0.00,0.00,10.88,6.40,0.00,-1.18,0.00,0,6,201
350366,0.00,21.25,0.17,0.00,0.00,0.00,13.35,6.40,0.00,-1.18,0.00,0,6,201
350560,0.00,21.25,0.17,0.00,0.00,0.00,13.35,6.40,0.00,-1.18,0.00,0,6,201
350760,0.00,14.70,0.17,0.00,0.00,0.00,14.22,2.92,0.00,-1.18,0.00,0,6,201
350958,0.00,14.70,0.17,0.00,0.00,0.00,14.36,2.92,0.00,-1.18,0.00,0,6,201
351157,0.00,14.70,0.17,0.00,0.00,0.00,14.36,2.92,0.00,-1.18,0.00,0,6,201
