Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Knocking Signal #1 (On/Off),Gear (Calculated)* (position),Coolant Temperature (F)
115449,6.25,14.81,0.39,0.00,10.52,0.00,12.91,29.35,37.65,-2.11,15.69,0,2,192
115648,5.47,14.81,0.37,0.00,9.78,0.00,12.33,28.27,37.25,-2.11,13.73,0,2,192
115849,4.69,14.47,0.34,0.00,9.52,0.00,11.32,26.41,37.25,-3.64,12.16,0,2,192
116048,5.47,14.59,0.30,0.00,9.25,0.00,10.45,24.23,37.25,-3.64,9.41,0,2,192
116249,3.12,14.01,0.26,0.00,7.31,0.00,9.00,21.71,37.25,-3.64,8.63,0,2,192
116445,4.69,14.81,0.24,0.00,7.39,0.00,8.13,19.74,37.25,-3.64,8.24,0,2,192
116644,6.25,14.93,0.23,0.00,6.92,0.00,7.55,18.73,37.25,-3.94,7.84,0,2,192
116843,7.03,14.81,0.22,0.00,6.94,0.00,7.11,17.97,37.25,-3.94,7.45,0,2,192
117043,7.81,14.81,0.21,0.00,6.44,0.00,6.96,16.73,37.25,-3.94,7.45,0,2,192
117242,8.59,14.93,0.20,0.00,6.53,0.00,6.82,16.94,37.25,-3.94,7.45,0,2,192
117442,9.38,14.81,0.21,0.00,6.52,0.00,6.67,17.16,37.25,-3.94,7.45,0,3,192
117640,9.38,14.81,0.21,0.00,6.52,0.00,6.67,17.37,37.25,-3.94,7.45,0,2,192
117839,9.38,14.59,0.20,0.00,6.59,0.00,6.53,17.02,37.25,-3.94,7.45,0,2,192
118037,8.59,14.59,0.20,0.00,6.57,0.00,6.53,16.94,37.25,-3.94,7.06,0,3,192
118235,6.25,14.36,0.16,0.00,5.56,0.00,5.95,12.04,37.25,-3.94,3.53,0,3,192
118434,3.91,13.44,0.13,0.00,4.38,0.00,4.79,11.44,37.25,-3.94,3.14,0,3,192
118631,6.25,14.81,0.12,0.00,4.94,0.00,4.35,10.74,37.25,-3.94,2.35,0,3,192
118831,0.00,13.67,0.11,0.00,0.00,0.00,3.77,9.35,36.86,-3.94,0.39,0,3,192
119029,0.00,13.90,0.12,0.00,0.00,0.00,3.34,10.33,36.86,-3.94,0.00,0,3,192
119229,0.00,19.06,0.11,0.00,0.00,0.00,3.48,9.53,36.86,-3.94,0.00,0,3,192
119427,0.00,25.61,0.11,0.00,0.00,0.00,3.48,9.26,36.86,-3.64,0.00,0,3,192
119624,0.00,23.66,0.10,0.00,0.00,0.00,3.48,8.51,36.86,-3.64,0.00,0,3,192
119823,0.00,23.66,0.11,0.00,0.00,0.00,3.63,8.56,36.86,-3.64,0.00,0,3,192
120022,0.00,23.77,0.10,0.00,0.00,0.00,3.63,8.19,36.86,-3.64,0.78,0,3,192
120220,0.00,23.89,0.10,0.00,3.99,0.00,3.92,8.22,36.86,-3.64,1.18,0,3,192
120418,0.00,23.77,0.12,0.00,3.99,0.00,4.06,8.69,36.86,-3.64,2.75,0,3,192
120618,0.00,16.31,0.12,0.00,3.94,0.00,4.06,8.69,36.86,-3.35,2.75,0,3,192
120816,-7.81,13.44,0.12,0.00,3.96,0.00,4.21,9.48,36.86,-3.35,3.14,0,3,192
121014,-10.16,13.21,0.12,0.00,3.91,0.00,4.35,9.53,36.86,-3.35,3.53,0,3,192
121212,-10.16,14.24,0.13,0.00,3.92,0.00,4.35,9.79,36.86,-3.35,3.92,0,3,192
121410,-10.94,14.36,0.13,0.00,3.92,0.00,4.50,9.83,36.86,-3.35,3.92,0,3,192
121609,-11.72,14.24,0.13,0.00,3.91,0.00,4.64,9.66,36.86,-3.35,3.92,0,3,192
121806,-9.38,14.93,0.14,0.00,3.89,0.00,4.64,9.99,36.86,-3.35,4.31,0,3,192
122004,-9.38,14.93,0.14,0.00,4.37,0.00,4.79,10.13,36.86,-3.35,4.71,0,3,192
122204,-8.59,14.81,0.14,0.00,4.34,0.00,4.93,10.45,36.86,-3.35,4.71,0,3,192
122402,-7.81,14.93,0.16,0.00,4.34,0.00,5.08,11.09,36.86,-3.35,5.88,0,3,192
122600,-8.59,14.81,0.17,0.00,4.89,0.00,5.51,12.41,36.86,-3.35,5.88,0,3,192
122799,-7.81,14.70,0.17,0.00,4.34,0.00,5.66,11.77,36.86,-3.35,5.88,0,3,192
122997,-5.47,15.16,0.18,0.00,4.87,0.00,5.95,12.75,36.86,-3.35,6.67,0,3,192
123200,-4.69,15.39,0.18,0.00,5.35,0.00,6.09,13.78,36.86,-3.35,7.06,0,3,192
123397,-2.34,15.04,0.20,0.00,5.42,0.00,6.53,14.72,36.86,-3.35,7.45,0,3,192
123596,2.34,15.73,0.21,0.00,5.91,0.00,6.82,15.37,36.86,-3.35,8.24,0,3,192
123796,3.91,15.62,0.22,0.00,6.48,0.00,7.25,16.94,36.86,-3.64,8.63,0,3,192
123994,4.69,15.16,0.23,0.00,6.48,0.00,7.55,17.75,36.86,-3.64,8.63,0,2,192
124194,5.47,14.93,0.23,0.00,7.05,0.00,7.69,18.43,36.86,-3.64,8.63,0,2,192
124391,6.25,15.04,0.22,0.00,6.64,0.00,7.69,17.59,36.86,-3.64,8.63,0,2,192
124591,10.16,15.50,0.23,0.00,7.26,0.00,7.69,18.65,36.86,-3.64,8.63,0,2,192
124791,10.16,15.04,0.23,0.00,7.33,0.00,7.69,18.43,36.86,-3.64,8.24,0,2,192
124988,10.94,14.81,0.23,0.00,6.83,0.00,7.55,18.05,36.86,-3.64,8.24,0,3,192
125189,12.50,15.16,0.22,0.00,6.95,0.00,7.40,18.06,36.86,-3.64,7.45,0,2,192
125387,10.16,14.81,0.18,0.00,6.42,0.00,6.67,15.03,36.86,-3.94,5.88,0,3,192
125585,10.16,14.36,0.16,0.00,5.34,0.00,5.95,13.43,36.47,-3.94,3.14,0,3,192
125784,0.00,13.44,0.11,0.00,0.00,0.00,4.50,8.69,36.47,-3.94,0.39,0,3,192
125982,0.00,13.90,0.12,0.00,0.00,0.00,3.48,9.79,36.47,-3.64,0.00,0,3,192
126181,0.00,15.27,0.12,0.00,0.00,0.00,3.34,10.33,36.47,-3.64,0.00,0,3,192
126380,0.00,24.00,0.11,0.00,0.00,0.00,3.48,9.17,36.47,-3.64,0.00,0,3,192
126579,0.00,23.66,0.10,0.00,0.00,0.00,3.48,8.19,36.47,-3.64,0.00,0,3,192
126777,0.00,23.54,0.11,0.00,0.00,0.00,3.48,8.52,36.47,-3.64,0.00,0,3,192
126975,0.00,24.00,0.10,0.00,0.00,0.00,3.48,7.78,36.47,-3.35,0.00,0,3,192
127176,0.00,23.66,0.10,0.00,0.00,0.00,3.34,7.03,36.47,-3.35,0.00,0,3,192
127373,0.00,23.89,0.10,0.00,0.00,0.00,3.34,7.03,36.47,-3.35,0.00,0,3,192
127571,0.00,23.66,0.09,0.00,0.00,0.00,3.34,6.51,36.47,-3.35,0.00,0,3,192
127770,0.00,23.66,0.09,0.00,0.00,0.00,3.48,6.73,36.47,-3.35,0.00,0,3,192
127967,0.00,24.00,0.09,0.00,0.00,0.00,3.48,6.66,36.47,-3.04,0.00,0,3,192
128165,0.00,23.66,0.09,0.00,0.00,0.00,3.48,6.12,36.47,-3.04,0.00,0,3,192
128363,0.00,23.89,0.09,0.00,0.00,0.00,3.48,6.15,36.47,-3.04,0.00,0,3,192
128562,0.00,24.00,0.09,0.00,0.00,0.00,3.63,6.33,36.47,-3.04,0.00,0,3,192
128760,0.00,23.77,0.09,0.00,0.00,0.00,3.63,6.11,36.47,-3.04,0.00,0,3,192
128960,0.00,23.77,0.09,0.00,0.00,0.00,3.63,5.96,36.47,-2.73,0.00,0,3,192
129158,0.00,23.77,0.09,0.00,0.00,0.00,3.63,5.80,36.47,-2.73,0.00,0,3,192
129357,0.00,23.89,0.10,0.00,0.00,0.00,3.48,6.00,36.47,-2.73,0.00,0,3,192
129555,0.00,23.77,0.10,0.00,0.00,0.00,3.48,5.54,36.47,-2.73,0.00,0,3,192
129756,0.00,23.89,0.10,0.00,0.00,0.00,3.48,6.07,36.47,-2.42,0.00,0,3,192
129954,0.00,23.89,0.10,0.00,0.00,0.00,3.48,6.04,36.47,-2.42,0.00,0,3,192
130153,0.00,23.77,0.11,0.00,0.00,0.00,3.48,6.18,36.47,-2.42,0.00,0,3,192
130353,0.00,23.66,0.11,0.00,0.00,0.00,3.48,6.11,36.47,-2.42,0.00,0,3,192
130555,0.00,23.77,0.11,0.00,0.00,0.00,3.63,6.11,36.47,-2.11,0.00,0,3,192
130750,0.00,23.66,0.11,0.00,0.00,0.00,3.63,5.87,36.47,-2.11,0.00,0,3,192
130949,0.00,23.66,0.10,0.00,0.00,0.00,3.77,5.32,36.47,-2.11,0.00,0,3,192
131149,0.00,23.89,0.11,0.00,0.00,0.00,3.92,5.35,36.86,-2.11,0.00,0,3,192
131347,0.00,23.54,0.09,0.00,0.00,0.00,4.06,4.53,36.86,-1.80,0.00,0,3,192
131547,0.00,23.54,0.12,0.00,2.54,0.00,3.92,4.85,36.86,-1.49,0.00,0,3,192
131745,0.00,23.54,0.11,0.00,2.20,0.00,4.06,4.57,36.86,-1.49,0.00,0,3,192
131946,0.00,23.43,0.12,0.00,2.16,0.00,3.77,4.85,36.86,-1.49,0.00,0,3,192
132145,0.00,16.08,0.11,0.00,2.11,0.00,3.77,4.53,36.86,-1.49,0.00,0,3,192
132342,-3.12,13.44,0.12,0.00,2.05,0.00,3.92,4.66,36.86,-1.49,0.00,0,3,192
132541,-4.69,12.40,0.11,0.00,2.01,0.00,4.06,4.36,36.86,-1.18,0.00,0,3,192
132741,-7.03,12.06,0.11,0.00,1.73,0.00,4.06,4.11,36.86,-1.18,0.00,0,3,192
132940,-7.81,12.29,0.11,0.00,1.96,0.00,4.06,4.17,36.86,-1.18,0.00,0,3,192
133138,-7.81,13.09,0.11,0.00,1.94,0.00,4.21,4.11,36.86,-1.18,0.00,0,3,192
133336,-7.03,13.90,0.10,0.00,1.69,0.00,4.35,3.95,36.86,-1.18,0.00,0,3,192
133534,-6.25,14.59,0.18,0.00,2.15,0.00,4.50,4.60,36.86,-1.18,4.71,0,2,192
133733,-6.25,15.16,0.28,0.00,4.40,0.00,7.11,11.09,36.86,-1.49,6.27,0,2,192
133931,-20.31,11.94,0.24,0.00,4.14,0.00,8.27,12.37,36.86,-1.80,7.45,0,1,192
134130,-3.91,14.81,0.26,0.00,5.18,0.00,8.42,13.72,36.86,-2.11,8.24,0,1,192
134329,-4.69,16.31,0.28,0.00,5.18,0.00,8.71,14.31,36.86,-2.11,8.24,0,1,192
134527,-4.69,15.27,0.32,0.00,4.91,0.00,9.43,14.37,36.86,-1.80,8.63,0,1,192
134725,-4.69,14.93,0.39,0.00,5.16,0.00,10.59,14.91,36.86,-1.49,9.41,0,2,192
134924,-7.81,14.13,0.40,0.00,4.80,0.00,12.04,15.06,36.86,-1.18,11.37,0,2,192
135122,-3.91,14.70,0.39,0.00,5.03,0.00,12.77,15.57,36.86,-1.18,12.55,0,2,192
135321,2.34,16.31,0.42,0.00,5.53,0.00,13.06,16.46,36.86,-1.18,15.69,0,2,192
135521,0.78,16.31,0.44,0.00,6.17,0.00,13.78,18.52,36.86,-0.89,17.65,0,2,192
135719,4.69,15.50,0.44,0.00,6.77,0.00,13.93,19.59,36.86,-0.58,18.43,0,2,192
135918,3.12,15.39,0.47,0.00,8.01,0.00,14.07,21.71,36.86,-0.27,20.39,0,2,192
136116,3.12,14.81,0.46,0.00,8.55,0.00,14.36,23.18,36.86,0.35,21.18,0,2,192
136313,3.12,14.70,0.46,0.00,8.64,0.00,14.36,24.51,36.86,0.66,21.57,0,2,190
136512,3.12,14.81,0.46,0.00,9.09,0.00,14.51,26.29,36.86,0.66,21.96,0,2,190
136709,3.12,14.70,0.47,0.00,9.91,0.00,14.51,28.17,36.86,0.97,21.96,0,2,190
136908,3.12,14.70,0.48,0.00,10.13,0.00,14.65,30.00,36.86,1.28,22.35,0,2,190
137105,3.12,14.81,0.48,0.00,11.16,0.00,14.80,32.33,36.86,1.57,22.75,0,2,190
137305,2.34,14.59,0.48,0.00,11.69,0.00,14.95,33.06,36.86,2.19,23.14,0,2,190
137502,0.78,14.36,0.48,0.00,11.70,0.00,15.09,33.78,36.86,2.80,23.14,0,2,190
137701,2.34,14.59,0.49,0.00,12.64,0.00,15.09,35.84,36.86,3.11,23.53,0,2,190
137899,0.78,14.36,0.50,0.00,12.99,0.00,15.24,38.43,36.86,4.02,23.92,0,2,190
138100,0.00,14.47,0.51,0.00,13.70,0.00,15.53,40.34,36.86,4.95,24.71,0,2,190
138297,0.00,14.47,0.53,0.00,14.75,0.00,15.67,43.47,36.47,5.26,25.10,0,2,190
138498,0.00,14.47,0.55,0.00,16.60,0.00,15.96,47.57,36.47,6.48,25.10,0,2,190
138696,-1.56,14.36,0.57,0.00,17.15,0.00,16.25,50.57,36.47,7.41,25.88,0,2,190
138895,0.00,14.47,0.59,0.00,18.31,0.00,16.54,54.22,52.16,9.24,25.88,0,2,190
139094,0.00,13.44,0.60,0.00,20.78,0.00,16.98,57.96,50.98,9.24,26.27,0,2,190
139293,0.00,12.86,0.61,0.00,21.49,0.00,17.27,60.29,43.92,7.72,23.92,0,2,190
139492,0.00,12.75,0.55,0.00,19.61,0.00,16.54,56.98,42.35,4.95,20.78,0,2,190
139691,0.00,13.32,0.47,0.00,18.17,0.00,15.09,49.38,31.76,-0.58,15.29,0,2,190
139890,-6.25,13.44,0.32,0.00,12.41,0.00,11.61,32.70,35.29,-5.18,10.20,0,2,190
140089,-7.03,14.47,0.20,0.00,9.04,0.00,8.27,21.63,36.08,-5.18,6.67,0,2,190
140288,-14.84,13.44,0.17,0.00,7.02,0.00,5.80,19.19,36.08,-5.18,2.35,0,2,190
140489,0.00,11.25,0.19,0.00,6.22,0.00,4.21,21.11,36.08,-5.18,0.00,0,3,190
140685,0.00,11.60,0.17,0.00,0.00,0.00,3.77,19.34,36.08,-4.87,0.00,0,3,190
140884,0.00,21.94,0.14,0.00,0.00,0.00,3.77,15.98,36.08,-5.18,0.00,0,3,190
141083,0.00,23.89,0.13,0.00,0.00,0.00,3.63,14.25,36.08,-4.87,0.00,0,3,190
141281,0.00,23.77,0.12,0.00,0.00,0.00,3.63,12.36,36.08,-4.87,0.00,0,3,190
141480,0.00,23.66,0.11,0.00,0.00,0.00,3.63,12.31,36.08,-4.87,0.00,0,3,190
141679,0.00,24.12,0.11,0.00,0.00,0.00,4.06,11.05,36.08,-4.87,0.00,0,3,190
141878,0.00,23.89,0.11,0.00,0.00,0.00,3.77,11.19,36.08,-4.87,0.00,0,3,190
142076,0.00,23.66,0.11,0.00,0.00,0.00,3.77,10.99,36.08,-4.56,0.00,0,3,190
142276,0.00,23.77,0.11,0.00,0.00,0.00,3.77,10.79,36.08,-4.56,0.00,0,3,190
142473,0.00,23.66,0.11,0.00,0.00,0.00,3.63,11.04,36.08,-4.56,0.00,0,3,190
142672,0.00,24.12,0.11,0.00,0.00,0.00,3.63,10.94,36.08,-4.56,0.00,0,3,190
142869,0.00,23.89,0.11,0.00,0.00,0.00,3.63,10.43,36.08,-4.56,0.00,0,3,190
143067,0.00,23.54,0.11,0.00,0.00,0.00,3.63,10.59,36.08,-4.56,0.00,0,3,190
143267,0.00,23.89,0.12,0.00,0.00,0.00,3.63,10.79,36.08,-4.25,0.00,0,3,190
143464,0.00,23.54,0.12,0.00,0.00,0.00,3.63,10.38,36.08,-4.25,0.00,0,3,190
143663,0.00,23.66,0.12,0.00,0.00,0.00,3.63,10.38,36.08,-4.25,0.00,0,3,190
143861,0.00,23.66,0.11,0.00,0.00,0.00,3.63,9.98,36.08,-4.25,0.00,0,3,190
144060,0.00,24.00,0.11,0.00,0.00,0.00,3.63,10.13,36.08,-4.25,0.00,0,3,190
144258,0.00,23.77,0.11,0.00,0.00,0.00,3.63,9.99,36.08,-4.25,0.00,0,3,190
144458,0.00,24.12,0.11,0.00,0.00,0.00,3.63,9.22,36.08,-3.94,0.00,0,3,190
144654,0.00,23.77,0.10,0.00,0.00,0.00,3.63,9.04,36.08,-3.94,0.00,0,3,190
144853,0.00,24.00,0.11,0.00,0.00,0.00,3.63,9.26,36.08,-3.94,0.00,0,3,190
145050,0.00,23.77,0.11,0.00,0.00,0.00,3.63,9.26,36.08,-3.94,0.00,0,3,190
145251,0.00,24.12,0.11,0.00,0.00,0.00,3.63,8.95,36.08,-3.94,0.00,0,3,190
145447,0.00,23.66,0.10,0.00,0.00,0.00,3.63,8.69,36.08,-3.64,0.00,0,3,190
145646,0.00,23.66,0.10,0.00,0.00,0.00,3.63,8.35,36.08,-3.64,0.00,0,3,190
145844,0.00,23.66,0.10,0.00,0.00,0.00,3.63,8.06,36.08,-3.64,0.00,0,3,190
146044,0.00,23.66,0.10,0.00,0.00,0.00,3.63,7.57,36.08,-3.64,0.00,0,3,190
146245,0.00,23.66,0.09,0.00,0.00,0.00,3.48,7.26,36.08,-3.64,0.00,0,3,190
146443,0.00,23.89,0.09,0.00,0.00,0.00,3.48,7.14,36.08,-3.35,0.00,0,3,190
146644,0.00,23.66,0.09,0.00,0.00,0.00,3.48,7.10,36.08,-3.35,0.00,0,3,190
146841,0.00,23.54,0.09,0.00,0.00,0.00,3.48,6.88,36.08,-3.35,0.00,0,3,190
147040,0.00,24.12,0.09,0.00,0.00,0.00,3.48,6.55,36.08,-3.35,0.00,0,3,190
147239,0.00,24.12,0.09,0.00,0.00,0.00,3.48,6.62,36.08,-3.35,0.00,0,3,190
147438,0.00,23.54,0.09,0.00,0.00,0.00,3.63,6.55,36.08,-3.04,0.00,0,3,190
147638,0.00,23.77,0.09,0.00,0.00,0.00,3.63,6.48,36.08,-3.04,0.00,0,3,190
147836,0.00,23.77,0.09,0.00,0.00,0.00,3.63,6.37,36.08,-3.04,0.00,0,3,190
148035,0.00,23.77,0.09,0.00,0.00,0.00,3.63,6.29,36.08,-3.04,0.00,0,3,190
148235,0.00,23.77,0.10,0.00,0.00,0.00,3.63,6.51,36.08,-3.04,0.00,0,3,190
148433,0.00,23.66,0.09,0.00,0.00,0.00,3.63,6.26,36.08,-2.73,0.00,0,3,190
148632,0.00,23.77,0.10,0.00,0.00,0.00,3.63,6.37,36.08,-2.73,0.00,0,3,190
148830,0.00,23.89,0.10,0.00,0.00,0.00,3.63,6.22,36.08,-2.73,0.00,0,3,190
149029,0.00,23.89,0.10,0.00,0.00,0.00,3.63,6.22,36.08,-2.73,0.00,0,3,190
149230,0.00,23.66,0.10,0.00,0.00,0.00,3.63,6.18,36.08,-2.42,0.00,0,3,190
149430,0.00,24.12,0.10,0.00,0.00,0.00,3.48,6.00,36.08,-2.42,0.00,0,3,190
149628,0.00,23.66,0.11,0.00,0.00,0.00,3.48,6.15,36.08,-2.42,0.00,0,3,190
149827,0.00,23.77,0.11,0.00,0.00,0.00,3.63,6.33,36.08,-2.42,0.00,0,3,190
150027,0.00,24.00,0.10,0.00,0.00,0.00,3.63,5.93,36.08,-2.42,0.00,0,3,189
150225,0.00,24.00,0.11,0.00,0.00,0.00,3.63,6.26,36.08,-2.42,0.00,0,3,189
150423,0.00,23.66,0.11,0.00,0.00,0.00,3.77,6.26,36.08,-2.42,0.00,0,3,189
150622,0.00,23.66,0.11,0.00,0.00,0.00,3.77,6.11,36.08,-2.11,0.00,0,3,189
150819,0.00,23.89,0.11,0.00,0.00,0.00,3.92,5.67,36.08,-2.11,0.00,0,3,189
151018,0.00,23.89,0.13,0.00,2.29,0.00,4.06,5.39,36.08,-1.80,0.00,0,4,189
151217,0.00,23.77,0.12,0.00,2.13,0.00,4.35,4.97,36.08,-1.49,0.00,0,4,189
151416,0.00,23.89,0.11,0.00,2.17,0.00,3.92,4.75,36.08,-1.49,0.00,0,6,189
151613,0.00,16.77,0.12,0.00,2.13,0.00,3.92,4.75,36.08,-1.49,0.00,0,6,189
151811,-1.56,14.47,0.11,0.00,2.11,0.00,3.92,4.63,36.08,-1.49,0.00,0,6,189
152010,-3.91,13.32,0.11,0.00,2.08,0.00,3.92,4.69,36.08,-1.49,0.00,0,6,189
152208,-5.47,12.63,0.11,0.00,2.05,0.00,3.92,4.50,36.08,-1.49,0.00,0,6,189
152411,-7.03,12.40,0.11,0.00,2.00,0.00,3.92,4.28,36.08,-1.18,0.00,0,6,189
152607,-7.81,12.40,0.10,0.00,1.73,0.00,3.92,3.98,36.08,-1.18,0.00,0,6,189
152810,-8.59,12.52,0.11,0.00,1.89,0.00,3.92,3.98,36.47,-1.18,0.00,0,6,189
153008,-9.38,12.98,0.11,0.00,1.82,0.00,4.06,4.00,36.47,-1.18,0.00,0,6,189
153208,-9.38,13.44,0.10,0.00,1.57,0.00,4.06,3.55,36.47,-1.18,0.00,0,6,189
153408,-9.38,13.78,0.11,0.00,1.74,0.00,4.06,3.65,36.47,-1.18,0.00,0,6,189
153606,-9.38,14.36,0.12,0.00,1.63,0.00,4.50,3.69,36.47,-1.18,0.00,0,6,189
153805,-8.59,14.93,0.11,0.00,1.68,0.00,4.50,3.67,36.47,-1.18,0.00,0,6,189
154002,-8.59,14.81,0.11,0.00,1.72,0.00,4.50,3.53,36.47,-1.18,0.00,0,6,189
154201,-8.59,14.59,0.12,0.00,1.66,0.00,4.50,3.65,36.47,-1.18,0.00,0,6,189
154399,-8.59,14.81,0.11,0.00,1.68,0.00,4.64,3.72,36.47,-1.18,0.00,0,6,189
154598,-8.59,14.81,0.12,0.00,1.68,0.00,4.64,3.78,36.47,-1.18,0.00,0,6,189
154796,-7.81,14.93,0.11,0.00,1.68,0.00,4.64,3.75,36.47,-1.18,0.00,0,6,189
155000,-7.81,15.16,0.11,0.00,1.69,0.00,4.79,3.78,36.47,-1.18,0.00,0,6,189
155198,-7.03,15.27,0.11,0.00,1.67,0.00,4.79,3.69,36.47,-1.18,0.00,0,6,189
155396,-7.03,15.27,0.11,0.00,1.68,0.00,4.79,3.88,36.47,-1.18,0.00,0,6,189
155595,-6.25,15.39,0.12,0.00,1.68,0.00,4.79,3.75,36.47,-1.18,0.00,0,1,189
155794,-6.25,15.39,0.12,0.00,1.72,0.00,4.93,3.98,36.47,-1.18,0.00,0,1,189
155992,-5.47,15.62,0.12,0.00,1.74,0.00,4.79,3.95,36.47,-1.18,0.78,0,1,189
156191,-4.69,15.50,0.19,0.00,2.90,0.00,5.51,6.59,36.47,-1.18,3.14,0,1,189
156389,-12.50,14.36,0.18,0.00,2.92,0.00,6.38,7.37,36.47,-1.18,3.92,0,1,189
156588,-11.72,13.44,0.20,0.00,3.63,0.00,6.53,9.26,36.47,-1.80,5.49,0,1,189
156786,-6.25,15.62,0.24,0.00,4.81,0.00,7.55,12.04,36.47,-1.80,6.67,0,1,189
156984,-10.16,14.47,0.26,0.00,4.56,0.00,8.27,12.90,36.47,-2.11,7.45,0,1,189
157182,-6.25,15.04,0.29,0.00,4.94,0.00,8.85,13.72,36.47,-1.80,7.84,0,1,189
157380,-7.03,15.04,0.32,0.00,5.24,0.00,9.58,14.18,36.47,-1.80,8.24,0,1,189
157580,-6.25,15.04,0.37,0.00,5.46,0.00,10.30,14.73,36.47,-1.49,8.63,0,1,189
157777,-10.16,14.36,0.34,0.00,4.41,0.00,11.32,14.13,36.47,-1.18,9.80,0,1,189
157976,-2.34,14.81,0.35,0.00,5.43,0.00,11.46,16.46,36.47,-1.80,11.37,0,1,189
158173,0.00,15.96,0.36,0.00,6.40,0.00,11.75,18.43,36.47,-1.80,12.16,0,1,189
158373,3.12,15.73,0.35,0.00,6.88,0.00,11.61,19.27,36.47,-2.42,12.16,0,1,189
158569,4.69,16.08,0.34,0.00,7.81,0.00,11.17,20.86,36.47,-2.42,12.55,0,1,189
158771,3.91,15.16,0.32,0.00,7.98,0.00,11.03,21.88,36.47,-3.04,12.55,0,1,189
158969,8.59,15.39,0.31,0.00,8.55,0.00,10.74,22.41,36.47,-3.04,12.55,0,1,189
159169,7.81,15.16,0.32,0.00,8.69,0.00,10.45,23.65,36.47,-3.35,12.55,0,1,189
159367,8.59,14.81,0.31,0.00,9.12,0.00,10.30,24.69,36.47,-3.64,12.16,0,1,189
159568,9.38,14.81,0.26,0.00,9.02,0.00,9.43,22.33,36.47,-3.94,7.84,0,1,189
159765,5.47,13.67,0.21,0.00,7.10,0.00,7.40,17.97,36.47,-3.94,7.45,0,1,189
159966,6.25,14.36,0.21,0.00,6.76,0.00,6.82,18.80,36.47,-4.25,7.45,0,1,189
160165,7.03,14.59,0.22,0.00,6.90,0.00,6.82,18.96,36.47,-4.25,7.84,0,1,189
160364,7.81,14.93,0.23,0.00,7.00,0.00,6.96,20.68,36.47,-4.25,8.63,0,1,189
160564,9.38,14.93,0.25,0.00,7.68,0.00,7.40,22.98,36.47,-4.25,9.80,0,1,189
160762,10.94,14.93,0.26,0.00,8.52,0.00,8.13,25.37,36.47,-4.56,10.98,0,1,189
160961,13.28,15.04,0.20,0.00,9.31,0.00,8.56,15.13,36.47,-4.56,0.00,0,1,189
161159,0.00,12.52,0.12,0.00,0.00,0.00,4.64,10.89,36.08,-4.56,0.00,0,1,187
161359,0.00,14.59,0.15,0.00,0.00,0.00,3.77,12.85,36.08,-4.25,0.00,0,1,187
161556,0.00,25.50,0.14,0.00,0.00,0.00,3.77,10.49,36.08,-3.35,0.00,0,2,187
161755,0.00,24.12,0.13,0.00,4.15,0.00,4.06,9.57,36.08,-3.04,2.35,0,2,187
161955,0.00,22.16,0.15,0.00,4.15,0.00,4.35,9.44,36.08,-2.73,3.92,0,2,187
162153,-10.94,11.83,0.19,0.00,3.95,0.00,4.93,10.28,36.08,-2.73,5.88,0,2,187
162351,-10.94,12.52,0.27,0.00,5.50,0.00,6.53,15.16,36.08,-2.42,8.24,0,3,187
162549,-15.62,13.09,0.32,0.00,5.97,0.00,8.42,16.87,36.08,-2.11,10.20,0,3,187
165515,0.00,12.29,0.68,0.00,23.86,0.00,18.28,63.97,47.84,9.55,31.37,0,2,187
165713,0.00,11.94,0.60,0.00,21.70,0.00,17.56,60.46,43.14,3.73,20.78,0,2,187
165911,-3.12,12.40,0.42,0.00,18.43,0.00,14.95,47.43,33.33,-2.42,10.98,0,2,187
166109,-10.94,11.71,0.23,0.00,8.71,0.00,9.14,22.89,35.69,-4.87,7.06,0,2,187
166308,-14.84,14.36,0.20,0.00,7.38,0.00,5.95,20.76,35.69,-4.87,2.75,0,2,187
166507,-25.00,11.14,0.21,0.00,6.65,0.00,4.50,22.89,35.29,-4.87,1.57,0,2,187
166708,-25.00,11.14,0.18,0.00,6.10,0.00,4.21,19.57,35.29,-4.87,1.18,0,2,187
166907,0.00,11.14,0.16,0.00,0.00,0.00,3.77,17.02,35.29,-4.87,0.00,0,3,187
167106,0.00,13.32,0.14,0.00,0.00,0.00,3.77,14.78,35.29,-4.87,0.00,0,3,187
167304,0.00,18.15,0.14,0.00,0.00,0.00,3.77,13.90,35.29,-4.87,0.00,0,3,187
167503,0.00,23.54,0.13,0.00,0.00,0.00,3.63,12.58,35.29,-4.87,0.00,0,3,187
167703,0.00,23.89,0.12,0.00,0.00,0.00,3.63,12.15,35.29,-4.56,0.00,0,3,187
167902,0.00,24.00,0.12,0.00,0.00,0.00,3.63,11.99,35.29,-4.56,0.00,0,3,187
168101,0.00,23.89,0.12,0.00,0.00,0.00,3.63,11.51,35.29,-4.56,0.00,0,3,187
168299,0.00,23.89,0.12,0.00,0.00,0.00,3.63,11.29,35.29,-4.56,0.00,0,3,187
168498,0.00,23.66,0.12,0.00,0.00,0.00,3.63,11.09,35.29,-4.56,0.00,0,3,187
