Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Throttle Opening Angle (%)
778506,12.06,0.14,985,0.00,0.00,16,14.10,22.00,4.06,4.42,-1.08,0.64,0.00
778678,11.60,0.12,974,0.00,0.00,16,14.10,22.00,4.35,4.31,-1.08,0.64,0.00
778865,11.25,0.12,960,0.00,0.00,16,14.10,22.00,4.35,3.95,-1.08,0.64,0.00
779043,11.02,0.11,972,0.00,0.00,16,14.10,21.00,4.35,3.78,-1.08,0.64,0.00
779231,11.14,0.11,979,0.00,0.00,16,14.10,19.50,4.21,3.67,-1.08,0.64,0.00
779418,11.25,0.11,967,0.00,0.00,16,14.10,19.00,4.21,3.47,-1.08,0.64,0.00
779590,11.25,0.11,950,0.00,0.00,16,14.10,20.00,4.06,3.54,-1.08,0.64,0.00
779779,11.48,0.12,924,0.00,0.00,16,14.10,21.00,4.21,3.51,-1.08,0.64,0.00
779966,11.83,0.12,912,0.00,0.00,16,14.10,21.00,4.35,3.74,-1.08,0.64,0.00
780151,12.29,0.11,912,0.00,0.00,16,14.10,19.50,4.50,3.42,-1.08,0.64,0.00
780333,12.40,0.15,909,0.00,0.00,16,14.10,13.50,4.64,3.69,-1.08,0.70,1.96
780516,12.63,0.18,944,0.00,0.00,16,16.21,14.50,5.66,5.78,-1.08,0.72,2.35
780695,13.21,0.17,1259,0.00,0.00,16,19.73,18.50,6.38,7.10,-1.08,0.76,3.53
780878,14.01,0.18,1432,0.00,0.00,16,28.16,27.50,6.38,9.17,-1.39,0.80,4.71
781062,15.39,0.16,1878,0.00,0.00,16,33.79,33.00,6.09,10.53,-1.39,0.82,5.49
781245,16.65,0.18,2159,0.00,0.00,16,33.79,29.00,5.95,12.19,-2.01,0.82,5.88
781428,15.73,0.17,2131,0.00,0.00,16,32.73,32.00,6.09,12.30,-2.01,0.84,5.88
781608,14.47,0.17,2120,0.00,0.00,16,34.49,34.00,6.24,12.57,-2.01,0.84,5.88
781785,14.13,0.19,2106,0.00,0.00,16,35.90,35.50,6.24,12.90,-2.01,0.84,5.88
781969,14.36,0.18,2115,0.00,0.00,16,35.20,33.50,6.38,12.96,-2.01,0.84,6.27
782152,14.13,0.18,2132,0.00,0.00,16,34.84,35.50,6.53,13.31,-2.01,0.84,6.27
782333,14.47,0.19,2144,0.00,0.00,16,36.25,35.50,6.53,13.31,-2.01,0.84,6.27
782518,14.47,0.19,2142,0.00,0.00,16,37.66,37.50,6.53,13.95,-2.01,0.84,6.27
782697,14.36,0.18,2172,0.00,0.00,16,34.14,33.00,6.38,11.92,-2.01,0.80,4.71
782882,13.55,0.15,2152,0.00,0.00,16,26.41,26.00,5.66,10.68,-2.01,0.80,4.71
783052,13.67,0.15,2191,0.00,0.00,16,25.00,24.50,5.37,10.98,-2.32,0.78,4.31
783240,13.90,0.14,2200,0.00,0.00,16,20.43,20.00,5.22,10.17,-2.32,0.72,2.75
783420,13.55,0.10,2150,0.00,0.00,16,17.27,16.50,4.50,6.55,-2.01,0.70,1.96
783607,13.21,0.10,2112,0.00,0.00,16,19.73,17.00,3.92,6.92,-2.01,0.70,1.57
783779,13.09,0.11,2113,0.00,0.00,16,21.48,20.00,3.77,7.70,-2.01,0.68,1.18
783972,12.98,0.11,2092,0.00,0.00,16,23.59,22.50,3.63,7.33,-2.01,0.68,1.18
784157,12.06,0.11,2069,0.00,0.00,16,24.65,24.00,3.63,7.41,-1.70,0.68,1.18
784340,11.94,0.11,2044,0.00,0.00,16,27.46,27.00,3.63,7.21,-1.70,0.68,1.18
784523,11.83,0.10,2011,0.00,0.00,16,26.41,27.00,3.63,6.81,-1.70,0.68,1.18
784703,12.40,0.10,1999,0.00,0.00,16,22.89,23.00,3.77,6.77,-1.39,0.68,0.78
784886,14.36,0.10,1948,0.00,0.00,16,17.27,17.50,3.92,6.77,-1.39,0.68,0.78
785075,20.33,0.10,1928,0.00,0.00,16,14.10,14.00,3.92,6.66,-1.39,0.68,0.78
785252,24.12,0.11,1895,0.00,0.00,16,14.10,14.00,4.06,6.84,-1.39,0.68,1.18
785436,23.54,0.11,1860,0.00,0.00,16,14.45,14.00,4.06,6.99,-1.39,0.68,1.18
785617,23.54,0.11,1822,0.00,0.00,16,18.32,17.00,3.92,7.06,-1.39,0.72,1.96
785801,23.89,0.13,1812,0.00,0.00,16,22.89,22.00,3.92,7.89,-1.39,0.74,3.14
785975,19.75,0.15,1817,0.00,0.00,16,30.27,29.50,4.21,8.82,-1.39,0.76,3.53
786162,13.78,0.14,1779,0.00,0.00,16,30.98,30.50,4.79,8.47,-1.39,0.76,3.53
786334,12.29,0.14,1742,0.00,0.00,16,30.62,29.50,4.79,8.39,-1.39,0.76,3.53
786522,13.78,0.14,1757,0.00,0.00,16,30.62,30.00,4.93,8.47,-1.39,0.76,3.53
786699,15.27,0.14,1760,0.00,0.00,16,30.62,30.00,4.93,8.35,-1.39,0.76,3.53
786886,15.62,0.14,1753,0.00,0.00,16,30.62,30.00,4.93,8.27,-1.39,0.76,3.53
787076,15.39,0.14,1738,0.00,0.00,16,30.27,29.50,4.93,8.47,-1.39,0.76,3.53
787257,15.04,0.15,1717,0.00,0.00,16,29.92,29.50,4.93,8.36,-1.39,0.76,3.53
787439,14.81,0.15,1732,0.00,0.00,16,29.92,29.50,4.93,8.36,-1.39,0.76,3.53
787625,14.70,0.15,1743,0.00,0.00,16,30.27,29.50,5.08,8.39,-1.39,0.76,3.53
787803,14.70,0.13,1713,0.00,0.00,16,29.57,28.50,4.93,7.17,-1.39,0.74,2.75
787985,14.70,0.13,1692,0.00,0.00,16,28.87,28.50,4.64,7.14,-1.39,0.74,2.75
788168,15.04,0.13,1696,0.00,0.00,16,28.52,28.50,4.50,7.10,-1.39,0.74,2.75
788348,15.39,0.12,1680,0.00,0.00,16,28.52,28.00,4.50,6.77,-1.39,0.70,1.57
788533,15.27,0.11,1647,0.00,0.00,16,27.46,27.00,4.06,6.26,-1.39,0.68,1.18
788716,14.81,0.12,1610,0.00,0.00,16,27.11,26.50,3.92,6.40,-1.39,0.68,1.18
788896,15.27,0.11,1664,0.00,0.00,16,25.70,26.00,3.92,6.18,-1.39,0.68,1.18
789068,14.93,0.12,1570,0.00,0.00,16,21.13,21.50,3.77,6.22,-1.39,0.68,0.78
789260,16.31,0.12,1634,0.00,0.00,16,18.32,18.50,4.06,6.05,-1.39,0.68,1.18
789437,19.06,0.12,1508,0.00,0.00,16,15.16,15.00,4.21,6.40,-1.39,0.68,0.78
789624,24.23,0.12,1477,0.00,0.00,16,14.10,14.00,4.35,6.44,-1.39,0.68,0.78
789796,25.50,0.13,1461,0.00,0.00,16,14.10,14.00,4.50,6.48,-1.39,0.68,1.18
789989,23.31,0.13,1501,0.00,0.00,16,14.45,14.00,4.50,6.33,-1.39,0.68,1.18
790161,23.54,0.13,1393,0.00,0.00,16,16.56,16.00,4.50,5.98,-1.39,0.68,1.18
790348,23.20,0.12,1482,0.00,0.00,16,19.38,19.00,4.35,5.87,-1.39,0.68,1.18
790536,15.39,0.12,1386,0.00,0.00,16,21.13,20.00,4.35,5.91,-1.39,0.68,1.18
790705,13.32,0.12,1443,0.00,0.00,16,23.95,23.50,4.35,5.85,-1.39,0.68,1.18
790893,12.75,0.13,1356,0.00,0.00,16,24.30,23.50,4.35,5.91,-1.39,0.70,1.57
791084,12.86,0.13,1435,0.00,0.00,16,24.30,23.50,4.50,5.87,-1.39,0.68,1.18
791265,12.98,0.13,1349,0.00,0.00,16,23.95,23.00,4.50,5.74,-1.39,0.68,1.18
791449,13.09,0.13,1393,0.00,0.00,16,23.95,23.50,4.50,5.85,-1.39,0.68,1.18
791631,13.32,0.13,1336,0.00,0.00,16,23.59,23.00,4.50,5.87,-1.39,0.68,1.18
791812,13.67,0.13,1339,0.00,0.00,16,23.24,22.50,4.50,5.72,-1.39,0.68,1.18
791990,13.90,0.13,1332,0.00,0.00,16,23.24,22.50,4.50,5.68,-1.39,0.68,1.18
792177,14.13,0.13,1315,0.00,0.00,16,23.24,22.50,4.50,5.65,-1.39,0.68,1.18
792354,14.47,0.13,1291,0.00,0.00,16,22.89,22.50,4.50,5.65,-1.39,0.68,1.18
792541,14.59,0.12,1280,0.00,0.00,16,21.48,27.50,4.50,5.21,-1.39,0.64,0.00
792713,14.70,0.10,1273,0.00,0.00,16,16.56,21.50,3.92,3.89,-1.39,0.64,0.00
792901,14.81,0.11,1222,0.00,0.00,16,14.10,22.00,3.63,4.20,-1.39,0.64,0.00
793087,14.81,0.11,1138,0.00,0.00,16,14.10,22.00,3.77,4.36,-1.08,0.64,0.00
793272,14.70,0.12,1066,0.00,0.00,16,14.10,22.00,3.92,4.25,-1.08,0.64,0.00
793454,14.13,0.13,1031,0.00,0.00,16,14.10,22.00,4.06,4.22,-1.08,0.64,0.00
793637,13.78,0.12,1011,0.00,0.00,16,14.10,22.00,4.21,4.11,-1.08,0.64,0.00
793822,12.86,0.12,1002,0.00,0.00,16,14.10,22.00,4.21,3.95,-1.08,0.64,0.00
793999,12.52,0.12,986,0.00,0.00,16,14.10,22.00,4.21,3.78,-1.08,0.64,0.00
794184,12.40,0.12,946,0.00,0.00,16,14.10,22.00,4.21,3.74,-1.08,0.64,0.00
794367,12.63,0.12,919,0.00,0.00,16,14.10,22.00,4.21,3.77,-1.08,0.64,0.00
794551,12.98,0.12,888,0.00,0.00,16,14.10,22.00,4.35,3.56,-1.08,0.64,0.00
794730,13.21,0.12,870,0.00,0.00,16,14.10,22.00,4.50,3.38,-1.08,0.64,0.00
794916,13.44,0.12,834,0.00,0.00,16,14.10,22.00,4.50,3.31,-1.08,0.64,0.00
795086,13.44,0.12,788,0.00,0.00,16,14.10,22.00,4.64,3.21,-1.08,0.64,0.00
795273,13.55,0.12,778,0.00,0.00,16,14.10,22.00,4.79,3.10,-1.08,0.64,0.00
795461,13.78,0.13,748,0.00,0.00,16,14.10,22.00,4.93,3.14,-1.08,0.64,0.00
795633,14.24,0.14,730,0.00,0.00,16,14.10,22.00,5.08,3.23,-1.08,0.64,0.00
795820,14.81,0.15,717,0.00,0.00,16,14.10,22.00,5.37,3.47,-1.08,0.64,0.00
796007,15.27,0.14,749,0.00,0.00,16,14.10,20.50,5.51,3.58,-1.08,0.64,0.00
796194,15.50,0.13,790,0.00,0.00,16,14.10,15.50,5.51,3.45,-1.08,0.64,0.00
796366,15.96,0.14,767,0.00,0.00,16,14.10,18.00,5.51,3.47,-1.08,0.64,0.00
796553,16.31,0.14,786,0.00,0.00,16,14.10,15.50,5.66,3.64,-1.08,0.64,0.00
796741,16.42,0.14,800,0.00,0.00,16,14.10,14.00,5.66,3.58,-1.08,0.64,0.00
796913,16.77,0.14,802,0.00,0.00,16,14.10,14.00,5.66,3.64,-1.08,0.64,0.00
797105,17.00,0.13,802,0.00,0.00,16,14.10,12.50,5.51,3.61,-1.08,0.64,0.00
797282,16.88,0.13,817,0.00,0.00,16,14.10,12.00,5.51,3.58,-1.08,0.64,0.00
797470,16.88,0.13,823,0.00,0.00,16,14.10,11.50,5.37,3.56,-1.08,0.64,0.00
797646,16.65,0.13,821,0.00,0.00,16,14.10,12.00,5.51,3.61,-1.08,0.64,0.00
797834,16.54,0.13,823,0.00,0.00,16,14.10,11.50,5.37,3.61,-1.08,0.64,0.00
798003,16.42,0.13,825,0.00,0.00,16,14.10,11.50,5.37,3.61,-1.08,0.64,0.00
798191,16.31,0.13,842,0.00,0.00,16,14.10,11.00,5.37,3.56,-1.08,0.64,0.00
798378,16.31,0.13,817,0.00,0.00,16,14.10,14.00,5.37,3.58,-1.08,0.64,0.00
798550,15.96,0.13,827,0.00,0.00,16,14.10,11.50,5.37,3.56,-1.08,0.64,0.00
798738,15.85,0.13,836,0.00,0.00,16,14.10,11.00,5.22,3.47,-1.08,0.64,0.00
798925,15.85,0.12,851,0.00,0.00,16,14.10,11.00,5.22,3.51,-1.08,0.64,0.00
799113,15.85,0.13,838,0.00,0.00,16,14.10,13.00,5.08,3.51,-1.08,0.64,0.00
799295,15.62,0.13,826,0.00,0.00,16,14.10,14.00,5.08,3.51,-1.08,0.64,0.00
799478,15.62,0.12,844,0.00,0.00,16,14.10,11.50,5.22,3.47,-1.08,0.64,0.00
799659,15.73,0.12,850,0.00,0.00,16,14.10,12.00,5.08,3.38,-1.08,0.64,0.00
799844,15.50,0.12,840,0.00,0.00,16,14.10,13.50,5.08,3.42,-1.08,0.64,0.00
800021,15.27,0.12,834,0.00,0.00,16,14.10,14.00,5.08,3.45,-1.08,0.64,0.00
800193,15.27,0.12,853,0.00,0.00,16,14.10,12.00,5.08,3.38,-1.08,0.64,0.00
800381,15.27,0.12,852,0.00,0.00,16,14.10,13.00,4.93,3.36,-1.08,0.64,0.00
800568,15.27,0.12,838,0.00,0.00,16,14.10,14.50,4.93,3.40,-1.08,0.64,0.00
800756,15.16,0.12,835,0.00,0.00,16,14.10,14.00,5.08,3.38,-1.08,0.64,0.00
800932,15.16,0.12,842,0.00,0.00,16,14.10,13.50,4.93,3.28,-1.08,0.64,0.00
801123,15.04,0.12,854,0.00,0.00,16,14.10,13.00,4.93,3.31,-1.08,0.64,0.00
801304,14.93,0.12,843,0.00,0.00,16,14.10,13.00,4.93,3.28,-1.08,0.64,0.00
801486,14.70,0.12,833,0.00,0.00,16,14.10,14.50,4.93,3.28,-1.08,0.64,0.00
801671,14.70,0.12,834,0.00,0.00,16,14.10,14.00,4.93,3.28,-1.08,0.64,0.00
801853,14.70,0.12,816,0.00,0.00,16,14.10,16.00,4.93,3.27,-1.08,0.64,0.00
802033,14.81,0.12,812,0.00,0.00,16,14.10,15.50,4.93,3.28,-1.08,0.64,0.00
802218,14.70,0.12,823,0.00,0.00,16,14.10,15.00,5.08,3.23,-1.08,0.64,0.00
802398,14.70,0.12,809,0.00,0.00,16,14.10,14.00,5.08,3.13,-1.08,0.64,0.00
802578,14.70,0.12,800,0.00,0.00,16,14.10,16.50,5.08,3.16,-1.08,0.64,0.00
802764,14.70,0.12,796,0.00,0.00,16,14.10,16.50,5.08,3.21,-1.08,0.64,0.00
802943,14.81,0.12,806,0.00,0.00,16,14.10,14.00,5.08,3.21,-1.08,0.64,0.00
803115,15.16,0.12,823,0.00,0.00,16,14.10,13.50,5.08,3.19,-1.08,0.64,0.00
803303,15.39,0.12,810,0.00,0.00,16,14.10,14.50,5.08,3.16,-1.08,0.64,0.00
803490,15.16,0.11,822,0.00,0.00,16,14.10,13.50,4.93,3.14,-1.08,0.64,0.00
803662,15.04,0.12,823,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,0.00
803849,15.04,0.12,816,0.00,0.00,16,14.10,15.00,5.08,3.13,-1.08,0.64,0.00
804035,15.04,0.12,814,0.00,0.00,16,14.10,14.00,4.93,3.16,-1.08,0.64,0.00
804223,15.04,0.11,824,0.00,0.00,16,14.10,13.00,4.93,3.16,-1.08,0.64,0.00
804399,14.93,0.12,824,0.00,0.00,16,14.10,13.00,4.93,3.13,-1.08,0.64,0.00
804571,14.93,0.12,817,0.00,0.00,16,14.10,15.00,4.93,3.16,-1.08,0.64,0.00
804759,14.81,0.12,810,0.00,0.00,16,14.10,13.50,4.93,3.16,-1.08,0.64,0.00
804951,14.81,0.12,816,0.00,0.00,16,14.10,14.00,4.93,3.16,-1.08,0.64,0.00
805131,14.59,0.12,815,0.00,0.00,16,14.10,14.00,4.93,3.16,-1.08,0.64,0.00
805316,14.59,0.11,816,0.00,0.00,16,14.10,15.00,4.93,3.13,-1.08,0.64,0.00
805498,14.47,0.12,811,0.00,0.00,16,14.10,15.00,4.93,3.16,-1.08,0.64,0.00
805683,14.36,0.12,797,0.00,0.00,16,14.10,15.50,4.93,3.16,-1.08,0.64,0.00
805862,14.24,0.11,808,0.00,0.00,16,14.10,14.00,4.93,3.14,-1.08,0.64,0.00
806045,14.36,0.12,812,0.00,0.00,16,14.10,13.50,4.93,3.16,-1.08,0.64,0.00
806231,14.36,0.12,812,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,0.00
806411,14.24,0.12,799,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,0.00
806595,14.24,0.12,808,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,0.00
806779,14.13,0.12,793,0.00,0.00,16,14.10,15.50,4.93,3.19,-1.08,0.64,0.00
806964,14.36,0.12,792,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,0.00
807143,14.24,0.12,804,0.00,0.00,16,14.10,13.50,4.93,3.16,-1.08,0.64,0.00
807328,14.13,0.12,801,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,0.00
807508,13.90,0.12,794,0.00,0.00,16,14.10,14.00,4.93,3.16,-1.08,0.64,0.00
807687,14.01,0.12,800,0.00,0.00,16,14.10,14.00,4.93,3.16,-1.08,0.64,0.00
807872,14.24,0.12,791,0.00,0.00,16,14.10,15.00,4.93,3.16,-1.08,0.64,0.00
808054,14.24,0.12,801,0.00,0.00,16,14.10,14.50,4.93,3.19,-1.08,0.64,0.00
808226,14.47,0.12,796,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,0.00
808414,14.36,0.12,790,0.00,0.00,16,14.10,14.50,5.08,3.19,-1.08,0.64,0.00
808586,14.47,0.12,791,0.00,0.00,16,14.10,14.00,5.08,3.19,-1.08,0.64,0.00
808773,14.59,0.12,789,0.00,0.00,16,14.10,14.00,5.08,3.17,-1.08,0.64,0.00
808965,14.59,0.12,783,0.00,0.00,16,14.10,15.00,4.93,3.19,-1.08,0.64,0.00
809145,14.59,0.12,781,0.00,0.00,16,14.10,15.00,5.08,3.19,-1.08,0.64,0.00
809325,14.59,0.12,781,0.00,0.00,16,14.10,14.50,5.08,3.19,-1.08,0.64,0.00
809514,14.59,0.12,800,0.00,0.00,16,14.10,12.50,5.08,3.17,-1.08,0.64,0.00
