Time (msec),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
274848,12.52,176,0.12,894,0.00,0.00,16,14.10,22.00,4.35,-10.35,3.50,1.26,0.00,0.64,0.00
274916,12.75,176,0.11,895,0.00,0.00,16,14.10,22.00,4.35,-10.31,3.40,1.26,0.00,0.64,0.00
274979,12.86,176,0.12,882,0.00,0.00,16,14.10,22.00,4.35,-10.31,3.43,1.24,0.00,0.64,0.00
275032,12.98,176,0.12,882,0.00,0.00,16,14.10,22.00,4.35,-10.25,3.40,1.26,0.00,0.64,0.00
275101,13.09,176,0.12,873,0.00,0.00,16,14.10,22.00,4.50,-10.27,3.43,1.24,0.00,0.64,0.00
275164,13.32,176,0.12,862,0.00,0.00,16,14.10,22.00,4.50,-10.23,3.38,1.26,0.00,0.64,0.00
275232,13.21,176,0.12,847,0.00,0.00,16,14.10,22.00,4.50,-10.19,3.40,1.26,0.00,0.64,0.00
275301,13.44,176,0.12,840,0.00,0.00,16,14.10,22.00,4.50,-10.15,3.43,1.28,0.00,0.64,0.00
275364,13.44,176,0.13,830,0.00,0.00,16,14.10,22.00,4.64,-10.07,3.47,1.26,0.00,0.64,0.00
275417,13.78,176,0.13,820,0.00,0.00,16,14.10,22.00,4.64,-10.00,3.47,1.26,0.00,0.64,0.00
275479,13.67,176,0.13,820,0.00,0.00,16,14.10,22.00,4.79,-9.92,3.58,1.26,0.00,0.64,0.00
275548,13.78,176,0.13,826,0.00,0.00,16,14.10,22.00,4.79,-9.88,3.60,1.28,0.00,0.64,0.00
275617,14.01,176,0.13,829,0.00,0.00,16,14.10,22.00,4.79,-9.80,3.65,1.30,0.00,0.64,0.00
275680,14.13,176,0.14,834,0.00,0.00,16,14.10,22.00,4.93,-9.73,3.67,1.30,0.00,0.64,0.00
275748,14.36,176,0.14,840,0.00,0.00,16,14.10,22.00,4.93,-9.65,3.80,1.30,0.00,0.64,0.00
275802,14.70,176,0.14,846,0.00,0.00,16,14.10,21.00,5.08,-9.63,3.85,1.30,0.00,0.64,0.00
275864,14.70,176,0.14,840,0.00,0.00,16,14.10,21.00,5.08,-9.63,3.85,1.30,0.00,0.64,0.00
275933,14.81,176,0.13,847,0.00,0.00,16,14.10,20.00,5.08,-9.57,3.85,1.30,0.00,0.64,0.00
276002,15.16,176,0.14,861,0.00,0.00,16,14.10,18.50,5.08,-9.57,3.88,1.32,0.00,0.64,0.00
276064,15.27,176,0.13,865,0.00,0.00,16,14.10,17.50,5.08,-9.55,3.91,1.32,0.00,0.64,0.00
276133,15.62,176,0.14,863,0.00,0.00,16,14.10,17.50,5.08,-9.57,3.91,1.32,0.00,0.64,0.00
276195,15.73,176,0.14,855,0.00,0.00,16,14.10,18.00,5.08,-9.53,3.93,1.30,0.00,0.64,0.00
276249,15.85,176,0.14,852,0.00,0.00,16,14.10,18.00,5.22,-9.53,4.02,1.32,0.00,0.64,0.00
276318,15.85,176,0.14,850,0.00,0.00,16,14.10,18.00,5.22,-9.48,4.07,1.32,0.00,0.64,0.00
276380,16.08,176,0.14,873,0.00,0.00,16,14.10,16.00,5.22,-9.48,4.13,1.32,0.00,0.64,0.00
276449,15.96,176,0.14,888,0.00,0.00,16,14.10,14.00,5.22,-9.44,4.13,1.32,0.00,0.64,0.00
276502,16.08,176,0.14,903,0.00,0.00,16,14.10,12.00,5.22,-9.48,4.10,1.32,0.00,0.64,0.00
276570,15.85,176,0.14,890,0.00,0.00,16,14.10,14.00,5.22,-9.46,4.10,1.32,0.00,0.64,0.00
276634,16.08,176,0.14,899,0.00,0.00,16,14.10,13.00,5.22,-9.49,3.99,1.32,0.00,0.64,0.00
276705,15.96,176,0.14,894,0.00,0.00,16,14.10,13.00,5.22,-9.48,4.02,1.32,0.00,0.64,0.00
276767,16.08,176,0.14,894,0.00,0.00,16,14.10,13.00,5.22,-9.51,3.99,1.32,0.00,0.64,0.00
276821,15.96,176,0.14,877,0.00,0.00,16,14.10,15.00,5.22,-9.49,4.02,1.32,0.00,0.64,0.00
276899,16.08,176,0.14,882,0.00,0.00,16,14.10,14.00,5.22,-9.46,4.02,1.34,0.00,0.64,0.00
276952,15.96,176,0.14,879,0.00,0.00,16,14.10,14.50,5.22,-9.46,4.13,1.32,0.00,0.64,0.00
277021,16.08,176,0.14,894,0.00,0.00,16,14.10,13.00,5.22,-9.44,4.13,1.32,0.00,0.64,0.00
277084,15.96,176,0.14,896,0.00,0.00,16,14.10,13.00,5.22,-9.44,4.13,1.32,0.00,0.64,0.00
277153,16.08,176,0.14,896,0.00,0.00,16,14.10,13.00,5.22,-9.42,4.07,1.32,0.00,0.64,0.00
277207,16.08,176,0.14,894,0.00,0.00,16,14.10,13.00,5.22,-9.44,4.10,1.32,0.00,0.64,0.00
277269,15.85,176,0.14,892,0.00,0.00,16,14.10,13.50,5.22,-9.44,4.07,1.32,0.00,0.64,0.00
277338,15.96,176,0.14,876,0.00,0.00,16,14.10,15.00,5.22,-9.46,4.13,1.32,0.00,0.64,0.00
277407,15.85,176,0.14,884,0.00,0.00,16,14.10,15.50,5.37,-9.42,4.13,1.32,0.00,0.64,0.00
277470,15.96,176,0.14,879,0.00,0.00,16,14.10,14.50,5.22,-9.44,4.13,1.32,0.00,0.64,0.00
277523,15.96,176,0.14,896,0.00,0.00,16,14.10,13.00,5.37,-9.38,4.13,1.32,0.00,0.64,0.00
277601,15.73,176,0.14,896,0.00,0.00,16,14.10,12.00,5.37,-9.44,4.15,1.34,0.00,0.64,0.00
277654,15.96,176,0.14,904,0.00,0.00,16,14.10,11.50,5.22,-9.44,4.13,1.32,0.00,0.64,0.00
277723,15.73,176,0.14,910,0.00,0.00,16,14.10,11.50,5.22,-9.48,4.04,1.32,0.00,0.64,0.00
277786,15.96,176,0.13,910,0.00,0.00,16,14.10,12.00,5.22,-9.46,4.07,1.32,0.00,0.64,0.00
277854,15.62,176,0.13,907,0.00,0.00,16,14.10,10.50,5.22,-9.51,4.13,1.32,0.00,0.64,0.00
277908,15.85,176,0.13,921,0.00,0.00,16,14.10,10.50,5.22,-9.49,4.13,1.32,0.00,0.66,0.00
277970,15.62,176,0.14,924,0.00,0.00,16,14.10,11.00,5.22,-9.49,4.13,1.34,0.00,0.68,0.00
278039,15.73,176,0.16,922,0.00,0.00,16,14.10,11.50,5.22,-9.32,4.46,1.38,0.00,0.70,0.00
278108,15.62,176,0.18,919,0.00,0.00,16,14.45,14.00,5.37,-9.13,4.95,1.44,0.00,0.70,0.00
278170,15.62,176,0.17,948,0.00,0.00,16,15.16,15.00,5.66,-8.95,5.49,1.44,0.00,0.70,0.00
278239,15.50,176,0.17,994,0.00,0.00,16,15.51,15.50,5.80,-8.89,5.55,1.44,0.00,0.72,0.00
278301,15.62,176,0.16,1050,0.00,0.00,16,16.21,15.50,5.80,-8.84,5.74,1.46,0.00,0.74,0.00
278355,15.50,176,0.17,1090,0.00,0.00,16,17.27,16.00,5.80,-8.80,5.94,1.48,0.00,0.74,0.00
278424,15.16,176,0.18,1118,0.00,0.00,16,17.62,17.00,5.95,-8.74,6.37,1.50,0.00,0.76,0.00
278486,15.16,176,0.20,1122,0.00,0.00,16,19.73,17.50,5.95,-8.64,6.73,1.56,0.00,0.80,0.00
278555,14.93,176,0.23,1102,0.00,0.00,16,23.95,19.50,6.24,-8.30,7.70,1.60,0.00,0.82,0.00
278608,14.81,176,0.26,1100,0.00,0.00,16,27.81,23.50,6.82,-7.72,9.00,1.68,0.00,0.82,0.00
278686,14.81,176,0.27,1116,0.00,0.00,16,28.87,27.50,7.11,-7.33,9.75,1.72,0.00,0.82,0.00
278740,14.81,176,0.27,1146,0.00,0.00,16,29.22,28.50,7.69,-6.86,10.45,1.74,0.00,0.82,0.00
278808,14.81,176,0.27,1200,0.00,0.00,16,29.22,29.00,8.13,-6.61,10.79,1.76,0.00,0.84,0.00
278871,14.70,176,0.26,1236,0.00,0.00,16,29.22,29.00,8.27,-6.38,10.99,1.78,0.00,0.84,0.00
278940,14.13,176,0.26,1288,0.00,0.00,16,28.87,29.00,8.42,-6.30,11.35,1.80,0.00,0.84,0.00
279002,13.90,176,0.26,1345,0.00,0.00,16,28.87,28.50,8.42,-6.30,11.61,1.80,0.00,0.84,0.00
279060,14.24,176,0.26,1380,0.00,0.00,16,28.52,28.50,8.42,-6.30,11.82,1.80,0.00,0.84,0.00
279128,14.59,178,0.26,1397,0.00,0.00,16,28.87,28.50,8.42,-6.34,11.99,1.82,0.00,0.86,0.00
279190,15.04,178,0.27,1380,0.00,0.00,16,29.57,29.00,8.42,-6.30,12.10,1.82,0.00,0.86,0.00
279259,15.50,176,0.28,1360,0.00,0.00,16,29.57,29.50,8.42,-6.23,12.26,1.82,0.00,0.86,0.00
279312,16.08,176,0.28,1326,0.00,0.00,16,29.22,29.50,8.56,-6.17,12.42,1.84,0.00,0.86,0.00
279390,16.42,176,0.29,1302,0.00,0.00,16,29.22,29.00,8.71,-6.05,12.42,1.84,0.00,0.86,0.00
279444,16.19,176,0.30,1263,0.00,0.00,16,28.87,29.00,8.85,-5.88,12.42,1.84,0.00,0.86,0.00
279512,15.96,176,0.30,1236,0.00,0.00,16,27.81,28.00,8.85,-5.69,12.53,1.84,0.00,0.86,0.00
279575,15.62,176,0.32,1194,0.00,0.00,16,26.41,27.00,9.14,-5.49,12.48,1.84,0.00,0.86,0.00
279644,15.27,178,0.34,1151,0.00,0.00,16,23.95,25.50,9.43,-5.28,12.75,1.84,0.00,0.86,0.00
279706,14.93,178,0.35,1065,0.00,0.00,16,21.48,22.50,9.87,-4.89,12.59,1.84,0.00,0.86,0.00
279759,14.70,178,0.37,1016,0.00,0.00,16,20.08,20.00,10.16,-4.51,12.42,1.84,0.00,0.88,0.00
279844,14.70,178,0.37,986,0.00,0.00,16,20.08,19.00,10.45,-4.23,12.26,1.84,0.00,0.88,0.00
279891,14.24,178,0.35,1019,0.00,0.00,16,23.95,20.50,10.74,-3.93,12.20,1.84,0.00,0.88,0.00
279959,13.90,178,0.34,1168,0.00,0.00,16,26.05,25.00,10.88,-3.89,12.42,1.84,0.00,0.88,0.00
280012,13.21,178,0.33,1205,0.00,0.00,16,26.76,26.50,10.59,-4.00,12.79,1.84,0.00,0.90,0.00
280091,13.32,178,0.33,1201,0.00,0.00,16,27.11,26.50,10.59,-4.06,13.09,1.86,0.00,0.90,0.00
280144,13.32,178,0.33,1201,0.00,0.00,16,28.16,27.00,10.59,-4.12,13.32,1.88,0.00,0.90,0.00
280213,14.01,178,0.31,1242,0.00,0.00,16,29.57,29.00,10.59,-4.20,13.58,1.88,0.00,0.90,0.00
280275,14.70,178,0.31,1330,0.00,0.00,16,30.27,30.00,10.45,-4.45,14.28,1.88,0.00,0.90,0.00
280344,15.16,178,0.31,1407,0.00,0.00,16,30.27,30.00,10.16,-4.60,14.66,1.92,0.00,0.90,0.00
280410,15.62,178,0.31,1416,0.00,0.00,16,30.62,30.50,10.01,-4.68,14.98,1.94,0.00,0.90,0.00
280460,15.96,178,0.31,1442,0.00,0.00,16,31.33,30.50,10.01,-4.72,15.19,1.94,0.00,0.92,0.00
280529,15.85,178,0.30,1482,0.00,0.00,16,31.68,31.50,10.01,-4.89,15.19,1.96,0.00,0.92,0.00
280591,15.62,178,0.30,1572,0.00,0.00,16,32.03,32.00,9.72,-5.07,15.48,1.94,0.00,0.92,0.00
280660,15.50,178,0.30,1622,0.00,0.00,16,32.38,32.00,9.58,-5.20,15.70,1.96,0.00,0.92,0.00
280729,15.16,178,0.29,1646,0.00,0.00,16,33.09,32.50,9.43,-5.34,16.00,1.98,0.00,0.92,0.00
280792,15.04,178,0.29,1660,0.00,0.00,16,34.49,33.50,9.29,-5.47,16.14,1.98,0.00,0.94,0.00
280844,14.93,178,0.29,1726,0.00,0.00,16,35.20,35.00,9.14,-5.61,16.74,2.00,0.00,0.94,0.00
280913,15.04,178,0.28,1793,0.00,0.00,16,35.55,35.00,9.00,-5.70,17.03,2.00,0.00,0.94,0.00
280976,14.93,178,0.29,1819,0.00,0.00,16,36.25,35.50,9.00,-5.76,17.64,2.02,0.00,0.96,0.00
281045,14.93,178,0.29,1830,0.00,0.00,16,36.95,36.00,9.00,-5.72,17.86,2.04,0.00,0.96,0.00
281113,14.93,178,0.28,1881,0.00,0.00,16,38.36,36.50,9.00,-5.74,18.02,2.04,0.00,0.96,0.00
281176,14.81,178,0.28,1943,0.00,0.00,16,39.77,38.00,9.00,-5.76,18.26,2.06,0.00,0.96,0.00
281229,14.81,178,0.28,2003,0.00,0.00,16,40.12,39.50,8.85,-5.86,18.49,2.04,0.00,0.96,0.00
281292,14.70,178,0.28,2018,0.00,0.00,16,40.47,40.00,8.85,-5.88,18.57,2.06,0.00,0.96,0.00
281361,14.70,178,0.27,2038,0.00,0.00,16,41.17,40.00,8.85,-5.94,18.88,2.06,0.00,0.96,0.00
281429,14.70,178,0.26,2086,0.00,0.00,16,41.52,41.00,8.71,-6.03,18.96,2.06,0.00,0.96,0.00
281492,14.70,178,0.27,2150,0.00,0.00,16,42.23,41.50,8.56,-6.09,19.11,2.08,0.00,0.96,0.00
281561,14.70,178,0.27,2166,0.00,0.00,16,42.58,42.00,8.56,-6.13,19.42,2.08,0.00,0.96,0.00
281614,14.70,178,0.27,2183,0.00,0.00,16,42.93,42.50,8.56,-6.13,19.89,2.10,0.00,0.96,0.00
281676,14.81,178,0.27,2246,0.00,0.00,16,43.98,43.00,8.56,-6.19,20.32,2.10,0.00,0.96,0.00
281745,14.81,178,0.28,2281,0.00,0.00,16,43.98,43.50,8.42,-6.23,20.92,2.12,0.00,0.96,0.00
281814,14.70,178,0.28,2322,0.00,0.00,16,44.69,44.00,8.56,-6.25,21.53,2.14,0.00,0.96,0.00
281876,14.47,178,0.28,2333,0.00,0.00,16,44.69,44.00,8.56,-6.21,21.89,2.16,0.00,0.96,0.00
281945,14.47,178,0.28,2382,0.00,0.00,16,45.39,45.00,8.56,-6.13,22.31,2.16,0.00,0.96,0.00
282008,14.59,178,0.28,2440,0.00,0.00,16,45.39,45.00,8.56,-6.17,22.68,2.18,0.00,0.96,0.00
282061,14.47,178,0.28,2465,0.00,0.00,16,45.04,45.00,8.42,-6.25,23.05,2.18,0.00,0.96,0.00
282130,14.59,178,0.28,2503,0.00,0.00,16,45.04,45.00,8.42,-6.28,23.53,2.20,0.00,0.96,0.00
282192,14.70,178,0.28,2534,0.00,0.00,16,45.04,45.00,8.42,-6.30,23.63,2.20,0.00,0.96,0.00
282261,14.59,178,0.28,2556,0.00,0.00,16,44.69,45.00,8.27,-6.38,23.83,2.20,0.00,0.96,0.00
282330,14.59,178,0.28,2606,0.00,0.00,16,44.69,44.50,8.27,-6.40,24.23,2.20,0.00,0.96,0.00
282392,14.59,178,0.27,2638,0.00,0.00,16,44.69,44.50,8.27,-6.46,24.03,2.20,0.00,0.96,0.00
282445,14.36,178,0.28,2658,0.00,0.00,16,44.69,44.50,8.27,-6.46,24.41,2.20,0.00,0.96,0.00
282514,14.24,178,0.27,2687,0.00,0.00,16,44.69,44.50,8.13,-6.52,24.62,2.22,0.00,0.96,0.00
282577,14.36,178,0.27,2735,0.00,0.00,16,44.69,44.50,8.13,-6.56,24.62,2.22,0.00,0.96,0.00
282645,14.47,178,0.27,2778,0.00,0.00,16,44.34,44.00,7.98,-6.65,24.62,2.22,0.00,0.96,0.00
282708,14.59,178,0.27,2778,0.00,0.00,16,44.34,44.00,7.98,-6.71,24.80,2.22,0.00,0.94,0.00
282776,14.59,178,0.26,2804,0.00,0.00,16,44.34,44.00,7.98,-6.79,24.80,2.24,0.00,0.94,0.00
282830,14.59,178,0.26,2829,0.00,0.00,16,44.34,44.00,7.98,-6.83,24.51,2.22,0.00,0.94,0.00
282892,14.47,178,0.25,2859,0.00,0.00,16,44.34,44.00,7.84,-6.94,24.62,2.22,0.00,0.94,0.00
282961,14.59,178,0.25,2886,0.00,0.00,16,44.34,44.00,7.69,-7.06,23.63,2.22,0.00,0.90,0.00
283030,14.47,178,0.23,2934,0.00,0.00,16,44.34,44.00,7.55,-7.35,22.14,2.20,0.00,0.84,0.00
283094,14.36,178,0.21,2960,0.00,0.00,16,44.34,44.00,7.25,-7.95,22.14,2.16,0.00,0.68,0.00
283146,14.24,178,0.16,2957,0.00,0.00,16,30.62,34.50,6.38,-9.15,16.14,1.94,0.00,0.64,0.00
283215,14.13,178,0.12,2938,0.00,0.00,16,17.62,20.50,5.22,-10.06,9.09,1.66,0.00,0.64,0.00
283277,13.09,178,0.11,2896,0.00,0.00,16,6.37,8.50,4.35,-10.60,9.18,1.68,0.00,0.64,0.00
283346,12.29,178,0.12,2838,0.00,0.00,16,-4.53,-2.50,4.06,-10.83,10.64,1.76,0.00,0.64,0.00
283415,11.71,178,0.13,2749,0.00,0.00,16,-10.16,-2.50,3.77,-10.91,11.56,1.80,0.00,0.64,0.00
283467,11.71,178,0.13,2633,0.00,0.00,16,-10.16,-10.50,3.77,-10.89,11.56,1.78,0.00,0.64,0.00
283531,12.52,178,0.13,2514,0.00,0.00,16,-10.16,-10.50,3.77,-10.87,10.99,1.76,0.00,0.64,0.00
283593,13.44,178,0.13,2384,0.00,0.00,16,-10.16,-10.50,3.77,-10.87,10.43,1.74,0.00,0.64,0.00
283662,14.59,178,0.12,2288,0.00,0.00,16,-10.16,-10.50,3.92,-10.83,9.35,1.68,0.00,0.64,0.00
283731,15.39,178,0.12,2196,0.00,0.00,16,-10.16,-10.50,3.77,-10.94,8.64,1.62,0.00,0.64,0.00
283794,17.92,178,0.11,2067,0.00,0.00,16,-2.77,-10.50,3.77,-11.00,7.74,1.58,0.00,0.64,0.00
283862,20.90,178,0.11,1968,0.00,0.00,16,14.10,-3.00,3.77,-10.98,7.37,1.56,0.00,0.64,0.00
283916,23.31,178,0.12,1850,0.00,0.00,16,14.10,14.00,3.77,-10.98,7.37,1.56,0.00,0.64,0.00
283978,23.54,178,0.13,1758,0.00,0.00,16,14.10,14.00,3.77,-11.00,7.21,1.56,0.00,0.64,0.00
284047,23.77,178,0.13,1653,0.00,0.00,16,14.10,14.00,3.63,-11.00,7.24,1.56,0.00,0.64,0.00
284116,23.66,178,0.14,1575,0.00,0.00,16,14.10,14.00,3.77,-10.96,7.24,1.56,0.00,0.64,0.00
284178,23.66,178,0.15,1498,0.00,0.00,16,14.10,14.00,3.77,-10.87,7.14,1.54,0.00,0.64,0.00
284232,23.54,178,0.15,1402,0.00,0.00,16,14.10,22.00,3.92,-10.77,6.99,1.54,0.00,0.64,0.00
284310,23.77,178,0.16,1310,0.00,0.00,16,14.10,22.00,4.06,-10.69,6.70,1.52,0.00,0.64,0.00
284363,23.89,178,0.17,1198,0.00,0.00,16,14.10,22.00,4.06,-10.60,6.77,1.52,0.00,0.64,0.00
284432,24.00,178,0.14,1216,0.00,0.00,16,14.10,22.00,4.21,-10.40,6.62,1.50,0.00,0.64,0.00
284494,23.77,178,0.14,1272,0.00,0.00,16,14.10,18.00,4.35,-10.46,5.68,1.44,0.00,0.64,0.00
284563,23.77,178,0.12,1283,0.00,0.00,16,14.10,16.50,4.21,-10.56,5.01,1.40,0.00,0.64,0.00
284616,23.89,178,0.12,1292,0.00,0.00,16,14.10,15.50,4.06,-10.67,5.10,1.40,0.00,0.64,0.00
284679,24.00,178,0.12,1288,0.00,0.00,16,14.10,15.50,4.06,-10.73,5.04,1.40,0.00,0.64,0.00
284748,23.89,178,0.12,1279,0.00,0.00,16,14.10,16.50,3.92,-10.77,5.04,1.40,0.00,0.64,0.00
284816,23.43,178,0.11,1281,0.00,0.00,16,14.10,15.50,3.92,-10.85,4.91,1.40,0.00,0.64,0.00
284879,23.54,178,0.11,1255,0.00,0.00,16,14.10,18.50,3.77,-10.91,4.82,1.38,0.00,0.66,0.00
284948,23.54,178,0.13,1258,0.00,0.00,16,14.10,18.50,3.92,-10.85,5.40,1.38,0.00,0.68,0.00
285010,20.10,178,0.14,1252,0.00,0.00,16,14.10,17.50,3.92,-10.75,5.85,1.44,0.00,0.70,0.00
285064,17.69,178,0.15,1248,0.00,0.00,16,14.45,14.00,4.06,-10.60,6.22,1.48,0.00,0.74,0.00
285133,14.93,178,0.17,1259,0.00,0.00,16,15.86,15.50,4.35,-10.29,7.18,1.50,0.00,0.80,0.00
285195,13.90,178,0.21,1282,0.00,0.00,16,18.32,16.50,5.37,-9.65,9.26,1.58,0.00,0.80,0.00
285268,13.21,178,0.22,1320,0.00,0.00,16,21.48,19.50,5.51,-9.17,9.84,1.68,0.00,0.80,0.00
285321,12.98,178,0.21,1406,0.00,0.00,16,23.95,22.50,6.09,-8.66,9.88,1.72,0.00,0.82,0.00
285384,12.75,178,0.19,1406,0.00,0.00,16,28.87,27.00,6.09,-8.45,9.93,1.70,0.00,0.82,0.00
285453,12.29,178,0.18,1548,0.00,0.00,16,30.62,29.50,6.24,-8.37,10.03,1.72,0.00,0.82,0.00
285521,12.29,178,0.18,1636,0.00,0.00,16,31.68,31.00,6.38,-8.47,10.17,1.72,0.00,0.82,0.00
285587,12.40,178,0.18,1716,0.00,0.00,16,31.33,31.00,6.24,-8.64,10.33,1.72,0.00,0.82,0.00
285637,13.32,178,0.19,1719,0.00,0.00,16,30.62,30.50,5.95,-8.72,10.33,1.72,0.00,0.82,0.00
285715,14.70,178,0.18,1677,0.00,0.00,16,30.27,30.50,5.95,-8.72,10.45,1.74,0.00,0.82,0.00
285769,15.62,178,0.17,1676,0.00,0.00,16,30.98,30.50,5.95,-8.70,10.23,1.72,0.00,0.82,0.00
285838,17.00,178,0.18,1716,0.00,0.00,16,31.33,31.00,5.95,-8.72,9.99,1.70,0.00,0.84,0.00
285900,17.80,178,0.21,1705,0.00,0.00,16,31.33,30.50,5.95,-8.60,10.59,1.74,0.00,0.86,0.00
285969,17.80,178,0.22,1669,0.00,0.00,16,32.73,32.00,6.09,-8.33,11.61,1.82,0.00,0.88,0.00
286022,17.11,178,0.24,1727,0.00,0.00,16,32.38,32.00,6.53,-8.01,12.42,1.88,0.00,0.88,0.00
286088,16.31,178,0.25,1721,0.00,0.00,16,32.03,32.00,6.82,-7.66,14.09,1.90,0.00,0.88,0.00
286154,15.27,178,0.24,1704,0.00,0.00,16,33.09,32.00,7.25,-7.35,14.47,1.90,0.00,0.88,0.00
286222,14.93,178,0.25,1750,0.00,0.00,16,33.79,33.00,7.40,-7.25,14.15,1.92,0.00,0.90,0.00
286285,14.36,178,0.25,1780,0.00,0.00,16,33.09,33.50,7.55,-7.14,14.47,1.92,0.00,0.90,0.00
286354,13.90,178,0.25,1752,0.00,0.00,16,33.44,33.00,7.55,-7.06,14.60,1.92,0.00,0.90,0.00
286416,14.01,178,0.25,1765,0.00,0.00,16,34.14,33.00,7.69,-6.96,14.53,1.92,0.00,0.90,0.00
286485,14.47,178,0.25,1797,0.00,0.00,16,34.14,34.00,7.69,-6.98,14.98,1.94,0.00,0.90,0.00
286538,14.81,178,0.25,1792,0.00,0.00,16,33.79,34.00,7.69,-6.96,15.11,1.94,0.00,0.90,0.00
286601,15.04,178,0.25,1799,0.00,0.00,16,34.49,34.00,7.84,-6.92,14.86,1.92,0.00,0.90,0.00
286670,15.27,178,0.23,1825,0.00,0.00,16,34.49,34.00,7.69,-6.94,13.96,1.90,0.00,0.90,0.00
286723,15.16,178,0.25,1824,0.00,0.00,16,34.84,34.00,7.69,-6.94,14.53,1.92,0.00,0.90,0.00
286817,15.04,178,0.23,1836,0.00,0.00,16,35.55,34.50,7.69,-6.94,14.98,1.94,0.00,0.90,0.00
286854,15.16,178,0.24,1870,0.00,0.00,16,35.55,35.50,7.69,-6.94,14.98,1.94,0.00,0.90,0.00
286923,15.27,178,0.24,1852,0.00,0.00,16,35.20,35.50,7.69,-6.94,15.12,1.94,0.00,0.90,0.00
286985,15.27,178,0.24,1861,0.00,0.00,16,36.25,35.50,7.84,-6.92,15.05,1.94,0.00,0.90,0.00
287054,15.16,178,0.24,1900,0.00,0.00,16,36.25,36.50,7.84,-6.92,15.11,1.94,0.00,0.90,0.00
287117,14.93,178,0.22,1898,0.00,0.00,16,35.90,35.50,7.69,-6.94,13.84,1.90,0.00,0.90,0.00
287170,14.81,178,0.24,1892,0.00,0.00,16,36.25,36.00,7.84,-6.92,14.86,1.92,0.00,0.90,0.00
287239,14.59,178,0.24,1914,0.00,0.00,16,37.30,36.50,7.69,-6.96,15.33,1.96,0.00,0.90,0.00
287301,14.70,178,0.24,1942,0.00,0.00,16,36.95,37.00,7.69,-6.96,15.33,1.96,0.00,0.90,0.00
287370,14.81,178,0.24,1918,0.00,0.00,16,36.95,36.50,7.69,-6.96,15.26,1.94,0.00,0.90,0.00
287439,14.81,178,0.23,1934,0.00,0.00,16,37.66,37.00,7.69,-6.96,15.25,1.94,0.00,0.90,0.00
287501,14.70,178,0.22,1956,0.00,0.00,16,37.30,37.00,7.69,-7.00,14.47,1.92,0.00,0.90,0.00
287554,14.70,178,0.23,1954,0.00,0.00,16,38.01,37.50,7.69,-7.00,15.19,1.92,0.00,0.90,0.00
287623,14.59,178,0.23,1987,0.00,0.00,16,38.36,38.00,7.69,-7.04,15.26,1.94,0.00,0.90,0.00
287686,14.59,178,0.23,1989,0.00,0.00,16,38.36,38.00,7.69,-7.06,15.33,1.94,0.00,0.90,0.00
287755,14.70,178,0.23,1992,0.00,0.00,16,38.36,38.00,7.69,-7.08,15.19,1.96,0.00,0.90,0.00
287823,14.70,178,0.22,2003,0.00,0.00,16,38.36,38.50,7.55,-7.10,15.25,1.94,0.00,0.90,0.00
287874,14.70,178,0.22,2015,0.00,0.00,16,38.71,38.50,7.55,-7.15,15.26,1.92,0.00,0.90,0.00
287941,14.70,178,0.23,2015,0.00,0.00,16,38.71,38.00,7.55,-7.17,15.48,1.94,0.00,0.90,0.00
288003,14.59,178,0.22,2017,0.00,0.00,16,38.71,38.50,7.55,-7.17,15.11,1.96,0.00,0.90,0.00
288072,14.59,178,0.22,2032,0.00,0.00,16,39.06,38.50,7.55,-7.19,14.86,1.94,0.00,0.90,0.00
288141,14.70,178,0.22,2052,0.00,0.00,16,38.71,38.50,7.55,-7.21,15.05,1.94,0.00,0.90,0.00
288204,14.59,180,0.22,2037,0.00,0.00,16,38.71,38.50,7.40,-7.23,15.05,1.94,0.00,0.90,0.00
288257,14.59,180,0.22,2032,0.00,0.00,16,39.06,39.00,7.40,-7.27,14.99,1.94,0.00,0.90,0.00
288325,14.59,178,0.22,2073,0.00,0.00,16,39.06,39.00,7.40,-7.29,14.99,1.94,0.00,0.90,0.00
288388,14.59,178,0.22,2085,0.00,0.00,16,39.06,39.00,7.40,-7.35,14.99,1.92,0.00,0.88,0.00
288457,14.70,180,0.21,2061,0.00,0.00,16,39.06,38.50,7.25,-7.46,14.60,1.92,0.00,0.86,0.00
288525,14.59,180,0.19,2074,0.00,0.00,16,38.36,38.00,7.11,-7.64,14.15,1.90,0.00,0.86,0.00
288588,14.59,180,0.19,2110,0.00,0.00,16,38.01,38.00,6.96,-7.85,13.39,1.88,0.00,0.84,0.00
288641,14.59,180,0.18,2081,0.00,0.00,16,37.66,37.00,6.82,-8.06,12.98,1.86,0.00,0.84,0.00
288708,14.47,180,0.18,2091,0.00,0.00,16,37.66,37.00,6.53,-8.26,12.42,1.84,0.00,0.84,0.00
